date_time,El%20Salvador_maxtempC,El%20Salvador_mintempC,El%20Salvador_totalSnow_cm,El%20Salvador_sunHour,El%20Salvador_uvIndex,El%20Salvador_moon_illumination,El%20Salvador_moonrise,El%20Salvador_moonset,El%20Salvador_sunrise,El%20Salvador_sunset,El%20Salvador_DewPointC,El%20Salvador_FeelsLikeC,El%20Salvador_HeatIndexC,El%20Salvador_WindChillC,El%20Salvador_WindGustKmph,El%20Salvador_cloudcover,El%20Salvador_humidity,El%20Salvador_precipMM,El%20Salvador_pressure,El%20Salvador_tempC,El%20Salvador_visibility,El%20Salvador_winddirDegree,El%20Salvador_windspeedKmph,El%20Salvador_location
2020-01-11,32,19,0.0,8.7,7,100,06:55 PM,07:10 AM,06:23 AM,05:46 PM,16,27,27,25,7,21,60,0.0,1012,32,10,165,5,El%20Salvador
2020-01-12,33,19,0.0,8.7,7,83,07:57 PM,08:05 AM,06:23 AM,05:47 PM,17,28,28,26,8,24,63,0.0,1012,33,10,221,5,El%20Salvador
2020-01-13,31,19,0.0,8.7,7,76,08:57 PM,08:58 AM,06:23 AM,05:47 PM,16,26,26,25,12,21,62,0.0,1013,31,10,201,8,El%20Salvador
2020-01-14,33,19,0.0,8.7,7,69,09:56 PM,09:47 AM,06:24 AM,05:48 PM,16,27,27,26,11,17,62,0.0,1013,33,10,247,7,El%20Salvador
2020-01-15,34,19,0.0,8.7,7,61,10:52 PM,10:32 AM,06:24 AM,05:49 PM,16,28,28,27,11,8,61,0.0,1012,34,10,237,7,El%20Salvador
2020-01-16,33,18,0.0,8.7,7,54,11:48 PM,11:17 AM,06:24 AM,05:49 PM,15,26,26,25,12,18,61,0.0,1013,33,10,227,9,El%20Salvador
2020-01-17,34,20,0.0,8.7,7,47,No moonrise,12:01 PM,06:24 AM,05:50 PM,16,27,27,26,11,18,61,0.0,1012,34,10,237,7,El%20Salvador
2020-01-18,35,20,0.0,8.7,7,40,12:43 AM,12:45 PM,06:24 AM,05:50 PM,17,28,28,27,9,10,64,0.0,1011,35,10,257,6,El%20Salvador
2020-01-19,35,19,0.0,8.7,7,32,01:40 AM,01:32 PM,06:24 AM,05:51 PM,18,28,28,26,8,10,66,0.0,1012,35,10,327,5,El%20Salvador
2020-01-20,32,19,0.0,8.7,7,25,02:36 AM,02:21 PM,06:24 AM,05:51 PM,16,26,26,25,12,14,62,0.0,1014,32,10,302,8,El%20Salvador
2020-01-21,31,19,0.0,8.7,7,18,03:33 AM,03:12 PM,06:24 AM,05:52 PM,15,26,26,25,13,15,62,0.0,1015,31,10,345,9,El%20Salvador
2020-01-22,32,16,0.0,8.7,7,11,04:29 AM,04:05 PM,06:24 AM,05:52 PM,13,24,24,23,12,13,61,0.0,1014,32,10,306,8,El%20Salvador
2020-01-23,32,17,0.0,8.7,7,3,05:24 AM,04:59 PM,06:24 AM,05:53 PM,15,24,24,23,7,16,67,0.0,1013,32,10,235,5,El%20Salvador
2020-01-24,31,18,0.0,7.2,6,0,06:15 AM,05:53 PM,06:24 AM,05:53 PM,18,25,25,24,6,59,76,0.7,1014,31,9,137,4,El%20Salvador
2020-01-25,33,17,0.0,8.7,7,0,07:03 AM,06:45 PM,06:24 AM,05:54 PM,17,26,26,25,8,26,72,0.1,1014,33,10,302,5,El%20Salvador
2020-01-26,29,18,0.0,7.2,5,4,07:47 AM,07:36 PM,06:24 AM,05:54 PM,18,23,23,23,7,35,78,0.0,1014,29,9,244,5,El%20Salvador
2020-01-27,32,19,0.0,7.2,6,11,08:28 AM,08:24 PM,06:24 AM,05:55 PM,19,26,26,24,7,51,78,0.3,1014,32,6,145,5,El%20Salvador
2020-01-28,31,19,0.0,8.7,6,18,09:06 AM,09:11 PM,06:24 AM,05:55 PM,19,26,26,25,7,31,76,0.0,1013,31,7,155,5,El%20Salvador
2020-01-29,34,18,0.0,8.7,7,26,09:43 AM,09:57 PM,06:24 AM,05:56 PM,17,26,26,25,7,9,70,0.0,1012,34,10,189,5,El%20Salvador
2020-01-30,34,18,0.0,8.7,7,33,10:19 AM,10:42 PM,06:24 AM,05:56 PM,17,26,26,25,6,14,69,0.0,1012,34,9,144,4,El%20Salvador
2020-01-31,34,19,0.0,8.7,6,37,10:55 AM,11:28 PM,06:24 AM,05:56 PM,19,28,28,26,5,23,73,0.0,1013,34,8,261,4,El%20Salvador
2020-02-01,34,19,0.0,8.7,7,49,11:33 AM,No moonset,06:24 AM,05:57 PM,19,28,28,26,6,18,70,0.0,1014,34,10,224,4,El%20Salvador
2020-02-02,32,20,0.0,8.7,7,57,12:12 PM,12:16 AM,06:24 AM,05:57 PM,16,27,27,26,13,10,62,0.0,1015,32,10,265,9,El%20Salvador
2020-02-03,35,17,0.0,8.7,7,64,12:55 PM,01:06 AM,06:23 AM,05:58 PM,15,27,27,26,9,4,61,0.0,1014,35,10,295,7,El%20Salvador
2020-02-04,33,18,0.0,8.7,7,72,01:43 PM,01:59 AM,06:23 AM,05:58 PM,17,28,28,26,6,19,65,0.0,1013,33,10,224,4,El%20Salvador
2020-02-05,33,20,0.0,8.7,7,79,02:35 PM,02:55 AM,06:23 AM,05:59 PM,19,27,27,25,7,10,71,0.0,1012,33,10,126,5,El%20Salvador
2020-02-06,33,19,0.0,8.7,7,87,03:34 PM,03:53 AM,06:23 AM,05:59 PM,18,27,27,25,7,12,69,0.0,1011,33,10,205,5,El%20Salvador
2020-02-07,34,19,0.0,8.7,7,95,04:35 PM,04:52 AM,06:22 AM,05:59 PM,18,28,28,26,5,19,72,0.0,1012,34,10,219,4,El%20Salvador
2020-02-08,34,20,0.0,7.3,6,100,05:38 PM,05:50 AM,06:22 AM,06:00 PM,19,28,28,27,6,57,70,0.4,1014,34,10,229,4,El%20Salvador
2020-02-09,34,19,0.0,11.6,7,100,06:41 PM,06:44 AM,06:22 AM,06:00 PM,17,27,27,26,7,16,64,0.0,1014,34,10,260,5,El%20Salvador
2020-02-10,34,18,0.0,11.6,7,83,07:43 PM,07:37 AM,06:22 AM,06:00 PM,16,28,28,27,9,10,60,0.0,1013,34,10,214,6,El%20Salvador
2020-02-11,33,19,0.0,11.6,7,75,08:42 PM,08:25 AM,06:21 AM,06:01 PM,16,26,26,25,8,21,62,0.0,1012,33,10,268,5,El%20Salvador
