date_time,Croatia_maxtempC,Croatia_mintempC,Croatia_totalSnow_cm,Croatia_sunHour,Croatia_uvIndex,Croatia_moon_illumination,Croatia_moonrise,Croatia_moonset,Croatia_sunrise,Croatia_sunset,Croatia_DewPointC,Croatia_FeelsLikeC,Croatia_HeatIndexC,Croatia_WindChillC,Croatia_WindGustKmph,Croatia_cloudcover,Croatia_humidity,Croatia_precipMM,Croatia_pressure,Croatia_tempC,Croatia_visibility,Croatia_winddirDegree,Croatia_windspeedKmph,Croatia_location
2020-01-01,6,1,0.0,8.7,2,37,11:24 AM,10:43 PM,07:38 AM,04:21 PM,-1,3,3,3,4,0,71,0.0,1035,6,10,242,3,Croatia
2020-01-02,6,1,0.0,8.7,2,44,11:46 AM,11:45 PM,07:38 AM,04:22 PM,-0,3,3,3,4,0,77,0.0,1034,6,10,215,3,Croatia
2020-01-03,6,2,0.0,8.7,2,51,12:06 PM,No moonset,07:38 AM,04:23 PM,-2,3,3,3,2,14,69,0.0,1028,6,10,210,2,Croatia
2020-01-04,6,1,0.0,6.9,1,59,12:27 PM,12:46 AM,07:37 AM,04:24 PM,-2,3,3,3,4,61,69,0.5,1025,6,10,179,2,Croatia
2020-01-05,6,1,0.0,6.9,1,66,12:50 PM,01:49 AM,07:37 AM,04:25 PM,-1,2,3,2,7,31,74,0.2,1031,6,10,159,5,Croatia
2020-01-06,4,0,0.0,8.7,2,73,01:17 PM,02:53 AM,07:37 AM,04:26 PM,-4,1,2,1,4,8,64,0.0,1033,4,10,236,3,Croatia
2020-01-07,3,0,0.0,8.7,2,80,01:48 PM,04:00 AM,07:37 AM,04:27 PM,-6,1,1,1,3,7,57,0.0,1029,3,10,139,2,Croatia
2020-01-08,6,0,0.0,8.7,2,88,02:25 PM,05:08 AM,07:37 AM,04:28 PM,-6,3,3,3,4,4,53,0.0,1031,6,10,238,3,Croatia
2020-01-09,5,0,0.0,8.7,2,95,03:13 PM,06:14 AM,07:37 AM,04:30 PM,-2,1,2,1,6,12,77,0.0,1027,5,10,202,4,Croatia
2020-01-10,7,1,0.0,5.1,1,100,04:11 PM,07:17 AM,07:36 AM,04:31 PM,0,2,4,2,12,57,78,0.0,1023,7,10,217,7,Croatia
2020-01-11,6,2,0.0,8.7,1,100,05:19 PM,08:12 AM,07:36 AM,04:32 PM,1,4,4,4,4,43,81,0.0,1029,6,10,189,2,Croatia
2020-01-12,6,1,0.0,8.7,2,83,06:33 PM,08:59 AM,07:35 AM,04:33 PM,1,3,3,3,3,21,84,0.0,1031,6,10,173,2,Croatia
2020-01-13,7,0,0.0,8.7,2,76,07:50 PM,09:38 AM,07:35 AM,04:34 PM,1,3,3,3,5,8,82,0.0,1027,7,10,208,3,Croatia
2020-01-14,8,1,0.0,8.7,3,69,09:08 PM,10:10 AM,07:35 AM,04:36 PM,1,3,4,3,10,12,81,0.0,1024,8,10,225,6,Croatia
2020-01-15,8,2,0.0,8.7,3,61,10:24 PM,10:38 AM,07:34 AM,04:37 PM,2,4,5,4,5,5,82,0.0,1025,8,10,182,3,Croatia
2020-01-16,7,2,0.0,8.7,1,54,11:40 PM,11:05 AM,07:33 AM,04:38 PM,2,4,4,4,4,30,82,0.0,1030,7,10,180,2,Croatia
2020-01-17,5,2,0.0,3.4,1,47,No moonrise,11:30 AM,07:33 AM,04:40 PM,1,4,4,4,3,67,84,0.0,1027,5,10,106,2,Croatia
2020-01-18,3,1,0.0,3.4,1,40,12:53 AM,11:57 AM,07:32 AM,04:41 PM,1,2,2,2,4,73,90,1.1,1024,3,9,134,3,Croatia
2020-01-19,4,1,0.2,3.4,1,32,02:07 AM,12:26 PM,07:31 AM,04:42 PM,1,2,3,2,4,89,90,0.7,1028,4,7,180,3,Croatia
2020-01-20,3,1,0.3,3.4,1,25,03:19 AM,01:00 PM,07:31 AM,04:44 PM,0,0,2,0,9,92,88,0.4,1042,3,9,78,6,Croatia
2020-01-21,5,-0,0.1,8.7,2,18,04:28 AM,01:39 PM,07:30 AM,04:45 PM,-1,2,2,2,4,28,81,0.1,1043,5,10,153,3,Croatia
2020-01-22,7,-0,0.0,8.7,2,11,05:34 AM,02:25 PM,07:29 AM,04:46 PM,-1,3,3,3,4,4,73,0.0,1033,7,10,185,3,Croatia
2020-01-23,7,1,0.0,8.7,2,3,06:31 AM,03:19 PM,07:28 AM,04:48 PM,-1,4,4,4,4,6,72,0.0,1034,7,10,184,3,Croatia
2020-01-24,6,-0,0.0,8.7,2,0,07:20 AM,04:18 PM,07:27 AM,04:49 PM,-1,3,3,3,5,4,78,0.0,1028,6,10,189,3,Croatia
2020-01-25,7,2,0.0,3.5,2,0,08:01 AM,05:21 PM,07:26 AM,04:51 PM,4,4,5,4,7,78,93,0.6,1023,7,7,195,4,Croatia
2020-01-26,7,4,0.0,3.5,2,4,08:34 AM,06:25 PM,07:25 AM,04:52 PM,5,6,6,6,3,93,95,1.8,1021,7,3,80,2,Croatia
2020-01-27,9,5,0.0,7.0,2,11,09:03 AM,07:29 PM,07:24 AM,04:54 PM,5,6,7,6,3,58,89,0.0,1019,9,8,159,2,Croatia
2020-01-28,10,4,0.0,3.5,2,18,09:27 AM,08:31 PM,07:23 AM,04:55 PM,4,5,7,5,19,77,84,6.2,1007,10,8,179,11,Croatia
2020-01-29,8,3,0.0,8.7,2,26,09:49 AM,09:33 PM,07:22 AM,04:57 PM,1,4,5,4,5,42,79,6.0,1011,8,10,238,4,Croatia
2020-01-30,8,2,0.0,8.7,3,33,10:10 AM,10:33 PM,07:21 AM,04:58 PM,2,4,5,4,9,34,80,0.0,1018,8,10,153,5,Croatia
2020-01-31,12,6,0.0,8.7,3,37,10:30 AM,11:35 PM,07:20 AM,04:59 PM,4,6,9,6,23,16,75,0.0,1017,12,10,243,13,Croatia
2020-02-01,12,6,0.0,5.4,2,49,10:52 AM,No moonset,07:19 AM,05:01 PM,6,8,9,8,17,35,84,0.0,1017,12,9,233,10,Croatia
2020-02-02,13,8,0.0,5.4,3,57,11:16 AM,12:38 AM,07:18 AM,05:02 PM,7,10,10,10,13,50,80,0.0,1017,13,10,249,8,Croatia
2020-02-03,14,9,0.0,8.7,4,64,11:44 AM,01:42 AM,07:16 AM,05:04 PM,7,10,11,10,12,28,80,0.0,1014,14,10,253,7,Croatia
2020-02-04,12,6,0.0,3.7,3,72,12:17 PM,02:48 AM,07:15 AM,05:05 PM,3,8,10,8,16,89,66,0.7,1007,12,9,158,10,Croatia
2020-02-05,7,2,0.0,8.7,2,79,12:59 PM,03:54 AM,07:14 AM,05:07 PM,-5,1,4,1,29,25,53,0.0,1015,7,10,218,21,Croatia
2020-02-06,7,2,0.0,8.7,2,87,01:52 PM,04:58 AM,07:13 AM,05:08 PM,-7,2,4,2,14,5,45,0.0,1027,7,10,210,9,Croatia
2020-02-07,9,2,0.0,8.7,3,95,02:54 PM,05:57 AM,07:11 AM,05:10 PM,-5,5,5,5,4,16,49,0.0,1027,9,10,242,3,Croatia
2020-02-08,9,2,0.0,8.7,2,100,04:07 PM,06:48 AM,07:10 AM,05:11 PM,-1,5,5,5,4,32,66,0.0,1029,9,10,156,3,Croatia
2020-02-09,9,1,0.0,5.4,2,100,05:25 PM,07:31 AM,07:08 AM,05:13 PM,1,4,5,4,14,34,74,0.0,1029,9,10,216,9,Croatia
2020-02-10,14,7,0.0,5.4,3,83,06:45 PM,08:07 AM,07:07 AM,05:14 PM,5,8,11,8,36,64,69,1.8,1015,14,10,220,23,Croatia
2020-02-11,11,7,0.0,7.1,3,75,08:05 PM,08:38 AM,07:05 AM,05:16 PM,5,9,10,9,10,34,73,0.4,1010,11,10,158,7,Croatia
2020-02-12,9,4,0.0,5.4,2,68,09:24 PM,09:06 AM,07:04 AM,05:17 PM,2,5,6,5,9,78,74,0.0,1018,9,10,91,7,Croatia
2020-02-13,8,2,0.0,5.4,2,60,10:41 PM,09:33 AM,07:02 AM,05:19 PM,0,5,5,5,7,54,70,0.0,1019,8,10,138,5,Croatia
2020-02-14,12,7,0.0,8.7,2,53,11:57 PM,10:00 AM,07:01 AM,05:20 PM,5,9,9,9,8,57,73,14.2,1016,12,9,214,5,Croatia
2020-02-15,10,5,0.0,7.1,2,45,No moonrise,10:28 AM,06:59 AM,05:22 PM,3,7,7,7,7,24,73,0.0,1028,10,10,188,5,Croatia
2020-02-16,13,5,0.0,8.7,3,38,01:11 AM,11:01 AM,06:58 AM,05:23 PM,3,8,8,8,5,16,71,0.0,1028,13,10,170,4,Croatia
2020-02-17,14,6,0.0,8.7,4,30,02:21 AM,11:39 AM,06:56 AM,05:25 PM,4,8,10,8,22,22,70,0.0,1024,14,10,229,13,Croatia
2020-02-18,12,8,0.0,4.0,2,22,03:28 AM,12:22 PM,06:55 AM,05:26 PM,4,8,9,8,12,66,70,3.4,1025,12,10,141,8,Croatia
2020-02-19,10,5,0.0,7.1,2,15,04:27 AM,01:14 PM,06:53 AM,05:28 PM,0,6,7,6,9,56,61,0.1,1022,10,10,59,6,Croatia
2020-02-20,9,5,0.0,8.7,3,7,05:18 AM,02:10 PM,06:51 AM,05:29 PM,0,5,6,5,8,22,66,0.1,1024,9,10,175,6,Croatia
2020-02-21,10,3,0.0,8.7,3,0,06:00 AM,03:12 PM,06:50 AM,05:31 PM,-2,6,7,6,10,15,55,0.0,1026,10,10,163,7,Croatia
2020-02-22,11,3,0.0,8.7,3,0,06:35 AM,04:14 PM,06:48 AM,05:32 PM,-3,6,7,6,8,19,52,0.0,1031,11,10,211,6,Croatia
2020-02-23,13,6,0.0,8.7,2,0,07:05 AM,05:18 PM,06:46 AM,05:33 PM,2,7,9,7,15,39,64,0.0,1024,13,10,242,10,Croatia
2020-02-24,10,7,0.0,4.1,2,0,07:31 AM,06:20 PM,06:45 AM,05:35 PM,2,7,8,7,11,42,68,0.0,1021,10,10,151,7,Croatia
2020-02-25,11,5,0.0,8.7,2,8,07:53 AM,07:23 PM,06:43 AM,05:36 PM,4,7,9,7,15,48,75,0.3,1010,11,10,220,9,Croatia
2020-02-26,6,3,0.0,4.1,1,15,08:14 AM,08:24 PM,06:41 AM,05:38 PM,3,3,6,3,17,100,81,35.1,1000,6,7,94,12,Croatia
2020-02-27,8,2,0.0,8.7,3,23,08:34 AM,09:26 PM,06:39 AM,05:39 PM,-3,3,5,3,13,24,58,0.0,1010,8,10,227,9,Croatia
2020-02-28,11,4,0.0,8.7,3,30,08:55 AM,10:27 PM,06:38 AM,05:41 PM,2,5,7,5,22,40,68,0.0,1010,11,10,232,14,Croatia
2020-02-29,10,2,0.0,8.7,3,38,09:18 AM,11:30 PM,06:36 AM,05:42 PM,-2,4,6,4,18,29,56,0.0,1016,10,10,207,13,Croatia
2020-03-01,13,8,0.0,4.2,3,44,09:44 AM,No moonset,06:34 AM,05:43 PM,4,8,10,8,24,89,68,0.6,1006,13,8,200,16,Croatia
2020-03-02,15,8,0.0,4.2,3,51,10:14 AM,12:34 AM,06:32 AM,05:45 PM,5,10,11,10,19,63,68,1.3,1001,15,9,207,13,Croatia
2020-03-03,12,8,0.0,4.2,3,58,10:51 AM,01:39 AM,06:30 AM,05:46 PM,6,9,10,9,11,80,73,7.8,1000,12,8,147,8,Croatia
2020-03-04,11,6,0.0,7.2,2,65,11:37 AM,02:42 AM,06:28 AM,05:47 PM,-0,7,8,7,10,54,57,1.0,1011,11,10,139,8,Croatia
2020-03-05,12,5,0.0,8.7,3,73,12:32 PM,03:42 AM,06:27 AM,05:49 PM,-2,7,8,7,11,18,53,0.0,1011,12,10,208,8,Croatia
2020-03-06,11,6,0.0,5.7,2,80,01:39 PM,04:35 AM,06:25 AM,05:50 PM,4,7,8,7,10,78,75,6.0,999,11,8,156,7,Croatia
2020-03-07,11,6,0.0,5.7,2,87,02:54 PM,05:21 AM,06:23 AM,05:52 PM,3,7,8,7,8,72,71,0.5,1010,11,10,187,5,Croatia
2020-03-08,11,4,0.0,8.7,3,95,04:14 PM,06:00 AM,06:21 AM,05:53 PM,0,7,7,7,6,21,63,0.1,1020,11,10,171,5,Croatia
2020-03-09,11,4,0.0,4.3,2,100,05:36 PM,06:33 AM,06:19 AM,05:54 PM,-1,7,7,7,6,75,57,0.0,1016,11,10,124,4,Croatia
2020-03-10,14,6,0.0,8.7,3,100,06:57 PM,07:03 AM,06:17 AM,05:56 PM,1,9,9,9,6,42,57,0.1,1019,14,10,186,4,Croatia
2020-03-11,18,7,0.0,7.2,3,84,08:18 PM,07:31 AM,06:15 AM,05:57 PM,3,11,12,11,8,41,57,0.0,1020,18,10,223,5,Croatia
2020-03-12,18,8,0.0,8.7,4,76,09:38 PM,07:58 AM,06:14 AM,05:58 PM,5,12,13,12,16,6,61,0.0,1019,18,10,235,11,Croatia
2020-03-13,11,7,0.0,5.9,2,69,10:55 PM,08:27 AM,06:12 AM,06:00 PM,6,8,9,8,15,72,80,3.6,1017,11,9,143,10,Croatia
2020-03-14,10,6,0.0,6.0,2,62,No moonrise,08:59 AM,06:10 AM,06:01 PM,3,6,8,6,12,72,72,3.0,1021,10,9,64,9,Croatia
2020-03-15,10,3,0.0,11.6,3,55,12:10 AM,09:36 AM,06:08 AM,06:02 PM,-4,4,6,4,15,21,48,0.0,1025,10,10,48,11,Croatia
2020-03-16,14,4,0.0,11.6,4,47,01:21 AM,10:19 AM,06:06 AM,06:04 PM,-2,9,9,9,4,3,48,0.0,1026,14,10,111,3,Croatia
2020-03-17,16,5,0.0,10.2,4,40,02:23 AM,11:09 AM,06:04 AM,06:05 PM,1,10,10,10,7,27,53,0.0,1029,16,10,169,5,Croatia
2020-03-18,17,9,0.0,10.2,3,33,03:17 AM,12:04 PM,06:02 AM,06:06 PM,6,13,13,13,7,39,63,0.1,1028,17,10,52,5,Croatia
2020-03-19,20,10,0.0,12.1,5,25,04:02 AM,01:04 PM,06:00 AM,06:08 PM,5,14,14,14,5,4,58,0.0,1025,20,10,118,4,Croatia
2020-03-20,20,10,0.0,12.5,5,18,04:39 AM,02:07 PM,05:59 AM,06:09 PM,5,15,15,15,6,5,56,0.0,1021,20,10,206,4,Croatia
2020-03-21,17,9,0.0,11.8,3,11,05:09 AM,03:10 PM,05:57 AM,06:10 PM,5,12,13,12,16,42,62,2.8,1015,17,10,178,12,Croatia
2020-03-22,7,2,0.3,10.5,1,4,05:36 AM,04:13 PM,05:55 AM,06:11 PM,-3,1,4,1,20,64,61,2.0,1024,7,9,30,16,Croatia
2020-03-23,5,-0,0.0,11.9,1,0,05:58 AM,05:15 PM,05:53 AM,06:13 PM,-8,-3,2,-3,30,51,51,1.5,1027,5,9,17,23,Croatia
2020-03-24,3,-1,1.7,7.9,1,0,06:19 AM,06:16 PM,05:51 AM,06:14 PM,-3,-5,1,-5,29,97,77,3.9,1026,3,6,34,22,Croatia
2020-03-25,3,0,1.4,7.9,1,3,06:39 AM,07:18 PM,05:49 AM,06:15 PM,-1,-3,1,-3,23,100,85,3.6,1025,3,7,53,17,Croatia
2020-03-26,4,-3,8.2,7.9,1,11,07:00 AM,08:20 PM,05:47 AM,06:17 PM,1,-2,2,-2,25,100,89,9.9,1020,4,6,41,17,Croatia
2020-03-27,11,3,0.0,8.0,2,18,07:22 AM,09:23 PM,05:45 AM,06:18 PM,4,6,8,6,18,93,75,0.2,1018,11,10,64,12,Croatia
2020-03-28,17,7,0.0,12.8,4,25,07:46 AM,10:26 PM,05:43 AM,06:19 PM,4,11,12,11,6,26,62,0.0,1016,17,10,220,3,Croatia
2020-03-29,17,8,0.0,11.9,3,32,08:14 AM,11:30 PM,05:42 AM,06:21 PM,4,12,13,12,11,49,60,0.9,1013,17,10,167,8,Croatia
2020-03-30,8,4,0.0,9.3,2,40,08:48 AM,No moonset,05:40 AM,06:22 PM,-2,4,6,4,18,75,56,1.1,1018,8,7,33,14,Croatia
2020-03-31,8,2,0.0,12.9,3,44,09:29 AM,12:32 AM,05:38 AM,06:23 PM,-8,2,5,2,16,31,39,0.0,1023,8,10,44,12,Croatia
2020-04-01,9,1,0.0,12.9,3,56,10:19 AM,01:33 AM,05:36 AM,06:25 PM,-6,3,5,3,12,12,47,0.0,1022,9,10,51,9,Croatia
2020-04-02,14,3,0.0,12.9,3,64,11:20 AM,02:26 AM,05:34 AM,06:26 PM,-4,8,8,8,3,3,43,0.0,1016,14,10,146,3,Croatia
2020-04-03,16,5,0.0,13.0,4,71,12:29 PM,03:14 AM,05:32 AM,06:27 PM,-0,10,10,10,6,5,51,0.0,1014,16,10,161,4,Croatia
2020-04-04,14,7,0.0,10.7,3,79,01:45 PM,03:55 AM,05:30 AM,06:29 PM,2,10,10,10,12,45,57,0.1,1023,14,10,119,8,Croatia
2020-04-05,16,7,0.0,12.0,3,87,03:04 PM,04:29 AM,05:28 AM,06:30 PM,2,10,11,10,17,31,57,0.0,1027,16,10,39,11,Croatia
2020-04-06,16,8,0.0,13.1,3,94,04:25 PM,05:00 AM,05:26 AM,06:31 PM,1,11,12,11,17,21,52,0.0,1029,16,10,60,12,Croatia
2020-04-07,17,7,0.0,13.1,4,100,05:46 PM,05:28 AM,05:24 AM,06:32 PM,-1,11,12,11,14,0,47,0.0,1031,17,10,51,10,Croatia
2020-04-08,18,8,0.0,13.1,4,100,07:08 PM,05:55 AM,05:23 AM,06:34 PM,-0,13,13,13,9,0,42,0.0,1029,18,10,54,7,Croatia
2020-04-09,22,10,0.0,13.1,5,83,08:29 PM,06:23 AM,05:21 AM,06:35 PM,2,16,16,16,4,0,42,0.0,1024,22,10,204,3,Croatia
2020-04-10,21,11,0.0,13.2,5,76,09:49 PM,06:54 AM,05:19 AM,06:36 PM,4,16,16,16,7,26,47,0.0,1023,21,10,167,5,Croatia
2020-04-11,20,13,0.0,13.2,5,68,11:05 PM,07:30 AM,05:17 AM,06:38 PM,7,16,16,16,10,32,56,0.0,1023,20,10,76,7,Croatia
2020-04-12,23,13,0.0,13.2,5,61,No moonrise,08:11 AM,05:15 AM,06:39 PM,6,18,19,18,11,32,50,0.1,1020,23,10,160,8,Croatia
2020-04-13,21,12,0.0,12.0,4,53,12:13 AM,09:00 AM,05:13 AM,06:40 PM,3,16,17,16,25,61,44,0.0,1014,21,10,233,17,Croatia
2020-04-14,6,3,0.0,9.6,2,46,01:13 AM,09:55 AM,05:12 AM,06:42 PM,3,5,7,5,11,65,77,14.6,1019,6,9,151,9,Croatia
2020-04-15,16,5,0.0,13.3,4,38,02:02 AM,10:55 AM,05:10 AM,06:43 PM,-3,10,10,10,7,5,40,0.0,1025,16,10,181,5,Croatia
2020-04-16,20,7,0.0,13.3,5,30,02:41 AM,11:58 AM,05:08 AM,06:44 PM,2,14,15,14,10,17,48,0.0,1022,20,10,218,7,Croatia
2020-04-17,24,10,0.0,13.4,5,23,03:14 AM,01:02 PM,05:06 AM,06:46 PM,4,17,18,17,9,10,46,0.0,1018,24,10,222,6,Croatia
2020-04-18,24,12,0.0,13.4,6,15,03:41 AM,02:05 PM,05:04 AM,06:47 PM,7,18,19,18,6,23,52,0.0,1016,24,10,228,3,Croatia
2020-04-19,20,13,0.0,10.8,4,8,04:04 AM,03:07 PM,05:03 AM,06:48 PM,8,16,16,16,11,67,59,2.5,1015,20,10,160,8,Croatia
2020-04-20,16,10,0.0,12.1,3,0,04:25 AM,04:09 PM,05:01 AM,06:50 PM,5,12,13,12,17,61,62,10.2,1018,16,8,52,13,Croatia
2020-04-21,15,8,0.0,9.9,3,0,04:46 AM,05:10 PM,04:59 AM,06:51 PM,3,9,11,9,18,72,58,0.4,1017,15,10,51,14,Croatia
2020-04-22,17,8,0.0,14.0,3,0,05:06 AM,06:12 PM,04:57 AM,06:52 PM,4,11,12,11,20,51,57,0.1,1019,17,10,59,14,Croatia
2020-04-23,18,9,0.0,14.0,4,0,05:27 AM,07:15 PM,04:56 AM,06:54 PM,4,13,13,13,12,20,55,0.0,1020,18,10,57,9,Croatia
