date_time,Croatia_maxtempC,Croatia_mintempC,Croatia_totalSnow_cm,Croatia_sunHour,Croatia_uvIndex,Croatia_moon_illumination,Croatia_moonrise,Croatia_moonset,Croatia_sunrise,Croatia_sunset,Croatia_DewPointC,Croatia_FeelsLikeC,Croatia_HeatIndexC,Croatia_WindChillC,Croatia_WindGustKmph,Croatia_cloudcover,Croatia_humidity,Croatia_precipMM,Croatia_pressure,Croatia_tempC,Croatia_visibility,Croatia_winddirDegree,Croatia_windspeedKmph,Croatia_location
2020-10-02,23,14,0.0,11.6,4,100,06:13 PM,06:09 AM,05:56 AM,05:34 PM,12,18,18,18,15,34,69,0.0,1005,23,10,205,10,Croatia
2020-10-03,27,16,0.0,11.6,6,89,06:33 PM,07:11 AM,05:57 AM,05:32 PM,14,21,21,21,14,15,68,1.7,1002,27,10,158,10,Croatia
2020-10-04,21,14,0.0,11.6,4,82,06:54 PM,08:13 AM,05:59 AM,05:30 PM,11,18,18,18,21,36,65,9.9,1006,21,9,220,14,Croatia
2020-10-05,20,13,0.0,8.6,4,74,07:19 PM,09:17 AM,06:00 AM,05:28 PM,10,16,16,16,14,28,67,0.4,1009,20,9,208,10,Croatia
2020-10-06,20,13,0.0,8.7,5,67,07:47 PM,10:20 AM,06:01 AM,05:26 PM,9,16,16,16,14,18,63,0.0,1013,20,10,225,9,Croatia
2020-10-07,14,12,0.0,4.2,3,60,08:22 PM,11:23 AM,06:02 AM,05:24 PM,10,13,13,13,13,75,80,39.1,1012,14,8,195,9,Croatia
2020-10-08,20,10,0.0,8.7,5,53,09:04 PM,12:23 PM,06:04 AM,05:23 PM,8,15,15,15,6,11,67,0.0,1022,20,10,234,4,Croatia
2020-10-09,20,11,0.0,8.7,5,45,09:56 PM,01:20 PM,06:05 AM,05:21 PM,8,15,16,15,4,10,63,0.0,1022,20,10,201,3,Croatia
2020-10-10,20,13,0.0,8.7,5,38,10:57 PM,02:10 PM,06:06 AM,05:19 PM,9,16,16,16,3,17,64,0.0,1018,20,10,143,2,Croatia
2020-10-11,11,9,0.0,4.2,3,31,No moonrise,02:54 PM,06:08 AM,05:17 PM,7,9,11,9,17,100,81,20.6,1016,11,7,38,13,Croatia
2020-10-12,11,8,0.0,4.1,2,23,12:06 AM,03:31 PM,06:09 AM,05:15 PM,5,8,9,8,11,91,76,23.7,1013,11,8,173,8,Croatia
2020-10-13,12,8,0.0,5.7,2,16,01:22 AM,04:02 PM,06:10 AM,05:13 PM,4,8,9,8,11,67,69,1.5,1008,12,8,239,8,Croatia
2020-10-14,16,7,0.0,8.7,3,9,02:39 AM,04:30 PM,06:12 AM,05:12 PM,6,10,11,10,14,34,71,0.1,1009,16,10,233,9,Croatia
2020-10-15,9,4,0.0,4.1,2,2,04:00 AM,04:56 PM,06:13 AM,05:10 PM,7,8,8,8,9,90,89,46.1,1010,9,7,267,6,Croatia
2020-10-16,11,7,0.0,4.1,3,0,05:21 AM,05:22 PM,06:14 AM,05:08 PM,8,10,10,10,5,96,87,3.3,1011,11,8,161,4,Croatia
2020-10-17,14,7,0.0,7.2,3,0,06:43 AM,05:49 PM,06:16 AM,05:06 PM,7,10,10,10,5,69,77,10.3,1015,14,8,164,3,Croatia
2020-10-18,15,9,0.0,8.7,3,5,08:06 AM,06:19 PM,06:17 AM,05:04 PM,5,11,11,11,5,56,68,0.9,1021,15,7,93,4,Croatia
2020-10-19,14,8,0.0,8.7,3,13,09:29 AM,06:56 PM,06:18 AM,05:03 PM,5,11,11,11,5,40,71,0.0,1025,14,10,122,4,Croatia
2020-10-20,18,8,0.0,8.7,4,20,10:47 AM,07:40 PM,06:20 AM,05:01 PM,7,12,12,12,6,8,71,0.0,1025,18,10,175,4,Croatia
2020-10-21,18,10,0.0,8.7,4,27,11:58 AM,08:32 PM,06:21 AM,04:59 PM,8,12,13,12,25,7,72,0.0,1022,18,10,222,16,Croatia
2020-10-22,18,11,0.0,8.7,5,35,12:57 PM,09:32 PM,06:22 AM,04:58 PM,9,13,14,13,22,6,70,0.0,1022,18,10,240,14,Croatia
2020-10-23,18,12,0.0,8.7,5,42,01:45 PM,10:37 PM,06:24 AM,04:56 PM,10,14,15,14,21,20,74,0.0,1018,18,10,231,13,Croatia
2020-10-24,16,13,0.0,3.9,3,49,02:23 PM,11:44 PM,06:25 AM,04:54 PM,11,14,14,14,8,65,83,7.8,1019,16,9,178,5,Croatia
2020-10-25,18,13,0.0,3.9,4,56,02:53 PM,No moonset,06:26 AM,04:53 PM,12,15,15,15,6,70,83,7.2,1014,18,9,216,4,Croatia
2020-10-26,19,12,0.0,8.7,5,64,03:19 PM,12:50 AM,06:28 AM,04:51 PM,10,15,15,15,22,24,72,0.0,1010,19,10,212,14,Croatia
2020-10-27,17,11,0.0,5.5,3,71,03:41 PM,01:55 AM,06:29 AM,04:49 PM,11,14,14,14,8,49,80,5.9,1011,17,9,197,5,Croatia
2020-10-28,15,10,0.0,5.4,3,78,04:00 PM,02:58 AM,06:31 AM,04:48 PM,10,13,13,13,4,56,83,0.4,1017,15,10,318,3,Croatia
2020-10-29,14,11,0.0,5.4,3,85,04:19 PM,04:01 AM,06:32 AM,04:46 PM,9,12,12,12,6,55,83,0.0,1021,14,10,245,4,Croatia
2020-10-30,15,10,0.0,7.1,3,93,04:38 PM,05:03 AM,06:34 AM,04:45 PM,8,12,12,12,6,65,78,0.0,1025,15,10,187,4,Croatia
2020-10-31,18,11,0.0,8.7,5,97,04:59 PM,06:05 AM,06:35 AM,04:43 PM,9,14,14,14,4,17,74,0.0,1024,18,10,188,2,Croatia
2020-11-01,17,10,0.0,8.7,4,89,05:23 PM,07:09 AM,06:36 AM,04:42 PM,10,13,13,13,3,29,80,0.0,1022,17,10,118,2,Croatia
2020-11-02,17,11,0.0,8.7,3,81,05:49 PM,08:12 AM,06:38 AM,04:40 PM,10,14,14,14,8,39,78,0.0,1022,17,10,231,5,Croatia
2020-11-03,18,11,0.0,8.7,4,74,06:21 PM,09:16 AM,06:39 AM,04:39 PM,9,14,14,14,5,17,75,0.0,1022,18,10,224,3,Croatia
2020-11-04,14,11,0.0,3.7,3,66,07:01 PM,10:18 AM,06:41 AM,04:38 PM,10,13,13,13,10,89,81,0.8,1023,14,8,83,7,Croatia
2020-11-05,12,9,0.0,5.4,3,58,07:49 PM,11:16 AM,06:42 AM,04:36 PM,4,10,11,10,10,81,65,0.2,1031,12,10,23,7,Croatia
2020-11-06,12,7,0.0,8.7,3,51,08:46 PM,12:08 PM,06:43 AM,04:35 PM,3,9,9,9,6,14,66,0.0,1034,12,10,114,4,Croatia
2020-11-07,14,7,0.0,8.7,4,43,09:51 PM,12:52 PM,06:45 AM,04:34 PM,4,11,11,11,2,1,64,0.0,1032,14,10,133,2,Croatia
2020-11-08,14,8,0.0,8.7,4,36,11:02 PM,01:30 PM,06:46 AM,04:32 PM,5,11,11,11,3,0,68,0.0,1027,14,10,165,2,Croatia
2020-11-09,13,8,0.0,8.7,4,28,No moonrise,02:02 PM,06:48 AM,04:31 PM,5,10,10,10,3,7,72,0.0,1026,13,10,38,2,Croatia
2020-11-10,12,6,0.0,3.7,2,21,12:16 AM,02:30 PM,06:49 AM,04:30 PM,5,10,9,10,4,54,77,0.0,1027,12,10,162,3,Croatia
2020-11-11,10,6,0.0,3.7,2,13,01:33 AM,02:55 PM,06:51 AM,04:29 PM,4,8,8,8,4,75,78,0.0,1027,10,10,167,2,Croatia
2020-11-12,12,5,0.0,8.7,3,6,02:51 AM,03:20 PM,06:52 AM,04:28 PM,4,9,9,9,3,14,72,0.0,1026,12,10,191,2,Croatia
2020-11-13,14,6,0.0,8.7,4,0,04:11 AM,03:46 PM,06:53 AM,04:26 PM,6,10,10,10,3,10,80,0.0,1026,14,10,203,2,Croatia
2020-11-14,12,7,0.0,8.7,4,0,05:33 AM,04:14 PM,06:55 AM,04:25 PM,7,10,10,10,2,28,84,0.0,1025,12,10,218,1,Croatia
2020-11-15,14,7,0.0,8.7,3,0,06:56 AM,04:47 PM,06:56 AM,04:24 PM,8,10,10,10,6,28,86,0.0,1022,14,8,201,3,Croatia
2020-11-16,11,3,0.0,5.3,2,2,08:19 AM,05:28 PM,06:58 AM,04:23 PM,8,8,9,8,11,73,93,30.0,1019,11,6,190,6,Croatia
2020-11-17,12,8,0.0,7.0,3,9,09:37 AM,06:17 PM,06:59 AM,04:22 PM,7,10,10,10,4,58,83,10.8,1028,12,9,92,3,Croatia
2020-11-18,12,7,0.0,8.7,3,17,10:44 AM,07:15 PM,07:00 AM,04:21 PM,6,9,9,9,2,9,80,0.0,1031,12,10,211,2,Croatia
2020-11-19,12,6,0.0,8.7,3,24,11:39 AM,08:21 PM,07:02 AM,04:20 PM,6,9,9,9,3,19,82,0.0,1024,12,10,129,2,Croatia
2020-11-20,8,4,0.0,6.9,2,32,12:22 PM,09:30 PM,07:03 AM,04:20 PM,1,5,7,5,20,55,65,2.0,1028,8,8,46,14,Croatia
2020-11-21,6,2,0.0,8.7,2,39,12:56 PM,10:38 PM,07:05 AM,04:19 PM,-3,1,4,1,16,2,62,0.0,1035,6,10,37,11,Croatia
2020-11-22,6,3,0.0,8.7,2,47,01:24 PM,11:45 PM,07:06 AM,04:18 PM,-3,3,4,3,5,26,60,0.0,1033,6,10,151,4,Croatia
2020-11-23,6,2,0.0,6.9,1,54,01:47 PM,No moonset,07:07 AM,04:17 PM,-2,4,4,4,3,50,64,0.0,1028,6,10,162,2,Croatia
2020-11-24,9,4,0.0,6.9,2,62,02:07 PM,12:49 AM,07:09 AM,04:17 PM,0,6,6,6,4,47,65,0.0,1029,9,10,136,3,Croatia
2020-11-25,7,2,0.0,6.9,2,70,02:26 PM,01:52 AM,07:10 AM,04:16 PM,2,4,5,4,3,24,80,0.0,1025,7,10,176,2,Croatia
2020-11-26,9,2,0.0,8.7,3,77,02:45 PM,02:54 AM,07:11 AM,04:15 PM,2,5,5,5,3,20,80,0.0,1024,9,10,177,2,Croatia
2020-11-27,8,2,0.0,8.7,3,85,03:05 PM,03:57 AM,07:12 AM,04:15 PM,2,5,5,5,1,14,82,0.0,1022,8,10,149,1,Croatia
2020-11-28,6,2,0.0,8.7,2,92,03:27 PM,04:59 AM,07:14 AM,04:14 PM,1,3,4,3,4,32,84,0.0,1020,6,10,103,3,Croatia
2020-11-29,5,-1,0.0,8.7,2,100,03:52 PM,06:03 AM,07:15 AM,04:14 PM,-1,1,3,1,6,24,74,0.0,1021,5,10,34,5,Croatia
2020-11-30,4,0,0.0,8.7,2,100,04:22 PM,07:08 AM,07:16 AM,04:13 PM,-2,2,2,2,3,14,74,0.0,1026,4,10,141,3,Croatia
2020-12-01,3,-1,0.0,8.7,2,89,05:00 PM,08:11 AM,07:17 AM,04:13 PM,-3,0,1,0,6,22,77,0.0,1022,3,10,72,4,Croatia
2020-12-02,0,-6,6.1,3.4,1,82,05:46 PM,09:11 AM,07:18 AM,04:12 PM,-3,-3,-0,-3,10,96,80,7.5,1019,0,7,33,8,Croatia
2020-12-03,0,-7,0.9,3.3,1,75,06:40 PM,10:06 AM,07:20 AM,04:12 PM,-1,-3,-1,-3,9,100,94,10.2,1009,0,4,199,6,Croatia
2020-12-04,2,-5,0.0,3.3,1,67,07:43 PM,10:53 AM,07:21 AM,04:12 PM,1,-0,1,-0,3,100,99,9.6,1004,2,5,250,2,Croatia
2020-12-05,7,0,0.0,6.9,1,60,08:51 PM,11:32 AM,07:22 AM,04:12 PM,4,3,4,3,8,74,97,0.0,1006,7,3,96,4,Croatia
2020-12-06,9,6,0.0,5.1,2,53,10:03 PM,12:05 PM,07:23 AM,04:11 PM,5,6,7,6,15,79,89,1.4,1005,9,5,71,8,Croatia
2020-12-07,10,6,0.0,8.7,2,46,11:16 PM,12:33 PM,07:24 AM,04:11 PM,5,7,8,7,9,45,84,1.1,1005,10,9,183,5,Croatia
2020-12-08,7,4,0.0,3.3,2,38,No moonrise,12:59 PM,07:25 AM,04:11 PM,4,5,6,5,11,81,88,0.4,1007,7,7,84,7,Croatia
2020-12-09,6,-2,0.0,3.3,2,31,12:31 AM,01:23 PM,07:26 AM,04:11 PM,4,3,5,3,15,100,88,6.7,1004,6,6,141,11,Croatia
2020-12-10,7,3,0.0,3.3,2,24,01:47 AM,01:46 PM,07:27 AM,04:11 PM,4,6,6,6,4,96,88,0.9,1006,7,8,261,3,Croatia
2020-12-11,7,3,0.0,5.1,2,17,03:05 AM,02:12 PM,07:28 AM,04:11 PM,3,5,5,5,3,66,90,0.0,1006,7,8,101,2,Croatia
2020-12-12,5,2,0.0,3.3,1,9,04:25 AM,02:41 PM,07:28 AM,04:11 PM,2,3,4,3,4,91,89,0.0,1003,5,8,97,3,Croatia
2020-12-13,7,4,0.0,6.9,2,2,05:48 AM,03:17 PM,07:29 AM,04:11 PM,2,5,5,5,5,70,82,0.0,1010,7,10,242,3,Croatia
2020-12-14,7,2,0.0,8.7,2,0,07:08 AM,04:01 PM,07:30 AM,04:12 PM,2,4,5,4,5,19,84,0.0,1019,7,10,246,3,Croatia
2020-12-15,5,1,0.0,8.7,1,0,08:21 AM,04:55 PM,07:31 AM,04:12 PM,1,3,3,3,4,28,86,0.0,1020,5,9,178,2,Croatia
2020-12-16,5,2,0.0,5.1,1,5,09:24 AM,05:59 PM,07:32 AM,04:12 PM,1,3,3,3,2,59,82,0.0,1023,5,10,159,1,Croatia
2020-12-17,6,2,0.0,6.9,1,12,10:14 AM,07:08 PM,07:32 AM,04:12 PM,2,4,4,4,2,62,88,0.0,1026,6,10,76,2,Croatia
2020-12-18,6,2,0.0,3.3,1,20,10:54 AM,08:19 PM,07:33 AM,04:13 PM,3,5,5,5,2,95,89,0.0,1028,6,10,113,2,Croatia
2020-12-19,6,4,0.0,3.3,2,27,11:25 AM,09:29 PM,07:34 AM,04:13 PM,4,5,5,5,5,90,91,0.0,1026,6,7,145,3,Croatia
2020-12-20,6,3,0.0,3.3,1,34,11:50 AM,10:35 PM,07:34 AM,04:14 PM,3,4,5,4,5,95,91,0.6,1025,6,8,81,3,Croatia
2020-12-21,6,3,0.0,3.3,2,41,12:11 PM,11:40 PM,07:35 AM,04:14 PM,4,5,5,5,3,100,93,1.5,1027,6,7,74,2,Croatia
2020-12-22,8,4,0.0,5.1,2,49,12:31 PM,No moonset,07:35 AM,04:15 PM,4,5,6,5,7,69,91,0.1,1025,8,9,205,4,Croatia
2020-12-23,10,4,0.0,8.7,3,56,12:50 PM,12:43 AM,07:36 AM,04:15 PM,5,5,7,5,17,27,87,0.0,1023,10,10,237,9,Croatia
2020-12-24,13,8,0.0,3.3,3,63,01:10 PM,01:46 AM,07:36 AM,04:16 PM,8,9,11,9,21,69,81,0.9,1013,13,10,209,11,Croatia
2020-12-25,7,-2,0.0,3.3,2,70,01:31 PM,02:48 AM,07:36 AM,04:16 PM,4,4,6,4,12,88,84,7.8,1013,7,8,92,9,Croatia
2020-12-26,4,1,0.1,8.7,1,78,01:55 PM,03:51 AM,07:37 AM,04:17 PM,-2,-0,3,-0,17,55,68,0.2,1021,4,9,44,12,Croatia
2020-12-27,3,-0,0.0,8.7,2,85,02:23 PM,04:56 AM,07:37 AM,04:18 PM,-4,-1,1,-1,8,35,69,0.0,1013,3,10,80,6,Croatia
2020-12-28,8,0,0.0,5.1,2,92,02:58 PM,06:00 AM,07:37 AM,04:19 PM,1,2,4,2,21,81,79,4.9,992,8,9,187,13,Croatia
2020-12-29,10,5,0.0,8.7,3,100,03:41 PM,07:02 AM,07:37 AM,04:19 PM,3,5,7,5,18,39,76,2.0,997,10,10,205,10,Croatia
2020-12-30,8,5,0.0,3.3,2,100,04:32 PM,08:00 AM,07:37 AM,04:20 PM,5,6,6,6,7,82,88,0.9,1004,8,8,134,4,Croatia
2020-12-31,4,3,0.0,3.3,1,89,05:34 PM,08:50 AM,07:38 AM,04:21 PM,2,3,4,3,8,85,88,3.1,1009,4,9,174,6,Croatia
2021-01-01,7,1,0.0,8.7,2,79,06:42 PM,09:33 AM,07:38 AM,04:22 PM,2,3,4,3,11,48,88,1.0,1012,7,10,209,6,Croatia
2021-01-02,7,3,0.0,6.9,2,71,07:54 PM,10:08 AM,07:38 AM,04:23 PM,3,4,6,4,10,73,86,4.4,1012,7,9,92,6,Croatia
2021-01-03,7,3,0.0,6.9,2,64,09:07 PM,10:38 AM,07:38 AM,04:24 PM,4,5,5,5,4,78,92,0.5,1011,7,8,149,3,Croatia
2021-01-04,6,3,0.0,3.3,1,57,10:21 PM,11:04 AM,07:37 AM,04:25 PM,3,4,5,4,5,87,92,0.1,1012,6,8,171,3,Croatia
2021-01-05,7,3,0.0,8.7,2,50,11:35 PM,11:28 AM,07:37 AM,04:26 PM,3,5,5,5,6,50,85,0.3,1011,7,8,177,4,Croatia
2021-01-06,7,4,0.0,3.3,2,42,No moonrise,11:50 AM,07:37 AM,04:27 PM,3,4,5,4,8,87,85,3.9,1010,7,7,196,5,Croatia
2021-01-07,5,2,0.0,8.7,2,35,12:50 AM,12:14 PM,07:37 AM,04:28 PM,0,3,3,3,5,42,82,0.0,1015,5,10,201,3,Croatia
2021-01-08,2,1,0.3,3.3,1,28,02:07 AM,12:41 PM,07:37 AM,04:29 PM,1,0,2,0,9,92,91,0.4,1016,2,8,99,6,Croatia
2021-01-09,3,-0,0.0,5.1,1,20,03:25 AM,01:12 PM,07:36 AM,04:30 PM,-2,-0,1,-0,8,59,80,0.0,1021,3,10,134,5,Croatia
2021-01-10,1,-1,3.5,3.4,1,13,04:44 AM,01:51 PM,07:36 AM,04:32 PM,-1,-3,0,-3,16,98,89,5.2,1021,1,6,38,11,Croatia
2021-01-11,2,-1,0.3,8.7,1,6,05:59 AM,02:39 PM,07:36 AM,04:33 PM,-3,-2,-0,-2,9,42,79,0.4,1022,2,9,53,6,Croatia
2021-01-12,0,-2,0.0,5.1,1,0,07:06 AM,03:38 PM,07:35 AM,04:34 PM,-3,-2,-1,-2,6,41,83,0.0,1017,0,10,226,4,Croatia
2021-01-13,1,-1,0.3,6.9,1,0,08:02 AM,04:45 PM,07:35 AM,04:35 PM,-3,-1,-0,-1,5,32,84,0.5,1014,1,9,216,4,Croatia
2021-01-14,4,-1,0.0,8.7,2,1,08:47 AM,05:56 PM,07:34 AM,04:37 PM,-7,-1,1,-1,11,12,58,0.0,1015,4,10,179,7,Croatia
2021-01-15,3,-1,0.0,8.7,2,8,09:22 AM,07:08 PM,07:34 AM,04:38 PM,-5,-0,0,-0,4,8,69,0.0,1020,3,10,169,3,Croatia
2021-01-16,0,-2,0.0,3.4,1,16,09:50 AM,08:17 PM,07:33 AM,04:39 PM,-6,-2,-1,-2,6,75,72,0.0,1022,0,10,207,4,Croatia
2021-01-17,0,-3,0.0,6.9,1,23,10:14 AM,09:25 PM,07:32 AM,04:41 PM,-6,-2,-1,-2,5,44,72,0.0,1020,0,10,189,3,Croatia
2021-01-18,-0,-4,0.0,8.7,1,30,10:34 AM,10:29 PM,07:32 AM,04:42 PM,-6,-4,-2,-4,7,43,76,0.0,1025,-0,10,206,5,Croatia
2021-01-19,3,-3,0.0,8.7,2,38,10:54 AM,11:33 PM,07:31 AM,04:43 PM,-3,-2,0,-2,15,30,79,0.0,1024,3,10,228,8,Croatia
2021-01-20,7,1,0.0,6.9,1,45,11:13 AM,No moonset,07:30 AM,04:45 PM,2,1,4,1,25,51,85,0.0,1019,7,10,227,13,Croatia
2021-01-21,11,6,0.0,3.4,2,52,11:33 AM,12:35 AM,07:29 AM,04:46 PM,4,5,8,5,30,61,74,0.1,1013,11,10,216,17,Croatia
2021-01-22,12,6,0.0,5.2,2,59,11:56 AM,01:38 AM,07:28 AM,04:47 PM,6,7,9,7,23,64,80,1.0,1005,12,9,195,13,Croatia
2021-01-23,9,6,0.0,3.5,2,67,12:22 PM,02:41 AM,07:28 AM,04:49 PM,5,7,8,7,12,86,83,3.4,996,9,8,173,7,Croatia
2021-01-24,6,3,0.0,5.2,2,74,12:54 PM,03:46 AM,07:27 AM,04:50 PM,2,3,5,3,12,76,80,2.2,997,6,9,132,9,Croatia
2021-01-25,2,-1,2.5,3.5,1,81,01:33 PM,04:48 AM,07:26 AM,04:52 PM,-1,-0,1,-0,7,76,87,3.5,1002,2,8,157,5,Croatia
2021-01-26,5,0,0.1,8.7,1,88,02:21 PM,05:49 AM,07:25 AM,04:53 PM,-2,2,2,2,5,38,72,0.1,1012,5,10,263,4,Croatia
2021-01-27,4,0,0.0,8.7,2,96,03:20 PM,06:42 AM,07:24 AM,04:55 PM,-4,1,2,1,7,17,66,0.0,1017,4,10,263,5,Croatia
2021-01-28,5,-0,0.0,7.0,1,100,04:26 PM,07:29 AM,07:23 AM,04:56 PM,-4,1,2,1,10,50,62,0.1,1013,5,10,237,7,Croatia
2021-01-29,6,2,0.0,3.5,1,90,05:39 PM,08:07 AM,07:21 AM,04:58 PM,2,2,4,2,15,65,87,5.9,1005,6,9,238,8,Croatia
2021-01-30,8,2,0.0,5.2,2,82,06:54 PM,08:39 AM,07:20 AM,04:59 PM,3,5,5,5,8,65,87,0.4,1000,8,6,245,5,Croatia
2021-01-31,2,-6,8.5,3.7,1,79,08:10 PM,09:07 AM,07:19 AM,05:01 PM,1,-2,1,-2,13,100,95,24.3,1000,2,4,97,9,Croatia
2021-02-01,4,-1,0.2,3.7,1,63,09:25 PM,09:32 AM,07:18 AM,05:02 PM,-0,1,1,1,4,87,88,0.2,1003,4,9,236,3,Croatia
2021-02-02,4,-1,0.0,8.7,1,55,10:41 PM,09:55 AM,07:17 AM,05:04 PM,1,1,1,1,4,66,94,0.0,1012,4,6,216,3,Croatia
2021-02-03,9,4,0.0,3.7,2,48,11:57 PM,10:18 AM,07:15 AM,05:05 PM,4,5,6,5,18,55,87,0.0,1013,9,10,232,10,Croatia
2021-02-04,11,8,0.0,3.7,2,40,No moonrise,10:44 AM,07:14 AM,05:07 PM,8,9,10,9,11,86,88,0.0,1016,11,10,248,6,Croatia
2021-02-05,13,8,0.0,5.4,3,33,01:14 AM,11:13 AM,07:13 AM,05:08 PM,8,10,10,10,11,69,87,0.0,1017,13,7,223,7,Croatia
2021-02-06,13,8,0.0,5.4,3,25,02:31 AM,11:48 AM,07:11 AM,05:10 PM,8,10,10,10,11,60,87,0.0,1013,13,10,217,6,Croatia
2021-02-07,14,8,0.0,5.4,3,18,03:46 AM,12:31 PM,07:10 AM,05:11 PM,8,10,11,10,17,82,82,1.2,1002,14,7,207,10,Croatia
