date_time,Malta_maxtempC,Malta_mintempC,Malta_totalSnow_cm,Malta_sunHour,Malta_uvIndex,Malta_moon_illumination,Malta_moonrise,Malta_moonset,Malta_sunrise,Malta_sunset,Malta_DewPointC,Malta_FeelsLikeC,Malta_HeatIndexC,Malta_WindChillC,Malta_WindGustKmph,Malta_cloudcover,Malta_humidity,Malta_precipMM,Malta_pressure,Malta_tempC,Malta_visibility,Malta_winddirDegree,Malta_windspeedKmph,Malta_location
2020-06-04,22,18,0.0,14.5,6,94,05:54 PM,03:43 AM,04:46 AM,07:15 PM,17,21,22,21,29,5,76,0.0,1011,22,10,156,20,Malta
2020-06-05,23,20,0.0,14.5,6,100,07:05 PM,04:25 AM,04:46 AM,07:16 PM,18,24,24,22,44,13,78,0.0,1006,23,10,169,31,Malta
2020-06-06,21,21,0.0,12.4,5,100,08:12 PM,05:12 AM,04:45 AM,07:16 PM,16,21,22,21,51,26,74,0.2,1012,21,10,300,36,Malta
2020-06-07,23,21,0.0,14.5,6,84,09:13 PM,06:06 AM,04:45 AM,07:17 PM,17,24,24,22,22,6,74,0.0,1012,23,10,236,14,Malta
2020-06-08,23,21,0.0,14.5,6,76,10:06 PM,07:04 AM,04:45 AM,07:17 PM,18,25,25,22,24,3,80,0.0,1008,23,10,119,15,Malta
2020-06-09,22,21,0.0,13.4,5,69,10:51 PM,08:05 AM,04:45 AM,07:18 PM,17,21,23,21,31,25,79,0.4,1011,22,10,306,20,Malta
2020-06-10,22,20,0.0,14.5,6,61,11:29 PM,09:07 AM,04:45 AM,07:18 PM,16,21,23,21,30,14,73,0.0,1014,22,10,300,20,Malta
2020-06-11,22,21,0.0,14.5,6,54,No moonrise,10:07 AM,04:45 AM,07:19 PM,14,21,24,21,14,8,63,0.0,1014,22,10,298,9,Malta
2020-06-12,23,21,0.0,14.5,6,46,12:02 AM,11:06 AM,04:45 AM,07:19 PM,16,24,24,22,19,5,67,0.0,1013,23,10,119,12,Malta
2020-06-13,24,21,0.0,14.5,6,38,12:30 AM,12:02 PM,04:45 AM,07:20 PM,17,25,25,23,26,4,69,0.0,1013,24,10,131,15,Malta
2020-06-14,24,17,0.0,14.5,6,31,12:58 AM,12:58 PM,04:45 AM,07:20 PM,17,24,24,22,25,16,72,0.0,1011,24,10,218,16,Malta
2020-06-15,23,21,0.0,14.5,5,23,01:24 AM,01:54 PM,04:45 AM,07:20 PM,17,25,25,22,51,25,73,0.0,1014,23,10,314,36,Malta
2020-06-16,23,21,0.0,14.5,6,16,01:50 AM,02:49 PM,04:45 AM,07:21 PM,17,24,24,22,57,1,74,0.0,1015,23,10,301,39,Malta
2020-06-17,23,21,0.0,14.5,6,8,02:17 AM,03:47 PM,04:45 AM,07:21 PM,18,25,25,22,36,3,77,0.0,1015,23,10,291,25,Malta
2020-06-18,23,19,0.0,14.5,6,1,02:47 AM,04:45 PM,04:45 AM,07:21 PM,18,24,24,22,33,5,74,0.0,1016,23,10,298,20,Malta
2020-06-19,25,23,0.0,14.5,6,0,03:21 AM,05:45 PM,04:45 AM,07:22 PM,17,26,26,24,23,3,66,0.0,1015,25,10,108,12,Malta
2020-06-20,24,23,0.0,14.5,6,0,03:59 AM,06:45 PM,04:46 AM,07:22 PM,19,25,25,23,34,14,78,0.0,1011,24,10,155,21,Malta
2020-06-21,23,15,0.0,14.5,6,0,04:45 AM,07:45 PM,04:46 AM,07:22 PM,17,21,24,21,44,1,75,0.0,1014,23,10,308,29,Malta
2020-06-22,23,19,0.0,12.4,5,7,05:38 AM,08:40 PM,04:46 AM,07:22 PM,18,24,24,22,33,27,77,0.5,1012,23,10,314,22,Malta
2020-06-23,24,20,0.0,14.5,6,14,06:37 AM,09:30 PM,04:46 AM,07:22 PM,19,25,25,23,24,22,76,0.2,1014,24,10,239,16,Malta
2020-06-24,24,22,0.0,14.5,6,22,07:42 AM,10:14 PM,04:47 AM,07:23 PM,20,25,25,23,18,11,82,0.0,1017,24,10,167,12,Malta
2020-06-25,24,22,0.0,14.5,6,29,08:48 AM,10:54 PM,04:47 AM,07:23 PM,19,25,25,23,9,3,78,0.0,1018,24,10,216,6,Malta
2020-06-26,25,23,0.0,14.5,6,37,09:56 AM,11:29 PM,04:47 AM,07:23 PM,19,26,26,24,20,2,76,0.0,1017,25,10,163,13,Malta
2020-06-27,25,23,0.0,14.5,6,44,11:04 AM,No moonset,04:48 AM,07:23 PM,20,26,26,24,25,3,80,0.0,1016,25,10,145,16,Malta
2020-06-28,26,23,0.0,14.5,7,52,12:11 PM,12:02 AM,04:48 AM,07:23 PM,20,26,26,24,10,5,75,0.0,1016,26,10,197,6,Malta
2020-06-29,24,23,0.0,14.5,6,59,01:19 PM,12:33 AM,04:48 AM,07:23 PM,20,25,25,23,19,0,82,0.0,1014,24,10,286,13,Malta
2020-06-30,26,23,0.0,14.5,6,67,02:28 PM,01:06 AM,04:49 AM,07:23 PM,20,26,26,24,21,1,77,0.0,1013,26,10,282,13,Malta
2020-07-01,26,24,0.0,14.5,7,72,03:38 PM,01:41 AM,04:49 AM,07:23 PM,20,27,27,25,24,0,72,0.0,1013,26,10,277,15,Malta
2020-07-02,27,25,0.0,14.5,7,79,04:47 PM,02:19 AM,04:50 AM,07:23 PM,20,28,28,26,30,0,69,0.0,1011,27,10,281,18,Malta
2020-07-03,27,24,0.0,14.5,7,86,05:55 PM,03:03 AM,04:50 AM,07:22 PM,21,28,28,26,29,2,77,0.0,1010,27,10,310,17,Malta
2020-07-04,26,24,0.0,14.5,7,94,06:58 PM,03:53 AM,04:51 AM,07:22 PM,21,27,27,25,42,0,76,0.0,1012,26,10,275,28,Malta
2020-07-05,25,22,0.0,13.4,5,100,07:55 PM,04:49 AM,04:51 AM,07:22 PM,20,26,26,24,31,34,75,0.4,1011,25,10,316,22,Malta
2020-07-06,25,24,0.0,11.3,5,100,08:43 PM,05:49 AM,04:52 AM,07:22 PM,21,26,26,24,27,45,81,1.5,1008,25,10,266,19,Malta
2020-07-07,25,22,0.0,14.5,6,85,09:25 PM,06:51 AM,04:52 AM,07:22 PM,21,26,26,24,33,1,81,0.0,1008,25,10,310,24,Malta
2020-07-08,25,23,0.0,14.5,6,77,10:00 PM,07:53 AM,04:53 AM,07:21 PM,20,26,26,24,9,2,77,0.0,1014,25,10,241,6,Malta
2020-07-09,25,23,0.0,14.5,6,70,10:31 PM,08:53 AM,04:53 AM,07:21 PM,20,26,26,24,11,2,78,0.0,1016,25,10,250,8,Malta
2020-07-10,25,23,0.0,14.5,6,63,10:59 PM,09:51 AM,04:54 AM,07:21 PM,19,26,26,24,7,0,74,0.0,1015,25,10,257,5,Malta
2020-07-11,25,23,0.0,14.5,6,55,11:25 PM,10:48 AM,04:55 AM,07:20 PM,19,26,26,24,17,2,72,0.0,1015,25,10,295,12,Malta
2020-07-12,26,24,0.0,14.5,7,48,11:51 PM,11:44 AM,04:55 AM,07:20 PM,20,27,27,25,23,1,76,0.0,1015,26,10,298,16,Malta
2020-07-13,27,25,0.0,14.5,7,41,No moonrise,12:39 PM,04:56 AM,07:20 PM,20,28,28,26,12,2,71,0.0,1014,27,10,195,8,Malta
2020-07-14,27,25,0.0,14.5,7,34,12:17 AM,01:36 PM,04:57 AM,07:19 PM,21,28,28,26,16,5,74,0.0,1013,27,10,221,11,Malta
2020-07-15,27,24,0.0,14.5,7,26,12:46 AM,02:33 PM,04:57 AM,07:19 PM,21,28,28,26,8,5,74,0.0,1015,27,10,248,6,Malta
2020-07-16,27,25,0.0,14.5,7,19,01:18 AM,03:32 PM,04:58 AM,07:18 PM,21,28,28,26,18,10,74,0.0,1014,27,10,292,12,Malta
2020-07-17,26,20,0.0,14.5,7,12,01:54 AM,04:32 PM,04:59 AM,07:18 PM,21,26,26,24,36,17,77,0.0,1011,26,10,303,26,Malta
2020-07-18,26,24,0.0,12.3,6,5,02:37 AM,05:32 PM,04:59 AM,07:17 PM,20,27,27,25,21,42,75,0.3,1011,26,10,239,15,Malta
2020-07-19,26,24,0.0,14.2,7,0,03:27 AM,06:30 PM,05:00 AM,07:16 PM,19,27,27,25,12,23,68,0.0,1013,26,10,259,8,Malta
2020-07-20,26,24,0.0,14.2,7,0,04:24 AM,07:23 PM,05:01 AM,07:16 PM,19,27,27,25,12,3,68,0.0,1016,26,10,153,9,Malta
2020-07-21,26,24,0.0,14.1,7,2,05:28 AM,08:10 PM,05:01 AM,07:15 PM,19,27,27,25,14,0,70,0.0,1018,26,10,311,10,Malta
2020-07-22,26,24,0.0,14.1,7,10,06:36 AM,08:53 PM,05:02 AM,07:15 PM,20,27,27,25,23,3,72,0.0,1016,26,10,308,16,Malta
2020-07-23,27,25,0.0,14.1,7,17,07:46 AM,09:30 PM,05:03 AM,07:14 PM,21,28,28,26,20,0,74,0.0,1013,27,10,298,14,Malta
2020-07-24,28,25,0.0,14.1,7,24,08:55 AM,10:04 PM,05:04 AM,07:13 PM,21,29,29,27,23,1,71,0.0,1011,28,10,287,15,Malta
2020-07-25,28,26,0.0,14.1,7,32,10:04 AM,10:36 PM,05:04 AM,07:12 PM,22,29,29,27,36,4,75,0.0,1011,28,10,265,25,Malta
2020-07-26,27,24,0.0,14.1,7,39,11:12 AM,11:09 PM,05:05 AM,07:12 PM,22,29,29,27,18,2,73,0.0,1013,27,10,130,12,Malta
2020-07-27,28,25,0.0,14.1,7,46,12:20 PM,11:42 PM,05:06 AM,07:11 PM,21,28,28,26,8,0,71,0.0,1015,28,10,255,5,Malta
2020-07-28,29,26,0.0,14.0,7,53,01:29 PM,No moonset,05:07 AM,07:10 PM,20,29,29,27,7,0,65,0.0,1014,29,10,72,5,Malta
2020-07-29,28,26,0.0,14.0,7,61,02:36 PM,12:18 AM,05:08 AM,07:09 PM,20,29,29,27,18,0,67,0.0,1014,28,10,329,11,Malta
2020-07-30,29,26,0.0,14.0,7,68,03:44 PM,01:00 AM,05:08 AM,07:08 PM,21,29,29,27,15,0,70,0.0,1016,29,10,322,10,Malta
2020-07-31,29,27,0.0,14.0,7,72,04:47 PM,01:46 AM,05:09 AM,07:07 PM,21,30,30,28,23,1,69,0.0,1015,29,10,292,15,Malta
2020-08-01,29,25,0.0,14.0,7,82,05:46 PM,02:39 AM,05:10 AM,07:06 PM,23,31,31,28,36,0,72,0.0,1012,29,10,289,22,Malta
2020-08-02,30,27,0.0,13.9,7,90,06:36 PM,03:37 AM,05:11 AM,07:05 PM,22,32,32,29,24,6,69,0.0,1010,30,10,313,14,Malta
2020-08-03,28,26,0.0,13.9,7,97,07:20 PM,04:37 AM,05:11 AM,07:04 PM,23,31,31,27,31,0,79,0.0,1009,28,10,278,22,Malta
2020-08-04,28,26,0.0,13.9,7,100,07:58 PM,05:40 AM,05:12 AM,07:04 PM,23,30,30,27,27,20,77,0.0,1009,28,10,289,19,Malta
2020-08-05,27,22,0.0,13.9,7,88,08:30 PM,06:40 AM,05:13 AM,07:02 PM,20,28,28,26,45,10,68,0.0,1010,27,10,307,33,Malta
2020-08-06,26,24,0.0,13.9,7,81,08:59 PM,07:40 AM,05:14 AM,07:01 PM,19,27,27,26,28,2,68,0.0,1011,26,10,314,20,Malta
2020-08-07,27,25,0.0,13.9,7,74,09:26 PM,08:37 AM,05:15 AM,07:00 PM,21,28,28,26,25,2,73,0.0,1013,27,10,314,18,Malta
2020-08-08,27,25,0.0,13.3,6,67,09:52 PM,09:34 AM,05:15 AM,06:59 PM,21,28,28,26,20,34,74,0.6,1013,27,10,263,15,Malta
2020-08-09,27,26,0.0,13.3,6,59,10:18 PM,10:29 AM,05:16 AM,06:58 PM,21,29,29,27,16,36,71,1.7,1011,27,10,137,11,Malta
2020-08-10,28,26,0.0,13.4,7,52,10:46 PM,11:25 AM,05:17 AM,06:57 PM,20,29,29,27,12,5,66,0.0,1013,28,10,227,8,Malta
2020-08-11,28,26,0.0,13.4,7,45,11:16 PM,12:21 PM,05:18 AM,06:56 PM,20,29,29,27,8,4,68,0.0,1015,28,10,174,6,Malta
2020-08-12,28,26,0.0,13.4,7,38,11:50 PM,01:20 PM,05:19 AM,06:55 PM,20,28,28,27,12,1,66,0.0,1016,28,10,304,8,Malta
2020-08-13,28,26,0.0,13.4,7,30,No moonrise,02:18 PM,05:19 AM,06:54 PM,21,29,29,27,22,2,72,0.0,1017,28,10,308,14,Malta
2020-08-14,29,27,0.0,13.3,7,23,12:28 AM,03:18 PM,05:20 AM,06:52 PM,21,30,30,28,27,2,69,0.0,1014,29,10,281,17,Malta
2020-08-15,29,25,0.0,13.3,7,16,01:15 AM,04:16 PM,05:21 AM,06:51 PM,23,31,31,28,31,2,73,0.0,1012,29,10,279,19,Malta
2020-08-16,29,27,0.0,13.3,7,8,02:08 AM,05:11 PM,05:22 AM,06:50 PM,22,31,31,28,20,8,71,0.0,1012,29,10,212,11,Malta
2020-08-17,30,28,0.0,13.3,7,1,03:10 AM,06:01 PM,05:23 AM,06:49 PM,22,32,32,28,22,4,70,0.0,1011,30,10,276,13,Malta
2020-08-18,28,24,0.0,13.3,7,0,04:16 AM,06:46 PM,05:23 AM,06:48 PM,22,30,30,27,35,1,73,0.0,1010,28,10,297,22,Malta
2020-08-19,28,24,0.0,13.2,7,0,05:27 AM,07:26 PM,05:24 AM,06:46 PM,21,29,29,27,11,1,72,0.0,1009,28,10,191,7,Malta
2020-08-20,28,26,0.0,13.2,7,6,06:38 AM,08:02 PM,05:25 AM,06:45 PM,21,29,29,27,9,0,69,0.0,1011,28,10,146,7,Malta
2020-08-21,28,26,0.0,13.2,7,13,07:50 AM,08:36 PM,05:26 AM,06:44 PM,20,29,29,27,6,2,66,0.0,1015,28,10,140,5,Malta
2020-08-22,28,26,0.0,13.2,7,20,09:00 AM,09:09 PM,05:27 AM,06:42 PM,22,30,30,27,19,0,72,0.0,1016,28,10,316,14,Malta
2020-08-23,28,26,0.0,13.1,7,28,10:10 AM,09:43 PM,05:27 AM,06:41 PM,24,31,31,27,25,3,81,0.0,1012,28,10,295,19,Malta
2020-08-24,28,23,0.0,13.1,7,35,11:20 AM,10:19 PM,05:28 AM,06:40 PM,23,29,29,26,22,1,77,0.0,1010,28,10,231,16,Malta
2020-08-25,27,25,0.0,13.1,7,42,12:29 PM,10:59 PM,05:29 AM,06:38 PM,22,29,29,27,27,0,76,0.0,1011,27,10,308,20,Malta
2020-08-26,28,26,0.0,13.1,7,50,01:37 PM,11:44 PM,05:30 AM,06:37 PM,21,29,29,27,17,3,70,0.0,1015,28,10,151,12,Malta
2020-08-27,27,26,0.0,13.1,7,57,02:41 PM,No moonset,05:30 AM,06:36 PM,22,29,29,27,24,1,75,0.0,1014,27,10,286,18,Malta
2020-08-28,28,26,0.0,13.0,7,64,03:41 PM,12:34 AM,05:31 AM,06:34 PM,22,29,29,27,18,0,74,0.0,1011,28,10,267,13,Malta
2020-08-29,28,26,0.0,13.0,7,71,04:33 PM,01:30 AM,05:32 AM,06:33 PM,21,29,29,27,20,0,72,0.0,1009,28,10,173,14,Malta
2020-08-30,28,26,0.0,13.0,7,79,05:18 PM,02:28 AM,05:33 AM,06:32 PM,23,30,30,27,22,0,77,0.0,1011,28,10,149,16,Malta
2020-08-31,28,26,0.0,13.0,7,82,05:57 PM,03:30 AM,05:34 AM,06:30 PM,22,30,30,27,18,0,74,0.0,1011,28,10,223,13,Malta
2020-09-01,27,26,0.0,11.9,6,97,06:31 PM,04:30 AM,05:34 AM,06:29 PM,22,29,29,26,13,34,78,0.0,1010,27,10,209,10,Malta
2020-09-02,27,25,0.0,10.6,6,100,07:01 PM,05:30 AM,05:35 AM,06:27 PM,21,28,28,26,10,50,72,0.8,1012,27,10,129,7,Malta
2020-09-03,26,25,0.0,9.4,6,88,07:28 PM,06:28 AM,05:36 AM,06:26 PM,20,28,28,26,13,51,73,6.6,1017,26,9,124,9,Malta
2020-09-04,27,25,0.0,12.9,7,81,07:54 PM,07:25 AM,05:37 AM,06:25 PM,21,28,28,26,18,23,73,0.0,1020,27,10,94,14,Malta
2020-09-05,27,24,0.0,12.9,7,73,08:20 PM,08:20 AM,05:37 AM,06:23 PM,19,28,28,26,12,10,64,0.0,1018,27,10,106,9,Malta
2020-09-06,27,23,0.0,12.8,7,66,08:46 PM,09:17 AM,05:38 AM,06:22 PM,21,28,28,26,24,7,71,0.0,1014,27,10,131,18,Malta
2020-09-07,28,26,0.0,11.9,6,58,09:15 PM,10:12 AM,05:39 AM,06:20 PM,22,29,29,27,21,48,77,0.2,1013,28,10,156,16,Malta
2020-09-08,27,26,0.0,12.8,7,50,09:47 PM,11:09 AM,05:40 AM,06:19 PM,22,29,29,26,11,11,79,0.0,1017,27,10,157,8,Malta
2020-09-09,27,25,0.0,12.8,7,43,10:23 PM,12:07 PM,05:40 AM,06:17 PM,22,28,28,26,16,7,77,0.0,1020,27,10,71,12,Malta
2020-09-10,28,26,0.0,12.8,7,35,11:05 PM,01:06 PM,05:41 AM,06:16 PM,21,29,29,27,15,6,72,0.0,1015,28,10,245,11,Malta
2020-09-11,27,26,0.0,12.7,7,28,11:54 PM,02:03 PM,05:42 AM,06:14 PM,21,28,28,26,21,6,72,0.0,1012,27,10,313,15,Malta
2020-09-12,28,26,0.0,12.7,7,20,No moonrise,02:59 PM,05:43 AM,06:13 PM,20,28,28,27,14,22,69,0.0,1013,28,10,318,10,Malta
2020-09-13,27,25,0.0,11.9,6,13,12:51 AM,03:50 PM,05:43 AM,06:11 PM,19,27,27,26,11,51,64,3.7,1017,27,10,109,8,Malta
2020-09-14,27,23,0.0,9.2,6,5,01:55 AM,04:37 PM,05:44 AM,06:10 PM,19,27,27,26,29,68,67,12.9,1018,27,8,82,20,Malta
2020-09-15,28,24,0.0,10.5,6,0,03:03 AM,05:19 PM,05:45 AM,06:09 PM,21,29,29,27,47,57,68,3.1,1016,28,10,56,33,Malta
2020-09-16,27,23,0.0,12.6,7,0,04:14 AM,05:57 PM,05:46 AM,06:07 PM,19,27,27,26,25,9,64,0.0,1015,27,10,63,18,Malta
2020-09-17,27,22,0.0,12.6,6,0,05:27 AM,06:32 PM,05:46 AM,06:06 PM,19,27,27,25,23,39,69,1.5,1014,27,10,251,17,Malta
2020-09-18,27,24,0.0,12.6,7,2,06:39 AM,07:06 PM,05:47 AM,06:04 PM,21,28,28,26,41,15,75,0.5,1015,27,10,306,29,Malta
2020-09-19,27,25,0.0,12.6,7,10,07:52 AM,07:40 PM,05:48 AM,06:03 PM,20,28,28,26,16,3,72,0.0,1016,27,10,190,11,Malta
2020-09-20,27,25,0.0,12.5,7,17,09:05 AM,08:16 PM,05:49 AM,06:01 PM,20,28,28,26,12,12,70,0.0,1016,27,10,249,9,Malta
2020-09-21,27,26,0.0,12.5,7,25,10:17 AM,08:55 PM,05:50 AM,06:00 PM,21,28,28,26,20,11,74,0.0,1016,27,10,239,15,Malta
2020-09-22,28,26,0.0,11.6,7,32,11:28 AM,09:40 PM,05:50 AM,05:58 PM,22,29,29,27,20,19,73,0.0,1016,28,10,198,14,Malta
2020-09-23,28,26,0.0,11.6,7,40,12:35 PM,10:29 PM,05:51 AM,05:57 PM,23,30,30,27,15,18,79,0.0,1014,28,10,193,10,Malta
2020-09-24,27,26,0.0,11.6,7,47,01:37 PM,11:24 PM,05:52 AM,05:56 PM,22,29,29,27,24,23,73,0.1,1016,27,10,283,16,Malta
2020-09-25,28,26,0.0,11.6,7,55,02:31 PM,No moonset,05:53 AM,05:54 PM,22,29,29,27,28,13,76,0.0,1011,28,10,240,18,Malta
2020-09-26,24,21,0.0,8.8,5,62,03:19 PM,12:22 AM,05:53 AM,05:53 PM,16,25,25,23,55,59,65,0.8,1009,24,10,300,44,Malta
2020-09-27,24,21,0.0,7.4,5,70,03:59 PM,01:23 AM,05:54 AM,05:51 PM,15,25,25,23,40,61,61,2.7,1011,24,10,232,30,Malta
2020-09-28,24,20,0.0,11.6,6,78,04:33 PM,02:23 AM,05:55 AM,05:50 PM,14,25,25,22,22,17,59,1.1,1015,24,10,311,17,Malta
2020-09-29,24,21,0.0,11.6,6,85,05:04 PM,03:23 AM,05:56 AM,05:48 PM,15,25,25,23,26,1,60,0.0,1019,24,10,302,20,Malta
2020-09-30,25,23,0.0,11.6,6,93,05:32 PM,04:21 AM,05:56 AM,05:47 PM,15,25,25,24,17,4,59,0.0,1015,25,10,268,13,Malta
2020-10-01,26,24,0.0,10.2,6,97,05:58 PM,05:18 AM,05:57 AM,05:45 PM,19,27,27,25,16,40,72,0.3,1010,26,10,197,12,Malta
2020-10-02,26,21,0.0,11.6,6,100,06:23 PM,06:14 AM,05:58 AM,05:44 PM,21,26,26,24,17,15,82,0.0,1008,26,10,184,12,Malta
2020-10-03,30,23,0.0,11.6,7,89,06:49 PM,07:10 AM,05:59 AM,05:43 PM,22,30,30,27,40,22,71,0.0,1007,30,10,167,23,Malta
2020-10-04,25,22,0.0,10.1,6,82,07:17 PM,08:06 AM,06:00 AM,05:41 PM,21,26,26,24,23,45,81,0.0,1010,25,10,204,16,Malta
2020-10-05,27,21,0.0,11.4,7,74,07:47 PM,09:02 AM,06:00 AM,05:40 PM,21,27,27,25,19,16,77,0.0,1010,27,10,237,13,Malta
2020-10-06,25,23,0.0,8.7,6,67,08:21 PM,10:00 AM,06:01 AM,05:38 PM,20,26,26,24,21,19,77,0.0,1015,25,10,249,15,Malta
2020-10-07,23,18,0.0,8.7,6,60,09:00 PM,10:58 AM,06:02 AM,05:37 PM,18,24,24,22,21,23,73,0.0,1016,23,10,278,16,Malta
2020-10-08,23,21,0.0,8.7,6,53,09:46 PM,11:55 AM,06:03 AM,05:36 PM,17,25,25,23,35,24,70,0.3,1018,23,10,223,27,Malta
2020-10-09,23,22,0.0,5.7,5,45,10:38 PM,12:50 PM,06:04 AM,05:34 PM,16,25,25,23,16,62,67,1.1,1020,23,10,152,12,Malta
2020-10-10,24,22,0.0,8.7,6,38,11:37 PM,01:42 PM,06:05 AM,05:33 PM,16,25,25,23,19,20,64,0.1,1019,24,10,249,14,Malta
2020-10-11,24,22,0.0,8.7,6,31,No moonrise,02:29 PM,06:05 AM,05:31 PM,15,25,25,23,18,9,61,0.0,1015,24,10,267,14,Malta
2020-10-12,20,15,0.0,4.2,4,23,12:42 AM,03:12 PM,06:06 AM,05:30 PM,15,19,20,19,55,78,73,16.5,1010,20,9,278,38,Malta
2020-10-13,21,17,0.0,5.7,5,16,01:50 AM,03:50 PM,06:07 AM,05:29 PM,14,20,21,20,51,54,65,4.5,1013,21,10,293,39,Malta
2020-10-14,23,18,0.0,8.7,6,9,03:01 AM,04:25 PM,06:08 AM,05:27 PM,13,24,24,22,32,30,56,0.1,1016,23,10,225,25,Malta
2020-10-15,25,21,0.0,8.7,6,2,04:12 AM,05:00 PM,06:09 AM,05:26 PM,19,26,26,24,42,18,76,0.0,1012,25,10,223,31,Malta
2020-10-16,22,20,0.0,8.7,6,0,05:26 AM,05:34 PM,06:10 AM,05:25 PM,14,21,23,21,39,11,63,0.0,1013,22,10,325,31,Malta
2020-10-17,21,18,0.0,8.7,6,0,06:39 AM,06:09 PM,06:11 AM,05:23 PM,12,20,20,20,28,8,60,0.0,1017,21,10,325,22,Malta
2020-10-18,21,19,0.0,5.7,5,5,07:54 AM,06:47 PM,06:11 AM,05:22 PM,12,20,20,20,22,59,58,0.6,1018,21,10,318,17,Malta
2020-10-19,21,19,0.0,8.7,5,13,09:08 AM,07:31 PM,06:12 AM,05:21 PM,12,20,20,20,15,61,61,1.4,1021,21,10,307,12,Malta
2020-10-20,22,20,0.0,8.7,6,20,10:20 AM,08:20 PM,06:13 AM,05:20 PM,13,21,23,21,21,36,60,2.1,1024,22,10,79,16,Malta
2020-10-21,21,20,0.0,7.2,5,27,11:28 AM,09:15 PM,06:14 AM,05:18 PM,12,21,22,21,16,24,59,0.2,1025,21,10,105,12,Malta
2020-10-22,22,20,0.0,8.7,6,35,12:27 PM,10:14 PM,06:15 AM,05:17 PM,11,21,22,21,16,1,53,0.0,1025,22,10,121,12,Malta
2020-10-23,23,20,0.0,8.7,6,42,01:18 PM,11:16 PM,06:16 AM,05:16 PM,12,21,23,21,10,0,55,0.0,1023,23,10,182,8,Malta
2020-10-24,24,22,0.0,8.7,5,49,02:00 PM,No moonset,06:17 AM,05:15 PM,18,25,25,23,37,17,76,0.0,1019,24,10,303,27,Malta
2020-10-25,22,20,0.0,8.7,6,56,02:36 PM,12:17 AM,06:18 AM,05:14 PM,15,22,24,22,41,11,67,0.0,1019,22,10,313,31,Malta
2020-10-26,22,20,0.0,8.7,6,64,03:08 PM,01:17 AM,06:19 AM,05:13 PM,14,21,22,21,25,2,63,0.0,1017,22,10,288,18,Malta
2020-10-27,21,15,0.0,4.1,5,71,03:36 PM,02:15 AM,06:20 AM,05:11 PM,15,20,21,20,35,67,71,4.0,1012,21,10,270,26,Malta
2020-10-28,20,15,0.0,8.7,4,78,04:02 PM,03:13 AM,06:21 AM,05:10 PM,12,19,19,19,47,20,64,0.3,1016,20,10,312,38,Malta
2020-10-29,20,16,0.0,8.7,5,85,04:27 PM,04:08 AM,06:21 AM,05:09 PM,12,19,19,19,29,11,63,0.0,1022,20,10,322,22,Malta
2020-10-30,21,17,0.0,5.6,5,93,04:53 PM,05:04 AM,06:22 AM,05:08 PM,15,20,20,20,26,39,72,0.2,1022,21,10,258,19,Malta
2020-10-31,21,19,0.0,4.1,5,97,05:20 PM,06:00 AM,06:23 AM,05:07 PM,14,20,20,20,15,50,70,1.1,1022,21,10,86,11,Malta
2020-11-01,21,19,0.0,8.7,6,89,05:49 PM,06:57 AM,06:24 AM,05:06 PM,14,20,20,20,14,2,70,0.0,1022,21,10,290,10,Malta
2020-11-02,22,20,0.0,8.7,6,81,06:21 PM,07:54 AM,06:25 AM,05:05 PM,16,21,22,21,25,1,73,0.0,1024,22,10,287,18,Malta
2020-11-03,22,20,0.0,8.7,6,74,06:59 PM,08:52 AM,06:26 AM,05:04 PM,16,21,22,21,24,14,73,0.0,1023,22,10,291,17,Malta
2020-11-04,22,21,0.0,8.7,6,66,07:42 PM,09:50 AM,06:27 AM,05:03 PM,16,21,23,21,16,25,71,0.0,1020,22,10,263,12,Malta
2020-11-05,21,20,0.0,8.7,6,58,08:31 PM,10:46 AM,06:28 AM,05:02 PM,16,20,20,20,9,13,73,0.0,1023,21,10,116,6,Malta
2020-11-06,20,15,0.0,5.6,4,51,09:28 PM,11:38 AM,06:29 AM,05:01 PM,15,19,20,19,8,48,72,0.5,1025,20,10,63,6,Malta
2020-11-07,21,18,0.0,8.7,6,43,10:28 PM,12:25 PM,06:30 AM,05:00 PM,15,20,20,20,32,29,72,0.1,1026,21,10,61,25,Malta
2020-11-08,21,19,0.0,5.6,4,36,11:34 PM,01:09 PM,06:31 AM,05:00 PM,14,20,20,20,23,50,71,0.6,1026,21,10,204,17,Malta
2020-11-09,21,19,0.0,3.9,5,28,No moonrise,01:47 PM,06:32 AM,04:59 PM,13,20,20,20,11,67,66,1.0,1023,21,10,244,8,Malta
2020-11-10,20,17,0.0,8.7,5,21,12:41 AM,02:22 PM,06:33 AM,04:58 PM,12,19,19,19,12,14,63,0.0,1022,20,10,58,9,Malta
2020-11-11,20,15,0.0,8.7,4,13,01:50 AM,02:55 PM,06:34 AM,04:57 PM,13,19,19,19,19,41,67,0.4,1023,20,10,33,14,Malta
2020-11-12,20,18,0.0,8.7,5,6,03:00 AM,03:28 PM,06:35 AM,04:56 PM,12,19,19,19,10,22,64,0.1,1025,20,10,81,7,Malta
2020-11-13,21,19,0.0,8.7,6,0,04:11 AM,04:01 PM,06:36 AM,04:56 PM,12,20,20,20,12,11,60,0.0,1025,21,10,276,9,Malta
2020-11-14,21,18,0.0,8.7,6,0,05:25 AM,04:37 PM,06:37 AM,04:55 PM,11,20,20,20,13,13,57,0.0,1025,21,10,241,9,Malta
