date_time,Iraq_maxtempC,Iraq_mintempC,Iraq_totalSnow_cm,Iraq_sunHour,Iraq_uvIndex,Iraq_moon_illumination,Iraq_moonrise,Iraq_moonset,Iraq_sunrise,Iraq_sunset,Iraq_DewPointC,Iraq_FeelsLikeC,Iraq_HeatIndexC,Iraq_WindChillC,Iraq_WindGustKmph,Iraq_cloudcover,Iraq_humidity,Iraq_precipMM,Iraq_pressure,Iraq_tempC,Iraq_visibility,Iraq_winddirDegree,Iraq_windspeedKmph,Iraq_location
2020-11-21,25,18,0.0,7.1,5,39,12:29 PM,11:08 PM,06:39 AM,04:57 PM,13,21,22,21,29,41,61,6.3,1011,25,9,214,20,Iraq
2020-11-22,23,17,0.0,8.7,6,47,01:04 PM,No moonset,06:40 AM,04:57 PM,10,20,20,20,24,22,54,7.4,1017,23,9,316,17,Iraq
2020-11-23,22,16,0.0,8.7,4,54,01:35 PM,12:07 AM,06:41 AM,04:56 PM,3,18,19,18,25,27,36,0.0,1018,22,10,308,17,Iraq
2020-11-24,21,14,0.0,8.7,5,62,02:03 PM,01:04 AM,06:42 AM,04:56 PM,0,17,17,17,19,0,32,0.0,1018,21,10,311,13,Iraq
2020-11-25,22,15,0.0,8.7,5,70,02:30 PM,01:59 AM,06:43 AM,04:56 PM,-1,18,18,18,16,17,27,0.0,1015,22,10,162,10,Iraq
2020-11-26,24,18,0.0,8.7,6,77,02:56 PM,02:53 AM,06:44 AM,04:55 PM,1,20,20,20,42,6,28,0.0,1009,24,10,176,29,Iraq
2020-11-27,23,17,0.0,8.7,5,85,03:24 PM,03:47 AM,06:45 AM,04:55 PM,7,19,20,19,16,23,45,0.0,1017,23,10,148,11,Iraq
2020-11-28,20,16,0.0,5.4,4,92,03:53 PM,04:42 AM,06:46 AM,04:55 PM,12,18,18,18,26,58,72,13.1,1018,20,9,86,16,Iraq
2020-11-29,20,15,0.0,8.7,4,100,04:25 PM,05:38 AM,06:46 AM,04:55 PM,11,18,18,18,19,40,69,13.4,1017,20,9,232,15,Iraq
2020-11-30,22,17,0.0,8.7,5,100,05:02 PM,06:35 AM,06:47 AM,04:55 PM,8,19,19,19,7,1,50,0.0,1019,22,10,310,6,Iraq
2020-12-01,22,17,0.0,8.7,5,89,05:44 PM,07:33 AM,06:48 AM,04:55 PM,7,19,19,19,8,13,46,0.0,1019,22,10,71,6,Iraq
2020-12-02,17,11,0.0,5.4,4,82,06:32 PM,08:29 AM,06:49 AM,04:55 PM,10,15,16,15,14,41,66,0.1,1019,17,10,94,10,Iraq
2020-12-03,21,16,0.0,8.7,5,75,07:26 PM,09:24 AM,06:50 AM,04:55 PM,10,19,19,19,10,25,59,0.0,1019,21,10,233,8,Iraq
2020-12-04,22,17,0.0,8.7,5,67,08:24 PM,10:14 AM,06:51 AM,04:55 PM,8,19,19,19,13,8,50,0.0,1018,22,10,317,9,Iraq
2020-12-05,20,16,0.0,7.1,4,60,09:26 PM,10:59 AM,06:52 AM,04:55 PM,5,18,18,18,14,60,43,0.0,1016,20,10,321,10,Iraq
2020-12-06,19,14,0.0,8.7,5,53,10:30 PM,11:40 AM,06:52 AM,04:55 PM,5,17,17,17,19,19,47,0.0,1014,19,10,288,13,Iraq
2020-12-07,20,14,0.0,8.7,5,46,11:35 PM,12:17 PM,06:53 AM,04:55 PM,2,16,16,16,19,1,39,0.0,1020,20,10,309,13,Iraq
2020-12-08,21,14,0.0,8.7,5,38,No moonrise,12:51 PM,06:54 AM,04:55 PM,0,17,17,17,7,12,32,0.0,1022,21,10,97,5,Iraq
2020-12-09,22,15,0.0,8.7,5,31,12:39 AM,01:24 PM,06:55 AM,04:55 PM,4,18,18,18,14,22,38,0.0,1019,22,10,161,10,Iraq
2020-12-10,20,15,0.0,8.7,5,24,01:46 AM,01:57 PM,06:55 AM,04:55 PM,5,17,17,17,21,4,47,0.0,1019,20,10,325,15,Iraq
2020-12-11,19,12,0.0,8.7,5,17,02:54 AM,02:31 PM,06:56 AM,04:55 PM,5,16,16,16,15,0,48,0.0,1020,19,10,304,11,Iraq
2020-12-12,20,14,0.0,8.7,5,9,04:04 AM,03:10 PM,06:57 AM,04:56 PM,3,17,17,17,6,4,37,0.0,1021,20,10,238,4,Iraq
2020-12-13,21,15,0.0,8.7,5,2,05:16 AM,03:54 PM,06:58 AM,04:56 PM,4,18,18,18,5,22,41,0.0,1021,21,10,133,3,Iraq
2020-12-14,23,16,0.0,8.7,5,0,06:28 AM,04:44 PM,06:58 AM,04:56 PM,3,19,19,19,21,11,35,0.0,1017,23,10,145,13,Iraq
2020-12-15,24,17,0.0,8.7,5,0,07:38 AM,05:42 PM,06:59 AM,04:56 PM,4,20,20,20,48,44,36,0.2,1014,24,10,146,32,Iraq
2020-12-16,21,15,0.0,5.3,4,5,08:41 AM,06:44 PM,07:00 AM,04:57 PM,11,18,18,18,26,60,66,1.8,1014,21,10,204,18,Iraq
2020-12-17,21,15,0.0,8.7,5,12,09:37 AM,07:49 PM,07:00 AM,04:57 PM,10,18,18,18,7,19,62,0.0,1018,21,10,230,5,Iraq
2020-12-18,21,16,0.0,8.7,5,20,10:22 AM,08:53 PM,07:01 AM,04:58 PM,8,18,18,18,10,34,53,0.0,1019,21,10,261,7,Iraq
2020-12-19,20,14,0.0,8.7,5,27,11:02 AM,09:54 PM,07:01 AM,04:58 PM,6,17,17,17,18,3,51,0.0,1021,20,10,323,13,Iraq
2020-12-20,19,13,0.0,8.7,5,34,11:35 AM,10:53 PM,07:02 AM,04:59 PM,4,16,16,16,13,7,44,0.0,1024,19,10,317,10,Iraq
2020-12-21,19,14,0.0,8.7,5,41,12:05 PM,11:50 PM,07:02 AM,04:59 PM,4,17,17,17,11,2,43,0.0,1024,19,10,299,8,Iraq
2020-12-22,19,13,0.0,8.7,5,49,12:32 PM,No moonset,07:03 AM,05:00 PM,4,16,16,16,11,16,45,0.0,1022,19,10,237,7,Iraq
2020-12-23,20,15,0.0,7.0,4,56,12:59 PM,12:45 AM,07:03 AM,05:00 PM,5,17,17,17,16,58,44,0.0,1016,20,10,151,12,Iraq
2020-12-24,17,12,0.0,7.0,5,63,01:26 PM,01:39 AM,07:04 AM,05:01 PM,4,14,14,14,20,22,49,0.0,1016,17,10,290,14,Iraq
2020-12-25,14,8,0.0,8.7,4,70,01:54 PM,02:33 AM,07:04 AM,05:01 PM,-7,9,11,9,24,0,27,0.0,1023,14,10,330,16,Iraq
2020-12-26,16,8,0.0,8.7,4,78,02:25 PM,03:29 AM,07:05 AM,05:02 PM,-8,9,11,9,25,1,27,0.0,1026,16,10,333,17,Iraq
2020-12-27,16,9,0.0,8.7,3,85,03:00 PM,04:26 AM,07:05 AM,05:03 PM,-6,11,12,11,19,45,29,0.0,1026,16,10,320,13,Iraq
2020-12-28,18,10,0.0,8.7,4,92,03:40 PM,05:24 AM,07:05 AM,05:03 PM,-4,13,14,13,13,5,28,0.0,1025,18,10,322,9,Iraq
2020-12-29,19,12,0.0,8.7,5,100,04:26 PM,06:21 AM,07:06 AM,05:04 PM,-5,14,15,14,16,9,26,0.0,1023,19,10,316,11,Iraq
2020-12-30,20,12,0.0,8.7,5,100,05:19 PM,07:18 AM,07:06 AM,05:05 PM,-0,15,16,15,15,5,35,0.0,1021,20,10,315,10,Iraq
2020-12-31,22,13,0.0,8.7,5,89,06:17 PM,08:10 AM,07:06 AM,05:05 PM,2,17,17,17,12,1,36,0.0,1020,22,10,308,8,Iraq
2021-01-01,22,14,0.0,8.7,5,79,07:19 PM,08:58 AM,07:06 AM,05:06 PM,0,17,17,17,11,19,31,0.0,1020,22,10,322,7,Iraq
2021-01-02,21,15,0.0,8.7,5,71,08:23 PM,09:41 AM,07:07 AM,05:07 PM,1,17,17,17,14,7,34,0.0,1022,21,10,323,9,Iraq
2021-01-03,21,13,0.0,8.7,5,64,09:28 PM,10:18 AM,07:07 AM,05:08 PM,0,16,17,16,18,13,34,0.0,1021,21,10,318,11,Iraq
2021-01-04,20,13,0.0,8.7,5,57,10:32 PM,10:53 AM,07:07 AM,05:08 PM,0,16,16,16,19,7,34,0.0,1019,20,10,321,12,Iraq
2021-01-05,20,12,0.0,7.1,4,50,11:37 PM,11:26 AM,07:07 AM,05:09 PM,-2,15,15,15,18,21,31,0.0,1021,20,10,257,11,Iraq
2021-01-06,20,13,0.0,8.7,5,42,No moonrise,11:58 AM,07:07 AM,05:10 PM,-5,15,15,15,21,21,26,0.0,1022,20,10,330,13,Iraq
2021-01-07,19,12,0.0,7.1,4,35,12:42 AM,12:31 PM,07:07 AM,05:11 PM,-7,15,15,15,17,83,21,0.0,1022,19,10,335,11,Iraq
2021-01-08,22,11,0.0,8.7,5,28,01:50 AM,01:06 PM,07:07 AM,05:12 PM,-8,16,16,16,10,4,19,0.0,1023,22,10,256,6,Iraq
2021-01-09,20,14,0.0,8.7,4,20,02:58 AM,01:46 PM,07:07 AM,05:13 PM,-6,16,16,16,10,22,21,0.0,1022,20,10,221,7,Iraq
2021-01-10,19,12,0.0,8.7,4,13,04:08 AM,02:32 PM,07:07 AM,05:13 PM,-6,15,15,15,12,45,24,0.0,1023,19,10,312,7,Iraq
2021-01-11,19,12,0.0,8.7,5,6,05:18 AM,03:25 PM,07:07 AM,05:14 PM,-4,15,15,15,19,1,27,0.0,1024,19,10,317,12,Iraq
2021-01-12,20,12,0.0,8.7,4,0,06:23 AM,04:24 PM,07:07 AM,05:15 PM,-3,15,16,15,19,17,27,0.0,1023,20,10,313,12,Iraq
2021-01-13,22,15,0.0,8.7,5,0,07:22 AM,05:28 PM,07:07 AM,05:16 PM,-1,18,18,18,11,18,27,0.0,1019,22,10,234,7,Iraq
2021-01-14,22,15,0.0,5.4,4,1,08:12 AM,06:33 PM,07:06 AM,05:17 PM,-5,17,18,17,38,50,22,0.0,1012,22,10,148,24,Iraq
2021-01-15,19,12,0.0,7.1,4,8,08:55 AM,07:37 PM,07:06 AM,05:18 PM,3,16,16,16,19,34,42,3.9,1014,19,10,221,14,Iraq
2021-01-16,22,14,0.0,8.7,5,16,09:32 AM,08:38 PM,07:06 AM,05:19 PM,4,17,17,17,14,2,44,0.0,1015,22,10,143,9,Iraq
2021-01-17,20,14,0.0,8.7,5,23,10:03 AM,09:38 PM,07:06 AM,05:20 PM,3,16,16,16,13,13,41,0.0,1013,20,10,190,8,Iraq
2021-01-18,19,14,0.0,8.7,5,30,10:32 AM,10:34 PM,07:05 AM,05:21 PM,4,16,16,16,21,12,44,0.0,1016,19,10,240,14,Iraq
2021-01-19,20,14,0.0,8.7,5,38,10:59 AM,11:29 PM,07:05 AM,05:22 PM,2,16,17,16,24,14,39,0.0,1018,20,10,181,16,Iraq
2021-01-20,18,13,0.0,8.7,4,45,11:27 AM,No moonset,07:05 AM,05:23 PM,1,15,15,15,26,38,37,0.2,1014,18,10,220,17,Iraq
2021-01-21,11,7,0.0,8.7,3,52,11:54 AM,12:23 AM,07:04 AM,05:24 PM,-6,6,9,6,33,0,36,0.0,1024,11,10,303,24,Iraq
2021-01-22,15,6,0.0,8.7,4,59,12:24 PM,01:19 AM,07:04 AM,05:25 PM,-6,8,10,8,27,0,33,0.0,1027,15,10,331,18,Iraq
2021-01-23,15,7,0.0,7.1,3,67,12:57 PM,02:14 AM,07:04 AM,05:26 PM,-8,9,11,9,22,24,27,0.0,1025,15,10,331,15,Iraq
2021-01-24,18,9,0.0,8.7,4,74,01:35 PM,03:12 AM,07:03 AM,05:27 PM,-8,12,13,12,13,0,25,0.0,1024,18,10,323,9,Iraq
2021-01-25,19,10,0.0,8.7,5,81,02:18 PM,04:09 AM,07:03 AM,05:28 PM,-6,14,15,14,10,2,25,0.0,1022,19,10,247,6,Iraq
2021-01-26,20,12,0.0,8.7,4,88,03:08 PM,05:06 AM,07:02 AM,05:29 PM,-7,15,15,15,17,28,22,0.0,1022,20,10,332,11,Iraq
2021-01-27,21,12,0.0,5.5,4,96,04:04 PM,06:01 AM,07:01 AM,05:30 PM,-5,16,16,16,14,28,24,0.0,1019,21,10,180,8,Iraq
2021-01-28,24,16,0.0,5.5,5,100,05:06 PM,06:51 AM,07:01 AM,05:31 PM,-2,19,19,19,42,32,25,0.2,1012,24,10,182,27,Iraq
2021-01-29,22,14,0.0,8.7,4,90,06:11 PM,07:37 AM,07:00 AM,05:31 PM,4,17,18,17,24,32,45,2.8,1012,22,10,157,17,Iraq
2021-01-30,16,11,0.0,8.7,4,82,07:18 PM,08:17 AM,07:00 AM,05:32 PM,2,13,14,13,17,17,46,0.0,1018,16,10,281,12,Iraq
2021-01-31,19,11,0.0,8.7,5,79,08:24 PM,08:54 AM,06:59 AM,05:33 PM,0,14,15,14,17,22,39,0.0,1021,19,10,160,12,Iraq
2021-02-01,21,13,0.0,8.7,5,63,09:30 PM,09:28 AM,06:58 AM,05:34 PM,1,16,16,16,15,7,37,0.0,1023,21,10,72,10,Iraq
2021-02-02,21,13,0.0,8.7,5,55,10:36 PM,10:00 AM,06:58 AM,05:35 PM,2,16,17,16,19,1,38,0.0,1023,21,10,220,13,Iraq
2021-02-03,23,13,0.0,8.7,5,48,11:42 PM,10:33 AM,06:57 AM,05:36 PM,0,17,18,17,13,12,33,0.0,1020,23,10,235,9,Iraq
2021-02-04,24,15,0.0,8.7,6,40,No moonrise,11:07 AM,06:56 AM,05:37 PM,-1,19,19,19,12,36,25,0.0,1017,24,10,132,7,Iraq
2021-02-05,21,16,0.0,7.2,4,33,12:50 AM,11:45 AM,06:55 AM,05:38 PM,6,18,18,18,38,71,48,3.4,1014,21,9,98,26,Iraq
2021-02-06,16,11,0.0,4.1,3,25,01:58 AM,12:27 PM,06:54 AM,05:39 PM,12,14,15,14,12,90,82,9.0,1013,16,8,180,9,Iraq
2021-02-07,20,13,0.0,7.2,4,18,03:06 AM,01:16 PM,06:54 AM,05:40 PM,11,15,16,15,18,54,72,12.2,1017,20,9,213,13,Iraq
