date_time,Iraq_maxtempC,Iraq_mintempC,Iraq_totalSnow_cm,Iraq_sunHour,Iraq_uvIndex,Iraq_moon_illumination,Iraq_moonrise,Iraq_moonset,Iraq_sunrise,Iraq_sunset,Iraq_DewPointC,Iraq_FeelsLikeC,Iraq_HeatIndexC,Iraq_WindChillC,Iraq_WindGustKmph,Iraq_cloudcover,Iraq_humidity,Iraq_precipMM,Iraq_pressure,Iraq_tempC,Iraq_visibility,Iraq_winddirDegree,Iraq_windspeedKmph,Iraq_location
2020-01-01,17,12,0.0,8.7,4,37,11:16 AM,10:55 PM,07:06 AM,05:05 PM,5,13,14,13,21,6,55,0.0,1017,17,10,312,14,Iraq
2020-01-02,19,13,0.0,8.7,5,44,11:45 AM,11:49 PM,07:06 AM,05:06 PM,3,16,16,16,8,9,44,0.0,1019,19,10,43,5,Iraq
2020-01-03,19,12,0.0,8.7,5,51,12:12 PM,No moonset,07:07 AM,05:07 PM,1,15,16,15,12,10,38,0.0,1017,19,10,60,8,Iraq
2020-01-04,18,13,0.0,8.7,5,59,12:40 PM,12:43 AM,07:07 AM,05:08 PM,3,15,15,15,15,12,46,0.0,1015,18,10,199,11,Iraq
2020-01-05,17,11,0.0,8.7,4,66,01:11 PM,01:38 AM,07:07 AM,05:09 PM,3,13,14,13,12,29,50,0.0,1015,17,10,239,8,Iraq
2020-01-06,19,12,0.0,8.7,5,73,01:44 PM,02:34 AM,07:07 AM,05:09 PM,4,15,15,15,9,26,49,0.0,1020,19,10,107,6,Iraq
2020-01-07,21,13,0.0,8.7,5,80,02:21 PM,03:34 AM,07:07 AM,05:10 PM,3,16,16,16,15,2,42,0.0,1020,21,10,107,10,Iraq
2020-01-08,19,13,0.0,5.4,4,88,03:04 PM,04:35 AM,07:07 AM,05:11 PM,2,14,15,14,38,42,42,0.4,1013,19,10,173,25,Iraq
2020-01-09,17,11,0.0,8.7,3,95,03:55 PM,05:37 AM,07:07 AM,05:12 PM,2,13,13,13,19,41,48,0.0,1013,17,10,210,12,Iraq
2020-01-10,16,13,0.0,5.4,3,100,04:53 PM,06:38 AM,07:07 AM,05:13 PM,4,13,14,13,17,78,50,3.3,1012,16,10,203,12,Iraq
2020-01-11,17,10,0.0,8.7,4,100,05:57 PM,07:36 AM,07:07 AM,05:14 PM,2,11,13,11,36,10,49,0.0,1014,17,10,322,26,Iraq
2020-01-12,15,9,0.0,7.1,3,83,07:05 PM,08:27 AM,07:07 AM,05:15 PM,0,11,12,11,27,22,45,0.0,1020,15,10,307,18,Iraq
2020-01-13,16,11,0.0,3.8,3,76,08:14 PM,09:14 AM,07:07 AM,05:15 PM,3,12,13,12,17,76,52,1.2,1018,16,10,235,11,Iraq
2020-01-14,16,8,0.0,8.7,4,69,09:23 PM,09:55 AM,07:07 AM,05:16 PM,1,10,12,10,30,1,52,0.0,1022,16,10,334,21,Iraq
2020-01-15,17,9,0.0,8.7,4,61,10:30 PM,10:32 AM,07:06 AM,05:17 PM,-3,11,12,11,24,18,34,0.0,1025,17,10,328,15,Iraq
2020-01-16,17,10,0.0,8.7,4,54,11:37 PM,11:08 AM,07:06 AM,05:18 PM,-4,13,13,13,10,31,30,0.0,1024,17,10,109,6,Iraq
2020-01-17,21,11,0.0,7.1,4,47,No moonrise,11:42 AM,07:06 AM,05:19 PM,-1,15,16,15,36,55,34,0.1,1017,21,10,112,24,Iraq
2020-01-18,17,12,0.0,8.7,4,40,12:42 AM,12:17 PM,07:06 AM,05:20 PM,4,14,15,14,27,8,49,0.0,1013,17,10,215,18,Iraq
2020-01-19,16,10,0.0,3.8,3,32,01:47 AM,12:54 PM,07:05 AM,05:21 PM,5,13,13,13,12,51,60,0.2,1019,16,10,312,8,Iraq
2020-01-20,19,12,0.0,8.7,5,25,02:51 AM,01:34 PM,07:05 AM,05:22 PM,4,15,15,15,12,33,50,0.0,1021,19,10,180,8,Iraq
2020-01-21,18,12,0.0,7.1,3,18,03:55 AM,02:19 PM,07:05 AM,05:23 PM,6,14,14,14,13,75,57,3.5,1016,18,10,223,10,Iraq
2020-01-22,11,3,0.0,3.8,3,11,04:55 AM,03:08 PM,07:04 AM,05:24 PM,7,8,10,8,30,94,78,43.6,1013,11,7,91,22,Iraq
2020-01-23,15,10,0.0,7.1,3,3,05:52 AM,04:02 PM,07:04 AM,05:25 PM,3,12,12,12,9,40,59,0.1,1017,15,10,249,7,Iraq
2020-01-24,17,10,0.0,8.7,4,0,06:43 AM,04:58 PM,07:03 AM,05:26 PM,1,11,13,11,35,31,46,0.4,1016,17,9,170,24,Iraq
2020-01-25,15,9,0.0,3.8,3,0,07:29 AM,05:56 PM,07:03 AM,05:27 PM,5,10,12,10,24,68,63,6.0,1019,15,9,157,17,Iraq
2020-01-26,14,9,0.0,8.7,4,4,08:09 AM,06:54 PM,07:02 AM,05:28 PM,-0,9,11,9,30,1,46,0.0,1025,14,10,316,21,Iraq
2020-01-27,15,9,0.0,8.7,4,11,08:44 AM,07:50 PM,07:02 AM,05:29 PM,0,10,11,10,20,2,47,0.0,1024,15,10,312,14,Iraq
2020-01-28,17,10,0.0,8.7,3,18,09:16 AM,08:45 PM,07:01 AM,05:30 PM,-0,13,13,13,9,47,40,0.0,1021,17,10,212,6,Iraq
2020-01-29,18,11,0.0,7.1,3,26,09:45 AM,09:40 PM,07:01 AM,05:31 PM,0,14,14,14,16,50,39,0.0,1018,18,10,114,11,Iraq
2020-01-30,20,12,0.0,8.7,5,33,10:13 AM,10:33 PM,07:00 AM,05:32 PM,3,15,15,15,9,4,45,0.0,1021,20,10,183,6,Iraq
2020-01-31,20,12,0.0,8.7,5,37,10:41 AM,11:27 PM,06:59 AM,05:33 PM,3,15,15,15,26,6,43,0.0,1015,20,10,168,17,Iraq
2020-02-01,15,10,0.0,8.7,3,49,11:10 AM,No moonset,06:59 AM,05:34 PM,-4,10,12,10,30,50,33,0.4,1015,15,10,271,21,Iraq
2020-02-02,16,10,0.0,8.7,4,57,11:41 AM,12:22 AM,06:58 AM,05:35 PM,0,12,12,12,11,20,45,0.0,1022,16,10,238,8,Iraq
2020-02-03,15,9,0.0,8.7,4,64,12:15 PM,01:19 AM,06:57 AM,05:36 PM,-1,10,12,10,17,5,43,0.0,1024,15,10,329,12,Iraq
2020-02-04,17,10,0.0,8.7,4,72,12:54 PM,02:18 AM,06:57 AM,05:37 PM,-0,13,13,13,8,18,40,0.0,1020,17,10,147,6,Iraq
2020-02-05,21,11,0.0,8.7,5,79,01:40 PM,03:19 AM,06:56 AM,05:37 PM,-0,14,15,14,20,2,35,0.0,1019,21,10,127,13,Iraq
2020-02-06,24,13,0.0,8.7,5,87,02:34 PM,04:19 AM,06:55 AM,05:38 PM,1,18,18,18,23,4,32,0.0,1018,24,10,110,14,Iraq
2020-02-07,23,15,0.0,8.7,5,95,03:35 PM,05:19 AM,06:54 AM,05:39 PM,4,18,18,18,24,2,39,0.0,1013,23,10,170,15,Iraq
2020-02-08,18,14,0.0,8.7,5,100,04:42 PM,06:13 AM,06:53 AM,05:40 PM,4,15,16,15,31,17,46,0.0,1013,18,10,252,22,Iraq
2020-02-09,11,7,0.0,8.7,3,100,05:53 PM,07:04 AM,06:53 AM,05:41 PM,-6,7,10,7,30,27,35,0.1,1022,11,10,303,23,Iraq
2020-02-10,7,1,0.0,8.7,3,83,07:05 PM,07:48 AM,06:52 AM,05:42 PM,-15,1,5,1,25,3,23,0.0,1025,7,10,267,19,Iraq
2020-02-11,7,2,0.1,7.2,1,75,08:15 PM,08:28 AM,06:51 AM,05:43 PM,-11,1,4,1,21,45,33,0.2,1025,7,10,284,16,Iraq
2020-02-12,10,3,0.0,8.7,3,68,09:25 PM,09:06 AM,06:50 AM,05:44 PM,-12,6,7,6,10,31,24,0.0,1029,10,10,188,7,Iraq
2020-02-13,18,7,0.0,8.7,4,60,10:32 PM,09:42 AM,06:49 AM,05:45 PM,-9,9,12,9,33,36,22,0.0,1026,18,10,140,24,Iraq
2020-02-14,18,10,0.0,8.7,4,53,11:39 PM,10:17 AM,06:48 AM,05:46 PM,-3,13,13,13,21,15,33,0.0,1025,18,10,218,14,Iraq
2020-02-15,18,9,0.0,7.2,3,45,No moonrise,10:54 AM,06:47 AM,05:47 PM,-3,12,13,12,17,55,33,0.0,1022,18,10,341,12,Iraq
2020-02-16,20,12,0.0,5.7,4,38,12:45 AM,11:34 AM,06:46 AM,05:48 PM,-3,15,16,15,24,55,30,0.3,1016,20,10,87,15,Iraq
2020-02-17,20,13,0.0,8.7,4,30,01:49 AM,12:17 PM,06:45 AM,05:49 PM,8,15,15,15,17,41,63,1.1,1015,20,9,250,12,Iraq
2020-02-18,24,14,0.0,8.7,5,22,02:50 AM,01:05 PM,06:44 AM,05:49 PM,8,18,19,18,17,21,54,0.8,1018,24,10,170,12,Iraq
2020-02-19,27,16,0.0,7.2,5,15,03:48 AM,01:57 PM,06:43 AM,05:50 PM,7,20,20,20,26,23,47,0.1,1009,27,10,100,18,Iraq
2020-02-20,19,15,0.0,4.2,4,7,04:40 AM,02:52 PM,06:42 AM,05:51 PM,9,17,17,17,24,53,60,1.6,1009,19,10,274,17,Iraq
2020-02-21,22,14,0.0,8.7,5,0,05:27 AM,03:49 PM,06:41 AM,05:52 PM,7,17,18,17,13,15,51,0.0,1017,22,10,302,9,Iraq
2020-02-22,24,15,0.0,7.2,5,0,06:08 AM,04:45 PM,06:40 AM,05:53 PM,4,19,19,19,27,36,37,0.0,1015,24,10,128,18,Iraq
2020-02-23,22,14,0.0,8.7,5,0,06:44 AM,05:42 PM,06:38 AM,05:54 PM,6,18,18,18,21,5,47,0.0,1017,22,10,221,15,Iraq
2020-02-24,24,16,0.0,8.7,6,0,07:17 AM,06:37 PM,06:37 AM,05:55 PM,5,20,20,20,19,39,38,0.0,1015,24,10,94,12,Iraq
2020-02-25,20,15,0.0,4.2,4,8,07:47 AM,07:32 PM,06:36 AM,05:55 PM,14,18,18,18,30,86,77,21.8,1007,20,9,148,19,Iraq
2020-02-26,17,13,0.0,7.2,3,15,08:14 AM,08:26 PM,06:35 AM,05:56 PM,3,14,15,14,39,38,48,87.1,1010,17,9,266,29,Iraq
2020-02-27,22,15,0.0,8.7,5,23,08:42 AM,09:20 PM,06:34 AM,05:57 PM,7,18,18,18,14,0,48,0.0,1019,22,10,247,11,Iraq
2020-02-28,25,15,0.0,7.2,5,30,09:11 AM,10:14 PM,06:33 AM,05:58 PM,4,20,20,20,10,52,38,0.0,1016,25,10,268,7,Iraq
2020-02-29,24,17,0.0,8.7,6,38,09:40 AM,11:10 PM,06:31 AM,05:59 PM,5,21,21,21,11,2,36,0.0,1012,24,10,143,8,Iraq
2020-03-01,20,16,0.0,8.7,5,44,10:12 AM,No moonset,06:30 AM,05:59 PM,3,18,18,18,24,12,38,0.0,1010,20,10,235,17,Iraq
2020-03-02,20,13,0.0,11.6,5,51,10:48 AM,12:06 AM,06:29 AM,06:00 PM,5,15,16,15,22,19,51,0.0,1017,20,10,298,16,Iraq
2020-03-03,21,15,0.0,11.6,5,58,11:31 AM,01:05 AM,06:28 AM,06:01 PM,3,17,17,17,18,0,37,0.0,1020,21,10,310,14,Iraq
2020-03-04,22,14,0.0,11.6,5,65,12:19 PM,02:04 AM,06:26 AM,06:02 PM,4,18,18,18,24,0,40,0.0,1018,22,10,318,17,Iraq
2020-03-05,26,16,0.0,11.6,6,73,01:15 PM,03:02 AM,06:25 AM,06:03 PM,4,21,21,21,14,9,34,0.0,1016,26,10,318,9,Iraq
2020-03-06,27,17,0.0,11.6,6,80,02:18 PM,03:58 AM,06:24 AM,06:03 PM,1,21,21,22,31,16,27,0.0,1011,27,10,109,21,Iraq
2020-03-07,21,17,0.0,7.3,4,87,03:27 PM,04:50 AM,06:23 AM,06:04 PM,6,20,20,20,33,59,41,1.1,1007,21,10,137,23,Iraq
2020-03-08,25,16,0.0,11.6,6,95,04:38 PM,05:37 AM,06:21 AM,06:05 PM,6,21,21,21,23,6,39,0.0,1015,25,10,294,16,Iraq
2020-03-09,28,17,0.0,11.6,6,100,05:50 PM,06:19 AM,06:20 AM,06:06 PM,4,22,22,22,21,5,32,0.0,1015,28,10,260,14,Iraq
2020-03-10,29,20,0.0,11.6,7,100,07:02 PM,06:58 AM,06:19 AM,06:07 PM,3,24,24,24,11,14,26,0.0,1016,29,10,236,8,Iraq
2020-03-11,29,20,0.0,8.8,6,84,08:12 PM,07:36 AM,06:18 AM,06:07 PM,1,24,24,24,12,57,21,0.0,1016,29,10,130,7,Iraq
2020-03-12,30,20,0.0,10.2,6,76,09:23 PM,08:12 AM,06:16 AM,06:08 PM,-2,24,24,25,18,35,17,0.0,1015,30,10,112,11,Iraq
2020-03-13,30,22,0.0,10.2,6,69,10:32 PM,08:50 AM,06:15 AM,06:09 PM,-2,25,25,26,37,51,16,0.1,1011,30,10,123,26,Iraq
2020-03-14,24,17,0.0,8.8,5,62,11:40 PM,09:30 AM,06:14 AM,06:10 PM,8,21,22,21,37,66,43,3.3,1008,24,10,147,27,Iraq
2020-03-15,24,16,0.0,10.2,5,55,No moonrise,10:13 AM,06:12 AM,06:10 PM,11,20,20,20,14,56,61,1.7,1011,24,10,194,10,Iraq
2020-03-16,25,18,0.0,10.2,6,47,12:44 AM,11:01 AM,06:11 AM,06:11 PM,11,21,22,21,13,40,54,0.9,1014,25,10,174,9,Iraq
2020-03-17,28,19,0.0,11.6,6,40,01:44 AM,11:52 AM,06:10 AM,06:12 PM,8,23,23,23,27,14,39,0.0,1012,28,10,139,18,Iraq
2020-03-18,22,18,0.0,8.8,5,33,02:38 AM,12:47 PM,06:08 AM,06:13 PM,10,21,22,21,45,57,50,2.0,1007,22,10,161,32,Iraq
2020-03-19,21,15,0.0,11.6,5,25,03:27 AM,01:43 PM,06:07 AM,06:13 PM,5,18,18,18,17,6,41,0.0,1013,21,10,254,13,Iraq
2020-03-20,23,16,0.0,10.2,5,18,04:09 AM,02:40 PM,06:06 AM,06:14 PM,1,19,20,19,22,35,30,0.0,1012,23,10,204,16,Iraq
2020-03-21,23,16,0.0,10.2,4,11,04:46 AM,03:37 PM,06:04 AM,06:15 PM,5,18,19,18,31,47,41,2.6,1006,23,10,253,23,Iraq
2020-03-22,19,13,0.0,11.6,5,4,05:19 AM,04:32 PM,06:03 AM,06:15 PM,5,16,16,16,20,14,49,0.0,1009,19,10,297,16,Iraq
2020-03-23,23,15,0.0,11.6,5,0,05:50 AM,05:27 PM,06:02 AM,06:16 PM,4,19,19,19,27,5,40,0.0,1012,23,10,303,19,Iraq
2020-03-24,25,19,0.0,11.6,6,0,06:18 AM,06:21 PM,06:01 AM,06:17 PM,3,22,22,22,8,15,30,0.0,1012,25,10,187,6,Iraq
2020-03-25,27,18,0.0,11.8,5,3,06:45 AM,07:15 PM,05:59 AM,06:18 PM,3,22,22,22,26,55,29,0.6,1010,27,10,122,17,Iraq
2020-03-26,28,18,0.0,10.5,5,11,07:13 AM,08:09 PM,05:58 AM,06:18 PM,6,23,23,23,31,36,34,0.6,1009,28,10,125,21,Iraq
2020-03-27,27,20,0.0,12.6,5,18,07:42 AM,09:04 PM,05:57 AM,06:19 PM,8,24,24,24,25,46,36,1.6,1010,27,10,132,17,Iraq
2020-03-28,28,19,0.0,9.2,5,25,08:13 AM,10:00 PM,05:55 AM,06:20 PM,11,23,23,22,27,69,48,8.0,1008,28,10,92,18,Iraq
2020-03-29,23,17,0.0,12.7,6,32,08:47 AM,10:58 PM,05:54 AM,06:21 PM,9,20,20,20,24,30,51,2.6,1009,23,10,250,18,Iraq
2020-03-30,23,17,0.0,12.7,6,40,09:27 AM,11:56 PM,05:53 AM,06:21 PM,5,20,21,20,23,19,36,0.0,1010,23,10,192,18,Iraq
2020-03-31,27,17,0.0,11.9,5,44,10:11 AM,No moonset,05:51 AM,06:22 PM,5,22,22,22,19,35,34,0.0,1014,27,10,179,14,Iraq
2020-04-01,32,21,0.0,12.7,6,56,11:03 AM,12:53 AM,05:50 AM,06:23 PM,4,25,25,25,48,17,27,0.1,1008,32,10,179,34,Iraq
2020-04-02,26,19,0.0,12.8,6,64,12:01 PM,01:48 AM,05:49 AM,06:24 PM,6,24,24,23,21,7,35,0.0,1011,26,10,328,15,Iraq
2020-04-03,27,19,0.0,12.8,6,71,01:05 PM,02:40 AM,05:47 AM,06:24 PM,5,24,24,23,13,7,30,0.0,1013,27,10,106,9,Iraq
2020-04-04,27,20,0.0,12.8,6,79,02:13 PM,03:27 AM,05:46 AM,06:25 PM,5,23,23,23,27,4,30,0.0,1016,27,10,252,19,Iraq
2020-04-05,29,18,0.0,12.8,6,87,03:24 PM,04:10 AM,05:45 AM,06:26 PM,1,23,23,23,18,18,24,0.0,1018,29,10,216,13,Iraq
2020-04-06,30,22,0.0,12.8,6,94,04:35 PM,04:50 AM,05:44 AM,06:26 PM,1,25,25,26,19,24,19,1.4,1013,30,10,120,13,Iraq
2020-04-07,31,24,0.0,12.9,6,100,05:46 PM,05:28 AM,05:42 AM,06:27 PM,5,26,26,27,18,49,24,0.0,1009,31,10,169,11,Iraq
2020-04-08,32,23,0.0,12.9,6,100,06:58 PM,06:04 AM,05:41 AM,06:28 PM,9,27,27,27,19,41,31,0.7,1009,32,10,87,14,Iraq
2020-04-09,33,24,0.0,10.6,6,83,08:09 PM,06:41 AM,05:40 AM,06:29 PM,12,28,28,28,17,56,40,0.9,1006,33,10,172,12,Iraq
2020-04-10,30,22,0.0,12.9,7,76,09:20 PM,07:21 AM,05:38 AM,06:29 PM,7,25,25,26,22,7,31,0.0,1006,30,10,315,17,Iraq
2020-04-11,27,20,0.0,12.9,5,68,10:29 PM,08:04 AM,05:37 AM,06:30 PM,3,23,23,24,20,21,27,0.0,1009,27,10,242,15,Iraq
2020-04-12,27,21,0.0,13.0,5,61,11:34 PM,08:52 AM,05:36 AM,06:31 PM,4,24,24,24,15,20,28,0.0,1013,27,10,324,12,Iraq
2020-04-13,27,21,0.0,13.0,6,53,No moonrise,09:44 AM,05:35 AM,06:32 PM,1,23,23,24,19,3,23,0.0,1015,27,10,284,14,Iraq
2020-04-14,28,20,0.0,13.0,5,46,12:32 AM,10:38 AM,05:34 AM,06:32 PM,-1,23,23,24,22,12,21,0.0,1015,28,10,208,16,Iraq
2020-04-15,29,20,0.0,13.0,7,38,01:24 AM,11:36 AM,05:32 AM,06:33 PM,-0,24,24,25,28,23,21,0.0,1013,29,10,326,19,Iraq
2020-04-16,31,21,0.0,13.0,7,30,02:09 AM,12:33 PM,05:31 AM,06:34 PM,0,25,25,26,15,9,19,0.0,1011,31,10,187,10,Iraq
2020-04-17,32,23,0.0,13.1,6,23,02:48 AM,01:31 PM,05:30 AM,06:35 PM,2,26,26,28,14,28,20,0.2,1009,32,10,83,10,Iraq
2020-04-18,30,24,0.0,13.1,7,15,03:22 AM,02:26 PM,05:29 AM,06:35 PM,5,26,26,27,28,29,25,0.0,1010,30,10,118,21,Iraq
2020-04-19,32,22,0.0,13.1,7,8,03:53 AM,03:22 PM,05:27 AM,06:36 PM,6,27,27,27,16,8,28,0.0,1011,32,10,148,12,Iraq
2020-04-20,33,25,0.0,13.1,7,0,04:21 AM,04:16 PM,05:26 AM,06:37 PM,5,27,27,29,17,9,23,0.0,1010,33,10,105,12,Iraq
2020-04-21,35,26,0.0,13.1,8,0,04:49 AM,05:10 PM,05:25 AM,06:38 PM,5,29,29,31,9,5,20,0.0,1010,35,10,132,6,Iraq
2020-04-22,37,27,0.0,13.1,8,0,05:17 AM,06:04 PM,05:24 AM,06:38 PM,3,30,30,32,23,4,16,0.0,1007,37,10,181,16,Iraq
2020-04-23,37,28,0.0,13.2,8,0,05:45 AM,06:59 PM,05:23 AM,06:39 PM,4,30,30,32,36,12,18,0.2,1003,37,10,209,26,Iraq
2020-04-24,32,25,0.0,10.7,6,7,06:15 AM,07:55 PM,05:22 AM,06:40 PM,5,27,27,28,24,57,22,0.0,1006,32,10,300,17,Iraq
2020-04-25,36,26,0.0,13.2,8,15,06:48 AM,08:53 PM,05:21 AM,06:41 PM,4,29,29,30,43,2,21,0.0,1000,36,10,202,32,Iraq
2020-04-26,27,22,0.0,13.2,6,22,07:26 AM,09:51 PM,05:20 AM,06:41 PM,7,25,25,25,27,16,34,0.0,1006,27,10,234,21,Iraq
2020-04-27,29,21,0.0,13.2,7,30,08:08 AM,10:48 PM,05:18 AM,06:42 PM,2,25,25,25,19,15,23,0.0,1010,29,10,266,13,Iraq
2020-04-28,34,24,0.0,13.3,7,37,08:58 AM,11:44 PM,05:17 AM,06:43 PM,-1,27,27,28,18,9,15,0.0,1008,34,10,130,13,Iraq
2020-04-29,28,24,0.0,13.3,6,45,09:53 AM,No moonset,05:16 AM,06:44 PM,5,25,25,26,19,47,25,0.1,1008,28,10,191,14,Iraq
2020-04-30,33,23,0.0,13.3,7,52,10:53 AM,12:35 AM,05:15 AM,06:44 PM,6,27,27,28,17,6,27,0.0,1009,33,10,221,12,Iraq
2020-05-01,35,26,0.0,13.3,7,58,11:58 AM,01:23 AM,05:14 AM,06:45 PM,3,28,28,30,21,29,18,0.4,1008,35,10,139,15,Iraq
2020-05-02,33,25,0.0,13.3,7,65,01:05 PM,02:06 AM,05:13 AM,06:46 PM,4,27,27,29,23,23,22,0.0,1006,33,10,252,17,Iraq
2020-05-03,34,25,0.0,13.4,8,72,02:14 PM,02:45 AM,05:12 AM,06:47 PM,2,28,28,29,16,3,18,0.0,1007,34,10,266,11,Iraq
2020-05-04,39,26,0.0,13.4,8,80,03:23 PM,03:22 AM,05:11 AM,06:47 PM,-2,32,32,33,32,31,12,0.0,1008,39,10,150,22,Iraq
2020-05-05,41,30,0.0,10.8,8,87,04:33 PM,03:58 AM,05:10 AM,06:48 PM,0,34,34,35,40,35,11,1.1,1003,41,10,167,28,Iraq
2020-05-06,29,22,0.0,13.4,7,94,05:44 PM,04:33 AM,05:10 AM,06:49 PM,6,26,26,27,37,27,28,0.0,1004,29,10,241,29,Iraq
2020-05-07,31,22,0.0,13.4,7,100,06:55 PM,05:12 AM,05:09 AM,06:50 PM,6,26,26,27,18,3,27,0.0,1011,31,10,244,13,Iraq
2020-05-08,35,25,0.0,13.4,8,100,08:06 PM,05:53 AM,05:08 AM,06:50 PM,5,29,29,30,14,0,22,0.0,1012,35,10,52,10,Iraq
2020-05-09,40,27,0.0,12.1,8,84,09:15 PM,06:38 AM,05:07 AM,06:51 PM,3,32,32,34,37,20,16,0.3,1004,40,10,136,26,Iraq
2020-05-10,32,23,0.0,13.5,7,77,10:19 PM,07:30 AM,05:06 AM,06:52 PM,7,27,27,27,23,2,31,0.0,1010,32,10,263,18,Iraq
2020-05-11,33,26,0.0,13.5,8,70,11:16 PM,08:25 AM,05:05 AM,06:53 PM,2,27,27,29,22,1,18,0.0,1013,33,10,333,16,Iraq
2020-05-12,33,24,0.0,13.5,8,62,No moonrise,09:24 AM,05:05 AM,06:54 PM,-0,27,27,29,30,0,15,0.0,1013,33,10,329,22,Iraq
2020-05-13,37,25,0.0,13.5,8,55,12:05 AM,10:22 AM,05:04 AM,06:54 PM,2,29,29,31,29,0,16,0.0,1010,37,10,334,21,Iraq
2020-05-14,39,29,0.0,13.3,8,48,12:47 AM,11:22 AM,05:03 AM,06:55 PM,4,32,32,34,24,15,17,0.0,1007,39,10,322,17,Iraq
2020-05-15,39,30,0.0,13.5,9,40,01:24 AM,12:19 PM,05:02 AM,06:56 PM,3,33,33,35,20,0,14,0.0,1006,39,10,314,14,Iraq
2020-05-16,42,30,0.0,13.5,9,33,01:56 AM,01:15 PM,05:02 AM,06:56 PM,3,35,35,36,19,0,14,0.0,1006,42,10,257,12,Iraq
2020-05-17,42,32,0.0,13.6,9,26,02:25 AM,02:09 PM,05:01 AM,06:57 PM,3,37,37,37,25,0,13,0.0,1006,42,10,315,16,Iraq
2020-05-18,45,30,0.0,13.6,10,19,02:52 AM,03:03 PM,05:00 AM,06:58 PM,4,37,37,38,20,0,13,0.0,1005,45,10,237,13,Iraq
2020-05-19,42,32,0.0,13.6,9,11,03:20 AM,03:57 PM,05:00 AM,06:59 PM,4,36,36,37,23,5,14,0.0,1004,42,10,293,16,Iraq
2020-05-20,43,29,0.0,14.0,9,4,03:48 AM,04:52 PM,04:59 AM,06:59 PM,5,34,34,35,25,1,16,0.0,1001,43,10,301,17,Iraq
2020-05-21,44,31,0.0,14.4,9,0,04:17 AM,05:49 PM,04:58 AM,07:00 PM,4,37,37,38,19,0,14,0.0,1003,44,10,277,12,Iraq
2020-05-22,46,34,0.0,14.4,10,0,04:49 AM,06:46 PM,04:58 AM,07:01 PM,-0,40,40,39,16,0,9,0.0,1005,46,10,227,10,Iraq
2020-05-23,40,33,0.0,13.4,8,3,05:25 AM,07:45 PM,04:57 AM,07:01 PM,1,34,34,36,33,25,11,0.8,1005,40,10,221,24,Iraq
2020-05-24,40,29,0.0,12.3,8,10,06:06 AM,08:43 PM,04:57 AM,07:02 PM,5,34,34,35,25,29,17,0.4,1003,40,10,210,18,Iraq
2020-05-25,31,23,0.0,14.5,7,17,06:54 AM,09:41 PM,04:56 AM,07:03 PM,3,26,26,28,30,3,21,0.0,1010,31,10,315,23,Iraq
2020-05-26,36,25,0.0,14.5,8,25,07:48 AM,10:34 PM,04:56 AM,07:03 PM,2,29,29,30,29,0,17,0.0,1013,36,10,331,21,Iraq
2020-05-27,40,28,0.0,14.5,9,32,08:47 AM,11:23 PM,04:56 AM,07:04 PM,-0,33,33,34,21,2,12,0.0,1011,40,10,349,14,Iraq
2020-05-28,45,32,0.0,14.5,10,39,09:50 AM,No moonset,04:55 AM,07:05 PM,-1,39,39,39,24,11,8,0.0,1006,45,10,132,16,Iraq
2020-05-29,38,31,0.0,13.4,7,47,10:56 AM,12:06 AM,04:55 AM,07:05 PM,6,32,32,34,42,29,18,0.0,1005,38,10,309,31,Iraq
2020-05-30,35,26,0.0,14.5,8,54,12:02 PM,12:45 AM,04:54 AM,07:06 PM,0,28,28,30,43,2,15,0.0,1010,35,10,330,32,Iraq
2020-05-31,39,27,0.0,14.5,8,58,01:09 PM,01:22 AM,04:54 AM,07:07 PM,-2,31,31,33,34,0,12,0.0,1010,39,10,344,24,Iraq
2020-06-01,42,29,0.0,14.5,9,71,02:15 PM,01:56 AM,04:54 AM,07:07 PM,-3,35,35,35,25,2,9,0.0,1006,42,10,100,16,Iraq
2020-06-02,42,32,0.0,14.5,9,79,03:24 PM,02:30 AM,04:54 AM,07:08 PM,1,36,36,37,33,1,11,0.0,1001,42,10,242,23,Iraq
2020-06-03,42,32,0.0,14.5,9,86,04:33 PM,03:06 AM,04:53 AM,07:08 PM,2,35,35,36,29,0,12,0.0,1004,42,10,204,20,Iraq
2020-06-04,40,29,0.0,14.5,9,94,05:44 PM,03:45 AM,04:53 AM,07:09 PM,1,33,33,34,27,2,13,0.0,1008,40,10,212,19,Iraq
2020-06-05,42,30,0.0,14.5,9,100,06:53 PM,04:27 AM,04:53 AM,07:09 PM,0,34,34,36,27,0,11,0.0,1009,42,10,178,18,Iraq
2020-06-06,43,32,0.0,14.5,9,100,08:00 PM,05:15 AM,04:53 AM,07:10 PM,1,37,37,37,37,2,10,0.0,1008,43,10,182,27,Iraq
2020-06-07,43,31,0.0,14.5,9,84,09:01 PM,06:09 AM,04:53 AM,07:10 PM,-5,36,36,37,33,0,7,0.0,1004,43,10,258,23,Iraq
2020-06-08,44,31,0.0,14.5,9,76,09:55 PM,07:07 AM,04:52 AM,07:11 PM,-1,37,37,38,29,0,9,0.0,1000,44,10,323,19,Iraq
2020-06-09,47,34,0.0,14.5,10,69,10:41 PM,08:07 AM,04:52 AM,07:11 PM,-2,42,42,41,12,1,7,0.0,1002,47,10,110,7,Iraq
