date_time,Austria_maxtempC,Austria_mintempC,Austria_totalSnow_cm,Austria_sunHour,Austria_uvIndex,Austria_moon_illumination,Austria_moonrise,Austria_moonset,Austria_sunrise,Austria_sunset,Austria_DewPointC,Austria_FeelsLikeC,Austria_HeatIndexC,Austria_WindChillC,Austria_WindGustKmph,Austria_cloudcover,Austria_humidity,Austria_precipMM,Austria_pressure,Austria_tempC,Austria_visibility,Austria_winddirDegree,Austria_windspeedKmph,Austria_location
2020-01-01,4,-2,0.0,8.7,2,37,11:26 AM,10:39 PM,07:45 AM,04:10 PM,-1,-1,3,-1,16,5,74,0.0,1035,4,10,305,11,Austria
2020-01-02,4,1,0.0,8.7,2,44,11:46 AM,11:43 PM,07:45 AM,04:11 PM,-1,2,3,2,6,0,75,0.0,1033,4,10,117,5,Austria
2020-01-03,3,-3,0.0,8.7,2,51,12:04 PM,No moonset,07:45 AM,04:12 PM,-2,-0,1,-0,11,29,76,0.0,1028,3,10,175,6,Austria
2020-01-04,6,3,0.0,5.1,2,59,12:24 PM,12:46 AM,07:45 AM,04:13 PM,0,2,5,2,35,67,70,0.7,1025,6,9,292,22,Austria
2020-01-05,3,2,0.0,8.7,2,66,12:45 PM,01:51 AM,07:45 AM,04:15 PM,-4,-1,3,-1,27,22,63,1.0,1032,3,10,319,19,Austria
2020-01-06,3,0,0.0,8.7,2,73,01:09 PM,02:57 AM,07:45 AM,04:16 PM,-3,-0,1,-0,7,15,74,0.0,1033,3,10,191,5,Austria
2020-01-07,3,-5,0.0,8.7,1,80,01:39 PM,04:05 AM,07:45 AM,04:17 PM,-2,-1,1,-1,7,34,77,0.0,1029,3,10,214,5,Austria
2020-01-08,6,1,0.0,8.7,1,88,02:15 PM,05:15 AM,07:44 AM,04:18 PM,1,2,3,2,11,33,84,0.0,1031,6,10,209,7,Austria
2020-01-09,3,1,0.0,3.3,1,95,03:01 PM,06:22 AM,07:44 AM,04:19 PM,-1,0,2,0,11,75,77,0.0,1026,3,10,129,7,Austria
2020-01-10,6,-1,0.0,5.1,1,100,03:59 PM,07:26 AM,07:44 AM,04:20 PM,-0,1,3,1,13,48,81,0.0,1023,6,10,190,7,Austria
2020-01-11,6,2,0.0,6.9,1,100,05:07 PM,08:20 AM,07:43 AM,04:22 PM,0,1,4,1,27,56,76,0.0,1030,6,10,299,14,Austria
2020-01-12,6,0,0.0,8.7,2,83,06:23 PM,09:05 AM,07:43 AM,04:23 PM,-1,1,3,1,10,29,80,0.0,1031,6,10,169,6,Austria
2020-01-13,3,1,0.0,6.9,1,76,07:43 PM,09:42 AM,07:42 AM,04:24 PM,-1,0,2,0,11,71,78,0.0,1026,3,10,134,7,Austria
2020-01-14,3,-0,0.0,5.1,1,69,09:03 PM,10:13 AM,07:42 AM,04:26 PM,-1,-2,1,-2,13,60,87,0.0,1023,3,9,132,9,Austria
2020-01-15,6,-1,0.0,6.9,1,61,10:21 PM,10:39 AM,07:41 AM,04:27 PM,-0,-1,2,-1,22,47,86,0.0,1024,6,8,137,15,Austria
2020-01-16,7,2,0.0,6.9,1,54,11:39 PM,11:03 AM,07:40 AM,04:28 PM,0,3,4,3,7,31,76,0.0,1031,7,10,225,4,Austria
2020-01-17,3,0,0.0,3.3,1,47,No moonrise,11:27 AM,07:40 AM,04:30 PM,-0,-2,2,-2,20,54,85,0.0,1027,3,10,134,14,Austria
2020-01-18,5,1,0.0,3.3,1,40,12:55 AM,11:52 AM,07:39 AM,04:31 PM,-1,1,3,1,13,75,79,3.0,1025,5,9,243,9,Austria
2020-01-19,4,2,0.0,3.4,1,32,02:10 AM,12:18 PM,07:38 AM,04:33 PM,-0,-1,3,-1,19,100,79,0.2,1029,4,9,312,14,Austria
2020-01-20,3,1,0.5,3.4,1,25,03:25 AM,12:50 PM,07:37 AM,04:34 PM,1,-0,2,-0,10,84,91,0.8,1044,3,7,301,7,Austria
2020-01-21,1,-1,0.0,5.2,1,18,04:36 AM,01:29 PM,07:36 AM,04:36 PM,-2,-0,0,-0,4,38,85,0.0,1043,1,10,162,3,Austria
2020-01-22,4,0,0.0,8.7,2,11,05:42 AM,02:14 PM,07:35 AM,04:37 PM,-2,-0,2,-0,17,23,72,0.0,1034,4,10,291,11,Austria
2020-01-23,4,0,0.0,8.7,2,3,06:40 AM,03:07 PM,07:34 AM,04:39 PM,-2,-1,2,-1,16,12,77,0.0,1034,4,10,217,10,Austria
2020-01-24,3,-2,0.0,8.7,2,0,07:29 AM,04:07 PM,07:33 AM,04:40 PM,-2,-2,1,-2,13,10,80,0.0,1027,3,10,134,9,Austria
2020-01-25,2,-0,0.0,6.9,1,0,08:08 AM,05:11 PM,07:32 AM,04:42 PM,-2,1,1,1,3,35,79,0.0,1023,2,10,132,2,Austria
2020-01-26,2,-0,0.0,3.4,1,4,08:40 AM,06:16 PM,07:31 AM,04:43 PM,-2,-1,1,-1,7,88,82,0.0,1022,2,9,137,5,Austria
2020-01-27,5,-0,0.0,6.9,1,11,09:07 AM,07:22 PM,07:30 AM,04:45 PM,0,1,2,1,6,48,88,0.0,1019,5,9,176,3,Austria
2020-01-28,5,-3,0.0,5.2,1,18,09:29 AM,08:26 PM,07:29 AM,04:47 PM,1,1,3,1,14,90,87,5.8,1006,5,6,215,9,Austria
2020-01-29,5,1,0.0,8.7,2,26,09:50 AM,09:30 PM,07:28 AM,04:48 PM,-3,-2,3,-2,36,30,64,0.0,1009,5,10,275,25,Austria
2020-01-30,7,1,0.1,3.5,1,33,10:08 AM,10:32 PM,07:26 AM,04:50 PM,-1,1,4,1,24,62,70,0.1,1016,7,9,252,14,Austria
2020-01-31,13,3,0.0,7.0,3,37,10:27 AM,11:36 PM,07:25 AM,04:51 PM,4,6,9,6,31,51,72,0.5,1012,13,9,261,17,Austria
2020-02-01,12,8,0.0,8.7,3,49,10:47 AM,No moonset,07:24 AM,04:53 PM,7,9,10,9,13,50,79,0.1,1013,12,9,249,7,Austria
2020-02-02,12,8,0.0,5.2,3,57,11:10 AM,12:40 AM,07:23 AM,04:55 PM,5,8,11,8,32,75,69,0.4,1014,12,9,265,21,Austria
2020-02-03,9,8,0.0,3.5,2,64,11:36 AM,01:47 AM,07:21 AM,04:56 PM,6,7,10,7,31,93,78,25.3,1012,9,7,282,21,Austria
2020-02-04,7,4,0.0,3.5,2,72,12:08 PM,02:54 AM,07:20 AM,04:58 PM,1,2,6,2,35,77,70,3.6,1007,7,7,273,25,Austria
2020-02-05,4,1,0.0,5.3,1,79,12:48 PM,04:02 AM,07:18 AM,04:59 PM,-4,-3,3,-3,42,70,61,0.3,1018,4,7,329,33,Austria
2020-02-06,6,1,0.1,8.7,2,87,01:40 PM,05:07 AM,07:17 AM,05:01 PM,-6,-2,3,-2,31,34,55,0.1,1028,6,10,301,21,Austria
2020-02-07,7,2,0.0,5.4,1,95,02:43 PM,06:05 AM,07:15 AM,05:03 PM,-1,1,4,1,20,71,68,0.0,1027,7,10,265,14,Austria
2020-02-08,6,1,0.0,5.4,1,100,03:56 PM,06:55 AM,07:14 AM,05:04 PM,-0,-0,3,-0,20,37,77,0.0,1028,6,10,129,15,Austria
2020-02-09,6,-0,0.0,8.7,2,100,05:17 PM,07:37 AM,07:12 AM,05:06 PM,-1,0,3,0,14,18,79,0.0,1027,6,10,133,9,Austria
2020-02-10,11,2,0.0,7.0,2,83,06:39 PM,08:11 AM,07:11 AM,05:08 PM,-1,3,6,3,24,34,65,0.1,1009,11,9,219,16,Austria
2020-02-11,6,4,0.0,5.4,2,75,08:02 PM,08:40 AM,07:09 AM,05:09 PM,-2,2,5,2,31,58,58,4.0,1009,6,9,269,22,Austria
2020-02-12,6,2,0.5,3.8,1,68,09:23 PM,09:06 AM,07:08 AM,05:11 PM,-2,-0,4,-0,29,63,64,1.4,1018,6,8,275,21,Austria
2020-02-13,8,2,2.7,8.7,3,60,10:42 PM,09:30 AM,07:06 AM,05:12 PM,-1,2,5,2,22,40,68,4.4,1017,8,10,201,16,Austria
2020-02-14,8,4,0.0,3.8,2,53,No moonrise,09:55 AM,07:04 AM,05:14 PM,2,3,6,3,27,91,71,0.6,1016,8,8,284,19,Austria
2020-02-15,9,3,0.0,8.7,3,45,12:00 AM,10:21 AM,07:03 AM,05:16 PM,2,4,6,4,12,29,74,0.0,1027,9,10,208,7,Austria
2020-02-16,10,4,0.0,8.7,3,38,01:16 AM,10:52 AM,07:01 AM,05:17 PM,2,4,7,4,24,11,73,0.0,1026,10,10,149,17,Austria
2020-02-17,10,5,0.0,8.7,3,30,02:29 AM,11:28 AM,06:59 AM,05:19 PM,3,6,8,6,12,31,75,0.0,1021,10,10,136,9,Austria
2020-02-18,10,6,0.0,8.7,2,22,03:36 AM,12:11 PM,06:57 AM,05:21 PM,0,6,8,6,27,29,58,0.2,1025,10,9,282,19,Austria
2020-02-19,9,5,0.0,5.6,2,15,04:36 AM,01:01 PM,06:56 AM,05:22 PM,-1,3,6,3,21,46,61,0.3,1022,9,10,261,15,Austria
2020-02-20,6,2,0.0,5.6,1,7,05:27 AM,01:59 PM,06:54 AM,05:24 PM,-1,2,4,2,18,60,69,0.5,1024,6,10,260,12,Austria
2020-02-21,8,4,0.0,8.7,2,0,06:08 AM,03:01 PM,06:52 AM,05:25 PM,-3,2,5,2,25,39,58,0.2,1025,8,10,274,17,Austria
2020-02-22,12,3,0.0,8.7,3,0,06:42 AM,04:06 PM,06:50 AM,05:27 PM,-2,5,7,5,13,28,53,0.0,1028,12,10,226,8,Austria
2020-02-23,12,8,0.0,4.1,3,0,07:10 AM,05:11 PM,06:48 AM,05:29 PM,3,7,10,7,40,82,62,0.0,1020,12,10,265,24,Austria
2020-02-24,8,6,0.0,7.2,2,0,07:34 AM,06:15 PM,06:46 AM,05:30 PM,0,5,8,5,33,61,57,3.2,1020,8,9,265,23,Austria
2020-02-25,13,6,0.0,5.6,3,8,07:54 AM,07:20 PM,06:45 AM,05:32 PM,2,8,9,8,14,70,62,0.3,1008,13,9,227,9,Austria
2020-02-26,7,4,0.0,4.1,2,15,08:13 AM,08:22 PM,06:43 AM,05:33 PM,-2,3,6,3,24,82,59,0.6,1001,7,10,279,18,Austria
2020-02-27,7,2,0.0,7.2,2,23,08:32 AM,09:26 PM,06:41 AM,05:35 PM,-5,0,5,0,26,65,52,0.0,1009,7,10,275,21,Austria
2020-02-28,11,5,0.0,5.6,2,30,08:51 AM,10:29 PM,06:39 AM,05:36 PM,-1,5,8,5,22,65,55,0.0,1006,11,10,254,17,Austria
2020-02-29,9,2,0.0,8.7,3,38,09:12 AM,11:34 PM,06:37 AM,05:38 PM,-4,2,5,2,18,47,53,0.0,1012,9,10,170,14,Austria
2020-03-01,7,4,0.0,4.1,2,44,09:36 AM,No moonset,06:35 AM,05:39 PM,1,4,5,4,9,82,75,6.4,1006,7,8,246,7,Austria
2020-03-02,12,5,0.0,8.7,2,51,10:04 AM,12:40 AM,06:33 AM,05:41 PM,2,6,8,6,26,50,68,8.1,999,12,9,196,17,Austria
2020-03-03,9,5,0.0,4.2,2,58,10:40 AM,01:46 AM,06:31 AM,05:43 PM,2,4,8,4,29,83,70,1.2,1001,9,7,260,22,Austria
2020-03-04,10,4,0.0,7.2,2,65,11:25 AM,02:50 AM,06:29 AM,05:44 PM,-1,3,6,3,23,32,59,0.1,1013,10,10,307,17,Austria
2020-03-05,11,4,0.0,8.7,3,73,12:20 PM,03:51 AM,06:27 AM,05:46 PM,-1,5,7,5,20,27,59,0.0,1008,11,10,203,15,Austria
2020-03-06,7,5,0.0,4.2,2,80,01:28 PM,04:43 AM,06:25 AM,05:47 PM,2,5,6,5,13,82,75,8.2,999,7,9,191,9,Austria
2020-03-07,9,6,0.0,4.2,2,87,02:44 PM,05:28 AM,06:23 AM,05:49 PM,0,3,7,3,28,64,64,0.5,1011,9,10,293,21,Austria
2020-03-08,10,3,0.0,8.7,3,95,04:06 PM,06:05 AM,06:21 AM,05:50 PM,-1,3,6,3,17,13,61,0.0,1020,10,10,290,13,Austria
2020-03-09,7,4,0.0,4.2,2,100,05:31 PM,06:36 AM,06:19 AM,05:52 PM,1,3,5,3,14,88,72,4.8,1016,7,10,223,9,Austria
2020-03-10,11,4,0.0,8.7,3,100,06:54 PM,07:04 AM,06:17 AM,05:53 PM,0,5,8,5,24,37,61,0.0,1017,11,10,277,16,Austria
2020-03-11,16,8,0.0,5.8,3,84,08:17 PM,07:30 AM,06:15 AM,05:55 PM,7,11,13,11,28,72,68,1.7,1017,16,10,264,20,Austria
2020-03-12,18,11,0.0,7.2,4,76,09:40 PM,07:55 AM,06:13 AM,05:56 PM,8,14,14,14,18,50,66,0.2,1017,18,10,251,12,Austria
2020-03-13,12,8,0.0,7.2,3,69,11:00 PM,08:21 AM,06:11 AM,05:58 PM,2,8,11,8,29,50,56,5.9,1017,12,9,301,21,Austria
2020-03-14,8,4,0.0,7.2,2,62,No moonrise,08:51 AM,06:09 AM,05:59 PM,-3,3,6,3,20,38,54,0.0,1023,8,10,218,15,Austria
2020-03-15,9,3,0.0,11.6,3,55,12:17 AM,09:26 AM,06:07 AM,06:00 PM,-6,3,6,3,20,8,44,0.0,1026,9,10,105,16,Austria
2020-03-16,11,4,0.0,7.4,2,47,01:29 AM,10:07 AM,06:05 AM,06:02 PM,-4,4,7,4,28,44,46,0.0,1026,11,10,148,20,Austria
2020-03-17,13,5,0.0,7.4,2,40,02:32 AM,10:56 AM,06:03 AM,06:03 PM,2,9,9,9,5,47,63,0.0,1030,13,10,260,4,Austria
2020-03-18,18,8,0.0,11.6,4,33,03:26 AM,11:52 AM,06:01 AM,06:05 PM,7,12,13,12,9,20,68,0.0,1029,18,10,210,6,Austria
2020-03-19,19,9,0.0,12.5,5,25,04:10 AM,12:53 PM,05:59 AM,06:06 PM,8,14,14,14,7,7,68,0.0,1025,19,10,135,5,Austria
2020-03-20,18,10,0.0,12.5,4,18,04:45 AM,01:57 PM,05:57 AM,06:08 PM,6,14,13,14,7,17,62,0.0,1021,18,10,104,5,Austria
2020-03-21,9,-3,0.0,7.8,2,11,05:15 AM,03:02 PM,05:55 AM,06:09 PM,3,4,7,4,20,86,74,7.1,1018,9,10,59,17,Austria
2020-03-22,5,0,0.0,11.8,1,4,05:39 AM,04:07 PM,05:53 AM,06:11 PM,-8,-2,2,-2,23,57,47,0.1,1028,5,10,11,18,Austria
2020-03-23,5,-1,0.0,11.9,1,0,06:00 AM,05:11 PM,05:51 AM,06:12 PM,-10,-3,2,-3,26,46,42,0.0,1032,5,10,56,20,Austria
2020-03-24,7,-2,0.0,12.6,2,0,06:19 AM,06:14 PM,05:49 AM,06:13 PM,-10,-1,2,-1,16,6,42,0.0,1032,7,10,104,12,Austria
2020-03-25,6,-0,0.0,12.7,2,3,06:37 AM,07:18 PM,05:47 AM,06:15 PM,-9,0,3,0,14,25,43,0.0,1029,6,10,87,11,Austria
2020-03-26,9,1,0.0,12.7,3,11,06:56 AM,08:21 PM,05:45 AM,06:16 PM,-5,2,5,2,17,53,51,0.0,1025,9,10,116,12,Austria
2020-03-27,13,4,0.0,11.9,2,18,07:17 AM,09:26 PM,05:43 AM,06:18 PM,1,8,9,8,10,52,60,0.0,1021,13,10,106,7,Austria
2020-03-28,16,7,0.0,12.8,4,25,07:39 AM,10:31 PM,05:41 AM,06:19 PM,2,11,11,11,7,25,56,0.0,1016,16,10,223,5,Austria
2020-03-29,12,4,0.0,10.6,2,32,08:05 AM,11:37 PM,05:39 AM,06:21 PM,2,6,9,6,23,67,63,0.3,1015,12,10,293,18,Austria
2020-03-30,5,1,0.1,9.3,1,40,08:37 AM,No moonset,05:37 AM,06:22 PM,-7,-1,3,-1,21,85,51,0.4,1022,5,9,197,16,Austria
2020-03-31,6,1,0.2,9.4,1,44,09:17 AM,12:41 AM,05:34 AM,06:24 PM,-8,1,3,1,13,52,43,1.5,1026,6,10,268,10,Austria
2020-04-01,10,-0,0.0,12.9,3,56,10:07 AM,01:42 AM,05:32 AM,06:25 PM,-6,3,5,3,9,3,47,0.0,1023,10,10,224,7,Austria
2020-04-02,13,3,0.0,13.0,3,64,11:08 AM,02:35 AM,05:30 AM,06:27 PM,-5,8,8,8,7,4,41,0.0,1015,13,10,199,5,Austria
2020-04-03,13,5,0.0,13.0,2,71,12:18 PM,03:22 AM,05:28 AM,06:28 PM,-1,7,9,7,15,35,51,0.1,1014,13,10,283,12,Austria
2020-04-04,12,6,0.0,13.0,3,79,01:36 PM,04:01 AM,05:26 AM,06:29 PM,1,8,9,8,9,48,59,0.0,1025,12,10,181,7,Austria
2020-04-05,15,7,0.0,13.1,4,87,02:58 PM,04:33 AM,05:24 AM,06:31 PM,0,10,11,10,16,1,51,0.0,1029,15,10,104,12,Austria
2020-04-06,16,7,0.0,13.1,4,94,04:21 PM,05:02 AM,05:22 AM,06:32 PM,1,10,12,10,32,0,50,0.0,1030,16,10,144,23,Austria
2020-04-07,17,8,0.0,13.1,4,100,05:45 PM,05:28 AM,05:20 AM,06:34 PM,-2,10,12,10,28,0,38,0.0,1032,17,10,149,19,Austria
2020-04-08,18,7,0.0,13.2,4,100,07:09 PM,05:52 AM,05:18 AM,06:35 PM,-2,11,13,11,24,0,36,0.0,1030,18,10,143,16,Austria
2020-04-09,21,11,0.0,13.2,5,83,08:32 PM,06:18 AM,05:16 AM,06:37 PM,2,15,15,15,10,5,42,0.0,1024,21,10,283,7,Austria
2020-04-10,18,12,0.0,13.2,4,76,09:55 PM,06:47 AM,05:14 AM,06:38 PM,5,14,14,14,13,47,55,0.0,1024,18,10,268,9,Austria
2020-04-11,18,11,0.0,13.3,4,68,11:12 PM,07:20 AM,05:12 AM,06:40 PM,4,14,14,14,8,44,50,0.0,1024,18,10,40,6,Austria
2020-04-12,21,10,0.0,13.3,5,61,No moonrise,08:00 AM,05:10 AM,06:41 PM,5,15,15,15,12,19,52,0.0,1020,21,10,126,9,Austria
2020-04-13,20,13,0.0,10.8,4,53,12:22 AM,08:47 AM,05:08 AM,06:43 PM,6,17,18,17,15,75,57,0.7,1012,20,10,281,12,Austria
2020-04-14,9,4,0.0,13.4,2,46,01:22 AM,09:43 AM,05:06 AM,06:44 PM,-4,4,7,4,25,31,47,0.4,1021,9,10,320,20,Austria
2020-04-15,15,4,0.0,13.4,4,38,02:10 AM,10:43 AM,05:04 AM,06:46 PM,-3,8,10,8,12,11,42,0.0,1025,15,10,288,9,Austria
2020-04-16,22,10,0.0,13.3,5,30,02:49 AM,11:48 AM,05:02 AM,06:47 PM,3,15,16,15,6,18,45,0.0,1020,22,10,169,5,Austria
2020-04-17,21,12,0.0,13.3,4,23,03:20 AM,12:53 PM,05:00 AM,06:48 PM,8,15,16,15,15,28,59,1.7,1016,21,10,267,10,Austria
2020-04-18,21,11,0.0,13.9,5,15,03:45 AM,01:58 PM,04:59 AM,06:50 PM,8,16,17,16,8,47,58,0.7,1017,21,10,189,6,Austria
2020-04-19,16,10,0.0,11.0,3,8,04:07 AM,03:03 PM,04:57 AM,06:51 PM,5,12,13,12,15,66,63,15.4,1017,16,9,104,11,Austria
2020-04-20,16,6,0.0,14.0,4,0,04:26 AM,04:06 PM,04:55 AM,06:53 PM,0,10,11,10,13,10,47,0.0,1021,16,10,66,10,Austria
2020-04-21,16,7,0.0,14.0,4,0,04:44 AM,05:10 PM,04:53 AM,06:54 PM,-1,10,11,10,18,3,45,0.0,1021,16,10,114,13,Austria
2020-04-22,17,8,0.0,14.1,4,0,05:03 AM,06:13 PM,04:51 AM,06:56 PM,1,12,12,12,12,4,48,0.0,1022,17,10,109,9,Austria
2020-04-23,18,8,0.0,14.1,4,0,05:22 AM,07:18 PM,04:49 AM,06:57 PM,4,12,13,12,13,4,54,0.0,1021,18,10,122,10,Austria
2020-04-24,21,10,0.0,12.2,4,7,05:44 AM,08:24 PM,04:47 AM,06:59 PM,5,15,15,15,8,39,53,0.0,1013,21,10,230,6,Austria
2020-04-25,17,12,0.0,14.5,3,15,06:08 AM,09:30 PM,04:46 AM,07:00 PM,4,13,14,13,23,28,53,0.2,1009,17,10,273,17,Austria
2020-04-26,19,9,0.0,14.5,5,22,06:38 AM,10:35 PM,04:44 AM,07:02 PM,3,14,14,14,8,12,50,0.0,1011,19,10,148,6,Austria
2020-04-27,19,10,0.0,12.4,4,30,07:15 AM,11:37 PM,04:42 AM,07:03 PM,8,14,14,14,15,33,66,0.2,1011,19,10,130,11,Austria
2020-04-28,22,11,0.0,13.4,5,37,08:01 AM,No moonset,04:40 AM,07:05 PM,10,16,17,16,14,27,69,0.0,1007,22,10,126,10,Austria
2020-04-29,16,13,0.0,9.2,3,45,08:57 AM,12:33 AM,04:39 AM,07:06 PM,9,13,14,13,28,83,72,1.1,1005,16,9,269,21,Austria
2020-04-30,22,12,0.0,13.4,4,52,10:03 AM,01:21 AM,04:37 AM,07:07 PM,7,15,17,15,16,63,56,0.1,1009,22,10,236,11,Austria
2020-05-01,19,12,0.0,12.4,4,58,11:16 AM,02:01 AM,04:35 AM,07:09 PM,7,14,15,14,21,69,59,1.3,1008,19,10,282,16,Austria
2020-05-02,18,11,0.0,11.3,4,65,12:33 PM,02:34 AM,04:34 AM,07:10 PM,5,13,14,13,24,51,55,0.5,1009,18,10,285,19,Austria
2020-05-03,17,9,0.0,11.4,3,72,01:54 PM,03:03 AM,04:32 AM,07:12 PM,4,12,13,12,21,54,55,1.3,1016,17,10,296,16,Austria
2020-05-04,19,10,0.0,13.5,4,80,03:15 PM,03:28 AM,04:30 AM,07:13 PM,6,14,14,14,13,43,57,0.3,1017,19,10,276,10,Austria
2020-05-05,16,10,0.0,14.5,3,87,04:37 PM,03:52 AM,04:29 AM,07:15 PM,4,11,13,11,19,51,58,7.3,1017,16,10,326,15,Austria
2020-05-06,15,6,0.0,11.4,3,94,06:01 PM,04:16 AM,04:27 AM,07:16 PM,2,8,10,8,26,49,57,1.1,1020,15,10,315,19,Austria
2020-05-07,17,8,0.0,14.5,4,100,07:24 PM,04:43 AM,04:26 AM,07:17 PM,2,11,12,11,28,10,52,0.0,1021,17,10,278,21,Austria
2020-05-08,21,10,0.0,11.4,4,100,08:46 PM,05:13 AM,04:24 AM,07:19 PM,6,16,16,16,9,40,56,0.0,1020,21,10,146,7,Austria
2020-05-09,21,14,0.0,11.4,4,84,10:02 PM,05:50 AM,04:23 AM,07:20 PM,11,18,18,18,9,63,66,0.2,1015,21,10,126,7,Austria
2020-05-10,24,14,0.0,14.5,6,77,11:09 PM,06:34 AM,04:21 AM,07:21 PM,13,19,20,19,13,28,68,0.0,1008,24,10,115,10,Austria
2020-05-11,25,14,0.0,14.5,6,70,No moonrise,07:28 AM,04:20 AM,07:23 PM,10,19,20,19,21,32,61,0.2,1001,25,9,167,17,Austria
2020-05-12,14,6,0.0,14.5,3,62,12:04 AM,08:28 AM,04:18 AM,07:24 PM,-2,8,10,8,21,40,48,0.2,1015,14,10,245,18,Austria
2020-05-13,15,8,0.0,11.5,3,55,12:48 AM,09:34 AM,04:17 AM,07:26 PM,4,9,11,9,18,62,62,1.6,1015,15,10,117,14,Austria
2020-05-14,16,9,0.0,10.5,3,48,01:23 AM,10:40 AM,04:16 AM,07:27 PM,8,12,13,12,15,78,74,0.3,1010,16,10,240,12,Austria
2020-05-15,10,3,0.0,9.5,2,40,01:50 AM,11:47 AM,04:15 AM,07:28 PM,7,7,10,7,18,83,84,5.8,1013,10,9,135,13,Austria
2020-05-16,19,5,0.0,14.5,4,33,02:13 AM,12:52 PM,04:13 AM,07:29 PM,5,12,13,12,12,15,61,0.0,1023,19,10,194,9,Austria
