date_time,Austria_maxtempC,Austria_mintempC,Austria_totalSnow_cm,Austria_sunHour,Austria_uvIndex,Austria_moon_illumination,Austria_moonrise,Austria_moonset,Austria_sunrise,Austria_sunset,Austria_DewPointC,Austria_FeelsLikeC,Austria_HeatIndexC,Austria_WindChillC,Austria_WindGustKmph,Austria_cloudcover,Austria_humidity,Austria_precipMM,Austria_pressure,Austria_tempC,Austria_visibility,Austria_winddirDegree,Austria_windspeedKmph,Austria_location
2020-10-28,16,6,0.0,8.7,3,78,04:00 PM,02:54 AM,06:34 AM,04:42 PM,5,12,12,12,4,30,64,0.0,1018,16,10,236,3,Austria
2020-10-29,13,11,0.0,3.8,3,85,04:17 PM,03:59 AM,06:36 AM,04:40 PM,6,11,12,11,21,70,68,2.6,1021,13,9,280,15,Austria
2020-10-30,13,8,0.0,3.8,3,93,04:35 PM,05:03 AM,06:37 AM,04:38 PM,7,9,11,9,25,75,75,1.2,1024,13,9,276,17,Austria
2020-10-31,14,12,0.0,5.4,3,97,04:53 PM,06:07 AM,06:39 AM,04:37 PM,9,12,13,12,22,71,77,3.1,1023,14,6,250,14,Austria
2020-11-01,15,10,0.0,7.0,3,89,05:15 PM,07:13 AM,06:40 AM,04:35 PM,9,11,12,11,10,76,84,2.2,1022,15,9,162,7,Austria
2020-11-02,15,10,0.0,3.7,3,81,05:40 PM,08:18 AM,06:42 AM,04:33 PM,12,14,14,14,11,98,86,1.0,1020,15,9,234,7,Austria
2020-11-03,18,15,0.0,8.7,4,74,06:10 PM,09:24 AM,06:43 AM,04:32 PM,13,16,16,16,6,56,83,0.0,1022,18,10,242,4,Austria
2020-11-04,12,9,0.0,3.7,3,66,06:49 PM,10:27 AM,06:45 AM,04:30 PM,7,9,11,9,22,95,79,7.6,1026,12,6,306,15,Austria
2020-11-05,10,7,0.0,8.7,3,58,07:36 PM,11:26 AM,06:46 AM,04:29 PM,3,7,9,7,17,23,69,0.0,1034,10,10,329,11,Austria
2020-11-06,12,5,0.0,8.7,3,51,08:33 PM,12:17 PM,06:48 AM,04:27 PM,3,8,9,8,7,0,67,0.0,1035,12,10,238,6,Austria
2020-11-07,10,4,0.0,8.7,3,43,09:40 PM,01:01 PM,06:50 AM,04:26 PM,1,6,7,6,17,11,65,0.0,1032,10,10,129,11,Austria
2020-11-08,12,6,0.0,8.7,3,36,10:52 PM,01:37 PM,06:51 AM,04:25 PM,4,9,9,9,6,1,71,0.0,1028,12,10,167,4,Austria
2020-11-09,11,5,0.0,8.7,3,28,No moonrise,02:07 PM,06:53 AM,04:23 PM,4,8,8,8,5,17,79,0.0,1027,11,10,99,3,Austria
2020-11-10,10,5,0.0,5.3,2,21,12:08 AM,02:32 PM,06:54 AM,04:22 PM,5,7,8,7,7,56,85,0.0,1028,10,9,116,5,Austria
2020-11-11,10,5,0.0,8.7,3,13,01:28 AM,02:56 PM,06:56 AM,04:21 PM,4,5,7,5,15,28,81,0.0,1028,10,10,134,9,Austria
2020-11-12,10,6,0.0,8.7,3,6,02:48 AM,03:19 PM,06:57 AM,04:19 PM,3,6,8,6,12,15,74,0.0,1026,10,10,148,9,Austria
2020-11-13,11,6,0.0,8.7,2,0,04:11 AM,03:42 PM,06:59 AM,04:18 PM,4,8,8,8,6,44,75,0.0,1025,11,10,143,4,Austria
2020-11-14,10,7,0.0,8.7,3,0,05:36 AM,04:07 PM,07:01 AM,04:17 PM,6,7,8,7,8,35,86,0.0,1025,10,10,136,6,Austria
2020-11-15,10,3,0.0,3.4,2,0,07:02 AM,04:38 PM,07:02 AM,04:16 PM,6,5,7,5,21,77,88,0.0,1021,10,9,132,15,Austria
2020-11-16,11,6,0.0,3.4,2,2,08:26 AM,05:16 PM,07:04 AM,04:15 PM,5,7,9,7,18,81,77,0.1,1020,11,10,252,12,Austria
2020-11-17,11,7,0.0,6.9,2,9,09:46 AM,06:04 PM,07:05 AM,04:13 PM,5,8,9,8,15,43,75,0.0,1029,11,10,290,10,Austria
2020-11-18,11,7,0.0,8.7,3,17,10:54 AM,07:02 PM,07:07 AM,04:12 PM,5,8,9,8,11,9,76,0.0,1030,11,10,173,8,Austria
2020-11-19,12,7,0.0,6.9,3,24,11:49 AM,08:08 PM,07:08 AM,04:11 PM,5,8,9,8,18,30,73,1.0,1025,12,10,193,11,Austria
2020-11-20,6,3,0.0,5.2,2,32,12:30 PM,09:19 PM,07:10 AM,04:10 PM,-3,1,5,1,33,60,55,0.1,1031,6,10,322,22,Austria
2020-11-21,6,1,0.0,8.7,2,39,01:03 PM,10:29 PM,07:11 AM,04:10 PM,-2,1,3,1,12,7,69,0.0,1037,6,10,250,9,Austria
2020-11-22,6,2,0.0,5.1,1,47,01:28 PM,11:38 PM,07:12 AM,04:09 PM,-6,3,4,3,4,28,52,0.0,1032,6,10,137,3,Austria
2020-11-23,7,3,0.0,5.1,2,54,01:49 PM,No moonset,07:14 AM,04:08 PM,-2,4,5,4,5,82,60,0.3,1028,7,9,213,3,Austria
2020-11-24,7,3,0.0,8.7,3,62,02:07 PM,12:44 AM,07:15 AM,04:07 PM,2,4,5,4,12,4,76,0.0,1030,7,10,162,9,Austria
2020-11-25,6,2,0.0,8.7,2,70,02:24 PM,01:50 AM,07:17 AM,04:06 PM,0,-0,4,-0,22,26,79,0.0,1025,6,10,135,15,Austria
2020-11-26,3,1,0.0,5.1,1,77,02:41 PM,02:54 AM,07:18 AM,04:06 PM,-0,2,2,2,4,61,85,0.0,1024,3,10,123,3,Austria
2020-11-27,7,1,0.0,8.7,2,85,03:00 PM,03:58 AM,07:19 AM,04:05 PM,-1,4,4,4,2,8,73,0.0,1023,7,10,216,1,Austria
2020-11-28,3,1,0.0,5.1,1,92,03:20 PM,05:03 AM,07:21 AM,04:04 PM,-2,1,2,1,7,44,77,0.0,1021,3,10,302,5,Austria
2020-11-29,2,-1,0.0,8.7,2,100,03:44 PM,06:08 AM,07:22 AM,04:04 PM,-3,-2,1,-2,12,34,75,0.0,1023,2,10,303,8,Austria
2020-11-30,3,-1,0.1,5.1,1,100,04:12 PM,07:15 AM,07:23 AM,04:03 PM,-2,-1,1,-1,12,52,81,0.1,1027,3,10,237,7,Austria
2020-12-01,2,-1,0.0,8.7,2,89,04:48 PM,08:19 AM,07:25 AM,04:03 PM,-3,-4,0,-4,21,30,79,0.0,1023,2,10,138,15,Austria
2020-12-02,1,-2,0.0,6.9,1,82,05:33 PM,09:21 AM,07:26 AM,04:02 PM,-5,-6,-0,-6,25,48,73,0.0,1021,1,10,129,18,Austria
2020-12-03,-1,-7,6.0,3.3,1,75,06:27 PM,10:15 AM,07:27 AM,04:02 PM,-2,-5,-1,-5,19,99,88,7.3,1012,-1,6,131,13,Austria
2020-12-04,6,-1,0.0,8.7,1,67,07:31 PM,11:02 AM,07:28 AM,04:01 PM,2,-1,4,-1,45,58,86,0.1,1002,6,10,144,30,Austria
2020-12-05,9,2,0.0,6.9,2,60,08:41 PM,11:40 AM,07:29 AM,04:01 PM,4,2,7,2,45,46,77,0.0,1004,9,10,143,30,Austria
2020-12-06,10,4,0.0,3.3,2,53,09:55 PM,12:11 PM,07:31 AM,04:01 PM,5,5,9,5,35,70,78,0.2,1006,10,9,128,25,Austria
2020-12-07,10,8,0.0,5.1,2,46,11:11 PM,12:37 PM,07:32 AM,04:01 PM,5,6,9,6,34,72,75,0.6,1005,10,7,142,25,Austria
2020-12-08,7,5,0.0,3.3,2,38,No moonrise,01:00 PM,07:33 AM,04:01 PM,3,2,6,2,32,73,82,0.0,1009,7,10,137,24,Austria
2020-12-09,6,4,0.0,3.2,2,31,12:27 AM,01:22 PM,07:34 AM,04:00 PM,2,2,5,2,18,99,79,3.0,1009,6,9,106,14,Austria
2020-12-10,5,-1,0.0,3.2,1,24,01:46 AM,01:43 PM,07:35 AM,04:00 PM,3,3,4,3,6,100,90,15.9,1007,5,7,179,5,Austria
2020-12-11,6,-2,0.0,3.2,1,17,03:07 AM,02:06 PM,07:36 AM,04:00 PM,2,1,4,1,22,95,86,0.1,1005,6,10,147,15,Austria
2020-12-12,5,1,0.0,3.2,1,9,04:29 AM,02:33 PM,07:37 AM,04:00 PM,2,1,4,1,21,99,85,0.0,1004,5,10,143,14,Austria
2020-12-13,6,2,0.0,3.2,1,2,05:54 AM,03:07 PM,07:37 AM,04:01 PM,2,2,4,2,15,66,84,0.0,1011,6,10,294,9,Austria
2020-12-14,7,3,0.0,8.6,3,0,07:16 AM,03:49 PM,07:38 AM,04:01 PM,2,3,5,3,10,31,86,0.0,1018,7,10,218,7,Austria
2020-12-15,6,2,0.0,8.6,1,0,08:31 AM,04:42 PM,07:39 AM,04:01 PM,1,0,4,0,24,47,84,0.0,1019,6,10,138,17,Austria
2020-12-16,3,2,0.0,3.2,1,5,09:34 AM,05:46 PM,07:40 AM,04:01 PM,0,2,3,2,6,96,86,0.0,1023,3,10,123,4,Austria
2020-12-17,4,2,0.0,3.2,1,12,10:23 AM,06:56 PM,07:40 AM,04:01 PM,1,1,3,1,7,82,87,0.0,1026,4,10,129,5,Austria
2020-12-18,5,1,0.0,8.6,2,20,11:01 AM,08:09 PM,07:41 AM,04:02 PM,2,2,3,2,7,42,88,0.0,1028,5,10,182,5,Austria
2020-12-19,4,2,0.0,3.2,1,27,11:30 AM,09:21 PM,07:42 AM,04:02 PM,2,-0,3,-0,20,94,90,0.0,1026,4,10,130,13,Austria
2020-12-20,5,3,0.0,3.2,1,34,11:53 AM,10:30 PM,07:42 AM,04:03 PM,2,1,4,1,16,87,87,0.0,1026,5,10,132,12,Austria
2020-12-21,5,2,0.0,5.1,1,41,12:13 PM,11:37 PM,07:43 AM,04:03 PM,1,3,4,3,7,56,86,0.0,1028,5,9,200,5,Austria
2020-12-22,6,1,0.0,3.2,1,49,12:30 PM,No moonset,07:43 AM,04:04 PM,4,2,5,2,18,80,89,2.0,1023,6,10,186,11,Austria
2020-12-23,11,7,0.0,3.2,3,56,12:48 PM,12:42 AM,07:44 AM,04:04 PM,7,9,10,9,14,87,83,0.6,1019,11,8,212,8,Austria
2020-12-24,10,8,0.0,3.2,2,63,01:05 PM,01:46 AM,07:44 AM,04:05 PM,6,7,9,7,22,94,82,14.1,1011,10,8,267,14,Austria
2020-12-25,6,3,0.0,3.2,1,70,01:24 PM,02:50 AM,07:44 AM,04:05 PM,1,2,5,2,23,92,73,0.4,1015,6,10,301,17,Austria
2020-12-26,2,-3,0.0,8.6,2,78,01:46 PM,03:56 AM,07:45 AM,04:06 PM,-4,-3,1,-3,20,16,68,0.0,1024,2,10,300,15,Austria
2020-12-27,2,-1,0.0,8.6,2,85,02:13 PM,05:02 AM,07:45 AM,04:07 PM,-5,-4,1,-4,31,3,62,0.0,1012,2,10,157,23,Austria
2020-12-28,6,-1,0.0,5.1,1,92,02:46 PM,06:08 AM,07:45 AM,04:08 PM,-1,-2,3,-2,38,68,74,7.8,988,6,9,169,26,Austria
2020-12-29,6,2,0.0,8.6,1,100,03:28 PM,07:11 AM,07:45 AM,04:08 PM,1,2,4,2,10,49,80,1.8,993,6,9,225,7,Austria
2020-12-30,5,2,0.0,6.9,1,100,04:20 PM,08:09 AM,07:45 AM,04:09 PM,-1,2,3,2,9,62,76,0.0,1005,5,10,286,6,Austria
2020-12-31,4,1,0.0,8.7,1,89,05:22 PM,08:59 AM,07:45 AM,04:10 PM,-1,1,2,1,10,38,80,0.0,1010,4,10,227,7,Austria
2021-01-01,2,-0,0.0,6.9,1,79,06:31 PM,09:41 AM,07:45 AM,04:11 PM,-1,0,1,0,5,45,85,0.0,1011,2,9,134,4,Austria
2021-01-02,4,0,0.0,6.9,1,71,07:45 PM,10:14 AM,07:45 AM,04:12 PM,-0,1,2,1,12,68,85,0.0,1014,4,10,122,7,Austria
2021-01-03,6,5,0.0,3.3,2,64,09:01 PM,10:42 AM,07:45 AM,04:13 PM,3,2,5,2,23,88,87,1.3,1012,6,10,142,16,Austria
2021-01-04,5,-1,0.0,3.3,1,57,10:16 PM,11:06 AM,07:45 AM,04:14 PM,3,3,4,3,4,100,91,2.4,1013,5,8,142,3,Austria
2021-01-05,5,3,0.0,3.3,1,50,11:33 PM,11:27 AM,07:45 AM,04:15 PM,2,3,4,3,6,87,88,0.0,1012,5,8,235,4,Austria
2021-01-06,4,2,0.1,3.3,1,42,No moonrise,11:48 AM,07:45 AM,04:16 PM,1,0,3,0,15,92,85,2.7,1011,4,9,203,11,Austria
2021-01-07,3,1,0.0,6.9,1,35,12:50 AM,12:09 PM,07:44 AM,04:18 PM,-3,-2,2,-2,21,64,70,0.0,1014,3,10,271,15,Austria
2021-01-08,1,-1,0.0,8.7,2,28,02:10 AM,12:34 PM,07:44 AM,04:19 PM,-4,-3,0,-3,15,34,73,0.0,1017,1,10,279,10,Austria
2021-01-09,2,-1,0.0,8.7,2,20,03:31 AM,01:03 PM,07:44 AM,04:20 PM,-4,-3,0,-3,16,29,73,0.0,1022,2,10,294,11,Austria
2021-01-10,0,-2,0.0,8.7,2,13,04:51 AM,01:40 PM,07:43 AM,04:21 PM,-5,-3,-1,-3,7,26,76,0.0,1025,0,10,289,5,Austria
2021-01-11,2,-3,0.0,8.7,2,6,06:08 AM,02:26 PM,07:43 AM,04:23 PM,-6,-4,-1,-4,9,4,69,0.0,1024,2,10,295,7,Austria
2021-01-12,2,-3,0.0,5.1,1,0,07:17 AM,03:25 PM,07:42 AM,04:24 PM,-7,-4,-0,-4,16,60,60,0.2,1015,2,10,240,10,Austria
2021-01-13,2,-1,0.1,8.7,1,0,08:12 AM,04:32 PM,07:42 AM,04:25 PM,-4,-4,1,-4,28,55,73,0.3,1013,2,9,283,18,Austria
2021-01-14,1,-1,0.3,3.3,1,1,08:55 AM,05:46 PM,07:41 AM,04:27 PM,-5,-5,0,-5,33,67,68,0.9,1015,1,7,302,24,Austria
2021-01-15,-1,-5,0.3,5.1,1,8,09:28 AM,06:59 PM,07:40 AM,04:28 PM,-5,-7,-1,-7,26,68,74,0.3,1021,-1,9,304,20,Austria
2021-01-16,-3,-4,1.2,3.3,1,16,09:54 AM,08:11 PM,07:40 AM,04:29 PM,-8,-9,-3,-9,28,88,69,1.4,1023,-3,9,313,21,Austria
2021-01-17,-2,-5,0.0,5.1,1,23,10:16 AM,09:20 PM,07:39 AM,04:31 PM,-7,-8,-4,-8,18,61,74,0.0,1020,-2,10,253,14,Austria
2021-01-18,0,-7,2.5,3.4,1,30,10:34 AM,10:27 PM,07:38 AM,04:32 PM,-4,-6,-3,-6,14,57,88,3.1,1025,0,6,292,9,Austria
2021-01-19,1,-5,0.0,3.4,1,38,10:52 AM,11:32 PM,07:37 AM,04:34 PM,-1,-3,-0,-3,20,77,87,0.6,1020,1,9,222,11,Austria
2021-01-20,3,0,0.0,8.7,2,45,11:09 AM,No moonset,07:36 AM,04:35 PM,1,-0,2,-0,14,27,88,0.8,1014,3,9,158,8,Austria
2021-01-21,4,-0,0.0,6.9,1,52,11:28 AM,12:37 AM,07:36 AM,04:37 PM,-0,-0,1,-0,9,49,89,0.0,1008,4,7,155,6,Austria
2021-01-22,4,1,0.0,3.4,1,59,11:48 AM,01:42 AM,07:35 AM,04:38 PM,1,2,2,2,6,56,88,0.0,1002,4,9,185,3,Austria
2021-01-23,8,3,0.0,5.2,2,67,12:12 PM,02:47 AM,07:34 AM,04:40 PM,2,2,6,2,31,58,78,0.0,995,8,10,222,20,Austria
2021-01-24,4,1,2.3,8.7,1,74,12:43 PM,03:53 AM,07:33 AM,04:41 PM,-2,-1,2,-1,19,70,76,2.8,999,4,7,293,14,Austria
2021-01-25,2,-1,0.0,6.9,1,81,01:21 PM,04:58 AM,07:31 AM,04:43 PM,-5,-4,1,-4,28,36,65,0.0,1002,2,10,288,19,Austria
2021-01-26,2,-1,0.0,6.9,1,88,02:08 PM,05:58 AM,07:30 AM,04:45 PM,-5,-5,1,-5,31,49,67,0.0,1012,2,10,293,22,Austria
2021-01-27,2,-1,0.4,8.7,1,96,03:07 PM,06:52 AM,07:29 AM,04:46 PM,-4,-4,1,-4,26,52,70,0.5,1017,2,10,299,19,Austria
2021-01-28,5,-0,0.1,3.5,1,100,04:15 PM,07:37 AM,07:28 AM,04:48 PM,-0,-0,2,-0,16,83,82,6.9,1010,5,9,249,10,Austria
2021-01-29,5,-1,0.0,3.5,1,90,05:30 PM,08:14 AM,07:27 AM,04:49 PM,3,2,5,2,23,87,85,22.3,1001,5,8,247,15,Austria
2021-01-30,8,3,0.0,5.2,2,82,06:47 PM,08:44 AM,07:26 AM,04:51 PM,1,2,6,2,35,74,71,1.4,998,8,9,281,23,Austria
2021-01-31,2,-1,0.5,3.5,1,79,08:05 PM,09:10 AM,07:24 AM,04:53 PM,-4,-2,0,-2,8,79,70,0.6,1004,2,8,96,6,Austria
2021-02-01,3,-1,0.0,8.7,2,63,09:23 PM,09:32 AM,07:23 AM,04:54 PM,-5,-2,1,-2,10,32,69,0.0,1003,3,10,109,8,Austria
2021-02-02,8,-0,0.0,5.2,1,55,10:41 PM,09:53 AM,07:22 AM,04:56 PM,0,2,4,2,12,62,78,0.1,1011,8,10,180,7,Austria
2021-02-03,8,4,0.0,7.0,2,48,11:59 PM,10:14 AM,07:20 AM,04:57 PM,2,4,6,4,14,57,79,0.0,1009,8,10,176,9,Austria
2021-02-04,10,7,0.0,7.0,2,40,No moonrise,10:37 AM,07:19 AM,04:59 PM,2,6,8,6,26,33,65,0.0,1015,10,10,225,16,Austria
2021-02-05,8,4,0.0,3.7,2,33,01:19 AM,11:05 AM,07:17 AM,05:01 PM,1,5,6,5,7,75,73,0.0,1018,8,10,113,4,Austria
2021-02-06,6,2,0.0,3.7,2,25,02:38 AM,11:38 AM,07:16 AM,05:02 PM,4,4,5,4,9,100,90,0.1,1012,6,8,108,7,Austria
2021-02-07,7,1,0.0,3.7,2,18,03:55 AM,12:19 PM,07:14 AM,05:04 PM,3,3,5,3,14,98,86,0.2,1001,7,9,165,10,Austria
