date_time,Bangladesh_maxtempC,Bangladesh_mintempC,Bangladesh_totalSnow_cm,Bangladesh_sunHour,Bangladesh_uvIndex,Bangladesh_moon_illumination,Bangladesh_moonrise,Bangladesh_moonset,Bangladesh_sunrise,Bangladesh_sunset,Bangladesh_DewPointC,Bangladesh_FeelsLikeC,Bangladesh_HeatIndexC,Bangladesh_WindChillC,Bangladesh_WindGustKmph,Bangladesh_cloudcover,Bangladesh_humidity,Bangladesh_precipMM,Bangladesh_pressure,Bangladesh_tempC,Bangladesh_visibility,Bangladesh_winddirDegree,Bangladesh_windspeedKmph,Bangladesh_location
2020-06-15,34,28,0.0,10.8,7,23,01:14 AM,01:36 PM,05:11 AM,06:47 PM,25,37,37,31,28,57,72,3.8,1000,34,10,161,21,Bangladesh
2020-06-16,34,29,0.0,12.0,7,16,01:46 AM,02:26 PM,05:11 AM,06:47 PM,25,37,37,31,27,49,72,11.2,999,34,9,180,18,Bangladesh
2020-06-17,33,22,0.0,12.0,6,8,02:18 AM,03:17 PM,05:12 AM,06:47 PM,25,34,34,28,23,65,78,3.0,998,33,10,176,18,Bangladesh
2020-06-18,31,28,0.0,9.6,6,1,02:53 AM,04:09 PM,05:12 AM,06:47 PM,25,34,34,28,27,76,82,21.2,999,31,8,174,16,Bangladesh
2020-06-19,34,27,0.0,10.8,7,0,03:31 AM,05:04 PM,05:12 AM,06:48 PM,25,37,37,30,29,65,75,15.1,1001,34,9,162,19,Bangladesh
2020-06-20,34,28,0.0,8.4,7,0,04:13 AM,06:01 PM,05:12 AM,06:48 PM,25,37,37,31,24,74,71,7.2,1000,34,9,161,17,Bangladesh
2020-06-21,34,28,0.0,10.8,7,0,05:01 AM,06:58 PM,05:12 AM,06:48 PM,25,37,37,30,30,66,73,3.9,999,34,10,155,23,Bangladesh
2020-06-22,34,28,0.0,9.6,7,7,05:54 AM,07:54 PM,05:13 AM,06:48 PM,25,37,37,31,29,64,71,5.3,1000,34,10,166,21,Bangladesh
2020-06-23,34,28,0.0,8.4,7,14,06:51 AM,08:47 PM,05:13 AM,06:49 PM,25,38,38,31,27,72,72,11.7,1003,34,9,175,18,Bangladesh
2020-06-24,35,28,0.0,10.8,7,22,07:52 AM,09:38 PM,05:13 AM,06:49 PM,25,38,38,31,24,58,70,0.7,1004,35,10,189,18,Bangladesh
2020-06-25,33,28,0.0,9.6,7,29,08:53 AM,10:23 PM,05:13 AM,06:49 PM,25,37,37,30,32,66,75,41.5,1003,33,7,198,19,Bangladesh
2020-06-26,33,28,0.0,8.3,7,37,09:55 AM,11:05 PM,05:14 AM,06:49 PM,25,36,36,30,38,84,77,38.8,1001,33,7,193,23,Bangladesh
2020-06-27,28,25,0.0,9.6,6,44,10:56 AM,11:45 PM,05:14 AM,06:49 PM,25,32,32,27,34,77,87,117.5,1001,28,7,185,18,Bangladesh
2020-06-28,34,27,0.0,10.8,7,52,11:57 AM,No moonset,05:14 AM,06:49 PM,24,36,36,30,24,52,70,3.2,1002,34,10,184,17,Bangladesh
2020-06-29,35,28,0.0,9.6,7,59,12:57 PM,12:24 AM,05:15 AM,06:49 PM,25,37,37,31,24,70,70,5.2,1002,35,9,170,17,Bangladesh
2020-06-30,35,28,0.0,9.6,7,67,01:58 PM,01:03 AM,05:15 AM,06:49 PM,25,38,38,31,24,70,69,9.0,1001,35,9,187,16,Bangladesh
2020-07-01,35,29,0.0,10.8,7,72,03:01 PM,01:44 AM,05:15 AM,06:49 PM,25,38,38,32,24,72,70,15.7,1000,35,9,196,16,Bangladesh
2020-07-02,35,29,0.0,12.0,7,79,04:05 PM,02:28 AM,05:16 AM,06:49 PM,25,39,39,32,24,67,70,9.4,999,35,9,188,16,Bangladesh
2020-07-03,34,28,0.0,10.8,7,86,05:09 PM,03:16 AM,05:16 AM,06:49 PM,25,38,38,31,26,61,74,7.1,1000,34,10,168,19,Bangladesh
2020-07-04,35,28,0.0,10.8,7,94,06:10 PM,04:08 AM,05:16 AM,06:49 PM,25,37,37,30,26,73,74,11.4,1000,35,10,161,18,Bangladesh
2020-07-05,29,20,0.0,8.3,6,100,07:09 PM,05:05 AM,05:17 AM,06:49 PM,25,31,31,26,23,92,86,1.6,998,29,9,134,17,Bangladesh
2020-07-06,33,27,0.0,9.6,7,100,08:01 PM,06:03 AM,05:17 AM,06:49 PM,25,35,35,29,30,66,79,5.0,998,33,10,143,20,Bangladesh
2020-07-07,34,28,0.0,9.6,7,85,08:48 PM,07:02 AM,05:17 AM,06:49 PM,25,37,37,30,34,75,74,0.9,1001,34,10,154,25,Bangladesh
2020-07-08,35,28,0.0,8.3,7,77,09:30 PM,07:59 AM,05:18 AM,06:49 PM,25,38,38,31,26,74,71,9.2,1002,35,9,178,18,Bangladesh
2020-07-09,33,28,0.0,8.3,7,70,10:07 PM,08:55 AM,05:18 AM,06:49 PM,25,35,35,29,39,74,78,41.9,1000,33,7,196,21,Bangladesh
2020-07-10,34,28,0.0,10.8,7,63,10:41 PM,09:48 AM,05:19 AM,06:49 PM,25,36,36,30,39,75,77,22.4,999,34,8,190,24,Bangladesh
2020-07-11,30,27,0.0,13.3,6,55,11:13 PM,10:38 AM,05:19 AM,06:49 PM,25,34,34,28,33,67,82,15.1,999,30,9,204,21,Bangladesh
2020-07-12,29,27,0.0,10.8,6,48,11:45 PM,11:28 AM,05:19 AM,06:49 PM,25,33,33,28,22,74,84,16.2,1000,29,9,197,14,Bangladesh
2020-07-13,35,28,0.0,10.8,7,41,No moonrise,12:18 PM,05:20 AM,06:48 PM,24,37,37,31,25,58,70,4.4,1000,35,10,168,18,Bangladesh
2020-07-14,29,27,0.0,8.3,6,34,12:17 AM,01:08 PM,05:20 AM,06:48 PM,25,33,33,28,26,96,84,6.3,1001,29,10,150,19,Bangladesh
2020-07-15,33,27,0.0,12.0,7,26,12:50 AM,02:00 PM,05:21 AM,06:48 PM,25,36,36,30,30,73,75,10.1,1001,33,9,158,20,Bangladesh
2020-07-16,34,27,0.0,9.5,7,19,01:27 AM,02:53 PM,05:21 AM,06:48 PM,25,36,36,30,25,62,72,4.2,1001,34,10,163,18,Bangladesh
2020-07-17,35,28,0.0,9.5,7,12,02:07 AM,03:49 PM,05:22 AM,06:47 PM,25,37,37,31,21,56,69,1.2,1002,35,10,175,16,Bangladesh
2020-07-18,34,28,0.0,10.8,7,5,02:52 AM,04:46 PM,05:22 AM,06:47 PM,25,37,37,31,25,75,73,11.5,1003,34,9,179,17,Bangladesh
2020-07-19,33,28,0.0,9.5,7,0,03:43 AM,05:43 PM,05:23 AM,06:47 PM,25,36,36,30,35,72,75,16.6,1002,33,8,193,22,Bangladesh
2020-07-20,28,28,0.0,8.3,6,0,04:39 AM,06:38 PM,05:23 AM,06:46 PM,25,33,33,28,40,88,83,73.4,1001,28,5,198,21,Bangladesh
2020-07-21,31,27,0.0,8.3,6,2,05:40 AM,07:31 PM,05:23 AM,06:46 PM,25,33,33,28,28,83,81,11.4,1003,31,10,197,18,Bangladesh
2020-07-22,32,27,0.0,10.8,6,10,06:42 AM,08:19 PM,05:24 AM,06:46 PM,25,35,35,29,21,68,82,43.7,1002,32,6,176,11,Bangladesh
2020-07-23,33,27,0.0,12.0,7,17,07:46 AM,09:04 PM,05:24 AM,06:45 PM,25,35,35,29,25,59,78,10.8,1002,33,9,173,17,Bangladesh
2020-07-24,30,27,0.0,10.8,6,24,08:49 AM,09:45 PM,05:25 AM,06:45 PM,25,33,33,28,18,72,83,11.8,1005,30,9,158,12,Bangladesh
2020-07-25,35,27,0.0,8.2,7,32,09:51 AM,10:24 PM,05:25 AM,06:44 PM,25,36,36,30,19,63,74,2.2,1005,35,10,175,14,Bangladesh
2020-07-26,36,28,0.0,9.5,7,39,10:52 AM,11:04 PM,05:26 AM,06:44 PM,25,38,38,31,17,75,71,3.8,1005,36,10,203,13,Bangladesh
2020-07-27,35,29,0.0,8.2,7,46,11:53 AM,11:44 PM,05:26 AM,06:44 PM,26,38,38,31,23,76,74,43.4,1002,35,7,195,13,Bangladesh
2020-07-28,34,29,0.0,8.2,7,53,12:54 PM,No moonset,05:27 AM,06:43 PM,25,38,38,31,27,82,73,23.0,1002,34,8,185,16,Bangladesh
2020-07-29,34,28,0.0,9.5,7,61,01:56 PM,12:26 AM,05:27 AM,06:43 PM,25,36,36,30,26,65,73,6.2,1004,34,9,178,18,Bangladesh
2020-07-30,33,28,0.0,9.5,7,68,02:59 PM,01:11 AM,05:27 AM,06:42 PM,25,36,36,30,16,67,72,18.7,1005,33,8,189,10,Bangladesh
2020-07-31,34,28,0.0,9.5,7,72,04:00 PM,02:01 AM,05:28 AM,06:41 PM,25,37,37,31,13,73,73,12.6,1003,34,9,156,9,Bangladesh
2020-08-01,36,29,0.0,9.5,7,82,04:59 PM,02:55 AM,05:28 AM,06:41 PM,25,39,39,32,17,67,68,5.8,1001,36,10,192,12,Bangladesh
2020-08-02,36,29,0.0,8.2,7,90,05:53 PM,03:52 AM,05:29 AM,06:40 PM,25,40,40,32,16,82,68,6.0,998,36,10,203,11,Bangladesh
2020-08-03,37,30,0.0,10.7,7,97,06:41 PM,04:50 AM,05:29 AM,06:40 PM,26,42,42,34,9,64,64,7.1,994,37,9,200,6,Bangladesh
2020-08-04,37,28,0.0,13.1,7,100,07:25 PM,05:48 AM,05:30 AM,06:39 PM,26,41,41,32,16,54,71,26.8,991,37,8,145,11,Bangladesh
2020-08-05,34,27,0.0,9.4,7,88,08:04 PM,06:44 AM,05:30 AM,06:38 PM,25,36,36,30,38,78,74,1.7,995,34,10,129,29,Bangladesh
2020-08-06,34,28,0.0,9.4,7,81,08:39 PM,07:38 AM,05:31 AM,06:38 PM,25,37,37,30,25,65,76,0.9,1001,34,10,145,18,Bangladesh
2020-08-07,34,28,0.0,10.7,7,74,09:12 PM,08:30 AM,05:31 AM,06:37 PM,25,37,37,30,19,66,75,12.1,1001,34,9,179,12,Bangladesh
2020-08-08,34,28,0.0,10.7,7,67,09:44 PM,09:21 AM,05:31 AM,06:36 PM,25,36,36,30,26,62,74,3.1,1000,34,10,169,20,Bangladesh
2020-08-09,34,28,0.0,10.7,7,59,10:15 PM,10:10 AM,05:32 AM,06:36 PM,25,37,37,31,22,67,72,0.8,999,34,10,163,17,Bangladesh
2020-08-10,34,28,0.0,9.4,7,52,10:48 PM,11:00 AM,05:32 AM,06:35 PM,25,37,37,31,28,82,74,11.4,1000,34,9,160,19,Bangladesh
2020-08-11,33,28,0.0,10.7,7,45,11:23 PM,11:51 AM,05:33 AM,06:34 PM,25,36,36,30,25,60,78,7.6,1000,33,9,155,18,Bangladesh
2020-08-12,34,28,0.0,10.7,7,38,No moonrise,12:43 PM,05:33 AM,06:33 PM,25,37,37,31,30,64,73,6.0,1000,34,10,157,22,Bangladesh
2020-08-13,34,28,0.0,9.4,7,30,12:01 AM,01:37 PM,05:33 AM,06:33 PM,25,37,37,30,29,67,75,6.7,999,34,10,148,20,Bangladesh
2020-08-14,34,28,0.0,8.1,7,23,12:43 AM,02:32 PM,05:34 AM,06:32 PM,25,37,37,31,27,70,74,7.5,997,34,10,137,19,Bangladesh
2020-08-15,31,27,0.0,8.1,6,16,01:31 AM,03:29 PM,05:34 AM,06:31 PM,25,34,34,29,35,87,79,2.4,996,31,10,121,25,Bangladesh
2020-08-16,33,27,0.0,11.9,7,8,02:24 AM,04:25 PM,05:35 AM,06:30 PM,25,36,36,30,32,71,75,8.5,998,33,9,154,22,Bangladesh
2020-08-17,33,27,0.0,9.4,7,1,03:23 AM,05:20 PM,05:35 AM,06:29 PM,25,35,35,30,28,67,77,6.7,999,33,9,165,20,Bangladesh
2020-08-18,33,28,0.0,11.9,7,0,04:25 AM,06:10 PM,05:35 AM,06:29 PM,25,35,35,29,21,64,79,15.2,999,33,9,163,13,Bangladesh
2020-08-19,33,26,0.0,11.9,6,0,05:30 AM,06:57 PM,05:36 AM,06:28 PM,24,34,34,29,23,60,76,1.7,997,33,10,114,18,Bangladesh
2020-08-20,26,18,0.0,8.1,6,6,06:35 AM,07:41 PM,05:36 AM,06:27 PM,24,28,28,25,41,98,86,22.7,1001,26,9,123,29,Bangladesh
2020-08-21,31,26,0.0,8.1,6,13,07:39 AM,08:21 PM,05:37 AM,06:26 PM,25,33,33,28,40,90,82,28.5,1004,31,8,143,23,Bangladesh
2020-08-22,31,27,0.0,10.6,6,20,08:42 AM,09:02 PM,05:37 AM,06:25 PM,25,34,34,29,22,60,80,9.1,1004,31,9,172,15,Bangladesh
2020-08-23,33,26,0.0,9.3,6,28,09:45 AM,09:43 PM,05:37 AM,06:24 PM,24,34,34,29,17,74,78,4.0,1002,33,10,164,13,Bangladesh
2020-08-24,34,27,0.0,12.9,7,35,10:47 AM,10:24 PM,05:38 AM,06:23 PM,25,35,35,30,20,43,75,0.1,1002,34,10,145,15,Bangladesh
2020-08-25,32,26,0.0,8.0,6,42,11:51 AM,11:10 PM,05:38 AM,06:22 PM,25,34,34,29,29,80,79,5.1,1001,32,10,116,20,Bangladesh
2020-08-26,32,27,0.0,10.6,6,50,12:53 PM,11:58 PM,05:38 AM,06:22 PM,24,33,33,29,34,79,77,8.9,1002,32,9,125,23,Bangladesh
2020-08-27,32,27,0.0,9.3,6,57,01:55 PM,No moonset,05:39 AM,06:21 PM,24,34,34,29,33,73,77,14.2,1003,32,9,153,21,Bangladesh
2020-08-28,34,27,0.0,11.9,7,64,02:53 PM,12:50 AM,05:39 AM,06:20 PM,24,35,35,30,24,62,74,10.3,1003,34,9,169,17,Bangladesh
2020-08-29,35,27,0.0,11.9,7,71,03:48 PM,01:46 AM,05:39 AM,06:19 PM,24,36,36,31,19,52,72,1.4,1003,35,10,191,14,Bangladesh
2020-08-30,35,28,0.0,9.3,7,79,04:37 PM,02:42 AM,05:40 AM,06:18 PM,25,38,38,31,17,67,71,10.4,1002,35,9,230,12,Bangladesh
2020-08-31,35,29,0.0,8.0,7,82,05:22 PM,03:40 AM,05:40 AM,06:17 PM,25,39,39,32,17,72,68,6.7,1003,35,9,221,11,Bangladesh
2020-09-01,30,28,0.0,8.0,6,97,06:02 PM,04:36 AM,05:40 AM,06:16 PM,25,35,35,29,15,70,78,17.4,1004,30,9,153,10,Bangladesh
2020-09-02,34,26,0.0,9.3,7,100,06:38 PM,05:31 AM,05:41 AM,06:15 PM,24,35,35,30,18,66,74,4.8,1006,34,10,146,13,Bangladesh
2020-09-03,34,27,0.0,9.3,7,88,07:12 PM,06:23 AM,05:41 AM,06:14 PM,25,36,36,30,15,56,73,0.4,1007,34,10,172,11,Bangladesh
2020-09-04,35,28,0.0,12.7,7,81,07:44 PM,07:14 AM,05:41 AM,06:13 PM,24,38,38,32,12,28,67,0.0,1006,35,10,222,9,Bangladesh
2020-09-05,35,29,0.0,11.9,7,73,08:15 PM,08:04 AM,05:42 AM,06:12 PM,25,38,38,32,18,43,69,1.9,1004,35,10,222,14,Bangladesh
2020-09-06,35,28,0.0,7.9,7,66,08:47 PM,08:53 AM,05:42 AM,06:11 PM,25,37,37,31,24,83,72,13.8,1004,35,9,204,17,Bangladesh
2020-09-07,33,27,0.0,9.2,7,58,09:21 PM,09:44 AM,05:42 AM,06:10 PM,25,35,35,29,25,66,78,30.5,1005,33,8,193,15,Bangladesh
2020-09-08,32,28,0.0,11.9,6,50,09:57 PM,10:35 AM,05:43 AM,06:09 PM,25,35,35,29,19,69,78,20.3,1005,32,8,187,12,Bangladesh
2020-09-09,29,28,0.0,11.9,6,43,10:37 PM,11:28 AM,05:43 AM,06:08 PM,25,34,34,28,17,45,83,7.2,1005,29,10,188,12,Bangladesh
2020-09-10,35,28,0.0,10.5,7,35,11:22 PM,12:21 PM,05:43 AM,06:07 PM,25,37,37,31,26,57,73,9.2,1002,35,9,186,18,Bangladesh
2020-09-11,34,28,0.0,10.5,7,28,No moonrise,01:17 PM,05:44 AM,06:06 PM,25,36,36,30,22,54,72,5.7,1003,34,10,174,16,Bangladesh
2020-09-12,35,28,0.0,12.6,7,20,12:11 AM,02:12 PM,05:44 AM,06:05 PM,24,36,36,31,17,34,70,0.9,1005,35,10,174,13,Bangladesh
2020-09-13,33,28,0.0,10.5,7,13,01:06 AM,03:06 PM,05:44 AM,06:04 PM,25,36,36,30,14,76,76,18.6,1006,33,9,178,10,Bangladesh
2020-09-14,33,28,0.0,10.5,7,5,02:06 AM,03:58 PM,05:45 AM,06:03 PM,25,36,36,30,22,71,75,28.0,1005,33,8,178,13,Bangladesh
2020-09-15,34,28,0.0,10.5,7,0,03:10 AM,04:46 PM,05:45 AM,06:02 PM,25,36,36,30,18,57,73,3.2,1004,34,10,189,14,Bangladesh
2020-09-16,29,28,0.0,9.2,6,0,04:14 AM,05:31 PM,05:45 AM,06:01 PM,25,34,34,29,22,76,83,8.9,1005,29,9,181,14,Bangladesh
2020-09-17,34,28,0.0,7.8,7,0,05:19 AM,06:13 PM,05:46 AM,06:00 PM,25,37,37,30,19,68,76,14.0,1004,34,9,194,12,Bangladesh
2020-09-18,35,28,0.0,6.1,7,2,06:24 AM,06:55 PM,05:46 AM,05:59 PM,25,38,38,31,11,69,72,24.3,1001,35,8,184,7,Bangladesh
2020-09-19,36,29,0.0,11.6,7,10,07:29 AM,07:37 PM,05:46 AM,05:58 PM,26,40,40,33,7,30,68,0.4,1000,36,10,242,5,Bangladesh
2020-09-20,38,29,0.0,11.6,8,17,08:34 AM,08:19 PM,05:47 AM,05:57 PM,26,41,41,33,14,25,66,1.2,997,38,10,85,10,Bangladesh
2020-09-21,31,23,0.0,6.0,6,25,09:40 AM,09:05 PM,05:47 AM,05:56 PM,25,33,33,28,34,90,81,24.9,1000,31,8,140,20,Bangladesh
2020-09-22,32,27,0.0,7.4,7,32,10:44 AM,09:53 PM,05:47 AM,05:55 PM,25,35,35,29,36,64,79,17.6,1002,32,8,152,23,Bangladesh
2020-09-23,31,27,0.0,7.4,6,40,11:48 AM,10:45 PM,05:48 AM,05:54 PM,25,34,34,29,39,77,81,54.3,1004,31,6,160,21,Bangladesh
2020-09-24,28,22,0.0,7.4,6,47,12:49 PM,11:41 PM,05:48 AM,05:53 PM,25,31,31,27,29,77,85,49.2,1005,28,6,175,16,Bangladesh
2020-09-25,31,27,0.0,8.8,6,55,01:46 PM,No moonset,05:48 AM,05:52 PM,25,34,34,28,35,72,82,42.0,1003,31,7,179,19,Bangladesh
2020-09-26,30,27,0.0,11.6,6,62,02:36 PM,12:37 AM,05:49 AM,05:51 PM,25,33,33,28,23,61,82,25.8,1002,30,9,167,14,Bangladesh
2020-09-27,33,27,0.0,7.4,7,70,03:22 PM,01:35 AM,05:49 AM,05:50 PM,25,35,35,30,18,68,77,10.5,1003,33,9,165,12,Bangladesh
2020-09-28,35,27,0.0,6.0,7,78,04:02 PM,02:31 AM,05:49 AM,05:49 PM,25,37,37,31,17,76,74,12.4,1003,35,9,187,12,Bangladesh
2020-09-29,34,28,0.0,7.4,7,85,04:39 PM,03:26 AM,05:50 AM,05:48 PM,25,37,37,31,15,57,71,10.4,1003,34,9,181,10,Bangladesh
2020-09-30,36,28,0.0,7.4,7,93,05:13 PM,04:18 AM,05:50 AM,05:47 PM,25,38,38,31,12,72,69,3.6,1002,36,9,183,9,Bangladesh
2020-10-01,35,28,0.0,8.8,7,97,05:45 PM,05:09 AM,05:50 AM,05:46 PM,25,38,38,31,11,58,69,2.6,1001,35,10,183,8,Bangladesh
2020-10-02,34,27,0.0,8.8,7,100,06:16 PM,05:59 AM,05:51 AM,05:45 PM,25,36,36,30,19,58,73,3.1,1002,34,10,160,14,Bangladesh
2020-10-03,34,28,0.0,8.8,7,89,06:48 PM,06:49 AM,05:51 AM,05:44 PM,25,36,36,30,14,51,74,1.1,1004,34,10,173,11,Bangladesh
2020-10-04,34,28,0.0,10.2,7,82,07:21 PM,07:39 AM,05:51 AM,05:43 PM,25,37,37,31,14,39,73,1.1,1004,34,10,179,10,Bangladesh
2020-10-05,34,28,0.0,10.2,7,74,07:56 PM,08:29 AM,05:52 AM,05:42 PM,25,36,36,30,15,48,73,0.5,1004,34,10,182,12,Bangladesh
2020-10-06,33,27,0.0,5.9,7,67,08:34 PM,09:22 AM,05:52 AM,05:41 PM,25,35,35,30,17,63,75,5.6,1005,33,10,165,12,Bangladesh
2020-10-07,34,27,0.0,7.4,7,60,09:16 PM,10:15 AM,05:53 AM,05:40 PM,25,35,35,30,18,68,76,19.3,1007,34,9,171,11,Bangladesh
2020-10-08,35,27,0.0,5.9,7,53,10:03 PM,11:09 AM,05:53 AM,05:39 PM,24,36,36,31,10,65,71,12.2,1006,35,9,203,7,Bangladesh
2020-10-09,33,28,0.0,7.3,7,45,10:55 PM,12:03 PM,05:53 AM,05:38 PM,25,37,37,31,11,57,73,12.9,1006,33,9,210,7,Bangladesh
2020-10-10,35,29,0.0,10.2,7,38,11:52 PM,12:56 PM,05:54 AM,05:37 PM,25,38,38,32,8,34,67,0.6,1005,35,10,226,6,Bangladesh
2020-10-11,35,29,0.0,7.3,7,31,No moonrise,01:48 PM,05:54 AM,05:36 PM,24,38,38,32,7,71,66,9.4,1004,35,9,223,5,Bangladesh
2020-10-12,35,28,0.0,10.2,7,23,12:51 AM,02:35 PM,05:55 AM,05:35 PM,25,38,38,32,10,48,67,3.6,1003,35,10,183,8,Bangladesh
2020-10-13,36,28,0.0,11.6,7,16,01:54 AM,03:21 PM,05:55 AM,05:34 PM,25,39,39,32,7,38,66,0.9,1003,36,10,183,5,Bangladesh
2020-10-14,35,28,0.0,10.2,7,9,02:57 AM,04:04 PM,05:55 AM,05:33 PM,24,38,38,32,5,52,66,4.7,1004,35,9,119,4,Bangladesh
2020-10-15,35,28,0.0,8.7,7,2,04:02 AM,04:45 PM,05:56 AM,05:32 PM,24,37,37,31,7,53,68,2.3,1004,35,10,225,5,Bangladesh
2020-10-16,35,29,0.0,10.2,8,0,05:06 AM,05:27 PM,05:56 AM,05:32 PM,25,39,39,32,8,42,66,0.4,1004,35,10,194,6,Bangladesh
2020-10-17,36,29,0.0,11.6,8,0,06:12 AM,06:09 PM,05:57 AM,05:31 PM,24,38,38,32,9,10,62,0.0,1004,36,10,313,7,Bangladesh
2020-10-18,36,29,0.0,11.6,8,5,07:19 AM,06:54 PM,05:57 AM,05:30 PM,23,37,37,32,6,26,62,0.0,1006,36,10,191,5,Bangladesh
2020-10-19,34,27,0.0,7.3,7,13,08:26 AM,07:43 PM,05:58 AM,05:29 PM,23,35,35,31,8,56,66,5.1,1005,34,9,117,7,Bangladesh
2020-10-20,34,27,0.0,8.7,7,20,09:34 AM,08:35 PM,05:58 AM,05:28 PM,24,35,35,30,11,68,68,15.5,1005,34,9,72,7,Bangladesh
2020-10-21,33,27,0.0,7.3,7,27,10:39 AM,09:32 PM,05:59 AM,05:27 PM,23,33,33,29,16,62,71,14.5,1006,33,9,194,11,Bangladesh
2020-10-22,26,20,0.0,5.8,6,35,11:39 AM,10:30 PM,05:59 AM,05:27 PM,23,28,28,25,25,91,88,11.1,1005,26,9,114,16,Bangladesh
2020-10-23,28,24,0.0,5.6,6,42,12:33 PM,11:29 PM,06:00 AM,05:26 PM,23,28,28,25,31,91,89,142.0,1004,28,6,89,18,Bangladesh
2020-10-24,27,24,0.0,5.6,6,49,01:21 PM,No moonset,06:00 AM,05:25 PM,24,28,28,25,27,87,91,49.5,1003,27,8,149,16,Bangladesh
2020-10-25,31,25,0.0,7.1,6,56,02:03 PM,12:26 AM,06:00 AM,05:24 PM,24,32,32,28,10,73,81,8.5,1008,31,10,201,7,Bangladesh
2020-10-26,33,26,0.0,8.7,8,64,02:41 PM,01:21 AM,06:01 AM,05:24 PM,22,33,33,30,8,11,65,0.0,1008,33,10,242,6,Bangladesh
2020-10-27,32,26,0.0,7.2,6,71,03:16 PM,02:14 AM,06:02 AM,05:23 PM,23,33,33,29,10,43,69,0.4,1007,32,10,222,8,Bangladesh
2020-10-28,34,25,0.0,8.7,8,78,03:48 PM,03:05 AM,06:02 AM,05:22 PM,21,32,32,29,15,7,63,0.0,1008,34,10,293,11,Bangladesh
2020-10-29,36,26,0.0,8.7,8,85,04:19 PM,03:55 AM,06:03 AM,05:21 PM,24,36,36,31,12,3,68,0.0,1008,36,10,334,10,Bangladesh
2020-10-30,35,26,0.0,8.7,8,93,04:50 PM,04:45 AM,06:03 AM,05:21 PM,23,35,35,30,13,5,68,0.0,1007,35,10,336,11,Bangladesh
2020-10-31,33,26,0.0,7.2,7,97,05:23 PM,05:35 AM,06:04 AM,05:20 PM,23,33,33,29,14,47,72,13.4,1008,33,9,221,9,Bangladesh
2020-11-01,28,26,0.0,5.7,6,89,05:57 PM,06:25 AM,06:04 AM,05:20 PM,23,30,30,27,11,67,78,0.1,1009,28,10,111,8,Bangladesh
2020-11-02,31,25,0.0,4.2,6,81,06:34 PM,07:17 AM,06:05 AM,05:19 PM,23,31,31,28,10,66,77,0.3,1010,31,10,144,7,Bangladesh
2020-11-03,32,27,0.0,7.2,7,74,07:15 PM,08:10 AM,06:05 AM,05:18 PM,23,34,34,30,8,36,67,0.2,1010,32,10,221,6,Bangladesh
2020-11-04,32,25,0.0,8.7,7,66,08:00 PM,09:05 AM,06:06 AM,05:18 PM,16,30,30,29,9,3,47,0.0,1010,32,10,329,7,Bangladesh
2020-11-05,32,23,0.0,8.7,7,58,08:49 PM,09:59 AM,06:07 AM,05:17 PM,13,28,28,28,11,3,42,0.0,1012,32,10,101,9,Bangladesh
2020-11-06,30,23,0.0,8.7,7,51,09:44 PM,10:51 AM,06:07 AM,05:17 PM,13,27,27,27,13,0,44,0.0,1014,30,10,176,11,Bangladesh
2020-11-07,33,21,0.0,8.7,7,43,10:41 PM,11:42 AM,06:08 AM,05:16 PM,18,29,29,27,12,0,60,0.0,1013,33,10,351,10,Bangladesh
2020-11-08,34,24,0.0,8.7,7,36,11:41 PM,12:30 PM,06:08 AM,05:16 PM,20,31,31,29,10,0,59,0.0,1013,34,10,178,9,Bangladesh
2020-11-09,35,25,0.0,8.7,8,28,No moonrise,01:15 PM,06:09 AM,05:15 PM,20,32,32,29,10,0,60,0.0,1012,35,10,97,8,Bangladesh
2020-11-10,35,25,0.0,8.7,8,21,12:41 AM,01:57 PM,06:10 AM,05:15 PM,19,32,32,30,11,1,56,0.0,1012,35,10,62,9,Bangladesh
2020-11-11,33,23,0.0,8.7,7,13,01:43 AM,02:37 PM,06:10 AM,05:14 PM,17,29,29,28,13,6,53,0.0,1013,33,10,147,9,Bangladesh
2020-11-12,34,23,0.0,8.7,7,6,02:45 AM,03:17 PM,06:11 AM,05:14 PM,16,29,29,28,11,4,49,0.0,1013,34,10,224,9,Bangladesh
2020-11-13,33,25,0.0,8.7,8,0,03:49 AM,03:58 PM,06:12 AM,05:14 PM,18,30,30,29,13,1,54,0.0,1013,33,10,214,11,Bangladesh
2020-11-14,32,23,0.0,8.7,7,0,04:54 AM,04:40 PM,06:12 AM,05:13 PM,15,28,28,27,19,5,49,0.0,1011,32,10,257,14,Bangladesh
2020-11-15,35,24,0.0,8.7,8,0,06:01 AM,05:28 PM,06:13 AM,05:13 PM,19,31,31,29,11,0,56,0.0,1012,35,10,327,9,Bangladesh
2020-11-16,33,25,0.0,8.7,7,2,07:10 AM,06:19 PM,06:13 AM,05:13 PM,18,29,29,28,10,3,55,0.0,1012,33,10,233,8,Bangladesh
2020-11-17,31,27,0.0,8.7,7,9,08:18 AM,07:15 PM,06:14 AM,05:12 PM,18,30,30,29,8,4,52,0.0,1011,31,10,292,7,Bangladesh
2020-11-18,31,25,0.0,8.7,7,17,09:24 AM,08:15 PM,06:15 AM,05:12 PM,14,28,28,27,8,8,47,0.0,1011,31,10,153,6,Bangladesh
