date_time,Guam_maxtempC,Guam_mintempC,Guam_totalSnow_cm,Guam_sunHour,Guam_uvIndex,Guam_moon_illumination,Guam_moonrise,Guam_moonset,Guam_sunrise,Guam_sunset,Guam_DewPointC,Guam_FeelsLikeC,Guam_HeatIndexC,Guam_WindChillC,Guam_WindGustKmph,Guam_cloudcover,Guam_humidity,Guam_precipMM,Guam_pressure,Guam_tempC,Guam_visibility,Guam_winddirDegree,Guam_windspeedKmph,Guam_location
2020-01-01,24,14,0.0,4.0,4,37,11:33 AM,11:31 PM,06:58 AM,05:34 PM,12,18,18,18,12,61,72,10.1,1012,24,9,173,7,Guam
2020-01-02,22,13,0.0,8.7,4,44,12:05 PM,No moonset,06:59 AM,05:34 PM,12,16,17,16,11,31,76,5.0,1014,22,10,190,7,Guam
2020-01-03,25,13,0.0,8.7,5,51,12:36 PM,12:21 AM,06:59 AM,05:35 PM,10,18,19,18,12,2,66,0.0,1019,25,10,184,7,Guam
2020-01-04,28,12,0.0,8.7,6,59,01:09 PM,01:12 AM,06:59 AM,05:36 PM,5,19,19,19,11,0,47,0.0,1021,28,10,223,6,Guam
2020-01-05,28,14,0.0,8.7,5,66,01:43 PM,02:04 AM,06:59 AM,05:36 PM,5,21,21,21,8,27,39,0.0,1020,28,10,149,4,Guam
2020-01-06,28,14,0.0,7.1,5,73,02:21 PM,02:58 AM,06:59 AM,05:37 PM,8,20,20,20,8,58,49,0.0,1019,28,10,186,5,Guam
2020-01-07,29,15,0.0,8.7,6,80,03:04 PM,03:55 AM,07:00 AM,05:38 PM,8,21,21,21,8,3,51,0.0,1017,29,10,243,4,Guam
2020-01-08,28,14,0.0,8.7,6,88,03:53 PM,04:54 AM,07:00 AM,05:39 PM,8,21,21,21,6,16,52,0.0,1016,28,10,189,4,Guam
2020-01-09,28,15,0.0,8.7,6,95,04:47 PM,05:54 AM,07:00 AM,05:39 PM,10,22,22,21,9,17,54,0.0,1016,28,10,166,5,Guam
2020-01-10,26,15,0.0,8.7,6,100,05:48 PM,06:54 AM,07:00 AM,05:40 PM,8,19,20,19,13,0,54,0.0,1017,26,10,225,8,Guam
2020-01-11,26,12,0.0,8.7,5,100,06:52 PM,07:51 AM,07:00 AM,05:41 PM,3,18,18,18,11,1,42,0.0,1016,26,10,247,6,Guam
2020-01-12,28,13,0.0,8.7,5,83,07:58 PM,08:43 AM,07:00 AM,05:41 PM,2,20,20,20,7,37,37,0.0,1015,28,10,158,4,Guam
2020-01-13,31,15,0.0,8.7,6,76,09:04 PM,09:31 AM,07:00 AM,05:42 PM,1,22,22,22,8,14,29,0.0,1016,31,10,179,5,Guam
2020-01-14,30,15,0.0,7.1,5,69,10:07 PM,10:14 AM,07:00 AM,05:43 PM,2,22,22,22,10,23,31,0.0,1016,30,10,166,5,Guam
2020-01-15,31,18,0.0,5.5,5,61,11:10 PM,10:54 AM,07:00 AM,05:44 PM,4,24,24,23,9,56,33,0.0,1014,31,10,218,5,Guam
2020-01-16,30,19,0.0,8.7,7,54,No moonrise,11:33 AM,07:00 AM,05:44 PM,7,24,24,24,13,19,35,0.0,1015,30,10,251,8,Guam
2020-01-17,31,20,0.0,8.7,7,47,12:11 AM,12:12 PM,07:00 AM,05:45 PM,10,26,26,25,16,11,42,0.0,1016,31,10,243,10,Guam
2020-01-18,30,17,0.0,8.7,6,40,01:12 AM,12:51 PM,07:00 AM,05:46 PM,11,22,22,22,11,3,56,0.0,1016,30,10,270,7,Guam
2020-01-19,30,14,0.0,8.7,6,32,02:12 AM,01:34 PM,07:00 AM,05:47 PM,12,21,21,21,8,10,64,0.0,1016,30,10,292,5,Guam
2020-01-20,29,15,0.0,7.2,5,25,03:13 AM,02:18 PM,06:59 AM,05:47 PM,11,21,21,21,8,18,61,0.0,1017,29,10,290,5,Guam
2020-01-21,29,14,0.0,8.7,6,18,04:13 AM,03:07 PM,06:59 AM,05:48 PM,8,21,21,21,10,26,48,0.0,1017,29,10,244,7,Guam
2020-01-22,28,18,0.0,8.7,6,11,05:11 AM,04:00 PM,06:59 AM,05:49 PM,8,23,23,22,11,25,43,0.0,1016,28,10,298,7,Guam
2020-01-23,28,15,0.0,8.7,6,3,06:05 AM,04:54 PM,06:59 AM,05:50 PM,12,21,21,21,7,0,64,0.0,1015,28,10,224,5,Guam
2020-01-24,28,14,0.0,8.7,5,0,06:56 AM,05:50 PM,06:59 AM,05:50 PM,13,21,21,21,6,20,70,0.0,1014,28,10,173,5,Guam
2020-01-25,27,16,0.0,8.7,6,0,07:41 AM,06:45 PM,06:58 AM,05:51 PM,12,22,22,21,8,32,67,0.0,1016,27,10,204,6,Guam
2020-01-26,28,14,0.0,8.7,6,4,08:21 AM,07:39 PM,06:58 AM,05:52 PM,12,21,21,20,8,3,65,0.0,1018,28,10,155,6,Guam
2020-01-27,28,15,0.0,8.7,6,11,08:58 AM,08:31 PM,06:58 AM,05:53 PM,12,21,21,21,9,1,63,0.0,1017,28,10,205,6,Guam
2020-01-28,29,15,0.0,8.7,6,18,09:32 AM,09:23 PM,06:57 AM,05:53 PM,10,21,21,21,9,0,56,0.0,1015,29,10,201,6,Guam
2020-01-29,27,13,0.0,8.7,6,26,10:04 AM,10:13 PM,06:57 AM,05:54 PM,10,19,19,19,9,0,59,0.0,1013,27,10,167,6,Guam
2020-01-30,25,13,0.0,7.2,4,33,10:35 AM,11:03 PM,06:57 AM,05:55 PM,9,18,18,18,13,17,63,0.3,1014,25,10,189,8,Guam
2020-01-31,27,12,0.0,8.7,6,37,11:07 AM,11:54 PM,06:56 AM,05:56 PM,5,19,19,19,11,0,45,0.0,1017,27,10,170,6,Guam
2020-02-01,30,13,0.0,4.1,5,49,11:40 AM,No moonset,06:56 AM,05:56 PM,3,21,21,21,10,41,38,0.0,1018,30,10,162,5,Guam
2020-02-02,18,17,0.0,4.1,4,57,12:15 PM,12:46 AM,06:55 AM,05:57 PM,12,18,18,18,8,89,69,12.0,1018,18,9,61,5,Guam
2020-02-03,23,16,0.0,4.1,4,64,12:55 PM,01:41 AM,06:55 AM,05:58 PM,15,19,20,19,14,70,82,45.4,1015,23,7,166,8,Guam
2020-02-04,21,15,0.0,4.1,4,72,01:40 PM,02:37 AM,06:54 AM,05:58 PM,14,17,17,17,11,84,83,4.9,1015,21,9,183,7,Guam
2020-02-05,19,10,0.0,8.7,4,79,02:30 PM,03:36 AM,06:54 AM,05:59 PM,2,14,15,14,16,21,46,0.0,1017,19,10,314,11,Guam
2020-02-06,22,8,0.0,11.5,5,87,03:28 PM,04:35 AM,06:53 AM,06:00 PM,1,13,14,13,13,0,45,0.0,1016,22,10,287,8,Guam
2020-02-07,25,11,0.0,11.5,5,95,04:31 PM,05:34 AM,06:53 AM,06:01 PM,5,17,18,17,7,0,49,0.0,1014,25,10,236,4,Guam
2020-02-08,27,13,0.0,10.1,5,100,05:38 PM,06:29 AM,06:52 AM,06:01 PM,9,19,20,19,7,28,56,0.0,1016,27,10,131,5,Guam
2020-02-09,26,16,0.0,11.5,6,100,06:45 PM,07:20 AM,06:51 AM,06:02 PM,13,20,20,20,9,40,67,0.0,1016,26,10,138,6,Guam
2020-02-10,23,17,0.0,5.8,5,83,07:52 PM,08:06 AM,06:51 AM,06:03 PM,16,20,20,20,9,78,81,2.7,1014,23,10,175,6,Guam
2020-02-11,21,16,0.0,10.1,4,75,08:57 PM,08:49 AM,06:50 AM,06:03 PM,13,18,19,18,9,45,73,0.0,1015,21,10,287,6,Guam
2020-02-12,24,11,0.0,11.6,5,68,10:01 PM,09:31 AM,06:49 AM,06:04 PM,8,17,18,17,12,0,62,0.0,1015,24,10,321,8,Guam
2020-02-13,28,12,0.0,11.6,6,60,11:04 PM,10:10 AM,06:49 AM,06:04 PM,9,19,20,19,6,1,59,0.0,1015,28,10,171,4,Guam
2020-02-14,28,13,0.0,11.6,6,53,No moonrise,10:51 AM,06:48 AM,06:05 PM,9,20,20,20,7,0,55,0.0,1016,28,10,155,4,Guam
2020-02-15,29,13,0.0,10.1,5,45,12:06 AM,11:33 AM,06:47 AM,06:06 PM,7,21,21,21,7,30,46,0.0,1017,29,10,165,4,Guam
2020-02-16,31,15,0.0,11.6,6,38,01:08 AM,12:17 PM,06:46 AM,06:06 PM,5,22,22,22,12,17,37,0.0,1015,31,10,243,7,Guam
2020-02-17,32,17,0.0,11.6,7,30,02:08 AM,01:05 PM,06:46 AM,06:07 PM,6,24,24,24,11,32,35,0.0,1012,32,10,232,7,Guam
2020-02-18,33,18,0.0,11.6,7,22,03:07 AM,01:55 PM,06:45 AM,06:08 PM,6,25,25,25,10,9,32,0.0,1012,33,10,203,6,Guam
2020-02-19,34,18,0.0,11.6,7,15,04:01 AM,02:49 PM,06:44 AM,06:08 PM,7,25,25,25,9,10,34,0.0,1014,34,10,273,6,Guam
2020-02-20,35,19,0.0,11.6,7,7,04:52 AM,03:44 PM,06:43 AM,06:09 PM,9,26,26,26,11,7,36,0.0,1015,35,10,280,7,Guam
2020-02-21,35,19,0.0,8.7,6,0,05:38 AM,04:38 PM,06:43 AM,06:09 PM,11,27,27,26,7,48,42,0.0,1015,35,10,257,4,Guam
2020-02-22,33,19,0.0,11.6,7,0,06:19 AM,05:33 PM,06:42 AM,06:10 PM,11,26,26,25,8,30,46,0.0,1016,33,10,213,6,Guam
2020-02-23,32,17,0.0,11.6,7,0,06:57 AM,06:25 PM,06:41 AM,06:11 PM,10,24,24,24,11,6,44,0.0,1018,32,10,250,8,Guam
2020-02-24,31,15,0.0,10.2,5,0,07:32 AM,07:17 PM,06:40 AM,06:11 PM,6,22,22,22,11,26,43,0.0,1015,31,10,305,7,Guam
2020-02-25,31,14,0.0,11.6,6,8,08:04 AM,08:07 PM,06:39 AM,06:12 PM,7,22,22,22,9,0,48,0.0,1013,31,10,245,6,Guam
2020-02-26,32,15,0.0,11.6,7,15,08:36 AM,08:57 PM,06:38 AM,06:12 PM,7,21,21,22,8,0,42,0.0,1014,32,10,198,5,Guam
2020-02-27,31,15,0.0,11.6,6,23,09:07 AM,09:48 PM,06:37 AM,06:13 PM,8,21,21,21,7,4,46,0.0,1015,31,10,195,5,Guam
2020-02-28,33,15,0.0,11.6,7,30,09:39 AM,10:39 PM,06:36 AM,06:13 PM,9,22,22,22,8,6,46,0.0,1018,33,10,188,5,Guam
2020-02-29,33,16,0.0,11.6,7,38,10:13 AM,11:32 PM,06:35 AM,06:14 PM,8,24,24,24,8,6,41,0.0,1018,33,10,131,5,Guam
2020-03-01,31,16,0.0,11.6,6,44,10:50 AM,No moonset,06:35 AM,06:14 PM,5,23,23,23,10,8,36,0.0,1016,31,10,151,7,Guam
2020-03-02,28,15,0.0,11.6,6,51,11:32 AM,12:26 AM,06:34 AM,06:15 PM,6,22,22,21,11,11,40,0.0,1013,28,10,167,8,Guam
2020-03-03,23,15,0.0,8.8,4,58,12:18 PM,01:22 AM,06:33 AM,06:15 PM,8,18,19,18,13,37,57,1.6,1014,23,9,266,9,Guam
2020-03-04,27,10,0.0,11.6,6,65,01:11 PM,02:19 AM,06:32 AM,06:16 PM,4,18,18,18,11,1,50,0.0,1017,27,10,240,7,Guam
2020-03-05,32,13,0.0,10.2,5,73,02:10 PM,03:17 AM,06:31 AM,06:16 PM,6,22,22,22,7,23,41,0.0,1015,32,10,149,5,Guam
2020-03-06,32,17,0.0,11.6,7,80,03:14 PM,04:12 AM,06:30 AM,06:17 PM,8,24,24,24,7,32,40,0.0,1016,32,10,162,5,Guam
2020-03-07,33,18,0.0,8.8,6,87,04:20 PM,05:05 AM,06:29 AM,06:17 PM,10,25,25,25,10,34,42,0.4,1016,33,10,171,6,Guam
2020-03-08,33,22,0.0,11.6,7,95,05:28 PM,05:54 AM,06:28 AM,06:18 PM,11,28,28,27,18,37,39,0.0,1016,33,10,259,12,Guam
2020-03-09,34,21,0.0,11.6,7,100,06:35 PM,06:39 AM,06:27 AM,06:18 PM,11,28,28,27,18,24,40,0.0,1017,34,10,324,11,Guam
2020-03-10,36,20,0.0,11.6,7,100,07:42 PM,07:22 AM,06:26 AM,06:19 PM,10,28,28,28,13,15,37,0.0,1017,36,10,236,8,Guam
2020-03-11,36,22,0.0,11.6,7,84,08:48 PM,08:03 AM,06:25 AM,06:19 PM,11,29,29,28,22,34,36,0.0,1016,36,10,273,15,Guam
2020-03-12,36,22,0.0,11.6,7,76,09:53 PM,08:44 AM,06:24 AM,06:20 PM,14,29,29,28,20,17,47,0.0,1013,36,10,309,14,Guam
2020-03-13,32,21,0.0,11.6,7,69,10:57 PM,09:27 AM,06:23 AM,06:20 PM,14,26,26,25,12,31,51,0.0,1014,32,10,312,8,Guam
2020-03-14,35,20,0.0,11.6,7,62,No moonrise,10:12 AM,06:22 AM,06:21 PM,9,27,27,27,15,24,40,0.0,1016,35,10,306,10,Guam
2020-03-15,35,17,0.0,11.6,7,55,12:01 AM,11:00 AM,06:21 AM,06:21 PM,3,24,24,25,14,15,28,0.0,1017,35,10,312,9,Guam
2020-03-16,35,17,0.0,11.6,7,47,01:01 AM,11:51 AM,06:20 AM,06:22 PM,5,25,25,26,11,22,31,0.0,1016,35,10,297,8,Guam
2020-03-17,33,16,0.0,10.2,6,40,01:58 AM,12:44 PM,06:19 AM,06:22 PM,3,23,23,24,10,38,29,0.0,1015,33,10,281,7,Guam
2020-03-18,26,18,0.0,11.6,6,33,02:50 AM,01:39 PM,06:18 AM,06:23 PM,9,23,23,22,9,34,43,0.0,1016,26,10,182,5,Guam
2020-03-19,31,17,0.0,11.6,7,25,03:38 AM,02:33 PM,06:16 AM,06:23 PM,10,23,23,24,15,19,49,0.0,1018,31,10,298,10,Guam
2020-03-20,33,13,0.0,11.6,7,18,04:20 AM,03:28 PM,06:15 AM,06:24 PM,6,23,23,23,13,3,41,0.0,1019,33,10,297,9,Guam
2020-03-21,35,14,0.0,11.6,7,11,04:58 AM,04:20 PM,06:14 AM,06:24 PM,4,23,23,24,10,10,35,0.0,1017,35,10,314,7,Guam
2020-03-22,36,15,0.0,11.6,7,4,05:34 AM,05:13 PM,06:13 AM,06:25 PM,4,24,24,25,10,1,33,0.0,1016,36,10,265,7,Guam
2020-03-23,37,17,0.0,11.6,7,0,06:06 AM,06:03 PM,06:12 AM,06:25 PM,3,26,26,26,12,0,28,0.0,1016,37,10,241,8,Guam
2020-03-24,38,17,0.0,11.6,7,0,06:38 AM,06:53 PM,06:11 AM,06:25 PM,3,27,27,27,12,0,26,0.0,1015,38,10,272,8,Guam
2020-03-25,38,17,0.0,11.6,7,3,07:09 AM,07:44 PM,06:10 AM,06:26 PM,5,27,27,27,7,0,30,0.0,1013,38,10,211,5,Guam
2020-03-26,33,16,0.0,11.6,7,11,07:41 AM,08:34 PM,06:09 AM,06:26 PM,7,25,25,25,11,3,35,0.0,1012,33,10,192,8,Guam
2020-03-27,33,16,0.0,8.8,6,18,08:13 AM,09:27 PM,06:08 AM,06:27 PM,7,24,24,24,11,45,37,0.0,1013,33,10,232,8,Guam
2020-03-28,34,13,0.0,11.6,7,25,08:49 AM,10:20 PM,06:07 AM,06:27 PM,-0,23,23,24,16,1,28,0.0,1014,34,10,309,11,Guam
2020-03-29,34,13,0.0,7.5,6,32,09:29 AM,11:15 PM,06:06 AM,06:28 PM,1,22,22,23,11,45,32,0.0,1014,34,10,303,7,Guam
2020-03-30,36,15,0.0,11.6,7,40,10:12 AM,No moonset,06:05 AM,06:28 PM,-1,25,25,26,12,6,24,0.0,1014,36,10,264,8,Guam
2020-03-31,36,16,0.0,11.6,6,44,11:01 AM,12:11 AM,06:04 AM,06:29 PM,5,26,26,26,9,39,35,0.0,1012,36,10,251,7,Guam
2020-04-01,34,16,0.0,11.6,6,56,11:56 AM,01:07 AM,06:03 AM,06:29 PM,4,25,25,25,8,35,32,0.0,1012,34,10,158,6,Guam
2020-04-02,33,16,0.0,11.6,7,64,12:56 PM,02:01 AM,06:02 AM,06:29 PM,3,24,24,25,10,11,28,0.0,1013,33,10,157,7,Guam
2020-04-03,33,16,0.0,11.6,7,71,01:59 PM,02:53 AM,06:01 AM,06:30 PM,5,24,24,25,10,6,32,0.0,1012,33,10,144,7,Guam
2020-04-04,33,16,0.0,12.3,7,79,03:05 PM,03:42 AM,06:00 AM,06:30 PM,6,24,24,24,10,21,37,0.0,1012,33,10,172,7,Guam
2020-04-05,34,19,0.0,12.7,7,87,04:11 PM,04:27 AM,05:59 AM,06:31 PM,8,25,25,25,10,29,38,0.0,1012,34,10,204,7,Guam
2020-04-06,30,20,0.0,12.7,7,94,05:18 PM,05:11 AM,05:58 AM,06:31 PM,4,24,24,24,7,43,27,0.0,1014,30,10,218,5,Guam
2020-04-07,33,21,0.0,12.8,7,100,06:24 PM,05:52 AM,05:57 AM,06:32 PM,11,26,26,26,10,43,42,0.0,1016,33,10,267,7,Guam
2020-04-08,35,20,0.0,12.8,7,100,07:31 PM,06:34 AM,05:56 AM,06:32 PM,8,27,27,27,15,17,33,0.0,1015,35,10,290,11,Guam
2020-04-09,31,21,0.0,12.8,6,83,08:38 PM,07:17 AM,05:55 AM,06:33 PM,11,26,26,26,18,39,40,0.2,1016,31,9,221,13,Guam
2020-04-10,32,16,0.0,12.8,7,76,09:45 PM,08:02 AM,05:54 AM,06:33 PM,6,24,24,24,14,2,37,0.0,1014,32,10,285,10,Guam
2020-04-11,29,13,0.0,12.8,6,68,10:49 PM,08:50 AM,05:53 AM,06:34 PM,4,21,21,22,12,0,37,0.0,1014,29,10,284,9,Guam
2020-04-12,32,12,0.0,12.8,7,61,11:50 PM,09:42 AM,05:52 AM,06:34 PM,4,22,22,22,12,0,39,0.0,1015,32,10,231,8,Guam
2020-04-13,33,13,0.0,12.8,7,53,No moonrise,10:36 AM,05:51 AM,06:34 PM,5,23,23,23,9,0,39,0.0,1016,33,10,160,7,Guam
2020-04-14,34,14,0.0,12.9,6,46,12:45 AM,11:32 AM,05:50 AM,06:35 PM,3,24,24,24,10,19,30,0.0,1015,34,10,162,7,Guam
2020-04-15,35,15,0.0,12.9,6,38,01:36 AM,12:28 PM,05:49 AM,06:35 PM,6,25,25,25,9,29,36,0.0,1013,35,10,169,7,Guam
2020-04-16,34,15,0.0,11.9,6,30,02:20 AM,01:23 PM,05:48 AM,06:36 PM,6,25,25,25,9,43,36,0.0,1013,34,10,159,7,Guam
2020-04-17,33,17,0.0,12.9,7,23,03:00 AM,02:16 PM,05:47 AM,06:36 PM,5,24,24,25,11,15,36,0.0,1015,33,10,160,8,Guam
2020-04-18,34,17,0.0,12.9,7,15,03:36 AM,03:08 PM,05:47 AM,06:37 PM,5,25,25,25,10,3,33,0.0,1015,34,10,196,7,Guam
2020-04-19,35,16,0.0,12.9,7,8,04:09 AM,03:59 PM,05:46 AM,06:37 PM,6,26,26,26,9,0,36,0.0,1014,35,10,156,7,Guam
2020-04-20,35,17,0.0,12.9,7,0,04:40 AM,04:49 PM,05:45 AM,06:38 PM,5,26,26,27,11,1,31,0.0,1013,35,10,185,8,Guam
2020-04-21,37,17,0.0,12.9,8,0,05:11 AM,05:40 PM,05:44 AM,06:38 PM,4,28,28,28,9,41,27,0.0,1013,37,10,158,7,Guam
2020-04-22,36,17,0.0,13.0,6,0,05:43 AM,06:30 PM,05:43 AM,06:39 PM,7,26,26,27,11,22,35,0.0,1014,36,10,171,8,Guam
2020-04-23,38,17,0.0,13.0,8,0,06:15 AM,07:23 PM,05:42 AM,06:39 PM,7,27,27,27,10,2,34,0.0,1012,38,10,177,7,Guam
2020-04-24,36,17,0.0,13.0,7,7,06:50 AM,08:16 PM,05:41 AM,06:40 PM,8,27,27,27,12,4,35,0.0,1012,36,10,164,8,Guam
2020-04-25,35,19,0.0,13.0,7,15,07:28 AM,09:11 PM,05:40 AM,06:40 PM,10,26,26,27,12,19,39,0.0,1012,35,10,167,9,Guam
2020-04-26,36,19,0.0,13.0,7,22,08:10 AM,10:07 PM,05:40 AM,06:41 PM,11,28,28,28,12,0,40,0.0,1012,36,10,169,9,Guam
2020-04-27,37,19,0.0,13.0,8,30,08:58 AM,11:03 PM,05:39 AM,06:41 PM,10,28,28,28,10,32,40,0.0,1014,37,10,163,8,Guam
2020-04-28,36,19,0.0,12.0,7,37,09:50 AM,11:57 PM,05:38 AM,06:42 PM,9,28,28,28,11,29,36,0.0,1014,36,10,158,8,Guam
2020-04-29,37,20,0.0,13.1,8,45,10:47 AM,No moonset,05:37 AM,06:42 PM,11,28,28,28,10,1,39,0.0,1013,37,10,158,8,Guam
2020-04-30,39,20,0.0,13.1,8,52,11:48 AM,12:48 AM,05:37 AM,06:43 PM,12,30,30,30,11,1,40,0.0,1011,39,10,174,8,Guam
2020-05-01,36,20,0.0,13.1,8,58,12:50 PM,01:37 AM,05:36 AM,06:43 PM,13,28,28,28,14,5,43,0.0,1013,36,10,164,10,Guam
2020-05-02,37,19,0.0,13.1,8,65,01:54 PM,02:21 AM,05:35 AM,06:44 PM,10,27,27,28,11,32,42,0.0,1015,37,10,172,8,Guam
2020-05-03,39,20,0.0,13.1,7,72,02:58 PM,03:04 AM,05:34 AM,06:44 PM,9,29,29,29,10,36,33,0.0,1013,39,10,197,8,Guam
2020-05-04,40,22,0.0,13.1,8,80,04:03 PM,03:44 AM,05:34 AM,06:45 PM,6,31,31,31,10,7,26,0.0,1011,40,10,154,8,Guam
2020-05-05,39,20,0.0,13.1,8,87,05:08 PM,04:24 AM,05:33 AM,06:45 PM,6,30,30,30,11,1,25,0.0,1011,39,10,175,8,Guam
2020-05-06,39,21,0.0,13.1,7,94,06:14 PM,05:06 AM,05:32 AM,06:46 PM,8,31,31,30,10,14,28,0.3,1012,39,10,178,8,Guam
2020-05-07,37,23,0.0,9.5,7,100,07:22 PM,05:50 AM,05:32 AM,06:46 PM,13,30,30,29,12,55,40,2.8,1012,37,10,150,8,Guam
2020-05-08,36,21,0.0,12.0,7,100,08:28 PM,06:36 AM,05:31 AM,06:47 PM,13,29,29,28,12,49,44,0.5,1013,36,10,164,9,Guam
2020-05-09,36,18,0.0,13.2,8,84,09:34 PM,07:28 AM,05:30 AM,06:48 PM,11,28,28,28,12,0,44,0.0,1013,36,10,169,9,Guam
2020-05-10,37,19,0.0,13.2,8,77,10:33 PM,08:22 AM,05:30 AM,06:48 PM,7,28,28,28,11,0,30,0.0,1013,37,10,155,8,Guam
2020-05-11,36,19,0.0,13.2,7,70,11:28 PM,09:19 AM,05:29 AM,06:49 PM,6,27,27,28,10,28,29,0.0,1014,36,10,146,8,Guam
2020-05-12,36,19,0.0,13.2,8,62,No moonrise,10:17 AM,05:29 AM,06:49 PM,5,27,27,28,12,1,27,0.0,1014,36,10,153,9,Guam
2020-05-13,36,18,0.0,13.2,8,55,12:16 AM,11:14 AM,05:28 AM,06:50 PM,5,27,27,28,12,0,28,0.0,1013,36,10,155,9,Guam
2020-05-14,35,19,0.0,13.2,7,48,12:58 AM,12:09 PM,05:28 AM,06:50 PM,10,27,27,27,11,2,42,0.0,1013,35,10,176,8,Guam
2020-05-15,35,18,0.0,13.2,7,40,01:36 AM,01:02 PM,05:27 AM,06:51 PM,9,26,26,27,12,0,41,0.0,1012,35,10,164,9,Guam
2020-05-16,35,18,0.0,13.2,7,33,02:10 AM,01:54 PM,05:27 AM,06:51 PM,7,26,26,27,11,0,34,0.0,1011,35,10,147,8,Guam
2020-05-17,36,19,0.0,13.3,8,26,02:42 AM,02:44 PM,05:26 AM,06:52 PM,8,28,28,28,11,0,35,0.0,1012,36,10,157,8,Guam
