date_time,Pakistan_maxtempC,Pakistan_mintempC,Pakistan_totalSnow_cm,Pakistan_sunHour,Pakistan_uvIndex,Pakistan_moon_illumination,Pakistan_moonrise,Pakistan_moonset,Pakistan_sunrise,Pakistan_sunset,Pakistan_DewPointC,Pakistan_FeelsLikeC,Pakistan_HeatIndexC,Pakistan_WindChillC,Pakistan_WindGustKmph,Pakistan_cloudcover,Pakistan_humidity,Pakistan_precipMM,Pakistan_pressure,Pakistan_tempC,Pakistan_visibility,Pakistan_winddirDegree,Pakistan_windspeedKmph,Pakistan_location
2020-10-10,35,25,0.0,8.7,8,38,11:39 PM,01:33 PM,06:08 AM,05:40 PM,6,29,29,30,13,0,24,0.0,1009,35,10,128,9,Pakistan
2020-10-11,36,25,0.0,8.7,8,31,No moonrise,02:21 PM,06:09 AM,05:39 PM,7,30,30,30,12,0,24,0.0,1007,36,10,117,8,Pakistan
2020-10-12,35,25,0.0,8.7,8,23,12:42 AM,03:06 PM,06:10 AM,05:37 PM,4,30,30,30,18,0,21,0.0,1005,35,10,92,11,Pakistan
2020-10-13,36,24,0.0,8.7,8,16,01:49 AM,03:46 PM,06:11 AM,05:36 PM,3,30,30,30,13,5,19,0.0,1007,36,10,115,8,Pakistan
2020-10-14,33,24,0.0,8.7,7,9,02:58 AM,04:23 PM,06:11 AM,05:35 PM,3,27,27,28,15,0,21,0.0,1009,33,10,208,10,Pakistan
2020-10-15,34,23,0.0,8.7,8,2,04:08 AM,04:59 PM,06:12 AM,05:34 PM,3,27,27,28,13,0,20,0.0,1008,34,10,157,8,Pakistan
2020-10-16,34,23,0.0,8.7,8,0,05:19 AM,05:34 PM,06:13 AM,05:32 PM,4,27,27,28,11,0,23,0.0,1008,34,10,114,7,Pakistan
2020-10-17,35,23,0.0,8.7,8,0,06:31 AM,06:10 PM,06:14 AM,05:31 PM,3,28,28,29,12,0,21,0.0,1009,35,10,118,7,Pakistan
2020-10-18,33,23,0.0,8.7,7,5,07:44 AM,06:50 PM,06:14 AM,05:30 PM,3,26,26,27,12,0,21,0.0,1009,33,10,167,8,Pakistan
2020-10-19,33,23,0.0,8.7,7,13,08:57 AM,07:34 PM,06:15 AM,05:29 PM,4,27,27,28,13,0,23,0.0,1007,33,10,126,8,Pakistan
2020-10-20,33,23,0.0,8.7,7,20,10:08 AM,08:23 PM,06:16 AM,05:28 PM,3,27,27,28,12,0,21,0.0,1007,33,10,117,8,Pakistan
2020-10-21,33,22,0.0,8.7,7,27,11:16 AM,09:18 PM,06:17 AM,05:27 PM,2,27,27,27,13,0,21,0.0,1009,33,10,126,8,Pakistan
2020-10-22,32,21,0.0,8.7,7,35,12:16 PM,10:16 PM,06:18 AM,05:25 PM,2,26,26,27,12,0,22,0.0,1008,32,10,123,7,Pakistan
2020-10-23,32,21,0.0,8.7,7,42,01:09 PM,11:17 PM,06:19 AM,05:24 PM,2,26,26,26,14,0,22,0.0,1009,32,10,114,8,Pakistan
2020-10-24,31,21,0.0,8.7,7,49,01:54 PM,No moonset,06:19 AM,05:23 PM,-3,24,24,25,15,5,17,0.0,1009,31,10,96,9,Pakistan
2020-10-25,30,20,0.0,8.7,7,56,02:32 PM,12:17 AM,06:20 AM,05:22 PM,-1,24,24,24,17,21,21,0.0,1012,30,10,114,10,Pakistan
2020-10-26,30,19,0.0,8.7,7,64,03:05 PM,01:17 AM,06:21 AM,05:21 PM,1,23,23,24,14,0,23,0.0,1013,30,10,160,9,Pakistan
2020-10-27,30,20,0.0,8.7,7,71,03:35 PM,02:14 AM,06:22 AM,05:20 PM,-1,23,23,24,12,4,20,0.0,1011,30,10,111,7,Pakistan
2020-10-28,30,18,0.0,8.7,7,78,04:02 PM,03:10 AM,06:23 AM,05:19 PM,-1,24,24,24,13,4,20,0.0,1012,30,10,117,8,Pakistan
2020-10-29,28,19,0.0,8.7,6,85,04:29 PM,04:05 AM,06:24 AM,05:18 PM,-2,23,23,23,14,11,18,0.0,1014,28,10,124,8,Pakistan
2020-10-30,29,19,0.0,8.7,7,93,04:55 PM,04:59 AM,06:25 AM,05:17 PM,-1,23,23,23,16,0,21,0.0,1015,29,10,209,10,Pakistan
2020-10-31,29,18,0.0,8.7,7,97,05:23 PM,05:54 AM,06:25 AM,05:16 PM,-4,22,22,23,15,0,17,0.0,1014,29,10,202,9,Pakistan
2020-11-01,30,20,0.0,8.7,7,89,05:53 PM,06:49 AM,06:26 AM,05:15 PM,-5,23,23,24,12,1,14,0.0,1013,30,10,200,7,Pakistan
2020-11-02,30,19,0.0,8.7,7,81,06:26 PM,07:46 AM,06:27 AM,05:14 PM,-4,23,23,24,10,0,16,0.0,1013,30,10,123,7,Pakistan
2020-11-03,30,19,0.0,8.7,7,74,07:04 PM,08:43 AM,06:28 AM,05:13 PM,-3,23,23,24,13,1,17,0.0,1013,30,10,128,8,Pakistan
2020-11-04,29,19,0.0,8.7,7,66,07:47 PM,09:40 AM,06:29 AM,05:12 PM,-6,23,23,24,12,0,14,0.0,1011,29,10,127,7,Pakistan
2020-11-05,29,19,0.0,8.7,7,58,08:35 PM,10:35 AM,06:30 AM,05:12 PM,-5,22,22,23,13,0,16,0.0,1013,29,10,123,8,Pakistan
2020-11-06,29,18,0.0,8.7,6,51,09:30 PM,11:29 AM,06:31 AM,05:11 PM,-4,22,22,23,14,0,17,0.0,1016,29,10,123,9,Pakistan
2020-11-07,29,18,0.0,8.7,6,43,10:29 PM,12:17 PM,06:32 AM,05:10 PM,-3,22,22,23,14,0,19,0.0,1017,29,10,207,9,Pakistan
2020-11-08,29,18,0.0,8.7,6,36,11:33 PM,01:02 PM,06:33 AM,05:09 PM,-4,21,21,22,13,3,18,0.0,1017,29,10,127,7,Pakistan
2020-11-09,27,17,0.0,8.7,5,28,No moonrise,01:42 PM,06:34 AM,05:08 PM,-4,20,20,21,12,38,19,0.0,1015,27,10,119,7,Pakistan
2020-11-10,27,16,0.0,4.0,5,21,12:39 AM,02:19 PM,06:35 AM,05:08 PM,-4,20,20,20,13,87,19,0.0,1015,27,10,120,7,Pakistan
2020-11-11,26,17,0.0,7.1,5,13,01:46 AM,02:54 PM,06:35 AM,05:07 PM,-3,20,20,21,13,34,21,0.0,1018,26,10,117,7,Pakistan
2020-11-12,26,15,0.0,8.7,6,6,02:54 AM,03:28 PM,06:36 AM,05:06 PM,-4,20,20,20,12,7,20,0.0,1019,26,10,117,7,Pakistan
2020-11-13,27,15,0.0,8.7,6,0,04:04 AM,04:02 PM,06:37 AM,05:06 PM,-4,20,20,20,12,27,20,0.0,1018,27,10,135,7,Pakistan
2020-11-14,24,16,0.0,7.1,5,0,05:16 AM,04:40 PM,06:38 AM,05:05 PM,2,20,19,20,18,44,33,0.4,1017,24,9,114,10,Pakistan
2020-11-15,17,13,0.0,4.0,4,0,06:29 AM,05:21 PM,06:39 AM,05:04 PM,7,15,15,15,26,71,58,4.1,1017,17,7,119,18,Pakistan
2020-11-16,20,9,0.0,8.7,5,2,07:43 AM,06:08 PM,06:40 AM,05:04 PM,7,15,15,15,13,34,58,7.9,1019,20,10,245,9,Pakistan
2020-11-17,22,13,0.0,8.7,5,9,08:55 AM,07:02 PM,06:41 AM,05:03 PM,3,16,17,16,12,3,44,0.0,1017,22,10,268,8,Pakistan
2020-11-18,21,13,0.0,8.7,5,17,10:02 AM,08:01 PM,06:42 AM,05:03 PM,0,16,16,16,9,3,34,0.0,1014,21,10,236,6,Pakistan
2020-11-19,20,12,0.0,8.7,5,24,11:00 AM,09:03 PM,06:43 AM,05:02 PM,1,15,15,15,13,38,40,0.0,1015,20,10,143,8,Pakistan
2020-11-20,20,12,0.0,8.7,5,32,11:50 AM,10:06 PM,06:44 AM,05:02 PM,-1,14,15,14,19,18,37,0.1,1017,20,10,223,12,Pakistan
2020-11-21,20,11,0.0,8.7,5,39,12:31 PM,11:08 PM,06:45 AM,05:01 PM,-3,14,15,14,15,6,30,0.0,1017,20,10,313,10,Pakistan
2020-11-22,19,10,0.0,7.1,4,47,01:07 PM,No moonset,06:46 AM,05:01 PM,-5,14,14,14,11,37,27,0.0,1018,19,10,149,6,Pakistan
2020-11-23,18,12,0.0,4.0,4,54,01:38 PM,12:07 AM,06:47 AM,05:01 PM,1,14,14,14,14,70,43,0.0,1020,18,10,141,9,Pakistan
2020-11-24,18,11,0.0,8.7,5,62,02:06 PM,01:04 AM,06:48 AM,05:00 PM,4,13,14,13,14,36,54,0.4,1021,18,10,275,9,Pakistan
2020-11-25,15,11,0.0,3.9,3,70,02:33 PM,01:59 AM,06:49 AM,05:00 PM,5,13,13,13,10,72,59,0.4,1021,15,8,213,7,Pakistan
2020-11-26,18,9,0.0,8.7,4,77,02:59 PM,02:53 AM,06:49 AM,05:00 PM,7,13,13,13,12,35,68,0.7,1023,18,9,320,8,Pakistan
2020-11-27,22,10,0.0,8.7,5,85,03:26 PM,03:48 AM,06:50 AM,04:59 PM,2,16,16,16,14,5,41,0.0,1024,22,10,277,9,Pakistan
2020-11-28,22,12,0.0,8.7,4,92,03:55 PM,04:43 AM,06:51 AM,04:59 PM,-2,16,16,16,13,24,29,0.0,1020,22,10,287,8,Pakistan
2020-11-29,23,13,0.0,8.7,5,100,04:27 PM,05:39 AM,06:52 AM,04:59 PM,-2,17,17,17,9,28,28,0.0,1017,23,10,251,5,Pakistan
2020-11-30,23,13,0.0,8.7,5,100,05:03 PM,06:36 AM,06:53 AM,04:59 PM,-0,17,17,17,10,7,32,0.0,1017,23,10,194,6,Pakistan
2020-12-01,25,14,0.0,8.7,6,89,05:45 PM,07:34 AM,06:54 AM,04:59 PM,3,19,19,19,8,8,33,0.0,1018,25,10,254,6,Pakistan
2020-12-02,25,17,0.0,8.7,6,82,06:31 PM,08:31 AM,06:55 AM,04:59 PM,4,20,20,20,11,0,34,0.0,1016,25,10,299,8,Pakistan
2020-12-03,26,17,0.0,8.7,6,75,07:25 PM,09:26 AM,06:56 AM,04:59 PM,3,20,20,20,8,0,32,0.0,1014,26,10,136,5,Pakistan
2020-12-04,24,14,0.0,8.7,5,67,08:23 PM,10:16 AM,06:56 AM,04:59 PM,0,18,18,18,11,8,31,0.0,1013,24,10,166,6,Pakistan
2020-12-05,23,15,0.0,8.7,5,60,09:25 PM,11:02 AM,06:57 AM,04:59 PM,2,18,18,18,12,6,33,0.0,1014,23,10,151,7,Pakistan
2020-12-06,23,14,0.0,8.7,5,53,10:29 PM,11:43 AM,06:58 AM,04:59 PM,3,18,18,18,12,11,38,0.0,1017,23,10,157,7,Pakistan
2020-12-07,21,14,0.0,8.7,5,46,11:34 PM,12:19 PM,06:59 AM,04:59 PM,2,17,17,17,12,43,38,0.0,1019,21,10,216,7,Pakistan
2020-12-08,19,14,0.0,3.6,4,38,No moonrise,12:53 PM,07:00 AM,04:59 PM,7,15,16,15,15,62,56,0.3,1020,19,9,217,9,Pakistan
2020-12-09,20,12,0.0,3.6,4,31,12:39 AM,01:26 PM,07:00 AM,04:59 PM,8,15,16,15,13,77,62,2.7,1018,20,10,226,8,Pakistan
2020-12-10,21,12,0.0,8.7,5,24,01:46 AM,01:59 PM,07:01 AM,04:59 PM,6,16,16,16,12,29,52,0.5,1017,21,10,166,7,Pakistan
2020-12-11,18,11,0.0,5.3,3,17,02:53 AM,02:33 PM,07:02 AM,04:59 PM,4,13,14,13,14,53,54,8.7,1015,18,9,176,9,Pakistan
2020-12-12,16,9,0.0,5.4,3,9,04:04 AM,03:11 PM,07:03 AM,05:00 PM,7,12,12,12,9,73,72,14.3,1016,16,9,265,6,Pakistan
2020-12-13,17,9,0.0,5.4,3,2,05:16 AM,03:54 PM,07:03 AM,05:00 PM,5,12,12,12,9,46,61,0.6,1016,17,10,218,5,Pakistan
2020-12-14,16,8,0.0,8.7,4,0,06:29 AM,04:44 PM,07:04 AM,05:00 PM,2,11,12,11,11,18,52,0.1,1016,16,10,90,7,Pakistan
2020-12-15,16,10,0.0,8.7,4,0,07:39 AM,05:41 PM,07:05 AM,05:00 PM,2,12,12,12,13,2,49,0.0,1019,16,10,184,9,Pakistan
2020-12-16,16,8,0.0,8.7,4,5,08:43 AM,06:42 PM,07:05 AM,05:01 PM,-0,11,11,11,12,1,47,0.0,1021,16,10,330,8,Pakistan
2020-12-17,17,7,0.0,8.7,4,12,09:38 AM,07:47 PM,07:06 AM,05:01 PM,-6,11,11,11,15,1,30,0.0,1021,17,10,333,10,Pakistan
2020-12-18,16,8,0.0,8.7,4,20,10:25 AM,08:52 PM,07:07 AM,05:02 PM,-8,10,11,10,17,3,26,0.0,1019,16,10,321,10,Pakistan
2020-12-19,18,7,0.0,8.7,4,27,11:04 AM,09:54 PM,07:07 AM,05:02 PM,-8,11,12,11,13,6,24,0.0,1021,18,10,241,8,Pakistan
2020-12-20,18,7,0.0,8.7,4,34,11:38 AM,10:53 PM,07:08 AM,05:03 PM,-7,12,13,12,12,5,25,0.0,1020,18,10,284,7,Pakistan
2020-12-21,20,10,0.0,8.7,5,41,12:08 PM,11:50 PM,07:08 AM,05:03 PM,-2,14,14,14,12,18,33,0.0,1017,20,10,286,7,Pakistan
2020-12-22,22,11,0.0,8.7,5,49,12:35 PM,No moonset,07:09 AM,05:04 PM,5,17,17,17,8,0,45,0.0,1015,22,10,198,6,Pakistan
2020-12-23,20,12,0.0,8.7,5,56,01:02 PM,12:45 AM,07:09 AM,05:04 PM,2,15,15,15,10,10,41,0.0,1014,20,10,164,6,Pakistan
2020-12-24,18,10,0.0,8.7,4,63,01:28 PM,01:40 AM,07:10 AM,05:05 PM,-2,14,14,14,8,36,33,0.0,1015,18,10,161,5,Pakistan
2020-12-25,17,10,0.0,8.7,4,70,01:56 PM,02:34 AM,07:10 AM,05:05 PM,-5,12,13,12,12,27,31,0.0,1016,17,10,173,7,Pakistan
2020-12-26,21,8,0.0,8.7,5,78,02:27 PM,03:30 AM,07:10 AM,05:06 PM,-4,14,14,14,7,9,28,0.0,1015,21,10,105,5,Pakistan
2020-12-27,15,8,0.0,7.0,3,85,03:01 PM,04:27 AM,07:11 AM,05:07 PM,-2,10,11,10,17,51,42,1.2,1011,15,9,182,11,Pakistan
2020-12-28,14,8,0.0,8.7,4,92,03:41 PM,05:25 AM,07:11 AM,05:07 PM,1,9,10,9,12,37,55,1.0,1015,14,8,254,8,Pakistan
2020-12-29,17,7,0.0,8.7,4,100,04:26 PM,06:22 AM,07:11 AM,05:08 PM,1,10,11,10,16,26,51,2.6,1017,17,10,287,10,Pakistan
2020-12-30,18,9,0.0,8.7,4,100,05:18 PM,07:19 AM,07:12 AM,05:09 PM,-6,12,13,12,15,0,28,0.0,1019,18,10,314,9,Pakistan
2020-12-31,17,8,0.0,7.0,3,89,06:16 PM,08:12 AM,07:12 AM,05:09 PM,-10,11,12,11,15,25,22,0.0,1019,17,10,245,8,Pakistan
2021-01-01,17,8,0.0,8.7,4,79,07:18 PM,09:00 AM,07:12 AM,05:10 PM,-10,11,12,11,10,10,21,0.0,1017,17,10,152,6,Pakistan
2021-01-02,20,8,0.0,8.7,5,71,08:22 PM,09:43 AM,07:12 AM,05:11 PM,-7,13,14,13,10,1,23,0.0,1017,20,10,129,6,Pakistan
2021-01-03,18,10,0.0,7.0,3,64,09:27 PM,10:21 AM,07:13 AM,05:12 PM,-6,13,13,13,15,44,27,0.4,1017,18,10,167,9,Pakistan
2021-01-04,22,10,0.0,8.7,4,57,10:32 PM,10:56 AM,07:13 AM,05:12 PM,4,14,15,14,14,44,50,1.2,1017,22,10,141,8,Pakistan
2021-01-05,11,8,0.0,3.8,3,50,11:37 PM,11:29 AM,07:13 AM,05:13 PM,7,9,11,9,21,87,77,52.9,1016,11,7,40,13,Pakistan
2021-01-06,17,10,0.0,3.8,3,42,No moonrise,12:00 PM,07:13 AM,05:14 PM,8,12,13,12,11,68,72,8.8,1017,17,9,200,6,Pakistan
2021-01-07,18,10,0.0,8.7,3,35,12:42 AM,12:32 PM,07:13 AM,05:15 PM,4,12,13,12,11,48,57,0.4,1015,18,10,150,6,Pakistan
2021-01-08,15,10,0.0,3.8,3,28,01:49 AM,01:08 PM,07:13 AM,05:16 PM,5,12,12,12,11,73,63,3.6,1015,15,10,185,6,Pakistan
2021-01-09,15,9,0.0,3.8,3,20,02:58 AM,01:47 PM,07:13 AM,05:17 PM,3,11,12,11,16,69,57,1.1,1017,15,10,76,9,Pakistan
2021-01-10,19,11,0.0,8.7,5,13,04:08 AM,02:32 PM,07:13 AM,05:18 PM,-1,14,14,14,14,19,35,0.0,1016,19,10,294,8,Pakistan
2021-01-11,19,10,0.0,8.7,5,6,05:18 AM,03:24 PM,07:13 AM,05:18 PM,-3,14,14,14,13,0,32,0.0,1016,19,10,260,8,Pakistan
2021-01-12,19,9,0.0,8.7,4,0,06:24 AM,04:23 PM,07:13 AM,05:19 PM,-5,13,14,13,13,0,28,0.0,1016,19,10,286,8,Pakistan
2021-01-13,20,10,0.0,8.7,5,0,07:23 AM,05:27 PM,07:12 AM,05:20 PM,-5,13,14,13,11,1,27,0.0,1015,20,10,181,6,Pakistan
2021-01-14,17,8,0.0,3.8,3,1,08:14 AM,06:32 PM,07:12 AM,05:21 PM,-6,12,12,12,8,87,29,0.0,1015,17,10,112,4,Pakistan
2021-01-15,19,8,0.0,7.1,3,8,08:57 AM,07:37 PM,07:12 AM,05:22 PM,-3,13,13,13,6,32,32,0.0,1014,19,10,109,4,Pakistan
2021-01-16,20,12,0.0,8.7,5,16,09:35 AM,08:38 PM,07:12 AM,05:23 PM,-2,15,16,15,9,1,31,0.0,1013,20,10,243,6,Pakistan
2021-01-17,21,12,0.0,8.7,5,23,10:06 AM,09:38 PM,07:12 AM,05:24 PM,-1,16,16,16,10,1,33,0.0,1013,21,10,92,7,Pakistan
2021-01-18,21,11,0.0,8.7,5,30,10:35 AM,10:34 PM,07:11 AM,05:25 PM,3,15,15,15,8,3,45,0.0,1017,21,10,152,5,Pakistan
2021-01-19,22,10,0.0,8.7,5,38,11:02 AM,11:30 PM,07:11 AM,05:26 PM,1,16,16,16,9,0,37,0.0,1014,22,10,195,7,Pakistan
2021-01-20,21,12,0.0,8.7,5,45,11:29 AM,No moonset,07:11 AM,05:27 PM,-3,15,16,15,15,2,29,0.0,1014,21,10,319,10,Pakistan
2021-01-21,19,8,0.0,7.1,3,52,11:56 AM,12:24 AM,07:10 AM,05:28 PM,-7,13,13,13,12,45,25,0.0,1014,19,10,164,7,Pakistan
2021-01-22,20,11,0.0,8.7,5,59,12:25 PM,01:20 AM,07:10 AM,05:29 PM,-4,14,15,14,16,23,27,0.0,1012,20,10,99,10,Pakistan
2021-01-23,15,10,0.0,5.5,3,67,12:58 PM,02:15 AM,07:09 AM,05:30 PM,3,12,12,12,12,56,52,3.2,1009,15,10,238,7,Pakistan
2021-01-24,18,8,0.0,8.7,4,74,01:35 PM,03:13 AM,07:09 AM,05:31 PM,0,11,12,11,17,11,46,0.2,1016,18,10,235,11,Pakistan
2021-01-25,19,9,0.0,8.7,4,81,02:18 PM,04:10 AM,07:08 AM,05:32 PM,-3,13,14,13,12,5,33,0.0,1018,19,10,240,7,Pakistan
2021-01-26,20,10,0.0,8.7,5,88,03:08 PM,05:08 AM,07:08 AM,05:33 PM,-3,14,14,14,9,0,29,0.0,1017,20,10,157,6,Pakistan
2021-01-27,18,9,0.0,8.7,4,96,04:04 PM,06:02 AM,07:07 AM,05:34 PM,-5,13,13,13,12,10,28,0.0,1017,18,10,161,7,Pakistan
2021-01-28,19,7,0.0,3.9,3,100,05:05 PM,06:53 AM,07:07 AM,05:35 PM,-7,12,12,12,10,56,26,0.0,1017,19,10,157,6,Pakistan
2021-01-29,20,10,0.0,8.7,5,90,06:10 PM,07:39 AM,07:06 AM,05:36 PM,-6,14,14,14,12,0,25,0.0,1018,20,10,177,8,Pakistan
2021-01-30,21,10,0.0,8.7,5,82,07:17 PM,08:20 AM,07:05 AM,05:37 PM,-6,15,15,15,10,0,24,0.0,1017,21,10,271,6,Pakistan
2021-01-31,21,10,0.0,8.7,5,79,08:23 PM,08:56 AM,07:05 AM,05:38 PM,-6,14,15,14,11,7,25,0.0,1018,21,10,115,7,Pakistan
2021-02-01,22,10,0.0,8.7,5,63,09:30 PM,09:30 AM,07:04 AM,05:39 PM,-1,16,17,16,12,3,31,0.0,1020,22,10,209,8,Pakistan
2021-02-02,18,11,0.0,7.1,4,55,10:35 PM,10:02 AM,07:03 AM,05:40 PM,1,14,15,14,14,39,40,0.1,1018,18,10,109,9,Pakistan
2021-02-03,21,10,0.0,8.7,4,48,11:42 PM,10:35 AM,07:02 AM,05:41 PM,1,15,16,15,15,30,43,0.2,1017,21,10,112,8,Pakistan
2021-02-04,20,10,0.0,5.5,4,40,No moonrise,11:09 AM,07:02 AM,05:41 PM,2,15,15,15,12,52,46,0.1,1017,20,10,80,8,Pakistan
2021-02-05,22,11,0.0,8.7,5,33,12:50 AM,11:46 AM,07:01 AM,05:42 PM,1,15,16,15,12,1,40,0.0,1017,22,10,181,8,Pakistan
2021-02-06,22,12,0.0,8.7,5,25,01:58 AM,12:28 PM,07:00 AM,05:43 PM,-0,16,17,16,11,1,37,0.0,1017,22,10,226,7,Pakistan
2021-02-07,21,11,0.0,8.7,5,18,03:06 AM,01:16 PM,06:59 AM,05:44 PM,-4,16,16,16,10,7,27,0.0,1017,21,10,110,6,Pakistan
