date_time,Pakistan_maxtempC,Pakistan_mintempC,Pakistan_totalSnow_cm,Pakistan_sunHour,Pakistan_uvIndex,Pakistan_moon_illumination,Pakistan_moonrise,Pakistan_moonset,Pakistan_sunrise,Pakistan_sunset,Pakistan_DewPointC,Pakistan_FeelsLikeC,Pakistan_HeatIndexC,Pakistan_WindChillC,Pakistan_WindGustKmph,Pakistan_cloudcover,Pakistan_humidity,Pakistan_precipMM,Pakistan_pressure,Pakistan_tempC,Pakistan_visibility,Pakistan_winddirDegree,Pakistan_windspeedKmph,Pakistan_location
2020-01-01,16,7,0.0,8.7,3,37,11:19 AM,10:55 PM,07:12 AM,05:09 PM,-5,10,11,10,12,47,33,0.0,1022,16,10,75,7,Pakistan
2020-01-02,15,10,0.0,3.7,3,44,11:47 AM,11:49 PM,07:12 AM,05:10 PM,-3,12,12,12,13,87,35,0.0,1023,15,10,179,8,Pakistan
2020-01-03,16,9,0.0,5.4,3,51,12:15 PM,No moonset,07:12 AM,05:11 PM,2,11,12,11,12,59,51,0.0,1020,16,10,314,7,Pakistan
2020-01-04,15,8,0.0,5.4,3,59,12:43 PM,12:43 AM,07:13 AM,05:12 PM,3,10,11,10,10,56,61,1.9,1017,15,10,127,6,Pakistan
2020-01-05,16,7,0.0,7.1,3,66,01:13 PM,01:39 AM,07:13 AM,05:13 PM,-1,10,11,10,14,48,47,0.2,1019,16,10,178,8,Pakistan
2020-01-06,10,6,0.0,3.8,2,73,01:45 PM,02:35 AM,07:13 AM,05:13 PM,2,9,9,9,7,87,65,12.4,1021,10,9,150,5,Pakistan
2020-01-07,12,4,0.0,5.4,3,80,02:22 PM,03:35 AM,07:13 AM,05:14 PM,7,8,9,8,6,84,84,8.3,1019,12,8,233,5,Pakistan
2020-01-08,12,5,0.0,3.8,2,88,03:05 PM,04:35 AM,07:13 AM,05:15 PM,4,8,8,8,9,64,78,6.6,1015,12,9,264,6,Pakistan
2020-01-09,16,8,0.0,8.7,4,95,03:55 PM,05:38 AM,07:13 AM,05:16 PM,1,11,11,11,10,0,50,0.0,1018,16,10,313,7,Pakistan
2020-01-10,17,6,0.0,8.7,4,100,04:52 PM,06:39 AM,07:13 AM,05:17 PM,-3,11,11,11,10,7,39,0.0,1021,17,10,313,6,Pakistan
2020-01-11,15,6,0.0,7.1,3,100,05:56 PM,07:37 AM,07:13 AM,05:18 PM,-6,10,10,10,10,58,33,0.0,1019,15,10,230,6,Pakistan
2020-01-12,17,10,0.0,7.1,3,83,07:04 PM,08:29 AM,07:13 AM,05:19 PM,2,12,13,12,16,72,47,0.0,1020,17,10,176,11,Pakistan
2020-01-13,10,7,0.0,3.8,2,76,08:13 PM,09:16 AM,07:13 AM,05:20 PM,8,7,9,7,20,90,88,71.7,1010,10,6,212,15,Pakistan
2020-01-14,13,7,0.0,3.8,3,69,09:23 PM,09:58 AM,07:12 AM,05:20 PM,6,8,9,8,17,74,80,40.5,1018,13,8,220,11,Pakistan
2020-01-15,15,7,0.0,8.7,4,61,10:30 PM,10:35 AM,07:12 AM,05:21 PM,1,10,10,10,12,13,52,0.0,1018,15,10,168,7,Pakistan
2020-01-16,16,8,0.0,8.7,4,54,11:37 PM,11:10 AM,07:12 AM,05:22 PM,1,11,12,11,10,7,49,0.0,1016,16,10,233,6,Pakistan
2020-01-17,15,8,0.0,7.1,3,47,No moonrise,11:44 AM,07:12 AM,05:23 PM,3,11,11,11,10,38,56,0.6,1016,15,10,157,6,Pakistan
2020-01-18,16,8,0.0,8.7,4,40,12:42 AM,12:18 PM,07:11 AM,05:24 PM,1,11,11,11,10,22,51,0.4,1019,16,10,201,6,Pakistan
2020-01-19,15,9,0.0,8.7,3,32,01:47 AM,12:55 PM,07:11 AM,05:25 PM,-1,11,11,11,10,29,44,0.0,1019,15,10,198,7,Pakistan
2020-01-20,15,8,0.0,8.7,4,25,02:52 AM,01:35 PM,07:11 AM,05:26 PM,-1,11,11,11,8,41,43,0.0,1018,15,10,151,5,Pakistan
2020-01-21,11,8,0.0,3.8,2,18,03:55 AM,02:19 PM,07:10 AM,05:27 PM,3,8,9,8,8,85,66,0.7,1022,11,9,98,6,Pakistan
2020-01-22,15,6,0.0,8.7,4,11,04:57 AM,03:08 PM,07:10 AM,05:28 PM,3,8,9,8,14,10,66,0.0,1024,15,10,256,9,Pakistan
2020-01-23,17,7,0.0,8.7,4,3,05:54 AM,04:01 PM,07:10 AM,05:29 PM,-0,10,12,10,17,2,48,0.0,1021,17,10,320,11,Pakistan
2020-01-24,16,7,0.0,8.7,3,0,06:45 AM,04:58 PM,07:09 AM,05:30 PM,-4,10,11,10,15,29,36,0.0,1019,16,10,257,9,Pakistan
2020-01-25,17,9,0.0,5.5,3,0,07:32 AM,05:56 PM,07:09 AM,05:31 PM,2,12,12,12,11,56,52,0.1,1017,17,10,171,7,Pakistan
2020-01-26,18,9,0.0,8.7,4,4,08:11 AM,06:53 PM,07:08 AM,05:32 PM,4,12,13,12,12,9,58,0.0,1015,18,10,200,7,Pakistan
2020-01-27,17,9,0.0,8.7,4,11,08:47 AM,07:50 PM,07:08 AM,05:33 PM,3,12,12,12,10,19,53,0.0,1013,17,10,146,6,Pakistan
2020-01-28,11,9,0.0,3.9,3,18,09:19 AM,08:45 PM,07:07 AM,05:34 PM,4,10,10,10,10,96,67,6.7,1011,11,8,243,6,Pakistan
2020-01-29,11,7,0.0,3.9,2,26,09:48 AM,09:40 PM,07:06 AM,05:35 PM,6,7,9,7,15,86,84,36.8,1014,11,8,116,10,Pakistan
2020-01-30,17,8,0.0,8.7,4,33,10:16 AM,10:34 PM,07:06 AM,05:36 PM,4,11,11,11,10,13,63,0.1,1018,17,10,230,6,Pakistan
2020-01-31,16,7,0.0,8.7,4,37,10:43 AM,11:28 PM,07:05 AM,05:37 PM,2,11,11,11,8,21,53,0.0,1014,16,10,161,5,Pakistan
2020-02-01,18,8,0.0,8.7,4,49,11:12 AM,No moonset,07:04 AM,05:38 PM,3,12,13,12,10,28,54,0.3,1018,18,10,167,7,Pakistan
2020-02-02,17,10,0.0,8.7,4,57,11:43 AM,12:23 AM,07:04 AM,05:39 PM,1,13,13,13,9,3,43,0.0,1021,17,10,181,6,Pakistan
2020-02-03,17,9,0.0,8.7,4,64,12:16 PM,01:20 AM,07:03 AM,05:40 PM,-1,12,13,12,10,14,41,0.0,1019,17,10,160,6,Pakistan
2020-02-04,13,8,0.0,3.9,3,72,12:55 PM,02:19 AM,07:02 AM,05:41 PM,1,10,10,10,11,82,53,0.2,1018,13,10,170,7,Pakistan
2020-02-05,17,7,0.0,8.7,4,79,01:41 PM,03:19 AM,07:02 AM,05:42 PM,1,11,11,11,12,10,51,0.0,1018,17,10,304,8,Pakistan
2020-02-06,16,8,0.0,7.1,3,87,02:33 PM,04:20 AM,07:01 AM,05:43 PM,0,11,11,11,9,31,47,0.0,1014,16,10,181,5,Pakistan
2020-02-07,19,8,0.0,8.7,5,95,03:34 PM,05:20 AM,07:00 AM,05:44 PM,3,13,13,13,9,4,50,0.0,1018,19,10,179,6,Pakistan
2020-02-08,21,10,0.0,8.7,5,100,04:41 PM,06:15 AM,06:59 AM,05:45 PM,-0,15,15,15,8,0,37,0.0,1022,21,10,219,6,Pakistan
2020-02-09,21,10,0.0,8.7,5,100,05:52 PM,07:06 AM,06:58 AM,05:46 PM,-0,15,16,15,9,0,36,0.0,1023,21,10,158,6,Pakistan
2020-02-10,21,11,0.0,8.7,5,83,07:03 PM,07:51 AM,06:57 AM,05:46 PM,1,15,16,15,10,2,39,0.0,1020,21,10,201,7,Pakistan
2020-02-11,19,10,0.0,7.2,4,75,08:14 PM,08:30 AM,06:56 AM,05:47 PM,1,14,14,14,13,33,42,0.0,1019,19,10,203,8,Pakistan
2020-02-12,21,12,0.0,7.2,4,68,09:24 PM,09:08 AM,06:55 AM,05:48 PM,6,15,16,15,17,51,54,0.0,1021,21,10,324,11,Pakistan
2020-02-13,21,13,0.0,7.2,4,60,10:32 PM,09:44 AM,06:54 AM,05:49 PM,8,17,18,17,10,61,58,2.1,1018,21,10,268,7,Pakistan
2020-02-14,21,12,0.0,8.7,5,53,11:39 PM,10:19 AM,06:53 AM,05:50 PM,6,16,16,16,21,7,55,0.2,1014,21,10,299,14,Pakistan
2020-02-15,24,12,0.0,8.7,5,45,No moonrise,10:55 AM,06:52 AM,05:51 PM,2,17,18,17,13,9,37,0.0,1013,24,10,263,8,Pakistan
2020-02-16,24,12,0.0,7.2,4,38,12:45 AM,11:35 AM,06:51 AM,05:52 PM,2,17,17,17,14,48,38,0.0,1015,24,10,257,9,Pakistan
2020-02-17,24,14,0.0,8.7,5,30,01:50 AM,12:18 PM,06:50 AM,05:53 PM,0,18,19,18,16,1,32,0.0,1018,24,10,288,10,Pakistan
2020-02-18,24,13,0.0,8.7,5,22,02:51 AM,01:05 PM,06:49 AM,05:54 PM,-1,17,18,17,11,17,30,0.0,1015,24,10,178,6,Pakistan
2020-02-19,23,13,0.0,8.7,4,15,03:50 AM,01:56 PM,06:48 AM,05:55 PM,1,18,18,18,22,33,32,0.0,1012,23,10,87,13,Pakistan
2020-02-20,22,11,0.0,7.2,4,7,04:42 AM,02:51 PM,06:47 AM,05:56 PM,5,16,18,16,25,47,51,7.0,1016,22,9,196,15,Pakistan
2020-02-21,24,13,0.0,8.7,5,0,05:29 AM,03:48 PM,06:46 AM,05:56 PM,4,18,19,18,13,3,41,0.0,1018,24,10,178,8,Pakistan
2020-02-22,23,13,0.0,8.7,5,0,06:10 AM,04:45 PM,06:45 AM,05:57 PM,5,18,19,18,12,9,43,0.0,1020,23,10,173,7,Pakistan
2020-02-23,24,14,0.0,8.7,6,0,06:47 AM,05:42 PM,06:44 AM,05:58 PM,4,19,19,19,11,5,42,0.0,1018,24,10,150,7,Pakistan
2020-02-24,24,14,0.0,8.7,6,0,07:20 AM,06:38 PM,06:43 AM,05:59 PM,4,19,19,19,11,6,39,0.0,1014,24,10,152,6,Pakistan
2020-02-25,25,14,0.0,11.6,6,8,07:50 AM,07:33 PM,06:41 AM,06:00 PM,3,19,20,19,12,8,38,0.0,1013,25,10,177,7,Pakistan
2020-02-26,25,14,0.0,11.6,6,15,08:17 AM,08:26 PM,06:40 AM,06:01 PM,2,19,20,19,13,8,33,0.0,1014,25,10,153,8,Pakistan
2020-02-27,25,15,0.0,11.6,6,23,08:45 AM,09:21 PM,06:39 AM,06:02 PM,1,19,20,19,10,21,31,0.0,1014,25,10,124,6,Pakistan
2020-02-28,23,16,0.0,10.2,5,30,09:13 AM,10:15 PM,06:38 AM,06:02 PM,5,19,20,19,17,49,41,0.9,1014,23,10,125,11,Pakistan
2020-02-29,19,13,0.0,5.8,4,38,09:42 AM,11:11 PM,06:37 AM,06:03 PM,10,15,16,15,20,83,71,19.3,1015,19,8,165,13,Pakistan
2020-03-01,24,12,0.0,10.2,4,44,10:14 AM,No moonset,06:35 AM,06:04 PM,9,18,19,18,10,50,56,4.6,1014,24,9,257,7,Pakistan
2020-03-02,26,16,0.0,11.6,6,51,10:50 AM,12:07 AM,06:34 AM,06:05 PM,9,21,21,21,9,1,47,0.0,1012,26,10,222,7,Pakistan
2020-03-03,26,17,0.0,11.6,6,58,11:31 AM,01:06 AM,06:33 AM,06:06 PM,9,21,21,21,10,1,46,0.0,1011,26,10,118,7,Pakistan
2020-03-04,22,15,0.0,8.7,4,65,12:18 PM,02:05 AM,06:32 AM,06:06 PM,8,18,18,18,15,32,52,1.3,1010,22,10,98,10,Pakistan
2020-03-05,16,13,0.0,5.9,3,73,01:14 PM,03:04 AM,06:30 AM,06:07 PM,10,14,15,14,15,76,73,15.8,1012,16,8,99,10,Pakistan
2020-03-06,18,12,0.0,5.9,4,80,02:17 PM,04:00 AM,06:29 AM,06:08 PM,8,14,14,14,13,58,65,3.8,1012,18,10,94,8,Pakistan
2020-03-07,17,7,0.0,8.8,3,87,03:25 PM,04:52 AM,06:28 AM,06:09 PM,9,12,13,12,23,73,74,15.7,1013,17,9,88,14,Pakistan
2020-03-08,19,10,0.0,7.3,4,95,04:36 PM,05:39 AM,06:27 AM,06:10 PM,8,13,14,13,20,76,72,22.2,1017,19,8,75,11,Pakistan
2020-03-09,21,12,0.0,10.2,4,100,05:49 PM,06:21 AM,06:25 AM,06:10 PM,6,16,17,16,15,41,54,0.0,1014,21,10,285,10,Pakistan
2020-03-10,22,12,0.0,11.6,5,100,07:01 PM,07:01 AM,06:24 AM,06:11 PM,6,17,18,17,10,29,49,0.0,1012,22,10,228,6,Pakistan
2020-03-11,22,14,0.0,11.6,5,84,08:12 PM,07:38 AM,06:23 AM,06:12 PM,6,18,19,18,18,16,48,0.1,1010,22,10,106,12,Pakistan
2020-03-12,18,12,0.0,6.0,4,76,09:23 PM,08:14 AM,06:21 AM,06:13 PM,9,14,15,14,32,82,71,27.3,1012,18,8,87,19,Pakistan
2020-03-13,20,10,0.0,7.4,4,69,10:32 PM,08:51 AM,06:20 AM,06:14 PM,7,15,16,15,16,58,60,0.8,1016,20,10,260,10,Pakistan
2020-03-14,22,11,0.0,8.8,4,62,11:40 PM,09:31 AM,06:19 AM,06:14 PM,8,16,17,16,11,59,59,1.2,1016,22,10,161,7,Pakistan
2020-03-15,26,13,0.0,11.6,6,55,No moonrise,10:14 AM,06:17 AM,06:15 PM,9,19,20,19,10,4,54,0.0,1016,26,10,187,6,Pakistan
2020-03-16,24,13,0.0,10.2,5,47,12:45 AM,11:01 AM,06:16 AM,06:16 PM,7,19,19,19,9,52,49,0.0,1016,24,10,224,6,Pakistan
2020-03-17,26,15,0.0,11.6,6,40,01:45 AM,11:52 AM,06:15 AM,06:17 PM,8,21,21,20,11,11,47,0.0,1016,26,10,158,7,Pakistan
2020-03-18,27,15,0.0,11.6,6,33,02:40 AM,12:46 PM,06:13 AM,06:17 PM,8,21,21,21,11,9,46,0.0,1014,27,10,125,7,Pakistan
2020-03-19,27,17,0.0,11.6,6,25,03:29 AM,01:43 PM,06:12 AM,06:18 PM,9,22,22,22,12,4,47,0.0,1011,27,10,124,7,Pakistan
2020-03-20,27,16,0.0,11.6,5,18,04:11 AM,02:39 PM,06:11 AM,06:19 PM,10,23,23,22,13,44,51,1.7,1011,27,10,135,7,Pakistan
2020-03-21,24,16,0.0,6.1,5,11,04:49 AM,03:37 PM,06:09 AM,06:20 PM,11,19,21,19,15,75,62,7.2,1013,24,9,88,10,Pakistan
2020-03-22,27,15,0.0,11.6,6,4,05:22 AM,04:32 PM,06:08 AM,06:20 PM,11,21,21,21,10,28,55,1.7,1014,27,10,307,7,Pakistan
2020-03-23,25,18,0.0,11.6,6,0,05:52 AM,05:27 PM,06:07 AM,06:21 PM,10,21,21,21,13,31,51,0.0,1013,25,10,204,9,Pakistan
2020-03-24,18,15,0.0,6.1,4,0,06:20 AM,06:21 PM,06:05 AM,06:22 PM,12,17,17,17,17,77,73,18.9,1013,18,9,142,11,Pakistan
2020-03-25,26,15,0.0,6.1,5,3,06:48 AM,07:16 PM,06:04 AM,06:23 PM,12,20,21,20,12,78,64,7.1,1013,26,10,179,7,Pakistan
2020-03-26,25,17,0.0,8.9,5,11,07:16 AM,08:10 PM,06:03 AM,06:23 PM,10,20,20,20,15,62,54,1.4,1014,25,10,203,9,Pakistan
2020-03-27,15,13,0.0,6.1,3,18,07:44 AM,09:05 PM,06:01 AM,06:24 PM,11,14,15,14,15,83,81,60.0,1013,15,7,80,11,Pakistan
2020-03-28,20,9,0.0,7.7,4,25,08:14 AM,10:01 PM,06:00 AM,06:25 PM,12,15,16,15,14,88,81,34.2,1016,20,8,108,9,Pakistan
2020-03-29,25,14,0.0,12.7,6,32,08:49 AM,10:59 PM,05:59 AM,06:26 PM,10,20,21,20,9,12,57,0.9,1014,25,10,185,6,Pakistan
2020-03-30,23,16,0.0,12.7,6,40,09:27 AM,11:57 PM,05:57 AM,06:26 PM,8,19,20,19,12,31,50,0.0,1014,23,10,89,8,Pakistan
2020-03-31,18,15,0.0,7.9,4,44,10:11 AM,No moonset,05:56 AM,06:27 PM,10,16,16,16,27,70,68,5.8,1015,18,9,162,16,Pakistan
2020-04-01,22,15,0.0,8.0,4,56,11:02 AM,12:54 AM,05:55 AM,06:28 PM,13,18,19,18,10,84,75,17.5,1015,22,8,154,7,Pakistan
2020-04-02,24,13,0.0,10.6,5,64,12:00 PM,01:50 AM,05:54 AM,06:29 PM,10,18,19,18,14,59,61,11.1,1012,24,9,163,9,Pakistan
2020-04-03,25,15,0.0,11.9,5,71,01:04 PM,02:41 AM,05:52 AM,06:29 PM,9,21,21,20,11,27,51,0.0,1013,25,10,199,7,Pakistan
2020-04-04,27,18,0.0,12.8,5,79,02:12 PM,03:29 AM,05:51 AM,06:30 PM,11,23,23,23,10,13,49,0.0,1012,27,10,160,7,Pakistan
2020-04-05,28,17,0.0,11.9,5,87,03:23 PM,04:12 AM,05:50 AM,06:31 PM,10,23,23,23,10,52,46,0.1,1012,28,10,140,5,Pakistan
2020-04-06,28,18,0.0,12.8,5,94,04:34 PM,04:52 AM,05:48 AM,06:32 PM,10,24,24,23,10,39,47,0.7,1012,28,10,201,7,Pakistan
2020-04-07,26,17,0.0,10.6,5,100,05:46 PM,05:30 AM,05:47 AM,06:32 PM,11,23,23,22,13,52,55,0.6,1009,26,10,218,9,Pakistan
2020-04-08,28,15,0.0,12.9,5,100,06:57 PM,06:06 AM,05:46 AM,06:33 PM,10,23,23,22,12,23,50,1.4,1011,28,10,267,8,Pakistan
2020-04-09,28,18,0.0,12.9,5,83,08:09 PM,06:43 AM,05:44 AM,06:34 PM,8,23,23,23,14,34,41,0.5,1011,28,10,97,8,Pakistan
2020-04-10,29,16,0.0,12.9,7,76,09:20 PM,07:22 AM,05:43 AM,06:35 PM,12,24,24,23,17,31,52,1.2,1013,29,10,246,11,Pakistan
2020-04-11,32,20,0.0,12.9,7,68,10:29 PM,08:05 AM,05:42 AM,06:35 PM,10,27,27,26,13,6,41,0.0,1013,32,10,201,8,Pakistan
2020-04-12,33,22,0.0,13.0,7,61,11:35 PM,08:52 AM,05:41 AM,06:36 PM,11,29,29,28,11,7,37,0.0,1011,33,10,196,7,Pakistan
2020-04-13,32,22,0.0,13.0,6,53,No moonrise,09:43 AM,05:39 AM,06:37 PM,12,28,28,27,13,28,41,0.0,1009,32,10,158,8,Pakistan
2020-04-14,31,22,0.0,10.7,6,46,12:34 AM,10:38 AM,05:38 AM,06:38 PM,13,28,28,26,26,54,45,1.7,1010,31,9,84,16,Pakistan
2020-04-15,31,21,0.0,12.0,6,38,01:26 AM,11:35 AM,05:37 AM,06:38 PM,15,27,27,26,20,59,51,2.0,1011,31,10,160,13,Pakistan
2020-04-16,31,20,0.0,13.0,6,30,02:11 AM,12:33 PM,05:36 AM,06:39 PM,12,26,26,26,12,40,44,0.2,1008,31,10,155,8,Pakistan
2020-04-17,27,15,0.0,12.0,5,23,02:51 AM,01:31 PM,05:34 AM,06:40 PM,11,22,22,22,15,51,51,5.1,1010,27,10,99,10,Pakistan
2020-04-18,24,17,0.0,8.2,5,15,03:25 AM,02:26 PM,05:33 AM,06:41 PM,14,20,20,20,14,80,69,17.1,1013,24,8,101,8,Pakistan
2020-04-19,29,18,0.0,12.0,6,8,03:56 AM,03:22 PM,05:32 AM,06:41 PM,12,25,25,24,10,53,51,1.3,1010,29,10,186,7,Pakistan
2020-04-20,25,20,0.0,12.0,5,0,04:24 AM,04:16 PM,05:31 AM,06:42 PM,12,24,24,22,17,49,53,4.2,1011,25,10,105,11,Pakistan
2020-04-21,30,18,0.0,13.1,7,0,04:52 AM,05:10 PM,05:30 AM,06:43 PM,9,24,24,24,10,13,39,0.0,1010,30,10,165,6,Pakistan
2020-04-22,31,22,0.0,13.2,7,0,05:19 AM,06:05 PM,05:29 AM,06:44 PM,11,26,26,26,11,4,40,0.0,1007,31,10,133,8,Pakistan
2020-04-23,33,23,0.0,13.2,8,0,05:47 AM,07:00 PM,05:27 AM,06:44 PM,12,28,28,28,10,1,38,0.0,1007,33,10,202,7,Pakistan
2020-04-24,33,25,0.0,13.2,8,7,06:17 AM,07:56 PM,05:26 AM,06:45 PM,12,29,29,29,11,2,36,0.0,1006,33,10,124,8,Pakistan
2020-04-25,33,23,0.0,13.2,6,15,06:50 AM,08:54 PM,05:25 AM,06:46 PM,11,28,28,28,9,22,36,0.4,1006,33,10,145,6,Pakistan
2020-04-26,34,24,0.0,13.2,7,22,07:27 AM,09:52 PM,05:24 AM,06:47 PM,10,29,29,29,15,28,34,0.7,1007,34,10,83,9,Pakistan
2020-04-27,33,23,0.0,12.0,6,30,08:09 AM,10:50 PM,05:23 AM,06:48 PM,12,28,28,28,13,34,40,5.6,1009,33,10,118,9,Pakistan
2020-04-28,32,23,0.0,8.3,6,37,08:57 AM,11:46 PM,05:22 AM,06:48 PM,14,28,28,27,11,65,48,6.1,1011,32,10,85,7,Pakistan
2020-04-29,34,23,0.0,13.3,8,45,09:52 AM,No moonset,05:21 AM,06:49 PM,15,31,31,29,11,7,47,0.2,1007,34,10,123,8,Pakistan
2020-04-30,34,24,0.0,12.0,7,52,10:52 AM,12:37 AM,05:20 AM,06:50 PM,14,30,30,29,15,36,42,1.0,1007,34,10,241,10,Pakistan
2020-05-01,35,26,0.0,13.3,8,58,11:57 AM,01:25 AM,05:19 AM,06:51 PM,13,30,30,30,10,17,36,0.0,1006,35,10,162,7,Pakistan
2020-05-02,36,23,0.0,12.0,7,65,01:04 PM,02:08 AM,05:18 AM,06:51 PM,14,30,30,29,17,49,41,1.5,1006,36,10,220,12,Pakistan
