date_time,Bolivia_maxtempC,Bolivia_mintempC,Bolivia_totalSnow_cm,Bolivia_sunHour,Bolivia_uvIndex,Bolivia_moon_illumination,Bolivia_moonrise,Bolivia_moonset,Bolivia_sunrise,Bolivia_sunset,Bolivia_DewPointC,Bolivia_FeelsLikeC,Bolivia_HeatIndexC,Bolivia_WindChillC,Bolivia_WindGustKmph,Bolivia_cloudcover,Bolivia_humidity,Bolivia_precipMM,Bolivia_pressure,Bolivia_tempC,Bolivia_visibility,Bolivia_winddirDegree,Bolivia_windspeedKmph,Bolivia_location
2020-01-01,11,7,0.0,6.5,2,37,11:27 AM,No moonset,06:03 AM,07:09 PM,5,7,9,7,11,77,77,7.8,1014,11,8,69,9,Bolivia
2020-01-02,11,3,0.0,7.8,2,44,12:13 PM,12:01 AM,06:04 AM,07:09 PM,4,5,8,5,17,70,80,3.2,1015,11,8,78,13,Bolivia
2020-01-03,12,5,0.0,6.5,2,51,01:00 PM,12:36 AM,06:04 AM,07:10 PM,4,6,8,6,14,72,76,1.8,1018,12,9,65,11,Bolivia
2020-01-04,12,6,0.0,6.5,3,59,01:48 PM,01:11 AM,06:05 AM,07:10 PM,4,8,9,8,11,63,77,15.1,1016,12,9,187,7,Bolivia
2020-01-05,13,5,0.0,6.5,3,66,02:37 PM,01:48 AM,06:05 AM,07:10 PM,4,8,9,8,11,78,72,22.5,1013,13,8,230,8,Bolivia
2020-01-06,14,6,0.0,7.8,3,73,03:29 PM,02:27 AM,06:06 AM,07:11 PM,1,9,10,9,10,68,56,2.3,1011,14,10,211,8,Bolivia
2020-01-07,15,6,0.0,7.8,3,80,04:24 PM,03:10 AM,06:07 AM,07:11 PM,1,10,10,10,8,56,54,1.6,1012,15,10,216,6,Bolivia
2020-01-08,13,7,0.0,7.8,3,88,05:21 PM,03:57 AM,06:07 AM,07:11 PM,4,8,9,8,11,62,71,16.5,1013,13,9,227,8,Bolivia
2020-01-09,13,8,0.0,6.5,3,95,06:20 PM,04:50 AM,06:08 AM,07:11 PM,5,10,10,10,8,73,69,21.0,1012,13,9,122,5,Bolivia
2020-01-10,14,7,0.0,9.1,3,100,07:20 PM,05:48 AM,06:08 AM,07:11 PM,4,9,10,9,12,52,68,3.5,1013,14,10,48,8,Bolivia
2020-01-11,13,7,0.0,6.5,3,100,08:16 PM,06:49 AM,06:09 AM,07:12 PM,4,9,9,9,11,74,70,19.3,1015,13,9,116,6,Bolivia
2020-01-12,12,5,1.4,6.5,2,83,09:10 PM,07:52 AM,06:10 AM,07:12 PM,4,7,8,7,12,74,76,20.6,1016,12,8,153,8,Bolivia
2020-01-13,13,7,0.0,7.8,3,76,09:59 PM,08:55 AM,06:10 AM,07:12 PM,5,8,9,8,15,66,73,6.5,1014,13,9,53,10,Bolivia
2020-01-14,12,6,0.0,6.5,2,69,10:46 PM,09:56 AM,06:11 AM,07:12 PM,5,7,8,7,13,56,78,5.8,1014,12,10,52,10,Bolivia
2020-01-15,12,6,0.0,6.5,2,61,11:30 PM,10:54 AM,06:12 AM,07:12 PM,4,7,8,7,11,68,79,8.9,1014,12,9,53,9,Bolivia
2020-01-16,14,6,0.0,10.3,3,54,No moonrise,11:52 AM,06:12 AM,07:12 PM,3,9,10,9,14,35,69,0.7,1016,14,10,61,11,Bolivia
2020-01-17,13,6,0.0,6.5,3,47,12:12 AM,12:49 PM,06:13 AM,07:12 PM,3,7,9,7,16,66,68,0.8,1019,13,10,61,13,Bolivia
2020-01-18,14,5,0.0,7.8,3,40,12:55 AM,01:46 PM,06:13 AM,07:12 PM,2,7,9,7,14,48,67,0.6,1018,14,10,60,10,Bolivia
2020-01-19,13,5,0.0,7.8,3,32,01:40 AM,02:42 PM,06:14 AM,07:12 PM,3,7,9,7,14,44,71,5.1,1017,13,10,67,10,Bolivia
2020-01-20,13,6,0.0,7.8,3,25,02:26 AM,03:40 PM,06:15 AM,07:12 PM,5,8,9,8,13,65,75,11.6,1016,13,9,60,8,Bolivia
2020-01-21,14,6,0.0,6.5,3,18,03:15 AM,04:37 PM,06:15 AM,07:12 PM,5,9,10,9,11,75,74,11.0,1014,14,9,112,7,Bolivia
2020-01-22,13,8,0.0,6.5,3,11,04:07 AM,05:33 PM,06:16 AM,07:12 PM,5,9,10,9,15,78,73,6.4,1012,13,9,77,11,Bolivia
2020-01-23,14,6,0.0,11.6,3,3,05:01 AM,06:26 PM,06:16 AM,07:12 PM,4,9,9,9,10,44,71,18.4,1015,14,9,67,8,Bolivia
2020-01-24,15,6,0.0,6.5,3,0,05:55 AM,07:16 PM,06:17 AM,07:12 PM,4,9,10,9,13,75,69,1.6,1014,15,10,90,10,Bolivia
2020-01-25,15,6,0.0,9.0,3,0,06:49 AM,08:02 PM,06:17 AM,07:12 PM,4,9,10,9,15,39,69,0.9,1015,15,10,73,11,Bolivia
2020-01-26,14,5,0.0,9.0,3,4,07:41 AM,08:43 PM,06:18 AM,07:12 PM,3,9,10,9,12,39,68,4.0,1016,14,10,82,8,Bolivia
2020-01-27,15,6,0.0,9.0,3,11,08:31 AM,09:22 PM,06:19 AM,07:12 PM,3,9,10,9,11,41,67,5.6,1015,15,10,52,8,Bolivia
2020-01-28,12,6,0.0,6.5,2,18,09:20 AM,09:59 PM,06:19 AM,07:12 PM,5,8,9,8,10,79,77,19.5,1015,12,9,177,6,Bolivia
2020-01-29,12,6,0.0,10.3,2,26,10:07 AM,10:34 PM,06:20 AM,07:11 PM,3,8,9,8,11,53,68,8.5,1013,12,10,161,7,Bolivia
2020-01-30,12,6,0.0,6.5,3,33,10:54 AM,11:09 PM,06:20 AM,07:11 PM,5,8,9,8,13,66,76,9.7,1014,12,9,63,9,Bolivia
2020-01-31,11,6,0.0,6.5,2,37,11:41 AM,11:44 PM,06:21 AM,07:11 PM,5,7,8,7,11,75,80,4.9,1016,11,10,59,8,Bolivia
2020-02-01,12,6,0.0,7.7,3,49,12:28 PM,No moonset,06:21 AM,07:11 PM,5,8,9,8,12,66,78,13.5,1015,12,9,79,7,Bolivia
2020-02-02,13,5,0.0,7.7,3,57,01:18 PM,12:21 AM,06:22 AM,07:11 PM,5,8,9,8,10,65,77,15.0,1016,13,9,73,6,Bolivia
2020-02-03,12,7,0.0,6.4,2,64,02:10 PM,01:02 AM,06:22 AM,07:10 PM,5,7,8,7,10,72,79,8.7,1016,12,9,83,8,Bolivia
2020-02-04,13,6,0.0,6.4,2,72,03:05 PM,01:46 AM,06:23 AM,07:10 PM,5,8,9,8,11,65,77,11.8,1014,13,9,64,7,Bolivia
2020-02-05,13,6,0.0,6.4,3,79,04:02 PM,02:35 AM,06:23 AM,07:10 PM,5,9,9,9,7,79,77,17.3,1013,13,9,196,5,Bolivia
2020-02-06,12,6,0.0,7.7,2,87,05:01 PM,03:30 AM,06:24 AM,07:09 PM,5,8,9,8,9,72,79,18.3,1014,12,9,186,6,Bolivia
2020-02-07,11,7,0.0,6.4,2,95,06:00 PM,04:29 AM,06:24 AM,07:09 PM,6,8,9,8,10,77,79,18.5,1014,11,9,111,7,Bolivia
2020-02-08,11,6,0.0,6.4,2,100,06:56 PM,05:33 AM,06:25 AM,07:09 PM,5,6,8,6,12,70,84,14.7,1015,11,9,104,9,Bolivia
2020-02-09,9,6,0.0,7.7,2,100,07:48 PM,06:36 AM,06:25 AM,07:08 PM,4,6,7,6,9,71,82,14.1,1016,9,8,120,7,Bolivia
2020-02-10,12,6,0.0,6.4,2,83,08:37 PM,07:40 AM,06:25 AM,07:08 PM,4,7,8,7,13,70,76,5.3,1018,12,10,68,10,Bolivia
2020-02-11,11,6,0.0,6.4,2,75,09:24 PM,08:42 AM,06:26 AM,07:07 PM,4,7,8,7,10,65,80,12.4,1018,11,9,73,7,Bolivia
2020-02-12,12,6,0.0,6.4,2,68,10:09 PM,09:43 AM,06:26 AM,07:07 PM,4,7,9,7,15,70,77,3.0,1016,12,10,71,11,Bolivia
2020-02-13,13,6,0.0,6.4,2,60,10:53 PM,10:41 AM,06:27 AM,07:07 PM,5,7,8,7,14,61,79,7.1,1015,13,10,62,10,Bolivia
2020-02-14,10,5,0.0,7.7,2,53,11:38 PM,11:40 AM,06:27 AM,07:06 PM,5,6,7,6,10,69,85,31.6,1016,10,8,67,7,Bolivia
2020-02-15,13,5,0.0,7.7,3,45,No moonrise,12:38 PM,06:28 AM,07:06 PM,4,8,9,8,16,48,75,4.2,1015,13,10,61,10,Bolivia
2020-02-16,15,6,0.0,9.0,3,38,12:24 AM,01:36 PM,06:28 AM,07:05 PM,4,10,11,10,10,38,67,1.4,1013,15,10,50,7,Bolivia
2020-02-17,14,5,0.0,9.0,3,30,01:13 AM,02:33 PM,06:28 AM,07:05 PM,4,8,10,8,14,36,69,1.9,1013,14,10,61,10,Bolivia
2020-02-18,15,7,0.0,7.7,3,22,02:04 AM,03:29 PM,06:29 AM,07:04 PM,4,10,11,10,12,51,67,1.7,1014,15,10,90,8,Bolivia
2020-02-19,14,6,0.0,9.0,3,15,02:56 AM,04:22 PM,06:29 AM,07:03 PM,4,9,10,9,11,42,70,7.2,1015,14,9,67,7,Bolivia
2020-02-20,13,6,0.0,7.7,3,7,03:50 AM,05:12 PM,06:29 AM,07:03 PM,4,8,9,8,12,63,73,6.3,1014,13,9,61,8,Bolivia
2020-02-21,8,6,0.0,7.7,2,0,04:43 AM,05:58 PM,06:30 AM,07:02 PM,5,6,7,6,9,72,87,14.3,1017,8,7,104,7,Bolivia
2020-02-22,12,5,0.0,6.4,2,0,05:35 AM,06:41 PM,06:30 AM,07:02 PM,5,7,8,7,11,82,82,6.6,1018,12,9,80,8,Bolivia
2020-02-23,12,6,0.0,6.4,2,0,06:26 AM,07:21 PM,06:30 AM,07:01 PM,5,7,8,7,10,77,79,6.0,1016,12,9,149,7,Bolivia
2020-02-24,14,5,0.0,6.4,3,0,07:15 AM,07:58 PM,06:31 AM,07:01 PM,6,9,10,9,6,77,76,14.6,1014,14,9,114,4,Bolivia
2020-02-25,15,6,0.0,7.7,3,8,08:02 AM,08:33 PM,06:31 AM,07:00 PM,4,9,10,9,11,66,69,11.7,1012,15,9,210,8,Bolivia
2020-02-26,13,7,0.0,6.1,2,15,08:49 AM,09:08 PM,06:31 AM,06:59 PM,5,8,9,8,12,70,78,16.3,1014,13,9,93,8,Bolivia
2020-02-27,12,7,0.0,6.1,2,23,09:36 AM,09:43 PM,06:32 AM,06:59 PM,5,8,9,8,11,70,80,9.7,1015,12,10,78,8,Bolivia
2020-02-28,13,6,0.0,7.5,3,30,10:22 AM,10:19 PM,06:32 AM,06:58 PM,5,8,9,8,10,62,77,7.3,1014,13,10,70,6,Bolivia
2020-02-29,12,6,0.0,8.9,2,38,11:11 AM,10:57 PM,06:32 AM,06:57 PM,4,7,8,7,15,53,75,2.1,1018,12,10,66,11,Bolivia
2020-03-01,12,4,0.0,8.9,2,44,12:01 PM,11:39 PM,06:32 AM,06:57 PM,3,6,8,6,12,42,75,0.4,1019,12,10,78,9,Bolivia
2020-03-02,14,3,0.0,8.9,2,51,12:53 PM,No moonset,06:33 AM,06:56 PM,3,8,9,8,7,42,70,0.6,1018,14,10,99,5,Bolivia
2020-03-03,12,6,0.0,6.1,2,58,01:48 PM,12:24 AM,06:33 AM,06:55 PM,4,7,8,7,11,72,80,8.6,1017,12,10,82,8,Bolivia
2020-03-04,12,5,0.0,7.5,2,65,02:45 PM,01:15 AM,06:33 AM,06:55 PM,4,6,8,6,14,58,77,4.9,1018,12,10,80,10,Bolivia
2020-03-05,13,6,0.0,7.5,2,73,03:42 PM,02:11 AM,06:33 AM,06:54 PM,4,7,8,7,13,60,76,7.3,1018,13,9,86,9,Bolivia
2020-03-06,12,5,0.0,7.5,2,80,04:38 PM,03:11 AM,06:34 AM,06:53 PM,4,6,8,6,13,54,75,4.2,1018,12,10,73,9,Bolivia
2020-03-07,14,5,0.0,7.5,3,87,05:33 PM,04:14 AM,06:34 AM,06:53 PM,3,8,10,8,14,65,72,1.5,1016,14,10,102,9,Bolivia
2020-03-08,14,4,0.0,8.8,3,95,06:23 PM,05:18 AM,06:34 AM,06:52 PM,2,8,9,8,12,34,64,0.8,1015,14,10,83,8,Bolivia
2020-03-09,13,5,0.0,8.8,2,100,07:12 PM,06:21 AM,06:34 AM,06:51 PM,2,8,9,8,13,36,65,3.2,1017,13,10,75,9,Bolivia
2020-03-10,10,5,0.0,6.1,2,100,07:58 PM,07:24 AM,06:35 AM,06:50 PM,3,6,7,6,9,67,78,5.7,1019,10,9,84,6,Bolivia
2020-03-11,11,5,0.0,7.5,2,84,08:44 PM,08:25 AM,06:35 AM,06:50 PM,4,7,8,7,9,55,77,8.2,1016,11,9,59,6,Bolivia
2020-03-12,12,4,0.0,8.8,2,76,09:31 PM,09:26 AM,06:35 AM,06:49 PM,3,8,9,8,12,55,74,2.5,1015,12,10,66,9,Bolivia
2020-03-13,13,4,0.0,11.6,2,69,10:18 PM,10:27 AM,06:35 AM,06:48 PM,2,7,9,7,15,22,69,0.1,1017,13,10,66,11,Bolivia
2020-03-14,13,5,0.0,8.8,3,62,11:08 PM,11:27 AM,06:35 AM,06:47 PM,3,8,9,8,11,38,69,2.4,1017,13,10,57,8,Bolivia
2020-03-15,14,5,0.0,8.8,3,55,11:59 PM,12:26 PM,06:36 AM,06:47 PM,3,8,9,8,12,39,71,2.0,1016,14,10,71,8,Bolivia
2020-03-16,12,5,0.0,7.4,2,47,No moonrise,01:25 PM,06:36 AM,06:46 PM,4,7,8,7,13,55,75,2.4,1016,12,10,59,10,Bolivia
2020-03-17,12,6,0.0,6.0,2,40,12:52 AM,02:19 PM,06:36 AM,06:45 PM,5,7,8,7,11,73,78,15.3,1015,12,8,60,7,Bolivia
2020-03-18,12,5,0.0,7.4,2,33,01:46 AM,03:10 PM,06:36 AM,06:44 PM,3,8,9,8,10,54,72,5.4,1015,12,10,70,6,Bolivia
2020-03-19,12,6,0.0,7.4,3,25,02:39 AM,03:58 PM,06:36 AM,06:44 PM,5,8,9,8,7,59,76,12.9,1015,12,9,83,5,Bolivia
2020-03-20,10,6,0.0,6.0,2,18,03:32 AM,04:41 PM,06:36 AM,06:43 PM,4,7,8,7,8,74,79,9.7,1016,10,9,105,6,Bolivia
2020-03-21,10,2,0.0,7.4,2,11,04:22 AM,05:21 PM,06:37 AM,06:42 PM,4,6,7,6,10,73,80,7.7,1014,10,9,163,7,Bolivia
2020-03-22,12,6,0.0,6.0,2,4,05:12 AM,05:58 PM,06:37 AM,06:41 PM,5,7,8,7,12,72,80,13.2,1016,12,9,84,8,Bolivia
2020-03-23,13,5,0.0,6.0,2,0,05:59 AM,06:34 PM,06:37 AM,06:40 PM,4,7,9,7,12,67,77,4.4,1017,13,10,76,8,Bolivia
2020-03-24,13,5,0.0,7.4,2,0,06:46 AM,07:09 PM,06:37 AM,06:40 PM,4,8,8,8,12,53,74,6.0,1017,13,10,65,8,Bolivia
2020-03-25,13,5,0.0,7.4,3,3,07:33 AM,07:44 PM,06:37 AM,06:39 PM,4,8,9,8,12,48,73,10.8,1014,13,9,69,7,Bolivia
2020-03-26,13,6,0.0,7.4,3,11,08:19 AM,08:19 PM,06:37 AM,06:38 PM,5,8,9,8,13,60,76,16.2,1012,13,9,142,7,Bolivia
