date_time,Bolivia_maxtempC,Bolivia_mintempC,Bolivia_totalSnow_cm,Bolivia_sunHour,Bolivia_uvIndex,Bolivia_moon_illumination,Bolivia_moonrise,Bolivia_moonset,Bolivia_sunrise,Bolivia_sunset,Bolivia_DewPointC,Bolivia_FeelsLikeC,Bolivia_HeatIndexC,Bolivia_WindChillC,Bolivia_WindGustKmph,Bolivia_cloudcover,Bolivia_humidity,Bolivia_precipMM,Bolivia_pressure,Bolivia_tempC,Bolivia_visibility,Bolivia_winddirDegree,Bolivia_windspeedKmph,Bolivia_location
2020-09-01,12,3,0.0,11.6,2,97,06:11 PM,06:23 AM,06:38 AM,06:26 PM,1,6,7,6,9,20,67,0.1,1020,12,10,114,7,Bolivia
2020-09-02,13,4,0.0,8.8,2,100,07:01 PM,07:03 AM,06:38 AM,06:26 PM,1,7,8,7,7,46,67,0.3,1017,13,10,116,6,Bolivia
2020-09-03,14,3,0.0,11.6,3,88,07:49 PM,07:39 AM,06:37 AM,06:26 PM,-1,7,9,7,8,13,63,0.0,1016,14,10,113,6,Bolivia
2020-09-04,13,4,0.0,11.6,3,81,08:35 PM,08:14 AM,06:36 AM,06:27 PM,1,6,8,6,11,16,67,0.0,1017,13,10,106,9,Bolivia
2020-09-05,13,5,0.0,8.8,3,73,09:22 PM,08:49 AM,06:35 AM,06:27 PM,2,8,9,8,8,52,66,3.4,1018,13,10,126,6,Bolivia
2020-09-06,14,6,0.0,8.8,3,66,10:09 PM,09:24 AM,06:34 AM,06:27 PM,2,8,9,8,11,34,64,4.1,1015,14,10,99,8,Bolivia
2020-09-07,13,5,0.0,8.8,2,58,10:58 PM,10:00 AM,06:34 AM,06:27 PM,2,7,8,7,8,44,66,1.1,1016,13,10,76,6,Bolivia
2020-09-08,12,5,0.0,8.8,2,50,11:48 PM,10:38 AM,06:33 AM,06:27 PM,2,7,8,7,11,55,69,8.0,1016,12,9,78,8,Bolivia
2020-09-09,12,5,0.0,8.8,2,43,No moonrise,11:20 AM,06:32 AM,06:27 PM,2,7,8,7,11,51,65,0.7,1017,12,10,69,9,Bolivia
2020-09-10,12,5,0.0,11.6,3,35,12:40 AM,12:06 PM,06:31 AM,06:27 PM,-1,6,8,6,15,6,55,0.0,1018,12,10,58,12,Bolivia
2020-09-11,14,4,0.0,8.8,2,28,01:34 AM,12:56 PM,06:30 AM,06:27 PM,-0,8,8,8,6,37,57,1.8,1016,14,10,121,5,Bolivia
2020-09-12,10,4,0.0,6.0,2,20,02:29 AM,01:52 PM,06:30 AM,06:27 PM,2,5,7,5,15,76,68,4.7,1016,10,10,73,12,Bolivia
2020-09-13,10,5,0.0,6.0,2,13,03:24 AM,02:50 PM,06:29 AM,06:27 PM,2,6,7,6,13,71,70,2.7,1018,10,10,77,10,Bolivia
2020-09-14,9,5,0.0,6.0,2,5,04:17 AM,03:51 PM,06:28 AM,06:28 PM,2,4,7,4,17,67,70,3.4,1022,9,10,57,14,Bolivia
2020-09-15,11,4,1.0,8.8,2,0,05:08 AM,04:53 PM,06:27 AM,06:28 PM,1,6,7,6,7,51,68,2.9,1021,11,10,118,6,Bolivia
2020-09-16,11,3,1.6,10.2,2,0,05:56 AM,05:54 PM,06:26 AM,06:28 PM,-2,6,7,6,10,59,58,4.2,1018,11,9,224,8,Bolivia
2020-09-17,8,5,0.0,6.0,2,0,06:42 AM,06:55 PM,06:26 AM,06:28 PM,-0,5,7,5,14,78,61,3.8,1018,8,10,89,11,Bolivia
2020-09-18,7,0,11.1,6.0,1,2,07:28 AM,07:56 PM,06:25 AM,06:28 PM,1,2,4,2,8,85,86,15.3,1020,7,6,146,6,Bolivia
2020-09-19,11,1,0.0,10.2,2,10,08:13 AM,08:57 PM,06:24 AM,06:28 PM,-1,6,7,6,8,28,67,0.2,1019,11,10,81,6,Bolivia
2020-09-20,12,4,0.0,8.8,2,17,08:59 AM,09:59 PM,06:23 AM,06:28 PM,1,6,8,6,14,47,66,3.1,1017,12,10,147,10,Bolivia
2020-09-21,13,5,0.0,6.0,2,25,09:48 AM,11:01 PM,06:22 AM,06:28 PM,1,7,8,7,12,75,63,4.1,1017,13,10,168,9,Bolivia
2020-09-22,13,4,0.0,11.6,2,32,10:39 AM,No moonset,06:22 AM,06:28 PM,-4,7,9,7,10,30,52,0.3,1018,13,10,150,8,Bolivia
2020-09-23,13,4,0.0,11.6,3,40,11:33 AM,12:03 AM,06:21 AM,06:29 PM,-2,7,9,7,15,4,52,0.0,1020,13,10,72,11,Bolivia
2020-09-24,13,5,0.0,11.6,4,47,12:28 PM,01:03 AM,06:20 AM,06:29 PM,-4,8,9,8,10,1,41,0.0,1020,13,10,60,8,Bolivia
2020-09-25,14,5,0.0,10.2,3,55,01:25 PM,02:00 AM,06:19 AM,06:29 PM,-5,8,9,8,8,20,40,0.2,1018,14,10,135,6,Bolivia
2020-09-26,13,5,0.0,8.8,3,62,02:21 PM,02:52 AM,06:18 AM,06:29 PM,-1,8,9,8,11,31,51,2.0,1014,13,10,109,9,Bolivia
2020-09-27,12,3,0.0,7.4,2,70,03:15 PM,03:40 AM,06:18 AM,06:29 PM,1,7,8,7,11,44,61,0.8,1013,12,10,60,9,Bolivia
2020-09-28,10,4,0.0,6.1,2,78,04:07 PM,04:23 AM,06:17 AM,06:29 PM,1,5,7,5,15,54,68,0.6,1015,10,10,55,12,Bolivia
2020-09-29,9,4,0.3,6.1,2,85,04:57 PM,05:03 AM,06:16 AM,06:29 PM,2,5,6,5,10,76,73,4.8,1017,9,9,134,8,Bolivia
2020-09-30,10,5,0.0,7.5,2,93,05:45 PM,05:40 AM,06:15 AM,06:29 PM,2,6,7,6,10,59,69,5.7,1017,10,9,81,7,Bolivia
2020-10-01,10,3,0.0,7.5,2,97,06:32 PM,06:14 AM,06:14 AM,06:30 PM,2,6,7,6,8,67,70,9.4,1016,10,9,128,6,Bolivia
2020-10-02,11,5,0.0,7.5,2,100,07:19 PM,06:49 AM,06:14 AM,06:30 PM,2,7,8,7,12,61,68,4.5,1015,11,10,97,9,Bolivia
2020-10-03,8,4,0.0,8.8,2,89,08:05 PM,07:24 AM,06:13 AM,06:30 PM,2,4,6,4,15,61,75,10.5,1018,8,9,56,12,Bolivia
2020-10-04,11,4,0.0,8.8,2,82,08:53 PM,07:59 AM,06:12 AM,06:30 PM,-0,6,8,6,13,35,59,0.5,1019,11,10,53,11,Bolivia
2020-10-05,12,5,0.0,8.8,2,74,09:43 PM,08:36 AM,06:11 AM,06:30 PM,1,6,8,6,17,36,63,0.3,1017,12,10,53,14,Bolivia
2020-10-06,12,4,0.0,11.6,3,67,10:34 PM,09:17 AM,06:11 AM,06:30 PM,-2,5,7,5,15,4,55,0.0,1018,12,10,48,12,Bolivia
2020-10-07,11,5,0.0,8.9,2,60,11:27 PM,10:01 AM,06:10 AM,06:31 PM,1,6,8,6,13,37,64,0.8,1018,11,10,69,11,Bolivia
2020-10-08,12,3,0.0,7.5,2,53,No moonrise,10:48 AM,06:09 AM,06:31 PM,2,6,8,6,12,62,65,3.4,1019,12,10,71,10,Bolivia
2020-10-09,14,6,0.0,8.9,3,45,12:20 AM,11:41 AM,06:08 AM,06:31 PM,1,9,9,9,10,32,60,2.3,1017,14,10,156,8,Bolivia
2020-10-10,14,5,0.0,8.9,3,38,01:13 AM,12:36 PM,06:08 AM,06:31 PM,2,8,9,8,12,40,64,2.1,1017,14,10,88,9,Bolivia
2020-10-11,13,6,0.0,7.5,2,31,02:05 AM,01:35 PM,06:07 AM,06:31 PM,2,8,9,8,13,64,65,3.7,1017,13,10,125,11,Bolivia
2020-10-12,11,6,0.0,7.5,2,23,02:56 AM,02:34 PM,06:06 AM,06:31 PM,2,6,8,6,14,60,67,6.0,1018,11,9,125,10,Bolivia
2020-10-13,12,5,0.0,8.9,2,16,03:44 AM,03:35 PM,06:06 AM,06:32 PM,1,7,8,7,11,52,63,1.4,1017,12,10,66,10,Bolivia
2020-10-14,11,6,0.0,7.5,2,9,04:30 AM,04:35 PM,06:05 AM,06:32 PM,2,7,8,7,8,58,65,5.0,1016,11,10,108,6,Bolivia
2020-10-15,12,6,0.0,7.5,2,2,05:16 AM,05:36 PM,06:04 AM,06:32 PM,2,7,9,7,14,60,63,2.1,1017,12,10,54,12,Bolivia
2020-10-16,11,6,0.0,6.1,2,0,06:01 AM,06:37 PM,06:04 AM,06:32 PM,2,7,8,7,12,58,66,4.9,1018,11,10,66,9,Bolivia
2020-10-17,12,5,0.8,8.9,2,0,06:47 AM,07:41 PM,06:03 AM,06:33 PM,2,7,8,7,12,58,65,6.9,1016,12,9,108,9,Bolivia
2020-10-18,11,6,0.0,7.5,2,5,07:36 AM,08:44 PM,06:02 AM,06:33 PM,2,7,8,7,8,71,69,13.1,1016,11,9,166,5,Bolivia
2020-10-19,10,4,0.0,7.5,2,13,08:27 AM,09:49 PM,06:02 AM,06:33 PM,2,6,7,6,9,67,71,12.9,1015,10,9,183,6,Bolivia
2020-10-20,12,6,0.0,6.2,2,20,09:22 AM,10:52 PM,06:01 AM,06:33 PM,2,7,9,7,14,55,63,1.8,1014,12,10,67,11,Bolivia
2020-10-21,11,5,0.0,7.5,2,27,10:19 AM,11:53 PM,06:01 AM,06:34 PM,2,5,8,5,16,53,66,0.7,1017,11,10,59,13,Bolivia
2020-10-22,11,5,0.0,10.4,2,35,11:18 AM,No moonset,06:00 AM,06:34 PM,3,7,8,7,10,51,71,6.2,1017,11,9,83,8,Bolivia
2020-10-23,15,6,0.0,10.6,3,42,12:15 PM,12:48 AM,05:59 AM,06:34 PM,1,10,10,10,11,59,58,2.6,1015,15,10,162,8,Bolivia
2020-10-24,15,5,0.0,11.9,3,49,01:11 PM,01:38 AM,05:59 AM,06:35 PM,2,10,11,10,11,34,57,3.3,1013,15,10,214,8,Bolivia
2020-10-25,15,8,0.0,10.6,3,56,02:03 PM,02:23 AM,05:58 AM,06:35 PM,2,11,11,11,8,53,56,4.1,1013,15,10,169,6,Bolivia
2020-10-26,16,5,0.0,11.9,3,64,02:54 PM,03:04 AM,05:58 AM,06:35 PM,1,10,11,10,13,34,54,3.4,1012,16,10,177,10,Bolivia
2020-10-27,16,7,0.0,8.0,3,71,03:42 PM,03:41 AM,05:57 AM,06:36 PM,1,11,12,11,9,79,52,1.7,1012,16,10,190,7,Bolivia
2020-10-28,16,7,0.0,12.8,3,78,04:29 PM,04:16 AM,05:57 AM,06:36 PM,-9,11,11,11,10,19,26,0.2,1011,16,10,235,8,Bolivia
2020-10-29,15,7,0.0,11.9,3,85,05:16 PM,04:50 AM,05:56 AM,06:36 PM,-6,10,11,10,9,32,33,0.7,1012,15,10,200,7,Bolivia
2020-10-30,13,5,0.0,11.9,3,93,06:02 PM,05:25 AM,05:56 AM,06:37 PM,2,8,9,8,10,37,64,0.3,1015,13,10,131,8,Bolivia
2020-10-31,14,4,0.0,12.8,3,97,06:50 PM,06:00 AM,05:55 AM,06:37 PM,1,7,9,7,14,11,62,0.0,1016,14,10,103,11,Bolivia
2020-11-01,14,6,0.0,11.9,3,89,07:39 PM,06:36 AM,05:55 AM,06:38 PM,2,7,9,7,11,48,66,7.1,1015,14,10,140,9,Bolivia
2020-11-02,13,5,0.0,12.8,3,81,08:30 PM,07:16 AM,05:55 AM,06:38 PM,2,8,9,8,9,43,64,0.5,1014,13,10,129,7,Bolivia
2020-11-03,12,4,0.0,12.8,2,74,09:22 PM,07:59 AM,05:54 AM,06:38 PM,-0,6,7,6,14,27,60,0.2,1015,12,10,91,12,Bolivia
2020-11-04,14,4,0.0,12.9,4,66,10:15 PM,08:45 AM,05:54 AM,06:39 PM,-3,7,9,7,13,3,49,0.0,1017,14,10,66,11,Bolivia
2020-11-05,15,5,0.0,11.9,3,58,11:08 PM,09:35 AM,05:53 AM,06:39 PM,-2,9,10,9,9,30,46,0.8,1015,15,10,173,7,Bolivia
2020-11-06,14,6,0.0,12.9,4,51,12:00 AM,10:29 AM,05:53 AM,06:40 PM,-2,8,10,8,17,20,48,0.3,1014,14,10,65,14,Bolivia
2020-11-07,13,4,0.0,12.9,3,43,No moonrise,11:25 AM,05:53 AM,06:40 PM,-2,6,8,6,17,4,51,0.0,1017,13,10,64,14,Bolivia
2020-11-08,12,4,0.0,11.9,2,36,12:49 AM,12:22 PM,05:52 AM,06:41 PM,-1,6,8,6,14,36,58,1.2,1019,12,10,92,11,Bolivia
2020-11-09,12,6,0.0,10.6,2,28,01:37 AM,01:20 PM,05:52 AM,06:41 PM,2,7,8,7,12,46,66,9.8,1017,12,9,117,8,Bolivia
2020-11-10,14,6,0.0,9.4,3,21,02:22 AM,02:18 PM,05:52 AM,06:42 PM,1,9,10,9,10,70,59,5.8,1015,14,10,229,8,Bolivia
2020-11-11,13,6,0.0,11.9,3,13,03:06 AM,03:17 PM,05:52 AM,06:42 PM,2,7,9,7,14,50,63,3.6,1014,13,10,88,10,Bolivia
2020-11-12,13,6,0.0,10.6,3,6,03:50 AM,04:16 PM,05:51 AM,06:42 PM,2,8,9,8,9,50,64,5.5,1014,13,10,100,7,Bolivia
2020-11-13,16,7,0.0,11.9,3,0,04:34 AM,05:18 PM,05:51 AM,06:43 PM,-5,11,12,11,8,31,37,0.9,1013,16,10,171,6,Bolivia
2020-11-14,16,8,0.0,11.9,3,0,05:21 AM,06:21 PM,05:51 AM,06:44 PM,-3,11,12,11,8,33,42,1.3,1012,16,10,177,6,Bolivia
2020-11-15,15,7,0.0,11.9,3,0,06:11 AM,07:27 PM,05:51 AM,06:44 PM,1,10,11,10,12,31,52,2.7,1012,15,10,115,10,Bolivia
2020-11-16,14,7,0.0,10.7,3,2,07:05 AM,08:32 PM,05:51 AM,06:45 PM,2,10,10,10,9,43,57,5.1,1013,14,10,137,7,Bolivia
2020-11-17,17,8,0.0,12.9,3,9,08:03 AM,09:37 PM,05:51 AM,06:45 PM,-7,12,12,12,9,38,27,0.7,1012,17,10,248,7,Bolivia
2020-11-18,16,7,0.0,11.9,3,17,09:03 AM,10:36 PM,05:50 AM,06:46 PM,-10,12,12,12,10,29,26,0.8,1011,16,10,204,7,Bolivia
2020-11-19,15,6,0.0,11.9,3,24,10:03 AM,11:31 PM,05:50 AM,06:46 PM,1,10,10,10,9,37,58,0.3,1014,15,10,118,7,Bolivia
2020-11-20,17,5,0.0,13.0,3,32,11:02 AM,No moonset,05:50 AM,06:47 PM,-2,10,11,10,8,12,47,0.1,1014,17,10,140,6,Bolivia
2020-11-21,16,5,0.0,13.0,3,39,11:57 AM,12:19 AM,05:50 AM,06:47 PM,0,11,12,11,12,24,54,0.2,1013,16,10,118,9,Bolivia
2020-11-22,14,6,0.0,11.9,3,47,12:49 PM,01:02 AM,05:50 AM,06:48 PM,2,8,10,8,14,38,65,0.7,1016,14,10,69,12,Bolivia
2020-11-23,15,5,0.0,13.0,3,54,01:39 PM,01:41 AM,05:50 AM,06:48 PM,0,8,9,8,13,23,56,0.5,1017,15,10,76,10,Bolivia
2020-11-24,16,7,0.0,13.0,3,62,02:26 PM,02:17 AM,05:50 AM,06:49 PM,0,10,11,10,13,22,50,0.7,1016,16,10,121,10,Bolivia
2020-11-25,16,7,0.0,12.0,3,70,03:13 PM,02:52 AM,05:50 AM,06:50 PM,2,11,11,11,9,35,54,0.7,1015,16,10,119,7,Bolivia
2020-11-26,15,8,0.0,12.0,3,77,03:59 PM,03:26 AM,05:50 AM,06:50 PM,2,11,11,11,10,53,56,1.8,1014,15,10,81,8,Bolivia
2020-11-27,14,7,0.0,13.0,3,85,04:46 PM,04:00 AM,05:50 AM,06:51 PM,2,9,10,9,13,33,60,0.5,1015,14,10,142,11,Bolivia
2020-11-28,14,6,0.0,10.7,3,92,05:35 PM,04:36 AM,05:50 AM,06:51 PM,3,8,10,8,12,54,64,4.1,1016,14,10,136,9,Bolivia
2020-11-29,15,6,0.0,13.0,3,100,06:25 PM,05:15 AM,05:51 AM,06:52 PM,2,10,11,10,13,29,60,0.4,1015,15,10,76,11,Bolivia
2020-11-30,15,6,0.0,13.0,3,100,07:18 PM,05:57 AM,05:51 AM,06:53 PM,3,10,11,10,12,30,62,0.7,1014,15,10,85,10,Bolivia
2020-12-01,14,6,0.0,12.0,3,89,08:11 PM,06:42 AM,05:51 AM,06:53 PM,2,8,10,8,14,42,62,0.6,1015,14,10,67,11,Bolivia
2020-12-02,14,4,0.0,12.0,3,82,09:05 PM,07:32 AM,05:51 AM,06:54 PM,2,8,10,8,11,41,60,1.0,1013,14,10,65,9,Bolivia
2020-12-03,13,6,0.0,10.7,3,75,09:57 PM,08:24 AM,05:51 AM,06:54 PM,4,8,9,8,11,45,69,7.9,1012,13,9,196,8,Bolivia
2020-12-04,11,7,0.0,8.2,2,67,10:47 PM,09:20 AM,05:51 AM,06:55 PM,4,7,9,7,15,75,73,9.9,1014,11,8,52,11,Bolivia
2020-12-05,11,6,0.0,8.2,2,60,11:35 PM,10:16 AM,05:52 AM,06:56 PM,4,7,8,7,13,73,72,6.6,1017,11,8,41,10,Bolivia
2020-12-06,11,7,0.0,8.2,2,53,No moonrise,11:14 AM,05:52 AM,06:56 PM,4,7,8,7,10,80,76,4.9,1016,11,9,124,8,Bolivia
2020-12-07,13,6,0.0,10.7,2,46,12:19 AM,12:10 PM,05:52 AM,06:57 PM,3,7,8,7,12,58,71,3.9,1015,13,10,73,9,Bolivia
2020-12-08,14,6,0.0,12.0,3,38,01:02 AM,01:06 PM,05:52 AM,06:57 PM,3,9,10,9,12,38,64,1.7,1015,14,10,85,9,Bolivia
2020-12-09,14,7,0.0,10.7,3,31,01:44 AM,02:03 PM,05:53 AM,06:58 PM,4,8,9,8,13,62,71,12.1,1014,14,9,70,9,Bolivia
2020-12-10,12,6,0.0,8.2,3,24,02:26 AM,03:01 PM,05:53 AM,06:59 PM,4,8,9,8,10,76,70,8.2,1014,12,10,83,7,Bolivia
2020-12-11,16,6,0.0,10.7,3,17,03:10 AM,04:01 PM,05:53 AM,06:59 PM,2,10,10,10,10,63,61,2.1,1011,16,10,127,8,Bolivia
2020-12-12,15,6,0.0,10.8,3,9,03:56 AM,05:04 PM,05:54 AM,07:00 PM,3,9,10,9,11,60,64,5.6,1011,15,10,111,8,Bolivia
2020-12-13,16,7,0.0,10.8,3,2,04:47 AM,06:09 PM,05:54 AM,07:00 PM,3,10,11,10,10,63,62,5.8,1012,16,10,144,8,Bolivia
2020-12-14,14,6,0.0,8.4,3,0,05:43 AM,07:15 PM,05:55 AM,07:01 PM,3,9,10,9,13,76,67,9.8,1012,14,9,73,9,Bolivia
2020-12-15,16,4,0.0,12.1,3,0,06:42 AM,08:18 PM,05:55 AM,07:01 PM,2,10,11,10,13,39,58,0.8,1011,16,10,185,10,Bolivia
2020-12-16,14,6,0.0,12.1,3,5,07:44 AM,09:17 PM,05:55 AM,07:02 PM,2,8,9,8,15,35,63,2.0,1013,14,10,56,12,Bolivia
2020-12-17,13,4,0.0,10.8,3,12,08:45 AM,10:09 PM,05:56 AM,07:02 PM,3,8,9,8,12,46,64,3.6,1014,13,10,58,9,Bolivia
2020-12-18,14,4,0.0,10.9,3,20,09:44 AM,10:56 PM,05:56 AM,07:03 PM,4,9,10,9,8,59,67,4.9,1013,14,10,185,6,Bolivia
2020-12-19,15,7,0.0,10.9,3,27,10:39 AM,11:38 PM,05:57 AM,07:04 PM,3,10,11,10,11,61,65,4.7,1011,15,10,182,8,Bolivia
2020-12-20,14,7,0.0,10.9,3,34,11:31 AM,No moonset,05:57 AM,07:04 PM,3,9,10,9,14,60,66,2.4,1012,14,10,61,11,Bolivia
2020-12-21,12,7,0.0,8.4,3,41,12:20 PM,12:15 AM,05:58 AM,07:05 PM,3,7,9,7,16,71,68,3.1,1015,12,10,69,12,Bolivia
2020-12-22,12,6,0.0,9.6,2,49,01:07 PM,12:51 AM,05:58 AM,07:05 PM,4,7,9,7,14,60,73,6.4,1015,12,9,65,10,Bolivia
2020-12-23,13,5,0.0,13.5,2,56,01:54 PM,01:26 AM,05:59 AM,07:06 PM,3,7,8,7,13,23,72,0.2,1014,13,10,90,10,Bolivia
2020-12-24,13,6,0.0,10.9,3,63,02:41 PM,02:00 AM,05:59 AM,07:06 PM,4,8,9,8,13,60,74,5.3,1013,13,10,74,10,Bolivia
2020-12-25,12,7,0.0,9.4,3,70,03:29 PM,02:35 AM,06:00 AM,07:06 PM,4,8,9,8,10,70,72,12.5,1012,12,9,81,7,Bolivia
2020-12-26,12,6,0.0,8.2,2,78,04:18 PM,03:12 AM,06:00 AM,07:07 PM,4,7,9,7,14,68,71,2.3,1011,12,10,55,11,Bolivia
2020-12-27,11,6,0.0,6.5,2,85,05:10 PM,03:53 AM,06:01 AM,07:07 PM,4,6,8,6,15,77,77,7.7,1014,11,8,66,12,Bolivia
2020-12-28,7,5,0.0,7.8,2,92,06:03 PM,04:37 AM,06:01 AM,07:08 PM,3,4,6,4,12,63,83,16.2,1015,7,9,69,10,Bolivia
2020-12-29,12,4,0.0,6.5,2,100,06:58 PM,05:26 AM,06:02 AM,07:08 PM,4,6,7,6,15,67,77,2.1,1013,12,10,66,12,Bolivia
2020-12-30,14,6,0.0,9.1,3,100,07:52 PM,06:18 AM,06:02 AM,07:09 PM,3,8,9,8,12,54,69,2.6,1012,14,9,67,9,Bolivia
2020-12-31,10,6,0.0,6.5,2,89,08:44 PM,07:14 AM,06:03 AM,07:09 PM,4,6,8,6,14,70,79,17.1,1015,10,8,95,11,Bolivia
2021-01-01,12,5,0.0,7.8,2,79,09:33 PM,08:11 AM,06:04 AM,07:09 PM,4,7,8,7,13,62,76,7.3,1017,12,9,66,9,Bolivia
2021-01-02,13,5,0.0,7.8,2,71,10:19 PM,09:09 AM,06:04 AM,07:10 PM,4,7,9,7,14,51,72,5.6,1015,13,10,54,9,Bolivia
2021-01-03,13,5,0.0,7.8,3,64,11:02 PM,10:06 AM,06:05 AM,07:10 PM,4,8,9,8,13,55,72,9.3,1012,13,9,65,8,Bolivia
2021-01-04,13,6,0.0,6.5,3,57,11:44 PM,11:02 AM,06:05 AM,07:10 PM,4,8,9,8,11,81,74,19.0,1011,13,8,118,7,Bolivia
2021-01-05,11,6,0.0,6.5,2,50,No moonrise,11:57 AM,06:06 AM,07:10 PM,4,7,8,7,12,80,73,9.4,1011,11,9,104,9,Bolivia
2021-01-06,11,5,0.0,6.5,2,42,12:24 AM,12:53 PM,06:07 AM,07:11 PM,4,5,8,5,16,71,76,5.6,1014,11,9,68,13,Bolivia
2021-01-07,11,6,0.0,6.5,2,35,01:06 AM,01:51 PM,06:07 AM,07:11 PM,4,6,7,6,12,78,77,4.4,1016,11,9,58,10,Bolivia
2021-01-08,10,5,0.0,7.8,2,28,01:50 AM,02:50 PM,06:08 AM,07:11 PM,3,6,7,6,11,67,74,5.7,1016,10,10,55,8,Bolivia
2021-01-09,12,4,0.0,7.8,2,20,02:37 AM,03:52 PM,06:08 AM,07:11 PM,4,7,8,7,11,72,74,11.2,1014,12,9,140,7,Bolivia
2021-01-10,13,5,0.0,10.3,3,13,03:29 AM,04:55 PM,06:09 AM,07:12 PM,2,8,9,8,13,38,67,0.4,1015,13,10,65,10,Bolivia
2021-01-11,13,5,0.0,7.8,3,6,04:25 AM,05:59 PM,06:10 AM,07:12 PM,2,8,9,8,9,44,65,3.9,1014,13,10,63,6,Bolivia
2021-01-12,13,6,0.0,6.5,3,0,05:25 AM,07:00 PM,06:10 AM,07:12 PM,4,9,10,9,14,71,71,5.6,1014,13,9,74,10,Bolivia
2021-01-13,13,6,0.0,6.5,2,0,06:26 AM,07:55 PM,06:11 AM,07:12 PM,4,7,9,7,13,60,75,12.4,1014,13,8,61,10,Bolivia
2021-01-14,12,6,0.0,7.8,2,1,07:27 AM,08:45 PM,06:11 AM,07:12 PM,4,7,8,7,13,60,76,3.6,1014,12,10,71,10,Bolivia
2021-01-15,13,5,0.0,7.8,3,8,08:25 AM,09:31 PM,06:12 AM,07:12 PM,4,9,10,9,11,63,75,7.3,1012,13,10,90,8,Bolivia
2021-01-16,12,7,0.0,6.5,3,16,09:19 AM,10:10 PM,06:13 AM,07:12 PM,5,9,9,9,7,73,76,15.4,1010,12,9,188,4,Bolivia
2021-01-17,10,5,0.0,6.5,2,23,10:10 AM,10:48 PM,06:13 AM,07:12 PM,5,7,8,7,12,77,81,17.5,1011,10,9,179,8,Bolivia
2021-01-18,10,5,0.0,6.5,2,30,10:59 AM,11:23 PM,06:14 AM,07:12 PM,5,6,7,6,10,86,86,26.3,1014,10,7,110,8,Bolivia
2021-01-19,11,5,0.0,6.5,2,38,11:47 AM,11:57 PM,06:14 AM,07:12 PM,4,6,7,6,12,75,80,2.4,1015,11,10,71,9,Bolivia
2021-01-20,11,5,0.2,6.5,2,45,12:33 PM,No moonset,06:15 AM,07:12 PM,3,5,7,5,14,69,75,1.6,1015,11,9,52,11,Bolivia
2021-01-21,11,4,0.1,6.5,2,52,01:21 PM,12:32 AM,06:16 AM,07:12 PM,2,5,7,5,15,73,73,1.9,1016,11,9,55,12,Bolivia
2021-01-22,11,4,0.3,6.5,2,59,02:10 PM,01:09 AM,06:16 AM,07:12 PM,2,5,7,5,16,80,74,2.2,1017,11,9,56,12,Bolivia
2021-01-23,11,4,0.0,6.5,2,67,03:01 PM,01:48 AM,06:17 AM,07:12 PM,2,5,7,5,15,64,75,1.2,1018,11,10,62,11,Bolivia
2021-01-24,11,5,0.0,6.5,2,74,03:53 PM,02:30 AM,06:17 AM,07:12 PM,3,6,8,6,14,67,75,3.1,1014,11,10,68,10,Bolivia
2021-01-25,10,5,0.0,7.8,2,81,04:47 PM,03:17 AM,06:18 AM,07:12 PM,4,7,7,7,10,63,77,7.2,1013,10,9,53,6,Bolivia
2021-01-26,14,6,0.0,6.5,3,88,05:42 PM,04:07 AM,06:18 AM,07:12 PM,4,9,10,9,9,80,73,11.2,1012,14,10,169,7,Bolivia
2021-01-27,15,5,0.3,9.0,3,96,06:35 PM,05:03 AM,06:19 AM,07:12 PM,0,9,10,9,9,52,55,1.5,1012,15,9,200,7,Bolivia
2021-01-28,14,6,0.0,6.5,3,100,07:26 PM,06:00 AM,06:19 AM,07:11 PM,2,9,10,9,10,76,62,2.9,1011,14,10,209,8,Bolivia
2021-01-29,15,5,0.0,9.0,3,90,08:14 PM,06:59 AM,06:20 AM,07:11 PM,-3,10,10,10,9,46,45,1.1,1011,15,10,196,6,Bolivia
2021-01-30,14,5,0.0,9.0,3,82,09:00 PM,07:58 AM,06:21 AM,07:11 PM,1,9,10,9,11,50,57,4.6,1012,14,10,147,7,Bolivia
2021-01-31,13,7,0.0,7.7,3,79,09:43 PM,08:56 AM,06:21 AM,07:11 PM,4,8,9,8,14,52,73,13.3,1013,13,9,102,9,Bolivia
2021-02-01,12,7,0.0,6.4,2,63,10:24 PM,09:53 AM,06:22 AM,07:11 PM,5,8,9,8,11,73,75,15.6,1014,12,8,100,7,Bolivia
2021-02-02,12,6,0.0,6.4,2,55,11:06 PM,10:49 AM,06:22 AM,07:10 PM,4,7,9,7,14,72,75,11.0,1014,12,9,54,9,Bolivia
2021-02-03,13,7,0.0,6.4,3,48,11:49 PM,11:46 AM,06:23 AM,07:10 PM,4,8,10,8,16,71,74,7.0,1016,13,9,63,12,Bolivia
2021-02-04,13,5,0.0,7.7,3,40,No moonrise,12:44 PM,06:23 AM,07:10 PM,4,8,9,8,13,54,74,5.1,1017,13,10,62,9,Bolivia
2021-02-05,13,6,0.0,6.4,2,33,12:34 AM,01:44 PM,06:24 AM,07:09 PM,5,8,9,8,12,71,77,6.0,1016,13,10,78,9,Bolivia
2021-02-06,13,5,0.0,9.0,2,25,01:23 AM,02:45 PM,06:24 AM,07:09 PM,4,7,9,7,11,44,76,5.0,1015,13,10,101,8,Bolivia
