date_time,Niger_maxtempC,Niger_mintempC,Niger_totalSnow_cm,Niger_sunHour,Niger_uvIndex,Niger_moon_illumination,Niger_moonrise,Niger_moonset,Niger_sunrise,Niger_sunset,Niger_DewPointC,Niger_FeelsLikeC,Niger_HeatIndexC,Niger_WindChillC,Niger_WindGustKmph,Niger_cloudcover,Niger_humidity,Niger_precipMM,Niger_pressure,Niger_tempC,Niger_visibility,Niger_winddirDegree,Niger_windspeedKmph,Niger_location
2020-09-07,32,24,0.0,10.3,6,58,10:36 PM,10:40 AM,06:41 AM,07:00 PM,21,30,30,28,18,50,66,3.8,1009,32,10,185,14,Niger
2020-09-08,33,26,0.0,11.6,7,50,11:16 PM,11:29 AM,06:41 AM,06:59 PM,21,31,31,29,21,28,63,0.0,1009,33,10,209,16,Niger
2020-09-09,31,25,0.0,11.6,6,43,No moonrise,12:18 PM,06:42 AM,06:58 PM,21,30,30,28,27,37,69,25.3,1011,31,10,248,20,Niger
2020-09-10,33,26,0.0,11.6,6,35,12:00 AM,01:10 PM,06:42 AM,06:57 PM,22,32,32,29,25,42,67,1.5,1010,33,10,212,19,Niger
2020-09-11,34,26,0.0,10.2,6,28,12:48 AM,02:04 PM,06:42 AM,06:57 PM,20,31,31,29,26,37,59,11.0,1009,34,9,226,17,Niger
2020-09-12,34,27,0.0,11.6,7,20,01:40 AM,02:59 PM,06:42 AM,06:56 PM,22,34,34,30,26,21,63,0.0,1010,34,10,229,20,Niger
2020-09-13,33,26,0.0,10.2,6,13,02:36 AM,03:54 PM,06:42 AM,06:55 PM,21,32,32,29,29,30,62,0.6,1011,33,10,215,22,Niger
2020-09-14,34,26,0.0,11.6,8,5,03:35 AM,04:47 PM,06:42 AM,06:55 PM,20,32,32,30,22,23,58,0.2,1012,34,10,228,16,Niger
2020-09-15,36,27,0.0,11.6,8,0,04:35 AM,05:39 PM,06:42 AM,06:54 PM,21,34,34,31,23,8,56,0.0,1009,36,10,250,17,Niger
2020-09-16,34,28,0.0,10.2,7,0,05:36 AM,06:27 PM,06:42 AM,06:53 PM,22,34,34,31,28,36,60,3.2,1008,34,9,220,21,Niger
2020-09-17,30,27,0.0,8.8,6,0,06:36 AM,07:15 PM,06:42 AM,06:52 PM,21,31,31,28,20,65,64,0.6,1010,30,10,171,16,Niger
2020-09-18,30,25,0.0,11.6,6,2,07:36 AM,08:01 PM,06:42 AM,06:52 PM,21,29,29,27,18,48,70,1.4,1012,30,9,201,14,Niger
2020-09-19,38,29,0.0,11.6,7,10,08:35 AM,08:48 PM,06:42 AM,06:51 PM,19,35,35,33,18,23,44,0.1,1010,38,10,305,12,Niger
2020-09-20,36,27,0.0,11.6,8,17,09:36 AM,09:36 PM,06:42 AM,06:50 PM,21,35,35,31,32,1,55,0.0,1008,36,10,226,24,Niger
2020-09-21,34,26,0.0,11.6,8,25,10:36 AM,10:26 PM,06:42 AM,06:49 PM,21,33,33,30,30,23,61,0.0,1010,34,10,220,24,Niger
2020-09-22,36,27,0.0,11.6,8,32,11:37 AM,11:20 PM,06:42 AM,06:49 PM,20,33,33,31,20,9,53,0.0,1011,36,10,181,15,Niger
2020-09-23,36,28,0.0,11.6,8,40,12:38 PM,No moonset,06:42 AM,06:48 PM,19,34,34,32,17,10,47,0.0,1011,36,10,183,12,Niger
2020-09-24,37,28,0.0,11.6,8,47,01:37 PM,12:14 AM,06:42 AM,06:47 PM,20,35,35,32,21,7,50,0.0,1010,37,10,246,16,Niger
2020-09-25,36,28,0.0,11.6,8,55,02:32 PM,01:11 AM,06:42 AM,06:46 PM,21,35,35,32,27,7,54,0.0,1010,36,10,230,21,Niger
2020-09-26,35,27,0.0,11.6,7,62,03:23 PM,02:07 AM,06:42 AM,06:46 PM,20,33,33,31,29,16,53,0.1,1009,35,10,229,23,Niger
2020-09-27,34,26,0.0,11.6,7,70,04:10 PM,03:02 AM,06:42 AM,06:45 PM,20,32,32,30,27,40,57,3.9,1009,34,10,218,21,Niger
2020-09-28,37,27,0.0,11.6,8,78,04:53 PM,03:54 AM,06:42 AM,06:44 PM,18,33,33,32,16,23,47,1.8,1009,37,10,177,11,Niger
2020-09-29,38,29,0.0,11.6,8,85,05:33 PM,04:44 AM,06:42 AM,06:44 PM,18,35,35,33,22,8,41,0.0,1008,38,10,211,16,Niger
2020-09-30,34,27,0.0,11.6,7,93,06:10 PM,05:33 AM,06:42 AM,06:43 PM,21,33,33,30,28,26,58,0.7,1009,34,10,206,22,Niger
2020-10-01,35,26,0.0,11.6,7,97,06:46 PM,06:19 AM,06:42 AM,06:42 PM,20,32,32,30,20,42,58,2.8,1008,35,10,201,15,Niger
2020-10-02,36,27,0.0,11.6,8,100,07:22 PM,07:05 AM,06:42 AM,06:41 PM,20,34,34,32,23,10,51,0.0,1008,36,10,206,18,Niger
2020-10-03,35,28,0.0,8.8,7,89,07:58 PM,07:51 AM,06:42 AM,06:41 PM,19,33,33,31,18,39,52,1.2,1009,35,10,167,13,Niger
2020-10-04,36,28,0.0,11.6,8,82,08:34 PM,08:37 AM,06:42 AM,06:40 PM,18,34,34,32,15,26,44,0.7,1010,36,10,156,11,Niger
2020-10-05,37,28,0.0,11.6,8,74,09:14 PM,09:24 AM,06:42 AM,06:39 PM,18,34,34,33,17,6,43,0.0,1010,37,10,245,12,Niger
2020-10-06,38,29,0.0,11.6,8,67,09:56 PM,10:13 AM,06:42 AM,06:39 PM,18,35,35,33,25,3,41,0.0,1008,38,10,225,17,Niger
2020-10-07,38,28,0.0,11.6,8,60,10:42 PM,11:04 AM,06:43 AM,06:38 PM,20,35,35,33,29,7,48,0.0,1009,38,10,223,22,Niger
2020-10-08,34,28,0.0,10.2,7,53,11:32 PM,11:56 AM,06:43 AM,06:37 PM,20,34,34,32,27,26,49,0.2,1010,34,10,220,20,Niger
2020-10-09,34,28,0.0,11.6,8,45,No moonrise,12:49 PM,06:43 AM,06:37 PM,17,32,32,31,16,23,45,0.0,1010,34,10,188,11,Niger
2020-10-10,32,29,0.0,11.6,8,38,12:24 AM,01:43 PM,06:43 AM,06:36 PM,18,32,32,30,20,35,50,0.0,1011,32,10,194,15,Niger
2020-10-11,36,28,0.0,11.6,7,31,01:21 AM,02:35 PM,06:43 AM,06:35 PM,17,33,33,32,13,40,44,2.1,1011,36,10,284,10,Niger
2020-10-12,38,29,0.0,11.6,8,23,02:19 AM,03:26 PM,06:43 AM,06:35 PM,16,34,34,33,20,4,38,0.0,1008,38,10,203,14,Niger
2020-10-13,39,29,0.0,11.6,8,16,03:18 AM,04:14 PM,06:43 AM,06:34 PM,13,34,34,34,20,4,30,0.0,1008,39,10,171,13,Niger
2020-10-14,40,29,0.0,11.6,9,9,04:17 AM,05:02 PM,06:43 AM,06:34 PM,11,34,34,34,20,1,25,0.0,1008,40,10,197,12,Niger
2020-10-15,37,28,0.0,11.6,8,2,05:16 AM,05:48 PM,06:44 AM,06:33 PM,16,34,34,33,19,5,39,0.0,1009,37,10,191,13,Niger
2020-10-16,38,29,0.0,11.6,8,0,06:15 AM,06:35 PM,06:44 AM,06:32 PM,15,34,34,34,19,4,36,0.0,1009,38,10,179,14,Niger
2020-10-17,39,29,0.0,11.6,8,0,07:16 AM,07:23 PM,06:44 AM,06:32 PM,13,34,34,34,18,2,29,0.0,1008,39,10,198,11,Niger
2020-10-18,39,29,0.0,11.6,8,5,08:18 AM,08:14 PM,06:44 AM,06:31 PM,13,34,34,34,20,2,31,0.0,1008,39,10,171,13,Niger
2020-10-19,39,29,0.0,11.6,9,13,09:21 AM,09:08 PM,06:44 AM,06:31 PM,12,34,34,34,18,2,28,0.0,1008,39,10,192,12,Niger
2020-10-20,38,28,0.0,11.6,8,20,10:25 AM,10:04 PM,06:44 AM,06:30 PM,12,33,33,34,20,3,29,0.0,1008,38,10,194,13,Niger
2020-10-21,38,28,0.0,11.6,8,27,11:27 AM,11:02 PM,06:45 AM,06:30 PM,10,32,32,33,22,1,26,0.0,1009,38,10,168,14,Niger
2020-10-22,39,28,0.0,11.6,8,35,12:26 PM,No moonset,06:45 AM,06:29 PM,4,32,32,33,22,0,18,0.0,1010,39,10,140,13,Niger
2020-10-23,39,27,0.0,11.6,8,42,01:20 PM,12:00 AM,06:45 AM,06:29 PM,-1,31,31,33,23,0,13,0.0,1011,39,10,82,15,Niger
2020-10-24,38,27,0.0,11.6,8,49,02:09 PM,12:57 AM,06:45 AM,06:28 PM,-0,30,30,32,18,0,13,0.0,1010,38,10,102,11,Niger
2020-10-25,37,27,0.0,11.6,8,56,02:53 PM,01:51 AM,06:45 AM,06:28 PM,1,32,32,32,18,0,15,0.0,1009,37,10,67,12,Niger
2020-10-26,37,26,0.0,11.6,8,64,03:34 PM,02:41 AM,06:46 AM,06:27 PM,-2,29,29,31,21,0,12,0.0,1009,37,10,67,13,Niger
2020-10-27,37,26,0.0,11.6,8,71,04:11 PM,03:30 AM,06:46 AM,06:27 PM,-2,30,30,31,16,0,12,0.0,1008,37,10,59,9,Niger
2020-10-28,37,25,0.0,11.6,8,78,04:47 PM,04:17 AM,06:46 AM,06:27 PM,-4,30,30,31,19,0,11,0.0,1009,37,10,80,11,Niger
2020-10-29,37,26,0.0,11.6,8,85,05:23 PM,05:03 AM,06:46 AM,06:26 PM,-2,29,29,31,19,0,12,0.0,1010,37,10,83,11,Niger
2020-10-30,38,27,0.0,11.6,8,93,05:58 PM,05:48 AM,06:47 AM,06:26 PM,2,30,30,32,22,3,16,0.0,1010,38,10,76,13,Niger
2020-10-31,38,27,0.0,11.6,8,97,06:35 PM,06:34 AM,06:47 AM,06:25 PM,-0,31,31,32,25,2,13,0.0,1010,38,10,63,15,Niger
2020-11-01,37,26,0.0,11.6,8,89,07:13 PM,07:21 AM,06:47 AM,06:25 PM,-0,29,29,31,28,1,13,0.0,1009,37,10,66,17,Niger
2020-11-02,36,25,0.0,11.6,8,81,07:55 PM,08:09 AM,06:48 AM,06:25 PM,1,29,29,30,29,0,15,0.0,1010,36,10,72,18,Niger
2020-11-03,36,26,0.0,11.6,8,74,08:39 PM,09:00 AM,06:48 AM,06:24 PM,3,29,29,31,26,3,17,0.0,1011,36,10,72,16,Niger
2020-11-04,37,26,0.0,11.6,8,66,09:27 PM,09:52 AM,06:48 AM,06:24 PM,4,30,30,31,23,5,19,0.0,1010,37,10,91,15,Niger
2020-11-05,38,27,0.0,11.6,8,58,10:18 PM,10:44 AM,06:49 AM,06:24 PM,5,30,30,32,29,9,19,0.0,1010,38,10,75,18,Niger
2020-11-06,37,27,0.0,11.6,8,51,11:13 PM,11:37 AM,06:49 AM,06:24 PM,3,31,31,32,29,3,17,0.0,1011,37,10,53,18,Niger
2020-11-07,36,24,0.0,11.6,8,43,No moonrise,12:29 PM,06:49 AM,06:23 PM,0,29,29,30,30,0,15,0.0,1012,36,10,67,18,Niger
2020-11-08,35,24,0.0,11.6,8,36,12:09 AM,01:19 PM,06:50 AM,06:23 PM,-2,28,28,29,26,0,14,0.0,1013,35,10,75,16,Niger
2020-11-09,34,23,0.0,11.6,7,28,01:06 AM,02:06 PM,06:50 AM,06:23 PM,-0,28,28,29,23,0,16,0.0,1013,34,10,72,14,Niger
2020-11-10,35,23,0.0,11.6,8,21,02:02 AM,02:52 PM,06:50 AM,06:23 PM,2,28,28,29,26,0,18,0.0,1012,35,10,62,15,Niger
2020-11-11,34,23,0.0,11.6,7,13,02:59 AM,03:37 PM,06:51 AM,06:23 PM,2,27,27,29,27,0,19,0.0,1011,34,10,60,16,Niger
2020-11-12,34,24,0.0,11.6,7,6,03:57 AM,04:22 PM,06:51 AM,06:22 PM,2,28,28,29,30,0,18,0.0,1012,34,10,57,18,Niger
2020-11-13,35,23,0.0,11.6,8,0,04:55 AM,05:09 PM,06:52 AM,06:22 PM,-0,29,29,29,31,0,16,0.0,1013,35,10,48,19,Niger
2020-11-14,36,23,0.0,11.6,8,0,05:56 AM,05:58 PM,06:52 AM,06:22 PM,1,29,29,29,31,0,17,0.0,1012,36,10,48,19,Niger
2020-11-15,36,25,0.0,11.6,8,0,06:59 AM,06:50 PM,06:53 AM,06:22 PM,4,29,29,30,32,11,20,0.0,1011,36,10,60,20,Niger
2020-11-16,36,24,0.0,11.6,8,2,08:03 AM,07:47 PM,06:53 AM,06:22 PM,5,30,30,30,32,1,21,0.0,1011,36,10,63,19,Niger
2020-11-17,35,24,0.0,11.6,8,9,09:08 AM,08:46 PM,06:54 AM,06:22 PM,2,29,29,30,30,0,19,0.0,1011,35,10,61,18,Niger
2020-11-18,35,23,0.0,11.6,7,17,10:11 AM,09:46 PM,06:54 AM,06:22 PM,2,28,28,29,28,0,19,0.0,1011,35,10,66,17,Niger
2020-11-19,34,23,0.0,11.6,7,24,11:10 AM,10:46 PM,06:54 AM,06:22 PM,2,28,28,28,24,0,19,0.0,1011,34,10,68,15,Niger
2020-11-20,33,22,0.0,11.6,7,32,12:03 PM,11:43 PM,06:55 AM,06:22 PM,-0,27,27,28,26,1,18,0.0,1010,33,10,69,16,Niger
2020-11-21,33,21,0.0,11.6,7,39,12:50 PM,No moonset,06:55 AM,06:22 PM,-2,27,27,27,27,0,16,0.0,1011,33,10,62,16,Niger
2020-11-22,34,22,0.0,11.6,7,47,01:33 PM,12:36 AM,06:56 AM,06:22 PM,-4,28,28,28,25,0,13,0.0,1011,34,10,35,14,Niger
2020-11-23,35,22,0.0,11.6,7,54,02:12 PM,01:26 AM,06:56 AM,06:22 PM,-5,27,27,28,19,0,12,0.0,1011,35,10,111,11,Niger
2020-11-24,35,22,0.0,11.6,7,62,02:48 PM,02:14 AM,06:57 AM,06:22 PM,-4,28,28,28,21,0,13,0.0,1011,35,10,27,12,Niger
2020-11-25,35,22,0.0,11.6,8,70,03:24 PM,03:00 AM,06:57 AM,06:22 PM,-3,29,29,29,21,0,13,0.0,1010,35,10,136,12,Niger
2020-11-26,35,24,0.0,11.6,8,77,03:59 PM,03:45 AM,06:58 AM,06:22 PM,-2,28,28,29,18,0,14,0.0,1009,35,10,263,10,Niger
2020-11-27,36,24,0.0,11.6,8,85,04:34 PM,04:30 AM,06:59 AM,06:22 PM,1,29,29,30,17,1,17,0.0,1009,36,10,209,10,Niger
2020-11-28,36,25,0.0,11.6,8,92,05:13 PM,05:17 AM,06:59 AM,06:23 PM,6,30,30,30,21,6,22,0.0,1010,36,10,69,12,Niger
2020-11-29,36,25,0.0,11.2,8,100,05:53 PM,06:05 AM,07:00 AM,06:23 PM,4,31,31,31,21,1,21,0.0,1010,36,10,64,13,Niger
2020-11-30,37,25,0.0,11.2,8,100,06:36 PM,06:55 AM,07:00 AM,06:23 PM,1,30,30,30,30,0,16,0.0,1011,37,10,79,18,Niger
2020-12-01,37,23,0.0,11.2,8,89,07:24 PM,07:48 AM,07:01 AM,06:23 PM,-1,29,29,30,30,0,15,0.0,1011,37,10,72,18,Niger
2020-12-02,37,23,0.0,11.2,8,82,08:15 PM,08:40 AM,07:01 AM,06:23 PM,-0,30,30,30,26,0,15,0.0,1011,37,10,75,16,Niger
2020-12-03,37,23,0.0,11.2,8,75,09:09 PM,09:34 AM,07:02 AM,06:24 PM,-1,30,30,30,25,0,15,0.0,1011,37,10,81,16,Niger
2020-12-04,37,24,0.0,11.2,8,67,10:04 PM,10:26 AM,07:02 AM,06:24 PM,-0,30,30,30,19,0,15,0.0,1011,37,10,94,11,Niger
2020-12-05,37,24,0.0,11.2,8,60,11:00 PM,11:16 AM,07:03 AM,06:24 PM,0,30,30,30,15,0,16,0.0,1010,37,10,94,9,Niger
2020-12-06,37,25,0.0,11.2,8,53,11:56 PM,12:04 PM,07:04 AM,06:24 PM,2,31,31,31,20,0,17,0.0,1010,37,10,111,12,Niger
2020-12-07,37,25,0.0,11.2,8,46,No moonrise,12:49 PM,07:04 AM,06:25 PM,1,30,30,31,22,0,17,0.0,1011,37,10,89,14,Niger
2020-12-08,38,25,0.0,11.2,8,38,12:51 AM,01:33 PM,07:05 AM,06:25 PM,0,30,30,31,24,1,15,0.0,1012,38,10,66,15,Niger
2020-12-09,37,25,0.0,11.2,8,31,01:46 AM,02:15 PM,07:05 AM,06:25 PM,-2,31,31,31,28,0,13,0.0,1011,37,10,55,17,Niger
2020-12-10,37,24,0.0,11.2,8,24,02:41 AM,02:59 PM,07:06 AM,06:26 PM,-3,30,30,30,25,0,12,0.0,1010,37,10,68,15,Niger
2020-12-11,37,24,0.0,11.2,8,17,03:39 AM,03:45 PM,07:06 AM,06:26 PM,-3,30,30,30,22,0,12,0.0,1010,37,10,55,13,Niger
2020-12-12,37,24,0.0,11.2,8,9,04:38 AM,04:34 PM,07:07 AM,06:27 PM,-2,30,30,30,23,0,13,0.0,1010,37,10,47,14,Niger
2020-12-13,36,23,0.0,11.2,8,2,05:41 AM,05:28 PM,07:07 AM,06:27 PM,-2,30,30,30,22,1,14,0.0,1009,36,10,53,13,Niger
2020-12-14,37,24,0.0,11.2,8,0,06:45 AM,06:25 PM,07:08 AM,06:27 PM,-1,30,30,30,23,8,15,0.0,1009,37,10,68,14,Niger
2020-12-15,36,24,0.0,11.2,8,0,07:50 AM,07:26 PM,07:09 AM,06:28 PM,-1,30,30,30,25,2,14,0.0,1009,36,10,77,15,Niger
2020-12-16,36,23,0.0,11.2,8,5,08:52 AM,08:28 PM,07:09 AM,06:28 PM,-0,29,29,29,26,0,16,0.0,1010,36,10,81,16,Niger
2020-12-17,36,23,0.0,11.2,8,12,09:50 AM,09:28 PM,07:10 AM,06:29 PM,-2,29,29,29,25,0,15,0.0,1011,36,10,82,15,Niger
2020-12-18,35,22,0.0,11.2,7,20,10:41 AM,10:24 PM,07:10 AM,06:29 PM,-2,28,28,28,23,8,15,0.0,1011,35,10,79,14,Niger
2020-12-19,35,22,0.0,11.2,8,27,11:27 AM,11:18 PM,07:11 AM,06:30 PM,-2,29,29,29,24,11,15,0.0,1010,35,10,75,15,Niger
2020-12-20,35,22,0.0,11.2,7,34,12:08 PM,No moonset,07:11 AM,06:30 PM,-3,29,29,29,27,9,14,0.0,1011,35,10,68,17,Niger
2020-12-21,34,23,0.0,11.2,7,41,12:46 PM,12:07 AM,07:12 AM,06:31 PM,-3,28,28,28,25,5,13,0.0,1011,34,10,50,15,Niger
2020-12-22,34,21,0.0,11.2,7,49,01:23 PM,12:55 AM,07:12 AM,06:31 PM,-2,27,27,27,28,1,16,0.0,1011,34,10,30,16,Niger
2020-12-23,33,21,0.0,11.2,7,56,01:58 PM,01:41 AM,07:13 AM,06:32 PM,-3,27,27,27,30,8,15,0.0,1011,33,10,43,18,Niger
2020-12-24,33,20,0.0,11.2,7,63,02:33 PM,02:26 AM,07:13 AM,06:32 PM,-3,27,27,27,31,2,15,0.0,1011,33,10,46,19,Niger
2020-12-25,33,21,0.0,11.2,7,70,03:10 PM,03:12 AM,07:14 AM,06:33 PM,-2,27,27,27,29,1,16,0.0,1011,33,10,68,18,Niger
2020-12-26,31,19,0.0,11.2,7,78,03:50 PM,03:59 AM,07:14 AM,06:33 PM,-3,26,26,25,29,1,16,0.0,1012,31,10,51,17,Niger
2020-12-27,31,18,0.0,11.2,7,85,04:32 PM,04:49 AM,07:15 AM,06:34 PM,-5,24,24,24,28,0,14,0.0,1011,31,10,41,16,Niger
2020-12-28,32,19,0.0,11.2,7,92,05:18 PM,05:40 AM,07:15 AM,06:34 PM,-4,25,25,25,28,0,16,0.0,1011,32,10,44,17,Niger
2020-12-29,32,19,0.0,11.2,7,100,06:08 PM,06:33 AM,07:15 AM,06:35 PM,-6,25,25,25,28,0,13,0.0,1011,32,10,45,17,Niger
2020-12-30,33,19,0.0,11.2,7,100,07:02 PM,07:28 AM,07:16 AM,06:35 PM,-5,26,26,26,26,0,13,0.0,1011,33,10,46,15,Niger
2020-12-31,34,20,0.0,11.2,7,89,07:58 PM,08:21 AM,07:16 AM,06:36 PM,-7,27,27,27,26,0,11,0.0,1011,34,10,51,15,Niger
2021-01-01,35,21,0.0,11.2,7,79,08:55 PM,09:13 AM,07:17 AM,06:37 PM,-7,28,28,29,23,0,10,0.0,1010,35,10,48,14,Niger
2021-01-02,37,23,0.0,11.2,8,71,09:52 PM,10:02 AM,07:17 AM,06:37 PM,-5,30,30,30,19,0,11,0.0,1009,37,10,84,11,Niger
2021-01-03,37,24,0.0,11.2,8,64,10:47 PM,10:48 AM,07:17 AM,06:38 PM,-3,30,30,30,17,0,13,0.0,1009,37,10,96,10,Niger
2021-01-04,37,25,0.0,11.2,8,57,11:42 PM,11:32 AM,07:18 AM,06:38 PM,-1,31,31,31,18,0,14,0.0,1009,37,10,60,11,Niger
2021-01-05,38,24,0.0,11.2,8,50,No moonrise,12:14 PM,07:18 AM,06:39 PM,-3,31,31,31,22,0,13,0.0,1009,38,10,45,13,Niger
2021-01-06,38,24,0.0,11.2,8,42,12:36 AM,12:57 PM,07:18 AM,06:39 PM,-5,31,31,31,25,0,11,0.0,1010,38,10,63,15,Niger
2021-01-07,38,23,0.0,11.2,8,35,01:31 AM,01:40 PM,07:19 AM,06:40 PM,-7,30,30,30,31,0,9,0.0,1010,38,10,65,19,Niger
2021-01-08,38,22,0.0,11.2,8,28,02:27 AM,02:26 PM,07:19 AM,06:41 PM,-6,30,30,30,31,0,10,0.0,1010,38,10,82,19,Niger
2021-01-09,37,22,0.0,11.2,8,20,03:27 AM,03:16 PM,07:19 AM,06:41 PM,-2,30,30,30,27,0,14,0.0,1010,37,10,98,16,Niger
2021-01-10,37,23,0.0,11.2,8,13,04:28 AM,04:10 PM,07:19 AM,06:42 PM,-3,30,30,30,29,0,13,0.0,1009,37,10,91,18,Niger
2021-01-11,36,22,0.0,11.2,8,6,05:31 AM,05:08 PM,07:20 AM,06:42 PM,-4,29,29,29,26,0,12,0.0,1009,36,10,80,16,Niger
2021-01-12,36,21,0.0,11.2,7,0,06:33 AM,06:09 PM,07:20 AM,06:43 PM,-6,29,29,28,26,0,11,0.0,1011,36,10,73,16,Niger
2021-01-13,35,20,0.0,11.2,7,0,07:33 AM,07:10 PM,07:20 AM,06:43 PM,-8,28,28,27,28,0,10,0.0,1012,35,10,63,17,Niger
2021-01-14,34,20,0.0,11.2,7,1,08:28 AM,08:09 PM,07:20 AM,06:44 PM,-8,27,27,27,29,0,10,0.0,1012,34,10,67,18,Niger
2021-01-15,34,20,0.0,11.3,7,8,09:17 AM,09:05 PM,07:20 AM,06:45 PM,-6,27,27,27,25,0,12,0.0,1011,34,10,67,15,Niger
2021-01-16,34,20,0.0,11.3,7,16,10:01 AM,09:57 PM,07:20 AM,06:45 PM,-7,27,27,27,23,0,11,0.0,1010,34,10,63,14,Niger
2021-01-17,34,20,0.0,11.3,7,23,10:41 AM,10:46 PM,07:21 AM,06:46 PM,-5,27,27,27,28,0,13,0.0,1011,34,10,51,17,Niger
2021-01-18,34,21,0.0,11.3,7,30,11:19 AM,11:34 PM,07:21 AM,06:46 PM,-4,27,27,27,32,0,14,0.0,1011,34,10,63,19,Niger
2021-01-19,33,19,0.0,11.3,7,38,11:55 AM,No moonset,07:21 AM,06:47 PM,-4,27,27,26,33,0,15,0.0,1013,33,10,74,20,Niger
2021-01-20,33,19,0.0,11.3,7,45,12:30 PM,12:19 AM,07:21 AM,06:47 PM,-5,26,26,26,35,0,14,0.0,1013,33,10,70,21,Niger
2021-01-21,32,19,0.0,11.3,7,52,01:07 PM,01:05 AM,07:21 AM,06:48 PM,-6,25,25,25,37,0,14,0.0,1013,32,10,68,22,Niger
2021-01-22,32,18,0.0,11.3,7,59,01:45 PM,01:52 AM,07:21 AM,06:48 PM,-7,25,25,25,34,0,13,0.0,1014,32,10,64,20,Niger
2021-01-23,32,18,0.0,11.3,7,67,02:26 PM,02:40 AM,07:21 AM,06:49 PM,-7,25,25,25,29,0,12,0.0,1013,32,10,57,17,Niger
2021-01-24,33,18,0.0,11.3,7,74,03:10 PM,03:31 AM,07:21 AM,06:49 PM,-10,25,25,25,29,0,10,0.0,1012,33,10,59,18,Niger
2021-01-25,33,18,0.0,11.3,7,81,03:59 PM,04:23 AM,07:21 AM,06:50 PM,-11,26,26,26,30,0,8,0.0,1012,33,10,62,18,Niger
2021-01-26,34,19,0.0,11.3,7,88,04:51 PM,05:17 AM,07:21 AM,06:50 PM,-13,26,26,26,28,0,7,0.0,1012,34,10,54,17,Niger
2021-01-27,34,19,0.0,11.3,7,96,05:48 PM,06:11 AM,07:21 AM,06:51 PM,-14,26,26,26,31,0,6,0.0,1011,34,10,45,19,Niger
2021-01-28,34,19,0.0,11.3,7,100,06:45 PM,07:05 AM,07:21 AM,06:51 PM,-12,27,27,27,31,0,8,0.0,1011,34,10,63,19,Niger
2021-01-29,34,20,0.0,11.3,7,90,07:43 PM,07:56 AM,07:21 AM,06:52 PM,-6,27,27,27,33,0,12,0.0,1012,34,10,66,20,Niger
2021-01-30,33,20,0.0,11.3,7,82,08:40 PM,08:44 AM,07:20 AM,06:52 PM,-6,27,27,27,31,0,12,0.0,1012,33,10,61,19,Niger
2021-01-31,33,19,0.0,11.3,7,79,09:37 PM,09:30 AM,07:20 AM,06:53 PM,-9,26,26,26,28,2,10,0.0,1011,33,10,42,16,Niger
2021-02-01,33,20,0.0,11.3,7,63,10:32 PM,10:13 AM,07:20 AM,06:53 PM,-11,26,26,27,29,5,8,0.0,1011,33,10,33,17,Niger
2021-02-02,34,19,0.0,11.3,7,55,11:27 PM,10:56 AM,07:20 AM,06:54 PM,-13,27,27,27,23,0,7,0.0,1012,34,10,42,13,Niger
2021-02-03,35,20,0.0,11.3,7,48,No moonrise,11:40 AM,07:20 AM,06:54 PM,-12,28,28,28,27,0,7,0.0,1011,35,10,63,16,Niger
2021-02-04,35,21,0.0,11.3,7,40,12:23 AM,12:24 PM,07:20 AM,06:54 PM,-6,28,28,28,31,0,11,0.0,1011,35,10,79,19,Niger
2021-02-05,35,21,0.0,11.4,7,33,01:21 AM,01:12 PM,07:19 AM,06:55 PM,-4,27,27,28,31,0,13,0.0,1011,35,10,84,19,Niger
2021-02-06,35,22,0.0,11.4,7,25,02:19 AM,02:03 PM,07:19 AM,06:55 PM,-3,28,28,28,29,1,13,0.0,1011,35,10,87,17,Niger
2021-02-07,36,22,0.0,11.4,7,18,03:21 AM,02:58 PM,07:19 AM,06:56 PM,-2,28,28,29,25,16,15,0.0,1010,36,10,84,15,Niger
