date_time,Niger_maxtempC,Niger_mintempC,Niger_totalSnow_cm,Niger_sunHour,Niger_uvIndex,Niger_moon_illumination,Niger_moonrise,Niger_moonset,Niger_sunrise,Niger_sunset,Niger_DewPointC,Niger_FeelsLikeC,Niger_HeatIndexC,Niger_WindChillC,Niger_WindGustKmph,Niger_cloudcover,Niger_humidity,Niger_precipMM,Niger_pressure,Niger_tempC,Niger_visibility,Niger_winddirDegree,Niger_windspeedKmph,Niger_location
2020-01-01,29,16,0.0,11.2,6,37,11:56 AM,No moonset,07:16 AM,06:36 PM,-7,23,23,23,38,1,14,0.0,1015,29,10,45,23,Niger
2020-01-02,24,13,0.0,11.2,5,44,12:32 PM,12:02 AM,07:17 AM,06:37 PM,-7,18,19,18,39,0,18,0.0,1017,24,10,58,24,Niger
2020-01-03,24,12,0.0,11.2,5,51,01:08 PM,12:47 AM,07:17 AM,06:37 PM,-8,17,18,17,36,1,17,0.0,1018,24,10,64,23,Niger
2020-01-04,26,13,0.0,11.2,6,59,01:45 PM,01:33 AM,07:17 AM,06:38 PM,-5,19,20,19,36,2,20,0.0,1017,26,10,63,22,Niger
2020-01-05,28,15,0.0,11.2,6,66,02:23 PM,02:20 AM,07:18 AM,06:38 PM,-3,22,22,21,32,3,21,0.0,1014,28,10,63,20,Niger
2020-01-06,30,17,0.0,11.2,6,73,03:05 PM,03:09 AM,07:18 AM,06:39 PM,-1,24,24,23,27,3,21,0.0,1012,30,10,56,16,Niger
2020-01-07,31,18,0.0,11.2,7,80,03:50 PM,04:01 AM,07:18 AM,06:40 PM,-0,25,25,25,30,3,20,0.0,1012,31,10,65,18,Niger
2020-01-08,33,21,0.0,11.2,7,88,04:39 PM,04:55 AM,07:19 AM,06:40 PM,0,26,26,26,32,6,18,0.0,1012,33,10,81,19,Niger
2020-01-09,34,22,0.0,11.2,7,95,05:35 PM,05:53 AM,07:19 AM,06:41 PM,1,28,28,28,32,7,19,0.0,1012,34,10,80,19,Niger
2020-01-10,35,23,0.0,11.2,8,100,06:33 PM,06:52 AM,07:19 AM,06:41 PM,5,29,29,29,27,3,23,0.0,1011,35,10,96,17,Niger
2020-01-11,35,23,0.0,11.2,7,100,07:35 PM,07:51 AM,07:19 AM,06:42 PM,5,29,29,29,20,5,23,0.0,1011,35,10,88,12,Niger
2020-01-12,35,23,0.0,11.2,8,83,08:37 PM,08:47 AM,07:20 AM,06:42 PM,5,30,30,30,17,6,22,0.0,1011,35,10,153,9,Niger
2020-01-13,29,21,0.0,11.2,7,76,09:38 PM,09:41 AM,07:20 AM,06:43 PM,-6,24,24,25,36,8,13,0.0,1012,29,10,116,24,Niger
2020-01-14,31,19,0.0,11.2,6,69,10:37 PM,10:30 AM,07:20 AM,06:44 PM,-7,24,24,24,33,14,12,0.0,1012,31,10,31,21,Niger
2020-01-15,32,18,0.0,11.2,7,61,11:35 PM,11:17 AM,07:20 AM,06:44 PM,-3,25,25,25,31,0,16,0.0,1012,32,10,51,18,Niger
2020-01-16,31,18,0.0,11.3,7,54,No moonrise,12:02 PM,07:20 AM,06:45 PM,-2,25,25,25,31,11,18,0.0,1014,31,10,68,19,Niger
2020-01-17,31,17,0.0,11.2,6,47,12:30 AM,12:46 PM,07:21 AM,06:45 PM,-4,24,24,24,31,1,17,0.0,1014,31,10,58,18,Niger
2020-01-18,31,17,0.0,11.3,7,40,01:26 AM,01:30 PM,07:21 AM,06:46 PM,-3,24,24,24,34,0,17,0.0,1015,31,10,55,20,Niger
2020-01-19,31,18,0.0,11.3,6,32,02:21 AM,02:16 PM,07:21 AM,06:46 PM,-2,24,24,24,32,0,20,0.0,1014,31,10,73,19,Niger
2020-01-20,33,18,0.0,11.3,7,25,03:18 AM,03:04 PM,07:21 AM,06:47 PM,1,26,26,26,25,0,22,0.0,1011,33,10,90,15,Niger
2020-01-21,35,22,0.0,11.3,7,18,04:14 AM,03:55 PM,07:21 AM,06:47 PM,2,28,28,28,28,5,20,0.0,1012,35,10,79,17,Niger
2020-01-22,35,23,0.0,11.3,7,11,05:11 AM,04:48 PM,07:21 AM,06:48 PM,-2,29,29,29,33,2,15,0.0,1013,35,10,78,21,Niger
2020-01-23,34,21,0.0,11.3,7,3,06:06 AM,05:42 PM,07:21 AM,06:48 PM,-8,27,27,28,38,16,10,0.0,1013,34,10,79,23,Niger
2020-01-24,33,21,0.0,11.3,6,0,06:58 AM,06:36 PM,07:21 AM,06:49 PM,-9,27,27,27,39,23,9,0.0,1014,33,10,82,24,Niger
2020-01-25,33,20,0.0,11.3,7,0,07:47 AM,07:29 PM,07:21 AM,06:49 PM,-11,27,27,27,40,5,8,0.0,1015,33,10,83,24,Niger
2020-01-26,32,19,0.0,11.3,7,4,08:32 AM,08:19 PM,07:21 AM,06:50 PM,-12,26,26,26,36,1,8,0.0,1015,32,10,80,22,Niger
2020-01-27,32,19,0.0,11.3,7,11,09:14 AM,09:08 PM,07:21 AM,06:50 PM,-12,25,25,25,32,0,8,0.0,1014,32,10,68,19,Niger
2020-01-28,34,20,0.0,11.3,7,18,09:53 AM,09:55 PM,07:21 AM,06:51 PM,-14,27,27,27,34,21,6,0.0,1013,34,10,74,20,Niger
2020-01-29,35,20,0.0,11.3,7,26,10:30 AM,10:41 PM,07:21 AM,06:51 PM,-11,28,28,28,31,1,7,0.0,1013,35,10,71,19,Niger
2020-01-30,36,21,0.0,11.3,7,33,11:06 AM,11:27 PM,07:21 AM,06:52 PM,-10,29,29,29,33,1,8,0.0,1014,36,10,78,20,Niger
2020-01-31,35,21,0.0,11.3,7,37,11:42 AM,No moonset,07:20 AM,06:52 PM,-7,28,28,28,32,0,11,0.0,1014,35,10,79,20,Niger
2020-02-01,34,20,0.0,11.3,7,49,12:19 PM,12:12 AM,07:20 AM,06:53 PM,-6,27,27,27,30,2,12,0.0,1014,34,10,74,19,Niger
2020-02-02,33,19,0.0,11.3,7,57,12:58 PM,01:00 AM,07:20 AM,06:53 PM,-8,26,26,26,28,1,11,0.0,1014,33,10,70,17,Niger
2020-02-03,33,19,0.0,11.3,7,64,01:40 PM,01:49 AM,07:20 AM,06:54 PM,-9,26,26,26,25,0,10,0.0,1014,33,10,65,15,Niger
2020-02-04,33,19,0.0,11.3,7,72,02:26 PM,02:41 AM,07:20 AM,06:54 PM,-8,26,26,26,28,2,11,0.0,1014,33,10,65,18,Niger
2020-02-05,32,19,0.0,11.3,7,79,03:18 PM,03:36 AM,07:20 AM,06:54 PM,-7,26,26,26,31,0,12,0.0,1013,32,10,57,19,Niger
2020-02-06,32,19,0.0,11.4,7,87,04:14 PM,04:34 AM,07:19 AM,06:55 PM,-6,26,26,26,28,9,13,0.0,1013,32,10,56,17,Niger
2020-02-07,33,19,0.0,11.4,7,95,05:15 PM,05:33 AM,07:19 AM,06:55 PM,-9,25,25,26,30,0,10,0.0,1013,33,10,55,18,Niger
2020-02-08,33,19,0.0,11.4,7,100,06:18 PM,06:31 AM,07:19 AM,06:56 PM,-7,26,26,26,34,0,12,0.0,1014,33,10,61,20,Niger
2020-02-09,34,19,0.0,11.4,7,100,07:21 PM,07:27 AM,07:18 AM,06:56 PM,-3,27,27,27,32,4,15,0.0,1013,34,10,60,19,Niger
2020-02-10,35,23,0.0,11.4,8,83,08:23 PM,08:19 AM,07:18 AM,06:56 PM,-2,29,29,29,34,25,14,0.0,1014,35,10,68,21,Niger
2020-02-11,35,23,0.0,11.4,7,75,09:23 PM,09:09 AM,07:18 AM,06:57 PM,-6,27,27,28,40,7,11,0.0,1015,35,10,62,25,Niger
2020-02-12,32,22,0.0,11.4,6,68,10:22 PM,09:56 AM,07:18 AM,06:57 PM,-9,26,26,26,38,42,10,0.0,1015,32,10,64,24,Niger
2020-02-13,33,19,0.0,11.4,7,60,11:19 PM,10:42 AM,07:17 AM,06:57 PM,-11,26,26,26,36,24,9,0.0,1014,33,10,73,22,Niger
2020-02-14,33,18,0.0,10.1,6,53,No moonrise,11:28 AM,07:17 AM,06:58 PM,-12,26,26,26,30,44,8,0.0,1013,33,10,69,19,Niger
2020-02-15,35,19,0.0,11.4,7,45,12:16 AM,12:14 PM,07:16 AM,06:58 PM,-12,27,27,27,32,4,7,0.0,1011,35,10,67,20,Niger
2020-02-16,36,20,0.0,11.4,7,38,01:13 AM,01:02 PM,07:16 AM,06:58 PM,-10,28,28,28,34,0,8,0.0,1011,36,10,69,21,Niger
2020-02-17,36,20,0.0,11.4,7,30,02:10 AM,01:52 PM,07:16 AM,06:59 PM,-8,28,28,28,30,0,10,0.0,1011,36,10,68,18,Niger
2020-02-18,35,21,0.0,11.4,7,22,03:07 AM,02:44 PM,07:15 AM,06:59 PM,-4,28,28,28,28,0,13,0.0,1011,35,10,69,17,Niger
2020-02-19,35,21,0.0,11.4,7,15,04:01 AM,03:37 PM,07:15 AM,06:59 PM,-4,28,28,28,28,0,13,0.0,1011,35,10,72,17,Niger
2020-02-20,35,21,0.0,11.5,7,7,04:54 AM,04:30 PM,07:14 AM,06:59 PM,-5,28,28,28,30,0,12,0.0,1010,35,10,73,18,Niger
2020-02-21,36,21,0.0,11.6,8,0,05:43 AM,05:23 PM,07:14 AM,07:00 PM,-4,29,29,29,30,3,12,0.0,1010,36,10,63,18,Niger
2020-02-22,37,23,0.0,11.6,8,0,06:29 AM,06:14 PM,07:13 AM,07:00 PM,-4,30,30,30,32,8,11,0.0,1011,37,10,61,19,Niger
2020-02-23,37,23,0.0,11.6,8,0,07:12 AM,07:03 PM,07:13 AM,07:00 PM,-6,30,30,30,38,0,9,0.0,1012,37,10,66,23,Niger
2020-02-24,35,23,0.0,11.6,8,0,07:51 AM,07:51 PM,07:12 AM,07:00 PM,-5,29,29,30,42,0,11,0.0,1013,35,10,68,27,Niger
2020-02-25,33,20,0.0,11.6,7,8,08:28 AM,08:37 PM,07:12 AM,07:01 PM,-8,26,26,26,32,0,10,0.0,1012,33,10,56,19,Niger
2020-02-26,34,20,0.0,11.6,7,15,09:05 AM,09:23 PM,07:11 AM,07:01 PM,-6,27,27,27,29,3,12,0.0,1011,34,10,65,18,Niger
2020-02-27,36,21,0.0,11.6,7,23,09:41 AM,10:08 PM,07:11 AM,07:01 PM,-6,29,29,29,30,7,11,0.0,1010,36,10,67,18,Niger
2020-02-28,37,23,0.0,11.6,8,30,10:17 AM,10:54 PM,07:10 AM,07:01 PM,-6,30,30,30,28,1,10,0.0,1010,37,10,67,16,Niger
2020-02-29,38,24,0.0,11.6,8,38,10:55 AM,11:42 PM,07:10 AM,07:01 PM,-6,31,31,31,26,0,10,0.0,1009,38,10,146,15,Niger
2020-03-01,39,25,0.0,11.6,8,44,11:35 AM,No moonset,07:09 AM,07:02 PM,-4,32,32,32,20,0,10,0.0,1008,39,10,88,12,Niger
2020-03-02,39,26,0.0,11.6,8,51,12:18 PM,12:32 AM,07:08 AM,07:02 PM,-5,32,32,33,19,0,9,0.0,1009,39,10,128,11,Niger
2020-03-03,39,27,0.0,11.6,8,58,01:06 PM,01:24 AM,07:08 AM,07:02 PM,-4,32,32,33,22,0,10,0.0,1010,39,10,48,14,Niger
2020-03-04,40,25,0.0,11.6,8,65,01:59 PM,02:19 AM,07:07 AM,07:02 PM,-6,32,32,32,24,0,9,0.0,1011,40,10,53,14,Niger
2020-03-05,40,25,0.0,11.6,8,73,02:56 PM,03:16 AM,07:07 AM,07:02 PM,-10,32,32,33,23,0,7,0.0,1010,40,10,24,13,Niger
2020-03-06,39,25,0.0,11.6,8,80,03:57 PM,04:13 AM,07:06 AM,07:02 PM,-11,32,32,32,21,0,6,0.0,1008,39,10,123,13,Niger
2020-03-07,39,25,0.0,11.6,8,87,04:59 PM,05:10 AM,07:05 AM,07:02 PM,-8,32,32,32,19,0,8,0.0,1008,39,10,77,12,Niger
2020-03-08,39,25,0.0,11.6,8,95,06:02 PM,06:04 AM,07:05 AM,07:03 PM,-7,33,33,33,14,0,8,0.0,1008,39,10,161,8,Niger
2020-03-09,40,27,0.0,11.6,8,100,07:04 PM,06:55 AM,07:04 AM,07:03 PM,-7,33,33,34,17,0,8,0.0,1007,40,10,119,10,Niger
2020-03-10,40,25,0.0,11.6,8,100,08:04 PM,07:44 AM,07:04 AM,07:03 PM,-10,33,33,33,25,0,6,0.0,1007,40,10,172,14,Niger
2020-03-11,39,25,0.0,11.6,8,84,09:05 PM,08:32 AM,07:03 AM,07:03 PM,-11,32,32,32,23,24,6,0.0,1007,39,10,212,13,Niger
2020-03-12,37,25,0.0,10.2,7,76,10:04 PM,09:19 AM,07:02 AM,07:03 PM,-8,29,29,31,29,23,8,0.0,1008,37,10,124,18,Niger
2020-03-13,36,22,0.0,11.6,7,69,11:03 PM,10:07 AM,07:02 AM,07:03 PM,-6,28,28,29,38,1,10,0.0,1010,36,10,89,24,Niger
2020-03-14,38,23,0.0,11.6,8,62,No moonrise,10:56 AM,07:01 AM,07:03 PM,-7,30,30,30,32,0,9,0.0,1010,38,10,81,19,Niger
2020-03-15,39,24,0.0,11.6,8,55,12:02 AM,11:47 AM,07:00 AM,07:03 PM,-4,31,31,32,30,6,10,0.0,1009,39,10,87,18,Niger
2020-03-16,40,25,0.0,11.6,8,47,01:01 AM,12:39 PM,07:00 AM,07:03 PM,-4,33,33,33,29,8,10,0.0,1007,40,10,98,18,Niger
2020-03-17,41,27,0.0,11.6,8,40,01:58 AM,01:33 PM,06:59 AM,07:04 PM,-3,34,34,34,34,3,10,0.0,1007,41,10,117,21,Niger
2020-03-18,41,27,0.0,11.6,9,33,02:51 AM,02:26 PM,06:58 AM,07:04 PM,-2,34,34,34,22,1,10,0.0,1006,41,10,132,13,Niger
2020-03-19,42,26,0.0,11.6,9,25,03:42 AM,03:20 PM,06:57 AM,07:04 PM,1,33,33,34,21,2,13,0.0,1006,42,10,161,13,Niger
2020-03-20,41,31,0.0,11.6,9,18,04:28 AM,04:10 PM,06:57 AM,07:04 PM,7,35,35,36,25,6,19,0.0,1006,41,10,186,16,Niger
2020-03-21,41,30,0.0,11.6,9,11,05:11 AM,05:00 PM,06:56 AM,07:04 PM,10,35,35,36,19,5,23,0.0,1005,41,10,240,12,Niger
2020-03-22,41,30,0.0,11.6,9,4,05:51 AM,05:48 PM,06:55 AM,07:04 PM,5,34,34,35,22,4,16,0.0,1005,41,10,183,13,Niger
2020-03-23,40,30,0.0,11.6,9,0,06:29 AM,06:34 PM,06:55 AM,07:04 PM,7,33,33,34,18,5,19,0.0,1006,40,10,200,11,Niger
2020-03-24,41,30,0.0,11.6,9,0,07:05 AM,07:20 PM,06:54 AM,07:04 PM,12,35,35,35,30,6,27,0.0,1005,41,10,261,20,Niger
2020-03-25,38,28,0.0,11.6,8,3,07:41 AM,08:05 PM,06:53 AM,07:04 PM,3,31,31,33,29,17,17,0.0,1007,38,10,314,18,Niger
2020-03-26,37,27,0.0,11.6,8,11,08:17 AM,08:51 PM,06:53 AM,07:04 PM,-0,31,31,32,20,11,14,0.0,1008,37,10,294,12,Niger
2020-03-27,38,25,0.0,11.6,8,18,08:54 AM,09:39 PM,06:52 AM,07:04 PM,-5,31,31,32,24,23,10,0.0,1008,38,10,119,14,Niger
