date_time,Vanuatu_maxtempC,Vanuatu_mintempC,Vanuatu_totalSnow_cm,Vanuatu_sunHour,Vanuatu_uvIndex,Vanuatu_moon_illumination,Vanuatu_moonrise,Vanuatu_moonset,Vanuatu_sunrise,Vanuatu_sunset,Vanuatu_DewPointC,Vanuatu_FeelsLikeC,Vanuatu_HeatIndexC,Vanuatu_WindChillC,Vanuatu_WindGustKmph,Vanuatu_cloudcover,Vanuatu_humidity,Vanuatu_precipMM,Vanuatu_pressure,Vanuatu_tempC,Vanuatu_visibility,Vanuatu_winddirDegree,Vanuatu_windspeedKmph,Vanuatu_location
2020-01-01,27,25,0.0,13.1,7,37,10:09 AM,10:52 PM,05:15 AM,06:25 PM,20,28,28,26,26,36,70,1.0,1012,27,10,130,20,Vanuatu
2020-01-02,27,24,0.0,10.7,6,44,10:57 AM,11:28 PM,05:15 AM,06:25 PM,20,27,27,25,24,54,72,1.3,1011,27,10,132,18,Vanuatu
2020-01-03,28,24,0.0,12.0,6,51,11:44 AM,No moonset,05:16 AM,06:26 PM,19,27,27,26,22,48,68,1.0,1009,28,10,129,16,Vanuatu
2020-01-04,27,25,0.0,12.0,6,59,12:31 PM,12:02 AM,05:17 AM,06:26 PM,21,28,28,26,30,46,74,0.7,1010,27,10,119,23,Vanuatu
2020-01-05,28,25,0.0,13.1,7,66,01:20 PM,12:37 AM,05:17 AM,06:26 PM,21,29,29,26,32,29,72,0.1,1011,28,10,109,25,Vanuatu
2020-01-06,29,26,0.0,12.0,6,73,02:10 PM,01:14 AM,05:18 AM,06:26 PM,22,30,30,27,33,49,76,1.9,1012,29,10,103,25,Vanuatu
2020-01-07,29,26,0.0,13.1,7,80,03:03 PM,01:54 AM,05:18 AM,06:27 PM,22,30,30,27,31,23,76,0.0,1011,29,10,107,24,Vanuatu
2020-01-08,28,25,0.0,10.7,6,88,03:59 PM,02:38 AM,05:19 AM,06:27 PM,22,29,29,27,31,54,75,0.1,1011,28,10,109,24,Vanuatu
2020-01-09,29,25,0.0,8.2,6,95,04:58 PM,03:27 AM,05:20 AM,06:27 PM,23,31,31,27,31,76,80,4.6,1010,29,10,109,23,Vanuatu
2020-01-10,29,26,0.0,9.4,6,100,05:57 PM,04:21 AM,05:20 AM,06:27 PM,24,31,31,28,34,70,79,7.0,1009,29,10,97,25,Vanuatu
2020-01-11,28,23,0.0,8.2,6,100,06:56 PM,05:21 AM,05:21 AM,06:27 PM,23,29,29,26,45,68,79,19.1,1008,28,8,83,28,Vanuatu
2020-01-12,27,20,0.0,8.2,6,83,07:51 PM,06:23 AM,05:22 AM,06:28 PM,21,28,28,25,36,78,75,4.7,1006,27,9,97,25,Vanuatu
2020-01-13,27,25,0.0,8.2,6,76,08:43 PM,07:26 AM,05:22 AM,06:28 PM,23,29,29,26,41,75,84,12.0,1003,27,10,99,29,Vanuatu
2020-01-14,28,27,0.0,8.2,6,69,09:31 PM,08:28 AM,05:23 AM,06:28 PM,23,31,31,27,49,70,79,0.7,1003,28,10,118,36,Vanuatu
2020-01-15,29,27,0.0,9.4,6,61,10:15 PM,09:30 AM,05:24 AM,06:28 PM,23,31,31,28,46,69,78,1.3,1002,29,10,121,34,Vanuatu
2020-01-16,28,27,0.0,12.0,6,54,10:58 PM,10:28 AM,05:24 AM,06:28 PM,23,30,30,27,42,62,77,1.2,1001,28,10,132,32,Vanuatu
2020-01-17,28,26,0.0,9.4,6,47,11:41 PM,11:26 AM,05:25 AM,06:28 PM,23,30,30,27,33,69,78,2.0,1000,28,10,153,26,Vanuatu
2020-01-18,28,26,0.0,9.4,6,40,No moonrise,12:23 PM,05:25 AM,06:28 PM,22,29,29,27,24,69,77,2.4,1003,28,10,148,18,Vanuatu
2020-01-19,28,22,0.0,10.7,6,32,12:23 AM,01:21 PM,05:26 AM,06:28 PM,22,28,28,26,24,67,77,2.2,1006,28,10,133,18,Vanuatu
2020-01-20,28,25,0.0,13.0,6,25,01:08 AM,02:18 PM,05:27 AM,06:28 PM,21,28,28,26,22,38,73,0.9,1009,28,10,127,17,Vanuatu
2020-01-21,27,25,0.0,9.4,6,18,01:55 AM,03:16 PM,05:27 AM,06:28 PM,21,28,28,26,24,66,74,2.6,1010,27,10,119,18,Vanuatu
2020-01-22,28,24,0.0,13.0,7,11,02:45 AM,04:13 PM,05:28 AM,06:28 PM,18,27,27,26,19,16,63,0.0,1011,28,10,127,14,Vanuatu
2020-01-23,28,24,0.0,8.1,6,3,03:37 AM,05:08 PM,05:29 AM,06:28 PM,21,28,28,26,18,70,71,1.5,1010,28,10,131,13,Vanuatu
2020-01-24,28,25,0.0,13.0,6,0,04:31 AM,06:00 PM,05:29 AM,06:28 PM,22,29,29,26,28,49,76,3.8,1009,28,10,127,22,Vanuatu
2020-01-25,28,25,0.0,8.1,6,0,05:26 AM,06:48 PM,05:30 AM,06:28 PM,21,29,29,26,18,63,73,0.5,1008,28,10,128,13,Vanuatu
2020-01-26,29,25,0.0,13.0,7,4,06:19 AM,07:33 PM,05:30 AM,06:28 PM,21,29,29,27,21,33,73,0.6,1008,29,10,102,16,Vanuatu
2020-01-27,29,25,0.0,13.0,6,11,07:11 AM,08:12 PM,05:31 AM,06:27 PM,22,30,30,27,22,44,76,0.6,1009,29,10,99,16,Vanuatu
2020-01-28,29,26,0.0,8.1,6,18,08:01 AM,08:50 PM,05:31 AM,06:27 PM,23,31,31,27,24,71,78,2.1,1010,29,9,97,18,Vanuatu
2020-01-29,28,25,0.0,9.4,6,26,08:50 AM,09:26 PM,05:32 AM,06:27 PM,23,30,30,27,25,71,78,1.0,1010,28,10,101,19,Vanuatu
2020-01-30,28,25,0.0,11.9,6,33,09:37 AM,10:00 PM,05:33 AM,06:27 PM,22,29,29,26,25,59,76,1.8,1009,28,10,114,19,Vanuatu
2020-01-31,29,25,0.0,11.9,6,37,10:24 AM,10:34 PM,05:33 AM,06:27 PM,22,30,30,27,26,39,77,0.3,1011,29,10,100,20,Vanuatu
2020-02-01,29,26,0.0,12.9,7,49,11:12 AM,11:10 PM,05:34 AM,06:26 PM,23,31,31,27,32,46,79,5.9,1012,29,10,101,23,Vanuatu
2020-02-02,29,27,0.0,10.6,6,57,12:00 PM,11:48 PM,05:34 AM,06:26 PM,24,32,32,28,32,58,77,0.4,1011,29,10,101,24,Vanuatu
2020-02-03,30,27,0.0,9.4,6,64,12:51 PM,No moonset,05:35 AM,06:26 PM,24,32,32,28,33,60,79,7.2,1009,30,10,103,23,Vanuatu
2020-02-04,29,25,0.0,10.6,6,72,01:45 PM,12:28 AM,05:35 AM,06:26 PM,23,31,31,27,30,60,78,1.5,1007,29,10,101,23,Vanuatu
2020-02-05,29,27,0.0,8.1,6,79,02:41 PM,01:14 AM,05:36 AM,06:25 PM,23,31,31,28,34,60,78,2.0,1007,29,10,100,25,Vanuatu
2020-02-06,30,27,0.0,9.3,6,87,03:39 PM,02:05 AM,05:36 AM,06:25 PM,24,32,32,28,33,62,77,0.6,1008,30,10,87,25,Vanuatu
2020-02-07,29,26,0.0,8.0,6,95,04:38 PM,03:01 AM,05:37 AM,06:24 PM,24,32,32,28,39,76,78,3.2,1006,29,10,87,29,Vanuatu
2020-02-08,28,24,0.0,8.0,6,100,05:36 PM,04:02 AM,05:37 AM,06:24 PM,24,31,31,27,45,82,83,30.4,1004,28,8,73,28,Vanuatu
2020-02-09,28,22,0.0,8.0,6,100,06:30 PM,05:06 AM,05:38 AM,06:24 PM,24,30,30,26,44,73,83,9.6,1003,28,8,68,30,Vanuatu
2020-02-10,28,25,0.0,8.0,6,83,07:21 PM,06:11 AM,05:38 AM,06:23 PM,24,30,30,26,39,76,87,31.1,1004,28,8,76,26,Vanuatu
2020-02-11,30,23,0.0,8.0,6,75,08:09 PM,07:15 AM,05:39 AM,06:23 PM,25,32,32,28,39,74,81,15.4,1003,30,9,53,26,Vanuatu
2020-02-12,30,27,0.0,8.0,6,68,08:54 PM,08:16 AM,05:39 AM,06:22 PM,25,34,34,28,19,77,81,19.6,1004,30,8,139,12,Vanuatu
2020-02-13,30,27,0.0,12.8,6,60,09:38 PM,09:17 AM,05:40 AM,06:22 PM,24,32,32,28,7,38,79,0.7,1005,30,10,198,5,Vanuatu
2020-02-14,29,27,0.0,10.6,6,53,10:21 PM,10:16 AM,05:40 AM,06:21 PM,24,32,32,28,22,49,82,9.0,1005,29,9,158,15,Vanuatu
2020-02-15,29,27,0.0,9.3,6,45,11:06 PM,11:15 AM,05:41 AM,06:21 PM,24,32,32,28,36,65,80,1.1,1005,29,10,112,27,Vanuatu
2020-02-16,29,27,0.0,9.3,6,38,11:53 PM,12:13 PM,05:41 AM,06:20 PM,23,31,31,28,38,71,76,1.3,1005,29,10,116,28,Vanuatu
2020-02-17,28,25,0.0,9.3,6,30,No moonrise,01:12 PM,05:41 AM,06:20 PM,23,30,30,27,36,61,79,2.9,1005,28,10,121,27,Vanuatu
2020-02-18,29,26,0.0,9.3,6,22,12:42 AM,02:09 PM,05:42 AM,06:19 PM,23,30,30,27,31,54,77,2.2,1004,29,10,114,22,Vanuatu
2020-02-19,29,26,0.0,12.8,6,15,01:33 AM,03:04 PM,05:42 AM,06:19 PM,23,30,30,27,29,42,76,0.9,1005,29,10,112,22,Vanuatu
2020-02-20,28,26,0.0,12.8,6,7,02:26 AM,03:56 PM,05:43 AM,06:18 PM,22,30,30,27,23,51,76,0.5,1007,28,10,122,17,Vanuatu
2020-02-21,29,26,0.0,9.3,6,0,03:20 AM,04:45 PM,05:43 AM,06:18 PM,23,30,30,27,24,63,76,2.9,1009,29,10,111,18,Vanuatu
2020-02-22,29,26,0.0,8.0,6,0,04:13 AM,05:30 PM,05:43 AM,06:17 PM,23,30,30,27,32,77,78,8.2,1010,29,9,117,22,Vanuatu
2020-02-23,29,26,0.0,11.9,6,0,05:05 AM,06:11 PM,05:44 AM,06:16 PM,23,31,31,27,37,64,79,6.6,1010,29,9,123,27,Vanuatu
2020-02-24,28,24,0.0,11.9,6,0,05:56 AM,06:49 PM,05:44 AM,06:16 PM,23,29,29,27,35,49,77,0.7,1010,28,10,122,26,Vanuatu
2020-02-25,28,23,0.0,12.7,7,8,06:44 AM,07:25 PM,05:44 AM,06:15 PM,21,29,29,26,26,17,73,0.0,1010,28,10,118,19,Vanuatu
2020-02-26,29,25,0.0,12.7,7,15,07:32 AM,08:00 PM,05:45 AM,06:15 PM,21,29,29,27,18,18,70,0.0,1008,29,10,90,13,Vanuatu
2020-02-27,29,26,0.0,9.2,6,23,08:19 AM,08:34 PM,05:45 AM,06:14 PM,24,31,31,27,23,64,81,9.7,1008,29,9,78,16,Vanuatu
2020-02-28,29,26,0.0,12.7,7,30,09:06 AM,09:09 PM,05:45 AM,06:13 PM,24,31,31,27,27,43,80,1.5,1009,29,10,98,20,Vanuatu
2020-02-29,30,28,0.0,7.9,6,38,09:54 AM,09:45 PM,05:46 AM,06:13 PM,25,33,33,28,36,68,80,28.2,1009,30,8,85,20,Vanuatu
2020-03-01,30,27,0.0,10.5,6,44,10:43 AM,10:24 PM,05:46 AM,06:12 PM,25,33,33,28,28,61,82,2.0,1010,30,10,87,20,Vanuatu
2020-03-02,29,27,0.0,12.7,6,51,11:35 AM,11:06 PM,05:46 AM,06:11 PM,24,32,32,28,24,42,81,3.2,1010,29,10,107,17,Vanuatu
2020-03-03,29,27,0.0,11.9,6,58,12:28 PM,11:53 PM,05:47 AM,06:10 PM,24,32,32,28,21,54,80,0.9,1009,29,10,120,15,Vanuatu
2020-03-04,29,26,0.0,10.5,6,65,01:24 PM,No moonset,05:47 AM,06:10 PM,23,31,31,27,23,71,79,9.5,1008,29,9,108,16,Vanuatu
2020-03-05,29,26,0.0,12.6,6,73,02:21 PM,12:45 AM,05:47 AM,06:09 PM,23,31,31,27,21,44,78,1.1,1008,29,10,110,15,Vanuatu
2020-03-06,29,26,0.0,9.2,6,80,03:18 PM,01:43 AM,05:47 AM,06:08 PM,24,32,32,28,27,67,81,6.9,1008,29,10,104,18,Vanuatu
2020-03-07,30,27,0.0,9.2,6,87,04:13 PM,02:44 AM,05:48 AM,06:08 PM,24,32,32,28,26,71,79,4.0,1008,30,10,92,19,Vanuatu
2020-03-08,29,27,0.0,7.9,6,95,05:06 PM,03:48 AM,05:48 AM,06:07 PM,24,32,32,28,23,82,82,20.4,1009,29,8,93,14,Vanuatu
2020-03-09,29,27,0.0,10.5,6,100,05:56 PM,04:52 AM,05:48 AM,06:06 PM,24,32,32,28,26,61,82,6.5,1009,29,9,96,18,Vanuatu
2020-03-10,30,27,0.0,10.5,6,100,06:42 PM,05:56 AM,05:49 AM,06:05 PM,24,32,32,28,27,62,80,3.8,1009,30,10,96,20,Vanuatu
2020-03-11,30,26,0.0,7.9,6,84,07:28 PM,06:59 AM,05:49 AM,06:05 PM,24,32,32,28,24,74,83,5.4,1010,30,10,103,17,Vanuatu
2020-03-12,30,27,0.0,9.2,6,76,08:13 PM,08:01 AM,05:49 AM,06:04 PM,24,33,33,28,14,76,79,26.2,1009,30,8,76,8,Vanuatu
2020-03-13,30,27,0.0,12.5,6,69,09:00 PM,09:02 AM,05:49 AM,06:03 PM,24,32,32,28,15,44,76,1.2,1007,30,10,65,10,Vanuatu
2020-03-14,29,27,0.0,7.8,6,62,09:47 PM,10:03 AM,05:49 AM,06:02 PM,24,33,33,28,36,75,79,13.0,1004,29,9,204,23,Vanuatu
2020-03-15,31,28,0.0,7.8,6,55,10:37 PM,11:04 AM,05:50 AM,06:02 PM,25,34,34,29,49,74,77,10.0,1004,31,9,346,34,Vanuatu
2020-03-16,29,23,0.0,7.8,6,47,11:29 PM,12:03 PM,05:50 AM,06:01 PM,25,33,33,28,60,75,83,31.5,1007,29,7,316,35,Vanuatu
2020-03-17,28,27,0.0,7.8,6,40,No moonrise,01:00 PM,05:50 AM,06:00 PM,24,32,32,28,33,73,83,46.8,1009,28,6,259,18,Vanuatu
2020-03-18,28,26,0.0,6.0,6,33,12:22 AM,01:54 PM,05:50 AM,05:59 PM,23,30,30,27,27,80,82,13.2,1010,28,9,113,18,Vanuatu
2020-03-19,29,26,0.0,6.0,6,25,01:16 AM,02:43 PM,05:51 AM,05:58 PM,23,30,30,27,37,73,78,2.6,1011,29,9,115,27,Vanuatu
2020-03-20,28,26,0.0,7.4,6,18,02:09 AM,03:29 PM,05:51 AM,05:58 PM,23,30,30,27,37,63,81,3.8,1012,28,10,126,26,Vanuatu
2020-03-21,28,26,0.0,7.4,6,11,03:02 AM,04:11 PM,05:51 AM,05:57 PM,23,30,30,27,41,61,80,5.4,1012,28,10,125,30,Vanuatu
2020-03-22,28,23,0.0,7.4,6,4,03:52 AM,04:49 PM,05:51 AM,05:56 PM,23,30,30,27,35,66,79,2.8,1011,28,10,133,25,Vanuatu
2020-03-23,28,25,0.0,8.8,6,0,04:41 AM,05:26 PM,05:51 AM,05:55 PM,22,29,29,26,28,60,77,0.5,1010,28,10,138,20,Vanuatu
2020-03-24,28,25,0.0,6.0,6,0,05:29 AM,06:00 PM,05:52 AM,05:54 PM,23,29,29,27,22,71,79,1.6,1010,28,10,139,16,Vanuatu
2020-03-25,29,26,0.0,7.4,6,3,06:16 AM,06:34 PM,05:52 AM,05:54 PM,24,30,30,27,27,62,82,1.2,1010,29,10,121,20,Vanuatu
2020-03-26,28,26,0.0,6.0,6,11,07:03 AM,07:09 PM,05:52 AM,05:53 PM,24,31,31,27,23,79,82,10.3,1010,28,9,120,15,Vanuatu
2020-03-27,28,22,0.0,7.4,6,18,07:51 AM,07:45 PM,05:52 AM,05:52 PM,24,30,30,26,34,60,83,7.1,1010,28,10,124,24,Vanuatu
2020-03-28,27,26,0.0,8.8,6,25,08:39 AM,08:22 PM,05:52 AM,05:51 PM,24,30,30,26,34,66,85,37.8,1009,27,7,118,20,Vanuatu
2020-03-29,27,24,0.0,6.0,6,32,09:30 AM,09:03 PM,05:53 AM,05:51 PM,23,29,29,26,26,77,88,48.7,1009,27,7,87,16,Vanuatu
2020-03-30,27,25,0.0,6.0,6,40,10:22 AM,09:48 PM,05:53 AM,05:50 PM,23,29,29,26,16,78,86,32.5,1007,27,8,145,10,Vanuatu
2020-03-31,27,25,0.0,10.2,6,44,11:16 AM,10:37 PM,05:53 AM,05:49 PM,23,29,29,26,32,60,82,0.6,1009,27,10,126,23,Vanuatu
2020-04-01,28,24,0.0,6.0,6,56,12:11 PM,11:31 PM,05:53 AM,05:48 PM,24,30,30,26,27,74,84,28.3,1009,28,8,86,17,Vanuatu
2020-04-02,26,23,0.0,8.8,6,64,01:07 PM,No moonset,05:53 AM,05:47 PM,23,29,29,26,21,78,85,19.7,1008,26,8,33,13,Vanuatu
2020-04-03,24,19,0.0,6.0,5,71,02:01 PM,12:28 AM,05:54 AM,05:47 PM,22,26,26,23,16,85,93,75.3,1008,24,6,68,11,Vanuatu
2020-04-04,25,18,0.0,6.0,5,79,02:53 PM,01:29 AM,05:54 AM,05:46 PM,23,26,26,23,49,94,91,65.5,1005,25,6,77,30,Vanuatu
2020-04-05,26,19,0.0,6.0,6,87,03:42 PM,02:31 AM,05:54 AM,05:45 PM,24,27,27,24,71,98,91,173.9,1002,26,5,65,40,Vanuatu
2020-04-06,27,21,0.0,6.0,6,94,04:29 PM,03:35 AM,05:54 AM,05:44 PM,24,29,29,26,79,97,88,73.6,997,27,6,74,48,Vanuatu
2020-04-07,27,26,0.0,6.0,6,100,05:16 PM,04:37 AM,05:54 AM,05:44 PM,24,31,31,27,75,90,86,281.3,997,27,8,173,51,Vanuatu
2020-04-08,28,26,0.0,5.9,6,100,06:01 PM,05:39 AM,05:55 AM,05:43 PM,23,30,30,27,27,71,83,2.7,1006,28,10,166,19,Vanuatu
2020-04-09,27,25,0.0,10.2,6,83,06:47 PM,06:42 AM,05:55 AM,05:42 PM,22,28,28,26,29,49,79,1.1,1012,27,10,130,21,Vanuatu
2020-04-10,26,24,0.0,5.9,6,76,07:36 PM,07:45 AM,05:55 AM,05:41 PM,21,27,27,25,31,59,77,0.5,1014,26,10,122,22,Vanuatu
2020-04-11,26,23,0.0,7.3,6,68,08:26 PM,08:48 AM,05:55 AM,05:41 PM,20,26,26,25,21,59,76,0.5,1013,26,10,109,15,Vanuatu
2020-04-12,27,23,0.0,10.2,6,61,09:19 PM,09:50 AM,05:55 AM,05:40 PM,19,27,27,25,10,34,73,0.2,1013,27,10,94,7,Vanuatu
2020-04-13,27,24,0.0,11.6,7,53,10:14 PM,10:50 AM,05:56 AM,05:39 PM,20,28,28,26,17,24,74,0.0,1015,27,10,101,12,Vanuatu
2020-04-14,28,25,0.0,7.3,6,46,11:09 PM,11:48 AM,05:56 AM,05:38 PM,22,29,29,26,28,56,80,0.3,1016,28,10,115,20,Vanuatu
2020-04-15,28,25,0.0,10.2,6,38,No moonrise,12:40 PM,05:56 AM,05:38 PM,22,29,29,26,26,58,81,2.8,1014,28,10,110,19,Vanuatu
2020-04-16,27,25,0.0,5.9,6,30,12:04 AM,01:28 PM,05:56 AM,05:37 PM,23,29,29,26,31,77,84,18.8,1014,27,9,103,19,Vanuatu
2020-04-17,27,25,0.0,5.9,6,23,12:57 AM,02:11 PM,05:56 AM,05:36 PM,23,29,29,26,29,73,85,19.9,1013,27,9,103,18,Vanuatu
2020-04-18,27,24,0.0,7.3,6,15,01:49 AM,02:50 PM,05:57 AM,05:36 PM,23,29,29,26,31,75,85,28.8,1012,27,8,90,18,Vanuatu
2020-04-19,28,26,0.0,5.9,6,8,02:38 AM,03:27 PM,05:57 AM,05:35 PM,24,30,30,27,29,77,84,18.5,1012,28,8,81,19,Vanuatu
2020-04-20,28,26,0.0,8.7,6,0,03:26 AM,04:02 PM,05:57 AM,05:34 PM,24,30,30,27,27,67,83,16.0,1012,28,9,76,17,Vanuatu
2020-04-21,29,26,0.0,5.9,6,0,04:13 AM,04:36 PM,05:57 AM,05:34 PM,24,30,30,27,15,62,83,7.3,1011,29,9,94,10,Vanuatu
2020-04-22,28,26,0.0,8.7,6,0,05:00 AM,05:10 PM,05:58 AM,05:33 PM,24,30,30,26,16,60,85,1.4,1011,28,10,154,11,Vanuatu
2020-04-23,27,25,0.0,11.6,7,0,05:48 AM,05:46 PM,05:58 AM,05:32 PM,22,28,28,26,20,39,82,0.2,1012,27,10,146,14,Vanuatu
2020-04-24,27,25,0.0,11.6,6,7,06:36 AM,06:22 PM,05:58 AM,05:32 PM,22,28,28,26,28,57,82,0.5,1012,27,10,121,20,Vanuatu
2020-04-25,26,25,0.0,8.7,6,15,07:27 AM,07:02 PM,05:58 AM,05:31 PM,22,28,28,25,32,60,82,0.7,1013,26,10,122,24,Vanuatu
2020-04-26,25,23,0.0,5.9,5,22,08:18 AM,07:46 PM,05:59 AM,05:31 PM,21,27,27,24,34,75,80,0.5,1012,25,10,124,25,Vanuatu
2020-04-27,26,23,0.0,10.2,6,30,09:12 AM,08:33 PM,05:59 AM,05:30 PM,21,27,27,25,32,52,79,0.0,1011,26,10,116,23,Vanuatu
2020-04-28,26,25,0.0,5.9,6,37,10:07 AM,09:25 PM,05:59 AM,05:29 PM,22,28,28,25,39,89,84,8.6,1011,26,10,119,27,Vanuatu
2020-04-29,27,20,0.0,5.9,6,45,11:01 AM,10:21 PM,05:59 AM,05:29 PM,23,28,28,25,34,73,86,8.7,1011,27,10,118,23,Vanuatu
2020-04-30,27,25,0.0,7.1,6,52,11:55 AM,11:19 PM,06:00 AM,05:28 PM,23,29,29,26,32,63,85,1.8,1011,27,10,112,23,Vanuatu
2020-05-01,27,23,0.0,5.6,6,58,12:46 PM,No moonset,06:00 AM,05:28 PM,23,29,29,26,27,76,84,2.7,1011,27,9,93,19,Vanuatu
2020-05-02,28,25,0.0,7.1,6,65,01:35 PM,12:19 AM,06:00 AM,05:27 PM,23,29,29,26,31,56,82,0.7,1011,28,10,96,23,Vanuatu
2020-05-03,28,25,0.0,8.7,7,72,02:21 PM,01:19 AM,06:01 AM,05:27 PM,22,28,28,26,14,17,79,0.0,1012,28,10,86,10,Vanuatu
2020-05-04,28,24,0.0,8.7,6,80,03:06 PM,02:19 AM,06:01 AM,05:26 PM,21,28,28,25,8,24,78,0.0,1012,28,10,103,6,Vanuatu
2020-05-05,28,23,0.0,8.7,7,87,03:50 PM,03:20 AM,06:01 AM,05:26 PM,20,27,27,25,9,15,73,0.0,1011,28,10,89,6,Vanuatu
2020-05-06,24,21,0.0,4.2,5,94,04:34 PM,04:21 AM,06:02 AM,05:25 PM,21,25,25,23,27,90,89,53.9,1011,24,7,111,17,Vanuatu
2020-05-07,22,18,0.0,4.2,5,100,05:22 PM,05:24 AM,06:02 AM,05:25 PM,20,21,24,21,45,82,90,89.2,1010,22,7,129,31,Vanuatu
2020-05-08,26,17,0.0,5.7,5,100,06:11 PM,06:26 AM,06:02 AM,05:24 PM,20,25,25,23,28,56,80,7.4,1010,26,9,270,20,Vanuatu
2020-05-09,26,20,0.0,8.7,6,84,07:04 PM,07:31 AM,06:02 AM,05:24 PM,21,26,26,24,21,57,78,0.8,1012,26,10,172,14,Vanuatu
2020-05-10,25,23,0.0,8.7,6,77,07:59 PM,08:33 AM,06:03 AM,05:24 PM,20,26,26,24,32,46,76,0.7,1013,25,10,123,23,Vanuatu
2020-05-11,25,23,0.0,7.2,5,70,08:56 PM,09:35 AM,06:03 AM,05:23 PM,19,26,26,24,29,38,76,0.3,1013,25,10,118,21,Vanuatu
2020-05-12,25,22,0.0,8.7,6,62,09:54 PM,10:30 AM,06:03 AM,05:23 PM,18,25,25,23,17,32,70,0.6,1013,25,10,143,11,Vanuatu
2020-05-13,25,23,0.0,4.2,5,55,10:49 PM,11:22 AM,06:04 AM,05:22 PM,18,26,26,24,22,56,71,0.2,1014,25,10,143,15,Vanuatu
2020-05-14,25,22,0.0,8.7,5,48,11:42 PM,12:08 PM,06:04 AM,05:22 PM,17,25,25,23,21,28,67,0.0,1014,25,10,141,15,Vanuatu
2020-05-15,25,22,0.0,8.7,5,40,No moonrise,12:49 PM,06:04 AM,05:22 PM,17,25,25,23,16,33,69,0.0,1013,25,10,143,11,Vanuatu
2020-05-16,25,23,0.0,7.2,5,33,12:33 AM,01:27 PM,06:05 AM,05:21 PM,18,25,25,24,21,56,71,0.0,1014,25,10,135,15,Vanuatu
2020-05-17,25,23,0.0,8.7,5,26,01:22 AM,02:03 PM,06:05 AM,05:21 PM,19,26,26,24,29,56,75,0.5,1014,25,10,122,21,Vanuatu
2020-05-18,25,23,0.0,8.7,5,19,02:09 AM,02:37 PM,06:05 AM,05:21 PM,19,26,26,24,31,60,76,0.2,1015,25,10,131,24,Vanuatu
2020-05-19,24,22,0.0,7.2,5,11,02:56 AM,03:11 PM,06:06 AM,05:21 PM,18,25,25,23,31,61,75,0.4,1015,24,10,137,23,Vanuatu
2020-05-20,24,22,0.0,8.7,6,4,03:44 AM,03:46 PM,06:06 AM,05:20 PM,17,25,25,22,30,39,72,0.1,1014,24,10,128,22,Vanuatu
2020-05-21,24,22,0.0,7.2,5,0,04:32 AM,04:22 PM,06:07 AM,05:20 PM,18,25,25,23,32,50,75,1.2,1013,24,10,118,23,Vanuatu
2020-05-22,24,22,0.0,8.7,6,0,05:22 AM,05:01 PM,06:07 AM,05:20 PM,18,25,25,23,31,21,75,0.1,1014,24,10,117,23,Vanuatu
2020-05-23,25,22,0.0,8.7,6,3,06:13 AM,05:44 PM,06:07 AM,05:20 PM,18,25,25,23,24,27,74,0.0,1013,25,10,93,17,Vanuatu
2020-05-24,26,22,0.0,8.7,5,10,07:07 AM,06:30 PM,06:08 AM,05:20 PM,19,26,26,24,16,37,73,0.0,1013,26,10,73,11,Vanuatu
2020-05-25,25,23,0.0,5.7,5,17,08:02 AM,07:22 PM,06:08 AM,05:19 PM,19,26,26,24,21,41,77,0.0,1016,25,10,132,15,Vanuatu
2020-05-26,25,21,0.0,4.2,5,25,08:58 AM,08:16 PM,06:08 AM,05:19 PM,21,26,26,24,33,77,82,0.4,1017,25,10,130,24,Vanuatu
2020-05-27,26,24,0.0,8.7,7,32,09:52 AM,09:14 PM,06:09 AM,05:19 PM,21,27,27,25,35,48,80,0.8,1016,26,8,122,26,Vanuatu
2020-05-28,26,24,0.0,4.2,6,39,10:44 AM,10:13 PM,06:09 AM,05:19 PM,21,27,27,25,27,73,78,0.6,1016,26,10,110,19,Vanuatu
2020-05-29,26,24,0.0,4.2,6,47,11:33 AM,11:12 PM,06:09 AM,05:19 PM,21,27,27,25,31,62,79,0.6,1016,26,10,107,22,Vanuatu
2020-05-30,27,24,0.0,8.7,6,54,12:18 PM,No moonset,06:10 AM,05:19 PM,21,27,27,25,26,53,79,0.2,1015,27,10,93,19,Vanuatu
2020-05-31,27,21,0.0,8.7,6,58,01:02 PM,12:10 AM,06:10 AM,05:19 PM,23,28,28,25,23,60,85,2.2,1015,27,10,111,16,Vanuatu
2020-06-01,27,24,0.0,7.2,6,71,01:45 PM,01:09 AM,06:10 AM,05:19 PM,22,28,28,26,23,37,83,0.0,1015,27,10,94,16,Vanuatu
2020-06-02,28,22,0.0,7.2,6,79,02:27 PM,02:07 AM,06:11 AM,05:19 PM,23,29,29,26,31,65,83,0.7,1015,28,10,97,22,Vanuatu
2020-06-03,27,25,0.0,5.7,6,86,03:12 PM,03:07 AM,06:11 AM,05:19 PM,22,28,28,26,27,52,78,0.5,1015,27,10,117,19,Vanuatu
2020-06-04,27,25,0.0,4.2,6,94,03:59 PM,04:08 AM,06:11 AM,05:19 PM,23,28,28,25,31,67,85,3.1,1014,27,10,145,22,Vanuatu
2020-06-05,26,24,0.0,4.2,6,100,04:49 PM,05:11 AM,06:12 AM,05:19 PM,22,27,27,25,40,78,84,2.6,1013,26,10,148,30,Vanuatu
