date_time,Vanuatu_maxtempC,Vanuatu_mintempC,Vanuatu_totalSnow_cm,Vanuatu_sunHour,Vanuatu_uvIndex,Vanuatu_moon_illumination,Vanuatu_moonrise,Vanuatu_moonset,Vanuatu_sunrise,Vanuatu_sunset,Vanuatu_DewPointC,Vanuatu_FeelsLikeC,Vanuatu_HeatIndexC,Vanuatu_WindChillC,Vanuatu_WindGustKmph,Vanuatu_cloudcover,Vanuatu_humidity,Vanuatu_precipMM,Vanuatu_pressure,Vanuatu_tempC,Vanuatu_visibility,Vanuatu_winddirDegree,Vanuatu_windspeedKmph,Vanuatu_location
2020-12-16,28,26,0.0,8.2,6,5,06:15 AM,07:55 PM,05:07 AM,06:18 PM,23,30,30,27,42,81,78,2.3,1005,28,10,142,31,Vanuatu
2020-12-17,28,25,0.0,9.5,6,12,07:17 AM,08:52 PM,05:07 AM,06:18 PM,22,29,29,26,34,67,76,0.5,1005,28,10,143,26,Vanuatu
2020-12-18,27,25,0.0,13.1,6,20,08:17 AM,09:42 PM,05:08 AM,06:19 PM,21,28,28,26,27,45,73,0.4,1007,27,10,124,20,Vanuatu
2020-12-19,28,25,0.0,10.7,6,27,09:16 AM,10:26 PM,05:08 AM,06:19 PM,21,28,28,26,24,43,74,0.3,1008,28,10,110,18,Vanuatu
2020-12-20,27,25,0.0,13.1,6,34,10:10 AM,11:06 PM,05:09 AM,06:20 PM,21,28,28,26,23,36,73,0.1,1007,27,10,122,17,Vanuatu
2020-12-21,28,25,0.0,12.0,6,41,11:01 AM,11:43 PM,05:09 AM,06:20 PM,21,28,28,26,18,58,75,0.7,1007,28,10,117,13,Vanuatu
2020-12-22,29,24,0.0,13.1,6,49,11:50 AM,No moonset,05:10 AM,06:21 PM,21,29,29,26,14,31,74,0.1,1008,29,10,109,10,Vanuatu
2020-12-23,29,25,0.0,12.0,6,56,12:37 PM,12:17 AM,05:10 AM,06:21 PM,23,30,30,27,16,47,77,2.0,1008,29,10,93,12,Vanuatu
2020-12-24,29,26,0.0,12.0,6,63,01:25 PM,12:51 AM,05:11 AM,06:22 PM,23,31,31,27,19,53,78,1.2,1008,29,10,98,14,Vanuatu
2020-12-25,29,26,0.0,9.5,6,70,02:12 PM,01:25 AM,05:11 AM,06:22 PM,24,31,31,27,18,66,80,7.2,1009,29,9,96,13,Vanuatu
2020-12-26,28,26,0.0,10.7,6,78,03:01 PM,02:00 AM,05:12 AM,06:23 PM,23,30,30,27,20,63,81,15.8,1009,28,9,87,13,Vanuatu
2020-12-27,28,25,0.0,9.5,6,85,03:52 PM,02:38 AM,05:12 AM,06:23 PM,23,29,29,26,22,64,80,13.6,1009,28,9,76,15,Vanuatu
2020-12-28,28,26,0.0,9.5,6,92,04:45 PM,03:20 AM,05:13 AM,06:24 PM,23,30,30,27,24,69,77,14.0,1009,28,9,84,17,Vanuatu
2020-12-29,29,26,0.0,8.2,6,100,05:39 PM,04:05 AM,05:13 AM,06:24 PM,23,31,31,27,21,82,79,19.7,1009,29,8,97,13,Vanuatu
2020-12-30,30,26,0.0,10.7,6,100,06:33 PM,04:55 AM,05:14 AM,06:24 PM,23,31,31,28,8,67,78,9.2,1009,30,9,162,6,Vanuatu
2020-12-31,29,27,0.0,10.7,6,89,07:27 PM,05:49 AM,05:15 AM,06:25 PM,23,31,31,28,14,70,76,17.5,1010,29,8,80,9,Vanuatu
2021-01-01,29,24,0.0,9.5,6,79,08:17 PM,06:45 AM,05:15 AM,06:25 PM,23,30,30,27,13,70,77,10.5,1009,29,9,187,8,Vanuatu
2021-01-02,28,23,0.0,10.7,6,71,09:05 PM,07:43 AM,05:16 AM,06:25 PM,23,30,30,27,22,59,76,3.4,1008,28,10,295,15,Vanuatu
2021-01-03,27,20,0.0,8.2,6,64,09:50 PM,08:41 AM,05:16 AM,06:26 PM,23,28,28,25,27,89,84,34.3,1007,27,8,297,17,Vanuatu
2021-01-04,28,25,0.0,10.7,6,57,10:31 PM,09:38 AM,05:17 AM,06:26 PM,23,30,30,27,26,61,81,12.3,1008,28,8,306,18,Vanuatu
2021-01-05,29,21,0.0,9.4,6,50,11:12 PM,10:34 AM,05:18 AM,06:26 PM,24,31,31,27,26,75,79,6.8,1008,29,10,309,18,Vanuatu
2021-01-06,29,27,0.0,9.4,6,42,11:52 PM,11:31 AM,05:18 AM,06:27 PM,24,32,32,28,15,70,79,12.3,1006,29,9,252,10,Vanuatu
2021-01-07,29,27,0.0,9.4,6,35,No moonrise,12:27 PM,05:19 AM,06:27 PM,24,32,32,28,6,72,79,19.5,1006,29,8,153,4,Vanuatu
2021-01-08,29,27,0.0,9.4,6,28,12:34 AM,01:26 PM,05:20 AM,06:27 PM,23,31,31,28,7,69,76,7.5,1007,29,10,249,5,Vanuatu
2021-01-09,28,26,0.0,9.4,6,20,01:18 AM,02:27 PM,05:20 AM,06:27 PM,24,30,30,27,18,74,83,11.4,1008,28,9,77,11,Vanuatu
2021-01-10,26,23,0.0,9.4,6,13,02:06 AM,03:30 PM,05:21 AM,06:27 PM,23,28,28,25,19,69,87,43.6,1009,26,7,182,11,Vanuatu
2021-01-11,29,26,0.0,9.4,6,6,02:59 AM,04:34 PM,05:21 AM,06:28 PM,24,31,31,27,17,68,80,18.8,1008,29,9,258,11,Vanuatu
2021-01-12,30,27,0.0,9.4,6,0,03:57 AM,05:37 PM,05:22 AM,06:28 PM,24,32,32,28,14,68,78,12.6,1007,30,9,319,9,Vanuatu
2021-01-13,30,27,0.0,8.2,6,0,04:58 AM,06:36 PM,05:23 AM,06:28 PM,24,33,33,28,10,76,77,16.9,1008,30,9,179,6,Vanuatu
2021-01-14,27,27,0.0,12.0,6,1,05:59 AM,07:30 PM,05:23 AM,06:28 PM,24,30,30,27,23,61,82,18.0,1007,27,9,289,13,Vanuatu
2021-01-15,30,27,0.0,8.2,6,8,06:59 AM,08:17 PM,05:24 AM,06:28 PM,24,32,32,28,16,79,79,6.4,1007,30,9,321,11,Vanuatu
2021-01-16,30,27,0.0,8.1,6,16,07:56 AM,09:00 PM,05:25 AM,06:28 PM,24,33,33,28,13,73,78,8.6,1008,30,9,309,9,Vanuatu
2021-01-17,26,23,0.0,9.4,6,23,08:50 AM,09:39 PM,05:25 AM,06:28 PM,23,29,29,26,19,69,86,6.5,1010,26,9,270,13,Vanuatu
2021-01-18,30,26,0.0,12.0,6,30,09:41 AM,10:14 PM,05:26 AM,06:28 PM,24,31,31,28,14,57,78,2.7,1010,30,10,30,9,Vanuatu
2021-01-19,30,27,0.0,13.0,6,38,10:29 AM,10:49 PM,05:27 AM,06:28 PM,24,32,32,28,13,43,78,8.1,1010,30,10,38,8,Vanuatu
2021-01-20,30,27,0.0,8.1,6,45,11:17 AM,11:23 PM,05:27 AM,06:28 PM,24,32,32,28,10,75,76,10.2,1009,30,9,209,7,Vanuatu
2021-01-21,28,26,0.0,8.1,6,52,12:05 PM,11:58 PM,05:28 AM,06:28 PM,23,30,30,27,19,77,81,30.6,1008,28,7,137,11,Vanuatu
2021-01-22,29,25,0.0,8.1,6,59,12:53 PM,No moonset,05:28 AM,06:28 PM,23,31,31,27,10,80,80,42.6,1007,29,7,179,6,Vanuatu
2021-01-23,26,24,0.0,8.1,6,67,01:43 PM,12:34 AM,05:29 AM,06:28 PM,23,28,28,25,6,76,87,14.4,1007,26,8,218,4,Vanuatu
2021-01-24,28,25,0.0,10.7,6,74,02:34 PM,01:14 AM,05:30 AM,06:28 PM,23,30,30,27,11,70,81,13.3,1007,28,9,216,7,Vanuatu
2021-01-25,29,23,0.0,9.4,6,81,03:28 PM,01:57 AM,05:30 AM,06:28 PM,23,30,30,27,12,70,78,10.1,1005,29,9,258,8,Vanuatu
2021-01-26,29,26,0.0,8.1,6,88,04:22 PM,02:45 AM,05:31 AM,06:28 PM,23,31,31,27,12,81,80,20.9,1002,29,8,117,7,Vanuatu
2021-01-27,28,27,0.0,8.1,6,96,05:17 PM,03:38 AM,05:31 AM,06:27 PM,25,32,32,27,47,79,85,77.5,1000,28,5,93,23,Vanuatu
2021-01-28,28,22,0.0,8.1,6,100,06:09 PM,04:34 AM,05:32 AM,06:27 PM,24,31,31,26,58,90,84,34.1,998,28,7,146,34,Vanuatu
2021-01-29,29,27,0.0,10.7,6,90,06:59 PM,05:33 AM,05:33 AM,06:27 PM,24,32,32,28,28,64,81,4.4,1001,29,9,144,20,Vanuatu
2021-01-30,28,26,0.0,10.7,6,82,07:46 PM,06:32 AM,05:33 AM,06:27 PM,23,30,30,27,41,56,79,14.4,1003,28,9,128,28,Vanuatu
2021-01-31,28,26,0.0,11.9,6,79,08:30 PM,07:31 AM,05:34 AM,06:26 PM,22,29,29,27,27,45,75,2.4,1003,28,10,135,20,Vanuatu
2021-02-01,29,26,0.0,8.1,6,63,09:12 PM,08:28 AM,05:34 AM,06:26 PM,23,30,30,27,28,72,79,15.5,1002,29,9,121,18,Vanuatu
2021-02-02,29,25,0.0,8.1,6,55,09:53 PM,09:26 AM,05:35 AM,06:26 PM,24,31,31,27,52,82,83,25.9,995,29,9,123,33,Vanuatu
2021-02-03,29,24,0.0,8.1,6,48,10:33 PM,10:23 AM,05:35 AM,06:26 PM,23,31,31,27,48,75,77,6.6,1000,29,10,301,35,Vanuatu
2021-02-04,28,26,0.0,9.3,6,40,11:17 PM,11:21 AM,05:36 AM,06:25 PM,23,30,30,27,25,67,77,1.1,1004,28,10,294,18,Vanuatu
2021-02-05,29,26,0.0,12.9,7,33,No moonrise,12:20 PM,05:36 AM,06:25 PM,22,30,30,27,11,13,72,0.0,1005,29,10,270,8,Vanuatu
2021-02-06,29,26,0.0,12.9,6,25,12:03 AM,01:21 PM,05:37 AM,06:25 PM,22,29,29,27,10,34,73,0.4,1006,29,10,240,8,Vanuatu
2021-02-07,28,26,0.0,12.9,6,18,12:53 AM,02:23 PM,05:37 AM,06:24 PM,22,30,30,27,13,35,73,0.1,1005,28,10,191,10,Vanuatu
