date_time,Brunei_maxtempC,Brunei_mintempC,Brunei_totalSnow_cm,Brunei_sunHour,Brunei_uvIndex,Brunei_moon_illumination,Brunei_moonrise,Brunei_moonset,Brunei_sunrise,Brunei_sunset,Brunei_DewPointC,Brunei_FeelsLikeC,Brunei_HeatIndexC,Brunei_WindChillC,Brunei_WindGustKmph,Brunei_cloudcover,Brunei_humidity,Brunei_precipMM,Brunei_pressure,Brunei_tempC,Brunei_visibility,Brunei_winddirDegree,Brunei_windspeedKmph,Brunei_location
2020-01-01,31,23,0.0,8.8,6,37,11:02 AM,11:16 PM,06:25 AM,06:14 PM,22,29,29,26,10,38,81,3.4,1012,31,10,89,6,Brunei
2020-01-02,31,22,0.0,10.2,6,44,11:42 AM,11:58 PM,06:26 AM,06:15 PM,21,28,28,25,10,34,80,3.6,1012,31,10,80,6,Brunei
2020-01-03,30,22,0.0,11.6,6,51,12:21 PM,No moonset,06:26 AM,06:15 PM,22,29,29,26,8,50,82,4.1,1011,30,10,123,5,Brunei
2020-01-04,30,23,0.0,8.8,6,59,01:00 PM,12:41 AM,06:27 AM,06:16 PM,22,29,29,26,8,62,79,1.9,1010,30,10,78,5,Brunei
2020-01-05,31,23,0.0,11.6,7,66,01:41 PM,01:25 AM,06:27 AM,06:16 PM,21,28,28,26,8,29,76,0.0,1010,31,10,90,5,Brunei
2020-01-06,31,22,0.0,11.6,7,73,02:23 PM,02:10 AM,06:27 AM,06:17 PM,21,29,29,26,10,30,74,0.1,1010,31,10,95,6,Brunei
2020-01-07,31,23,0.0,11.6,7,80,03:10 PM,02:58 AM,06:28 AM,06:17 PM,21,29,29,26,9,30,76,0.0,1010,31,10,89,6,Brunei
2020-01-08,32,23,0.0,10.2,6,88,04:00 PM,03:50 AM,06:28 AM,06:18 PM,22,29,29,26,8,47,77,0.4,1009,32,10,92,5,Brunei
2020-01-09,31,24,0.0,11.6,7,95,04:55 PM,04:44 AM,06:29 AM,06:18 PM,22,29,29,27,9,38,75,0.2,1009,31,10,82,6,Brunei
2020-01-10,32,24,0.0,10.2,6,100,05:53 PM,05:42 AM,06:29 AM,06:19 PM,22,29,29,27,9,50,77,4.0,1008,32,10,82,6,Brunei
2020-01-11,31,23,0.0,8.8,6,100,06:54 PM,06:41 AM,06:29 AM,06:19 PM,22,29,29,26,8,61,84,22.1,1007,31,9,121,5,Brunei
2020-01-12,25,22,0.0,8.8,5,83,07:54 PM,07:41 AM,06:30 AM,06:19 PM,22,26,26,23,5,70,94,47.2,1009,25,8,102,3,Brunei
2020-01-13,27,23,0.0,7.4,5,76,08:53 PM,08:37 AM,06:30 AM,06:20 PM,22,27,27,24,6,71,90,4.7,1009,27,8,150,4,Brunei
2020-01-14,28,23,0.0,7.4,6,69,09:49 PM,09:31 AM,06:30 AM,06:20 PM,23,28,28,25,4,68,88,6.6,1009,28,9,160,2,Brunei
2020-01-15,30,23,0.0,6.0,6,61,10:43 PM,10:22 AM,06:31 AM,06:21 PM,23,29,29,26,7,66,85,11.0,1010,30,8,138,5,Brunei
2020-01-16,32,23,0.0,10.2,6,54,11:36 PM,11:11 AM,06:31 AM,06:21 PM,23,30,30,27,8,54,81,7.0,1010,32,9,129,5,Brunei
2020-01-17,31,23,0.0,8.8,6,47,No moonrise,11:58 AM,06:31 AM,06:22 PM,23,29,29,26,8,55,87,33.2,1011,31,6,165,4,Brunei
2020-01-18,31,24,0.0,10.2,6,40,12:28 AM,12:45 PM,06:31 AM,06:22 PM,24,30,30,26,5,51,87,7.7,1011,31,8,188,3,Brunei
2020-01-19,32,23,0.0,8.8,6,32,01:20 AM,01:34 PM,06:32 AM,06:22 PM,23,30,30,26,8,51,82,2.1,1011,32,9,133,5,Brunei
2020-01-20,31,23,0.0,11.6,7,25,02:13 AM,02:24 PM,06:32 AM,06:23 PM,22,29,29,26,10,7,77,0.0,1012,31,10,87,6,Brunei
2020-01-21,31,23,0.0,10.2,6,18,03:08 AM,03:16 PM,06:32 AM,06:23 PM,22,29,29,26,10,29,78,0.2,1013,31,10,92,6,Brunei
2020-01-22,31,23,0.0,10.2,6,11,04:03 AM,04:09 PM,06:32 AM,06:24 PM,21,29,29,26,11,28,74,0.2,1012,31,10,88,7,Brunei
2020-01-23,31,21,0.0,11.6,7,3,04:57 AM,05:04 PM,06:32 AM,06:24 PM,19,27,27,25,12,4,69,0.0,1011,31,10,95,7,Brunei
2020-01-24,32,21,0.0,11.6,7,0,05:51 AM,05:57 PM,06:33 AM,06:24 PM,19,27,27,25,9,6,72,0.0,1011,32,10,129,6,Brunei
2020-01-25,33,23,0.0,10.2,6,0,06:42 AM,06:49 PM,06:33 AM,06:25 PM,22,30,30,27,6,34,79,1.8,1010,33,10,165,4,Brunei
2020-01-26,32,24,0.0,7.4,6,4,07:31 AM,07:38 PM,06:33 AM,06:25 PM,24,31,31,27,5,64,84,18.7,1010,32,8,202,3,Brunei
2020-01-27,31,23,0.0,10.2,6,11,08:15 AM,08:25 PM,06:33 AM,06:25 PM,24,30,30,26,6,61,88,13.5,1010,31,8,198,4,Brunei
2020-01-28,32,23,0.0,8.8,6,18,08:58 AM,09:10 PM,06:33 AM,06:26 PM,24,30,30,26,6,54,86,7.8,1010,32,9,163,4,Brunei
2020-01-29,31,24,0.0,8.8,6,26,09:38 AM,09:53 PM,06:33 AM,06:26 PM,23,30,30,27,8,68,84,6.9,1011,31,8,110,5,Brunei
2020-01-30,28,24,0.0,6.0,6,33,10:17 AM,10:36 PM,06:33 AM,06:26 PM,23,28,28,26,10,73,86,4.6,1011,28,10,67,7,Brunei
2020-01-31,31,22,0.0,11.6,6,37,10:56 AM,11:19 PM,06:33 AM,06:26 PM,21,28,28,26,7,37,80,0.1,1012,31,10,140,6,Brunei
2020-02-01,30,22,0.0,11.6,7,49,11:36 AM,No moonset,06:33 AM,06:27 PM,21,28,28,26,8,13,78,0.0,1012,30,10,68,5,Brunei
2020-02-02,30,22,0.0,11.6,7,57,12:16 PM,12:02 AM,06:33 AM,06:27 PM,21,28,28,26,9,12,75,0.0,1012,30,10,81,6,Brunei
2020-02-03,31,22,0.0,11.6,6,64,01:00 PM,12:48 AM,06:33 AM,06:27 PM,22,29,29,26,8,45,78,0.3,1012,31,10,76,5,Brunei
2020-02-04,31,23,0.0,11.6,7,72,01:48 PM,01:37 AM,06:33 AM,06:27 PM,22,29,29,26,9,25,77,0.0,1011,31,10,72,6,Brunei
2020-02-05,31,22,0.0,11.6,7,79,02:39 PM,02:29 AM,06:33 AM,06:28 PM,21,28,28,26,7,34,79,0.0,1011,31,10,63,5,Brunei
2020-02-06,31,23,0.0,11.6,7,87,03:35 PM,03:25 AM,06:33 AM,06:28 PM,22,29,29,26,6,27,79,0.0,1011,31,10,154,4,Brunei
2020-02-07,32,23,0.0,10.2,6,95,04:34 PM,04:23 AM,06:33 AM,06:28 PM,22,29,29,26,6,36,80,1.6,1011,32,10,198,5,Brunei
2020-02-08,30,23,0.0,8.8,6,100,05:36 PM,05:23 AM,06:33 AM,06:28 PM,23,29,29,26,6,53,85,11.0,1011,30,9,200,4,Brunei
2020-02-09,30,23,0.0,10.2,6,100,06:36 PM,06:21 AM,06:33 AM,06:28 PM,23,29,29,26,9,58,83,5.2,1011,30,8,97,5,Brunei
2020-02-10,31,22,0.0,11.6,7,83,07:36 PM,07:18 AM,06:33 AM,06:29 PM,20,28,28,26,9,9,77,0.0,1012,31,9,102,6,Brunei
2020-02-11,31,22,0.0,8.8,6,75,08:33 PM,08:11 AM,06:33 AM,06:29 PM,21,28,28,25,8,31,78,1.0,1013,31,9,92,5,Brunei
2020-02-12,31,23,0.0,11.6,6,68,09:28 PM,09:03 AM,06:33 AM,06:29 PM,21,29,29,26,9,42,78,3.7,1013,31,10,86,6,Brunei
2020-02-13,32,23,0.0,11.6,6,60,10:22 PM,09:53 AM,06:33 AM,06:29 PM,22,29,29,26,8,29,77,1.6,1011,32,10,132,5,Brunei
2020-02-14,32,23,0.0,10.2,6,53,11:16 PM,10:42 AM,06:33 AM,06:29 PM,22,29,29,26,10,38,77,1.2,1011,32,10,149,7,Brunei
2020-02-15,32,23,0.0,10.2,6,45,No moonrise,11:31 AM,06:32 AM,06:29 PM,22,30,30,26,9,51,79,7.1,1011,32,9,99,5,Brunei
2020-02-16,31,23,0.0,11.6,6,38,12:09 AM,12:21 PM,06:32 AM,06:29 PM,23,29,29,26,9,32,85,5.9,1012,31,9,185,5,Brunei
2020-02-17,30,23,0.0,10.2,6,30,01:04 AM,01:13 PM,06:32 AM,06:29 PM,23,29,29,26,8,56,83,2.5,1012,30,9,57,6,Brunei
2020-02-18,31,22,0.0,8.8,6,22,01:59 AM,02:06 PM,06:32 AM,06:29 PM,22,28,28,25,7,51,84,6.3,1012,31,8,67,5,Brunei
2020-02-19,31,22,0.0,10.2,6,15,02:53 AM,02:59 PM,06:32 AM,06:29 PM,21,28,28,26,10,55,79,2.8,1012,31,8,77,6,Brunei
2020-02-20,31,22,0.0,8.8,6,7,03:47 AM,03:52 PM,06:31 AM,06:29 PM,21,28,28,26,9,38,77,0.8,1012,31,10,80,5,Brunei
2020-02-21,31,22,0.0,11.6,7,0,04:38 AM,04:44 PM,06:31 AM,06:29 PM,20,28,28,26,11,14,73,0.0,1013,31,10,91,7,Brunei
2020-02-22,31,21,0.0,11.6,7,0,05:27 AM,05:34 PM,06:31 AM,06:30 PM,20,27,27,26,10,6,73,0.0,1013,31,10,88,6,Brunei
2020-02-23,31,22,0.0,11.6,7,0,06:12 AM,06:21 PM,06:31 AM,06:30 PM,21,29,29,26,10,14,73,0.0,1012,31,10,78,7,Brunei
2020-02-24,32,22,0.0,11.6,7,0,06:55 AM,07:06 PM,06:30 AM,06:30 PM,21,28,28,26,8,10,74,0.0,1011,32,10,125,6,Brunei
2020-02-25,33,22,0.0,11.6,7,8,07:36 AM,07:50 PM,06:30 AM,06:30 PM,21,29,29,27,8,11,75,0.0,1010,33,10,131,5,Brunei
2020-02-26,33,23,0.0,10.2,6,15,08:15 AM,08:32 PM,06:30 AM,06:29 PM,22,30,30,27,8,40,78,4.3,1010,33,9,155,5,Brunei
2020-02-27,31,23,0.0,6.0,6,23,08:54 AM,09:15 PM,06:29 AM,06:29 PM,23,30,30,26,8,69,84,17.4,1010,31,8,143,5,Brunei
2020-02-28,32,23,0.0,10.2,6,30,09:33 AM,09:58 PM,06:29 AM,06:29 PM,22,29,29,26,8,48,78,0.4,1009,32,7,135,5,Brunei
2020-02-29,33,23,0.0,11.6,7,38,10:13 AM,10:42 PM,06:29 AM,06:29 PM,22,30,30,27,7,15,74,0.0,1009,33,10,128,5,Brunei
2020-03-01,34,24,0.0,10.2,6,44,10:55 AM,11:29 PM,06:28 AM,06:29 PM,22,30,30,27,8,32,75,0.3,1009,34,10,176,5,Brunei
2020-03-02,33,23,0.0,10.2,6,51,11:40 AM,No moonset,06:28 AM,06:29 PM,22,30,30,27,7,37,77,1.4,1010,33,10,158,5,Brunei
2020-03-03,33,24,0.0,11.6,6,58,12:28 PM,12:18 AM,06:28 AM,06:29 PM,22,30,30,27,8,32,75,0.1,1009,33,10,124,5,Brunei
2020-03-04,29,23,0.0,6.0,6,65,01:20 PM,01:11 AM,06:27 AM,06:29 PM,24,29,29,26,7,83,91,35.0,1010,29,7,213,4,Brunei
2020-03-05,29,22,0.0,6.0,6,73,02:16 PM,02:06 AM,06:27 AM,06:29 PM,24,28,28,25,7,76,89,22.1,1010,29,7,134,4,Brunei
2020-03-06,29,23,0.0,7.4,6,80,03:16 PM,03:04 AM,06:27 AM,06:29 PM,22,28,28,25,7,69,83,2.5,1012,29,9,203,5,Brunei
2020-03-07,30,22,0.0,11.6,6,87,04:16 PM,04:02 AM,06:26 AM,06:29 PM,22,28,28,25,5,47,83,0.6,1012,30,7,152,4,Brunei
2020-03-08,31,22,0.0,11.6,7,95,05:16 PM,04:59 AM,06:26 AM,06:29 PM,22,28,28,25,6,26,82,0.0,1011,31,8,191,4,Brunei
2020-03-09,30,22,0.0,7.4,6,100,06:14 PM,05:55 AM,06:25 AM,06:29 PM,22,28,28,25,5,56,85,2.5,1009,30,8,188,4,Brunei
2020-03-10,32,23,0.0,8.8,6,100,07:12 PM,06:48 AM,06:25 AM,06:29 PM,23,30,30,26,6,62,85,6.6,1011,32,7,121,4,Brunei
2020-03-11,33,23,0.0,11.6,6,84,08:08 PM,07:40 AM,06:25 AM,06:28 PM,23,31,31,27,9,36,79,1.0,1010,33,9,93,6,Brunei
2020-03-12,33,24,0.0,11.6,7,76,09:04 PM,08:31 AM,06:24 AM,06:28 PM,22,31,31,28,10,17,75,0.0,1011,33,10,96,7,Brunei
2020-03-13,33,23,0.0,10.2,6,69,10:00 PM,09:22 AM,06:24 AM,06:28 PM,22,31,31,28,9,23,75,0.2,1012,33,10,149,6,Brunei
2020-03-14,34,24,0.0,10.2,6,62,10:56 PM,10:14 AM,06:23 AM,06:28 PM,22,31,31,27,8,27,77,0.8,1011,34,10,167,5,Brunei
2020-03-15,33,23,0.0,10.2,6,55,11:53 PM,11:07 AM,06:23 AM,06:28 PM,22,30,30,27,8,35,77,1.0,1012,33,10,160,5,Brunei
