date_time,Brunei_maxtempC,Brunei_mintempC,Brunei_totalSnow_cm,Brunei_sunHour,Brunei_uvIndex,Brunei_moon_illumination,Brunei_moonrise,Brunei_moonset,Brunei_sunrise,Brunei_sunset,Brunei_DewPointC,Brunei_FeelsLikeC,Brunei_HeatIndexC,Brunei_WindChillC,Brunei_WindGustKmph,Brunei_cloudcover,Brunei_humidity,Brunei_precipMM,Brunei_pressure,Brunei_tempC,Brunei_visibility,Brunei_winddirDegree,Brunei_windspeedKmph,Brunei_location
2020-08-24,32,23,0.0,7.5,6,35,10:45 AM,11:00 PM,06:11 AM,06:26 PM,23,30,30,26,7,71,85,19.2,1010,32,7,195,4,Brunei
2020-08-25,34,23,0.0,10.2,6,42,11:41 AM,11:52 PM,06:11 AM,06:26 PM,23,31,31,28,7,42,77,2.5,1010,34,10,142,4,Brunei
2020-08-26,33,24,0.0,8.8,6,50,12:36 PM,No moonset,06:11 AM,06:26 PM,24,31,31,27,7,61,84,17.9,1009,33,9,197,4,Brunei
2020-08-27,31,23,0.0,6.1,6,57,01:34 PM,12:46 AM,06:11 AM,06:25 PM,23,30,30,26,6,73,86,15.3,1009,31,9,203,4,Brunei
2020-08-28,31,23,0.0,6.1,6,64,02:31 PM,01:41 AM,06:11 AM,06:25 PM,23,30,30,26,7,74,85,20.7,1008,31,8,190,4,Brunei
2020-08-29,31,23,0.0,8.8,6,71,03:27 PM,02:37 AM,06:11 AM,06:24 PM,24,30,30,26,7,70,87,25.1,1008,31,7,194,4,Brunei
2020-08-30,31,23,0.0,11.6,6,79,04:19 PM,03:33 AM,06:10 AM,06:24 PM,24,30,30,27,6,42,85,14.7,1008,31,8,193,4,Brunei
2020-08-31,32,24,0.0,7.4,6,82,05:09 PM,04:26 AM,06:10 AM,06:23 PM,24,31,31,27,6,74,85,12.3,1007,32,8,192,4,Brunei
2020-09-01,32,24,0.0,7.4,6,97,05:55 PM,05:17 AM,06:10 AM,06:23 PM,23,30,30,27,6,72,84,22.5,1008,32,8,191,4,Brunei
2020-09-02,32,23,0.0,8.8,6,100,06:38 PM,06:05 AM,06:10 AM,06:22 PM,24,30,30,26,7,60,86,20.9,1009,32,7,203,4,Brunei
2020-09-03,33,23,0.0,11.6,6,88,07:19 PM,06:50 AM,06:10 AM,06:22 PM,23,30,30,27,6,38,83,6.9,1010,33,8,146,4,Brunei
2020-09-04,31,23,0.0,10.2,6,81,07:58 PM,07:35 AM,06:10 AM,06:22 PM,23,29,29,26,8,50,85,10.4,1010,31,9,160,5,Brunei
2020-09-05,33,23,0.0,10.2,6,73,08:36 PM,08:17 AM,06:09 AM,06:21 PM,23,30,30,27,7,40,81,10.0,1008,33,9,193,4,Brunei
2020-09-06,30,23,0.0,7.4,6,66,09:16 PM,09:00 AM,06:09 AM,06:21 PM,23,29,29,26,7,64,87,16.4,1008,30,7,204,5,Brunei
2020-09-07,30,24,0.0,10.2,6,58,09:56 PM,09:43 AM,06:09 AM,06:20 PM,24,29,29,26,5,62,90,11.7,1010,30,8,192,3,Brunei
2020-09-08,31,23,0.0,7.4,6,50,10:38 PM,10:27 AM,06:09 AM,06:20 PM,23,29,29,26,6,59,88,11.3,1011,31,7,212,4,Brunei
2020-09-09,32,23,0.0,8.8,6,43,11:23 PM,11:14 AM,06:09 AM,06:19 PM,23,29,29,26,7,45,86,7.0,1010,32,7,200,4,Brunei
2020-09-10,31,24,0.0,7.4,6,35,No moonrise,12:03 PM,06:08 AM,06:19 PM,24,30,30,26,7,55,87,30.0,1007,31,8,209,4,Brunei
2020-09-11,30,23,0.0,6.1,6,28,12:11 AM,12:55 PM,06:08 AM,06:18 PM,23,29,29,25,7,71,90,37.6,1009,30,7,195,4,Brunei
2020-09-12,30,23,0.0,6.1,6,20,01:03 AM,01:50 PM,06:08 AM,06:18 PM,24,29,29,26,6,70,90,31.9,1010,30,8,205,4,Brunei
2020-09-13,30,23,0.0,8.8,6,13,01:58 AM,02:45 PM,06:08 AM,06:17 PM,24,29,29,26,5,71,90,28.5,1010,30,8,213,3,Brunei
2020-09-14,29,23,0.0,6.0,6,5,02:55 AM,03:41 PM,06:08 AM,06:17 PM,24,29,29,25,7,71,91,42.3,1010,29,7,197,4,Brunei
2020-09-15,26,23,0.0,6.0,5,0,03:53 AM,04:35 PM,06:07 AM,06:16 PM,23,26,26,24,11,81,94,32.0,1010,26,7,207,6,Brunei
2020-09-16,25,22,0.0,10.2,5,0,04:50 AM,05:28 PM,06:07 AM,06:16 PM,22,26,26,24,5,57,90,2.6,1010,25,9,147,3,Brunei
2020-09-17,30,23,0.0,8.8,6,0,05:47 AM,06:19 PM,06:07 AM,06:15 PM,22,28,28,25,6,63,85,7.2,1008,30,8,176,4,Brunei
2020-09-18,33,24,0.0,10.2,6,2,06:43 AM,07:10 PM,06:07 AM,06:15 PM,23,30,30,27,8,53,79,0.7,1008,33,10,94,5,Brunei
2020-09-19,32,23,0.0,10.2,6,10,07:39 AM,08:01 PM,06:07 AM,06:14 PM,22,30,30,27,10,51,77,0.2,1010,32,10,111,6,Brunei
2020-09-20,33,24,0.0,8.8,6,17,08:34 AM,08:52 PM,06:06 AM,06:14 PM,23,31,31,27,8,39,78,4.3,1009,33,10,131,5,Brunei
2020-09-21,33,23,0.0,8.8,6,25,09:32 AM,09:45 PM,06:06 AM,06:13 PM,24,31,31,27,8,41,84,12.2,1009,33,9,196,4,Brunei
2020-09-22,31,23,0.0,7.4,6,32,10:29 AM,10:40 PM,06:06 AM,06:13 PM,23,30,30,27,7,66,83,5.9,1009,31,8,205,4,Brunei
2020-09-23,29,24,0.0,7.4,6,40,11:28 AM,11:36 PM,06:06 AM,06:12 PM,23,29,29,26,9,67,88,23.8,1010,29,7,202,5,Brunei
2020-09-24,31,23,0.0,10.2,6,47,12:26 PM,No moonset,06:06 AM,06:12 PM,22,29,29,26,7,59,82,5.4,1011,31,10,209,4,Brunei
2020-09-25,31,23,0.0,11.6,6,55,01:23 PM,12:33 AM,06:05 AM,06:11 PM,22,29,29,26,6,34,77,1.6,1010,31,10,199,4,Brunei
2020-09-26,30,23,0.0,8.8,6,62,02:16 PM,01:29 AM,06:05 AM,06:11 PM,23,29,29,25,9,44,86,13.0,1010,30,9,187,5,Brunei
2020-09-27,32,23,0.0,6.0,6,70,03:07 PM,02:22 AM,06:05 AM,06:10 PM,23,30,30,26,7,74,84,16.7,1009,32,8,195,4,Brunei
2020-09-28,29,23,0.0,7.4,6,78,03:53 PM,03:14 AM,06:05 AM,06:10 PM,23,27,27,25,7,73,91,19.3,1010,29,8,193,4,Brunei
2020-09-29,28,22,0.0,11.6,7,85,04:37 PM,04:02 AM,06:05 AM,06:09 PM,21,27,27,25,7,57,81,3.2,1010,28,10,82,5,Brunei
2020-09-30,33,24,0.0,10.2,6,93,05:18 PM,04:48 AM,06:05 AM,06:09 PM,22,30,30,27,7,38,75,4.1,1008,33,10,199,4,Brunei
2020-10-01,32,23,0.0,8.8,6,97,05:57 PM,05:32 AM,06:04 AM,06:08 PM,22,30,30,27,7,48,80,2.1,1008,32,10,197,5,Brunei
2020-10-02,28,24,0.0,6.0,6,100,06:35 PM,06:15 AM,06:04 AM,06:08 PM,24,29,29,26,8,71,88,23.2,1009,28,8,206,4,Brunei
2020-10-03,30,23,0.0,7.4,6,89,07:14 PM,06:57 AM,06:04 AM,06:07 PM,23,30,30,26,7,58,86,22.1,1009,30,8,189,4,Brunei
2020-10-04,29,24,0.0,6.0,6,82,07:54 PM,07:40 AM,06:04 AM,06:07 PM,24,29,29,26,6,78,88,18.3,1009,29,8,208,4,Brunei
2020-10-05,24,23,0.0,6.0,5,74,08:35 PM,08:24 AM,06:04 AM,06:06 PM,22,26,26,23,6,91,95,15.1,1009,24,9,200,4,Brunei
2020-10-06,28,22,0.0,7.4,6,67,09:19 PM,09:10 AM,06:04 AM,06:06 PM,22,27,27,25,7,76,86,5.9,1009,28,7,204,5,Brunei
2020-10-07,31,23,0.0,11.6,7,60,10:05 PM,09:58 AM,06:03 AM,06:06 PM,22,29,29,26,6,48,78,0.0,1008,31,10,193,4,Brunei
2020-10-08,32,24,0.0,8.8,6,53,10:55 PM,10:48 AM,06:03 AM,06:05 PM,23,30,30,27,6,60,82,3.8,1008,32,10,142,4,Brunei
2020-10-09,30,24,0.0,10.2,6,45,11:47 PM,11:41 AM,06:03 AM,06:05 PM,23,29,29,26,6,41,82,1.7,1008,30,10,204,4,Brunei
2020-10-10,31,21,0.0,7.4,6,38,No moonrise,12:34 PM,06:03 AM,06:04 PM,23,29,29,25,9,64,87,4.2,1008,31,9,194,6,Brunei
2020-10-11,27,22,0.0,8.8,5,31,12:42 AM,01:28 PM,06:03 AM,06:04 PM,23,27,27,24,7,75,94,69.2,1008,27,6,176,4,Brunei
2020-10-12,32,20,0.0,10.2,6,23,01:38 AM,02:21 PM,06:03 AM,06:04 PM,22,29,29,26,6,43,77,0.4,1007,32,10,189,4,Brunei
2020-10-13,28,23,0.0,8.8,6,16,02:34 AM,03:14 PM,06:03 AM,06:03 PM,22,28,28,25,7,63,87,8.4,1009,28,9,152,4,Brunei
2020-10-14,29,24,0.0,6.0,6,9,03:30 AM,04:05 PM,06:03 AM,06:03 PM,23,28,28,26,6,71,86,9.4,1010,29,9,204,4,Brunei
2020-10-15,26,23,0.0,11.6,5,2,04:25 AM,04:55 PM,06:03 AM,06:02 PM,23,27,27,24,5,63,91,30.0,1010,26,8,140,3,Brunei
2020-10-16,31,23,0.0,7.4,6,0,05:21 AM,05:46 PM,06:02 AM,06:02 PM,22,29,29,26,7,69,79,7.9,1008,31,10,190,4,Brunei
2020-10-17,31,24,0.0,11.6,7,0,06:17 AM,06:37 PM,06:02 AM,06:02 PM,22,29,29,26,6,53,78,0.2,1008,31,10,149,4,Brunei
2020-10-18,30,24,0.0,10.2,6,5,07:15 AM,07:31 PM,06:02 AM,06:01 PM,21,29,29,26,6,50,73,0.2,1009,30,10,122,4,Brunei
2020-10-19,29,23,0.0,7.4,6,13,08:14 AM,08:26 PM,06:02 AM,06:01 PM,22,28,28,25,5,68,85,8.4,1009,29,10,188,3,Brunei
2020-10-20,28,22,0.0,7.4,6,20,09:15 AM,09:25 PM,06:02 AM,06:01 PM,22,28,28,25,5,71,87,6.9,1009,28,8,148,3,Brunei
2020-10-21,31,23,0.0,10.2,6,27,10:16 AM,10:23 PM,06:02 AM,06:01 PM,22,29,29,26,7,54,79,1.0,1008,31,10,195,5,Brunei
2020-10-22,31,23,0.0,11.6,6,35,11:16 AM,11:22 PM,06:02 AM,06:00 PM,22,29,29,26,7,53,80,0.3,1008,31,7,194,5,Brunei
2020-10-23,29,24,0.0,8.8,6,42,12:12 PM,No moonset,06:02 AM,06:00 PM,24,29,29,26,7,69,89,21.1,1009,29,8,205,4,Brunei
2020-10-24,27,23,0.0,6.0,5,49,01:04 PM,12:18 AM,06:02 AM,06:00 PM,23,27,27,24,6,85,93,30.6,1011,27,7,204,4,Brunei
2020-10-25,30,24,0.0,5.8,6,56,01:52 PM,01:11 AM,06:02 AM,05:59 PM,22,29,29,26,5,64,80,5.2,1010,30,10,192,3,Brunei
2020-10-26,30,23,0.0,4.3,6,64,02:36 PM,02:00 AM,06:02 AM,05:59 PM,22,28,28,25,9,70,84,14.2,1009,30,9,197,6,Brunei
2020-10-27,27,22,0.0,5.8,5,71,03:18 PM,02:46 AM,06:02 AM,05:59 PM,22,26,26,24,10,71,88,31.3,1009,27,8,185,7,Brunei
2020-10-28,33,23,0.0,7.2,6,78,03:57 PM,03:31 AM,06:02 AM,05:59 PM,22,30,30,27,7,52,78,4.6,1010,33,10,157,4,Brunei
2020-10-29,31,23,0.0,5.8,6,85,04:35 PM,04:13 AM,06:02 AM,05:59 PM,23,30,30,26,7,59,81,5.8,1011,31,10,76,5,Brunei
2020-10-30,31,23,0.0,8.7,6,93,05:14 PM,04:56 AM,06:02 AM,05:58 PM,21,29,29,27,8,43,73,0.7,1010,31,10,164,5,Brunei
2020-10-31,28,23,0.0,4.3,6,97,05:53 PM,05:39 AM,06:03 AM,05:58 PM,23,28,28,25,7,70,89,22.0,1009,28,8,218,4,Brunei
2020-11-01,30,23,0.0,4.3,6,89,06:34 PM,06:22 AM,06:03 AM,05:58 PM,23,28,28,25,6,79,87,16.9,1009,30,5,194,4,Brunei
2020-11-02,30,23,0.0,8.7,7,81,07:17 PM,07:08 AM,06:03 AM,05:58 PM,22,28,28,25,6,48,83,1.6,1010,30,10,177,4,Brunei
2020-11-03,31,24,0.0,5.8,6,74,08:02 PM,07:55 AM,06:03 AM,05:58 PM,23,30,30,26,6,76,84,7.6,1011,31,9,208,4,Brunei
2020-11-04,27,23,0.0,4.3,6,66,08:51 PM,08:44 AM,06:03 AM,05:58 PM,23,27,27,24,12,89,90,12.0,1011,27,9,195,7,Brunei
2020-11-05,26,23,0.0,5.8,5,58,09:42 PM,09:36 AM,06:03 AM,05:58 PM,23,27,27,24,5,74,91,10.9,1012,26,9,176,3,Brunei
2020-11-06,29,23,0.0,8.7,6,51,10:35 PM,10:28 AM,06:03 AM,05:58 PM,22,28,28,25,6,59,85,0.6,1012,29,9,187,3,Brunei
2020-11-07,30,23,0.0,7.2,6,43,11:30 PM,11:21 AM,06:03 AM,05:58 PM,23,29,29,26,6,57,87,10.8,1011,30,8,195,4,Brunei
2020-11-08,30,23,0.0,5.8,6,36,No moonrise,12:13 PM,06:04 AM,05:57 PM,23,29,29,26,7,62,86,9.4,1009,30,6,198,4,Brunei
2020-11-09,32,23,0.0,7.2,6,28,12:24 AM,01:04 PM,06:04 AM,05:57 PM,23,30,30,27,7,58,81,6.8,1008,32,9,196,5,Brunei
2020-11-10,29,23,0.0,4.3,6,21,01:18 AM,01:54 PM,06:04 AM,05:57 PM,23,28,28,25,7,74,92,54.7,1010,29,5,162,4,Brunei
2020-11-11,31,23,0.0,4.3,6,13,02:11 AM,02:43 PM,06:04 AM,05:57 PM,23,29,29,26,7,71,87,13.9,1011,31,6,158,4,Brunei
2020-11-12,32,23,0.0,5.8,6,6,03:05 AM,03:32 PM,06:04 AM,05:57 PM,23,29,29,26,6,55,82,3.2,1010,32,10,195,4,Brunei
2020-11-13,32,23,0.0,7.2,6,0,03:59 AM,04:21 PM,06:05 AM,05:58 PM,23,30,30,26,6,43,86,19.8,1009,32,9,190,4,Brunei
2020-11-14,32,23,0.0,7.2,6,0,04:55 AM,05:13 PM,06:05 AM,05:58 PM,24,30,30,26,6,52,85,9.2,1009,32,6,80,4,Brunei
2020-11-15,33,22,0.0,8.7,6,0,05:53 AM,06:08 PM,06:05 AM,05:58 PM,22,30,30,26,10,28,80,2.5,1009,33,10,92,6,Brunei
2020-11-16,32,23,0.0,8.7,6,2,06:54 AM,07:06 PM,06:05 AM,05:58 PM,22,30,30,26,11,30,80,6.2,1009,32,9,97,6,Brunei
2020-11-17,33,23,0.0,7.2,6,9,07:57 AM,08:06 PM,06:06 AM,05:58 PM,23,30,30,27,10,42,79,5.3,1008,33,10,141,6,Brunei
2020-11-18,32,24,0.0,7.2,6,17,08:59 AM,09:07 PM,06:06 AM,05:58 PM,23,30,30,27,7,53,82,11.6,1008,32,8,138,4,Brunei
2020-11-19,33,24,0.0,8.7,6,24,10:00 AM,10:07 PM,06:06 AM,05:58 PM,23,30,30,27,8,44,81,6.8,1008,33,9,133,5,Brunei
2020-11-20,32,23,0.0,8.7,6,32,10:56 AM,11:03 PM,06:07 AM,05:58 PM,23,30,30,26,6,54,85,13.9,1008,32,8,212,4,Brunei
2020-11-21,32,24,0.0,7.2,6,39,11:47 AM,11:55 PM,06:07 AM,05:58 PM,24,30,30,26,6,58,86,11.0,1008,32,8,214,4,Brunei
2020-11-22,32,23,0.0,8.7,6,47,12:33 PM,No moonset,06:07 AM,05:59 PM,23,30,30,26,7,45,85,5.4,1009,32,9,159,4,Brunei
2020-11-23,31,24,0.0,7.2,6,54,01:17 PM,12:43 AM,06:08 AM,05:59 PM,24,30,30,26,7,59,86,10.7,1009,31,7,180,4,Brunei
2020-11-24,32,23,0.0,7.2,6,62,01:57 PM,01:29 AM,06:08 AM,05:59 PM,23,30,30,26,8,69,86,14.9,1008,32,9,170,5,Brunei
2020-11-25,30,23,0.0,4.3,6,70,02:35 PM,02:12 AM,06:08 AM,05:59 PM,23,28,28,25,6,76,90,28.3,1009,30,7,192,3,Brunei
2020-11-26,30,22,0.0,5.8,6,77,03:14 PM,02:54 AM,06:09 AM,05:59 PM,23,28,28,25,8,62,88,18.0,1009,30,7,171,4,Brunei
2020-11-27,29,23,0.0,7.4,6,85,03:52 PM,03:37 AM,06:09 AM,06:00 PM,23,28,28,25,6,70,91,28.2,1009,29,7,157,3,Brunei
2020-11-28,31,23,0.0,6.0,6,92,04:32 PM,04:19 AM,06:10 AM,06:00 PM,23,29,29,26,9,69,87,24.5,1009,31,6,194,5,Brunei
2020-11-29,30,23,0.0,6.0,6,100,05:15 PM,05:04 AM,06:10 AM,06:00 PM,23,28,28,25,6,71,89,21.2,1009,30,8,162,4,Brunei
2020-11-30,28,23,0.0,6.0,6,100,05:59 PM,05:51 AM,06:10 AM,06:00 PM,23,27,27,24,6,79,91,32.0,1010,28,7,158,4,Brunei
2020-12-01,29,23,0.0,6.0,6,89,06:47 PM,06:40 AM,06:11 AM,06:01 PM,23,28,28,25,5,76,91,30.7,1010,29,7,204,3,Brunei
2020-12-02,30,22,0.0,7.4,6,82,07:39 PM,07:32 AM,06:11 AM,06:01 PM,22,28,28,25,6,73,84,11.6,1010,30,9,210,4,Brunei
2020-12-03,30,23,0.0,10.2,6,75,08:31 PM,08:25 AM,06:12 AM,06:01 PM,23,28,28,25,5,58,87,13.2,1009,30,9,204,3,Brunei
2020-12-04,31,23,0.0,10.2,6,67,09:26 PM,09:18 AM,06:12 AM,06:02 PM,23,29,29,26,6,33,82,0.6,1008,31,7,200,4,Brunei
2020-12-05,32,21,0.0,8.8,6,60,10:19 PM,10:10 AM,06:13 AM,06:02 PM,23,30,30,26,7,71,83,19.8,1008,32,8,208,4,Brunei
2020-12-06,26,23,0.0,7.4,5,53,11:13 PM,11:01 AM,06:13 AM,06:02 PM,23,27,27,24,5,67,93,99.5,1009,26,8,173,3,Brunei
2020-12-07,31,23,0.0,8.8,6,46,No moonrise,11:50 AM,06:14 AM,06:03 PM,23,29,29,26,6,65,84,14.1,1010,31,9,135,4,Brunei
2020-12-08,32,23,0.0,8.8,6,38,12:05 AM,12:37 PM,06:14 AM,06:03 PM,23,30,30,27,6,55,81,8.4,1009,32,9,177,4,Brunei
2020-12-09,32,23,0.0,10.2,6,31,12:56 AM,01:24 PM,06:15 AM,06:04 PM,23,30,30,26,7,68,84,21.9,1009,32,8,179,4,Brunei
2020-12-10,28,23,0.0,5.9,6,24,01:48 AM,02:11 PM,06:15 AM,06:04 PM,24,29,29,25,7,71,91,26.0,1009,28,8,173,4,Brunei
2020-12-11,32,23,0.0,8.8,6,17,02:41 AM,03:00 PM,06:16 AM,06:04 PM,24,30,30,26,6,43,86,18.8,1009,32,7,196,4,Brunei
2020-12-12,30,23,0.0,7.4,6,9,03:36 AM,03:51 PM,06:16 AM,06:05 PM,24,30,30,26,7,65,88,17.8,1009,30,8,156,4,Brunei
2020-12-13,32,23,0.0,8.8,6,2,04:34 AM,04:46 PM,06:17 AM,06:05 PM,23,30,30,26,6,55,86,19.3,1008,32,7,174,4,Brunei
2020-12-14,32,23,0.0,8.8,6,0,05:35 AM,05:46 PM,06:17 AM,06:06 PM,24,30,30,26,6,56,86,26.9,1009,32,7,172,4,Brunei
2020-12-15,30,24,0.0,8.8,6,0,06:38 AM,06:47 PM,06:18 AM,06:06 PM,24,29,29,26,7,57,88,25.5,1010,30,7,203,4,Brunei
2020-12-16,30,23,0.0,5.9,6,5,07:41 AM,07:49 PM,06:18 AM,06:07 PM,24,29,29,26,6,72,88,9.9,1009,30,8,210,4,Brunei
2020-12-17,30,23,0.0,7.4,6,12,08:40 AM,08:48 PM,06:19 AM,06:07 PM,23,29,29,25,7,64,87,17.9,1008,30,7,201,4,Brunei
2020-12-18,31,23,0.0,8.8,6,20,09:36 AM,09:44 PM,06:19 AM,06:08 PM,23,29,29,25,7,56,86,6.5,1008,31,9,128,4,Brunei
2020-12-19,27,23,0.0,5.9,6,27,10:25 AM,10:35 PM,06:20 AM,06:08 PM,23,28,28,25,7,75,93,28.1,1008,27,7,212,4,Brunei
2020-12-20,30,23,0.0,10.2,6,34,11:11 AM,11:23 PM,06:20 AM,06:09 PM,22,28,28,25,9,42,83,4.1,1007,30,8,206,6,Brunei
2020-12-21,31,23,0.0,8.8,6,41,11:54 AM,No moonset,06:21 AM,06:09 PM,23,30,30,26,5,62,83,7.7,1007,31,9,197,3,Brunei
2020-12-22,29,23,0.0,7.4,6,49,12:33 PM,12:07 AM,06:21 AM,06:10 PM,23,29,29,25,6,67,88,32.3,1008,29,7,149,3,Brunei
2020-12-23,25,23,0.0,10.2,5,56,01:12 PM,12:50 AM,06:22 AM,06:10 PM,23,27,27,24,5,57,92,9.4,1009,25,9,130,3,Brunei
2020-12-24,30,23,0.0,10.2,6,63,01:50 PM,01:33 AM,06:22 AM,06:11 PM,21,28,28,26,5,39,79,0.8,1008,30,10,200,4,Brunei
2020-12-25,30,23,0.0,7.4,6,70,02:29 PM,02:15 AM,06:22 AM,06:11 PM,23,29,29,26,6,65,85,15.1,1009,30,8,213,4,Brunei
2020-12-26,29,23,0.0,8.8,6,78,03:11 PM,03:00 AM,06:23 AM,06:12 PM,23,28,28,25,6,65,89,15.5,1009,29,8,206,4,Brunei
2020-12-27,28,23,0.0,5.9,6,85,03:55 PM,03:46 AM,06:23 AM,06:12 PM,23,28,28,25,6,72,88,15.3,1009,28,9,211,4,Brunei
2020-12-28,30,23,0.0,8.8,6,92,04:41 PM,04:34 AM,06:24 AM,06:13 PM,22,28,28,26,7,50,83,0.8,1008,30,9,198,4,Brunei
2020-12-29,30,23,0.0,7.4,6,100,05:32 PM,05:25 AM,06:24 AM,06:13 PM,23,29,29,26,5,70,85,4.1,1008,30,9,194,3,Brunei
2020-12-30,30,23,0.0,10.2,6,100,06:25 PM,06:18 AM,06:25 AM,06:14 PM,23,29,29,26,5,56,84,3.6,1009,30,9,188,3,Brunei
2020-12-31,30,24,0.0,5.9,6,89,07:20 PM,07:12 AM,06:25 AM,06:14 PM,23,29,29,26,7,67,86,17.0,1008,30,9,196,4,Brunei
2021-01-01,30,23,0.0,7.4,6,79,08:15 PM,08:06 AM,06:26 AM,06:15 PM,23,29,29,26,6,68,85,13.8,1008,30,9,205,4,Brunei
2021-01-02,27,23,0.0,5.9,6,71,09:09 PM,08:58 AM,06:26 AM,06:15 PM,23,28,28,24,7,75,94,48.4,1009,27,7,176,4,Brunei
2021-01-03,30,23,0.0,8.8,6,64,10:02 PM,09:48 AM,06:27 AM,06:16 PM,23,29,29,26,6,50,84,3.1,1009,30,10,122,4,Brunei
2021-01-04,31,24,0.0,7.4,6,57,10:53 PM,10:35 AM,06:27 AM,06:16 PM,23,29,29,26,6,67,88,15.6,1008,31,8,150,3,Brunei
2021-01-05,29,23,0.0,6.0,6,50,11:44 PM,11:22 AM,06:27 AM,06:17 PM,23,28,28,25,6,75,88,18.1,1009,29,8,135,4,Brunei
2021-01-06,29,23,0.0,5.9,6,42,No moonrise,12:07 PM,06:28 AM,06:17 PM,23,28,28,25,6,81,89,20.7,1008,29,8,133,4,Brunei
2021-01-07,31,23,0.0,8.8,6,35,12:35 AM,12:54 PM,06:28 AM,06:18 PM,23,29,29,26,7,57,83,6.5,1007,31,9,117,5,Brunei
2021-01-08,28,23,0.0,5.9,6,28,01:27 AM,01:43 PM,06:29 AM,06:18 PM,23,28,28,25,7,70,89,11.2,1008,28,9,135,5,Brunei
2021-01-09,29,24,0.0,5.9,6,20,02:22 AM,02:34 PM,06:29 AM,06:18 PM,24,29,29,26,8,77,91,25.2,1007,29,8,104,5,Brunei
2021-01-10,29,24,0.0,8.8,6,13,03:20 AM,03:30 PM,06:29 AM,06:19 PM,24,29,29,26,5,68,89,23.0,1008,29,8,165,3,Brunei
2021-01-11,31,23,0.0,7.4,6,6,04:20 AM,04:29 PM,06:30 AM,06:19 PM,23,29,29,26,8,63,88,19.4,1007,31,8,125,4,Brunei
2021-01-12,30,23,0.0,10.2,6,0,05:22 AM,05:30 PM,06:30 AM,06:20 PM,22,28,28,25,8,45,84,6.7,1008,30,9,150,5,Brunei
2021-01-13,30,23,0.0,11.6,6,0,06:22 AM,06:30 PM,06:30 AM,06:20 PM,22,28,28,25,6,48,84,1.9,1008,30,8,121,4,Brunei
2021-01-14,31,23,0.0,7.4,6,1,07:20 AM,07:28 PM,06:31 AM,06:21 PM,23,30,30,26,9,69,86,23.7,1008,31,8,101,5,Brunei
2021-01-15,26,23,0.0,6.0,5,8,08:13 AM,08:22 PM,06:31 AM,06:21 PM,23,27,27,24,6,89,94,56.2,1008,26,8,193,3,Brunei
2021-01-16,29,23,0.0,6.0,6,16,09:02 AM,09:13 PM,06:31 AM,06:22 PM,23,28,28,25,11,78,90,27.8,1008,29,8,209,6,Brunei
2021-01-17,23,21,0.0,6.0,5,23,09:47 AM,10:00 PM,06:31 AM,06:22 PM,21,24,24,22,8,99,96,55.3,1010,23,6,233,6,Brunei
2021-01-18,22,21,0.0,6.0,5,30,10:28 AM,10:44 PM,06:32 AM,06:22 PM,22,24,24,22,9,100,96,33.0,1008,22,8,237,5,Brunei
2021-01-19,30,20,0.0,8.8,6,38,11:08 AM,11:28 PM,06:32 AM,06:23 PM,22,28,28,25,7,68,84,2.6,1008,30,9,195,5,Brunei
2021-01-20,29,23,0.0,8.8,6,45,11:46 AM,No moonset,06:32 AM,06:23 PM,23,28,28,25,6,62,90,13.6,1008,29,8,195,4,Brunei
2021-01-21,24,22,0.0,6.0,5,52,12:25 PM,12:10 AM,06:32 AM,06:24 PM,22,26,26,23,7,84,95,24.5,1009,24,7,185,4,Brunei
2021-01-22,29,22,0.0,11.6,7,59,01:05 PM,12:54 AM,06:32 AM,06:24 PM,21,27,27,25,7,43,80,0.0,1009,29,10,197,5,Brunei
2021-01-23,28,23,0.0,7.4,6,67,01:48 PM,01:39 AM,06:33 AM,06:24 PM,23,27,27,24,6,71,93,22.6,1010,28,6,205,3,Brunei
2021-01-24,30,22,0.0,10.2,6,74,02:33 PM,02:25 AM,06:33 AM,06:25 PM,21,28,28,25,6,44,80,0.7,1011,30,9,185,4,Brunei
2021-01-25,31,23,0.0,10.2,6,81,03:23 PM,03:16 AM,06:33 AM,06:25 PM,22,29,29,26,5,41,81,0.8,1010,31,7,193,4,Brunei
2021-01-26,31,23,0.0,8.8,6,88,04:14 PM,04:08 AM,06:33 AM,06:25 PM,23,29,29,25,6,74,86,8.4,1009,31,8,199,4,Brunei
2021-01-27,30,22,0.0,8.8,6,96,05:09 PM,05:02 AM,06:33 AM,06:26 PM,22,28,28,25,7,47,85,4.2,1009,30,8,195,5,Brunei
2021-01-28,31,23,0.0,10.2,6,100,06:05 PM,05:56 AM,06:33 AM,06:26 PM,22,29,29,26,7,50,81,4.2,1010,31,9,148,5,Brunei
2021-01-29,31,23,0.0,11.6,6,90,07:01 PM,06:50 AM,06:33 AM,06:26 PM,22,28,28,26,7,26,81,0.4,1010,31,8,134,5,Brunei
2021-01-30,30,23,0.0,10.2,6,82,07:56 PM,07:42 AM,06:33 AM,06:26 PM,22,28,28,25,8,57,83,4.3,1010,30,9,82,5,Brunei
2021-01-31,30,22,0.0,8.8,6,79,08:49 PM,08:31 AM,06:33 AM,06:27 PM,22,28,28,25,8,49,82,3.1,1010,30,10,89,5,Brunei
