date_time,Australia_maxtempC,Australia_mintempC,Australia_totalSnow_cm,Australia_sunHour,Australia_uvIndex,Australia_moon_illumination,Australia_moonrise,Australia_moonset,Australia_sunrise,Australia_sunset,Australia_DewPointC,Australia_FeelsLikeC,Australia_HeatIndexC,Australia_WindChillC,Australia_WindGustKmph,Australia_cloudcover,Australia_humidity,Australia_precipMM,Australia_pressure,Australia_tempC,Australia_visibility,Australia_winddirDegree,Australia_windspeedKmph,Australia_location
2020-11-05,14,10,0.0,11.0,3,58,11:53 PM,08:49 AM,05:57 AM,07:38 PM,8,11,13,11,17,66,81,37.7,1013,14,7,169,12,Australia
2020-11-06,18,3,0.0,13.8,3,51,No moonrise,09:40 AM,05:56 AM,07:39 PM,6,11,12,11,15,18,76,0.5,1017,18,8,245,10,Australia
2020-11-07,16,6,0.0,13.3,3,43,12:45 AM,10:36 AM,05:55 AM,07:40 PM,7,11,12,11,11,48,77,0.1,1021,16,10,124,8,Australia
2020-11-08,18,4,0.0,13.9,4,36,01:33 AM,11:38 AM,05:54 AM,07:41 PM,5,12,13,12,13,19,70,0.0,1027,18,10,87,9,Australia
2020-11-09,21,9,0.0,13.9,4,28,02:15 AM,12:43 PM,05:53 AM,07:42 PM,9,15,16,15,8,41,74,0.0,1025,21,9,144,6,Australia
2020-11-10,22,9,0.0,13.9,4,21,02:53 AM,01:50 PM,05:52 AM,07:43 PM,10,16,17,16,8,17,73,0.0,1021,22,8,227,6,Australia
2020-11-11,24,11,0.0,13.9,6,13,03:28 AM,02:59 PM,05:52 AM,07:44 PM,11,18,20,18,9,9,69,0.0,1016,24,10,210,7,Australia
2020-11-12,20,14,0.0,11.0,4,6,04:01 AM,04:08 PM,05:51 AM,07:45 PM,13,17,17,17,19,60,79,5.9,1007,20,9,243,13,Australia
2020-11-13,19,11,0.0,11.0,4,0,04:34 AM,05:20 PM,05:50 AM,07:46 PM,11,15,15,15,18,54,79,6.8,1004,19,9,308,11,Australia
2020-11-14,20,8,0.0,14.0,5,0,05:09 AM,06:33 PM,05:49 AM,07:47 PM,8,15,15,15,14,9,69,0.0,1009,20,10,298,10,Australia
2020-11-15,25,9,0.0,14.0,6,0,05:46 AM,07:48 PM,05:49 AM,07:48 PM,11,18,19,18,9,4,69,0.0,1015,25,10,249,7,Australia
2020-11-16,26,14,0.0,14.0,6,2,06:28 AM,09:03 PM,05:48 AM,07:49 PM,11,21,21,20,22,8,60,0.0,1011,26,10,290,16,Australia
2020-11-17,22,10,0.0,14.0,5,9,07:16 AM,10:14 PM,05:47 AM,07:50 PM,8,16,17,16,10,7,65,0.0,1019,22,10,205,8,Australia
2020-11-18,23,11,0.0,14.0,4,17,08:11 AM,11:19 PM,05:47 AM,07:51 PM,10,17,18,17,10,32,69,0.0,1022,23,10,215,7,Australia
2020-11-19,25,11,0.0,13.4,5,24,09:11 AM,No moonset,05:46 AM,07:52 PM,12,20,20,20,11,23,69,0.0,1019,25,8,222,8,Australia
2020-11-20,29,15,0.0,14.1,7,32,10:14 AM,12:14 AM,05:46 AM,07:53 PM,13,24,24,23,15,8,63,0.0,1016,29,10,248,11,Australia
2020-11-21,28,12,0.0,14.1,6,39,11:18 AM,01:01 AM,05:45 AM,07:54 PM,12,22,22,21,14,17,67,0.4,1019,28,9,124,9,Australia
2020-11-22,27,14,0.0,13.4,6,47,12:19 PM,01:40 AM,05:45 AM,07:55 PM,14,22,22,22,12,49,70,0.6,1015,27,9,244,9,Australia
2020-11-23,19,14,0.0,8.8,4,54,01:19 PM,02:13 AM,05:44 AM,07:56 PM,15,17,17,17,16,75,90,19.1,1007,19,8,265,11,Australia
2020-11-24,20,10,0.0,11.1,4,62,02:16 PM,02:42 AM,05:44 AM,07:56 PM,11,15,15,15,11,58,78,3.4,1011,20,9,111,7,Australia
2020-11-25,24,10,0.0,14.1,4,70,03:12 PM,03:09 AM,05:44 AM,07:57 PM,12,18,19,18,10,34,73,0.3,1013,24,9,222,7,Australia
2020-11-26,28,13,0.0,14.2,6,77,04:07 PM,03:35 AM,05:43 AM,07:58 PM,14,22,22,21,11,22,70,3.5,1012,28,10,240,8,Australia
2020-11-27,29,14,0.0,14.2,6,85,05:02 PM,04:00 AM,05:43 AM,07:59 PM,13,23,23,22,11,27,66,0.3,1015,29,10,157,9,Australia
2020-11-28,30,18,0.0,13.4,6,92,05:58 PM,04:27 AM,05:43 AM,08:00 PM,15,24,24,23,14,31,60,0.6,1009,30,10,281,10,Australia
2020-11-29,27,18,0.0,13.4,5,100,06:56 PM,04:56 AM,05:42 AM,08:01 PM,13,24,24,23,27,30,62,2.2,1004,27,10,249,19,Australia
2020-11-30,23,10,0.0,14.5,5,100,07:54 PM,05:28 AM,05:42 AM,08:02 PM,10,17,18,17,15,20,69,0.0,1014,23,10,82,11,Australia
2020-12-01,31,11,0.0,13.4,6,89,08:52 PM,06:05 AM,05:42 AM,08:03 PM,12,23,23,22,18,32,63,0.2,1009,31,8,216,13,Australia
2020-12-02,24,12,0.0,14.5,6,82,09:49 PM,06:47 AM,05:42 AM,08:04 PM,7,19,20,19,16,24,56,0.0,1018,24,10,271,12,Australia
2020-12-03,26,12,0.0,13.4,5,75,10:43 PM,07:36 AM,05:42 AM,08:05 PM,8,18,19,18,14,29,57,0.0,1019,26,10,197,11,Australia
2020-12-04,26,11,0.0,14.5,6,67,11:32 PM,08:31 AM,05:42 AM,08:06 PM,4,20,20,20,16,1,45,0.0,1015,26,10,245,11,Australia
2020-12-05,27,11,0.0,10.2,5,60,No moonrise,09:31 AM,05:42 AM,08:06 PM,11,18,18,18,21,66,71,33.6,1007,27,9,229,15,Australia
2020-12-06,17,10,0.0,14.5,4,53,12:15 AM,10:34 AM,05:42 AM,08:07 PM,7,13,14,13,37,28,62,9.2,1002,17,10,289,27,Australia
2020-12-07,17,8,0.0,13.4,4,46,12:54 AM,11:40 AM,05:42 AM,08:08 PM,4,10,12,10,31,34,59,0.2,1006,17,10,286,23,Australia
2020-12-08,19,5,0.0,14.5,5,38,01:29 AM,12:45 PM,05:42 AM,08:09 PM,3,12,13,12,12,11,59,0.0,1014,19,10,267,9,Australia
2020-12-09,23,7,0.0,14.5,4,31,02:01 AM,01:52 PM,05:42 AM,08:10 PM,7,16,17,16,12,18,63,0.0,1017,23,9,234,9,Australia
2020-12-10,21,10,0.0,12.4,4,24,02:32 AM,03:00 PM,05:42 AM,08:10 PM,9,15,15,15,15,47,68,3.1,1019,21,10,158,11,Australia
2020-12-11,19,7,0.0,14.5,3,17,03:05 AM,04:09 PM,05:42 AM,08:11 PM,6,12,14,12,20,30,67,2.0,1027,19,10,111,15,Australia
2020-12-12,19,7,0.0,14.5,5,9,03:39 AM,05:22 PM,05:42 AM,08:12 PM,6,13,14,13,19,24,68,0.0,1028,19,10,116,14,Australia
2020-12-13,20,10,0.0,13.4,4,2,04:17 AM,06:35 PM,05:42 AM,08:13 PM,10,14,15,14,17,53,75,0.0,1024,20,9,111,13,Australia
2020-12-14,22,12,0.0,12.4,4,0,05:01 AM,07:48 PM,05:43 AM,08:13 PM,12,17,18,17,15,62,74,0.1,1019,22,10,96,11,Australia
2020-12-15,22,15,0.0,13.4,4,0,05:53 AM,08:57 PM,05:43 AM,08:14 PM,14,18,18,18,11,58,77,0.0,1015,22,10,117,8,Australia
2020-12-16,24,17,0.0,9.2,5,5,06:51 AM,09:59 PM,05:43 AM,08:15 PM,18,20,20,20,14,85,87,34.0,1011,24,8,109,9,Australia
2020-12-17,28,18,0.0,9.2,5,12,07:54 AM,10:51 PM,05:44 AM,08:15 PM,17,24,24,23,12,85,77,19.8,1006,28,7,288,8,Australia
2020-12-18,27,17,0.0,14.5,6,20,08:59 AM,11:35 PM,05:44 AM,08:16 PM,10,23,23,22,19,13,55,0.0,1007,27,10,289,14,Australia
2020-12-19,23,13,0.0,12.4,4,27,10:04 AM,No moonset,05:44 AM,08:16 PM,10,17,17,17,14,54,70,0.8,1014,23,10,72,11,Australia
2020-12-20,24,14,0.0,12.4,5,34,11:06 AM,12:12 AM,05:45 AM,08:17 PM,9,19,20,19,12,49,65,2.4,1013,24,10,175,10,Australia
2020-12-21,24,11,0.0,13.4,5,41,12:05 PM,12:43 AM,05:45 AM,08:17 PM,10,17,18,17,10,50,71,4.0,1010,24,10,185,8,Australia
2020-12-22,20,13,0.0,12.4,4,49,01:03 PM,01:11 AM,05:46 AM,08:18 PM,9,15,16,15,26,58,68,17.9,1003,20,9,287,21,Australia
2020-12-23,23,9,0.0,14.5,5,56,01:58 PM,01:38 AM,05:46 AM,08:18 PM,9,16,16,16,12,35,67,0.2,1012,23,10,213,9,Australia
2020-12-24,25,11,0.0,14.5,6,63,02:54 PM,02:03 AM,05:47 AM,08:19 PM,10,19,19,19,13,28,64,0.0,1015,25,10,194,10,Australia
2020-12-25,20,12,0.0,12.4,4,70,03:50 PM,02:29 AM,05:47 AM,08:19 PM,10,15,16,15,14,59,71,0.0,1018,20,10,89,11,Australia
2020-12-26,23,12,0.0,9.2,4,78,04:46 PM,02:57 AM,05:48 AM,08:19 PM,11,17,19,17,11,85,70,2.6,1017,23,9,113,8,Australia
2020-12-27,29,13,0.0,14.5,5,85,05:45 PM,03:28 AM,05:49 AM,08:20 PM,10,22,22,22,15,22,57,0.2,1010,29,8,260,11,Australia
2020-12-28,28,16,0.0,12.4,6,92,06:43 PM,04:03 AM,05:49 AM,08:20 PM,11,23,23,23,18,55,57,1.9,1007,28,10,244,15,Australia
2020-12-29,23,13,0.0,11.3,4,100,07:41 PM,04:43 AM,05:50 AM,08:20 PM,12,18,19,18,14,77,73,0.2,1013,23,10,99,12,Australia
2020-12-30,22,15,0.0,11.3,4,100,08:37 PM,05:30 AM,05:51 AM,08:21 PM,13,17,18,17,13,73,77,0.1,1017,22,10,103,11,Australia
2020-12-31,25,13,0.0,14.5,6,89,09:28 PM,06:24 AM,05:51 AM,08:21 PM,11,19,20,19,15,35,67,0.0,1018,25,10,94,12,Australia
2021-01-01,22,14,0.0,14.5,5,79,10:14 PM,07:24 AM,05:52 AM,08:21 PM,10,17,19,17,18,49,68,0.0,1019,22,10,103,15,Australia
2021-01-02,24,10,0.0,14.5,5,71,10:55 PM,08:27 AM,05:53 AM,08:21 PM,10,17,18,17,13,49,69,0.2,1014,24,9,92,11,Australia
2021-01-03,20,15,0.0,9.2,4,64,11:31 PM,09:33 AM,05:54 AM,08:21 PM,15,17,17,17,10,90,89,38.4,1008,20,8,77,7,Australia
2021-01-04,21,16,0.0,10.2,4,57,No moonrise,10:38 AM,05:54 AM,08:21 PM,14,18,18,18,7,58,79,4.7,1006,21,9,194,5,Australia
2021-01-05,25,15,0.0,9.2,5,50,12:04 AM,11:44 AM,05:55 AM,08:21 PM,13,20,20,20,11,81,68,1.5,1008,25,10,210,8,Australia
2021-01-06,21,12,0.0,12.4,4,42,12:35 AM,12:50 PM,05:56 AM,08:21 PM,12,16,16,16,16,55,79,2.9,1014,21,10,127,12,Australia
2021-01-07,20,10,0.0,12.4,4,35,01:06 AM,01:57 PM,05:57 AM,08:21 PM,9,14,15,14,18,49,72,0.2,1021,20,10,129,14,Australia
2021-01-08,23,9,0.0,14.5,5,28,01:38 AM,03:06 PM,05:58 AM,08:21 PM,8,15,17,15,17,7,65,0.0,1023,23,10,114,13,Australia
2021-01-09,27,10,0.0,14.5,6,20,02:13 AM,04:16 PM,05:59 AM,08:21 PM,9,19,20,19,9,16,62,0.0,1021,27,10,83,6,Australia
2021-01-10,30,14,0.0,14.2,7,13,02:53 AM,05:27 PM,06:00 AM,08:21 PM,12,23,23,22,8,13,59,0.0,1019,30,10,196,5,Australia
2021-01-11,31,15,0.0,14.2,7,6,03:40 AM,06:36 PM,06:00 AM,08:21 PM,9,24,24,24,9,9,45,0.0,1016,31,10,248,6,Australia
2021-01-12,31,17,0.0,11.6,7,0,04:33 AM,07:41 PM,06:01 AM,08:21 PM,9,26,26,25,9,7,43,0.0,1013,31,10,189,7,Australia
2021-01-13,32,15,0.0,11.6,7,0,05:34 AM,08:37 PM,06:02 AM,08:21 PM,11,25,25,24,12,12,55,0.0,1014,32,10,184,8,Australia
2021-01-14,31,19,0.0,11.6,7,1,06:38 AM,09:26 PM,06:03 AM,08:20 PM,8,26,26,26,16,6,37,0.0,1010,31,10,193,12,Australia
2021-01-15,25,13,0.0,11.6,6,8,07:44 AM,10:06 PM,06:04 AM,08:20 PM,5,20,20,20,20,4,49,0.0,1007,25,10,240,15,Australia
2021-01-16,23,7,0.0,11.6,5,16,08:49 AM,10:40 PM,06:05 AM,08:20 PM,0,15,15,15,20,2,40,0.0,1009,23,10,274,14,Australia
2021-01-17,26,10,0.0,11.6,6,23,09:51 AM,11:11 PM,06:06 AM,08:20 PM,5,19,19,19,11,5,50,0.0,1014,26,10,216,9,Australia
2021-01-18,28,10,0.0,11.6,5,30,10:50 AM,11:38 PM,06:07 AM,08:19 PM,6,20,20,20,13,16,54,0.0,1013,28,9,217,10,Australia
2021-01-19,28,12,0.0,11.6,6,38,11:47 AM,No moonset,06:08 AM,08:19 PM,8,19,20,19,15,22,61,0.0,1016,28,10,115,11,Australia
2021-01-20,25,10,0.0,11.6,5,45,12:43 PM,12:04 AM,06:09 AM,08:18 PM,6,17,18,17,15,18,57,0.0,1021,25,10,89,12,Australia
2021-01-21,29,9,0.0,11.6,6,52,01:39 PM,12:30 AM,06:10 AM,08:18 PM,8,21,21,21,12,15,54,0.0,1015,29,10,219,9,Australia
2021-01-22,30,16,0.0,11.6,7,59,02:35 PM,12:57 AM,06:11 AM,08:17 PM,10,24,24,23,15,18,47,0.0,1009,30,10,251,12,Australia
2021-01-23,34,15,0.0,11.6,7,67,03:33 PM,01:27 AM,06:12 AM,08:17 PM,8,26,26,26,13,4,44,0.0,1010,34,10,241,10,Australia
2021-01-24,36,17,0.0,11.6,8,74,04:31 PM,01:59 AM,06:13 AM,08:16 PM,10,28,28,28,13,4,44,0.0,1010,36,10,226,9,Australia
2021-01-25,34,19,0.0,11.6,7,81,05:29 PM,02:37 AM,06:14 AM,08:16 PM,10,27,27,27,12,11,40,0.0,1006,34,10,234,9,Australia
2021-01-26,29,21,0.0,10.5,7,88,06:26 PM,03:21 AM,06:15 AM,08:15 PM,10,24,24,24,18,30,43,0.3,1002,29,10,260,13,Australia
2021-01-27,23,17,0.0,9.3,5,96,07:20 PM,04:12 AM,06:16 AM,08:14 PM,14,20,21,20,17,72,75,2.6,1012,23,10,95,14,Australia
2021-01-28,18,13,0.0,7.0,4,100,08:08 PM,05:11 AM,06:17 AM,08:14 PM,11,15,16,15,23,83,76,1.5,1020,18,10,117,19,Australia
2021-01-29,16,13,0.0,7.0,4,90,08:52 PM,06:14 AM,06:18 AM,08:13 PM,13,14,15,14,14,95,89,16.0,1017,16,9,92,11,Australia
2021-01-30,25,13,0.0,7.0,5,82,09:31 PM,07:21 AM,06:19 AM,08:12 PM,16,19,20,19,14,85,84,16.2,1011,25,9,211,10,Australia
2021-01-31,24,17,0.0,8.1,5,79,10:05 PM,08:28 AM,06:21 AM,08:12 PM,15,20,22,20,14,70,77,1.0,1015,24,10,83,11,Australia
2021-02-01,27,16,0.0,10.4,6,63,10:37 PM,09:36 AM,06:22 AM,08:11 PM,13,22,22,21,13,47,70,5.9,1013,27,10,178,10,Australia
2021-02-02,23,14,0.0,6.9,4,55,11:09 PM,10:43 AM,06:23 AM,08:10 PM,13,18,19,18,10,76,78,8.1,1012,23,9,131,7,Australia
2021-02-03,23,10,0.0,11.6,5,48,11:40 PM,11:50 AM,06:24 AM,08:09 PM,8,16,17,16,11,20,65,0.0,1013,23,10,150,8,Australia
2021-02-04,26,12,0.0,10.4,6,40,No moonrise,12:58 PM,06:25 AM,08:08 PM,12,20,20,19,12,48,69,0.9,1010,26,10,174,9,Australia
2021-02-05,23,17,0.0,8.1,5,33,12:14 AM,02:06 PM,06:26 AM,08:08 PM,16,20,20,20,10,67,79,8.0,1008,23,9,104,6,Australia
2021-02-06,23,16,0.0,10.4,5,25,12:51 AM,03:16 PM,06:27 AM,08:07 PM,14,19,20,19,24,47,75,41.1,1003,23,8,266,17,Australia
2021-02-07,25,13,0.0,10.4,6,18,01:35 AM,04:24 PM,06:28 AM,08:06 PM,12,19,20,19,13,27,68,0.4,1006,25,9,243,9,Australia
