date_time,Kazakhstan_maxtempC,Kazakhstan_mintempC,Kazakhstan_totalSnow_cm,Kazakhstan_sunHour,Kazakhstan_uvIndex,Kazakhstan_moon_illumination,Kazakhstan_moonrise,Kazakhstan_moonset,Kazakhstan_sunrise,Kazakhstan_sunset,Kazakhstan_DewPointC,Kazakhstan_FeelsLikeC,Kazakhstan_HeatIndexC,Kazakhstan_WindChillC,Kazakhstan_WindGustKmph,Kazakhstan_cloudcover,Kazakhstan_humidity,Kazakhstan_precipMM,Kazakhstan_pressure,Kazakhstan_tempC,Kazakhstan_visibility,Kazakhstan_winddirDegree,Kazakhstan_windspeedKmph,Kazakhstan_location
2020-01-01,-4,-14,0.2,2.0,1,37,12:47 PM,11:46 PM,09:19 AM,05:17 PM,-8,-17,-9,-17,50,100,92,2.0,1016,-4,3,217,33,Kazakhstan
2020-01-02,-4,-14,0.0,3.9,1,44,01:04 PM,No moonset,09:19 AM,05:18 PM,-5,-11,-5,-11,50,90,91,3.8,1019,-4,4,214,34,Kazakhstan
2020-01-03,-3,-9,0.7,2.0,1,51,01:21 PM,12:51 AM,09:18 AM,05:19 PM,-6,-11,-5,-11,33,100,95,1.9,1021,-3,3,228,21,Kazakhstan
2020-01-04,-4,-11,0.5,2.0,1,59,01:38 PM,01:58 AM,09:18 AM,05:20 PM,-8,-14,-8,-14,31,93,95,0.6,1025,-4,8,207,18,Kazakhstan
2020-01-05,-5,-11,0.0,2.0,1,66,01:56 PM,03:05 AM,09:18 AM,05:21 PM,-8,-14,-8,-14,31,98,95,0.0,1024,-5,9,202,17,Kazakhstan
2020-01-06,-6,-11,0.0,3.9,1,73,02:17 PM,04:13 AM,09:18 AM,05:23 PM,-9,-12,-8,-12,15,79,93,0.0,1026,-6,8,160,8,Kazakhstan
2020-01-07,-9,-13,0.0,2.0,1,80,02:43 PM,05:24 AM,09:17 AM,05:24 PM,-13,-14,-11,-14,11,99,84,0.0,1028,-9,10,176,6,Kazakhstan
2020-01-08,-14,-22,0.0,2.0,1,88,03:16 PM,06:36 AM,09:17 AM,05:25 PM,-16,-20,-16,-20,15,74,93,0.0,1033,-14,6,224,7,Kazakhstan
2020-01-09,-16,-23,0.0,2.0,1,95,03:59 PM,07:46 AM,09:16 AM,05:27 PM,-19,-26,-19,-26,22,98,97,0.0,1035,-16,2,206,11,Kazakhstan
2020-01-10,-13,-20,0.0,2.0,1,100,04:54 PM,08:51 AM,09:16 AM,05:28 PM,-17,-22,-16,-22,22,75,91,0.0,1031,-13,8,192,11,Kazakhstan
2020-01-11,-11,-17,0.0,2.0,1,100,06:02 PM,09:46 AM,09:15 AM,05:29 PM,-15,-20,-13,-20,23,75,88,0.0,1025,-11,10,191,11,Kazakhstan
2020-01-12,-12,-17,0.0,2.0,1,83,07:20 PM,10:31 AM,09:15 AM,05:31 PM,-14,-19,-13,-19,20,76,94,0.0,1021,-12,4,218,11,Kazakhstan
2020-01-13,-13,-18,0.3,2.0,1,76,08:42 PM,11:06 AM,09:14 AM,05:32 PM,-16,-24,-16,-24,27,96,96,0.3,1021,-13,8,224,15,Kazakhstan
2020-01-14,-9,-16,0.1,2.1,1,69,10:05 PM,11:35 AM,09:13 AM,05:34 PM,-12,-20,-12,-20,43,100,93,1.3,1018,-9,6,210,28,Kazakhstan
2020-01-15,-5,-12,1.4,2.1,1,61,11:27 PM,11:59 AM,09:13 AM,05:35 PM,-8,-14,-6,-14,37,100,94,3.8,1017,-5,2,234,24,Kazakhstan
2020-01-16,-16,-23,0.6,2.1,1,54,No moonrise,12:20 PM,09:12 AM,05:37 PM,-16,-24,-17,-24,34,97,95,0.7,1031,-16,6,237,21,Kazakhstan
2020-01-17,-5,-13,0.0,2.1,1,47,12:47 AM,12:41 PM,09:11 AM,05:38 PM,-7,-15,-7,-15,58,100,93,9.7,1020,-5,0,235,40,Kazakhstan
2020-01-18,-4,-8,3.4,2.1,1,40,02:07 AM,01:02 PM,09:10 AM,05:40 PM,-6,-12,-5,-12,31,99,95,7.0,1024,-4,3,238,21,Kazakhstan
2020-01-19,-9,-14,0.7,2.1,1,32,03:26 AM,01:26 PM,09:09 AM,05:41 PM,-11,-17,-10,-17,25,100,96,0.8,1023,-9,8,243,15,Kazakhstan
2020-01-20,-11,-14,0.3,2.1,1,25,04:43 AM,01:54 PM,09:08 AM,05:43 PM,-13,-17,-13,-17,14,100,96,0.4,1025,-11,8,179,9,Kazakhstan
2020-01-21,-10,-16,5.5,2.1,1,18,05:58 AM,02:29 PM,09:07 AM,05:45 PM,-11,-18,-11,-18,30,100,94,6.5,1017,-10,3,229,21,Kazakhstan
2020-01-22,-8,-16,1.6,2.1,1,11,07:06 AM,03:12 PM,09:06 AM,05:46 PM,-10,-17,-10,-17,43,100,91,3.0,1016,-8,1,219,29,Kazakhstan
2020-01-23,-2,-7,0.0,2.1,1,3,08:06 AM,04:04 PM,09:05 AM,05:48 PM,-5,-12,-4,-12,67,100,89,3.8,1009,-2,0,214,46,Kazakhstan
2020-01-24,-2,-3,0.1,2.1,1,0,08:56 AM,05:04 PM,09:04 AM,05:50 PM,-3,-10,-2,-10,50,100,92,5.1,1007,-2,4,215,34,Kazakhstan
2020-01-25,-3,-15,6.5,2.1,1,0,09:35 AM,06:09 PM,09:02 AM,05:51 PM,-9,-16,-8,-16,31,99,95,7.6,1011,-3,4,236,20,Kazakhstan
2020-01-26,-7,-16,0.0,2.1,1,4,10:06 AM,07:17 PM,09:01 AM,05:53 PM,-12,-20,-12,-20,54,98,89,0.4,1016,-7,8,207,36,Kazakhstan
2020-01-27,-4,-9,0.2,3.2,1,11,10:30 AM,08:24 PM,09:00 AM,05:55 PM,-7,-15,-6,-15,53,97,91,5.6,1006,-4,4,219,36,Kazakhstan
2020-01-28,-5,-14,0.9,3.4,1,18,10:51 AM,09:32 PM,08:58 AM,05:56 PM,-11,-18,-10,-18,38,100,93,3.6,1011,-5,3,242,26,Kazakhstan
2020-01-29,-21,-27,0.0,3.4,1,26,11:09 AM,10:37 PM,08:57 AM,05:58 PM,-24,-33,-24,-33,26,82,97,0.0,1036,-21,8,240,14,Kazakhstan
2020-01-30,-15,-25,0.0,9.4,1,33,11:26 AM,11:44 PM,08:56 AM,06:00 PM,-23,-27,-21,-27,15,38,86,0.0,1039,-15,8,173,7,Kazakhstan
2020-01-31,-11,-20,0.0,9.5,1,37,11:43 AM,No moonset,08:54 AM,06:02 PM,-20,-23,-16,-23,19,46,72,0.0,1034,-11,10,161,10,Kazakhstan
2020-02-01,-8,-16,0.0,9.5,1,49,12:00 PM,12:49 AM,08:53 AM,06:03 PM,-16,-18,-12,-18,21,50,73,0.0,1028,-8,10,158,10,Kazakhstan
2020-02-02,-8,-14,0.0,9.5,2,57,12:19 PM,01:56 AM,08:51 AM,06:05 PM,-14,-18,-12,-18,25,20,83,0.0,1021,-8,10,180,13,Kazakhstan
2020-02-03,-5,-10,0.3,4.8,1,64,12:42 PM,03:05 AM,08:50 AM,06:07 PM,-8,-12,-7,-12,24,91,90,0.3,1014,-5,9,200,13,Kazakhstan
2020-02-04,-3,-11,0.6,4.8,1,72,01:11 PM,04:14 AM,08:48 AM,06:09 PM,-8,-13,-7,-13,32,92,94,0.7,1017,-3,8,212,19,Kazakhstan
2020-02-05,1,-7,0.0,4.8,1,79,01:48 PM,05:24 AM,08:46 AM,06:10 PM,-3,-8,-3,-8,34,99,92,0.0,1016,1,10,201,22,Kazakhstan
2020-02-06,-1,-13,0.4,4.8,1,87,02:36 PM,06:31 AM,08:45 AM,06:12 PM,-6,-12,-5,-12,41,98,91,1.7,1016,-1,6,227,27,Kazakhstan
2020-02-07,-1,-7,0.0,4.9,1,95,03:38 PM,07:31 AM,08:43 AM,06:14 PM,-5,-11,-4,-11,44,100,91,5.2,1019,-1,2,206,29,Kazakhstan
2020-02-08,2,1,0.0,6.6,1,100,04:51 PM,08:21 AM,08:41 AM,06:16 PM,-1,-5,1,-5,49,73,85,0.3,1006,2,10,206,31,Kazakhstan
2020-02-09,0,-10,16.3,4.9,1,100,06:14 PM,09:02 AM,08:40 AM,06:18 PM,-3,-8,-2,-8,25,100,97,21.3,1000,0,4,134,16,Kazakhstan
2020-02-10,-14,-19,1.3,4.9,1,83,07:40 PM,09:34 AM,08:38 AM,06:19 PM,-16,-21,-16,-21,15,100,95,1.5,1018,-14,7,256,9,Kazakhstan
2020-02-11,-16,-25,0.0,9.9,1,75,09:05 PM,10:00 AM,08:36 AM,06:21 PM,-22,-31,-21,-31,29,48,89,0.0,1031,-16,8,222,16,Kazakhstan
2020-02-12,-10,-20,0.0,9.9,2,68,10:30 PM,10:23 AM,08:34 AM,06:23 PM,-19,-24,-16,-24,27,16,77,0.0,1030,-10,10,149,14,Kazakhstan
2020-02-13,-4,-12,0.3,5.0,1,60,11:53 PM,10:45 AM,08:32 AM,06:25 PM,-10,-17,-8,-17,43,87,86,1.6,1019,-4,4,169,28,Kazakhstan
2020-02-14,-9,-18,0.3,10.0,2,53,No moonrise,11:06 AM,08:31 AM,06:27 PM,-15,-22,-14,-22,36,48,87,0.3,1033,-9,9,193,20,Kazakhstan
2020-02-15,-3,-10,0.0,6.6,1,45,01:14 AM,11:30 AM,08:29 AM,06:28 PM,-9,-13,-7,-13,25,82,86,0.0,1031,-3,10,131,13,Kazakhstan
2020-02-16,-3,-9,3.4,5.0,1,38,02:33 AM,11:57 AM,08:27 AM,06:30 PM,-8,-12,-7,-12,22,97,89,4.0,1030,-3,5,150,13,Kazakhstan
2020-02-17,-11,-14,1.2,5.0,1,30,03:50 AM,12:29 PM,08:25 AM,06:32 PM,-13,-20,-12,-20,30,100,94,1.4,1032,-11,5,233,20,Kazakhstan
2020-02-18,-13,-22,0.5,5.1,1,22,05:00 AM,01:10 PM,08:23 AM,06:34 PM,-14,-22,-15,-22,33,100,95,0.8,1035,-13,5,232,21,Kazakhstan
2020-02-19,-5,-14,0.0,5.1,1,15,06:02 AM,01:58 PM,08:21 AM,06:36 PM,-7,-14,-7,-14,48,100,93,13.1,1028,-5,0,247,34,Kazakhstan
2020-02-20,-7,-12,0.0,10.2,1,7,06:54 AM,02:55 PM,08:19 AM,06:38 PM,-11,-17,-9,-17,38,53,86,0.0,1030,-7,10,222,23,Kazakhstan
2020-02-21,-5,-12,0.0,10.0,1,0,07:35 AM,03:58 PM,08:17 AM,06:39 PM,-11,-14,-9,-14,20,47,85,0.0,1024,-5,10,169,10,Kazakhstan
2020-02-22,-7,-9,1.5,5.1,1,0,08:08 AM,05:05 PM,08:15 AM,06:41 PM,-8,-14,-8,-14,26,97,94,1.8,1022,-7,6,35,17,Kazakhstan
2020-02-23,-5,-12,0.3,6.8,1,0,08:34 AM,06:12 PM,08:13 AM,06:43 PM,-9,-12,-9,-12,12,77,95,0.4,1032,-5,7,285,6,Kazakhstan
2020-02-24,-8,-16,0.0,10.0,1,0,08:56 AM,07:20 PM,08:11 AM,06:45 PM,-14,-18,-13,-18,14,53,94,0.0,1028,-8,5,175,7,Kazakhstan
2020-02-25,-6,-15,0.0,5.2,1,8,09:15 AM,08:26 PM,08:09 AM,06:46 PM,-12,-18,-11,-18,25,68,90,0.0,1024,-6,10,171,14,Kazakhstan
2020-02-26,2,-6,0.0,6.8,1,15,09:32 AM,09:33 PM,08:07 AM,06:48 PM,-3,-8,-2,-8,41,72,92,4.4,1013,2,10,158,23,Kazakhstan
2020-02-27,-1,-4,7.1,5.2,1,23,09:48 AM,10:38 PM,08:05 AM,06:50 PM,-4,-10,-3,-10,50,100,92,11.1,1008,-1,2,239,34,Kazakhstan
2020-02-28,-1,-10,0.0,5.2,1,30,10:05 AM,11:44 PM,08:03 AM,06:52 PM,-6,-13,-6,-13,32,92,94,0.7,1028,-1,9,245,21,Kazakhstan
2020-02-29,-1,-9,0.0,10.5,2,38,10:23 AM,No moonset,08:01 AM,06:54 PM,-6,-10,-5,-10,25,30,90,0.0,1031,-1,10,183,13,Kazakhstan
2020-03-01,1,-4,0.0,8.5,1,44,10:43 AM,12:51 AM,07:59 AM,06:55 PM,-5,-7,-2,-7,29,36,82,0.0,1023,1,10,169,14,Kazakhstan
2020-03-02,-2,-8,0.9,5.5,1,51,11:09 AM,01:59 AM,07:57 AM,06:57 PM,-6,-10,-5,-10,23,71,92,1.1,1018,-2,7,186,14,Kazakhstan
2020-03-03,-5,-12,1.8,11.1,1,58,11:41 AM,03:08 AM,07:54 AM,06:59 PM,-9,-13,-7,-13,24,41,88,2.1,1028,-5,8,186,14,Kazakhstan
2020-03-04,-6,-13,0.0,11.5,2,65,12:22 PM,04:14 AM,07:52 AM,07:01 PM,-11,-17,-10,-17,28,36,92,0.0,1030,-6,10,233,15,Kazakhstan
2020-03-05,-5,-12,0.0,7.2,1,73,01:16 PM,05:16 AM,07:50 AM,07:02 PM,-10,-15,-9,-15,21,56,90,0.0,1024,-5,10,253,11,Kazakhstan
2020-03-06,-12,-19,0.4,7.2,1,80,02:23 PM,06:10 AM,07:48 AM,07:04 PM,-16,-23,-15,-23,25,75,93,0.5,1035,-12,8,228,15,Kazakhstan
2020-03-07,-13,-22,0.0,11.6,1,87,03:41 PM,06:54 AM,07:46 AM,07:06 PM,-19,-26,-18,-26,23,50,93,0.0,1048,-13,5,218,13,Kazakhstan
2020-03-08,-8,-16,0.0,10.2,1,95,05:05 PM,07:30 AM,07:44 AM,07:08 PM,-16,-22,-13,-22,43,45,76,0.0,1044,-8,10,238,24,Kazakhstan
2020-03-09,-4,-13,0.0,5.8,1,100,06:32 PM,07:58 AM,07:42 AM,07:09 PM,-13,-17,-9,-17,40,73,71,0.0,1035,-4,10,232,23,Kazakhstan
2020-03-10,-3,-8,1.3,5.9,1,100,08:00 PM,08:23 AM,07:39 AM,07:11 PM,-7,-11,-6,-11,18,100,92,1.5,1030,-3,5,231,12,Kazakhstan
2020-03-11,-4,-10,0.1,11.6,2,84,09:27 PM,08:45 AM,07:37 AM,07:13 PM,-10,-13,-7,-13,22,26,84,0.1,1031,-4,9,184,12,Kazakhstan
2020-03-12,-2,-12,0.0,11.6,2,76,10:52 PM,09:07 AM,07:35 AM,07:14 PM,-11,-12,-7,-12,21,1,72,0.0,1031,-2,10,195,11,Kazakhstan
2020-03-13,-4,-10,0.0,11.6,2,69,No moonrise,09:31 AM,07:33 AM,07:16 PM,-11,-13,-8,-13,24,5,77,0.0,1026,-4,10,193,13,Kazakhstan
2020-03-14,1,-9,0.0,11.6,2,62,12:16 AM,09:57 AM,07:30 AM,07:18 PM,-6,-11,-4,-11,45,18,84,0.0,1018,1,10,209,25,Kazakhstan
2020-03-15,1,-9,0.0,10.2,1,55,01:37 AM,10:28 AM,07:28 AM,07:20 PM,-1,-6,-1,-6,36,59,93,0.0,1017,1,10,201,21,Kazakhstan
2020-03-16,1,-2,0.0,7.4,1,47,02:52 AM,11:07 AM,07:26 AM,07:21 PM,-0,-3,0,-3,22,79,95,0.3,1020,1,4,164,13,Kazakhstan
2020-03-17,2,-4,0.0,8.8,1,40,03:58 AM,11:53 AM,07:24 AM,07:23 PM,-0,-4,0,-4,27,67,95,0.1,1019,2,9,211,15,Kazakhstan
2020-03-18,-2,-7,0.0,11.6,1,33,04:53 AM,12:48 PM,07:21 AM,07:25 PM,-6,-11,-5,-11,27,48,92,0.0,1028,-2,10,250,18,Kazakhstan
2020-03-19,-2,-9,0.3,6.0,1,25,05:38 AM,01:50 PM,07:19 AM,07:26 PM,-6,-11,-6,-11,26,94,96,0.3,1026,-2,10,236,18,Kazakhstan
2020-03-20,-0,-9,0.0,10.2,1,18,06:12 AM,02:56 PM,07:17 AM,07:28 PM,-6,-11,-5,-11,34,17,87,0.0,1019,-0,10,214,19,Kazakhstan
2020-03-21,1,-8,0.0,7.5,1,11,06:40 AM,04:03 PM,07:15 AM,07:30 PM,-3,-8,-3,-8,43,60,88,1.5,1006,1,9,198,24,Kazakhstan
2020-03-22,-1,-3,0.1,6.1,1,4,07:02 AM,05:11 PM,07:12 AM,07:31 PM,-3,-8,-2,-8,41,100,89,1.4,1018,-1,4,256,29,Kazakhstan
2020-03-23,-3,-10,1.0,6.1,1,0,07:22 AM,06:17 PM,07:10 AM,07:33 PM,-7,-11,-6,-11,23,90,93,1.2,1033,-3,7,272,15,Kazakhstan
2020-03-24,-6,-12,0.1,11.6,1,0,07:39 AM,07:23 PM,07:08 AM,07:35 PM,-11,-16,-10,-16,23,46,93,0.1,1042,-6,10,49,13,Kazakhstan
2020-03-25,-6,-15,0.0,11.6,2,3,07:55 AM,08:29 PM,07:05 AM,07:36 PM,-13,-13,-11,-13,9,7,87,0.0,1046,-6,10,70,5,Kazakhstan
2020-03-26,-4,-15,0.0,11.6,2,11,08:11 AM,09:36 PM,07:03 AM,07:38 PM,-13,-15,-10,-15,16,22,79,0.0,1039,-4,10,172,9,Kazakhstan
2020-03-27,-2,-12,0.1,8.9,1,18,08:28 AM,10:42 PM,07:01 AM,07:40 PM,-10,-14,-7,-14,34,54,81,0.1,1026,-2,9,235,20,Kazakhstan
2020-03-28,-1,-6,0.6,6.4,1,25,08:47 AM,11:51 PM,06:59 AM,07:41 PM,-4,-8,-4,-8,20,91,94,0.7,1025,-1,7,299,13,Kazakhstan
2020-03-29,-2,-10,0.3,6.4,1,32,09:11 AM,No moonset,06:56 AM,07:43 PM,-5,-10,-5,-10,21,87,94,0.3,1031,-2,8,251,13,Kazakhstan
2020-03-30,-1,-8,0.0,11.6,2,40,09:40 AM,12:58 AM,06:54 AM,07:45 PM,-6,-8,-4,-8,18,12,87,0.0,1029,-1,10,187,10,Kazakhstan
2020-03-31,1,-7,0.0,10.3,1,44,10:16 AM,02:05 AM,06:52 AM,07:46 PM,-6,-7,-3,-7,22,13,79,0.0,1023,1,9,117,11,Kazakhstan
2020-04-01,2,-8,0.0,10.3,1,56,11:03 AM,03:07 AM,06:49 AM,07:48 PM,-4,-7,-2,-7,35,29,81,0.0,1014,2,10,160,18,Kazakhstan
2020-04-02,4,-5,0.0,6.5,1,64,12:03 PM,04:02 AM,06:47 AM,07:50 PM,2,-2,2,-2,39,99,96,1.8,1012,4,9,203,21,Kazakhstan
2020-04-03,6,-1,0.0,11.6,1,71,01:14 PM,04:49 AM,06:45 AM,07:51 PM,-0,0,2,0,14,33,85,0.0,1025,6,7,174,8,Kazakhstan
2020-04-04,12,2,0.0,11.6,3,79,02:33 PM,05:26 AM,06:43 AM,07:53 PM,3,4,7,4,26,13,81,0.0,1025,12,10,123,14,Kazakhstan
2020-04-05,12,4,0.0,9.1,2,87,03:58 PM,05:57 AM,06:40 AM,07:54 PM,4,5,8,5,31,39,75,0.6,1016,12,8,192,20,Kazakhstan
2020-04-06,11,3,0.0,7.8,2,94,05:24 PM,06:22 AM,06:38 AM,07:56 PM,3,5,7,5,22,52,77,0.6,1016,11,9,224,14,Kazakhstan
2020-04-07,9,0,0.0,9.1,2,100,06:51 PM,06:45 AM,06:36 AM,07:58 PM,-1,-0,5,-0,50,75,64,2.4,1004,9,9,205,36,Kazakhstan
2020-04-08,3,-2,0.0,10.4,1,100,08:19 PM,07:07 AM,06:34 AM,07:59 PM,-9,-6,1,-6,41,51,51,0.1,1017,3,9,244,32,Kazakhstan
2020-04-09,4,-2,2.1,8.0,1,83,09:46 PM,07:30 AM,06:32 AM,08:01 PM,-6,-4,1,-4,26,47,60,2.5,1026,4,9,230,18,Kazakhstan
2020-04-10,8,-0,0.0,11.6,2,76,11:12 PM,07:54 AM,06:29 AM,08:02 PM,-3,0,4,0,22,25,61,0.1,1030,8,10,220,15,Kazakhstan
2020-04-11,11,1,0.0,11.6,3,68,No moonrise,08:23 AM,06:27 AM,08:04 PM,-2,4,6,4,19,26,57,0.0,1027,11,10,151,12,Kazakhstan
2020-04-12,10,5,0.0,6.9,2,61,12:33 AM,09:00 AM,06:25 AM,08:06 PM,1,4,7,4,29,75,68,5.3,1016,10,9,147,18,Kazakhstan
2020-04-13,15,7,0.0,11.6,4,53,01:47 AM,09:44 AM,06:23 AM,08:07 PM,1,10,11,10,15,23,54,0.0,1013,15,10,234,10,Kazakhstan
2020-04-14,6,-2,0.0,6.9,2,46,02:48 AM,10:38 AM,06:21 AM,08:09 PM,2,3,6,3,21,70,77,6.2,1018,6,8,223,13,Kazakhstan
2020-04-15,9,0,0.0,8.1,1,38,03:38 AM,11:40 AM,06:19 AM,08:11 PM,-1,0,4,0,32,48,66,0.2,1024,9,10,242,22,Kazakhstan
2020-04-16,14,4,0.0,11.6,4,30,04:16 AM,12:45 PM,06:17 AM,08:12 PM,-0,7,9,7,27,26,54,0.0,1026,14,10,220,16,Kazakhstan
2020-04-17,17,6,0.0,11.6,4,23,04:46 AM,01:53 PM,06:14 AM,08:14 PM,-0,10,12,10,27,5,45,0.0,1022,17,10,175,17,Kazakhstan
2020-04-18,19,8,0.0,11.6,4,15,05:09 AM,03:01 PM,06:12 AM,08:16 PM,0,12,13,12,31,11,42,0.0,1019,19,10,182,19,Kazakhstan
2020-04-19,19,9,0.0,11.6,4,8,05:29 AM,04:08 PM,06:10 AM,08:17 PM,2,13,14,13,9,11,45,0.0,1021,19,10,144,5,Kazakhstan
2020-04-20,23,11,0.0,11.6,5,0,05:46 AM,05:14 PM,06:08 AM,08:19 PM,3,17,17,17,17,7,41,0.0,1023,23,10,126,11,Kazakhstan
2020-04-21,23,13,0.0,10.5,4,0,06:02 AM,06:20 PM,06:06 AM,08:20 PM,1,18,18,18,25,20,34,0.0,1019,23,10,134,15,Kazakhstan
2020-04-22,25,12,0.0,10.5,5,0,06:18 AM,07:27 PM,06:04 AM,08:22 PM,2,18,18,18,27,13,35,0.0,1010,25,10,167,17,Kazakhstan
2020-04-23,17,6,0.0,10.5,3,0,06:34 AM,08:34 PM,06:02 AM,08:24 PM,3,13,14,13,31,39,47,0.3,1007,17,9,235,20,Kazakhstan
2020-04-24,9,2,0.0,8.9,2,7,06:53 AM,09:42 PM,06:00 AM,08:25 PM,5,6,9,6,15,93,78,37.3,1009,9,7,100,11,Kazakhstan
2020-04-25,12,2,0.0,14.5,3,15,07:15 AM,10:51 PM,05:58 AM,08:27 PM,-1,5,8,5,17,24,56,0.1,1021,12,10,253,12,Kazakhstan
2020-04-26,16,6,0.0,14.5,4,22,07:41 AM,11:59 PM,05:56 AM,08:29 PM,0,9,11,9,22,15,47,0.0,1022,16,10,118,15,Kazakhstan
2020-04-27,23,8,0.0,12.4,4,30,08:15 AM,No moonset,05:55 AM,08:30 PM,8,14,15,14,23,49,65,1.0,1012,23,10,136,15,Kazakhstan
2020-04-28,23,14,0.0,10.3,4,37,08:58 AM,01:03 AM,05:53 AM,08:32 PM,13,17,19,17,29,66,70,14.1,1000,23,9,137,18,Kazakhstan
2020-04-29,18,13,0.0,14.5,5,45,09:53 AM,02:00 AM,05:51 AM,08:34 PM,8,15,16,15,35,31,61,0.4,1008,18,9,262,26,Kazakhstan
2020-04-30,13,9,0.0,11.4,3,52,10:58 AM,02:48 AM,05:49 AM,08:35 PM,4,9,12,9,32,63,61,3.1,1016,13,9,256,24,Kazakhstan
2020-05-01,19,9,0.0,14.5,4,58,12:12 PM,03:27 AM,05:47 AM,08:37 PM,5,12,14,12,32,25,56,0.0,1019,19,10,249,22,Kazakhstan
2020-05-02,21,11,0.0,14.5,5,65,01:33 PM,03:59 AM,05:45 AM,08:38 PM,4,16,16,16,14,16,49,0.0,1017,21,10,245,9,Kazakhstan
2020-05-03,21,12,0.0,13.5,4,72,02:56 PM,04:24 AM,05:43 AM,08:40 PM,4,17,17,17,20,27,46,0.9,1010,21,10,217,14,Kazakhstan
2020-05-04,11,4,0.0,13.5,2,80,04:20 PM,04:47 AM,05:42 AM,08:42 PM,0,6,8,6,23,29,55,0.1,1020,11,10,327,18,Kazakhstan
2020-05-05,14,4,0.0,14.5,3,87,05:46 PM,05:08 AM,05:40 AM,08:43 PM,-2,7,9,7,15,5,48,0.0,1028,14,10,265,10,Kazakhstan
2020-05-06,17,6,0.0,14.5,4,94,07:12 PM,05:30 AM,05:38 AM,08:45 PM,-2,9,11,9,15,12,41,0.0,1030,17,10,131,9,Kazakhstan
2020-05-07,20,9,0.0,10.5,4,100,08:39 PM,05:52 AM,05:36 AM,08:46 PM,-2,14,15,14,18,87,33,0.0,1025,20,10,109,11,Kazakhstan
2020-05-08,22,12,0.0,12.5,4,100,10:05 PM,06:19 AM,05:35 AM,08:48 PM,3,17,17,17,34,58,40,0.0,1020,22,10,91,22,Kazakhstan
2020-05-09,23,12,0.0,12.5,4,84,11:25 PM,06:51 AM,05:33 AM,08:50 PM,3,17,18,17,39,44,41,0.0,1016,23,10,88,26,Kazakhstan
2020-05-10,25,13,0.0,14.5,5,77,No moonrise,07:33 AM,05:31 AM,08:51 PM,7,19,20,19,30,29,47,2.3,1012,25,10,135,19,Kazakhstan
2020-05-11,27,16,0.0,14.5,6,70,12:35 AM,08:23 AM,05:30 AM,08:53 PM,8,22,22,22,12,26,42,0.0,1012,27,10,294,8,Kazakhstan
2020-05-12,26,19,0.0,13.5,5,62,01:32 AM,09:24 AM,05:28 AM,08:54 PM,10,23,23,23,11,39,46,0.0,1011,26,10,199,7,Kazakhstan
2020-05-13,29,18,0.0,14.5,7,55,02:16 AM,10:30 AM,05:27 AM,08:56 PM,7,24,24,24,16,16,35,0.0,1009,29,10,143,10,Kazakhstan
2020-05-14,29,18,0.0,14.5,7,48,02:49 AM,11:39 AM,05:25 AM,08:57 PM,8,24,24,24,22,20,39,1.5,1008,29,10,157,14,Kazakhstan
2020-05-15,17,14,0.0,10.6,4,40,03:15 AM,12:48 PM,05:24 AM,08:59 PM,9,15,16,15,36,78,65,1.2,1011,17,9,234,29,Kazakhstan
2020-05-16,23,11,0.0,15.8,4,33,03:36 AM,01:56 PM,05:22 AM,09:00 PM,7,17,18,17,21,37,57,0.3,1014,23,10,249,14,Kazakhstan
2020-05-17,24,15,0.0,15.8,5,26,03:54 AM,03:03 PM,05:21 AM,09:02 PM,6,20,20,20,11,25,43,0.0,1014,24,10,201,7,Kazakhstan
