date_time,Kazakhstan_maxtempC,Kazakhstan_mintempC,Kazakhstan_totalSnow_cm,Kazakhstan_sunHour,Kazakhstan_uvIndex,Kazakhstan_moon_illumination,Kazakhstan_moonrise,Kazakhstan_moonset,Kazakhstan_sunrise,Kazakhstan_sunset,Kazakhstan_DewPointC,Kazakhstan_FeelsLikeC,Kazakhstan_HeatIndexC,Kazakhstan_WindChillC,Kazakhstan_WindGustKmph,Kazakhstan_cloudcover,Kazakhstan_humidity,Kazakhstan_precipMM,Kazakhstan_pressure,Kazakhstan_tempC,Kazakhstan_visibility,Kazakhstan_winddirDegree,Kazakhstan_windspeedKmph,Kazakhstan_location
2020-10-20,16,6,0.0,10.6,4,20,12:17 PM,08:26 PM,07:47 AM,06:11 PM,1,7,9,7,26,7,55,0.0,1020,16,10,209,14,Kazakhstan
2020-10-21,14,6,0.0,10.0,2,27,01:33 PM,09:14 PM,07:48 AM,06:09 PM,-9,7,10,7,32,23,28,0.0,1009,14,10,203,19,Kazakhstan
2020-10-22,6,2,0.2,6.9,1,35,02:35 PM,10:13 PM,07:50 AM,06:07 PM,-2,0,5,0,36,78,60,1.0,1010,6,10,262,27,Kazakhstan
2020-10-23,2,-2,0.6,5.3,1,42,03:23 PM,11:20 PM,07:52 AM,06:05 PM,-7,-5,-0,-5,27,79,59,0.9,1018,2,9,258,20,Kazakhstan
2020-10-24,3,-4,0.1,8.4,1,49,03:58 PM,No moonset,07:54 AM,06:03 PM,-7,-5,-1,-5,22,63,61,0.1,1027,3,10,234,15,Kazakhstan
2020-10-25,4,-6,0.0,5.2,1,56,04:25 PM,12:30 AM,07:55 AM,06:01 PM,-2,-5,1,-5,45,99,76,5.6,1022,4,7,213,31,Kazakhstan
2020-10-26,7,-2,0.0,3.8,2,64,04:46 PM,01:42 AM,07:57 AM,05:59 PM,1,1,5,1,53,78,69,5.2,1013,7,10,202,34,Kazakhstan
2020-10-27,3,-1,2.2,3.7,1,71,05:04 PM,02:52 AM,07:59 AM,05:57 PM,-1,-3,3,-3,36,90,77,4.4,1003,3,7,242,27,Kazakhstan
2020-10-28,-0,-2,0.3,3.6,1,78,05:19 PM,04:01 AM,08:00 AM,05:55 PM,-5,-7,-1,-7,27,93,76,0.4,1021,-0,8,309,21,Kazakhstan
2020-10-29,2,-3,0.3,3.6,1,85,05:34 PM,05:08 AM,08:02 AM,05:53 PM,-5,-6,-1,-6,29,73,76,0.3,1033,2,9,250,19,Kazakhstan
2020-10-30,6,-1,0.0,8.7,2,93,05:49 PM,06:15 AM,08:04 AM,05:51 PM,-4,-3,1,-3,26,8,68,0.0,1034,6,10,265,15,Kazakhstan
2020-10-31,6,-1,0.0,8.7,2,97,06:05 PM,07:22 AM,08:05 AM,05:50 PM,-4,-1,1,-1,12,4,70,0.0,1034,6,10,241,7,Kazakhstan
2020-11-01,7,0,0.0,8.7,2,89,06:23 PM,08:29 AM,08:07 AM,05:48 PM,-6,-0,3,-0,19,29,54,0.0,1028,7,10,211,10,Kazakhstan
2020-11-02,4,1,0.0,3.5,1,81,06:45 PM,09:38 AM,08:09 AM,05:46 PM,-2,0,3,0,14,77,72,1.4,1028,4,9,138,9,Kazakhstan
2020-11-03,3,-2,0.0,7.0,1,74,07:12 PM,10:46 AM,08:11 AM,05:44 PM,-4,-4,-0,-4,16,48,80,0.0,1031,3,10,188,11,Kazakhstan
2020-11-04,2,-4,0.0,7.0,1,66,07:47 PM,11:52 AM,08:12 AM,05:43 PM,-6,-6,-2,-6,21,28,72,0.0,1037,2,10,279,13,Kazakhstan
2020-11-05,6,-1,0.0,8.7,2,58,08:32 PM,12:53 PM,08:14 AM,05:41 PM,-5,-3,1,-3,32,3,62,0.0,1031,6,10,239,19,Kazakhstan
2020-11-06,8,1,0.0,8.7,1,51,09:28 PM,01:46 PM,08:16 AM,05:39 PM,-6,-0,3,-0,27,39,52,0.0,1025,8,10,215,15,Kazakhstan
2020-11-07,10,2,0.0,8.7,3,43,10:34 PM,02:29 PM,08:18 AM,05:38 PM,-9,1,5,1,39,27,36,0.0,1017,10,10,190,22,Kazakhstan
2020-11-08,9,4,0.0,5.2,2,36,11:49 PM,03:04 PM,08:19 AM,05:36 PM,-3,3,7,3,42,83,51,2.1,1005,9,8,216,28,Kazakhstan
2020-11-09,1,-5,0.0,3.4,1,28,No moonrise,03:32 PM,08:21 AM,05:35 PM,-1,-6,1,-6,54,98,83,4.2,1010,1,2,233,39,Kazakhstan
2020-11-10,2,-1,6.4,5.2,1,21,01:08 AM,03:55 PM,08:23 AM,05:33 PM,-2,-4,1,-4,38,72,79,9.7,1014,2,7,240,26,Kazakhstan
2020-11-11,2,-3,3.5,3.4,1,13,02:30 AM,04:15 PM,08:24 AM,05:32 PM,-3,-5,0,-5,36,65,79,9.6,1011,2,6,230,24,Kazakhstan
2020-11-12,-1,-3,0.4,3.4,1,6,03:54 AM,04:34 PM,08:26 AM,05:30 PM,-6,-6,-2,-6,18,73,76,0.5,1017,-1,9,241,13,Kazakhstan
2020-11-13,-3,-6,0.9,3.4,1,0,05:20 AM,04:54 PM,08:28 AM,05:29 PM,-6,-11,-4,-11,32,91,88,1.2,1024,-3,7,220,22,Kazakhstan
2020-11-14,-4,-8,0.0,3.4,1,0,06:48 AM,05:16 PM,08:30 AM,05:27 PM,-8,-13,-6,-13,25,73,89,0.0,1022,-4,10,187,16,Kazakhstan
2020-11-15,-4,-8,2.0,3.4,1,0,08:17 AM,05:43 PM,08:31 AM,05:26 PM,-6,-12,-5,-12,32,96,90,4.3,1018,-4,3,198,23,Kazakhstan
2020-11-16,-6,-12,3.3,3.3,1,2,09:46 AM,06:16 PM,08:33 AM,05:25 PM,-10,-15,-9,-15,22,99,94,3.9,1029,-6,5,194,15,Kazakhstan
2020-11-17,-13,-18,0.3,6.9,1,9,11:09 AM,07:00 PM,08:35 AM,05:23 PM,-15,-20,-14,-20,15,70,95,0.4,1042,-13,6,310,9,Kazakhstan
2020-11-18,-12,-18,0.0,3.3,1,17,12:20 PM,07:56 PM,08:36 AM,05:22 PM,-16,-22,-16,-22,18,88,94,0.0,1042,-12,5,252,10,Kazakhstan
2020-11-19,-11,-16,0.1,3.3,1,24,01:17 PM,09:02 PM,08:38 AM,05:21 PM,-15,-21,-14,-21,24,80,95,0.1,1043,-11,9,218,13,Kazakhstan
2020-11-20,-10,-18,0.2,5.1,1,32,01:58 PM,10:14 PM,08:40 AM,05:20 PM,-13,-20,-13,-20,26,69,95,0.2,1045,-10,10,220,14,Kazakhstan
2020-11-21,-10,-15,0.0,8.7,2,39,02:29 PM,11:28 PM,08:41 AM,05:19 PM,-14,-19,-13,-19,22,8,89,0.0,1043,-10,10,239,11,Kazakhstan
2020-11-22,-7,-14,0.0,3.3,1,47,02:53 PM,No moonset,08:43 AM,05:18 PM,-13,-14,-10,-14,15,75,83,0.0,1038,-7,10,139,8,Kazakhstan
2020-11-23,-8,-11,0.0,3.3,1,54,03:11 PM,12:40 AM,08:44 AM,05:17 PM,-11,-15,-10,-15,18,99,91,0.0,1036,-8,10,54,10,Kazakhstan
2020-11-24,-9,-13,0.0,6.9,1,62,03:28 PM,01:50 AM,08:46 AM,05:16 PM,-12,-15,-11,-15,11,54,92,0.0,1037,-9,10,112,6,Kazakhstan
2020-11-25,-10,-15,0.0,8.7,2,70,03:42 PM,02:57 AM,08:48 AM,05:15 PM,-15,-19,-13,-19,18,6,87,0.0,1037,-10,10,129,9,Kazakhstan
2020-11-26,-9,-15,0.0,8.7,2,77,03:57 PM,04:04 AM,08:49 AM,05:14 PM,-15,-19,-13,-19,23,3,85,0.0,1036,-9,10,159,11,Kazakhstan
2020-11-27,-7,-13,0.0,5.1,1,85,04:12 PM,05:11 AM,08:51 AM,05:13 PM,-11,-15,-10,-15,21,60,87,0.0,1031,-7,10,158,11,Kazakhstan
2020-11-28,-7,-12,0.9,3.2,1,92,04:29 PM,06:18 AM,08:52 AM,05:12 PM,-11,-17,-9,-17,32,97,90,3.3,1028,-7,7,56,20,Kazakhstan
2020-11-29,-11,-16,3.8,3.2,1,100,04:49 PM,07:27 AM,08:54 AM,05:12 PM,-14,-21,-13,-21,26,95,93,4.5,1040,-11,8,340,17,Kazakhstan
2020-11-30,-18,-22,0.0,3.2,1,100,05:15 PM,08:36 AM,08:55 AM,05:11 PM,-20,-26,-20,-26,16,86,98,0.0,1050,-18,1,118,8,Kazakhstan
2020-12-01,-14,-22,0.0,8.5,2,89,05:47 PM,09:44 AM,08:56 AM,05:10 PM,-19,-27,-19,-27,30,44,95,0.0,1051,-14,9,65,15,Kazakhstan
2020-12-02,-12,-17,0.0,8.5,2,82,06:29 PM,10:47 AM,08:58 AM,05:10 PM,-16,-24,-15,-24,38,5,87,0.0,1046,-12,10,75,19,Kazakhstan
2020-12-03,-13,-17,0.0,5.0,1,75,07:22 PM,11:44 AM,08:59 AM,05:09 PM,-18,-24,-16,-24,30,62,86,0.0,1036,-13,10,69,15,Kazakhstan
2020-12-04,-18,-22,0.0,8.1,2,67,08:25 PM,12:30 PM,09:00 AM,05:09 PM,-21,-28,-20,-28,29,18,91,0.0,1035,-18,10,49,14,Kazakhstan
2020-12-05,-19,-23,0.0,2.0,1,60,09:37 PM,01:07 PM,09:02 AM,05:08 PM,-22,-31,-21,-31,29,95,98,0.0,1040,-19,10,53,15,Kazakhstan
2020-12-06,-18,-23,0.0,5.8,1,53,10:53 PM,01:37 PM,09:03 AM,05:08 PM,-22,-28,-21,-28,19,58,96,0.0,1043,-18,5,82,9,Kazakhstan
2020-12-07,-17,-23,0.0,5.8,1,46,No moonrise,02:00 PM,09:04 AM,05:08 PM,-22,-24,-21,-24,9,17,93,0.0,1039,-17,6,230,5,Kazakhstan
2020-12-08,-14,-20,0.0,5.8,2,38,12:12 AM,02:20 PM,09:05 AM,05:07 PM,-18,-26,-17,-26,31,39,91,0.0,1037,-14,10,237,17,Kazakhstan
2020-12-09,-11,-14,1.0,2.0,1,31,01:33 AM,02:39 PM,09:06 AM,05:07 PM,-13,-20,-13,-20,23,96,95,1.2,1034,-11,6,241,15,Kazakhstan
2020-12-10,-13,-16,0.3,2.0,1,24,02:54 AM,02:58 PM,09:07 AM,05:07 PM,-15,-21,-15,-21,20,98,97,0.3,1037,-13,6,252,11,Kazakhstan
2020-12-11,-15,-18,0.1,2.0,1,17,04:17 AM,03:18 PM,09:09 AM,05:07 PM,-17,-21,-16,-21,13,80,98,0.1,1043,-15,1,244,7,Kazakhstan
2020-12-12,-14,-18,0.0,3.9,1,9,05:44 AM,03:41 PM,09:10 AM,05:07 PM,-18,-25,-17,-25,27,49,96,0.0,1043,-14,8,242,14,Kazakhstan
2020-12-13,-11,-16,0.0,2.0,1,2,07:12 AM,04:09 PM,09:10 AM,05:07 PM,-15,-22,-14,-22,31,59,89,0.0,1040,-11,10,244,16,Kazakhstan
2020-12-14,-12,-17,0.0,5.8,2,0,08:38 AM,04:47 PM,09:11 AM,05:07 PM,-15,-22,-14,-22,28,42,93,0.0,1038,-12,10,244,15,Kazakhstan
2020-12-15,-16,-19,0.0,5.8,1,0,09:56 AM,05:37 PM,09:12 AM,05:07 PM,-18,-26,-18,-26,27,42,95,0.0,1040,-16,8,236,14,Kazakhstan
2020-12-16,-15,-19,0.0,5.8,1,5,11:02 AM,06:39 PM,09:13 AM,05:07 PM,-18,-25,-18,-25,27,56,94,0.0,1042,-15,8,219,13,Kazakhstan
2020-12-17,-13,-18,0.0,5.8,1,12,11:52 AM,07:51 PM,09:14 AM,05:08 PM,-17,-24,-15,-24,36,63,85,0.0,1038,-13,10,210,19,Kazakhstan
2020-12-18,-12,-18,0.0,5.8,1,20,12:28 PM,09:06 PM,09:14 AM,05:08 PM,-16,-22,-14,-22,43,37,85,0.0,1030,-12,10,205,24,Kazakhstan
2020-12-19,-10,-14,1.0,2.0,1,27,12:55 PM,10:21 PM,09:15 AM,05:08 PM,-13,-20,-12,-20,34,71,88,1.2,1020,-10,9,204,21,Kazakhstan
2020-12-20,-12,-23,4.1,2.0,1,34,01:17 PM,11:34 PM,09:16 AM,05:09 PM,-17,-23,-16,-23,23,86,94,4.8,1026,-12,3,152,15,Kazakhstan
2020-12-21,-19,-24,0.0,5.8,1,41,01:34 PM,No moonset,09:16 AM,05:09 PM,-23,-32,-21,-32,35,58,90,0.1,1041,-19,10,245,19,Kazakhstan
2020-12-22,-18,-23,0.3,2.0,1,49,01:49 PM,12:43 AM,09:17 AM,05:10 PM,-21,-29,-20,-29,32,95,88,0.3,1037,-18,8,235,21,Kazakhstan
2020-12-23,-15,-21,0.0,3.9,1,56,02:04 PM,01:52 AM,09:17 AM,05:10 PM,-19,-27,-17,-27,35,85,84,0.0,1031,-15,10,229,21,Kazakhstan
2020-12-24,-14,-16,0.7,2.0,1,63,02:18 PM,02:58 AM,09:18 AM,05:11 PM,-15,-23,-15,-23,26,99,94,0.8,1028,-14,8,228,17,Kazakhstan
2020-12-25,-16,-22,0.2,2.0,1,70,02:35 PM,04:05 AM,09:18 AM,05:12 PM,-18,-24,-18,-24,19,99,97,0.2,1033,-16,5,130,10,Kazakhstan
2020-12-26,-20,-25,0.0,5.8,1,78,02:54 PM,05:14 AM,09:18 AM,05:12 PM,-24,-32,-23,-32,29,45,90,0.0,1040,-20,10,60,14,Kazakhstan
2020-12-27,-17,-23,0.0,5.8,2,85,03:17 PM,06:22 AM,09:18 AM,05:13 PM,-24,-27,-20,-27,21,9,74,0.0,1045,-17,10,130,10,Kazakhstan
2020-12-28,-14,-18,0.0,3.9,1,92,03:47 PM,07:31 AM,09:19 AM,05:14 PM,-19,-25,-16,-25,35,33,82,0.0,1041,-14,10,193,19,Kazakhstan
2020-12-29,-12,-15,0.8,2.0,1,100,04:25 PM,08:37 AM,09:19 AM,05:15 PM,-14,-22,-13,-22,31,95,93,0.9,1033,-12,7,213,20,Kazakhstan
2020-12-30,-17,-30,0.2,2.0,1,100,05:15 PM,09:37 AM,09:19 AM,05:16 PM,-22,-30,-21,-30,23,87,96,0.2,1037,-17,7,268,13,Kazakhstan
2020-12-31,-24,-30,0.0,2.0,1,89,06:16 PM,10:28 AM,09:19 AM,05:17 PM,-27,-35,-27,-35,18,92,98,0.0,1045,-24,1,253,9,Kazakhstan
2021-01-01,-21,-29,0.2,2.0,1,79,07:27 PM,11:09 AM,09:19 AM,05:18 PM,-24,-28,-23,-28,12,93,97,0.2,1044,-21,2,68,7,Kazakhstan
2021-01-02,-26,-31,0.0,2.0,1,71,08:43 PM,11:41 AM,09:18 AM,05:19 PM,-30,-38,-29,-38,20,80,97,0.0,1052,-26,3,59,10,Kazakhstan
2021-01-03,-27,-32,0.0,5.8,1,64,10:01 PM,12:06 PM,09:18 AM,05:20 PM,-31,-41,-30,-41,28,47,93,0.0,1057,-27,10,75,14,Kazakhstan
2021-01-04,-19,-28,0.0,2.0,1,57,11:21 PM,12:27 PM,09:18 AM,05:21 PM,-26,-33,-24,-33,28,61,82,0.0,1056,-19,10,110,14,Kazakhstan
2021-01-05,-15,-19,0.0,2.0,1,50,No moonrise,12:46 PM,09:18 AM,05:22 PM,-21,-27,-18,-27,30,100,78,0.0,1049,-15,10,79,17,Kazakhstan
2021-01-06,-23,-30,0.0,2.0,1,42,12:40 AM,01:04 PM,09:17 AM,05:24 PM,-25,-36,-24,-36,32,97,91,0.0,1048,-23,10,55,19,Kazakhstan
2021-01-07,-28,-34,0.0,5.8,1,35,02:01 AM,01:22 PM,09:17 AM,05:25 PM,-32,-42,-31,-42,23,71,96,0.0,1047,-28,7,45,12,Kazakhstan
2021-01-08,-27,-34,0.0,5.8,1,28,03:23 AM,01:43 PM,09:17 AM,05:26 PM,-32,-37,-31,-37,12,43,94,0.0,1047,-27,5,141,6,Kazakhstan
2021-01-09,-20,-30,0.0,3.9,1,20,04:47 AM,02:08 PM,09:16 AM,05:28 PM,-26,-35,-25,-35,32,59,88,0.0,1045,-20,10,203,18,Kazakhstan
2021-01-10,-13,-20,0.4,2.0,1,13,06:11 AM,02:40 PM,09:16 AM,05:29 PM,-16,-23,-15,-23,37,95,86,0.6,1032,-13,8,210,25,Kazakhstan
2021-01-11,-10,-13,0.2,3.9,1,6,07:32 AM,03:23 PM,09:15 AM,05:30 PM,-14,-20,-12,-20,32,83,84,0.2,1020,-10,9,204,20,Kazakhstan
2021-01-12,-6,-15,1.0,2.0,1,0,08:43 AM,04:18 PM,09:14 AM,05:32 PM,-13,-18,-11,-18,33,77,90,3.5,1011,-6,6,211,22,Kazakhstan
2021-01-13,-21,-25,1.1,2.0,1,0,09:40 AM,05:26 PM,09:14 AM,05:33 PM,-23,-30,-23,-30,15,100,97,1.3,1032,-21,4,281,9,Kazakhstan
2021-01-14,-21,-28,0.0,5.8,2,1,10:23 AM,06:40 PM,09:13 AM,05:35 PM,-27,-30,-25,-30,11,10,87,0.0,1045,-21,10,164,5,Kazakhstan
2021-01-15,-14,-23,0.0,5.8,2,8,10:54 AM,07:58 PM,09:12 AM,05:36 PM,-22,-27,-19,-27,29,9,77,0.0,1040,-14,10,141,14,Kazakhstan
2021-01-16,-7,-12,0.0,2.1,1,16,11:19 AM,09:13 PM,09:11 AM,05:38 PM,-14,-18,-10,-18,41,78,73,0.0,1022,-7,10,177,21,Kazakhstan
2021-01-17,-9,-17,0.2,2.1,1,23,11:38 AM,10:25 PM,09:10 AM,05:39 PM,-12,-19,-11,-19,39,77,91,0.2,1018,-9,9,224,23,Kazakhstan
2021-01-18,-8,-12,0.0,3.9,1,30,11:54 AM,11:36 PM,09:09 AM,05:41 PM,-12,-15,-10,-15,21,70,89,0.0,1019,-8,10,208,11,Kazakhstan
2021-01-19,-13,-18,0.0,5.8,2,38,12:09 PM,No moonset,09:08 AM,05:43 PM,-17,-25,-16,-25,29,27,93,0.0,1021,-13,10,60,14,Kazakhstan
2021-01-20,-0,-15,0.1,2.1,1,45,12:24 PM,12:43 AM,09:07 AM,05:44 PM,-11,-14,-8,-14,36,79,92,1.5,1017,-0,8,163,22,Kazakhstan
2021-01-21,-13,-21,0.0,2.1,1,52,12:39 PM,01:51 AM,09:06 AM,05:46 PM,-18,-24,-17,-24,20,88,95,0.0,1021,-13,8,254,10,Kazakhstan
2021-01-22,-22,-28,0.1,2.1,1,59,12:57 PM,02:58 AM,09:05 AM,05:48 PM,-24,-32,-24,-32,25,100,97,0.1,1022,-22,4,251,14,Kazakhstan
2021-01-23,-16,-22,0.4,2.1,1,67,01:18 PM,04:07 AM,09:04 AM,05:49 PM,-19,-27,-18,-27,25,100,95,0.5,1029,-16,8,245,16,Kazakhstan
2021-01-24,-22,-27,0.0,2.1,1,74,01:45 PM,05:15 AM,09:03 AM,05:51 PM,-25,-30,-25,-30,10,93,97,0.0,1042,-22,2,153,5,Kazakhstan
2021-01-25,-12,-26,1.4,2.1,1,81,02:19 PM,06:22 AM,09:01 AM,05:53 PM,-17,-25,-17,-25,31,99,95,1.7,1038,-12,6,214,20,Kazakhstan
2021-01-26,-3,-13,0.9,3.2,1,88,03:04 PM,07:25 AM,09:00 AM,05:54 PM,-8,-13,-7,-13,23,100,96,1.0,1036,-3,6,250,14,Kazakhstan
2021-01-27,-2,-9,0.9,3.4,1,96,04:01 PM,08:20 AM,08:59 AM,05:56 PM,-5,-10,-4,-10,28,99,94,1.1,1036,-2,7,259,20,Kazakhstan
2021-01-28,-5,-9,0.3,3.4,1,100,05:10 PM,09:05 AM,08:57 AM,05:58 PM,-7,-12,-6,-12,27,76,96,0.3,1038,-5,10,242,17,Kazakhstan
2021-01-29,-5,-11,0.0,9.4,2,90,06:26 PM,09:41 AM,08:56 AM,06:00 PM,-11,-15,-9,-15,28,36,85,0.0,1036,-5,10,210,14,Kazakhstan
2021-01-30,-3,-10,0.0,9.5,1,82,07:47 PM,10:09 AM,08:54 AM,06:01 PM,-11,-13,-7,-13,26,20,77,0.0,1030,-3,10,164,13,Kazakhstan
2021-01-31,-3,-7,0.0,4.8,1,79,09:08 PM,10:32 AM,08:53 AM,06:03 PM,-9,-9,-6,-9,18,67,76,0.0,1021,-3,10,133,9,Kazakhstan
2021-02-01,-7,-14,0.0,9.5,1,63,10:29 PM,10:52 AM,08:51 AM,06:05 PM,-13,-13,-10,-13,10,59,78,0.0,1024,-7,10,140,5,Kazakhstan
2021-02-02,-9,-16,0.0,6.5,1,55,11:50 PM,11:10 AM,08:50 AM,06:06 PM,-14,-20,-13,-20,23,47,89,0.0,1032,-9,10,238,12,Kazakhstan
2021-02-03,-1,-8,1.2,4.8,1,48,No moonrise,11:28 AM,08:48 AM,06:08 PM,-5,-11,-4,-11,37,95,93,1.4,1027,-1,8,233,24,Kazakhstan
2021-02-04,-3,-7,7.9,4.8,1,40,01:12 AM,11:48 AM,08:47 AM,06:10 PM,-5,-10,-4,-10,25,99,95,9.3,1023,-3,2,226,17,Kazakhstan
2021-02-05,-3,-9,0.9,4.8,1,33,02:34 AM,12:10 PM,08:45 AM,06:12 PM,-6,-11,-5,-11,25,99,95,1.1,1020,-3,7,208,15,Kazakhstan
2021-02-06,0,-8,0.6,8.2,1,25,03:57 AM,12:39 PM,08:43 AM,06:14 PM,-2,-6,-2,-6,32,73,92,0.7,1013,0,8,181,19,Kazakhstan
2021-02-07,-6,-16,0.0,4.9,1,18,05:18 AM,01:17 PM,08:42 AM,06:15 PM,-9,-16,-7,-16,62,97,89,4.5,1008,-6,4,225,42,Kazakhstan
