date_time,Chile_maxtempC,Chile_mintempC,Chile_totalSnow_cm,Chile_sunHour,Chile_uvIndex,Chile_moon_illumination,Chile_moonrise,Chile_moonset,Chile_sunrise,Chile_sunset,Chile_DewPointC,Chile_FeelsLikeC,Chile_HeatIndexC,Chile_WindChillC,Chile_WindGustKmph,Chile_cloudcover,Chile_humidity,Chile_precipMM,Chile_pressure,Chile_tempC,Chile_visibility,Chile_winddirDegree,Chile_windspeedKmph,Chile_location
2021-01-11,20,11,0.0,11.6,5,6,04:56 AM,07:51 PM,06:45 AM,08:56 PM,1,17,17,17,15,1,38,0.0,1015,20,10,248,8,Chile
2021-01-12,22,14,0.0,11.6,6,0,05:54 AM,08:51 PM,06:46 AM,08:56 PM,2,19,19,19,15,0,34,0.0,1015,22,10,255,8,Chile
2021-01-13,26,16,0.0,11.6,6,0,06:58 AM,09:43 PM,06:47 AM,08:56 PM,2,21,21,22,10,0,28,0.0,1015,26,10,251,8,Chile
2021-01-14,28,21,0.0,11.6,7,1,08:03 AM,10:27 PM,06:48 AM,08:56 PM,3,23,23,24,9,0,28,0.0,1013,28,10,251,8,Chile
2021-01-15,23,17,0.0,11.6,6,8,09:07 AM,11:04 PM,06:49 AM,08:55 PM,3,21,21,21,12,1,34,0.0,1013,23,10,219,9,Chile
2021-01-16,26,16,0.0,11.6,6,16,10:09 AM,11:37 PM,06:50 AM,08:55 PM,6,22,22,21,10,2,40,0.0,1013,26,10,252,9,Chile
2021-01-17,30,21,0.0,11.6,7,23,11:08 AM,No moonset,06:51 AM,08:55 PM,4,25,25,25,8,0,27,0.0,1014,30,10,239,7,Chile
2021-01-18,29,23,0.0,11.6,7,30,12:05 PM,12:06 AM,06:52 AM,08:54 PM,5,25,25,25,9,0,29,0.0,1013,29,10,220,8,Chile
2021-01-19,29,23,0.0,11.6,7,38,01:01 PM,12:33 AM,06:53 AM,08:54 PM,8,25,25,25,9,1,35,0.0,1014,29,10,255,8,Chile
2021-01-20,27,20,0.0,10.5,6,45,01:55 PM,01:00 AM,06:54 AM,08:54 PM,7,25,25,24,9,40,36,0.0,1014,27,10,255,8,Chile
2021-01-21,25,18,0.0,10.4,5,52,02:50 PM,01:28 AM,06:55 AM,08:53 PM,7,23,23,22,13,22,40,0.2,1014,25,10,253,8,Chile
2021-01-22,24,18,0.0,11.6,6,59,03:47 PM,01:57 AM,06:56 AM,08:53 PM,9,22,22,21,14,2,46,0.0,1014,24,10,248,8,Chile
2021-01-23,23,17,0.0,11.6,6,67,04:43 PM,02:29 AM,06:57 AM,08:52 PM,8,20,21,20,15,4,48,0.0,1013,23,10,249,8,Chile
2021-01-24,23,17,0.0,11.6,5,74,05:41 PM,03:06 AM,06:58 AM,08:52 PM,8,20,21,20,15,15,45,0.1,1012,23,10,264,8,Chile
2021-01-25,22,16,0.0,11.6,6,81,06:38 PM,03:48 AM,06:59 AM,08:51 PM,7,20,20,20,15,9,44,0.0,1012,22,10,257,8,Chile
2021-01-26,22,16,0.0,11.6,6,88,07:34 PM,04:37 AM,07:00 AM,08:51 PM,3,19,20,19,15,2,35,0.0,1013,22,10,252,8,Chile
2021-01-27,21,15,0.0,11.6,5,96,08:24 PM,05:33 AM,07:01 AM,08:50 PM,2,18,18,18,15,1,34,0.0,1013,21,10,248,8,Chile
2021-01-28,26,16,0.0,11.6,6,100,09:11 PM,06:33 AM,07:02 AM,08:49 PM,5,22,22,21,11,7,37,0.0,1012,26,10,251,9,Chile
2021-01-29,25,18,0.0,11.6,6,90,09:52 PM,07:38 AM,07:03 AM,08:49 PM,9,22,22,21,9,46,49,0.0,1011,25,10,258,8,Chile
2021-01-30,23,11,0.0,6.7,4,82,10:29 PM,08:44 AM,07:04 AM,08:48 PM,10,17,18,17,12,78,59,24.9,1014,23,8,202,9,Chile
2021-01-31,18,11,0.0,6.7,4,79,11:03 PM,09:51 AM,07:05 AM,08:47 PM,9,15,15,15,18,82,66,52.7,1015,18,6,238,9,Chile
2021-02-01,19,13,0.0,9.2,4,63,11:36 PM,10:57 AM,07:06 AM,08:47 PM,7,15,15,15,13,48,58,8.1,1013,19,9,239,7,Chile
2021-02-02,18,11,0.0,9.1,4,55,No moonrise,12:03 PM,07:07 AM,08:46 PM,7,16,16,16,15,49,59,2.7,1015,18,10,240,8,Chile
2021-02-03,23,16,0.0,11.6,6,48,12:08 AM,01:09 PM,07:08 AM,08:45 PM,5,20,21,20,11,0,39,0.0,1016,23,10,215,6,Chile
2021-02-04,29,21,0.0,11.6,7,40,12:42 AM,02:16 PM,07:09 AM,08:44 PM,7,25,25,25,8,0,31,0.0,1015,29,10,209,7,Chile
2021-02-05,25,17,0.0,11.6,6,33,01:19 AM,03:25 PM,07:09 AM,08:43 PM,10,23,23,22,13,3,47,0.0,1014,25,10,250,8,Chile
2021-02-06,22,14,0.0,11.6,6,25,02:01 AM,04:32 PM,07:10 AM,08:42 PM,11,19,20,19,14,7,60,0.0,1014,22,10,250,8,Chile
2021-02-07,21,15,0.0,11.6,5,18,02:48 AM,05:39 PM,07:11 AM,08:42 PM,10,19,19,19,13,8,57,0.0,1014,21,10,251,8,Chile
