date_time,Chile_maxtempC,Chile_mintempC,Chile_totalSnow_cm,Chile_sunHour,Chile_uvIndex,Chile_moon_illumination,Chile_moonrise,Chile_moonset,Chile_sunrise,Chile_sunset,Chile_DewPointC,Chile_FeelsLikeC,Chile_HeatIndexC,Chile_WindChillC,Chile_WindGustKmph,Chile_cloudcover,Chile_humidity,Chile_precipMM,Chile_pressure,Chile_tempC,Chile_visibility,Chile_winddirDegree,Chile_windspeedKmph,Chile_location
2020-08-01,14,5,0.0,8.5,3,82,05:11 PM,07:03 AM,08:34 AM,07:05 PM,-3,10,11,10,8,69,38,0.0,1017,14,10,210,4,Chile
2020-08-02,17,8,0.0,10.7,5,90,06:10 PM,07:56 AM,08:33 AM,07:05 PM,-3,14,14,14,6,35,32,0.0,1020,17,10,156,3,Chile
2020-08-03,16,12,0.0,10.7,4,97,07:11 PM,08:42 AM,08:32 AM,07:06 PM,-0,15,15,15,7,5,36,0.0,1019,16,10,150,4,Chile
2020-08-04,18,9,0.0,10.8,5,100,08:11 PM,09:23 AM,08:31 AM,07:07 PM,2,14,14,14,6,0,45,0.0,1018,18,10,204,4,Chile
2020-08-05,13,6,0.0,10.8,4,88,09:10 PM,09:58 AM,08:30 AM,07:07 PM,5,10,10,10,9,20,71,0.0,1022,13,10,194,5,Chile
2020-08-06,15,8,0.0,10.8,4,81,10:06 PM,10:29 AM,08:29 AM,07:08 PM,3,12,12,12,7,9,57,0.0,1020,15,10,222,4,Chile
2020-08-07,15,7,0.0,10.8,4,74,11:01 PM,10:58 AM,08:28 AM,07:09 PM,-1,12,12,12,5,23,43,0.0,1019,15,10,159,3,Chile
2020-08-08,17,11,0.0,10.8,5,67,11:56 PM,11:25 AM,08:27 AM,07:09 PM,-0,14,14,14,6,37,38,0.0,1019,17,10,183,3,Chile
2020-08-09,17,9,0.0,10.8,4,59,No moonrise,11:52 AM,08:26 AM,07:10 PM,1,14,14,14,6,25,43,0.0,1018,17,10,195,4,Chile
2020-08-10,13,8,0.0,10.9,4,52,12:50 AM,12:20 PM,08:25 AM,07:11 PM,3,10,10,10,7,2,65,0.0,1021,13,10,223,5,Chile
2020-08-11,14,8,0.0,10.9,4,45,01:45 AM,12:51 PM,08:24 AM,07:12 PM,-5,11,11,11,6,0,34,0.0,1018,14,10,190,5,Chile
2020-08-12,11,4,0.0,10.9,3,38,02:41 AM,01:25 PM,08:23 AM,07:12 PM,-2,8,9,8,7,5,49,0.0,1016,11,10,189,5,Chile
2020-08-13,10,3,0.0,8.5,2,30,03:39 AM,02:03 PM,08:22 AM,07:13 PM,-1,7,8,7,8,28,57,0.0,1017,10,10,194,4,Chile
2020-08-14,8,3,0.0,10.9,2,23,04:38 AM,02:48 PM,08:21 AM,07:14 PM,2,4,6,4,10,32,77,0.1,1019,8,10,250,6,Chile
2020-08-15,11,5,0.0,10.9,3,16,05:36 AM,03:40 PM,08:20 AM,07:14 PM,1,8,8,8,6,2,62,0.0,1020,11,10,230,4,Chile
2020-08-16,13,6,0.0,11.0,4,8,06:32 AM,04:39 PM,08:19 AM,07:15 PM,-6,10,10,10,9,7,32,0.0,1018,13,10,162,5,Chile
2020-08-17,15,7,0.0,11.0,4,1,07:25 AM,05:44 PM,08:18 AM,07:16 PM,-6,11,11,11,9,0,33,0.0,1017,15,10,177,6,Chile
2020-08-18,10,3,0.0,8.5,2,0,08:12 AM,06:52 PM,08:17 AM,07:16 PM,1,6,7,6,9,42,68,1.7,1019,10,10,233,5,Chile
2020-08-19,11,1,0.0,11.0,3,0,08:54 AM,08:02 PM,08:16 AM,07:17 PM,0,8,8,8,8,18,58,0.2,1025,11,10,184,5,Chile
2020-08-20,17,7,0.0,11.0,4,6,09:33 AM,09:12 PM,08:14 AM,07:18 PM,-12,11,12,11,14,0,18,0.0,1024,17,10,145,8,Chile
2020-08-21,20,11,0.0,11.1,5,13,10:08 AM,10:21 PM,08:13 AM,07:18 PM,-16,14,15,14,16,0,12,0.0,1019,20,10,145,8,Chile
2020-08-22,21,12,0.0,11.1,5,20,10:43 AM,11:30 PM,08:12 AM,07:19 PM,-12,15,15,15,17,0,19,0.0,1014,21,10,165,9,Chile
2020-08-23,12,3,0.0,11.1,2,28,11:18 AM,No moonset,08:11 AM,07:20 PM,4,8,9,8,11,20,68,0.0,1012,12,10,249,6,Chile
2020-08-24,8,3,0.0,10.1,2,35,11:55 AM,12:38 AM,08:10 AM,07:20 PM,3,5,6,5,10,51,78,0.1,1011,8,10,250,6,Chile
2020-08-25,9,1,0.0,5.6,2,42,12:35 PM,01:46 AM,08:09 AM,07:21 PM,2,5,6,5,12,78,77,8.8,1015,9,9,264,7,Chile
2020-08-26,9,2,0.0,8.6,2,50,01:20 PM,02:53 AM,08:07 AM,07:22 PM,-0,5,6,5,6,62,68,28.7,1020,9,8,161,4,Chile
2020-08-27,10,2,0.0,11.2,2,57,02:09 PM,03:58 AM,08:06 AM,07:22 PM,-2,6,7,6,12,20,53,0.0,1020,10,10,170,7,Chile
2020-08-28,10,1,0.0,8.6,2,64,03:04 PM,04:58 AM,08:05 AM,07:23 PM,1,5,6,5,8,50,68,0.1,1021,10,10,235,4,Chile
2020-08-29,11,4,0.0,11.2,3,71,04:02 PM,05:52 AM,08:04 AM,07:24 PM,0,7,8,7,11,21,60,0.2,1021,11,10,206,6,Chile
2020-08-30,13,4,0.0,11.2,4,79,05:02 PM,06:40 AM,08:02 AM,07:24 PM,-1,10,10,10,7,0,47,0.0,1019,13,10,186,4,Chile
2020-08-31,11,3,0.0,11.2,3,82,06:02 PM,07:22 AM,08:01 AM,07:25 PM,0,7,8,7,9,19,59,0.0,1019,11,10,215,5,Chile
2020-09-01,10,3,0.0,11.3,3,97,07:00 PM,07:58 AM,08:00 AM,07:26 PM,3,6,7,6,10,17,78,0.0,1023,10,10,248,6,Chile
2020-09-02,12,5,0.0,11.6,2,100,07:58 PM,08:29 AM,07:59 AM,07:26 PM,3,8,8,8,9,34,68,0.0,1022,12,10,240,5,Chile
2020-09-03,11,6,0.0,5.9,2,88,08:53 PM,08:59 AM,07:57 AM,07:27 PM,3,8,9,8,9,70,71,1.2,1018,11,10,240,5,Chile
2020-09-04,13,5,0.0,8.7,3,81,09:48 PM,09:27 AM,07:56 AM,07:28 PM,-0,9,10,9,12,69,52,1.1,1015,13,10,205,7,Chile
2020-09-05,10,4,0.0,10.2,2,73,10:42 PM,09:54 AM,07:55 AM,07:28 PM,2,7,8,7,9,35,69,0.4,1019,10,10,250,5,Chile
2020-09-06,15,6,0.0,7.3,3,66,11:37 PM,10:21 AM,07:53 AM,07:29 PM,-5,11,11,11,10,51,35,0.0,1020,15,10,177,6,Chile
2020-09-07,16,7,0.0,7.3,3,58,No moonrise,10:50 AM,07:52 AM,07:30 PM,-2,12,12,12,8,39,38,0.0,1018,16,10,173,5,Chile
2020-09-08,13,4,0.0,5.9,3,50,12:32 AM,11:22 AM,07:51 AM,07:30 PM,4,9,10,9,9,90,64,0.9,1016,13,10,242,5,Chile
2020-09-09,15,4,0.0,11.6,4,43,01:29 AM,11:58 AM,07:49 AM,07:31 PM,1,12,12,12,8,28,49,0.2,1020,15,10,211,5,Chile
2020-09-10,16,8,0.0,11.6,4,35,02:26 AM,12:39 PM,07:48 AM,07:32 PM,5,13,13,13,10,2,56,0.0,1018,16,10,195,6,Chile
2020-09-11,16,6,0.0,11.6,4,28,03:24 AM,01:27 PM,07:47 AM,07:32 PM,3,12,12,12,9,2,51,0.0,1018,16,10,238,5,Chile
2020-09-12,16,10,0.0,11.6,3,20,04:19 AM,02:22 PM,07:45 AM,07:33 PM,-0,12,12,12,9,20,43,0.0,1017,16,10,195,5,Chile
2020-09-13,18,11,0.0,11.6,5,13,05:13 AM,03:23 PM,07:44 AM,07:34 PM,-1,15,15,15,8,0,35,0.0,1020,18,10,171,5,Chile
2020-09-14,23,13,0.0,11.6,5,5,06:01 AM,04:29 PM,07:43 AM,07:34 PM,-10,18,18,18,13,0,17,0.0,1018,23,10,169,8,Chile
2020-09-15,18,9,0.0,10.2,4,0,06:46 AM,05:39 PM,07:41 AM,07:35 PM,4,14,15,14,9,23,50,0.5,1018,18,10,223,5,Chile
2020-09-16,16,9,0.0,11.6,3,0,07:26 AM,06:50 PM,07:40 AM,07:36 PM,5,12,13,12,10,44,62,1.0,1021,16,10,241,6,Chile
2020-09-17,21,11,0.0,11.6,5,0,08:03 AM,08:00 PM,07:39 AM,07:36 PM,4,17,18,17,8,0,41,0.0,1018,21,10,180,5,Chile
2020-09-18,20,15,0.0,11.6,5,2,08:39 AM,09:11 PM,07:37 AM,07:37 PM,4,17,18,17,8,0,42,0.0,1017,20,10,152,5,Chile
2020-09-19,23,14,0.0,11.6,5,10,09:14 AM,10:22 PM,07:36 AM,07:38 PM,-0,18,18,18,9,4,31,0.0,1018,23,10,174,6,Chile
2020-09-20,22,13,0.0,10.2,4,17,09:52 AM,11:33 PM,07:34 AM,07:38 PM,4,18,18,18,10,15,41,0.0,1017,22,10,174,6,Chile
2020-09-21,21,12,0.0,7.4,4,25,10:31 AM,No moonset,07:33 AM,07:39 PM,4,17,17,17,11,55,45,0.9,1016,21,10,194,6,Chile
2020-09-22,20,13,0.0,8.8,4,32,11:16 AM,12:43 AM,07:32 AM,07:40 PM,8,17,17,17,10,49,58,1.0,1016,20,10,244,5,Chile
2020-09-23,20,12,0.0,11.6,5,40,12:05 PM,01:51 AM,07:30 AM,07:40 PM,4,17,17,17,10,6,44,0.0,1016,20,10,194,5,Chile
2020-09-24,20,10,0.0,11.6,5,47,12:59 PM,02:53 AM,07:29 AM,07:41 PM,4,15,16,15,11,25,46,0.0,1016,20,10,263,6,Chile
2020-09-25,16,5,0.0,11.6,4,55,01:56 PM,03:50 AM,07:27 AM,07:42 PM,2,12,12,12,14,8,51,0.0,1017,16,10,259,8,Chile
2020-09-26,13,6,0.0,11.6,3,62,02:56 PM,04:39 AM,07:26 AM,07:42 PM,3,9,10,9,13,42,64,0.3,1019,13,10,245,8,Chile
2020-09-27,17,7,0.0,11.6,4,70,03:55 PM,05:23 AM,07:25 AM,07:43 PM,1,13,14,13,9,0,44,0.0,1018,17,10,215,5,Chile
2020-09-28,16,7,0.0,7.5,3,78,04:54 PM,05:59 AM,07:23 AM,07:44 PM,-4,12,13,12,12,45,34,0.0,1013,16,10,180,7,Chile
2020-09-29,11,3,0.0,6.1,2,85,05:51 PM,06:32 AM,07:22 AM,07:45 PM,2,7,8,7,14,63,66,1.1,1015,11,10,257,8,Chile
2020-09-30,12,6,0.0,11.6,3,93,06:47 PM,07:02 AM,07:21 AM,07:45 PM,3,8,9,8,13,26,69,0.0,1017,12,10,250,7,Chile
2020-10-01,12,4,0.0,11.6,3,97,07:42 PM,07:30 AM,07:19 AM,07:46 PM,3,7,8,7,13,15,69,0.0,1017,12,10,251,8,Chile
2020-10-02,13,5,0.0,11.6,4,100,08:36 PM,07:56 AM,07:18 AM,07:47 PM,2,8,9,8,12,10,63,0.0,1016,13,10,253,7,Chile
2020-10-03,10,2,0.0,11.6,3,89,09:31 PM,08:23 AM,07:17 AM,07:47 PM,1,6,7,6,14,14,67,0.0,1020,10,10,254,8,Chile
2020-10-04,11,3,0.0,11.6,3,82,10:26 PM,08:52 AM,07:15 AM,07:48 PM,-0,8,9,8,11,14,56,0.0,1019,11,10,242,7,Chile
2020-10-05,16,7,0.0,10.2,3,74,11:22 PM,09:22 AM,07:14 AM,07:49 PM,-1,12,13,12,12,20,40,0.0,1015,16,10,191,7,Chile
2020-10-06,13,9,0.0,7.5,3,67,No moonrise,09:56 AM,07:13 AM,07:50 PM,3,11,11,11,14,60,57,0.4,1018,13,10,253,7,Chile
2020-10-07,15,9,0.0,10.2,3,60,12:18 AM,10:35 AM,07:11 AM,07:50 PM,3,12,13,12,12,22,54,0.8,1019,15,10,210,6,Chile
2020-10-08,14,10,0.0,11.6,3,53,01:16 AM,11:19 AM,07:10 AM,07:51 PM,3,12,12,12,13,12,53,0.1,1020,14,10,230,7,Chile
2020-10-09,18,12,0.0,11.6,5,45,02:11 AM,12:10 PM,07:09 AM,07:52 PM,2,17,17,17,10,0,39,0.0,1018,18,10,204,5,Chile
2020-10-10,22,17,0.0,11.6,6,38,03:04 AM,01:07 PM,07:07 AM,07:53 PM,2,20,20,20,9,0,31,0.0,1015,22,10,175,5,Chile
2020-10-11,22,11,0.0,10.3,4,31,03:53 AM,02:10 PM,07:06 AM,07:53 PM,4,18,19,18,13,25,42,3.0,1016,22,10,190,8,Chile
2020-10-12,20,12,0.0,11.6,5,23,04:37 AM,03:16 PM,07:05 AM,07:54 PM,5,17,17,17,11,2,45,0.0,1015,20,10,240,6,Chile
2020-10-13,20,11,0.0,11.6,5,16,05:19 AM,04:25 PM,07:03 AM,07:55 PM,7,17,17,17,11,6,54,0.0,1014,20,10,261,7,Chile
2020-10-14,18,13,0.0,10.3,4,9,05:56 AM,05:35 PM,07:02 AM,07:56 PM,8,16,16,16,11,24,59,0.2,1016,18,10,256,7,Chile
2020-10-15,23,15,0.0,11.6,6,2,06:32 AM,06:45 PM,07:01 AM,07:56 PM,8,19,20,19,10,3,51,0.0,1015,23,10,212,6,Chile
2020-10-16,20,14,0.0,7.6,4,0,07:07 AM,07:57 PM,07:00 AM,07:57 PM,11,18,18,18,11,39,65,3.2,1015,20,10,257,7,Chile
2020-10-17,22,14,0.0,10.3,4,0,07:44 AM,09:10 PM,06:58 AM,07:58 PM,8,18,19,18,12,21,51,0.2,1015,22,10,223,6,Chile
2020-10-18,18,10,0.0,11.6,5,5,08:23 AM,10:23 PM,06:57 AM,07:59 PM,6,15,15,15,14,5,55,0.0,1014,18,10,257,8,Chile
2020-10-19,16,9,0.0,11.6,3,13,09:07 AM,11:35 PM,06:56 AM,07:59 PM,4,13,14,13,16,25,54,0.1,1017,16,10,243,9,Chile
2020-10-20,18,12,0.0,11.6,5,20,09:55 AM,No moonset,06:55 AM,08:00 PM,4,16,16,16,13,1,44,0.0,1017,18,10,231,7,Chile
2020-10-21,18,12,0.0,11.6,5,27,10:49 AM,12:42 AM,06:54 AM,08:01 PM,7,16,16,16,13,6,57,0.0,1017,18,10,249,8,Chile
2020-10-22,18,11,0.0,11.6,5,35,11:48 AM,01:44 AM,06:53 AM,08:02 PM,6,16,16,16,13,6,52,0.0,1016,18,10,252,7,Chile
2020-10-23,18,12,0.0,11.6,4,42,12:48 PM,02:37 AM,06:51 AM,08:03 PM,7,16,16,16,14,14,55,0.1,1015,18,10,250,7,Chile
2020-10-24,16,8,0.0,9.2,3,49,01:49 PM,03:23 AM,06:50 AM,08:04 PM,4,13,13,13,14,35,55,0.3,1015,16,10,253,8,Chile
2020-10-25,12,9,0.0,6.8,3,56,02:48 PM,04:02 AM,06:49 AM,08:04 PM,4,10,11,10,14,74,63,1.0,1018,12,10,246,8,Chile
2020-10-26,17,9,0.0,11.6,5,64,03:46 PM,04:35 AM,06:48 AM,08:05 PM,0,15,15,15,14,12,37,0.0,1016,17,10,216,7,Chile
2020-10-27,13,7,0.0,6.8,3,71,04:41 PM,05:06 AM,06:47 AM,08:06 PM,2,10,11,10,12,55,56,0.3,1015,13,10,233,6,Chile
2020-10-28,14,6,0.0,11.6,4,78,05:37 PM,05:34 AM,06:46 AM,08:07 PM,2,11,11,11,14,18,56,0.1,1018,14,10,243,8,Chile
2020-10-29,18,14,0.0,11.6,5,85,06:30 PM,06:00 AM,06:45 AM,08:08 PM,2,16,16,16,12,1,38,0.0,1017,18,10,235,6,Chile
2020-10-30,19,16,0.0,11.6,5,93,07:25 PM,06:27 AM,06:44 AM,08:09 PM,1,18,18,18,13,10,33,0.0,1018,19,10,203,7,Chile
2020-10-31,22,16,0.0,11.6,6,97,08:20 PM,06:54 AM,06:43 AM,08:10 PM,3,19,20,19,13,1,35,0.0,1017,22,10,207,7,Chile
2020-11-01,20,15,0.0,10.4,4,89,09:17 PM,07:24 AM,06:42 AM,08:11 PM,5,18,18,18,12,24,43,0.2,1018,20,10,247,7,Chile
2020-11-02,22,15,0.0,11.6,6,81,10:13 PM,07:57 AM,06:41 AM,08:11 PM,6,19,19,19,12,2,43,0.0,1016,22,10,218,7,Chile
2020-11-03,26,15,0.0,11.6,6,74,11:10 PM,08:34 AM,06:40 AM,08:12 PM,9,22,22,22,8,3,48,0.0,1016,26,10,246,7,Chile
2020-11-04,23,17,0.0,11.6,6,66,No moonrise,09:16 AM,06:39 AM,08:13 PM,9,20,21,20,10,5,51,0.0,1016,23,10,257,9,Chile
2020-11-05,23,16,0.0,11.6,6,58,12:06 AM,10:04 AM,06:39 AM,08:14 PM,8,19,20,19,9,5,49,0.0,1017,23,10,248,8,Chile
2020-11-06,23,17,0.0,11.6,5,51,01:00 AM,10:59 AM,06:38 AM,08:15 PM,5,19,20,19,9,13,39,0.1,1015,23,10,251,7,Chile
2020-11-07,26,19,0.0,11.6,6,43,01:49 AM,11:58 AM,06:37 AM,08:16 PM,4,22,22,22,9,0,31,0.0,1015,26,10,227,7,Chile
2020-11-08,22,17,0.0,11.6,6,36,02:34 AM,01:01 PM,06:36 AM,08:17 PM,6,20,20,20,10,4,41,0.0,1017,22,10,250,8,Chile
2020-11-09,23,16,0.0,11.6,6,28,03:15 AM,02:06 PM,06:35 AM,08:18 PM,6,20,20,20,12,3,42,0.0,1015,23,10,234,8,Chile
2020-11-10,24,14,0.0,11.6,6,21,03:52 AM,03:13 PM,06:35 AM,08:19 PM,6,20,21,20,13,2,40,0.0,1015,24,10,248,8,Chile
2020-11-11,23,14,0.0,11.6,6,13,04:27 AM,04:21 PM,06:34 AM,08:20 PM,6,19,19,19,11,8,43,0.0,1016,23,10,250,8,Chile
2020-11-12,21,12,0.0,11.6,5,6,05:01 AM,05:31 PM,06:33 AM,08:21 PM,5,17,18,17,13,3,44,0.0,1016,21,10,250,8,Chile
2020-11-13,16,10,0.0,11.6,3,0,05:36 AM,06:42 PM,06:32 AM,08:22 PM,5,14,14,14,16,28,56,0.2,1016,16,10,251,9,Chile
2020-11-14,18,10,0.0,11.6,4,0,06:13 AM,07:55 PM,06:32 AM,08:23 PM,4,14,15,14,11,24,53,0.2,1016,18,10,252,9,Chile
2020-11-15,21,11,0.0,11.6,4,0,06:54 AM,09:09 PM,06:31 AM,08:23 PM,5,17,18,17,10,12,48,0.1,1018,21,10,247,8,Chile
2020-11-16,21,14,0.0,11.6,5,2,07:41 AM,10:21 PM,06:31 AM,08:24 PM,3,18,19,18,12,2,40,0.0,1017,21,10,250,8,Chile
2020-11-17,17,10,0.0,9.3,4,9,08:33 AM,11:29 PM,06:30 AM,08:25 PM,4,14,14,14,13,35,52,0.3,1017,17,10,258,8,Chile
2020-11-18,18,11,0.0,11.6,4,17,09:32 AM,No moonset,06:30 AM,08:26 PM,5,16,16,16,13,16,49,0.1,1017,18,10,242,8,Chile
2020-11-19,17,10,0.0,8.1,4,24,10:34 AM,12:27 AM,06:29 AM,08:27 PM,6,15,15,15,14,45,55,3.5,1017,17,10,250,8,Chile
2020-11-20,19,11,0.0,11.6,4,32,11:37 AM,01:19 AM,06:29 AM,08:28 PM,8,15,15,15,11,24,63,0.7,1017,19,10,250,9,Chile
2020-11-21,22,13,0.0,11.6,5,39,12:38 PM,02:01 AM,06:28 AM,08:29 PM,4,17,18,17,9,2,45,0.0,1017,22,10,243,7,Chile
2020-11-22,24,14,0.0,11.6,6,47,01:38 PM,02:37 AM,06:28 AM,08:30 PM,3,20,20,20,10,3,34,0.0,1014,24,10,224,7,Chile
2020-11-23,21,12,0.0,11.6,5,54,02:35 PM,03:09 AM,06:27 AM,08:31 PM,4,17,17,17,14,3,44,0.0,1015,21,10,258,9,Chile
2020-11-24,17,13,0.0,11.6,5,62,03:31 PM,03:38 AM,06:27 AM,08:32 PM,3,16,16,16,15,3,44,0.0,1016,17,10,251,9,Chile
2020-11-25,26,12,0.0,11.6,6,70,04:24 PM,04:04 AM,06:27 AM,08:33 PM,3,21,21,21,8,0,32,0.0,1016,26,10,242,7,Chile
2020-11-26,28,21,0.0,11.6,7,77,05:19 PM,04:30 AM,06:26 AM,08:34 PM,0,24,24,24,8,0,22,0.0,1014,28,10,226,7,Chile
2020-11-27,23,16,0.0,11.6,6,85,06:13 PM,04:58 AM,06:26 AM,08:35 PM,-0,21,21,21,12,0,25,0.0,1013,23,10,255,8,Chile
2020-11-28,22,16,0.0,11.6,6,92,07:10 PM,05:27 AM,06:26 AM,08:36 PM,2,19,20,19,13,0,32,0.0,1016,22,10,249,8,Chile
2020-11-29,22,17,0.0,11.6,6,100,08:07 PM,05:58 AM,06:26 AM,08:36 PM,2,20,21,20,12,2,32,0.0,1016,22,10,256,7,Chile
2020-11-30,23,18,0.0,11.6,6,100,09:05 PM,06:33 AM,06:26 AM,08:37 PM,1,22,22,21,13,2,28,0.0,1015,23,10,243,7,Chile
2020-12-01,23,13,0.0,11.6,6,89,10:02 PM,07:15 AM,06:26 AM,08:38 PM,0,19,19,19,14,8,29,0.0,1014,23,10,252,8,Chile
2020-12-02,22,15,0.0,11.6,6,82,10:56 PM,08:01 AM,06:25 AM,08:39 PM,2,19,19,19,13,1,34,0.0,1016,22,10,243,8,Chile
2020-12-03,22,17,0.0,11.6,6,75,11:48 PM,08:54 AM,06:25 AM,08:40 PM,0,20,21,20,14,6,29,0.0,1013,22,10,255,8,Chile
2020-12-04,21,17,0.0,11.6,6,67,No moonrise,09:52 AM,06:25 AM,08:41 PM,0,20,20,20,12,0,29,0.0,1016,21,10,256,8,Chile
2020-12-05,23,17,0.0,11.6,6,60,12:33 AM,10:53 AM,06:25 AM,08:42 PM,0,21,21,21,12,0,26,0.0,1017,23,10,257,8,Chile
2020-12-06,25,18,0.0,11.6,6,53,01:15 AM,11:57 AM,06:25 AM,08:42 PM,3,22,22,22,11,1,30,0.0,1015,25,10,223,7,Chile
2020-12-07,22,15,0.0,11.6,6,46,01:52 AM,01:02 PM,06:25 AM,08:43 PM,4,20,21,20,15,1,37,0.0,1014,22,10,249,9,Chile
2020-12-08,29,14,0.0,11.6,7,38,02:26 AM,02:07 PM,06:26 AM,08:44 PM,4,22,22,23,9,1,32,0.0,1017,29,10,243,8,Chile
2020-12-09,26,17,0.0,11.6,6,31,02:59 AM,03:13 PM,06:26 AM,08:45 PM,4,23,23,22,11,0,32,0.0,1016,26,10,244,7,Chile
2020-12-10,19,10,0.0,10.5,4,24,03:32 AM,04:20 PM,06:26 AM,08:45 PM,2,16,16,16,16,15,41,0.0,1013,19,10,251,10,Chile
2020-12-11,19,12,0.0,11.6,5,17,04:06 AM,05:31 PM,06:26 AM,08:46 PM,2,17,17,17,15,0,40,0.0,1015,19,10,247,8,Chile
2020-12-12,20,14,0.0,11.6,5,9,04:44 AM,06:42 PM,06:26 AM,08:47 PM,0,17,18,17,15,3,34,0.0,1015,20,10,257,8,Chile
2020-12-13,22,13,0.0,11.6,6,2,05:27 AM,07:55 PM,06:26 AM,08:48 PM,2,19,19,19,13,2,36,0.0,1015,22,10,223,7,Chile
2020-12-14,26,18,0.0,11.6,6,0,06:16 AM,09:05 PM,06:27 AM,08:48 PM,-2,22,22,22,11,10,22,0.0,1013,26,10,267,8,Chile
2020-12-15,26,18,0.0,11.6,6,0,07:12 AM,10:10 PM,06:27 AM,08:49 PM,5,22,22,22,10,7,36,0.0,1014,26,10,246,9,Chile
2020-12-16,28,21,0.0,11.6,7,5,08:14 AM,11:06 PM,06:27 AM,08:50 PM,3,24,24,24,9,0,27,0.0,1014,28,10,252,8,Chile
2020-12-17,25,16,0.0,11.6,6,12,09:18 AM,11:54 PM,06:28 AM,08:50 PM,1,22,22,21,13,1,27,0.0,1014,25,10,252,8,Chile
2020-12-18,15,10,0.0,11.6,4,20,10:22 AM,No moonset,06:28 AM,08:51 PM,2,13,14,13,17,6,49,0.0,1014,15,10,248,10,Chile
2020-12-19,18,12,0.0,11.6,5,27,11:25 AM,12:34 AM,06:29 AM,08:51 PM,0,15,15,15,15,7,38,0.0,1014,18,10,242,8,Chile
2020-12-20,21,12,0.0,11.6,5,34,12:24 PM,01:08 AM,06:29 AM,08:52 PM,1,18,18,18,13,1,34,0.0,1014,21,10,247,7,Chile
2020-12-21,23,17,0.0,11.6,6,41,01:21 PM,01:39 AM,06:30 AM,08:52 PM,-0,21,21,21,13,0,26,0.0,1014,23,10,260,7,Chile
2020-12-22,28,18,0.0,11.6,7,49,02:16 PM,02:06 AM,06:30 AM,08:53 PM,5,24,24,24,9,0,30,0.0,1013,28,10,222,8,Chile
2020-12-23,24,15,0.0,11.6,6,56,03:11 PM,02:33 AM,06:31 AM,08:53 PM,6,21,22,21,12,1,39,0.0,1013,24,10,255,8,Chile
2020-12-24,23,18,0.0,11.6,6,63,04:05 PM,03:00 AM,06:31 AM,08:54 PM,5,22,22,21,13,0,38,0.0,1014,23,10,253,8,Chile
2020-12-25,24,19,0.0,11.6,6,70,05:01 PM,03:28 AM,06:32 AM,08:54 PM,2,22,22,22,14,0,29,0.0,1014,24,10,255,8,Chile
2020-12-26,24,15,0.0,11.6,6,78,05:57 PM,03:58 AM,06:32 AM,08:54 PM,4,20,20,20,14,1,35,0.0,1013,24,10,249,8,Chile
2020-12-27,21,14,0.0,11.6,5,85,06:55 PM,04:32 AM,06:33 AM,08:55 PM,6,18,18,18,15,4,48,0.0,1014,21,10,256,9,Chile
2020-12-28,22,15,0.0,11.6,6,92,07:53 PM,05:11 AM,06:34 AM,08:55 PM,7,19,19,19,15,5,49,0.0,1016,22,10,254,9,Chile
2020-12-29,20,13,0.0,11.6,5,100,08:49 PM,05:56 AM,06:34 AM,08:55 PM,6,17,17,17,17,11,50,0.0,1015,20,10,249,9,Chile
2020-12-30,22,14,0.0,11.6,6,100,09:43 PM,06:47 AM,06:35 AM,08:56 PM,1,19,20,19,14,0,30,0.0,1014,22,10,249,8,Chile
2020-12-31,24,18,0.0,10.5,5,89,10:31 PM,07:45 AM,06:36 AM,08:56 PM,-4,22,22,21,13,32,19,0.0,1012,24,10,233,7,Chile
2021-01-01,22,15,0.0,11.6,6,79,11:15 PM,08:46 AM,06:37 AM,08:56 PM,1,19,20,19,15,13,30,0.0,1014,22,10,268,8,Chile
2021-01-02,21,16,0.0,11.6,5,71,11:54 PM,09:50 AM,06:37 AM,08:56 PM,4,19,19,19,15,25,39,0.5,1015,21,10,256,8,Chile
2021-01-03,22,15,0.0,11.6,6,64,No moonrise,10:55 AM,06:38 AM,08:56 PM,5,19,20,19,14,3,40,0.0,1014,22,10,251,8,Chile
2021-01-04,24,18,0.0,11.6,6,57,12:29 AM,12:00 PM,06:39 AM,08:56 PM,5,22,22,21,13,0,35,0.0,1013,24,10,244,8,Chile
2021-01-05,21,15,0.0,11.6,6,50,01:02 AM,01:04 PM,06:40 AM,08:56 PM,1,19,19,19,15,3,33,0.0,1014,21,10,253,8,Chile
2021-01-06,22,17,0.0,11.6,6,42,01:34 AM,02:09 PM,06:41 AM,08:56 PM,2,20,20,20,14,1,33,0.0,1015,22,10,252,8,Chile
2021-01-07,22,17,0.0,11.6,6,35,02:06 AM,03:16 PM,06:41 AM,08:56 PM,4,20,21,20,15,2,36,0.0,1015,22,10,262,8,Chile
2021-01-08,21,14,0.0,9.3,4,28,02:41 AM,04:24 PM,06:42 AM,08:56 PM,3,18,18,18,16,29,39,0.3,1015,21,10,259,9,Chile
2021-01-09,19,13,0.0,10.5,4,20,03:20 AM,05:35 PM,06:43 AM,08:56 PM,0,16,16,16,16,19,34,0.0,1014,19,10,255,9,Chile
2021-01-10,19,12,0.0,11.6,5,13,04:04 AM,06:44 PM,06:44 AM,08:56 PM,0,16,16,16,16,0,35,0.0,1013,19,10,256,9,Chile
