date_time,Tajikistan_maxtempC,Tajikistan_mintempC,Tajikistan_totalSnow_cm,Tajikistan_sunHour,Tajikistan_uvIndex,Tajikistan_moon_illumination,Tajikistan_moonrise,Tajikistan_moonset,Tajikistan_sunrise,Tajikistan_sunset,Tajikistan_DewPointC,Tajikistan_FeelsLikeC,Tajikistan_HeatIndexC,Tajikistan_WindChillC,Tajikistan_WindGustKmph,Tajikistan_cloudcover,Tajikistan_humidity,Tajikistan_precipMM,Tajikistan_pressure,Tajikistan_tempC,Tajikistan_visibility,Tajikistan_winddirDegree,Tajikistan_windspeedKmph,Tajikistan_location
2020-09-29,21,13,0.0,8.8,4,85,05:26 PM,03:33 AM,06:19 AM,06:10 PM,-3,16,16,16,8,58,28,0.9,1019,21,10,220,6,Tajikistan
2020-09-30,16,9,0.0,10.2,3,93,05:53 PM,04:32 AM,06:20 AM,06:09 PM,6,12,12,12,4,46,68,14.0,1020,16,9,207,4,Tajikistan
2020-10-01,24,11,0.0,11.6,4,97,06:17 PM,05:31 AM,06:21 AM,06:07 PM,1,17,18,17,5,14,38,0.0,1018,24,10,174,4,Tajikistan
2020-10-02,23,14,0.0,11.6,5,100,06:41 PM,06:28 AM,06:22 AM,06:06 PM,-2,18,18,18,5,9,27,0.0,1019,23,10,118,4,Tajikistan
2020-10-03,24,14,0.0,11.6,6,89,07:06 PM,07:26 AM,06:22 AM,06:04 PM,-4,20,20,20,4,1,22,0.0,1020,24,10,146,3,Tajikistan
2020-10-04,23,13,0.0,10.2,4,82,07:32 PM,08:23 AM,06:23 AM,06:03 PM,-6,19,19,19,5,29,21,0.0,1021,23,10,135,4,Tajikistan
2020-10-05,25,14,0.0,11.6,6,74,08:00 PM,09:22 AM,06:24 AM,06:01 PM,-4,20,19,20,5,7,21,0.0,1021,25,10,137,4,Tajikistan
2020-10-06,21,14,0.0,11.6,5,67,08:32 PM,10:20 AM,06:25 AM,06:00 PM,-1,18,18,18,6,27,28,0.0,1021,21,10,87,5,Tajikistan
2020-10-07,22,14,0.0,8.7,5,60,09:09 PM,11:19 AM,06:26 AM,05:58 PM,2,18,18,18,7,12,37,0.0,1023,22,10,151,5,Tajikistan
2020-10-08,21,13,0.0,8.7,5,53,09:53 PM,12:17 PM,06:27 AM,05:57 PM,-1,16,16,16,5,10,32,0.0,1023,21,10,200,4,Tajikistan
2020-10-09,19,12,0.0,7.2,4,45,10:44 PM,01:14 PM,06:28 AM,05:55 PM,-1,15,15,15,6,40,35,0.3,1024,19,10,271,5,Tajikistan
2020-10-10,11,9,0.0,7.2,3,38,11:43 PM,02:05 PM,06:29 AM,05:54 PM,6,10,10,10,7,56,72,6.8,1027,11,9,214,6,Tajikistan
2020-10-11,17,7,0.0,8.7,4,31,No moonrise,02:53 PM,06:30 AM,05:52 PM,2,11,11,11,4,10,56,0.0,1026,17,10,279,3,Tajikistan
2020-10-12,16,9,0.0,8.7,4,23,12:48 AM,03:35 PM,06:31 AM,05:51 PM,2,12,12,12,5,33,52,0.0,1024,16,10,165,4,Tajikistan
2020-10-13,18,9,0.0,8.7,4,16,01:57 AM,04:12 PM,06:32 AM,05:50 PM,2,13,13,13,3,11,48,0.0,1022,18,10,136,2,Tajikistan
2020-10-14,22,11,0.0,8.7,5,9,03:09 AM,04:46 PM,06:33 AM,05:48 PM,1,16,16,16,3,3,38,0.0,1020,22,10,221,3,Tajikistan
2020-10-15,23,13,0.0,8.7,5,2,04:22 AM,05:18 PM,06:34 AM,05:47 PM,2,18,18,18,3,0,36,0.0,1020,23,10,159,3,Tajikistan
2020-10-16,22,14,0.0,8.7,5,0,05:38 AM,05:50 PM,06:35 AM,05:45 PM,1,18,18,18,5,0,34,0.0,1019,22,10,155,4,Tajikistan
2020-10-17,21,12,0.0,8.7,5,0,06:53 AM,06:23 PM,06:36 AM,05:44 PM,-1,16,16,16,4,9,32,0.0,1020,21,10,135,3,Tajikistan
2020-10-18,23,13,0.0,8.7,5,5,08:09 AM,06:59 PM,06:37 AM,05:43 PM,0,18,18,18,4,1,32,0.0,1021,23,10,156,3,Tajikistan
2020-10-19,24,14,0.0,8.7,6,13,09:26 AM,07:41 PM,06:38 AM,05:41 PM,-0,19,18,19,3,0,29,0.0,1018,24,10,127,3,Tajikistan
2020-10-20,25,15,0.0,8.7,6,20,10:40 AM,08:27 PM,06:39 AM,05:40 PM,-1,19,19,19,4,0,26,0.0,1015,25,10,161,3,Tajikistan
2020-10-21,24,15,0.0,8.7,5,27,11:49 AM,09:21 PM,06:40 AM,05:39 PM,-1,18,18,18,4,1,27,0.0,1020,24,10,174,3,Tajikistan
2020-10-22,21,12,0.0,8.7,5,35,12:50 PM,10:19 PM,06:41 AM,05:37 PM,-4,16,17,16,4,15,26,0.0,1020,21,10,168,3,Tajikistan
2020-10-23,14,10,0.0,5.6,3,42,01:42 PM,11:22 PM,06:42 AM,05:36 PM,-1,12,12,12,5,44,40,0.4,1023,14,9,119,5,Tajikistan
2020-10-24,15,8,0.0,8.7,4,49,02:24 PM,No moonset,06:43 AM,05:35 PM,-2,11,11,11,4,17,40,0.0,1024,15,10,161,4,Tajikistan
2020-10-25,18,7,0.0,8.7,4,56,03:00 PM,12:24 AM,06:44 AM,05:33 PM,-1,12,12,12,4,12,41,0.0,1026,18,10,112,3,Tajikistan
2020-10-26,24,11,0.0,8.7,5,64,03:31 PM,01:26 AM,06:45 AM,05:32 PM,-5,17,17,17,4,1,26,0.0,1020,24,10,112,3,Tajikistan
2020-10-27,22,12,0.0,4.1,4,71,03:58 PM,02:26 AM,06:46 AM,05:31 PM,-11,16,16,16,6,67,15,0.0,1017,22,10,147,4,Tajikistan
2020-10-28,18,11,0.0,8.7,5,78,04:22 PM,03:25 AM,06:47 AM,05:30 PM,-7,14,14,14,8,26,23,0.0,1023,18,10,140,6,Tajikistan
2020-10-29,17,7,0.0,8.7,4,85,04:46 PM,04:22 AM,06:48 AM,05:28 PM,-7,11,11,11,3,7,28,0.0,1028,17,10,194,3,Tajikistan
2020-10-30,21,10,0.0,8.7,5,93,05:10 PM,05:20 AM,06:49 AM,05:27 PM,-6,15,15,15,3,0,26,0.0,1023,21,10,127,2,Tajikistan
2020-10-31,22,11,0.0,8.7,5,97,05:36 PM,06:17 AM,06:51 AM,05:26 PM,-9,15,15,15,3,5,20,0.0,1022,22,10,126,2,Tajikistan
2020-11-01,23,10,0.0,8.7,5,89,06:03 PM,07:15 AM,06:52 AM,05:25 PM,-14,16,16,16,4,18,13,0.0,1020,23,10,120,3,Tajikistan
2020-11-02,20,11,0.0,5.6,4,81,06:33 PM,08:14 AM,06:53 AM,05:24 PM,-16,15,15,15,5,70,11,0.0,1021,20,10,107,3,Tajikistan
2020-11-03,23,11,0.0,8.7,5,74,07:09 PM,09:13 AM,06:54 AM,05:23 PM,-13,17,16,17,5,1,12,0.0,1023,23,10,114,3,Tajikistan
2020-11-04,22,13,0.0,8.7,5,66,07:50 PM,10:12 AM,06:55 AM,05:22 PM,-10,17,17,17,5,0,16,0.0,1022,22,10,153,3,Tajikistan
2020-11-05,22,12,0.0,8.7,5,58,08:38 PM,11:09 AM,06:56 AM,05:21 PM,-7,17,17,17,4,0,20,0.0,1020,22,10,163,3,Tajikistan
2020-11-06,21,11,0.0,8.7,5,51,09:34 PM,12:02 PM,06:57 AM,05:20 PM,-10,16,16,16,5,11,16,0.0,1020,21,10,121,3,Tajikistan
2020-11-07,23,12,0.0,8.7,4,43,10:34 PM,12:50 PM,06:58 AM,05:19 PM,-14,17,16,17,6,42,12,0.0,1020,23,10,105,3,Tajikistan
2020-11-08,24,14,0.0,4.0,4,36,11:40 PM,01:32 PM,06:59 AM,05:18 PM,-12,18,18,18,6,62,12,0.0,1019,24,10,143,3,Tajikistan
2020-11-09,14,10,0.0,5.4,3,28,No moonrise,02:10 PM,07:00 AM,05:17 PM,-4,13,13,13,5,56,33,0.0,1026,14,10,185,4,Tajikistan
2020-11-10,19,8,0.0,8.7,4,21,12:49 AM,02:43 PM,07:02 AM,05:16 PM,2,13,13,13,2,2,49,0.0,1022,19,10,182,2,Tajikistan
2020-11-11,17,8,0.0,5.4,3,13,01:59 AM,03:15 PM,07:03 AM,05:15 PM,0,12,12,12,4,83,45,0.1,1019,17,10,158,3,Tajikistan
2020-11-12,11,10,0.0,3.8,3,6,03:11 AM,03:46 PM,07:04 AM,05:14 PM,6,10,10,10,6,91,76,21.7,1024,11,7,162,5,Tajikistan
2020-11-13,9,8,0.0,3.8,2,0,04:24 AM,04:17 PM,07:05 AM,05:13 PM,7,8,9,8,5,97,88,40.4,1025,9,6,149,4,Tajikistan
2020-11-14,7,1,16.9,3.8,1,0,05:40 AM,04:51 PM,07:06 AM,05:13 PM,3,3,4,3,6,98,93,25.6,1025,7,5,239,5,Tajikistan
2020-11-15,4,-1,0.0,8.7,2,0,06:57 AM,05:29 PM,07:07 AM,05:12 PM,-1,1,1,1,3,39,87,0.9,1031,4,9,75,3,Tajikistan
2020-11-16,8,0,0.0,8.7,2,2,08:14 AM,06:13 PM,07:08 AM,05:11 PM,-5,3,4,3,6,20,54,0.0,1028,8,10,112,4,Tajikistan
2020-11-17,8,0,0.0,8.7,2,9,09:28 AM,07:05 PM,07:09 AM,05:10 PM,-6,4,5,4,4,23,47,0.0,1026,8,10,63,3,Tajikistan
2020-11-18,7,-1,2.5,3.8,1,17,10:35 AM,08:03 PM,07:10 AM,05:10 PM,-4,3,4,3,5,97,58,3.3,1025,7,8,204,4,Tajikistan
2020-11-19,-1,-5,11.6,3.7,1,24,11:33 AM,09:07 PM,07:11 AM,05:09 PM,-3,-3,-2,-3,5,92,94,13.7,1034,-1,3,248,4,Tajikistan
2020-11-20,3,-5,0.0,8.7,2,32,12:21 PM,10:11 PM,07:13 AM,05:09 PM,-6,-2,-1,-2,5,22,69,0.2,1034,3,10,88,3,Tajikistan
2020-11-21,8,-4,0.0,8.7,2,39,01:01 PM,11:16 PM,07:14 AM,05:08 PM,-6,2,3,2,7,6,54,0.0,1028,8,10,59,5,Tajikistan
2020-11-22,7,-3,0.9,5.4,1,47,01:34 PM,No moonset,07:15 AM,05:07 PM,-2,2,3,2,6,57,68,2.2,1024,7,7,133,4,Tajikistan
2020-11-23,6,-1,0.0,8.7,2,54,02:02 PM,12:17 AM,07:16 AM,05:07 PM,-7,1,2,1,5,12,53,0.0,1027,6,10,181,4,Tajikistan
2020-11-24,6,0,0.2,5.4,1,62,02:27 PM,01:17 AM,07:17 AM,05:06 PM,-8,3,3,3,5,82,47,0.2,1024,6,10,185,3,Tajikistan
2020-11-25,4,0,0.8,5.4,1,70,02:51 PM,02:15 AM,07:18 AM,05:06 PM,-2,2,2,2,3,73,76,1.2,1027,4,8,165,3,Tajikistan
2020-11-26,9,1,0.0,8.7,3,77,03:15 PM,03:13 AM,07:19 AM,05:06 PM,-6,3,4,3,9,26,49,0.0,1028,9,10,31,5,Tajikistan
2020-11-27,13,2,0.0,7.0,3,85,03:39 PM,04:10 AM,07:20 AM,05:05 PM,-6,9,9,9,6,48,34,0.0,1022,13,10,118,3,Tajikistan
2020-11-28,6,4,0.0,3.7,2,92,04:05 PM,05:08 AM,07:21 AM,05:05 PM,1,5,6,5,7,79,74,17.3,1035,6,8,138,5,Tajikistan
2020-11-29,10,1,0.0,8.7,3,100,04:35 PM,06:06 AM,07:22 AM,05:05 PM,-6,5,6,5,8,17,43,0.0,1032,10,10,91,5,Tajikistan
2020-11-30,11,4,0.0,8.7,2,100,05:09 PM,07:06 AM,07:23 AM,05:04 PM,-8,6,7,6,8,30,34,0.0,1026,11,10,135,4,Tajikistan
2020-12-01,13,7,0.0,7.0,3,89,05:49 PM,08:06 AM,07:24 AM,05:04 PM,1,9,10,9,9,44,57,0.2,1024,13,10,23,6,Tajikistan
2020-12-02,13,8,0.0,8.7,3,82,06:35 PM,09:04 AM,07:25 AM,05:04 PM,4,10,10,10,8,34,65,0.2,1024,13,10,20,5,Tajikistan
2020-12-03,12,8,0.0,5.3,3,75,07:28 PM,09:59 AM,07:26 AM,05:04 PM,5,10,10,10,3,75,73,0.5,1023,12,9,119,2,Tajikistan
2020-12-04,5,4,0.0,3.7,1,67,08:27 PM,10:49 AM,07:27 AM,05:04 PM,4,5,5,5,3,99,92,23.9,1026,5,8,185,3,Tajikistan
2020-12-05,7,3,0.0,7.0,2,60,09:32 PM,11:33 AM,07:28 AM,05:04 PM,2,4,5,4,3,63,82,3.0,1027,7,9,246,2,Tajikistan
2020-12-06,9,3,0.0,8.7,3,53,10:38 PM,12:11 PM,07:29 AM,05:04 PM,-0,5,5,5,5,28,67,0.0,1026,9,10,166,3,Tajikistan
2020-12-07,8,4,0.0,3.7,2,46,11:46 PM,12:45 PM,07:29 AM,05:04 PM,-1,6,6,6,5,89,60,0.5,1023,8,9,205,4,Tajikistan
2020-12-08,5,4,0.0,3.7,1,38,No moonrise,01:16 PM,07:30 AM,05:04 PM,3,4,4,4,3,99,90,1.2,1027,5,6,265,2,Tajikistan
2020-12-09,7,2,0.0,8.7,2,31,12:54 AM,01:46 PM,07:31 AM,05:04 PM,1,4,4,4,3,38,80,0.2,1028,7,9,243,3,Tajikistan
2020-12-10,7,3,0.0,5.3,2,24,02:04 AM,02:15 PM,07:32 AM,05:04 PM,-2,5,5,5,4,46,60,0.0,1025,7,10,275,3,Tajikistan
2020-12-11,6,2,0.0,8.7,1,17,03:16 AM,02:46 PM,07:33 AM,05:04 PM,-3,4,4,4,2,49,63,0.0,1025,6,10,148,2,Tajikistan
2020-12-12,5,-0,0.0,8.7,2,9,04:29 AM,03:21 PM,07:34 AM,05:04 PM,-4,2,2,2,4,18,65,0.0,1026,5,10,155,3,Tajikistan
2020-12-13,4,-1,0.0,7.0,1,2,05:45 AM,04:01 PM,07:34 AM,05:04 PM,-4,1,1,1,5,26,66,0.0,1027,4,10,190,4,Tajikistan
2020-12-14,-1,-3,0.1,3.6,1,0,07:01 AM,04:48 PM,07:35 AM,05:05 PM,-4,-3,-2,-3,3,85,87,0.5,1031,-1,8,277,3,Tajikistan
2020-12-15,1,-4,0.0,7.0,1,0,08:12 AM,05:44 PM,07:36 AM,05:05 PM,-6,-2,-2,-2,3,59,73,0.0,1032,1,10,113,2,Tajikistan
2020-12-16,5,-6,0.0,8.7,2,5,09:17 AM,06:46 PM,07:36 AM,05:05 PM,-6,-1,0,-1,7,5,61,0.0,1033,5,10,37,4,Tajikistan
2020-12-17,7,-1,0.0,8.7,2,12,10:11 AM,07:52 PM,07:37 AM,05:06 PM,-10,0,2,0,10,0,41,0.0,1030,7,10,41,6,Tajikistan
2020-12-18,6,-1,0.0,8.7,1,20,10:55 AM,08:59 PM,07:38 AM,05:06 PM,-9,0,2,0,12,18,43,0.0,1028,6,10,21,6,Tajikistan
2020-12-19,7,-1,0.0,8.7,1,27,11:32 AM,10:03 PM,07:38 AM,05:06 PM,-5,3,4,3,6,75,52,0.2,1027,7,10,79,4,Tajikistan
2020-12-20,5,-1,0.0,3.6,1,34,12:03 PM,11:06 PM,07:39 AM,05:07 PM,2,3,4,3,4,91,84,4.7,1027,5,10,180,3,Tajikistan
2020-12-21,5,3,0.0,5.3,1,41,12:30 PM,No moonset,07:39 AM,05:07 PM,2,4,4,4,3,58,89,0.4,1029,5,10,237,3,Tajikistan
2020-12-22,8,3,0.0,8.7,3,49,12:55 PM,12:05 AM,07:40 AM,05:08 PM,-1,5,5,5,3,12,67,0.0,1026,8,10,149,2,Tajikistan
2020-12-23,7,2,0.0,3.6,1,56,01:19 PM,01:03 AM,07:40 AM,05:08 PM,-2,4,4,4,2,65,64,0.0,1025,7,10,144,2,Tajikistan
2020-12-24,9,2,0.0,5.3,2,63,01:43 PM,02:01 AM,07:41 AM,05:09 PM,-8,5,5,5,5,82,39,0.0,1019,9,10,108,3,Tajikistan
2020-12-25,11,6,0.0,3.6,2,70,02:08 PM,02:58 AM,07:41 AM,05:10 PM,-0,7,8,7,9,97,56,1.0,1016,11,8,40,6,Tajikistan
2020-12-26,7,4,5.8,3.6,2,78,02:36 PM,03:56 AM,07:41 AM,05:10 PM,3,6,6,6,4,93,83,17.5,1018,7,6,220,4,Tajikistan
2020-12-27,-2,-4,12.8,3.6,1,85,03:08 PM,04:56 AM,07:42 AM,05:11 PM,-4,-4,-2,-4,6,97,91,15.1,1035,-2,5,182,5,Tajikistan
2020-12-28,0,-5,0.0,8.7,2,92,03:46 PM,05:56 AM,07:42 AM,05:12 PM,-7,-3,-3,-3,3,18,73,0.0,1034,0,10,115,2,Tajikistan
2020-12-29,3,-4,0.0,8.7,2,100,04:29 PM,06:55 AM,07:42 AM,05:12 PM,-7,-1,-0,-1,5,11,58,0.0,1032,3,10,64,3,Tajikistan
2020-12-30,6,1,0.0,8.7,2,100,05:22 PM,07:53 AM,07:43 AM,05:13 PM,-6,2,3,2,4,0,51,0.0,1031,6,10,158,3,Tajikistan
2020-12-31,6,1,0.0,8.7,2,89,06:20 PM,08:45 AM,07:43 AM,05:14 PM,-7,3,3,3,3,0,48,0.0,1031,6,10,152,2,Tajikistan
2021-01-01,4,-2,0.0,8.7,2,79,07:24 PM,09:32 AM,07:43 AM,05:15 PM,-8,1,2,1,2,2,48,0.0,1029,4,10,137,2,Tajikistan
2021-01-02,6,0,0.0,8.7,2,71,08:30 PM,10:12 AM,07:43 AM,05:16 PM,-7,2,2,2,3,0,49,0.0,1028,6,10,202,2,Tajikistan
2021-01-03,6,1,0.0,8.7,2,64,09:38 PM,10:48 AM,07:43 AM,05:16 PM,-7,3,3,3,3,0,48,0.0,1027,6,10,224,2,Tajikistan
2021-01-04,4,-1,0.0,8.7,2,57,10:46 PM,11:20 AM,07:43 AM,05:17 PM,-7,1,1,1,3,1,54,0.0,1029,4,10,280,2,Tajikistan
2021-01-05,-1,-4,0.0,8.7,2,50,11:54 PM,11:49 AM,07:43 AM,05:18 PM,-6,-3,-3,-3,2,10,76,0.0,1031,-1,10,302,1,Tajikistan
2021-01-06,-1,-5,0.0,8.7,2,42,No moonrise,12:17 PM,07:43 AM,05:19 PM,-6,-3,-3,-3,3,24,80,0.0,1033,-1,10,278,2,Tajikistan
2021-01-07,-3,-7,0.0,7.0,1,35,01:03 AM,12:46 PM,07:43 AM,05:20 PM,-7,-5,-5,-5,2,38,85,0.1,1035,-3,10,260,2,Tajikistan
2021-01-08,0,-6,0.0,8.7,2,28,02:13 AM,01:19 PM,07:43 AM,05:21 PM,-7,-3,-3,-3,3,4,70,0.0,1036,0,10,130,2,Tajikistan
2021-01-09,5,-2,0.0,8.7,2,20,03:26 AM,01:55 PM,07:43 AM,05:22 PM,-10,0,1,0,4,1,43,0.0,1033,5,10,63,3,Tajikistan
2021-01-10,8,1,0.0,8.7,2,13,04:39 AM,02:37 PM,07:43 AM,05:23 PM,-9,3,4,3,6,0,38,0.0,1028,8,10,60,4,Tajikistan
2021-01-11,9,3,0.0,8.7,3,6,05:51 AM,03:28 PM,07:43 AM,05:24 PM,-10,5,5,5,7,1,32,0.0,1023,9,10,55,4,Tajikistan
2021-01-12,9,4,0.0,8.7,3,0,06:58 AM,04:26 PM,07:42 AM,05:25 PM,-10,5,6,5,7,1,31,0.0,1026,9,10,54,4,Tajikistan
2021-01-13,11,4,0.0,8.7,3,0,07:56 AM,05:31 PM,07:42 AM,05:26 PM,-8,6,7,6,8,2,33,0.0,1026,11,10,65,4,Tajikistan
2021-01-14,14,6,0.0,8.7,4,1,08:46 AM,06:37 PM,07:42 AM,05:27 PM,-5,9,9,9,6,0,38,0.0,1020,14,10,62,3,Tajikistan
2021-01-15,14,6,0.0,8.7,4,8,09:27 AM,07:45 PM,07:41 AM,05:28 PM,-4,9,10,9,6,0,38,0.0,1017,14,10,72,4,Tajikistan
2021-01-16,14,7,0.0,8.7,3,16,10:01 AM,08:49 PM,07:41 AM,05:29 PM,-6,10,10,10,7,12,32,0.0,1018,14,10,63,4,Tajikistan
2021-01-17,14,6,0.0,8.7,3,23,10:29 AM,09:51 PM,07:41 AM,05:30 PM,-6,9,9,9,6,14,34,0.0,1015,14,10,72,3,Tajikistan
2021-01-18,12,6,0.0,3.7,2,30,10:56 AM,10:51 PM,07:40 AM,05:31 PM,-6,8,9,8,10,68,37,0.3,1012,12,10,54,6,Tajikistan
2021-01-19,11,6,0.0,5.4,2,38,11:20 AM,11:49 PM,07:40 AM,05:32 PM,1,7,8,7,9,74,62,3.6,1017,11,9,25,6,Tajikistan
2021-01-20,13,4,0.0,8.7,3,45,11:44 AM,No moonset,07:39 AM,05:34 PM,-3,7,8,7,11,26,51,0.9,1022,13,10,38,7,Tajikistan
2021-01-21,11,4,0.0,8.7,3,52,12:09 PM,12:47 AM,07:39 AM,05:35 PM,-9,7,7,7,9,16,31,0.1,1012,11,10,110,5,Tajikistan
2021-01-22,1,-5,38.2,3.7,1,59,12:35 PM,01:45 AM,07:38 AM,05:36 PM,-3,-3,-1,-3,9,94,90,46.2,1029,1,3,146,8,Tajikistan
2021-01-23,-3,-8,1.4,7.0,1,67,01:06 PM,02:43 AM,07:38 AM,05:37 PM,-9,-8,-6,-8,6,51,79,1.7,1041,-3,8,121,4,Tajikistan
2021-01-24,3,-9,0.0,8.7,2,74,01:41 PM,03:43 AM,07:37 AM,05:38 PM,-11,-4,-3,-4,5,4,57,0.0,1033,3,10,69,3,Tajikistan
2021-01-25,4,-2,0.0,7.1,1,81,02:22 PM,04:43 AM,07:36 AM,05:39 PM,-6,0,1,0,5,43,60,0.0,1027,4,10,157,3,Tajikistan
2021-01-26,6,-1,0.0,8.7,2,88,03:11 PM,05:41 AM,07:36 AM,05:40 PM,-6,2,2,2,5,3,54,0.0,1027,6,10,56,3,Tajikistan
2021-01-27,8,2,0.0,8.7,3,96,04:07 PM,06:36 AM,07:35 AM,05:41 PM,-6,3,4,3,6,0,47,0.0,1026,8,10,51,4,Tajikistan
2021-01-28,7,1,0.0,8.7,2,100,05:10 PM,07:26 AM,07:34 AM,05:43 PM,-8,2,3,2,9,3,44,0.0,1026,7,10,35,5,Tajikistan
2021-01-29,9,2,0.0,8.7,3,90,06:17 PM,08:09 AM,07:33 AM,05:44 PM,-8,3,4,3,10,1,41,0.0,1024,9,10,36,6,Tajikistan
2021-01-30,10,3,0.0,8.7,3,82,07:27 PM,08:47 AM,07:33 AM,05:45 PM,-6,5,6,5,11,13,42,0.0,1020,10,10,38,6,Tajikistan
2021-01-31,8,4,0.0,5.4,2,79,08:36 PM,09:21 AM,07:32 AM,05:46 PM,1,4,6,4,13,79,75,11.3,1014,8,8,110,7,Tajikistan
2021-02-01,10,3,0.0,7.1,2,63,09:46 PM,09:52 AM,07:31 AM,05:47 PM,2,5,6,5,6,63,76,5.8,1022,10,9,108,3,Tajikistan
2021-02-02,9,4,0.0,3.8,2,55,10:56 PM,10:20 AM,07:30 AM,05:48 PM,-1,6,7,6,7,83,59,0.0,1025,9,10,104,4,Tajikistan
2021-02-03,10,3,0.0,8.7,3,48,No moonrise,10:49 AM,07:29 AM,05:49 PM,-1,5,6,5,6,12,60,0.0,1025,10,10,69,4,Tajikistan
2021-02-04,12,4,0.0,8.7,3,40,12:05 AM,11:21 AM,07:28 AM,05:50 PM,-4,6,7,6,6,4,47,0.0,1024,12,10,73,4,Tajikistan
2021-02-05,12,4,0.0,3.8,2,33,01:17 AM,11:54 AM,07:27 AM,05:52 PM,-7,7,8,7,8,53,35,0.0,1022,12,10,68,4,Tajikistan
2021-02-06,15,4,0.0,8.7,4,25,02:28 AM,12:33 PM,07:26 AM,05:53 PM,-8,8,9,8,10,28,29,0.0,1019,15,10,44,5,Tajikistan
2021-02-07,17,8,0.0,7.1,3,18,03:39 AM,01:20 PM,07:25 AM,05:54 PM,1,11,12,11,9,67,49,0.3,1019,17,10,58,5,Tajikistan
