date_time,Moldova_maxtempC,Moldova_mintempC,Moldova_totalSnow_cm,Moldova_sunHour,Moldova_uvIndex,Moldova_moon_illumination,Moldova_moonrise,Moldova_moonset,Moldova_sunrise,Moldova_sunset,Moldova_DewPointC,Moldova_FeelsLikeC,Moldova_HeatIndexC,Moldova_WindChillC,Moldova_WindGustKmph,Moldova_cloudcover,Moldova_humidity,Moldova_precipMM,Moldova_pressure,Moldova_tempC,Moldova_visibility,Moldova_winddirDegree,Moldova_windspeedKmph,Moldova_location
2020-01-01,2,-5,0.0,3.3,1,37,11:34 AM,10:48 PM,07:51 AM,04:25 PM,-2,-5,1,-5,48,92,81,0.6,1022,2,6,326,32,Moldova
2020-01-02,0,-2,0.0,5.1,1,44,11:54 AM,11:51 PM,07:51 AM,04:26 PM,-3,-4,-1,-4,19,66,83,0.0,1030,0,10,300,12,Moldova
2020-01-03,2,-7,0.0,8.7,1,51,12:14 PM,No moonset,07:51 AM,04:27 PM,-4,-4,-0,-4,17,53,74,0.0,1024,2,10,308,10,Moldova
2020-01-04,4,-1,0.0,8.7,1,59,12:34 PM,12:53 AM,07:51 AM,04:28 PM,-4,-2,1,-2,14,34,71,0.0,1017,4,10,298,8,Moldova
2020-01-05,2,-0,0.8,3.3,1,66,12:56 PM,01:57 AM,07:50 AM,04:29 PM,-1,-4,1,-4,27,96,86,1.6,1018,2,9,280,18,Moldova
2020-01-06,0,-3,0.2,3.3,1,73,01:22 PM,03:02 AM,07:50 AM,04:30 PM,-3,-6,-1,-6,28,76,85,0.3,1028,0,8,303,19,Moldova
2020-01-07,0,-3,0.0,8.7,2,80,01:51 PM,04:09 AM,07:50 AM,04:31 PM,-6,-6,-2,-6,18,7,77,0.0,1029,0,10,305,12,Moldova
2020-01-08,1,-7,0.0,8.7,2,88,02:28 PM,05:18 AM,07:50 AM,04:33 PM,-6,-6,-2,-6,14,6,73,0.0,1030,1,10,336,9,Moldova
2020-01-09,2,-7,0.0,3.3,1,95,03:15 PM,06:25 AM,07:49 AM,04:34 PM,-7,-3,-1,-3,7,68,61,0.2,1026,2,10,243,5,Moldova
2020-01-10,4,-2,0.0,6.9,1,100,04:12 PM,07:28 AM,07:49 AM,04:35 PM,-4,0,2,0,12,72,67,0.0,1022,4,10,210,7,Moldova
2020-01-11,6,1,0.0,6.9,1,100,05:20 PM,08:23 AM,07:49 AM,04:36 PM,-0,0,3,0,20,44,81,0.0,1022,6,10,307,13,Moldova
2020-01-12,4,0,0.0,8.7,1,83,06:35 PM,09:10 AM,07:48 AM,04:37 PM,-1,-1,3,-1,24,50,78,0.1,1028,4,10,327,17,Moldova
2020-01-13,4,-1,0.0,8.7,1,76,07:53 PM,09:48 AM,07:48 AM,04:39 PM,-2,-1,1,-1,13,17,81,0.0,1026,4,9,258,8,Moldova
2020-01-14,4,0,0.0,8.7,2,69,09:12 PM,10:19 AM,07:47 AM,04:40 PM,-2,0,1,0,9,13,77,0.0,1026,4,10,176,5,Moldova
2020-01-15,5,-0,0.0,8.7,2,61,10:29 PM,10:47 AM,07:47 AM,04:41 PM,-0,-1,2,-1,15,28,86,0.0,1030,5,10,140,9,Moldova
2020-01-16,6,0,0.0,8.7,1,54,11:46 PM,11:12 AM,07:46 AM,04:43 PM,-0,-0,2,-0,18,38,84,0.0,1031,6,10,183,10,Moldova
2020-01-17,4,-0,0.0,8.7,1,47,No moonrise,11:37 AM,07:45 AM,04:44 PM,-1,-1,1,-1,16,33,87,0.0,1032,4,8,202,9,Moldova
2020-01-18,-0,-2,0.0,6.9,1,40,01:01 AM,12:03 PM,07:45 AM,04:45 PM,-2,-4,-1,-4,13,32,89,0.0,1030,-0,9,115,9,Moldova
2020-01-19,1,-3,0.0,3.4,1,32,02:15 AM,12:31 PM,07:44 AM,04:47 PM,-3,-3,-1,-3,9,84,84,0.0,1029,1,9,114,6,Moldova
2020-01-20,3,-0,0.0,5.2,1,25,03:29 AM,01:03 PM,07:43 AM,04:48 PM,-3,-3,1,-3,19,66,80,0.0,1038,3,10,191,12,Moldova
2020-01-21,5,-1,0.0,8.7,2,18,04:39 AM,01:42 PM,07:42 AM,04:50 PM,-3,-3,1,-3,30,33,74,0.0,1037,5,10,304,19,Moldova
2020-01-22,7,1,0.0,8.7,1,11,05:45 AM,02:27 PM,07:41 AM,04:51 PM,-5,-1,4,-1,33,20,56,0.0,1024,7,10,291,20,Moldova
2020-01-23,4,-0,0.0,5.2,1,3,06:43 AM,03:21 PM,07:41 AM,04:53 PM,-4,-4,1,-4,44,46,69,0.1,1025,4,9,323,30,Moldova
2020-01-24,4,-2,0.0,8.7,2,0,07:32 AM,04:20 PM,07:40 AM,04:54 PM,-5,-3,1,-3,21,4,67,0.0,1028,4,10,247,12,Moldova
2020-01-25,5,-1,0.0,8.7,2,0,08:12 AM,05:24 PM,07:39 AM,04:56 PM,-7,-1,2,-1,15,3,55,0.0,1021,5,10,291,9,Moldova
2020-01-26,7,1,0.0,8.7,2,4,08:45 AM,06:28 PM,07:38 AM,04:57 PM,-4,2,3,2,10,6,61,0.0,1024,7,10,224,5,Moldova
2020-01-27,7,0,0.0,8.7,1,11,09:13 AM,07:32 PM,07:37 AM,04:59 PM,-1,1,3,1,13,30,77,0.0,1020,7,10,150,8,Moldova
2020-01-28,4,3,0.0,3.6,1,18,09:37 AM,08:35 PM,07:35 AM,05:00 PM,2,2,3,2,9,89,90,0.8,1011,4,8,178,6,Moldova
2020-01-29,8,3,0.0,7.0,2,26,09:58 AM,09:38 PM,07:34 AM,05:02 PM,-1,1,4,1,31,53,73,0.1,1003,8,10,225,20,Moldova
2020-01-30,6,1,0.0,7.0,1,33,10:18 AM,10:40 PM,07:33 AM,05:03 PM,-4,-0,3,-0,24,34,59,0.0,1011,6,10,270,14,Moldova
2020-01-31,6,-1,0.0,5.3,1,37,10:37 AM,11:43 PM,07:32 AM,05:05 PM,-2,-1,3,-1,27,59,69,1.8,1010,6,10,231,17,Moldova
2020-02-01,7,-0,0.0,3.7,2,49,10:58 AM,No moonset,07:31 AM,05:06 PM,3,3,6,3,24,87,80,1.3,1010,7,7,270,15,Moldova
2020-02-02,13,1,0.0,5.3,3,57,11:22 AM,12:46 AM,07:29 AM,05:08 PM,4,6,9,6,33,57,71,0.2,1010,13,10,252,19,Moldova
2020-02-03,10,6,0.0,3.7,2,64,11:48 AM,01:51 AM,07:28 AM,05:09 PM,3,4,7,4,34,78,74,3.9,1005,10,10,258,21,Moldova
2020-02-04,9,3,0.0,7.0,2,72,12:21 PM,02:58 AM,07:27 AM,05:11 PM,2,3,5,3,22,65,80,0.7,1003,9,9,220,15,Moldova
2020-02-05,9,1,0.0,3.7,2,79,01:02 PM,04:05 AM,07:25 AM,05:13 PM,5,3,6,3,32,100,92,39.9,989,9,7,143,22,Moldova
2020-02-06,1,-2,0.8,3.7,1,87,01:53 PM,05:09 AM,07:24 AM,05:14 PM,-8,-7,-0,-7,53,86,55,5.0,1010,1,2,149,37,Moldova
2020-02-07,1,-3,1.0,7.0,1,95,02:56 PM,06:08 AM,07:23 AM,05:16 PM,-7,-7,-1,-7,36,52,67,1.9,1016,1,6,337,25,Moldova
2020-02-08,-1,-4,0.0,8.7,1,100,04:08 PM,06:59 AM,07:21 AM,05:17 PM,-12,-8,-3,-8,28,50,47,0.2,1027,-1,10,336,19,Moldova
2020-02-09,2,-6,0.0,8.7,2,100,05:27 PM,07:42 AM,07:20 AM,05:19 PM,-10,-3,-1,-3,11,33,50,0.0,1031,2,10,213,7,Moldova
2020-02-10,5,-3,0.0,8.7,2,83,06:49 PM,08:17 AM,07:18 AM,05:20 PM,-5,-5,1,-5,47,16,65,0.2,1020,5,10,189,31,Moldova
2020-02-11,8,2,0.0,8.7,2,75,08:10 PM,08:47 AM,07:17 AM,05:22 PM,-1,1,5,1,33,40,69,2.6,1004,8,10,243,22,Moldova
2020-02-12,7,2,0.0,8.7,2,68,09:30 PM,09:14 AM,07:15 AM,05:23 PM,-5,-1,4,-1,33,19,53,0.0,1011,7,10,286,22,Moldova
2020-02-13,7,1,0.0,8.7,2,60,10:48 PM,09:40 AM,07:14 AM,05:25 PM,-5,-0,3,-0,24,19,54,0.0,1019,7,10,264,16,Moldova
2020-02-14,9,1,0.0,5.4,2,53,No moonrise,10:06 AM,07:12 AM,05:27 PM,-3,2,5,2,25,53,57,0.0,1020,9,10,173,16,Moldova
2020-02-15,7,3,0.0,3.8,2,45,12:05 AM,10:33 AM,07:10 AM,05:28 PM,1,2,5,2,16,85,77,0.1,1025,7,10,288,11,Moldova
2020-02-16,8,1,0.0,8.7,1,38,01:20 AM,11:05 AM,07:09 AM,05:30 PM,-1,2,4,2,13,22,75,0.0,1033,8,10,198,8,Moldova
2020-02-17,11,2,0.0,8.7,3,30,02:32 AM,11:42 AM,07:07 AM,05:31 PM,-1,2,6,2,34,29,65,0.0,1027,11,10,177,22,Moldova
2020-02-18,12,4,0.0,8.7,3,22,03:39 AM,12:24 PM,07:05 AM,05:33 PM,0,4,7,4,27,21,63,0.0,1021,12,10,244,17,Moldova
2020-02-19,10,4,0.0,8.7,3,15,04:38 AM,01:15 PM,07:04 AM,05:34 PM,1,5,7,5,14,16,69,0.0,1020,10,10,258,9,Moldova
2020-02-20,9,4,0.0,3.9,2,7,05:30 AM,02:12 PM,07:02 AM,05:36 PM,1,5,6,5,9,86,70,0.7,1019,9,10,160,6,Moldova
2020-02-21,8,4,0.0,5.5,2,0,06:12 AM,03:14 PM,07:00 AM,05:37 PM,1,5,6,5,7,82,73,0.0,1021,8,10,102,5,Moldova
2020-02-22,6,3,0.0,5.6,1,0,06:47 AM,04:17 PM,06:58 AM,05:39 PM,-0,3,4,3,12,60,73,0.1,1025,6,10,267,9,Moldova
2020-02-23,11,3,0.0,5.6,2,0,07:16 AM,05:22 PM,06:57 AM,05:40 PM,-1,4,6,4,18,68,63,0.0,1018,11,10,245,12,Moldova
2020-02-24,10,4,0.0,8.7,2,0,07:41 AM,06:25 PM,06:55 AM,05:42 PM,-0,3,8,3,56,54,58,0.2,1008,10,9,286,40,Moldova
2020-02-25,11,2,0.0,7.2,2,8,08:02 AM,07:28 PM,06:53 AM,05:43 PM,-2,3,6,3,31,39,58,0.0,1012,11,10,234,21,Moldova
2020-02-26,15,6,0.0,8.7,4,15,08:22 AM,08:30 PM,06:51 AM,05:45 PM,-0,8,9,8,21,26,52,0.0,1000,15,10,204,12,Moldova
2020-02-27,14,6,0.0,8.7,3,23,08:42 AM,09:33 PM,06:49 AM,05:46 PM,4,8,10,8,27,61,64,2.2,997,14,10,276,18,Moldova
2020-02-28,7,3,8.6,5.7,2,30,09:02 AM,10:35 PM,06:48 AM,05:48 PM,-2,1,5,1,33,69,62,24.6,1004,7,7,318,26,Moldova
2020-02-29,9,4,0.0,5.7,2,38,09:24 AM,11:39 PM,06:46 AM,05:49 PM,-1,4,6,4,12,65,63,1.6,1016,9,10,141,9,Moldova
2020-03-01,10,4,0.0,8.7,2,44,09:48 AM,No moonset,06:44 AM,05:51 PM,-2,2,6,2,39,38,57,0.0,1017,10,10,179,26,Moldova
2020-03-02,12,5,0.0,4.2,2,51,10:17 AM,12:44 AM,06:42 AM,05:52 PM,3,4,8,4,38,80,71,0.2,1010,12,10,176,26,Moldova
2020-03-03,17,8,0.0,8.7,4,58,10:53 AM,01:49 AM,06:40 AM,05:54 PM,4,10,12,10,25,12,63,0.0,1009,17,10,180,15,Moldova
2020-03-04,19,10,0.0,8.7,5,65,11:38 AM,02:53 AM,06:38 AM,05:55 PM,6,12,14,12,34,17,63,0.0,1008,19,10,173,22,Moldova
2020-03-05,17,9,0.0,5.7,3,73,12:34 PM,03:53 AM,06:36 AM,05:56 PM,6,12,13,12,18,70,64,0.1,1007,17,10,189,11,Moldova
2020-03-06,16,9,0.0,4.2,3,80,01:41 PM,04:47 AM,06:34 AM,05:58 PM,6,10,11,10,17,61,72,4.3,1006,16,10,222,12,Moldova
2020-03-07,17,8,0.0,8.7,4,87,02:56 PM,05:33 AM,06:32 AM,05:59 PM,5,11,12,11,26,37,63,0.0,1008,17,10,180,18,Moldova
2020-03-08,13,9,0.0,5.9,3,95,04:16 PM,06:11 AM,06:30 AM,06:01 PM,7,10,11,10,15,76,79,3.3,1014,13,10,212,9,Moldova
2020-03-09,13,7,0.0,8.7,3,100,05:40 PM,06:43 AM,06:29 AM,06:02 PM,4,8,9,8,13,55,72,0.0,1015,13,10,239,9,Moldova
2020-03-10,15,10,0.0,7.3,3,100,07:02 PM,07:12 AM,06:27 AM,06:03 PM,7,11,12,11,28,76,72,0.3,1010,15,10,148,20,Moldova
2020-03-11,16,8,0.0,10.2,3,84,08:24 PM,07:39 AM,06:25 AM,06:05 PM,3,10,12,10,23,52,56,0.0,1013,16,10,292,16,Moldova
2020-03-12,18,10,0.0,11.6,4,76,09:45 PM,08:05 AM,06:23 AM,06:06 PM,5,13,13,13,26,29,56,0.0,1018,18,10,249,17,Moldova
2020-03-13,20,12,0.0,10.2,4,69,11:04 PM,08:32 AM,06:21 AM,06:08 PM,7,15,16,15,25,31,61,3.5,1012,20,10,160,15,Moldova
2020-03-14,12,6,0.0,11.6,4,62,No moonrise,09:03 AM,06:19 AM,06:09 PM,-0,7,10,7,30,31,53,6.3,1016,12,10,298,21,Moldova
2020-03-15,4,2,0.0,11.6,2,55,12:20 AM,09:39 AM,06:17 AM,06:10 PM,-9,-1,3,-1,27,26,42,0.0,1027,4,10,348,20,Moldova
2020-03-16,9,-0,0.0,11.6,3,47,01:32 AM,10:21 AM,06:15 AM,06:12 PM,-10,2,4,2,10,2,37,0.0,1032,9,10,302,6,Moldova
2020-03-17,11,2,0.0,10.2,2,40,02:35 AM,11:10 AM,06:13 AM,06:13 PM,-5,3,6,3,20,41,45,0.0,1029,11,10,235,13,Moldova
2020-03-18,12,5,0.0,11.6,3,33,03:29 AM,12:06 PM,06:11 AM,06:15 PM,-1,8,8,8,6,31,53,0.0,1030,12,10,93,4,Moldova
2020-03-19,14,7,0.0,11.6,4,25,04:14 AM,01:06 PM,06:09 AM,06:16 PM,-2,10,10,10,8,16,44,0.0,1026,14,10,257,6,Moldova
2020-03-20,15,10,0.0,10.2,3,18,04:50 AM,02:09 PM,06:07 AM,06:17 PM,6,11,12,11,16,42,68,0.1,1021,15,10,317,10,Moldova
2020-03-21,17,8,0.0,8.8,3,11,05:20 AM,03:13 PM,06:05 AM,06:19 PM,6,11,12,11,22,66,68,2.4,1016,17,8,152,16,Moldova
2020-03-22,6,4,0.0,6.1,1,4,05:46 AM,04:17 PM,06:03 AM,06:20 PM,2,2,5,2,25,99,81,8.5,1017,6,9,114,19,Moldova
2020-03-23,6,2,0.0,6.1,1,0,06:07 AM,05:20 PM,06:01 AM,06:22 PM,-5,-1,3,-1,33,98,57,0.0,1026,6,10,49,24,Moldova
2020-03-24,4,-1,0.0,9.2,1,0,06:28 AM,06:22 PM,05:59 AM,06:23 PM,-11,-4,1,-4,38,88,41,0.0,1031,4,10,41,27,Moldova
2020-03-25,7,-0,0.0,10.6,1,3,06:47 AM,07:25 PM,05:57 AM,06:24 PM,-8,-2,3,-2,33,77,45,0.0,1032,7,10,47,23,Moldova
2020-03-26,13,2,0.0,12.7,3,11,07:07 AM,08:27 PM,05:55 AM,06:26 PM,-2,4,7,4,28,9,56,0.0,1030,13,10,53,19,Moldova
2020-03-27,15,5,0.0,12.7,4,18,07:28 AM,09:32 PM,05:53 AM,06:27 PM,1,7,9,7,28,37,57,0.0,1022,15,10,46,19,Moldova
2020-03-28,16,7,0.0,12.8,4,25,07:51 AM,10:35 PM,05:51 AM,06:29 PM,2,10,11,10,20,24,54,0.0,1014,16,10,30,14,Moldova
2020-03-29,15,8,0.0,10.6,3,32,08:18 AM,11:41 PM,05:49 AM,06:30 PM,3,10,11,10,23,47,57,0.0,1008,15,10,324,15,Moldova
2020-03-30,15,8,0.0,12.8,3,40,08:50 AM,No moonset,05:47 AM,06:31 PM,3,9,11,9,26,35,59,0.1,1010,15,10,312,18,Moldova
2020-03-31,7,2,0.0,12.9,2,44,09:31 AM,12:44 AM,05:45 AM,06:33 PM,-7,-0,4,-0,28,54,45,0.0,1020,7,10,293,21,Moldova
2020-04-01,9,-0,0.0,12.9,3,56,10:20 AM,01:44 AM,05:43 AM,06:34 PM,-10,3,4,3,11,5,36,0.0,1022,9,10,120,7,Moldova
2020-04-02,11,1,0.0,12.9,3,64,11:21 AM,02:38 AM,05:42 AM,06:35 PM,-10,3,6,3,19,16,33,0.0,1017,11,10,221,12,Moldova
2020-04-03,14,2,0.0,13.0,3,71,12:30 PM,03:26 AM,05:40 AM,06:37 PM,-4,5,8,5,23,12,45,0.0,1014,14,10,193,16,Moldova
