date_time,Moldova_maxtempC,Moldova_mintempC,Moldova_totalSnow_cm,Moldova_sunHour,Moldova_uvIndex,Moldova_moon_illumination,Moldova_moonrise,Moldova_moonset,Moldova_sunrise,Moldova_sunset,Moldova_DewPointC,Moldova_FeelsLikeC,Moldova_HeatIndexC,Moldova_WindChillC,Moldova_WindGustKmph,Moldova_cloudcover,Moldova_humidity,Moldova_precipMM,Moldova_pressure,Moldova_tempC,Moldova_visibility,Moldova_winddirDegree,Moldova_windspeedKmph,Moldova_location
2020-09-12,28,15,0.0,12.8,6,20,No moonrise,03:40 PM,05:39 AM,06:22 PM,3,22,22,22,15,2,32,0.0,1021,28,10,56,10,Moldova
2020-09-13,29,16,0.0,12.8,7,13,12:11 AM,04:29 PM,05:40 AM,06:20 PM,2,23,23,23,12,0,29,0.0,1023,29,10,35,8,Moldova
2020-09-14,29,18,0.0,12.8,7,5,01:18 AM,05:10 PM,05:41 AM,06:18 PM,10,24,24,24,23,10,45,0.0,1025,29,10,352,15,Moldova
2020-09-15,29,17,0.0,12.7,6,0,02:33 AM,05:45 PM,05:43 AM,06:16 PM,11,24,24,23,15,3,52,0.0,1026,29,10,56,10,Moldova
2020-09-16,31,19,0.0,12.7,7,0,03:53 AM,06:14 PM,05:44 AM,06:14 PM,11,25,25,25,13,2,47,0.0,1022,31,10,82,8,Moldova
2020-09-17,31,18,0.0,12.7,7,0,05:14 AM,06:40 PM,05:45 AM,06:12 PM,10,25,25,25,14,10,45,0.0,1016,31,10,212,9,Moldova
2020-09-18,19,13,0.0,12.6,5,2,06:36 AM,07:05 PM,05:47 AM,06:10 PM,4,15,17,15,32,9,49,0.0,1021,19,10,342,24,Moldova
2020-09-19,22,8,0.0,12.6,5,10,07:58 AM,07:30 PM,05:48 AM,06:08 PM,2,14,15,14,17,0,47,0.0,1024,22,10,170,11,Moldova
2020-09-20,25,12,0.0,12.6,6,17,09:21 AM,07:57 PM,05:49 AM,06:06 PM,4,18,19,18,11,8,43,0.0,1022,25,10,151,7,Moldova
2020-09-21,25,13,0.0,12.5,5,25,10:42 AM,08:28 PM,05:51 AM,06:04 PM,2,19,20,19,11,23,37,0.0,1022,25,10,112,7,Moldova
2020-09-22,26,13,0.0,12.5,6,32,12:01 PM,09:05 PM,05:52 AM,06:02 PM,3,20,20,20,13,2,39,0.0,1021,26,10,147,8,Moldova
2020-09-23,26,12,0.0,12.5,6,40,01:15 PM,09:50 PM,05:53 AM,06:00 PM,5,19,19,19,16,3,49,0.0,1016,26,10,150,10,Moldova
2020-09-24,27,12,0.0,11.6,6,47,02:19 PM,10:43 PM,05:54 AM,05:58 PM,10,20,20,20,16,19,59,0.0,1013,27,10,153,10,Moldova
2020-09-25,28,15,0.0,11.6,5,55,03:13 PM,11:43 PM,05:56 AM,05:56 PM,14,22,22,22,22,33,67,0.8,1009,28,10,155,15,Moldova
2020-09-26,27,15,0.0,10.2,5,62,03:56 PM,No moonset,05:57 AM,05:54 PM,14,22,22,22,34,49,70,0.7,1003,27,9,138,25,Moldova
2020-09-27,24,17,0.0,10.2,5,70,04:31 PM,12:48 AM,05:58 AM,05:52 PM,10,20,20,20,31,44,56,18.2,1005,24,9,197,21,Moldova
2020-09-28,25,14,0.0,11.5,6,78,04:59 PM,01:55 AM,06:00 AM,05:50 PM,8,19,19,19,17,10,54,0.0,1017,25,10,121,11,Moldova
2020-09-29,22,15,0.0,4.3,4,85,05:23 PM,03:02 AM,06:01 AM,05:48 PM,13,17,18,17,28,70,79,22.6,1009,22,7,191,16,Moldova
2020-09-30,20,11,0.0,7.2,4,93,05:43 PM,04:07 AM,06:02 AM,05:46 PM,9,15,16,15,31,62,68,0.0,1003,20,10,234,23,Moldova
2020-10-01,20,11,0.0,7.2,4,97,06:02 PM,05:12 AM,06:04 AM,05:44 PM,8,15,15,15,16,59,61,0.0,1005,20,10,146,10,Moldova
2020-10-02,21,13,0.0,8.7,5,100,06:20 PM,06:15 AM,06:05 AM,05:42 PM,10,16,16,16,15,44,68,2.2,1010,21,10,185,10,Moldova
2020-10-03,25,15,0.0,8.7,6,89,06:39 PM,07:19 AM,06:06 AM,05:40 PM,10,19,20,19,25,15,57,0.0,1016,25,10,160,16,Moldova
2020-10-04,25,16,0.0,8.7,6,82,07:00 PM,08:22 AM,06:08 AM,05:38 PM,14,20,20,20,33,23,71,0.0,1018,25,10,152,23,Moldova
2020-10-05,25,16,0.0,8.7,5,74,07:23 PM,09:26 AM,06:09 AM,05:36 PM,14,20,20,20,38,38,72,0.5,1018,25,10,144,26,Moldova
2020-10-06,24,17,0.0,7.2,5,67,07:51 PM,10:30 AM,06:10 AM,05:34 PM,14,20,21,20,33,51,71,0.8,1016,24,10,148,23,Moldova
2020-10-07,26,18,0.0,8.7,5,60,08:24 PM,11:34 AM,06:12 AM,05:32 PM,16,22,22,21,15,61,75,4.8,1012,26,10,183,10,Moldova
2020-10-08,22,17,0.0,4.2,5,53,09:06 PM,12:35 PM,06:13 AM,05:30 PM,17,19,20,19,24,83,86,24.4,1012,22,7,122,15,Moldova
2020-10-09,22,17,0.0,5.7,4,45,09:57 PM,01:32 PM,06:14 AM,05:28 PM,15,19,19,19,15,58,80,0.5,1017,22,9,49,10,Moldova
2020-10-10,21,16,0.0,5.7,4,38,10:58 PM,02:22 PM,06:16 AM,05:26 PM,12,18,18,18,14,54,70,0.0,1016,21,10,147,9,Moldova
2020-10-11,21,15,0.0,5.7,4,31,No moonrise,03:06 PM,06:17 AM,05:25 PM,12,18,18,18,10,43,71,0.0,1014,21,10,306,6,Moldova
2020-10-12,23,15,0.0,7.2,4,23,12:08 AM,03:42 PM,06:19 AM,05:23 PM,13,18,19,18,17,59,71,0.2,1014,23,10,157,11,Moldova
2020-10-13,22,15,0.0,7.2,4,16,01:24 AM,04:12 PM,06:20 AM,05:21 PM,15,18,19,18,29,64,81,1.4,1009,22,8,136,21,Moldova
2020-10-14,18,12,0.0,7.2,4,9,02:43 AM,04:39 PM,06:21 AM,05:19 PM,6,14,14,14,19,34,58,0.1,1011,18,10,216,12,Moldova
2020-10-15,20,11,0.0,8.7,5,2,04:04 AM,05:04 PM,06:23 AM,05:17 PM,7,15,15,15,20,20,60,0.0,1016,20,10,190,13,Moldova
2020-10-16,22,14,0.0,8.7,5,0,05:27 AM,05:29 PM,06:24 AM,05:15 PM,12,17,18,17,22,13,72,0.0,1011,22,10,181,14,Moldova
2020-10-17,17,10,0.0,4.1,4,0,06:50 AM,05:55 PM,06:26 AM,05:13 PM,11,14,15,14,17,62,77,2.8,1008,17,10,199,11,Moldova
2020-10-18,15,10,0.0,8.7,4,5,08:14 AM,06:24 PM,06:27 AM,05:11 PM,6,11,12,11,17,28,68,0.0,1015,15,10,289,11,Moldova
2020-10-19,14,9,0.0,8.7,4,13,09:39 AM,06:59 PM,06:28 AM,05:10 PM,4,10,11,10,13,37,63,0.2,1023,14,9,268,9,Moldova
2020-10-20,15,8,0.0,8.7,4,20,10:58 AM,07:42 PM,06:30 AM,05:08 PM,2,11,11,11,5,26,56,0.0,1028,15,10,148,3,Moldova
2020-10-21,16,8,0.0,8.7,4,27,12:09 PM,08:33 PM,06:31 AM,05:06 PM,3,10,12,10,27,14,58,0.0,1025,16,10,185,17,Moldova
2020-10-22,20,10,0.0,8.7,5,35,01:09 PM,09:33 PM,06:33 AM,05:04 PM,3,15,15,15,8,10,48,0.0,1021,20,10,167,5,Moldova
2020-10-23,20,12,0.0,8.7,5,42,01:57 PM,10:38 PM,06:34 AM,05:03 PM,2,16,15,16,10,5,41,0.0,1017,20,10,207,6,Moldova
2020-10-24,19,12,0.0,8.7,5,49,02:35 PM,11:46 PM,06:36 AM,05:01 PM,5,15,15,15,14,26,53,0.0,1014,19,10,289,8,Moldova
2020-10-25,17,14,0.0,8.7,5,56,03:05 PM,No moonset,06:37 AM,04:59 PM,10,15,15,15,15,47,71,0.0,1017,17,10,159,9,Moldova
2020-10-26,18,12,0.0,7.1,4,64,03:29 PM,12:53 AM,06:39 AM,04:57 PM,11,14,15,14,17,59,78,0.0,1016,18,10,90,11,Moldova
2020-10-27,19,12,0.0,5.4,4,71,03:50 PM,01:59 AM,06:40 AM,04:56 PM,12,15,15,15,6,54,83,0.0,1015,19,8,147,4,Moldova
2020-10-28,17,12,0.0,5.4,4,78,04:09 PM,03:04 AM,06:42 AM,04:54 PM,11,14,14,14,8,61,80,0.0,1017,17,8,158,5,Moldova
2020-10-29,17,11,0.0,8.7,4,85,04:27 PM,04:07 AM,06:43 AM,04:53 PM,9,14,14,14,9,25,73,0.0,1016,17,10,303,5,Moldova
2020-10-30,14,9,0.0,5.4,3,93,04:45 PM,05:10 AM,06:45 AM,04:51 PM,8,10,11,10,20,60,79,1.6,1016,14,9,316,13,Moldova
2020-10-31,9,4,0.0,3.8,2,97,05:05 PM,06:13 AM,06:46 AM,04:49 PM,5,7,9,7,21,80,76,4.6,1017,9,6,291,14,Moldova
2020-11-01,10,3,0.0,3.8,2,89,05:27 PM,07:18 AM,06:48 AM,04:48 PM,6,5,8,5,43,100,82,16.1,1015,10,8,319,31,Moldova
2020-11-02,12,7,0.0,8.7,3,81,05:53 PM,08:22 AM,06:49 AM,04:46 PM,4,8,10,8,19,49,70,0.1,1019,12,10,289,13,Moldova
2020-11-03,10,7,0.0,3.7,2,74,06:24 PM,09:27 AM,06:51 AM,04:45 PM,3,9,9,9,5,50,67,0.0,1021,10,10,165,3,Moldova
2020-11-04,12,6,0.0,8.7,3,66,07:03 PM,10:29 AM,06:52 AM,04:43 PM,5,8,9,8,14,26,77,0.0,1026,12,10,36,8,Moldova
2020-11-05,12,7,0.0,8.7,4,58,07:50 PM,11:28 AM,06:54 AM,04:42 PM,6,8,9,8,19,25,79,0.0,1029,12,10,344,12,Moldova
2020-11-06,10,3,0.0,8.7,2,51,08:47 PM,12:20 PM,06:55 AM,04:41 PM,3,5,8,5,27,33,71,0.0,1030,10,10,326,18,Moldova
2020-11-07,12,8,0.0,7.0,3,43,09:52 PM,01:04 PM,06:57 AM,04:39 PM,6,7,9,7,22,44,80,0.0,1031,12,10,317,15,Moldova
2020-11-08,15,7,0.0,8.7,3,36,11:04 PM,01:42 PM,06:58 AM,04:38 PM,6,10,10,10,10,16,77,0.0,1028,15,8,232,6,Moldova
2020-11-09,13,8,0.0,8.7,4,28,No moonrise,02:13 PM,07:00 AM,04:37 PM,6,9,10,9,13,4,75,0.0,1027,13,10,192,8,Moldova
2020-11-10,10,6,0.0,5.2,2,21,12:19 AM,02:40 PM,07:01 AM,04:35 PM,4,7,9,7,13,67,73,0.0,1031,10,10,70,9,Moldova
2020-11-11,9,5,0.0,7.0,2,13,01:37 AM,03:04 PM,07:03 AM,04:34 PM,1,6,6,6,10,31,67,0.0,1033,9,10,73,6,Moldova
2020-11-12,9,4,0.0,8.7,3,6,02:56 AM,03:28 PM,07:04 AM,04:33 PM,1,5,6,5,13,18,71,0.0,1030,9,10,134,9,Moldova
2020-11-13,8,2,0.0,3.5,2,0,04:17 AM,03:52 PM,07:06 AM,04:32 PM,2,4,6,4,18,86,73,0.0,1028,8,10,117,13,Moldova
2020-11-14,8,5,0.0,3.5,2,0,05:41 AM,04:19 PM,07:07 AM,04:30 PM,2,6,7,6,6,80,73,0.0,1027,8,10,92,4,Moldova
2020-11-15,10,4,0.0,7.0,2,0,07:05 AM,04:51 PM,07:08 AM,04:29 PM,2,6,7,6,9,45,73,0.0,1025,10,10,199,5,Moldova
2020-11-16,11,7,0.0,5.2,2,2,08:29 AM,05:30 PM,07:10 AM,04:28 PM,3,7,8,7,13,73,70,0.0,1023,11,10,155,9,Moldova
2020-11-17,7,5,0.0,3.4,2,9,09:48 AM,06:18 PM,07:11 AM,04:27 PM,4,3,6,3,20,96,87,0.5,1028,7,9,111,14,Moldova
2020-11-18,4,-2,0.0,3.4,1,17,10:56 AM,07:16 PM,07:13 AM,04:26 PM,1,0,3,0,14,98,85,3.0,1034,4,9,101,10,Moldova
2020-11-19,6,-4,0.0,8.7,2,24,11:51 AM,08:21 PM,07:14 AM,04:25 PM,-0,-0,3,-0,18,21,79,0.0,1031,6,10,135,12,Moldova
2020-11-20,7,3,0.0,3.4,2,32,12:34 PM,09:31 PM,07:16 AM,04:24 PM,2,3,5,3,14,85,83,0.8,1023,7,10,169,8,Moldova
2020-11-21,5,2,0.1,3.4,1,39,01:08 PM,10:40 PM,07:17 AM,04:24 PM,-1,-1,3,-1,26,79,74,4.0,1030,5,9,343,18,Moldova
2020-11-22,5,0,0.0,8.7,2,47,01:34 PM,11:48 PM,07:18 AM,04:23 PM,-3,-1,2,-1,17,11,73,0.0,1032,5,10,257,10,Moldova
2020-11-23,7,1,0.0,8.7,1,54,01:56 PM,No moonset,07:20 AM,04:22 PM,-3,2,4,2,11,31,64,0.0,1026,7,10,248,6,Moldova
2020-11-24,7,3,0.0,6.9,2,62,02:16 PM,12:54 AM,07:21 AM,04:21 PM,-1,2,5,2,24,42,67,0.0,1026,7,10,318,16,Moldova
2020-11-25,8,3,0.0,8.7,2,70,02:34 PM,01:58 AM,07:23 AM,04:20 PM,-1,4,5,4,9,30,69,0.0,1026,8,10,262,6,Moldova
2020-11-26,8,3,0.0,8.7,3,77,02:52 PM,03:01 AM,07:24 AM,04:20 PM,-4,3,5,3,13,9,54,0.0,1024,8,10,180,7,Moldova
2020-11-27,8,1,0.0,8.7,2,85,03:11 PM,04:04 AM,07:25 AM,04:19 PM,-2,2,4,2,11,6,66,0.0,1021,8,10,265,6,Moldova
2020-11-28,5,2,0.0,8.7,2,92,03:32 PM,05:08 AM,07:26 AM,04:19 PM,-1,2,3,2,8,25,73,0.0,1018,5,10,195,5,Moldova
2020-11-29,3,2,0.0,3.3,1,100,03:56 PM,06:13 AM,07:28 AM,04:18 PM,1,1,3,1,8,96,88,0.7,1020,3,9,262,5,Moldova
2020-11-30,3,-3,0.0,3.3,1,100,04:25 PM,07:18 AM,07:29 AM,04:18 PM,-1,-2,1,-2,18,85,83,0.2,1024,3,8,309,12,Moldova
2020-12-01,1,-4,0.2,5.1,1,89,05:02 PM,08:22 AM,07:30 AM,04:17 PM,-2,-5,-0,-5,24,61,84,0.4,1025,1,9,218,17,Moldova
2020-12-02,3,-5,0.1,3.3,1,82,05:47 PM,09:23 AM,07:31 AM,04:17 PM,1,-0,1,-0,9,98,93,0.7,1025,3,6,258,6,Moldova
2020-12-03,2,-4,0.0,5.1,1,75,06:41 PM,10:18 AM,07:33 AM,04:16 PM,-1,-2,0,-2,14,63,92,0.0,1023,2,10,128,8,Moldova
2020-12-04,8,-3,0.0,5.1,2,67,07:44 PM,11:05 AM,07:34 AM,04:16 PM,4,1,4,1,29,69,92,0.1,1020,8,8,130,17,Moldova
2020-12-05,7,2,0.0,3.3,2,60,08:53 PM,11:44 AM,07:35 AM,04:16 PM,4,2,6,2,30,94,90,0.0,1024,7,10,115,20,Moldova
2020-12-06,2,-2,0.0,5.1,1,53,10:05 PM,12:16 PM,07:36 AM,04:15 PM,-4,-4,1,-4,26,62,70,0.0,1028,2,10,98,18,Moldova
2020-12-07,-2,-7,0.0,3.3,1,46,11:20 PM,12:43 PM,07:37 AM,04:15 PM,-8,-8,-3,-8,27,76,69,0.1,1026,-2,10,86,19,Moldova
2020-12-08,0,-7,0.3,3.3,1,38,No moonrise,01:08 PM,07:38 AM,04:15 PM,-3,-7,-2,-7,30,100,85,0.4,1022,0,8,72,21,Moldova
2020-12-09,1,-5,0.0,3.3,1,31,12:36 AM,01:31 PM,07:39 AM,04:15 PM,-2,-5,-1,-5,26,99,88,0.0,1020,1,10,69,18,Moldova
2020-12-10,9,-5,0.0,3.3,2,24,01:53 AM,01:53 PM,07:40 AM,04:15 PM,5,1,6,1,42,100,94,33.2,1015,9,7,116,26,Moldova
2020-12-11,8,4,0.0,3.3,2,17,03:12 AM,02:17 PM,07:41 AM,04:15 PM,4,2,7,2,39,98,86,0.1,1012,8,10,105,27,Moldova
2020-12-12,9,3,0.0,3.3,2,9,04:34 AM,02:45 PM,07:42 AM,04:15 PM,5,3,6,3,32,100,90,3.8,1010,9,7,99,22,Moldova
2020-12-13,10,1,0.0,3.3,2,2,05:57 AM,03:20 PM,07:43 AM,04:15 PM,8,5,8,5,32,100,95,18.1,1009,10,7,110,21,Moldova
2020-12-14,8,5,0.0,3.3,2,0,07:18 AM,04:02 PM,07:43 AM,04:15 PM,7,5,7,5,17,100,96,23.0,1013,8,8,189,11,Moldova
2020-12-15,6,2,0.0,3.3,2,0,08:33 AM,04:56 PM,07:44 AM,04:16 PM,2,2,5,2,21,87,84,0.0,1022,6,10,294,15,Moldova
2020-12-16,1,-2,0.0,5.1,1,5,09:37 AM,05:59 PM,07:45 AM,04:16 PM,-1,-2,0,-2,13,57,92,0.0,1027,1,8,111,8,Moldova
2020-12-17,3,-3,0.0,3.3,1,12,10:26 AM,07:09 PM,07:46 AM,04:16 PM,0,-0,2,-0,11,95,88,0.0,1028,3,10,138,8,Moldova
2020-12-18,4,1,0.0,3.3,1,20,11:06 AM,08:21 PM,07:46 AM,04:17 PM,0,1,3,1,12,89,80,0.0,1029,4,10,164,8,Moldova
2020-12-19,6,1,0.0,3.3,1,27,11:36 AM,09:32 PM,07:47 AM,04:17 PM,1,4,4,4,6,81,78,0.0,1029,6,10,228,4,Moldova
2020-12-20,3,-1,0.0,3.3,1,34,12:00 PM,10:40 PM,07:47 AM,04:17 PM,-1,-0,2,-0,11,83,81,0.0,1031,3,9,121,8,Moldova
2020-12-21,2,-3,0.0,3.3,1,41,12:21 PM,11:46 PM,07:48 AM,04:18 PM,-3,-1,1,-1,9,83,74,0.0,1033,2,10,116,6,Moldova
2020-12-22,0,-3,0.0,8.7,2,49,12:39 PM,No moonset,07:48 AM,04:18 PM,-5,-4,-1,-4,11,4,74,0.0,1030,0,10,119,7,Moldova
2020-12-23,2,-2,0.0,3.3,1,56,12:58 PM,12:49 AM,07:49 AM,04:19 PM,-2,-4,-0,-4,21,90,89,0.8,1023,2,7,180,13,Moldova
2020-12-24,6,-5,0.0,3.3,1,63,01:16 PM,01:53 AM,07:49 AM,04:20 PM,3,1,4,1,23,88,92,0.4,1015,6,7,189,13,Moldova
2020-12-25,10,6,0.0,3.3,2,70,01:36 PM,02:56 AM,07:50 AM,04:20 PM,5,5,7,5,23,78,86,0.5,1009,10,9,248,13,Moldova
2020-12-26,4,2,0.0,3.3,1,78,01:59 PM,04:01 AM,07:50 AM,04:21 PM,1,0,4,0,19,86,84,2.9,1017,4,10,338,14,Moldova
2020-12-27,3,-0,0.5,8.7,1,85,02:26 PM,05:06 AM,07:50 AM,04:22 PM,-1,-1,2,-1,16,49,83,1.1,1023,3,7,185,11,Moldova
2020-12-28,9,-0,0.0,3.3,2,92,03:00 PM,06:11 AM,07:50 AM,04:22 PM,6,3,7,3,43,98,92,3.3,1012,9,9,133,29,Moldova
2020-12-29,12,8,0.0,8.7,2,100,03:42 PM,07:14 AM,07:50 AM,04:23 PM,6,6,9,6,37,45,80,0.0,1009,12,10,173,23,Moldova
2020-12-30,11,6,0.0,3.3,2,100,04:33 PM,08:12 AM,07:51 AM,04:24 PM,6,6,8,6,29,46,84,0.0,1013,11,9,171,17,Moldova
2020-12-31,11,8,0.0,3.3,2,89,05:35 PM,09:02 AM,07:51 AM,04:25 PM,7,7,9,7,32,51,88,0.0,1009,11,10,167,20,Moldova
2021-01-01,10,6,0.0,6.9,2,79,06:43 PM,09:45 AM,07:51 AM,04:26 PM,5,6,8,6,24,61,79,0.6,1010,10,9,217,15,Moldova
2021-01-02,8,4,0.0,8.7,3,71,07:56 PM,10:19 AM,07:51 AM,04:27 PM,1,3,5,3,14,8,78,0.0,1023,8,10,168,8,Moldova
2021-01-03,10,4,0.0,6.9,2,64,09:11 PM,10:48 AM,07:51 AM,04:28 PM,4,3,7,3,31,46,83,0.0,1023,10,10,141,19,Moldova
2021-01-04,11,5,0.0,3.3,2,57,10:25 PM,11:13 AM,07:50 AM,04:29 PM,8,6,9,6,27,100,92,0.8,1018,11,8,131,19,Moldova
2021-01-05,7,3,0.0,3.3,2,50,11:41 PM,11:36 AM,07:50 AM,04:30 PM,4,2,6,2,30,88,90,0.4,1013,7,9,117,21,Moldova
2021-01-06,9,5,0.0,8.7,3,42,No moonrise,11:58 AM,07:50 AM,04:31 PM,2,4,6,4,25,30,73,0.0,1015,9,10,193,14,Moldova
2021-01-07,9,3,0.0,3.3,2,35,12:57 AM,12:20 PM,07:50 AM,04:32 PM,4,3,6,3,26,76,87,0.3,1011,9,7,202,16,Moldova
2021-01-08,5,2,0.0,3.3,1,28,02:15 AM,12:46 PM,07:50 AM,04:33 PM,-3,1,3,1,12,65,66,0.0,1015,5,10,163,7,Moldova
2021-01-09,2,-0,4.2,5.1,1,20,03:35 AM,01:16 PM,07:49 AM,04:35 PM,-1,-3,1,-3,20,64,88,5.1,1018,2,7,283,13,Moldova
2021-01-10,3,0,0.0,3.3,1,13,04:54 AM,01:53 PM,07:49 AM,04:36 PM,-4,1,1,1,5,62,66,0.0,1024,3,10,217,3,Moldova
2021-01-11,2,-3,0.0,3.3,1,6,06:10 AM,02:40 PM,07:48 AM,04:37 PM,-4,-2,0,-2,8,86,72,0.0,1024,2,10,49,6,Moldova
2021-01-12,2,-1,0.0,3.3,1,0,07:18 AM,03:39 PM,07:48 AM,04:38 PM,-3,-3,0,-3,15,92,80,0.0,1017,2,10,114,11,Moldova
2021-01-13,1,-1,0.0,3.3,1,0,08:14 AM,04:45 PM,07:47 AM,04:40 PM,-3,-3,-0,-3,14,94,83,0.0,1008,1,10,201,10,Moldova
2021-01-14,1,-7,0.0,6.9,1,1,08:59 AM,05:58 PM,07:47 AM,04:41 PM,-5,-5,-1,-5,19,59,77,0.0,1006,1,10,273,12,Moldova
2021-01-15,-2,-5,0.0,3.4,1,8,09:34 AM,07:11 PM,07:46 AM,04:42 PM,-8,-9,-3,-9,24,71,70,0.0,1011,-2,10,305,17,Moldova
2021-01-16,-4,-7,0.0,8.7,2,16,10:01 AM,08:21 PM,07:46 AM,04:44 PM,-12,-11,-6,-11,16,38,62,0.0,1017,-4,10,307,11,Moldova
2021-01-17,-5,-9,0.0,5.2,1,23,10:23 AM,09:30 PM,07:45 AM,04:45 PM,-14,-11,-7,-11,12,57,61,0.0,1018,-5,10,259,8,Moldova
2021-01-18,-7,-12,0.5,3.4,1,30,10:43 AM,10:35 PM,07:44 AM,04:47 PM,-11,-14,-8,-14,20,84,73,0.8,1020,-7,8,323,15,Moldova
2021-01-19,-5,-11,0.0,8.7,2,38,11:02 AM,11:39 PM,07:43 AM,04:48 PM,-13,-13,-8,-13,14,35,67,0.0,1022,-5,10,264,9,Moldova
2021-01-20,-1,-7,0.0,6.9,1,45,11:20 AM,No moonset,07:43 AM,04:49 PM,-7,-8,-4,-8,15,57,80,0.0,1021,-1,10,154,10,Moldova
2021-01-21,3,-4,0.0,8.7,2,52,11:39 AM,12:43 AM,07:42 AM,04:51 PM,-3,-4,-1,-4,17,21,89,0.0,1021,3,9,177,10,Moldova
2021-01-22,5,-1,0.0,6.9,1,59,12:01 PM,01:47 AM,07:41 AM,04:52 PM,-1,-2,1,-2,23,22,83,0.0,1017,5,10,187,12,Moldova
2021-01-23,7,-3,0.0,8.7,2,67,12:25 PM,02:51 AM,07:40 AM,04:54 PM,1,-0,3,-0,28,22,85,0.0,1010,7,10,183,15,Moldova
2021-01-24,8,3,0.0,3.4,2,74,12:56 PM,03:56 AM,07:39 AM,04:55 PM,5,3,6,3,39,83,90,3.0,1004,8,8,178,23,Moldova
2021-01-25,9,2,0.0,3.4,2,81,01:35 PM,05:00 AM,07:38 AM,04:57 PM,2,2,5,2,35,71,82,1.9,998,9,8,195,21,Moldova
2021-01-26,2,-1,4.0,3.5,1,88,02:22 PM,06:00 AM,07:37 AM,04:58 PM,-2,-2,1,-2,20,81,79,7.5,1005,2,7,196,11,Moldova
2021-01-27,-1,-6,0.4,3.6,1,96,03:21 PM,06:54 AM,07:36 AM,05:00 PM,-2,-7,-1,-7,42,100,92,40.0,1004,-1,2,100,30,Moldova
2021-01-28,-0,-2,1.2,3.6,1,100,04:28 PM,07:41 AM,07:35 AM,05:01 PM,-2,-9,-1,-9,52,100,94,28.0,999,-0,0,335,37,Moldova
2021-01-29,1,-4,0.0,3.6,1,90,05:41 PM,08:19 AM,07:33 AM,05:03 PM,-4,-6,-2,-6,22,58,85,0.3,1003,1,9,223,12,Moldova
2021-01-30,3,-3,0.0,3.6,1,82,06:57 PM,08:50 AM,07:32 AM,05:04 PM,-0,-3,1,-3,21,66,92,1.1,998,3,9,191,11,Moldova
2021-01-31,1,-2,0.1,5.3,1,79,08:14 PM,09:17 AM,07:31 AM,05:06 PM,-3,-4,-0,-4,25,57,80,0.1,1005,1,10,199,15,Moldova
2021-02-01,2,-4,0.0,3.7,1,63,09:31 PM,09:41 AM,07:30 AM,05:08 PM,-0,-3,0,-3,16,88,95,8.6,1003,2,7,174,10,Moldova
2021-02-02,3,-1,0.0,8.7,2,55,10:47 PM,10:03 AM,07:28 AM,05:09 PM,-1,-1,1,-1,10,29,90,0.0,1013,3,9,246,6,Moldova
2021-02-03,6,-0,0.0,8.7,2,48,No moonrise,10:25 AM,07:27 AM,05:11 PM,1,1,2,1,11,22,91,0.0,1015,6,10,191,6,Moldova
2021-02-04,10,1,0.0,8.7,2,40,12:05 AM,10:49 AM,07:26 AM,05:12 PM,2,3,6,3,26,48,78,0.1,1010,10,10,243,14,Moldova
2021-02-05,4,-0,0.0,7.0,1,33,01:23 AM,11:17 AM,07:24 AM,05:14 PM,-3,-2,2,-2,19,54,72,0.1,1020,4,10,247,13,Moldova
2021-02-06,0,-3,7.7,3.7,1,25,02:41 AM,11:51 AM,07:23 AM,05:15 PM,-2,-5,-1,-5,19,100,96,10.0,1017,0,4,78,13,Moldova
2021-02-07,-3,-9,0.4,3.7,1,18,03:57 AM,12:33 PM,07:22 AM,05:17 PM,-5,-9,-4,-9,24,99,92,1.2,1017,-3,7,86,17,Moldova
