date_time,Kuwait_maxtempC,Kuwait_mintempC,Kuwait_totalSnow_cm,Kuwait_sunHour,Kuwait_uvIndex,Kuwait_moon_illumination,Kuwait_moonrise,Kuwait_moonset,Kuwait_sunrise,Kuwait_sunset,Kuwait_DewPointC,Kuwait_FeelsLikeC,Kuwait_HeatIndexC,Kuwait_WindChillC,Kuwait_WindGustKmph,Kuwait_cloudcover,Kuwait_humidity,Kuwait_precipMM,Kuwait_pressure,Kuwait_tempC,Kuwait_visibility,Kuwait_winddirDegree,Kuwait_windspeedKmph,Kuwait_location
2021-01-18,20,16,0.0,8.7,5,30,10:16 AM,10:19 PM,06:43 AM,05:15 PM,7,18,18,18,23,3,48,0.0,1017,20,10,294,14,Kuwait
2021-01-19,21,16,0.0,8.7,5,38,10:45 AM,11:13 PM,06:43 AM,05:15 PM,6,18,18,18,15,10,46,0.0,1019,21,10,293,10,Kuwait
2021-01-20,19,13,0.0,7.1,4,45,11:14 AM,No moonset,06:42 AM,05:16 PM,8,18,18,18,26,25,51,0.0,1015,19,10,166,16,Kuwait
2021-01-21,15,13,0.0,8.7,4,52,11:44 AM,12:05 AM,06:42 AM,05:17 PM,2,12,14,12,47,32,45,0.0,1023,15,10,319,35,Kuwait
2021-01-22,14,10,0.0,8.7,4,59,12:15 PM,12:58 AM,06:42 AM,05:18 PM,-3,9,12,9,42,1,35,0.0,1025,14,10,320,32,Kuwait
2021-01-23,16,7,0.0,8.7,4,67,12:50 PM,01:53 AM,06:41 AM,05:19 PM,-1,10,12,10,28,3,37,0.0,1024,16,10,315,20,Kuwait
2021-01-24,17,9,0.0,8.7,4,74,01:29 PM,02:48 AM,06:41 AM,05:20 PM,-2,12,14,12,21,5,32,0.0,1023,17,10,318,15,Kuwait
2021-01-25,18,11,0.0,8.7,5,81,02:13 PM,03:45 AM,06:41 AM,05:21 PM,-1,14,16,14,14,3,31,0.0,1022,18,10,324,9,Kuwait
2021-01-26,20,15,0.0,8.7,5,88,03:04 PM,04:40 AM,06:40 AM,05:21 PM,3,18,18,18,8,7,35,0.0,1020,20,10,258,5,Kuwait
2021-01-27,20,16,0.0,8.7,4,96,04:00 PM,05:35 AM,06:40 AM,05:22 PM,3,18,18,18,17,49,36,0.0,1019,20,10,218,9,Kuwait
2021-01-28,20,13,0.0,8.7,5,100,05:01 PM,06:26 AM,06:39 AM,05:23 PM,7,17,18,17,42,3,50,0.0,1017,20,10,152,23,Kuwait
2021-01-29,21,18,0.0,5.6,4,90,06:04 PM,07:13 AM,06:39 AM,05:24 PM,10,19,20,19,45,24,55,0.7,1012,21,10,162,25,Kuwait
2021-01-30,18,15,0.0,8.7,5,82,07:09 PM,07:56 AM,06:38 AM,05:25 PM,5,17,17,17,37,2,45,0.0,1018,18,10,318,23,Kuwait
2021-01-31,18,14,0.0,8.7,5,79,08:12 PM,08:34 AM,06:38 AM,05:26 PM,4,15,16,15,22,0,45,0.0,1021,18,10,328,14,Kuwait
2021-02-01,20,15,0.0,8.7,5,63,09:16 PM,09:11 AM,06:37 AM,05:27 PM,5,17,17,17,22,0,43,0.0,1022,20,10,331,14,Kuwait
2021-02-02,21,16,0.0,8.7,5,55,10:19 PM,09:46 AM,06:37 AM,05:27 PM,5,18,19,18,28,10,43,0.0,1022,21,10,321,16,Kuwait
2021-02-03,21,16,0.0,8.7,5,48,11:24 PM,10:20 AM,06:36 AM,05:28 PM,6,19,19,19,16,7,44,0.0,1019,21,10,256,9,Kuwait
2021-02-04,21,18,0.0,8.7,5,40,No moonrise,10:57 AM,06:35 AM,05:29 PM,7,19,19,19,20,7,44,0.0,1016,21,10,157,11,Kuwait
2021-02-05,20,18,0.0,8.7,5,33,12:28 AM,11:37 AM,06:35 AM,05:30 PM,10,19,19,19,44,22,56,0.0,1014,20,10,145,25,Kuwait
2021-02-06,17,12,0.0,4.1,4,25,01:35 AM,12:21 PM,06:34 AM,05:31 PM,12,16,17,16,27,61,73,6.1,1013,17,9,235,18,Kuwait
2021-02-07,19,16,0.0,8.7,5,18,02:40 AM,01:12 PM,06:33 AM,05:32 PM,11,17,17,17,22,29,68,0.6,1016,19,10,276,15,Kuwait
