date_time,Kuwait_maxtempC,Kuwait_mintempC,Kuwait_totalSnow_cm,Kuwait_sunHour,Kuwait_uvIndex,Kuwait_moon_illumination,Kuwait_moonrise,Kuwait_moonset,Kuwait_sunrise,Kuwait_sunset,Kuwait_DewPointC,Kuwait_FeelsLikeC,Kuwait_HeatIndexC,Kuwait_WindChillC,Kuwait_WindGustKmph,Kuwait_cloudcover,Kuwait_humidity,Kuwait_precipMM,Kuwait_pressure,Kuwait_tempC,Kuwait_visibility,Kuwait_winddirDegree,Kuwait_windspeedKmph,Kuwait_location
2020-01-01,17,15,0.0,5.5,4,37,10:58 AM,10:42 PM,06:42 AM,05:00 PM,5,16,16,16,31,43,47,0.0,1017,17,10,314,22,Kuwait
2020-01-02,17,12,0.0,8.7,5,44,11:28 AM,11:35 PM,06:43 AM,05:01 PM,6,16,16,16,14,8,51,0.0,1019,17,10,208,10,Kuwait
2020-01-03,19,17,0.0,8.7,5,51,11:58 AM,No moonset,06:43 AM,05:02 PM,12,18,18,18,22,9,68,0.0,1016,19,10,104,15,Kuwait
2020-01-04,20,19,0.0,4.0,4,59,12:28 PM,12:26 AM,06:43 AM,05:03 PM,15,19,19,19,18,48,75,0.8,1013,20,10,260,11,Kuwait
2020-01-05,18,15,0.0,8.7,5,66,01:00 PM,01:20 AM,06:43 AM,05:03 PM,6,17,17,17,31,4,49,0.0,1014,18,10,328,22,Kuwait
2020-01-06,18,15,0.0,8.7,5,73,01:35 PM,02:14 AM,06:43 AM,05:04 PM,5,17,17,17,17,1,46,0.0,1020,18,10,318,11,Kuwait
2020-01-07,20,12,0.0,8.7,5,80,02:14 PM,03:12 AM,06:43 AM,05:05 PM,6,16,17,16,12,0,48,0.0,1020,20,10,279,9,Kuwait
2020-01-08,19,16,0.0,7.1,4,88,02:58 PM,04:11 AM,06:43 AM,05:06 PM,8,17,17,17,33,16,55,0.0,1016,19,10,168,22,Kuwait
2020-01-09,17,15,0.0,8.7,5,95,03:50 PM,05:12 AM,06:44 AM,05:06 PM,4,16,16,16,22,5,43,0.0,1014,17,10,336,16,Kuwait
2020-01-10,17,15,0.0,8.7,5,100,04:48 PM,06:13 AM,06:44 AM,05:07 PM,2,16,16,16,24,19,40,0.0,1012,17,10,216,17,Kuwait
2020-01-11,16,14,0.0,8.7,4,100,05:52 PM,07:11 AM,06:44 AM,05:08 PM,5,14,15,14,44,17,54,0.0,1012,16,10,303,33,Kuwait
2020-01-12,17,12,0.0,8.7,4,83,06:58 PM,08:04 AM,06:44 AM,05:09 PM,2,12,14,12,46,2,45,0.0,1019,17,10,307,34,Kuwait
2020-01-13,17,10,0.0,8.7,4,76,08:05 PM,08:52 AM,06:44 AM,05:10 PM,-0,13,15,13,16,25,34,0.0,1020,17,10,284,12,Kuwait
2020-01-14,15,14,0.0,5.6,3,69,09:12 PM,09:36 AM,06:43 AM,05:11 PM,4,13,15,13,34,30,48,0.5,1019,15,10,290,25,Kuwait
2020-01-15,18,13,0.0,8.7,5,61,10:17 PM,10:15 AM,06:43 AM,05:11 PM,3,14,15,14,29,1,46,0.0,1024,18,10,316,21,Kuwait
2020-01-16,18,14,0.0,8.7,5,54,11:21 PM,10:53 AM,06:43 AM,05:12 PM,1,16,16,16,10,3,37,0.0,1024,18,10,259,7,Kuwait
2020-01-17,19,15,0.0,7.1,4,47,No moonrise,11:29 AM,06:43 AM,05:13 PM,7,17,17,17,32,18,51,0.0,1020,19,10,156,21,Kuwait
2020-01-18,20,17,0.0,8.7,5,40,12:24 AM,12:06 PM,06:43 AM,05:14 PM,9,18,18,18,51,23,55,0.0,1013,20,10,175,32,Kuwait
2020-01-19,19,15,0.0,8.7,5,32,01:27 AM,12:45 PM,06:43 AM,05:15 PM,6,17,17,17,26,7,49,0.0,1017,19,10,328,17,Kuwait
2020-01-20,19,16,0.0,8.7,5,25,02:29 AM,01:27 PM,06:42 AM,05:16 PM,7,17,17,17,22,7,52,0.0,1020,19,10,329,14,Kuwait
2020-01-21,19,15,0.0,8.7,5,18,03:31 AM,02:13 PM,06:42 AM,05:17 PM,6,17,17,17,18,9,49,0.0,1017,19,10,232,12,Kuwait
2020-01-22,19,16,0.0,4.0,4,11,04:31 AM,03:03 PM,06:42 AM,05:17 PM,8,17,17,17,48,61,55,1.6,1013,19,9,181,33,Kuwait
2020-01-23,16,13,0.0,8.7,4,3,05:28 AM,03:57 PM,06:42 AM,05:18 PM,4,14,14,14,27,3,49,0.0,1019,16,10,294,20,Kuwait
2020-01-24,16,10,0.0,8.7,4,0,06:19 AM,04:53 PM,06:41 AM,05:19 PM,4,13,14,13,16,0,50,0.0,1020,16,10,216,12,Kuwait
2020-01-25,14,11,0.0,8.7,4,0,07:06 AM,05:50 PM,06:41 AM,05:20 PM,3,11,13,11,36,7,51,0.0,1018,14,10,246,27,Kuwait
2020-01-26,17,11,0.0,8.7,4,4,07:47 AM,06:45 PM,06:40 AM,05:21 PM,4,11,13,11,45,6,52,0.0,1022,17,10,312,34,Kuwait
2020-01-27,16,12,0.0,8.7,4,11,08:23 AM,07:40 PM,06:40 AM,05:22 PM,3,12,14,12,35,0,48,0.0,1024,16,10,311,25,Kuwait
2020-01-28,17,9,0.0,8.7,4,18,08:57 AM,08:33 PM,06:40 AM,05:23 PM,4,12,14,12,18,24,49,0.0,1021,17,10,248,12,Kuwait
2020-01-29,17,11,0.0,8.7,5,26,09:28 AM,09:26 PM,06:39 AM,05:23 PM,6,15,15,15,29,5,54,0.0,1017,17,10,158,20,Kuwait
2020-01-30,18,13,0.0,8.7,5,33,09:58 AM,10:17 PM,06:39 AM,05:24 PM,8,15,16,15,24,0,60,0.0,1019,18,10,166,16,Kuwait
2020-01-31,18,15,0.0,8.7,5,37,10:27 AM,11:10 PM,06:38 AM,05:25 PM,7,16,16,16,19,1,54,0.0,1018,18,10,215,12,Kuwait
2020-02-01,18,15,0.0,8.7,5,49,10:58 AM,No moonset,06:38 AM,05:26 PM,7,16,16,16,31,14,57,0.0,1016,18,10,247,21,Kuwait
2020-02-02,17,9,0.0,8.7,4,57,11:31 AM,12:03 AM,06:37 AM,05:27 PM,-0,13,14,13,15,3,35,0.0,1021,17,10,260,11,Kuwait
2020-02-03,17,13,0.0,8.7,4,64,12:07 PM,12:58 AM,06:36 AM,05:28 PM,2,14,15,14,21,1,43,0.0,1023,17,10,280,14,Kuwait
2020-02-04,16,13,0.0,8.7,4,72,12:48 PM,01:55 AM,06:36 AM,05:28 PM,1,14,14,14,16,15,39,0.0,1020,16,10,207,11,Kuwait
2020-02-05,17,15,0.0,8.7,5,79,01:35 PM,02:54 AM,06:35 AM,05:29 PM,7,16,16,16,17,11,54,0.0,1019,17,10,105,11,Kuwait
2020-02-06,20,13,0.0,8.7,5,87,02:29 PM,03:54 AM,06:35 AM,05:30 PM,8,17,18,17,30,27,53,0.0,1019,20,10,127,17,Kuwait
2020-02-07,20,17,0.0,8.7,5,95,03:30 PM,04:53 AM,06:34 AM,05:31 PM,11,19,19,19,40,21,63,1.2,1015,20,10,136,22,Kuwait
2020-02-08,22,18,0.0,8.7,5,100,04:36 PM,05:50 AM,06:33 AM,05:32 PM,8,19,20,19,34,1,50,0.0,1014,22,10,244,18,Kuwait
2020-02-09,18,16,0.0,8.7,5,100,05:45 PM,06:41 AM,06:32 AM,05:33 PM,4,17,17,17,29,6,44,0.0,1020,18,10,288,19,Kuwait
2020-02-10,12,10,0.0,8.7,4,83,06:54 PM,07:28 AM,06:32 AM,05:33 PM,-0,9,12,9,37,11,44,0.0,1021,12,10,338,29,Kuwait
2020-02-11,12,8,0.0,8.7,3,75,08:03 PM,08:10 AM,06:31 AM,05:34 PM,-7,6,9,6,29,10,30,0.0,1023,12,10,237,23,Kuwait
2020-02-12,11,6,0.0,8.7,3,68,09:09 PM,08:50 AM,06:30 AM,05:35 PM,-9,5,8,5,30,18,30,0.0,1029,11,10,325,24,Kuwait
2020-02-13,16,8,0.0,8.7,4,60,10:15 PM,09:28 AM,06:29 AM,05:36 PM,-4,10,11,10,14,0,31,0.0,1028,16,10,287,11,Kuwait
2020-02-14,19,10,0.0,8.7,5,53,11:20 PM,10:06 AM,06:28 AM,05:36 PM,3,15,16,15,9,1,41,0.0,1023,19,10,163,6,Kuwait
2020-02-15,20,14,0.0,8.7,5,45,No moonrise,10:45 AM,06:28 AM,05:37 PM,3,17,17,17,26,30,40,0.0,1021,20,10,328,15,Kuwait
2020-02-16,20,17,0.0,8.7,5,38,12:23 AM,11:27 AM,06:27 AM,05:38 PM,5,18,18,18,26,9,45,0.0,1017,20,10,154,15,Kuwait
2020-02-17,20,18,0.0,5.7,4,30,01:26 AM,12:11 PM,06:26 AM,05:39 PM,10,18,18,18,50,42,59,0.4,1014,20,10,144,29,Kuwait
2020-02-18,20,18,0.0,7.2,4,22,02:26 AM,01:00 PM,06:25 AM,05:40 PM,13,19,19,19,34,32,68,0.1,1016,20,10,120,19,Kuwait
2020-02-19,23,18,0.0,7.2,5,15,03:23 AM,01:52 PM,06:24 AM,05:40 PM,11,20,20,20,54,36,58,0.0,1011,23,10,137,28,Kuwait
2020-02-20,21,18,0.0,7.2,4,7,04:15 AM,02:46 PM,06:23 AM,05:41 PM,10,20,20,20,38,35,55,1.0,1010,21,9,249,22,Kuwait
2020-02-21,21,13,0.0,8.7,5,0,05:03 AM,03:42 PM,06:22 AM,05:42 PM,10,17,18,17,23,0,58,0.0,1016,21,10,314,14,Kuwait
2020-02-22,20,18,0.0,8.7,5,0,05:45 AM,04:38 PM,06:21 AM,05:42 PM,10,19,19,19,23,3,57,0.0,1017,20,10,175,14,Kuwait
2020-02-23,20,17,0.0,8.7,5,0,06:23 AM,05:33 PM,06:20 AM,05:43 PM,10,19,19,19,26,8,59,0.0,1017,20,10,131,15,Kuwait
2020-02-24,21,19,0.0,7.2,5,0,06:57 AM,06:26 PM,06:19 AM,05:44 PM,13,20,20,20,41,32,66,0.1,1013,21,10,135,22,Kuwait
2020-02-25,24,20,0.0,8.7,6,8,07:29 AM,07:20 PM,06:18 AM,05:45 PM,14,21,22,21,57,41,65,1.6,1007,24,10,179,30,Kuwait
2020-02-26,19,16,0.0,8.7,5,15,07:59 AM,08:11 PM,06:17 AM,05:45 PM,5,18,18,18,38,21,45,2.6,1013,19,10,278,26,Kuwait
2020-02-27,20,15,0.0,8.7,5,23,08:28 AM,09:03 PM,06:16 AM,05:46 PM,4,17,17,17,29,0,41,0.0,1018,20,10,312,19,Kuwait
2020-02-28,21,16,0.0,8.7,5,30,08:58 AM,09:56 PM,06:15 AM,05:47 PM,7,19,19,19,24,8,47,0.0,1016,21,10,321,15,Kuwait
2020-02-29,21,18,0.0,8.7,5,38,09:30 AM,10:49 PM,06:14 AM,05:47 PM,8,19,19,19,19,10,47,0.0,1012,21,10,174,12,Kuwait
2020-03-01,25,18,0.0,8.7,6,44,10:04 AM,11:45 PM,06:13 AM,05:48 PM,11,21,21,21,24,1,54,0.0,1010,25,10,196,15,Kuwait
2020-03-02,21,17,0.0,8.7,5,51,10:41 AM,No moonset,06:12 AM,05:49 PM,7,19,19,19,31,0,45,0.0,1017,21,10,318,20,Kuwait
2020-03-03,20,16,0.0,8.7,5,58,11:25 AM,12:41 AM,06:11 AM,05:49 PM,5,18,18,18,36,0,43,0.0,1019,20,10,324,24,Kuwait
2020-03-04,21,16,0.0,8.7,5,65,12:14 PM,01:40 AM,06:10 AM,05:50 PM,6,19,19,19,35,0,44,0.0,1017,21,10,314,23,Kuwait
2020-03-05,23,17,0.0,8.7,6,73,01:10 PM,02:37 AM,06:09 AM,05:51 PM,7,20,21,20,22,0,44,0.0,1016,23,10,315,14,Kuwait
2020-03-06,23,19,0.0,8.7,6,80,02:12 PM,03:34 AM,06:08 AM,05:51 PM,8,21,22,21,22,1,43,0.0,1013,23,10,175,13,Kuwait
2020-03-07,23,19,0.0,8.7,6,87,03:20 PM,04:26 AM,06:07 AM,05:52 PM,8,21,22,21,36,3,45,0.0,1011,23,10,217,22,Kuwait
2020-03-08,23,19,0.0,8.7,6,95,04:29 PM,05:15 AM,06:06 AM,05:52 PM,9,21,22,21,24,10,46,0.0,1013,23,10,301,15,Kuwait
2020-03-09,24,19,0.0,8.7,6,100,05:39 PM,06:00 AM,06:04 AM,05:53 PM,9,22,22,22,25,3,44,0.0,1014,24,10,272,15,Kuwait
2020-03-10,23,21,0.0,8.7,6,100,06:48 PM,06:41 AM,06:03 AM,05:54 PM,9,22,24,22,15,13,43,0.0,1016,23,10,140,8,Kuwait
2020-03-11,24,20,0.0,8.7,6,84,07:56 PM,07:21 AM,06:02 AM,05:54 PM,4,22,22,22,20,7,32,0.0,1017,24,10,181,10,Kuwait
2020-03-12,24,20,0.0,8.7,6,76,09:04 PM,08:00 AM,06:01 AM,05:55 PM,5,23,23,22,22,5,33,0.0,1016,24,10,168,12,Kuwait
2020-03-13,23,20,0.0,11.6,6,69,10:11 PM,08:40 AM,06:00 AM,05:56 PM,9,21,22,21,37,19,46,0.0,1014,23,10,148,23,Kuwait
2020-03-14,24,21,0.0,10.2,5,62,11:17 PM,09:22 AM,05:59 AM,05:56 PM,13,23,23,22,49,53,58,0.3,1010,24,10,143,30,Kuwait
2020-03-15,21,14,0.0,10.2,4,55,No moonrise,10:07 AM,05:58 AM,05:57 PM,16,19,19,19,24,48,78,2.8,1010,21,10,133,17,Kuwait
2020-03-16,24,20,0.0,11.6,6,47,12:19 AM,10:56 AM,05:57 AM,05:57 PM,13,23,23,22,16,10,59,0.0,1013,24,10,150,9,Kuwait
2020-03-17,23,21,0.0,11.6,6,40,01:19 AM,11:48 AM,05:55 AM,05:58 PM,12,22,24,22,24,4,54,0.0,1013,23,10,151,14,Kuwait
2020-03-18,22,14,0.0,6.0,5,33,02:13 AM,12:42 PM,05:54 AM,05:58 PM,16,19,21,19,44,50,71,6.6,1009,22,9,148,29,Kuwait
2020-03-19,23,17,0.0,8.8,5,25,03:02 AM,01:38 PM,05:53 AM,05:59 PM,16,21,23,21,18,22,69,0.2,1013,23,10,74,12,Kuwait
2020-03-20,23,19,0.0,12.5,5,18,03:46 AM,02:33 PM,05:52 AM,06:00 PM,8,21,22,21,29,36,43,0.0,1011,23,10,68,18,Kuwait
2020-03-21,25,20,0.0,12.5,5,11,04:24 AM,03:28 PM,05:51 AM,06:00 PM,9,24,24,23,33,20,42,0.2,1005,25,10,188,19,Kuwait
2020-03-22,20,13,0.0,12.5,4,4,04:59 AM,04:22 PM,05:50 AM,06:01 PM,9,18,20,18,34,42,49,0.2,1008,20,10,320,25,Kuwait
2020-03-23,22,16,0.0,12.5,5,0,05:31 AM,05:15 PM,05:48 AM,06:01 PM,7,19,20,19,30,12,45,0.0,1013,22,10,313,21,Kuwait
2020-03-24,22,20,0.0,12.6,6,0,06:01 AM,06:07 PM,05:47 AM,06:02 PM,10,21,22,21,13,5,50,0.0,1012,22,10,136,9,Kuwait
2020-03-25,22,19,0.0,12.6,6,3,06:31 AM,06:59 PM,05:46 AM,06:03 PM,11,20,21,20,25,13,57,0.0,1011,22,10,140,18,Kuwait
2020-03-26,22,16,0.0,12.6,6,11,07:00 AM,07:51 PM,05:45 AM,06:03 PM,14,20,22,20,33,7,66,0.0,1010,22,10,133,23,Kuwait
2020-03-27,23,17,0.0,12.6,6,18,07:31 AM,08:44 PM,05:44 AM,06:04 PM,15,23,23,21,40,15,65,0.0,1011,23,10,131,26,Kuwait
2020-03-28,26,21,0.0,11.9,5,25,08:04 AM,09:39 PM,05:43 AM,06:04 PM,16,25,25,23,36,36,65,0.6,1009,26,10,157,22,Kuwait
2020-03-29,25,17,0.0,12.6,5,32,08:40 AM,10:34 PM,05:41 AM,06:05 PM,14,24,24,22,23,24,58,0.1,1008,25,10,256,14,Kuwait
2020-03-30,25,20,0.0,12.7,6,40,09:21 AM,11:31 PM,05:40 AM,06:05 PM,8,24,24,23,29,1,40,0.0,1012,25,10,307,17,Kuwait
2020-03-31,25,21,0.0,12.7,6,44,10:06 AM,No moonset,05:39 AM,06:06 PM,9,24,24,23,23,2,41,0.0,1015,25,10,150,13,Kuwait
2020-04-01,24,21,0.0,11.9,5,56,10:58 AM,12:28 AM,05:38 AM,06:07 PM,11,25,25,23,46,27,50,1.5,1012,24,10,139,29,Kuwait
2020-04-02,27,21,0.0,12.7,6,64,11:56 AM,01:23 AM,05:37 AM,06:07 PM,14,25,25,24,27,8,51,0.0,1009,27,10,151,16,Kuwait
2020-04-03,27,21,0.0,12.7,6,71,12:59 PM,02:15 AM,05:35 AM,06:08 PM,11,25,25,24,28,5,42,0.0,1012,27,10,60,15,Kuwait
2020-04-04,27,20,0.0,12.7,5,79,02:06 PM,03:04 AM,05:34 AM,06:08 PM,11,25,25,24,19,26,41,0.0,1015,27,10,112,10,Kuwait
2020-04-05,29,23,0.0,12.8,7,87,03:14 PM,03:50 AM,05:33 AM,06:09 PM,10,26,26,26,24,16,35,0.0,1016,29,10,259,12,Kuwait
2020-04-06,30,24,0.0,12.8,7,94,04:22 PM,04:31 AM,05:32 AM,06:09 PM,8,26,26,27,19,5,31,0.0,1014,30,10,223,9,Kuwait
2020-04-07,28,24,0.0,12.8,7,100,05:32 PM,05:11 AM,05:31 AM,06:10 PM,11,26,26,26,42,9,41,0.6,1009,28,10,142,21,Kuwait
2020-04-08,26,24,0.0,11.9,5,100,06:40 PM,05:51 AM,05:30 AM,06:11 PM,16,26,26,25,32,43,58,0.4,1007,26,10,122,19,Kuwait
2020-04-09,27,20,0.0,12.8,7,83,07:49 PM,06:30 AM,05:29 AM,06:11 PM,17,26,26,25,43,10,61,0.0,1006,27,10,130,24,Kuwait
2020-04-10,28,23,0.0,12.9,7,76,08:58 PM,07:12 AM,05:27 AM,06:12 PM,17,28,28,27,36,8,54,0.0,1004,28,10,147,19,Kuwait
2020-04-11,29,24,0.0,12.9,7,68,10:05 PM,07:57 AM,05:26 AM,06:12 PM,10,26,26,27,40,2,35,0.0,1007,29,10,261,23,Kuwait
2020-04-12,28,23,0.0,12.9,7,61,11:09 PM,08:46 AM,05:25 AM,06:13 PM,9,26,26,26,37,2,34,0.0,1010,28,10,220,21,Kuwait
2020-04-13,27,23,0.0,12.9,7,53,No moonrise,09:39 AM,05:24 AM,06:14 PM,9,25,25,25,31,13,35,0.0,1012,27,10,177,19,Kuwait
2020-04-14,29,23,0.0,12.9,7,46,12:07 AM,10:34 AM,05:23 AM,06:14 PM,9,25,25,25,14,3,36,0.0,1013,29,10,139,9,Kuwait
2020-04-15,27,23,0.0,12.9,7,38,12:59 AM,11:31 AM,05:22 AM,06:15 PM,8,25,25,25,22,18,34,0.0,1012,27,10,152,14,Kuwait
2020-04-16,24,17,0.0,12.9,6,30,01:46 AM,12:27 PM,05:21 AM,06:15 PM,12,24,24,22,27,15,50,0.1,1011,24,10,155,20,Kuwait
2020-04-17,28,24,0.0,13.0,7,23,02:25 AM,01:23 PM,05:20 AM,06:16 PM,9,26,26,26,27,6,35,0.0,1009,28,10,189,16,Kuwait
2020-04-18,26,24,0.0,9.4,5,15,03:02 AM,02:17 PM,05:19 AM,06:16 PM,14,26,26,24,46,47,54,2.0,1007,26,10,127,32,Kuwait
2020-04-19,27,22,0.0,13.0,6,8,03:34 AM,03:10 PM,05:18 AM,06:17 PM,15,26,26,24,23,18,53,0.0,1009,27,10,77,16,Kuwait
2020-04-20,30,25,0.0,13.0,7,0,04:05 AM,04:02 PM,05:17 AM,06:18 PM,13,27,27,27,22,21,42,0.0,1009,30,10,247,13,Kuwait
2020-04-21,29,26,0.0,13.0,7,0,04:34 AM,04:54 PM,05:16 AM,06:18 PM,15,27,27,27,38,35,50,0.0,1010,29,10,190,23,Kuwait
2020-04-22,28,21,0.0,13.0,7,0,05:03 AM,05:47 PM,05:15 AM,06:19 PM,16,27,27,25,23,14,51,0.0,1010,28,10,176,14,Kuwait
2020-04-23,30,25,0.0,13.1,7,0,05:34 AM,06:40 PM,05:14 AM,06:20 PM,16,28,28,27,42,3,50,0.0,1007,30,10,157,25,Kuwait
2020-04-24,29,25,0.0,13.1,7,7,06:05 AM,07:34 PM,05:13 AM,06:20 PM,19,28,28,27,38,0,61,0.0,1005,29,10,139,23,Kuwait
2020-04-25,32,26,0.0,13.1,7,15,06:40 AM,08:30 PM,05:12 AM,06:21 PM,18,30,30,29,43,5,54,0.0,1002,32,10,140,23,Kuwait
2020-04-26,33,28,0.0,13.1,8,22,07:20 AM,09:27 PM,05:11 AM,06:21 PM,12,30,30,30,47,5,34,0.0,1002,33,10,270,26,Kuwait
2020-04-27,30,24,0.0,13.1,7,30,08:03 AM,10:23 PM,05:10 AM,06:22 PM,10,27,27,27,19,0,34,0.0,1011,30,10,288,13,Kuwait
2020-04-28,29,25,0.0,13.1,7,37,08:53 AM,11:19 PM,05:09 AM,06:23 PM,11,27,27,27,23,5,36,0.0,1010,29,10,156,14,Kuwait
2020-04-29,28,26,0.0,10.7,6,45,09:48 AM,No moonset,05:08 AM,06:23 PM,16,27,27,27,32,53,51,0.8,1007,28,10,106,20,Kuwait
2020-04-30,28,19,0.0,13.2,7,52,10:48 AM,12:11 AM,05:07 AM,06:24 PM,19,27,27,26,26,14,60,0.0,1006,28,10,124,18,Kuwait
2020-05-01,30,27,0.0,13.2,7,58,11:51 AM,01:00 AM,05:06 AM,06:24 PM,14,29,29,29,24,2,40,0.0,1008,30,10,157,13,Kuwait
2020-05-02,29,23,0.0,12.0,6,65,12:56 PM,01:45 AM,05:05 AM,06:25 PM,14,28,28,28,22,40,41,0.6,1006,29,10,118,13,Kuwait
2020-05-03,32,27,0.0,13.2,8,72,02:02 PM,02:26 AM,05:04 AM,06:26 PM,12,29,29,30,22,1,34,0.0,1008,32,10,235,12,Kuwait
2020-05-04,31,28,0.0,13.2,8,80,03:09 PM,03:05 AM,05:04 AM,06:26 PM,10,29,29,30,20,11,30,0.0,1010,31,10,139,10,Kuwait
2020-05-05,34,26,0.0,13.2,7,87,04:16 PM,03:43 AM,05:03 AM,06:27 PM,11,31,31,30,46,25,29,0.2,1008,34,10,174,23,Kuwait
2020-05-06,33,29,0.0,10.8,7,94,05:25 PM,04:21 AM,05:02 AM,06:28 PM,13,30,30,31,45,31,34,0.3,1007,33,10,246,24,Kuwait
2020-05-07,31,26,0.0,13.3,7,100,06:34 PM,05:02 AM,05:01 AM,06:28 PM,12,28,28,28,20,0,36,0.0,1011,31,10,115,12,Kuwait
2020-05-08,33,24,0.0,13.3,8,100,07:43 PM,05:45 AM,05:00 AM,06:29 PM,13,30,30,30,9,1,34,0.0,1010,33,10,212,6,Kuwait
2020-05-09,31,29,0.0,13.3,8,84,08:50 PM,06:32 AM,05:00 AM,06:30 PM,13,30,30,30,23,38,34,0.0,1007,31,10,121,12,Kuwait
2020-05-10,33,29,0.0,13.7,8,77,09:53 PM,07:25 AM,04:59 AM,06:30 PM,14,31,31,31,38,11,37,0.0,1008,33,10,273,20,Kuwait
2020-05-11,33,28,0.0,13.3,7,70,10:50 PM,08:20 AM,04:58 AM,06:31 PM,12,30,30,31,35,22,32,0.0,1011,33,10,293,19,Kuwait
2020-05-12,33,27,0.0,13.7,8,62,11:41 PM,09:19 AM,04:58 AM,06:31 PM,10,29,29,30,45,0,28,0.0,1010,33,10,327,25,Kuwait
2020-05-13,33,27,0.0,13.8,8,55,No moonrise,10:17 AM,04:57 AM,06:32 PM,9,29,29,30,56,0,26,0.0,1008,33,10,315,32,Kuwait
2020-05-14,36,28,0.0,13.8,8,48,12:24 AM,11:14 AM,04:56 AM,06:33 PM,12,31,31,32,27,13,30,0.0,1005,36,10,277,15,Kuwait
2020-05-15,36,30,0.0,13.8,8,40,01:02 AM,12:10 PM,04:56 AM,06:33 PM,13,32,32,32,23,10,32,0.0,1005,36,10,230,12,Kuwait
2020-05-16,34,29,0.0,13.8,8,33,01:36 AM,01:04 PM,04:55 AM,06:34 PM,14,31,31,31,31,3,35,0.0,1006,34,10,145,16,Kuwait
2020-05-17,34,30,0.0,13.8,8,26,02:07 AM,01:57 PM,04:55 AM,06:35 PM,13,32,32,32,29,0,32,0.0,1005,34,10,166,15,Kuwait
2020-05-18,37,31,0.0,13.8,8,19,02:37 AM,02:48 PM,04:54 AM,06:35 PM,13,34,34,34,26,0,29,0.0,1005,37,10,198,13,Kuwait
2020-05-19,36,32,0.0,12.2,7,11,03:06 AM,03:41 PM,04:54 AM,06:36 PM,13,34,34,34,28,39,29,0.0,1004,36,10,192,14,Kuwait
2020-05-20,36,32,0.0,13.8,8,4,03:36 AM,04:33 PM,04:53 AM,06:36 PM,14,33,33,34,32,6,31,0.0,1002,36,10,195,16,Kuwait
2020-05-21,34,32,0.0,13.8,8,0,04:07 AM,05:28 PM,04:53 AM,06:37 PM,17,34,34,33,27,0,38,0.0,1003,34,10,149,14,Kuwait
2020-05-22,35,32,0.0,13.9,8,0,04:40 AM,06:23 PM,04:52 AM,06:38 PM,16,35,35,34,24,0,36,0.0,1005,35,10,157,12,Kuwait
2020-05-23,41,33,0.0,13.9,9,3,05:19 AM,07:21 PM,04:52 AM,06:38 PM,14,37,37,37,27,0,26,0.0,1004,41,10,237,13,Kuwait
2020-05-24,38,33,0.0,13.9,9,10,06:01 AM,08:18 PM,04:51 AM,06:39 PM,14,35,35,35,44,15,29,0.0,1002,38,10,186,22,Kuwait
2020-05-25,35,31,0.0,13.9,8,17,06:49 AM,09:15 PM,04:51 AM,06:39 PM,16,34,34,33,36,19,36,0.0,1006,35,10,192,21,Kuwait
2020-05-26,38,29,0.0,13.9,8,25,07:44 AM,10:09 PM,04:50 AM,06:40 PM,12,32,32,33,49,4,27,0.0,1009,38,10,331,29,Kuwait
2020-05-27,39,30,0.0,13.9,9,32,08:42 AM,10:58 PM,04:50 AM,06:40 PM,12,34,34,35,49,1,25,0.0,1007,39,10,326,26,Kuwait
2020-05-28,40,33,0.0,13.9,9,39,09:44 AM,11:44 PM,04:50 AM,06:41 PM,13,36,36,37,36,0,25,0.0,1005,40,10,285,17,Kuwait
2020-05-29,42,34,0.0,13.9,9,47,10:47 AM,No moonset,04:50 AM,06:42 PM,15,39,39,38,24,0,26,0.0,1002,42,10,266,11,Kuwait
2020-05-30,40,31,0.0,13.9,9,54,11:52 AM,12:25 AM,04:49 AM,06:42 PM,13,35,35,36,64,8,25,0.0,1003,40,10,324,33,Kuwait
2020-05-31,40,31,0.0,13.9,9,58,12:56 PM,01:04 AM,04:49 AM,06:43 PM,11,35,35,36,56,9,23,0.0,1004,40,10,330,30,Kuwait
2020-06-01,41,32,0.0,13.9,9,71,02:01 PM,01:41 AM,04:49 AM,06:43 PM,13,37,37,37,36,4,25,0.0,1003,41,10,316,18,Kuwait
2020-06-02,40,34,0.0,14.0,9,79,03:06 PM,02:17 AM,04:49 AM,06:44 PM,16,38,38,37,32,10,29,0.0,1000,40,10,165,15,Kuwait
2020-06-03,39,32,0.0,14.0,9,86,04:13 PM,02:55 AM,04:48 AM,06:44 PM,16,37,37,36,19,0,30,0.0,1001,39,10,85,9,Kuwait
2020-06-04,41,33,0.0,14.0,9,94,05:21 PM,03:36 AM,04:48 AM,06:45 PM,14,37,37,37,50,0,25,0.0,1002,41,10,339,24,Kuwait
2020-06-05,42,34,0.0,14.0,9,100,06:29 PM,04:20 AM,04:48 AM,06:45 PM,13,38,38,38,69,0,22,0.0,1003,42,10,335,35,Kuwait
2020-06-06,41,33,0.0,14.0,9,100,07:35 PM,05:10 AM,04:48 AM,06:46 PM,13,37,37,38,68,0,23,0.0,1002,41,10,325,34,Kuwait
2020-06-07,41,33,0.0,14.0,9,84,08:36 PM,06:04 AM,04:48 AM,06:46 PM,12,36,36,37,59,0,22,0.0,1001,41,10,315,30,Kuwait
