date_time,Seychelles_maxtempC,Seychelles_mintempC,Seychelles_totalSnow_cm,Seychelles_sunHour,Seychelles_uvIndex,Seychelles_moon_illumination,Seychelles_moonrise,Seychelles_moonset,Seychelles_sunrise,Seychelles_sunset,Seychelles_DewPointC,Seychelles_FeelsLikeC,Seychelles_HeatIndexC,Seychelles_WindChillC,Seychelles_WindGustKmph,Seychelles_cloudcover,Seychelles_humidity,Seychelles_precipMM,Seychelles_pressure,Seychelles_tempC,Seychelles_visibility,Seychelles_winddirDegree,Seychelles_windspeedKmph,Seychelles_location
2020-12-09,28,24,0.0,7.9,6,31,01:10 AM,01:31 PM,05:59 AM,06:22 PM,23,30,30,27,44,72,75,22.0,1011,28,9,283,28,Seychelles
2020-12-10,28,27,0.0,10.5,6,24,01:57 AM,02:23 PM,05:59 AM,06:23 PM,23,31,31,28,32,72,76,11.7,1011,28,9,264,22,Seychelles
2020-12-11,28,26,0.0,7.6,6,17,02:46 AM,03:17 PM,06:00 AM,06:23 PM,23,31,31,27,33,82,77,7.3,1011,28,9,269,23,Seychelles
2020-12-12,28,21,0.0,9.0,6,9,03:37 AM,04:13 PM,06:00 AM,06:24 PM,23,30,30,26,36,73,78,12.3,1011,28,9,267,25,Seychelles
2020-12-13,28,22,0.0,8.9,6,2,04:31 AM,05:13 PM,06:01 AM,06:24 PM,23,30,30,27,24,69,75,10.0,1010,28,9,246,17,Seychelles
2020-12-14,28,25,0.0,6.1,6,0,05:30 AM,06:15 PM,06:01 AM,06:25 PM,23,31,31,27,27,84,76,18.9,1009,28,8,258,18,Seychelles
2020-12-15,27,21,0.0,7.5,6,0,06:30 AM,07:18 PM,06:01 AM,06:25 PM,23,29,29,26,40,62,79,11.5,1009,27,10,297,28,Seychelles
2020-12-16,28,22,0.0,7.5,6,5,07:32 AM,08:19 PM,06:02 AM,06:26 PM,23,30,30,26,42,60,76,1.6,1010,28,10,310,31,Seychelles
2020-12-17,28,23,0.0,6.1,6,12,08:32 AM,09:17 PM,06:02 AM,06:26 PM,24,30,30,26,33,70,81,5.7,1010,28,10,300,24,Seychelles
2020-12-18,28,25,0.0,11.6,6,20,09:29 AM,10:08 PM,06:03 AM,06:27 PM,23,31,31,27,28,43,78,0.8,1010,28,10,312,21,Seychelles
2020-12-19,27,21,0.0,11.6,7,27,10:22 AM,10:56 PM,06:03 AM,06:27 PM,23,29,29,26,26,40,76,0.0,1010,27,10,328,19,Seychelles
2020-12-20,28,28,0.0,11.6,7,34,11:10 AM,11:40 PM,06:04 AM,06:28 PM,23,31,31,28,32,52,76,0.3,1011,28,10,302,24,Seychelles
2020-12-21,28,22,0.0,7.5,6,41,11:56 AM,No moonset,06:04 AM,06:28 PM,23,30,30,27,35,67,78,0.2,1010,28,10,284,25,Seychelles
2020-12-22,28,26,0.0,8.9,6,49,12:39 PM,12:20 AM,06:05 AM,06:29 PM,24,31,31,28,37,44,79,0.7,1010,28,10,276,27,Seychelles
2020-12-23,28,24,0.0,7.5,6,56,01:21 PM,12:59 AM,06:05 AM,06:29 PM,24,31,31,27,45,65,80,4.2,1009,28,10,273,32,Seychelles
2020-12-24,28,25,0.0,7.5,6,63,02:03 PM,01:38 AM,06:06 AM,06:30 PM,24,31,31,27,53,68,78,15.9,1008,28,9,284,35,Seychelles
2020-12-25,28,24,0.0,7.5,6,70,02:46 PM,02:17 AM,06:06 AM,06:30 PM,24,31,31,27,44,66,79,8.5,1008,28,10,287,31,Seychelles
2020-12-26,28,26,0.0,7.5,6,78,03:32 PM,02:58 AM,06:07 AM,06:30 PM,24,31,31,27,28,54,79,1.5,1009,28,10,312,21,Seychelles
2020-12-27,28,21,0.0,7.5,6,85,04:19 PM,03:41 AM,06:07 AM,06:31 PM,23,30,30,26,23,68,79,7.0,1009,28,10,304,17,Seychelles
2020-12-28,28,27,0.0,11.6,6,92,05:09 PM,04:27 AM,06:08 AM,06:31 PM,23,31,31,27,24,43,79,1.2,1010,28,10,285,18,Seychelles
2020-12-29,28,27,0.0,10.2,6,100,06:01 PM,05:17 AM,06:08 AM,06:32 PM,24,31,31,28,29,44,78,0.4,1009,28,10,277,21,Seychelles
2020-12-30,28,23,0.0,10.2,7,100,06:55 PM,06:09 AM,06:09 AM,06:32 PM,23,31,31,27,32,54,78,5.7,1009,28,9,285,22,Seychelles
2020-12-31,28,28,0.0,7.5,6,89,07:49 PM,07:03 AM,06:09 AM,06:33 PM,24,31,31,28,36,69,79,6.3,1009,28,10,289,26,Seychelles
2021-01-01,28,24,0.0,6.1,6,79,08:42 PM,07:58 AM,06:10 AM,06:33 PM,23,30,30,27,37,68,79,12.9,1009,28,9,296,25,Seychelles
2021-01-02,28,23,0.0,6.1,6,71,09:33 PM,08:53 AM,06:10 AM,06:34 PM,23,30,30,27,29,80,78,12.2,1010,28,9,308,21,Seychelles
2021-01-03,27,21,0.0,6.1,6,64,10:21 PM,09:46 AM,06:11 AM,06:34 PM,23,29,29,26,55,78,81,62.2,1009,27,5,321,29,Seychelles
2021-01-04,28,25,0.0,6.1,6,57,11:09 PM,10:37 AM,06:11 AM,06:34 PM,23,31,31,27,51,71,76,10.5,1009,28,9,311,35,Seychelles
2021-01-05,27,24,0.0,6.1,6,50,11:55 PM,11:28 AM,06:12 AM,06:35 PM,23,30,30,27,40,65,79,8.6,1010,27,9,296,28,Seychelles
2021-01-06,27,26,0.0,6.1,6,42,No moonrise,12:18 PM,06:12 AM,06:35 PM,23,30,30,27,39,76,80,19.7,1010,27,8,300,26,Seychelles
2021-01-07,28,24,0.0,8.9,6,35,12:41 AM,01:09 PM,06:13 AM,06:36 PM,23,30,30,27,44,63,76,2.2,1009,28,10,286,32,Seychelles
2021-01-08,27,27,0.0,7.5,6,28,01:30 AM,02:03 PM,06:13 AM,06:36 PM,23,30,30,27,44,65,80,3.8,1008,27,10,302,33,Seychelles
2021-01-09,27,24,0.0,10.2,6,20,02:20 AM,02:59 PM,06:14 AM,06:36 PM,23,30,30,27,43,56,77,0.9,1008,27,10,311,31,Seychelles
2021-01-10,27,23,0.0,11.6,6,13,03:15 AM,03:58 PM,06:14 AM,06:37 PM,23,30,30,26,34,40,79,0.3,1009,27,10,327,25,Seychelles
2021-01-11,27,26,0.0,11.6,7,6,04:13 AM,05:00 PM,06:15 AM,06:37 PM,23,30,30,27,30,38,78,0.1,1010,27,10,315,22,Seychelles
2021-01-12,27,21,0.0,11.6,7,0,05:14 AM,06:01 PM,06:15 AM,06:37 PM,22,28,28,25,30,37,75,0.0,1011,27,10,309,22,Seychelles
2021-01-13,27,24,0.0,10.2,6,0,06:14 AM,07:00 PM,06:15 AM,06:38 PM,23,29,29,26,29,56,81,3.7,1011,27,10,314,21,Seychelles
2021-01-14,27,25,0.0,6.1,6,1,07:13 AM,07:55 PM,06:16 AM,06:38 PM,23,30,30,26,31,72,81,4.3,1010,27,10,288,22,Seychelles
2021-01-15,27,19,0.0,6.1,6,8,08:08 AM,08:45 PM,06:16 AM,06:38 PM,23,29,29,26,36,64,78,0.7,1009,27,10,287,27,Seychelles
2021-01-16,28,25,0.0,11.6,7,16,09:00 AM,09:32 PM,06:17 AM,06:39 PM,23,30,30,27,39,21,77,0.0,1008,28,10,298,28,Seychelles
2021-01-17,27,24,0.0,6.1,6,23,09:48 AM,10:14 PM,06:17 AM,06:39 PM,23,30,30,26,43,69,77,0.9,1008,27,10,298,31,Seychelles
2021-01-18,27,22,0.0,8.9,6,30,10:32 AM,10:54 PM,06:18 AM,06:39 PM,23,29,29,26,41,60,79,0.2,1008,27,10,309,30,Seychelles
2021-01-19,27,24,0.0,11.6,7,38,11:16 AM,11:34 PM,06:18 AM,06:39 PM,22,29,29,27,26,44,75,0.0,1009,27,10,310,19,Seychelles
2021-01-20,27,21,0.0,11.6,7,45,11:58 AM,No moonset,06:18 AM,06:39 PM,21,28,28,26,8,19,69,0.0,1010,27,10,253,6,Seychelles
2021-01-21,27,20,0.0,7.5,6,52,12:41 PM,12:12 AM,06:19 AM,06:40 PM,21,28,28,25,8,50,71,0.0,1011,27,10,204,6,Seychelles
2021-01-22,27,23,0.0,7.5,6,59,01:25 PM,12:53 AM,06:19 AM,06:40 PM,22,29,29,26,16,64,73,0.2,1011,27,10,297,12,Seychelles
2021-01-23,28,24,0.0,6.1,6,67,02:11 PM,01:35 AM,06:19 AM,06:40 PM,23,30,30,27,32,69,76,11.8,1010,28,9,322,21,Seychelles
2021-01-24,28,25,0.0,6.1,6,74,03:00 PM,02:19 AM,06:20 AM,06:40 PM,23,30,30,27,29,77,78,29.5,1010,28,7,325,17,Seychelles
2021-01-25,28,27,0.0,8.9,6,81,03:51 PM,03:07 AM,06:20 AM,06:40 PM,23,31,31,28,19,62,74,1.8,1011,28,10,313,14,Seychelles
2021-01-26,28,24,0.0,6.1,6,88,04:44 PM,03:58 AM,06:20 AM,06:40 PM,23,30,30,27,34,78,77,24.0,1011,28,8,296,21,Seychelles
2021-01-27,28,25,0.0,6.1,6,96,05:39 PM,04:52 AM,06:21 AM,06:40 PM,23,30,30,27,33,77,77,19.0,1010,28,8,296,22,Seychelles
2021-01-28,27,25,0.0,6.1,6,100,06:33 PM,05:48 AM,06:21 AM,06:41 PM,23,30,30,27,45,74,78,41.9,1011,27,7,314,25,Seychelles
2021-01-29,27,25,0.0,7.5,6,90,07:26 PM,06:44 AM,06:21 AM,06:41 PM,23,29,29,27,34,67,79,38.7,1011,27,7,280,19,Seychelles
2021-01-30,27,24,0.0,8.8,6,82,08:17 PM,07:39 AM,06:22 AM,06:41 PM,23,29,29,26,25,67,79,13.9,1011,27,9,293,17,Seychelles
2021-01-31,28,26,0.0,6.1,6,79,09:06 PM,08:32 AM,06:22 AM,06:41 PM,23,31,31,27,28,77,77,24.3,1010,28,8,300,17,Seychelles
2021-02-01,27,20,0.0,6.1,6,63,09:53 PM,09:24 AM,06:22 AM,06:41 PM,23,29,29,26,41,69,80,48.5,1011,27,7,334,23,Seychelles
2021-02-02,28,25,0.0,10.2,6,55,10:39 PM,10:15 AM,06:22 AM,06:41 PM,24,31,31,27,50,58,80,23.4,1012,28,8,339,32,Seychelles
2021-02-03,27,20,0.0,8.8,6,48,11:27 PM,11:06 AM,06:23 AM,06:41 PM,23,30,30,26,38,60,78,0.5,1012,27,10,333,28,Seychelles
2021-02-04,28,26,0.0,8.8,6,40,No moonrise,11:59 AM,06:23 AM,06:41 PM,23,31,31,27,36,70,79,1.1,1011,28,10,321,26,Seychelles
2021-02-05,27,21,0.0,8.8,6,33,12:16 AM,12:53 PM,06:23 AM,06:41 PM,23,29,29,26,38,63,76,0.6,1011,27,10,319,28,Seychelles
2021-02-06,27,21,0.0,10.2,6,25,01:09 AM,01:50 PM,06:23 AM,06:41 PM,23,29,29,26,38,66,78,1.1,1010,27,10,321,28,Seychelles
2021-02-07,27,27,0.0,8.8,6,18,02:04 AM,02:49 PM,06:23 AM,06:41 PM,23,31,31,27,36,58,79,0.9,1009,27,10,305,27,Seychelles
