date_time,Thailand_maxtempC,Thailand_mintempC,Thailand_totalSnow_cm,Thailand_sunHour,Thailand_uvIndex,Thailand_moon_illumination,Thailand_moonrise,Thailand_moonset,Thailand_sunrise,Thailand_sunset,Thailand_DewPointC,Thailand_FeelsLikeC,Thailand_HeatIndexC,Thailand_WindChillC,Thailand_WindGustKmph,Thailand_cloudcover,Thailand_humidity,Thailand_precipMM,Thailand_pressure,Thailand_tempC,Thailand_visibility,Thailand_winddirDegree,Thailand_windspeedKmph,Thailand_location
2020-06-19,35,28,0.0,10.7,7,0,04:04 AM,05:06 PM,05:51 AM,06:47 PM,22,34,34,31,16,74,59,0.8,1008,35,10,239,13,Thailand
2020-06-20,36,29,0.0,13.0,8,0,04:49 AM,06:00 PM,05:52 AM,06:48 PM,21,36,36,32,16,42,53,0.1,1006,36,10,241,13,Thailand
2020-06-21,36,30,0.0,13.0,7,0,05:39 AM,06:55 PM,05:52 AM,06:48 PM,22,37,37,33,15,44,54,1.2,1006,36,10,241,13,Thailand
2020-06-22,37,30,0.0,9.4,7,7,06:32 AM,07:51 PM,05:52 AM,06:48 PM,22,38,38,33,15,65,54,2.5,1005,37,10,235,13,Thailand
2020-06-23,36,30,0.0,13.0,7,14,07:30 AM,08:46 PM,05:52 AM,06:48 PM,22,37,37,32,17,45,57,5.7,1007,36,10,227,13,Thailand
2020-06-24,36,31,0.0,13.0,8,22,08:28 AM,09:39 PM,05:52 AM,06:48 PM,22,37,37,33,16,30,55,1.1,1007,36,10,204,14,Thailand
2020-06-25,37,30,0.0,11.9,7,29,09:27 AM,10:28 PM,05:53 AM,06:49 PM,23,38,38,33,17,61,56,3.6,1006,37,10,224,13,Thailand
2020-06-26,35,30,0.0,9.4,7,37,10:24 AM,11:15 PM,05:53 AM,06:49 PM,21,35,35,32,18,75,55,17.6,1007,35,9,243,12,Thailand
2020-06-27,35,30,0.0,13.0,7,44,11:21 AM,11:59 PM,05:53 AM,06:49 PM,21,35,35,32,16,59,54,2.0,1007,35,10,236,13,Thailand
2020-06-28,35,29,0.0,10.7,7,52,12:16 PM,No moonset,05:53 AM,06:49 PM,21,35,35,32,14,59,53,0.4,1006,35,10,240,12,Thailand
2020-06-29,35,30,0.0,10.7,7,59,01:12 PM,12:42 AM,05:54 AM,06:49 PM,21,36,36,32,18,68,53,1.9,1006,35,10,228,15,Thailand
2020-06-30,34,30,0.0,9.4,7,67,02:09 PM,01:27 AM,05:54 AM,06:49 PM,22,35,35,31,23,64,57,6.0,1007,34,9,227,18,Thailand
2020-07-01,34,29,0.0,10.7,7,72,03:07 PM,02:12 AM,05:54 AM,06:49 PM,21,34,34,31,22,67,55,0.6,1006,34,10,241,18,Thailand
2020-07-02,33,29,0.0,13.0,8,79,04:06 PM,03:00 AM,05:55 AM,06:50 PM,21,34,34,31,20,37,57,0.0,1006,33,10,234,16,Thailand
2020-07-03,31,29,0.0,8.1,6,86,05:07 PM,03:52 AM,05:55 AM,06:50 PM,21,32,32,30,23,82,60,0.1,1007,31,10,239,19,Thailand
2020-07-04,27,24,0.0,8.1,6,94,06:07 PM,04:46 AM,05:55 AM,06:50 PM,21,29,29,26,17,88,70,17.4,1009,27,7,225,13,Thailand
2020-07-05,32,29,0.0,11.9,7,100,07:06 PM,05:44 AM,05:55 AM,06:50 PM,20,32,32,30,14,59,56,1.2,1007,32,10,251,11,Thailand
2020-07-06,35,28,0.0,12.9,7,100,08:00 PM,06:41 AM,05:56 AM,06:50 PM,21,35,35,31,16,42,56,0.2,1006,35,10,234,13,Thailand
2020-07-07,33,30,0.0,9.4,7,85,08:49 PM,07:39 AM,05:56 AM,06:50 PM,22,35,35,31,16,69,59,1.4,1007,33,10,226,13,Thailand
2020-07-08,35,30,0.0,12.9,7,77,09:35 PM,08:33 AM,05:56 AM,06:50 PM,23,36,36,32,20,43,61,18.2,1007,35,8,192,15,Thailand
2020-07-09,36,30,0.0,12.9,7,70,10:15 PM,09:25 AM,05:56 AM,06:50 PM,23,37,37,32,16,34,60,0.3,1006,36,10,218,13,Thailand
2020-07-10,36,30,0.0,12.9,7,63,10:53 PM,10:13 AM,05:57 AM,06:50 PM,22,37,37,33,16,39,56,0.1,1006,36,10,234,13,Thailand
2020-07-11,36,30,0.0,12.9,8,55,11:30 PM,11:01 AM,05:57 AM,06:50 PM,21,37,37,33,17,31,52,0.1,1006,36,10,250,14,Thailand
2020-07-12,35,30,0.0,10.6,7,48,No moonrise,11:47 AM,05:57 AM,06:50 PM,22,36,36,32,15,59,55,10.5,1006,35,9,237,11,Thailand
2020-07-13,30,28,0.0,8.1,6,41,12:05 AM,12:32 PM,05:58 AM,06:50 PM,23,33,33,30,12,78,66,10.7,1007,30,10,255,9,Thailand
2020-07-14,34,27,0.0,10.6,7,34,12:41 AM,01:19 PM,05:58 AM,06:50 PM,22,33,33,30,12,66,59,6.5,1007,34,10,209,10,Thailand
2020-07-15,35,29,0.0,12.9,7,26,01:19 AM,02:06 PM,05:58 AM,06:50 PM,22,35,35,31,14,44,57,0.2,1006,35,10,226,12,Thailand
2020-07-16,35,30,0.0,11.9,7,19,01:59 AM,02:56 PM,05:58 AM,06:50 PM,22,36,36,32,17,57,55,1.6,1005,35,10,249,14,Thailand
2020-07-17,36,29,0.0,12.9,7,12,02:42 AM,03:49 PM,05:59 AM,06:49 PM,21,36,36,32,13,37,52,0.1,1006,36,10,234,11,Thailand
2020-07-18,35,30,0.0,10.6,7,5,03:30 AM,04:44 PM,05:59 AM,06:49 PM,23,37,37,32,17,67,59,1.0,1007,35,10,178,14,Thailand
2020-07-19,36,30,0.0,10.6,7,0,04:21 AM,05:40 PM,05:59 AM,06:49 PM,23,38,38,33,15,71,57,2.7,1007,36,10,199,12,Thailand
2020-07-20,36,31,0.0,10.5,7,0,05:18 AM,06:36 PM,06:00 AM,06:49 PM,23,38,38,33,14,62,56,2.0,1007,36,10,218,12,Thailand
2020-07-21,35,29,0.0,7.8,7,2,06:17 AM,07:31 PM,06:00 AM,06:49 PM,23,36,36,32,17,77,57,9.0,1007,35,9,189,13,Thailand
2020-07-22,34,30,0.0,10.5,7,10,07:17 AM,08:23 PM,06:00 AM,06:49 PM,22,36,36,31,16,53,59,7.0,1007,34,9,194,13,Thailand
2020-07-23,35,30,0.0,12.5,7,17,08:17 AM,09:12 PM,06:00 AM,06:48 PM,23,36,36,32,24,33,60,1.8,1007,35,10,177,18,Thailand
2020-07-24,36,30,0.0,11.6,7,24,09:15 AM,09:58 PM,06:01 AM,06:48 PM,23,37,37,32,18,52,58,3.1,1008,36,10,179,14,Thailand
2020-07-25,34,28,0.0,10.3,7,32,10:12 AM,10:42 PM,06:01 AM,06:48 PM,22,35,35,31,20,31,58,0.2,1007,34,10,168,16,Thailand
2020-07-26,34,30,0.0,10.3,7,39,11:08 AM,11:26 PM,06:01 AM,06:48 PM,22,35,35,31,23,57,59,7.1,1007,34,9,178,18,Thailand
2020-07-27,35,30,0.0,11.6,8,46,12:04 PM,No moonset,06:01 AM,06:47 PM,23,37,37,32,18,39,59,0.9,1006,35,10,180,15,Thailand
2020-07-28,36,30,0.0,11.6,7,53,01:01 PM,12:10 AM,06:02 AM,06:47 PM,23,37,37,33,16,51,56,4.0,1006,36,9,216,13,Thailand
2020-07-29,35,30,0.0,8.9,7,61,01:59 PM,12:57 AM,06:02 AM,06:47 PM,21,37,37,33,19,61,52,4.0,1007,35,10,253,15,Thailand
2020-07-30,37,30,0.0,10.3,7,68,02:58 PM,01:46 AM,06:02 AM,06:46 PM,21,36,36,33,20,55,51,0.3,1007,37,10,258,17,Thailand
2020-07-31,35,29,0.0,11.6,7,72,03:58 PM,02:38 AM,06:02 AM,06:46 PM,21,35,35,32,23,47,55,14.4,1005,35,9,245,17,Thailand
2020-08-01,34,29,0.0,6.2,7,82,04:56 PM,03:34 AM,06:02 AM,06:46 PM,21,35,35,31,29,59,56,3.4,1003,34,10,256,22,Thailand
2020-08-02,30,27,0.0,6.2,6,90,05:51 PM,04:30 AM,06:03 AM,06:45 PM,22,32,32,29,34,79,68,14.1,1002,30,9,238,23,Thailand
2020-08-03,32,24,0.0,6.2,6,97,06:42 PM,05:28 AM,06:03 AM,06:45 PM,22,32,32,29,39,80,68,32.8,1002,32,8,234,26,Thailand
2020-08-04,33,29,0.0,6.2,7,100,07:29 PM,06:22 AM,06:03 AM,06:45 PM,22,35,35,31,33,82,61,13.1,1004,33,9,224,22,Thailand
2020-08-05,29,24,0.0,6.2,6,88,08:11 PM,07:16 AM,06:03 AM,06:44 PM,23,32,32,28,25,76,70,27.9,1006,29,8,214,15,Thailand
2020-08-06,34,26,0.0,8.9,7,81,08:50 PM,08:06 AM,06:03 AM,06:44 PM,22,34,34,30,15,59,60,3.8,1007,34,10,250,11,Thailand
2020-08-07,33,28,0.0,6.2,7,74,09:27 PM,08:54 AM,06:04 AM,06:43 PM,22,34,34,30,20,63,62,14.1,1006,33,9,245,13,Thailand
2020-08-08,33,26,0.0,8.9,7,67,10:03 PM,09:40 AM,06:04 AM,06:43 PM,21,32,32,29,17,64,61,3.7,1006,33,10,229,13,Thailand
2020-08-09,34,29,0.0,7.5,7,59,10:38 PM,10:26 AM,06:04 AM,06:43 PM,22,36,36,31,21,61,59,2.1,1005,34,10,214,17,Thailand
2020-08-10,31,29,0.0,6.2,6,52,11:15 PM,11:12 AM,06:04 AM,06:42 PM,22,33,33,30,25,68,63,0.7,1007,31,8,239,20,Thailand
2020-08-11,35,30,0.0,11.6,8,45,11:54 PM,11:58 AM,06:04 AM,06:42 PM,21,35,35,32,19,34,52,0.0,1008,35,10,251,16,Thailand
2020-08-12,35,29,0.0,7.5,7,38,No moonrise,12:47 PM,06:04 AM,06:41 PM,21,35,35,32,17,53,55,0.1,1008,35,10,230,14,Thailand
2020-08-13,32,29,0.0,8.9,7,30,12:34 AM,01:38 PM,06:05 AM,06:41 PM,22,34,34,30,19,60,61,12.9,1008,32,9,222,14,Thailand
2020-08-14,33,28,0.0,6.2,7,23,01:20 AM,02:31 PM,06:05 AM,06:40 PM,21,33,33,30,16,81,59,5.2,1008,33,10,239,12,Thailand
2020-08-15,32,28,0.0,6.2,7,16,02:09 AM,03:27 PM,06:05 AM,06:39 PM,21,32,32,30,10,68,61,4.7,1009,32,9,251,8,Thailand
2020-08-16,30,27,0.0,11.6,7,8,03:03 AM,04:22 PM,06:05 AM,06:39 PM,21,31,31,28,13,37,64,0.0,1009,30,10,312,11,Thailand
2020-08-17,33,29,0.0,11.6,8,1,04:01 AM,05:18 PM,06:05 AM,06:38 PM,21,33,33,30,11,32,58,0.1,1008,33,10,262,9,Thailand
2020-08-18,35,29,0.0,11.6,8,0,05:02 AM,06:12 PM,06:05 AM,06:38 PM,21,35,35,32,14,44,56,8.9,1007,35,9,258,11,Thailand
2020-08-19,35,29,0.0,11.6,8,0,06:02 AM,07:03 PM,06:05 AM,06:37 PM,20,34,34,32,16,38,52,0.1,1006,35,10,258,13,Thailand
2020-08-20,36,29,0.0,10.2,8,6,07:03 AM,07:51 PM,06:05 AM,06:37 PM,21,35,35,32,10,56,51,4.3,1007,36,10,237,8,Thailand
2020-08-21,32,29,0.0,6.2,7,13,08:02 AM,08:37 PM,06:06 AM,06:36 PM,22,34,34,30,14,70,60,10.1,1009,32,9,247,10,Thailand
2020-08-22,33,28,0.0,6.1,7,20,09:00 AM,09:23 PM,06:06 AM,06:35 PM,21,33,33,30,15,67,60,7.0,1008,33,10,237,12,Thailand
2020-08-23,35,29,0.0,7.5,7,28,09:58 AM,10:08 PM,06:06 AM,06:35 PM,21,35,35,31,16,58,54,1.7,1008,35,10,239,13,Thailand
2020-08-24,36,29,0.0,11.6,8,35,10:56 AM,10:54 PM,06:06 AM,06:34 PM,20,34,34,32,15,22,49,0.0,1008,36,10,252,12,Thailand
2020-08-25,37,30,0.0,11.6,7,42,11:54 AM,11:44 PM,06:06 AM,06:34 PM,20,36,36,33,14,38,49,0.3,1009,37,10,258,12,Thailand
2020-08-26,37,30,0.0,11.6,8,50,12:53 PM,No moonset,06:06 AM,06:33 PM,20,36,36,33,17,9,51,0.0,1008,37,10,242,14,Thailand
2020-08-27,36,29,0.0,11.6,8,57,01:53 PM,12:35 AM,06:06 AM,06:32 PM,20,35,35,32,18,15,50,0.0,1007,36,10,269,16,Thailand
2020-08-28,35,29,0.0,11.6,8,64,02:50 PM,01:29 AM,06:06 AM,06:32 PM,20,34,34,32,21,29,50,0.0,1005,35,10,275,17,Thailand
2020-08-29,36,30,0.0,10.2,7,71,03:46 PM,02:24 AM,06:06 AM,06:31 PM,21,36,36,33,13,52,53,0.7,1005,36,10,249,11,Thailand
2020-08-30,35,30,0.0,7.5,7,79,04:37 PM,03:21 AM,06:06 AM,06:30 PM,23,37,37,32,11,65,58,1.8,1005,35,10,190,9,Thailand
2020-08-31,35,30,0.0,6.1,7,82,05:25 PM,04:15 AM,06:06 AM,06:30 PM,23,37,37,32,14,68,59,7.4,1005,35,9,172,10,Thailand
2020-09-01,31,25,0.0,6.1,6,97,06:08 PM,05:09 AM,06:06 AM,06:29 PM,23,33,33,29,11,80,66,55.8,1007,31,8,226,8,Thailand
2020-09-02,33,29,0.0,7.5,7,100,06:48 PM,06:00 AM,06:06 AM,06:28 PM,22,34,34,31,17,70,60,25.7,1008,33,8,226,11,Thailand
2020-09-03,35,30,0.0,11.6,7,88,07:26 PM,06:48 AM,06:06 AM,06:28 PM,23,36,36,32,15,62,59,8.3,1008,35,9,228,12,Thailand
2020-09-04,36,31,0.0,11.6,7,81,08:02 PM,07:35 AM,06:06 AM,06:27 PM,23,37,37,33,10,41,56,1.9,1007,36,10,227,8,Thailand
2020-09-05,35,28,0.0,8.9,7,73,08:37 PM,08:21 AM,06:06 AM,06:26 PM,23,36,36,32,17,66,60,4.2,1006,35,10,179,14,Thailand
2020-09-06,36,28,0.0,11.6,7,66,09:13 PM,09:07 AM,06:07 AM,06:25 PM,23,37,37,32,15,50,57,2.9,1007,36,10,220,12,Thailand
2020-09-07,36,28,0.0,7.5,7,58,09:50 PM,09:53 AM,06:07 AM,06:25 PM,22,36,36,32,18,56,55,0.6,1007,36,10,233,14,Thailand
2020-09-08,36,30,0.0,11.6,7,50,10:30 PM,10:40 AM,06:07 AM,06:24 PM,22,37,37,33,14,34,54,0.0,1008,36,10,228,12,Thailand
2020-09-09,36,30,0.0,11.6,7,43,11:13 PM,11:30 AM,06:07 AM,06:23 PM,22,37,37,33,14,38,54,0.4,1008,36,10,247,12,Thailand
2020-09-10,36,30,0.0,7.5,7,35,11:59 PM,12:21 PM,06:07 AM,06:23 PM,23,38,38,33,12,66,59,16.3,1006,36,9,221,8,Thailand
2020-09-11,35,30,0.0,6.1,7,28,No moonrise,01:14 PM,06:07 AM,06:22 PM,23,37,37,32,14,77,59,11.5,1007,35,9,173,11,Thailand
2020-09-12,35,30,0.0,11.6,8,20,12:50 AM,02:09 PM,06:07 AM,06:21 PM,23,37,37,32,19,30,60,0.1,1008,35,10,176,16,Thailand
2020-09-13,36,30,0.0,10.2,7,13,01:46 AM,03:04 PM,06:07 AM,06:20 PM,23,37,37,32,17,37,58,0.1,1008,36,10,167,14,Thailand
2020-09-14,35,29,0.0,6.1,7,5,02:44 AM,03:58 PM,06:07 AM,06:20 PM,22,36,36,32,16,76,57,9.9,1008,35,9,235,12,Thailand
2020-09-15,35,28,0.0,6.1,7,0,03:44 AM,04:50 PM,06:07 AM,06:19 PM,23,36,36,31,16,72,60,5.8,1008,35,10,175,13,Thailand
2020-09-16,36,29,0.0,10.2,7,0,04:44 AM,05:39 PM,06:07 AM,06:18 PM,22,36,36,32,16,61,55,2.7,1007,36,10,252,13,Thailand
2020-09-17,36,29,0.0,8.8,7,0,05:45 AM,06:27 PM,06:07 AM,06:17 PM,22,36,36,32,23,53,56,3.9,1006,36,10,272,18,Thailand
2020-09-18,30,28,0.0,6.1,6,2,06:44 AM,07:14 PM,06:07 AM,06:17 PM,22,32,32,29,17,69,66,0.9,1003,30,9,253,14,Thailand
2020-09-19,30,26,0.0,6.0,6,10,07:44 AM,08:00 PM,06:07 AM,06:16 PM,23,31,31,27,26,87,77,58.5,1002,30,6,222,16,Thailand
2020-09-20,30,28,0.0,6.0,6,17,08:44 AM,08:48 PM,06:07 AM,06:15 PM,23,32,32,28,38,80,72,24.2,1008,30,8,187,24,Thailand
2020-09-21,30,26,0.0,7.4,6,25,09:45 AM,09:38 PM,06:07 AM,06:14 PM,23,31,31,28,16,72,75,15.0,1010,30,9,161,11,Thailand
2020-09-22,34,28,0.0,8.8,7,32,10:45 AM,10:29 PM,06:07 AM,06:14 PM,23,36,36,31,10,63,64,12.1,1009,34,9,245,8,Thailand
2020-09-23,35,29,0.0,7.4,7,40,11:47 AM,11:24 PM,06:07 AM,06:13 PM,23,36,36,32,10,57,61,28.4,1008,35,8,187,7,Thailand
2020-09-24,34,30,0.0,10.2,7,47,12:46 PM,No moonset,06:07 AM,06:12 PM,22,36,36,32,13,59,59,2.2,1009,34,10,225,10,Thailand
2020-09-25,36,29,0.0,10.2,7,55,01:43 PM,12:20 AM,06:07 AM,06:12 PM,21,36,36,32,17,47,54,2.4,1009,36,10,246,14,Thailand
2020-09-26,35,29,0.0,11.6,8,62,02:35 PM,01:17 AM,06:07 AM,06:11 PM,21,35,35,31,16,40,56,1.5,1008,35,10,253,13,Thailand
2020-09-27,35,28,0.0,10.2,8,70,03:23 PM,02:11 AM,06:07 AM,06:10 PM,21,35,35,31,20,42,55,3.3,1007,35,10,278,16,Thailand
2020-09-28,33,28,0.0,6.0,7,78,04:07 PM,03:05 AM,06:07 AM,06:09 PM,22,35,35,31,17,77,60,34.8,1006,33,7,266,10,Thailand
2020-09-29,27,20,0.0,6.0,6,85,04:47 PM,03:56 AM,06:07 AM,06:09 PM,23,28,28,25,25,78,80,47.3,1005,27,7,252,15,Thailand
2020-09-30,34,28,0.0,6.0,7,93,05:26 PM,04:44 AM,06:07 AM,06:08 PM,21,34,34,31,22,67,57,4.1,1007,34,10,233,17,Thailand
2020-10-01,33,28,0.0,6.0,7,97,06:02 PM,05:32 AM,06:07 AM,06:07 PM,22,34,34,30,19,66,61,5.7,1006,33,10,248,14,Thailand
2020-10-02,35,28,0.0,6.0,7,100,06:37 PM,06:17 AM,06:07 AM,06:07 PM,22,35,35,31,16,66,60,2.7,1006,35,10,261,13,Thailand
2020-10-03,34,27,0.0,7.4,7,89,07:13 PM,07:03 AM,06:07 AM,06:06 PM,23,35,35,31,14,71,61,16.2,1007,34,9,253,10,Thailand
2020-10-04,34,29,0.0,7.4,7,82,07:49 PM,07:49 AM,06:07 AM,06:05 PM,22,35,35,31,16,66,60,5.5,1008,34,10,240,13,Thailand
2020-10-05,32,29,0.0,11.6,7,74,08:28 PM,08:36 AM,06:08 AM,06:05 PM,22,34,34,30,10,52,60,3.0,1008,32,10,235,8,Thailand
2020-10-06,34,30,0.0,6.0,7,67,09:09 PM,09:25 AM,06:08 AM,06:04 PM,23,36,36,31,12,71,61,22.3,1008,34,9,164,8,Thailand
2020-10-07,35,28,0.0,8.8,7,60,09:54 PM,10:15 AM,06:08 AM,06:03 PM,22,35,35,31,18,59,61,5.1,1008,35,10,161,13,Thailand
2020-10-08,27,23,0.0,6.0,6,53,10:42 PM,11:07 AM,06:08 AM,06:03 PM,22,29,29,26,33,100,76,28.5,1006,27,7,61,23,Thailand
2020-10-09,28,22,0.0,6.0,6,45,11:35 PM,12:00 PM,06:08 AM,06:02 PM,23,29,29,26,17,96,83,40.8,1007,28,7,59,11,Thailand
2020-10-10,27,26,0.0,6.0,6,38,No moonrise,12:53 PM,06:08 AM,06:01 PM,23,29,29,26,17,95,79,35.4,1007,27,8,66,11,Thailand
2020-10-11,28,25,0.0,6.0,6,31,12:30 AM,01:46 PM,06:08 AM,06:01 PM,23,29,29,26,14,95,82,35.6,1006,28,8,157,10,Thailand
2020-10-12,27,26,0.0,6.0,6,23,01:28 AM,02:37 PM,06:08 AM,06:00 PM,22,29,29,27,9,87,73,0.3,1007,27,10,175,7,Thailand
2020-10-13,28,19,0.0,6.0,6,16,02:26 AM,03:27 PM,06:08 AM,06:00 PM,21,27,27,25,16,77,69,1.9,1006,28,10,110,13,Thailand
2020-10-14,31,26,0.0,5.8,6,9,03:26 AM,04:14 PM,06:08 AM,05:59 PM,22,31,31,28,8,74,68,3.3,1007,31,9,239,7,Thailand
2020-10-15,34,27,0.0,7.2,7,2,04:25 AM,05:01 PM,06:09 AM,05:58 PM,22,34,34,30,13,50,64,7.3,1005,34,9,227,10,Thailand
2020-10-16,29,27,0.0,4.3,6,0,05:25 AM,05:47 PM,06:09 AM,05:58 PM,23,31,31,28,14,75,75,17.6,1006,29,9,163,10,Thailand
2020-10-17,27,25,0.0,4.3,6,0,06:24 AM,06:35 PM,06:09 AM,05:57 PM,23,28,28,26,22,92,83,89.0,1005,27,7,40,16,Thailand
2020-10-18,25,24,0.0,4.3,5,5,07:26 AM,07:25 PM,06:09 AM,05:57 PM,21,27,27,25,16,85,79,79.8,1008,25,8,127,12,Thailand
2020-10-19,26,24,0.0,4.3,6,13,08:29 AM,08:17 PM,06:09 AM,05:56 PM,21,27,27,25,10,84,79,1.0,1010,26,9,325,8,Thailand
2020-10-20,27,24,0.0,4.3,6,20,09:33 AM,09:13 PM,06:09 AM,05:56 PM,20,27,27,25,13,79,74,0.0,1010,27,10,329,10,Thailand
2020-10-21,29,25,0.0,4.3,6,27,10:35 AM,10:11 PM,06:10 AM,05:55 PM,20,29,29,27,16,89,68,0.3,1011,29,10,170,13,Thailand
2020-10-22,30,25,0.0,4.3,6,35,11:36 AM,11:09 PM,06:10 AM,05:55 PM,20,30,30,28,12,79,63,0.0,1010,30,10,218,10,Thailand
2020-10-23,32,27,0.0,8.7,8,42,12:31 PM,No moonset,06:10 AM,05:54 PM,19,31,31,30,9,24,53,0.0,1010,32,10,146,8,Thailand
2020-10-24,32,27,0.0,8.7,8,49,01:21 PM,12:06 AM,06:10 AM,05:54 PM,17,31,31,30,6,11,49,0.0,1010,32,10,91,5,Thailand
2020-10-25,34,28,0.0,8.7,8,56,02:07 PM,01:01 AM,06:10 AM,05:53 PM,19,33,33,31,6,15,49,0.0,1011,34,10,138,5,Thailand
2020-10-26,34,28,0.0,8.7,8,64,02:48 PM,01:53 AM,06:11 AM,05:53 PM,19,32,32,30,7,40,50,0.0,1010,34,10,113,6,Thailand
2020-10-27,31,27,0.0,7.2,6,71,03:27 PM,02:42 AM,06:11 AM,05:52 PM,20,31,31,29,11,59,60,0.1,1009,31,10,211,10,Thailand
2020-10-28,34,26,0.0,5.8,7,78,04:03 PM,03:30 AM,06:11 AM,05:52 PM,21,33,33,30,15,54,61,0.8,1008,34,10,252,13,Thailand
2020-10-29,27,26,0.0,5.8,6,85,04:38 PM,04:15 AM,06:11 AM,05:52 PM,21,29,29,27,14,73,70,2.3,1008,27,8,223,12,Thailand
2020-10-30,31,25,0.0,4.3,6,93,05:14 PM,05:01 AM,06:12 AM,05:51 PM,22,31,31,28,11,81,70,17.5,1010,31,9,102,8,Thailand
2020-10-31,34,27,0.0,7.2,7,97,05:50 PM,05:47 AM,06:12 AM,05:51 PM,22,34,34,30,6,70,63,3.2,1011,34,10,257,5,Thailand
2020-11-01,33,28,0.0,4.3,7,89,06:27 PM,06:33 AM,06:12 AM,05:51 PM,23,35,35,30,11,71,64,24.0,1011,33,8,130,7,Thailand
2020-11-02,34,28,0.0,7.2,7,81,07:08 PM,07:21 AM,06:13 AM,05:50 PM,22,35,35,31,12,63,61,22.7,1011,34,8,116,8,Thailand
2020-11-03,33,28,0.0,7.2,7,74,07:52 PM,08:11 AM,06:13 AM,05:50 PM,20,33,33,31,11,50,55,0.5,1012,33,10,79,9,Thailand
2020-11-04,33,28,0.0,7.2,7,66,08:38 PM,09:03 AM,06:13 AM,05:50 PM,21,33,33,30,11,63,56,1.1,1012,33,10,71,9,Thailand
2020-11-05,32,28,0.0,5.7,7,58,09:29 PM,09:55 AM,06:14 AM,05:49 PM,21,33,33,30,10,65,60,4.1,1012,32,10,145,8,Thailand
2020-11-06,34,27,0.0,8.7,8,51,10:22 PM,10:48 AM,06:14 AM,05:49 PM,20,33,33,30,11,20,55,0.0,1012,34,10,150,9,Thailand
2020-11-07,32,28,0.0,4.3,7,43,11:18 PM,11:40 AM,06:14 AM,05:49 PM,20,33,33,30,16,69,56,1.4,1012,32,10,50,13,Thailand
2020-11-08,31,27,0.0,4.3,6,36,No moonrise,12:30 PM,06:15 AM,05:49 PM,19,30,30,29,18,77,57,2.6,1013,31,10,63,14,Thailand
2020-11-09,32,27,0.0,8.7,7,28,12:15 AM,01:19 PM,06:15 AM,05:48 PM,18,31,31,29,15,26,52,0.0,1012,32,10,53,12,Thailand
2020-11-10,31,26,0.0,8.7,7,21,01:12 AM,02:05 PM,06:15 AM,05:48 PM,17,29,29,28,15,21,51,0.0,1012,31,10,27,13,Thailand
2020-11-11,27,21,0.0,4.2,6,13,02:09 AM,02:50 PM,06:16 AM,05:48 PM,15,26,26,25,20,68,53,0.0,1013,27,10,23,17,Thailand
2020-11-12,27,24,0.0,4.2,6,6,03:06 AM,03:35 PM,06:16 AM,05:48 PM,18,27,27,25,15,85,66,4.7,1013,27,10,26,12,Thailand
2020-11-13,32,25,0.0,8.7,7,0,04:04 AM,04:21 PM,06:17 AM,05:48 PM,16,29,29,28,16,34,49,0.0,1012,32,10,34,13,Thailand
2020-11-14,32,26,0.0,8.7,7,0,05:04 AM,05:09 PM,06:17 AM,05:48 PM,14,28,28,28,13,6,42,0.0,1012,32,10,65,11,Thailand
2020-11-15,32,25,0.0,8.7,7,0,06:06 AM,06:00 PM,06:18 AM,05:47 PM,15,30,30,29,13,15,44,0.0,1012,32,10,20,11,Thailand
2020-11-16,33,27,0.0,8.7,8,2,07:11 AM,06:56 PM,06:18 AM,05:47 PM,19,32,32,30,10,33,55,0.0,1012,33,10,50,8,Thailand
2020-11-17,33,27,0.0,5.7,7,9,08:16 AM,07:54 PM,06:18 AM,05:47 PM,21,34,34,30,11,62,59,0.3,1011,33,10,142,9,Thailand
2020-11-18,34,28,0.0,8.7,8,17,09:20 AM,08:55 PM,06:19 AM,05:47 PM,22,34,34,31,8,23,59,0.0,1010,34,10,224,7,Thailand
2020-11-19,36,29,0.0,8.7,8,24,10:19 AM,09:55 PM,06:19 AM,05:47 PM,22,36,36,32,8,15,55,0.0,1009,36,10,118,7,Thailand
2020-11-20,35,29,0.0,8.7,7,32,11:14 AM,10:52 PM,06:20 AM,05:47 PM,22,36,36,32,8,30,54,0.1,1009,35,10,82,7,Thailand
2020-11-21,34,29,0.0,4.2,7,39,12:03 PM,11:47 PM,06:20 AM,05:47 PM,22,36,36,32,10,74,59,24.7,1009,34,8,98,6,Thailand
2020-11-22,34,28,0.0,5.7,7,47,12:47 PM,No moonset,06:21 AM,05:47 PM,23,35,35,31,14,69,62,17.3,1010,34,8,167,9,Thailand
2020-11-23,34,28,0.0,4.2,7,54,01:27 PM,12:37 AM,06:21 AM,05:47 PM,22,35,35,31,12,66,58,0.9,1012,34,10,89,10,Thailand
2020-11-24,34,27,0.0,8.7,7,62,02:03 PM,01:26 AM,06:22 AM,05:47 PM,20,33,33,30,12,50,54,3.0,1012,34,10,123,10,Thailand
2020-11-25,34,27,0.0,8.7,8,70,02:39 PM,02:12 AM,06:22 AM,05:48 PM,20,33,33,30,13,11,54,0.0,1012,34,10,42,11,Thailand
2020-11-26,34,27,0.0,8.7,8,77,03:14 PM,02:58 AM,06:23 AM,05:48 PM,20,33,33,31,16,11,53,0.0,1012,34,10,35,13,Thailand
