date_time,Thailand_maxtempC,Thailand_mintempC,Thailand_totalSnow_cm,Thailand_sunHour,Thailand_uvIndex,Thailand_moon_illumination,Thailand_moonrise,Thailand_moonset,Thailand_sunrise,Thailand_sunset,Thailand_DewPointC,Thailand_FeelsLikeC,Thailand_HeatIndexC,Thailand_WindChillC,Thailand_WindGustKmph,Thailand_cloudcover,Thailand_humidity,Thailand_precipMM,Thailand_pressure,Thailand_tempC,Thailand_visibility,Thailand_winddirDegree,Thailand_windspeedKmph,Thailand_location
2020-11-27,33,27,0.0,7.2,7,85,03:50 PM,03:44 AM,06:23 AM,05:48 PM,19,32,32,30,18,30,52,0.2,1013,33,10,47,14,Thailand
2020-11-28,33,27,0.0,8.7,7,92,04:27 PM,04:29 AM,06:24 AM,05:48 PM,18,31,31,30,17,19,49,0.0,1013,33,10,58,14,Thailand
2020-11-29,32,26,0.0,7.2,6,100,05:06 PM,05:17 AM,06:24 AM,05:48 PM,17,30,30,29,16,45,50,0.0,1013,32,10,37,13,Thailand
2020-11-30,29,26,0.0,8.7,6,100,05:49 PM,06:07 AM,06:25 AM,05:48 PM,16,28,28,28,14,48,50,0.0,1014,29,10,40,11,Thailand
2020-12-01,30,25,0.0,8.7,7,89,06:35 PM,06:58 AM,06:26 AM,05:48 PM,16,28,28,27,13,38,50,0.0,1014,30,10,28,11,Thailand
2020-12-02,27,24,0.0,5.7,6,82,07:26 PM,07:51 AM,06:26 AM,05:49 PM,18,28,28,27,11,58,57,0.1,1013,27,10,171,9,Thailand
2020-12-03,32,26,0.0,8.7,6,75,08:18 PM,08:44 AM,06:27 AM,05:49 PM,17,29,29,28,18,44,51,0.0,1013,32,10,70,15,Thailand
2020-12-04,31,25,0.0,8.7,7,67,09:14 PM,09:37 AM,06:27 AM,05:49 PM,15,28,28,27,19,20,47,0.0,1013,31,10,59,15,Thailand
2020-12-05,30,24,0.0,8.7,7,60,10:10 PM,10:28 AM,06:28 AM,05:49 PM,14,27,27,27,14,12,46,0.0,1014,30,10,48,12,Thailand
2020-12-06,31,24,0.0,8.7,7,53,11:06 PM,11:16 AM,06:28 AM,05:50 PM,15,28,28,27,11,5,48,0.0,1014,31,10,139,10,Thailand
2020-12-07,32,24,0.0,8.7,7,46,No moonrise,12:02 PM,06:29 AM,05:50 PM,16,29,29,28,12,5,49,0.0,1014,32,10,177,10,Thailand
2020-12-08,32,25,0.0,8.7,7,38,12:01 AM,12:46 PM,06:29 AM,05:50 PM,17,29,29,28,10,31,50,0.0,1014,32,10,207,9,Thailand
2020-12-09,33,26,0.0,8.7,7,31,12:56 AM,01:29 PM,06:30 AM,05:51 PM,16,30,30,29,12,7,45,0.0,1012,33,10,214,10,Thailand
2020-12-10,33,25,0.0,8.7,7,24,01:51 AM,02:12 PM,06:30 AM,05:51 PM,15,30,30,29,12,2,44,0.0,1012,33,10,244,10,Thailand
2020-12-11,33,25,0.0,8.7,7,17,02:48 AM,02:57 PM,06:31 AM,05:51 PM,16,30,30,29,14,29,46,0.0,1011,33,10,342,12,Thailand
2020-12-12,34,27,0.0,7.2,7,9,03:47 AM,03:46 PM,06:32 AM,05:52 PM,19,32,32,30,11,36,50,0.0,1010,34,10,254,9,Thailand
2020-12-13,34,28,0.0,7.2,7,2,04:49 AM,04:37 PM,06:32 AM,05:52 PM,20,34,34,31,9,49,50,0.1,1009,34,10,238,7,Thailand
2020-12-14,34,29,0.0,5.7,7,0,05:53 AM,05:34 PM,06:33 AM,05:53 PM,21,35,35,32,6,55,54,0.3,1009,34,10,198,5,Thailand
2020-12-15,34,29,0.0,8.7,7,0,06:58 AM,06:34 PM,06:33 AM,05:53 PM,21,35,35,31,11,64,56,5.3,1011,34,9,147,9,Thailand
2020-12-16,33,29,0.0,4.2,7,5,08:01 AM,07:36 PM,06:34 AM,05:53 PM,21,33,33,31,13,79,55,1.7,1013,33,10,59,11,Thailand
2020-12-17,33,28,0.0,7.2,7,12,08:59 AM,08:36 PM,06:34 AM,05:54 PM,18,32,32,30,10,45,50,0.1,1012,33,10,47,9,Thailand
2020-12-18,33,28,0.0,8.7,8,20,09:53 AM,09:35 PM,06:35 AM,05:54 PM,17,32,32,30,10,24,46,0.0,1012,33,10,102,8,Thailand
2020-12-19,33,27,0.0,8.7,7,27,10:40 AM,10:28 PM,06:35 AM,05:55 PM,16,30,30,29,10,24,46,0.0,1013,33,10,130,8,Thailand
2020-12-20,30,25,0.0,8.7,7,34,11:23 AM,11:19 PM,06:36 AM,05:55 PM,13,27,27,27,14,19,43,0.0,1015,30,10,173,12,Thailand
2020-12-21,31,24,0.0,8.7,7,41,12:01 PM,No moonset,06:36 AM,05:56 PM,12,27,27,27,10,3,40,0.0,1014,31,10,88,9,Thailand
2020-12-22,29,23,0.0,8.7,7,49,12:38 PM,12:07 AM,06:37 AM,05:56 PM,12,26,26,26,16,1,41,0.0,1013,29,10,61,14,Thailand
2020-12-23,30,23,0.0,8.7,7,56,01:13 PM,12:53 AM,06:37 AM,05:57 PM,13,27,27,27,19,9,44,0.0,1011,30,10,253,16,Thailand
2020-12-24,32,25,0.0,7.2,6,63,01:49 PM,01:39 AM,06:38 AM,05:57 PM,16,29,29,28,17,48,46,0.0,1010,32,10,153,14,Thailand
2020-12-25,31,27,0.0,4.2,6,70,02:25 PM,02:24 AM,06:38 AM,05:58 PM,18,30,30,29,14,73,53,0.1,1010,31,10,85,12,Thailand
2020-12-26,33,27,0.0,4.2,7,78,03:03 PM,03:11 AM,06:39 AM,05:58 PM,19,32,32,30,7,58,51,0.0,1011,33,10,113,6,Thailand
2020-12-27,35,28,0.0,7.2,7,85,03:45 PM,04:00 AM,06:39 AM,05:59 PM,20,33,33,31,8,41,52,0.0,1010,35,10,247,7,Thailand
2020-12-28,35,29,0.0,8.7,8,92,04:30 PM,04:51 AM,06:40 AM,05:59 PM,20,35,35,32,6,36,52,0.0,1009,35,10,189,5,Thailand
2020-12-29,37,29,0.0,11.6,8,100,05:20 PM,05:44 AM,06:40 AM,06:00 PM,19,35,35,33,6,14,47,0.0,1009,37,10,191,5,Thailand
2020-12-30,34,30,0.0,11.6,8,100,06:12 PM,06:38 AM,06:41 AM,06:00 PM,18,33,33,31,18,15,46,0.0,1011,34,10,109,15,Thailand
2020-12-31,31,23,0.0,11.6,7,89,07:08 PM,07:32 AM,06:41 AM,06:01 PM,12,27,27,27,22,8,39,0.0,1014,31,10,66,18,Thailand
2021-01-01,29,23,0.0,11.6,7,79,08:05 PM,08:24 AM,06:41 AM,06:02 PM,11,26,26,26,12,6,38,0.0,1015,29,10,85,10,Thailand
2021-01-02,30,23,0.0,11.6,7,71,09:01 PM,09:14 AM,06:42 AM,06:02 PM,12,27,27,27,8,15,39,0.0,1014,30,10,37,7,Thailand
2021-01-03,32,24,0.0,11.6,7,64,09:57 PM,10:01 AM,06:42 AM,06:03 PM,13,29,29,28,10,19,38,0.0,1012,32,10,146,9,Thailand
2021-01-04,33,26,0.0,11.6,8,57,10:52 PM,10:45 AM,06:42 AM,06:03 PM,15,30,30,30,10,25,41,0.0,1012,33,10,109,8,Thailand
2021-01-05,34,26,0.0,11.6,8,50,11:46 PM,11:28 AM,06:43 AM,06:04 PM,16,31,31,30,12,33,44,0.0,1012,34,10,144,10,Thailand
2021-01-06,34,29,0.0,11.6,8,42,No moonrise,12:10 PM,06:43 AM,06:04 PM,17,32,32,31,9,43,43,0.0,1011,34,10,163,7,Thailand
2021-01-07,35,29,0.0,11.6,8,35,12:40 AM,12:53 PM,06:43 AM,06:05 PM,18,33,33,32,10,31,43,0.0,1010,35,10,87,9,Thailand
2021-01-08,33,28,0.0,11.6,8,28,01:37 AM,01:38 PM,06:44 AM,06:05 PM,17,31,31,31,21,37,44,0.0,1010,33,10,80,17,Thailand
2021-01-09,31,24,0.0,11.6,7,20,02:35 AM,02:26 PM,06:44 AM,06:06 PM,14,28,28,28,18,18,43,0.0,1012,31,10,70,15,Thailand
2021-01-10,33,26,0.0,11.6,7,13,03:36 AM,03:20 PM,06:44 AM,06:07 PM,14,29,29,29,9,6,40,0.0,1012,33,10,109,8,Thailand
2021-01-11,31,25,0.0,11.6,7,6,04:39 AM,04:16 PM,06:44 AM,06:07 PM,13,28,28,28,19,10,41,0.0,1013,31,10,111,15,Thailand
2021-01-12,27,19,0.0,11.6,6,0,05:42 AM,05:17 PM,06:45 AM,06:08 PM,8,24,24,23,16,7,37,0.0,1016,27,10,44,14,Thailand
2021-01-13,31,22,0.0,11.6,7,0,06:42 AM,06:18 PM,06:45 AM,06:08 PM,7,26,26,26,7,4,29,0.0,1014,31,10,182,6,Thailand
2021-01-14,34,25,0.0,11.6,7,1,07:39 AM,07:18 PM,06:45 AM,06:09 PM,11,29,29,29,6,2,32,0.0,1012,34,10,193,5,Thailand
2021-01-15,37,27,0.0,11.6,8,8,08:29 AM,08:14 PM,06:45 AM,06:09 PM,15,31,31,31,7,1,38,0.0,1010,37,10,133,6,Thailand
2021-01-16,33,26,0.0,11.6,7,16,09:15 AM,09:08 PM,06:45 AM,06:10 PM,19,30,30,29,15,6,56,0.0,1010,33,10,183,13,Thailand
2021-01-17,32,26,0.0,8.7,6,23,09:56 AM,09:58 PM,06:45 AM,06:10 PM,17,30,30,29,17,36,54,0.4,1012,32,10,110,14,Thailand
2021-01-18,30,22,0.0,11.6,7,30,10:34 AM,10:45 PM,06:46 AM,06:11 PM,10,26,26,26,28,12,37,0.0,1015,30,10,74,22,Thailand
2021-01-19,31,24,0.0,11.6,7,38,11:10 AM,11:32 PM,06:46 AM,06:12 PM,10,27,27,27,12,0,34,0.0,1013,31,10,78,9,Thailand
2021-01-20,36,26,0.0,11.6,8,45,11:46 AM,No moonset,06:46 AM,06:12 PM,12,30,30,31,6,0,32,0.0,1012,36,10,84,5,Thailand
2021-01-21,37,27,0.0,11.6,8,52,12:22 PM,12:17 AM,06:46 AM,06:13 PM,13,31,31,32,7,0,32,0.0,1010,37,10,186,6,Thailand
2021-01-22,35,28,0.0,11.6,8,59,12:59 PM,01:04 AM,06:46 AM,06:13 PM,15,31,31,31,8,3,39,0.0,1010,35,10,228,7,Thailand
2021-01-23,34,27,0.0,11.6,8,67,01:40 PM,01:52 AM,06:46 AM,06:14 PM,18,31,31,30,15,3,50,0.0,1010,34,10,185,13,Thailand
2021-01-24,33,26,0.0,11.6,8,74,02:22 PM,02:42 AM,06:46 AM,06:14 PM,20,31,31,29,18,6,58,0.0,1011,33,10,183,15,Thailand
2021-01-25,34,27,0.0,11.6,8,81,03:10 PM,03:34 AM,06:46 AM,06:15 PM,20,32,32,30,16,7,59,0.0,1011,34,10,187,13,Thailand
2021-01-26,36,27,0.0,11.6,8,88,04:02 PM,04:27 AM,06:46 AM,06:15 PM,21,34,34,31,12,16,58,0.0,1009,36,10,174,10,Thailand
2021-01-27,34,28,0.0,10.2,7,96,04:57 PM,05:22 AM,06:46 AM,06:16 PM,21,33,33,30,14,44,58,0.4,1010,34,10,172,11,Thailand
2021-01-28,36,28,0.0,11.6,8,100,05:54 PM,06:15 AM,06:46 AM,06:16 PM,20,34,34,31,11,17,55,0.0,1011,36,10,145,10,Thailand
2021-01-29,34,27,0.0,11.6,8,90,06:52 PM,07:07 AM,06:45 AM,06:16 PM,17,31,31,30,16,21,48,0.0,1012,34,10,112,14,Thailand
2021-01-30,34,28,0.0,11.6,8,82,07:50 PM,07:56 AM,06:45 AM,06:17 PM,17,31,31,30,13,18,48,0.0,1012,34,10,115,11,Thailand
2021-01-31,35,28,0.0,11.6,7,79,08:46 PM,08:42 AM,06:45 AM,06:17 PM,18,32,32,30,12,23,50,0.1,1012,35,10,139,10,Thailand
2021-02-01,37,29,0.0,11.6,8,63,09:42 PM,09:27 AM,06:45 AM,06:18 PM,17,33,33,32,8,10,42,0.0,1012,37,10,134,7,Thailand
2021-02-02,37,28,0.0,11.6,8,55,10:37 PM,10:09 AM,06:45 AM,06:18 PM,18,33,33,32,12,11,47,0.0,1012,37,10,169,10,Thailand
2021-02-03,36,28,0.0,11.6,8,48,11:33 PM,10:52 AM,06:45 AM,06:19 PM,20,34,34,31,14,10,56,0.0,1012,36,10,159,12,Thailand
2021-02-04,36,27,0.0,11.6,8,40,No moonrise,11:37 AM,06:44 AM,06:19 PM,18,32,32,31,13,9,50,0.0,1012,36,10,119,11,Thailand
2021-02-05,36,28,0.0,11.6,8,33,12:29 AM,12:23 PM,06:44 AM,06:19 PM,18,33,33,32,10,5,49,0.0,1012,36,10,144,8,Thailand
2021-02-06,36,28,0.0,11.6,8,25,01:29 AM,01:13 PM,06:44 AM,06:20 PM,19,33,33,31,13,6,50,0.0,1010,36,10,172,11,Thailand
2021-02-07,34,28,0.0,10.2,7,18,02:29 AM,02:07 PM,06:44 AM,06:20 PM,21,33,33,30,15,25,58,0.2,1010,34,10,176,13,Thailand
