date_time,Andorra_maxtempC,Andorra_mintempC,Andorra_totalSnow_cm,Andorra_sunHour,Andorra_uvIndex,Andorra_moon_illumination,Andorra_moonrise,Andorra_moonset,Andorra_sunrise,Andorra_sunset,Andorra_DewPointC,Andorra_FeelsLikeC,Andorra_HeatIndexC,Andorra_WindChillC,Andorra_WindGustKmph,Andorra_cloudcover,Andorra_humidity,Andorra_precipMM,Andorra_pressure,Andorra_tempC,Andorra_visibility,Andorra_winddirDegree,Andorra_windspeedKmph,Andorra_location
2020-11-26,6,-3,0.0,8.7,1,77,03:46 PM,03:54 AM,07:59 AM,05:24 PM,-0,-1,1,-1,10,61,89,0.8,1017,6,7,174,6,Andorra
2020-11-27,7,-1,0.0,3.5,1,85,04:08 PM,04:53 AM,08:00 AM,05:23 PM,-1,1,2,1,8,81,85,0.9,1014,7,10,113,5,Andorra
2020-11-28,5,-1,0.3,5.2,1,92,04:32 PM,05:54 AM,08:01 AM,05:23 PM,0,-1,1,-1,10,65,92,1.7,1009,5,7,58,6,Andorra
2020-11-29,8,-1,0.0,8.7,2,100,05:00 PM,06:55 AM,08:02 AM,05:23 PM,-1,1,3,1,9,19,82,0.1,1015,8,10,130,5,Andorra
2020-11-30,9,-1,0.0,8.7,2,100,05:33 PM,07:57 AM,08:03 AM,05:22 PM,-6,1,3,1,15,5,55,0.0,1022,9,10,91,7,Andorra
2020-12-01,5,-5,0.4,6.9,1,89,06:12 PM,08:59 AM,08:04 AM,05:22 PM,-7,-4,0,-4,20,50,60,0.6,1022,5,9,170,11,Andorra
2020-12-02,-2,-12,2.6,5.2,1,82,06:59 PM,09:58 AM,08:05 AM,05:22 PM,-9,-11,-6,-11,23,65,78,3.1,1016,-2,7,152,14,Andorra
2020-12-03,3,-7,0.0,8.7,2,75,07:54 PM,10:52 AM,08:06 AM,05:22 PM,-8,-5,-2,-5,16,31,69,0.0,1010,3,10,103,9,Andorra
2020-12-04,-1,-9,11.6,3.4,1,67,08:55 PM,11:40 AM,08:07 AM,05:21 PM,-7,-9,-6,-9,11,82,91,13.9,994,-1,4,171,6,Andorra
2020-12-05,-2,-10,0.0,8.7,1,60,10:02 PM,12:20 PM,08:08 AM,05:21 PM,-9,-9,-6,-9,10,58,81,0.3,997,-2,8,119,6,Andorra
2020-12-06,-0,-8,0.8,5.2,1,53,11:11 PM,12:56 PM,08:09 AM,05:21 PM,-8,-7,-4,-7,12,58,83,1.0,1003,-0,9,129,7,Andorra
2020-12-07,-1,-11,2.2,6.9,1,46,No moonrise,01:27 PM,08:10 AM,05:21 PM,-7,-7,-5,-7,8,63,84,2.8,1003,-1,8,134,5,Andorra
2020-12-08,-0,-13,7.7,3.4,1,38,12:22 AM,01:54 PM,08:11 AM,05:21 PM,-7,-9,-6,-9,15,82,90,9.1,1002,-0,5,294,9,Andorra
2020-12-09,-2,-10,0.4,6.9,1,31,01:34 AM,02:20 PM,08:12 AM,05:21 PM,-7,-10,-5,-10,19,49,87,1.3,1013,-2,8,238,13,Andorra
2020-12-10,2,-6,13.3,3.4,1,24,02:47 AM,02:47 PM,08:13 AM,05:21 PM,-6,-5,-3,-5,11,65,81,16.3,1008,2,7,240,6,Andorra
2020-12-11,3,-6,4.4,3.4,1,17,04:02 AM,03:16 PM,08:14 AM,05:21 PM,-3,-3,-2,-3,9,86,93,20.5,1004,3,7,264,5,Andorra
2020-12-12,0,-5,19.6,3.4,1,9,05:20 AM,03:49 PM,08:14 AM,05:21 PM,-4,-8,-3,-8,21,79,94,23.1,1008,0,5,216,12,Andorra
2020-12-13,4,-7,0.0,6.9,1,2,06:38 AM,04:27 PM,08:15 AM,05:21 PM,-3,-4,-1,-4,19,29,86,0.0,1014,4,9,33,10,Andorra
2020-12-14,4,-1,0.0,6.9,1,0,07:56 AM,05:14 PM,08:16 AM,05:22 PM,0,-0,1,-0,9,65,93,0.0,1012,4,6,190,5,Andorra
2020-12-15,3,-5,0.2,3.4,1,0,09:08 AM,06:09 PM,08:17 AM,05:22 PM,-0,-2,0,-2,14,87,96,3.9,1014,3,6,194,8,Andorra
2020-12-16,4,-7,0.0,8.7,2,5,10:10 AM,07:13 PM,08:17 AM,05:22 PM,-6,-3,-2,-3,9,8,72,0.0,1016,4,10,190,5,Andorra
2020-12-17,5,-5,0.0,5.2,1,12,11:02 AM,08:21 PM,08:18 AM,05:23 PM,-3,-2,-0,-2,7,53,83,0.8,1022,5,9,153,4,Andorra
2020-12-18,4,-4,0.0,3.4,1,20,11:43 AM,09:30 PM,08:19 AM,05:23 PM,-0,-1,0,-1,13,80,94,0.5,1022,4,4,192,8,Andorra
2020-12-19,3,-3,0.1,6.9,1,27,12:16 PM,10:36 PM,08:19 AM,05:23 PM,-1,-3,-0,-3,13,82,94,0.1,1018,3,5,203,8,Andorra
2020-12-20,3,-5,2.1,3.4,1,34,12:43 PM,11:41 PM,08:20 AM,05:24 PM,-2,-3,-1,-3,9,75,91,3.1,1023,3,5,139,5,Andorra
2020-12-21,7,-5,0.0,6.9,1,41,01:07 PM,No moonset,08:20 AM,05:24 PM,-3,-0,1,-0,8,35,78,0.8,1027,7,9,128,4,Andorra
2020-12-22,5,1,0.0,8.7,2,49,01:29 PM,12:43 AM,08:21 AM,05:25 PM,1,2,2,2,7,39,90,0.6,1026,5,8,123,4,Andorra
2020-12-23,6,-0,0.0,8.7,2,56,01:50 PM,01:44 AM,08:21 AM,05:25 PM,0,1,2,1,8,24,87,0.0,1021,6,9,187,5,Andorra
2020-12-24,3,-2,0.1,3.4,1,63,02:12 PM,02:43 AM,08:22 AM,05:26 PM,-1,-0,1,-0,8,79,91,0.8,1022,3,6,239,5,Andorra
2020-12-25,-4,-10,2.0,6.9,1,70,02:35 PM,03:44 AM,08:22 AM,05:27 PM,-8,-10,-5,-10,17,49,77,3.0,1023,-4,7,296,15,Andorra
2020-12-26,-4,-9,4.1,5.2,1,78,03:02 PM,04:44 AM,08:22 AM,05:27 PM,-13,-12,-7,-12,23,54,65,4.8,1026,-4,7,64,16,Andorra
2020-12-27,1,-9,0.0,6.9,1,85,03:33 PM,05:46 AM,08:23 AM,05:28 PM,-12,-7,-5,-7,12,48,57,0.0,1011,1,10,129,6,Andorra
2020-12-28,-3,-8,8.6,3.4,1,92,04:09 PM,06:48 AM,08:23 AM,05:29 PM,-7,-9,-5,-9,11,80,90,10.7,994,-3,5,234,8,Andorra
2020-12-29,-3,-14,1.7,5.2,1,100,04:54 PM,07:49 AM,08:23 AM,05:30 PM,-9,-10,-8,-10,8,76,91,2.2,1000,-3,7,190,4,Andorra
2020-12-30,-3,-11,6.0,3.4,1,100,05:47 PM,08:46 AM,08:23 AM,05:30 PM,-8,-10,-7,-10,12,70,90,7.1,1010,-3,5,170,7,Andorra
2020-12-31,-2,-10,0.1,6.9,1,89,06:47 PM,09:37 AM,08:23 AM,05:31 PM,-9,-8,-6,-8,7,46,84,0.2,1012,-2,8,108,4,Andorra
2021-01-01,-3,-10,2.0,3.4,1,79,07:54 PM,10:20 AM,08:23 AM,05:32 PM,-9,-11,-7,-11,17,88,88,2.3,1007,-3,6,17,9,Andorra
2021-01-02,-7,-17,0.2,3.4,1,71,09:03 PM,10:58 AM,08:24 AM,05:33 PM,-12,-16,-10,-16,24,81,85,0.6,1009,-7,8,9,13,Andorra
2021-01-03,-5,-14,0.0,8.7,1,64,10:14 PM,11:30 AM,08:24 AM,05:34 PM,-13,-15,-9,-15,24,28,81,0.1,1013,-5,10,11,13,Andorra
2021-01-04,-4,-13,2.8,3.4,1,57,11:25 PM,11:58 AM,08:24 AM,05:35 PM,-12,-12,-10,-12,9,74,83,3.7,1011,-4,7,90,5,Andorra
2021-01-05,-5,-13,1.4,3.4,1,50,No moonrise,12:24 PM,08:23 AM,05:36 PM,-13,-15,-11,-15,16,57,84,1.8,1013,-5,7,97,8,Andorra
2021-01-06,-3,-14,0.0,8.7,2,42,12:36 AM,12:50 PM,08:23 AM,05:37 PM,-16,-11,-8,-11,10,4,58,0.0,1016,-3,10,84,5,Andorra
2021-01-07,-3,-11,0.2,3.4,1,35,01:48 AM,01:17 PM,08:23 AM,05:38 PM,-15,-9,-8,-9,7,62,58,0.3,1015,-3,10,97,4,Andorra
2021-01-08,-2,-11,0.1,8.7,1,28,03:02 AM,01:47 PM,08:23 AM,05:39 PM,-14,-9,-7,-9,9,50,57,0.1,1016,-2,9,79,5,Andorra
2021-01-09,-1,-8,4.3,3.4,1,20,04:17 AM,02:21 PM,08:23 AM,05:40 PM,-9,-8,-5,-8,11,79,79,5.8,1012,-1,6,65,6,Andorra
2021-01-10,-2,-9,11.1,3.4,1,13,05:34 AM,03:03 PM,08:23 AM,05:41 PM,-6,-8,-5,-8,12,92,92,13.0,1015,-2,3,111,7,Andorra
2021-01-11,-3,-11,0.0,8.7,2,6,06:46 AM,03:53 PM,08:22 AM,05:42 PM,-12,-12,-8,-12,17,17,74,0.1,1022,-3,9,57,9,Andorra
2021-01-12,-1,-11,0.0,8.7,2,0,07:53 AM,04:52 PM,08:22 AM,05:43 PM,-9,-12,-6,-12,27,10,77,0.0,1027,-1,10,12,15,Andorra
2021-01-13,3,-5,0.0,8.7,2,0,08:49 AM,05:58 PM,08:22 AM,05:44 PM,-4,-5,-1,-5,25,13,83,0.0,1027,3,10,13,14,Andorra
2021-01-14,3,-8,0.2,8.7,2,1,09:35 AM,07:08 PM,08:21 AM,05:45 PM,-7,-6,-2,-6,28,25,67,0.3,1026,3,9,41,14,Andorra
2021-01-15,-1,-8,0.6,5.2,1,8,10:12 AM,08:17 PM,08:21 AM,05:47 PM,-8,-11,-5,-11,31,45,79,0.8,1024,-1,8,238,17,Andorra
2021-01-16,-1,-9,0.0,8.7,2,16,10:42 AM,09:24 PM,08:20 AM,05:48 PM,-10,-11,-5,-11,30,22,72,0.1,1026,-1,10,7,16,Andorra
2021-01-17,4,-6,0.9,3.5,1,23,11:08 AM,10:28 PM,08:20 AM,05:49 PM,-1,-4,-0,-4,17,61,93,3.6,1025,4,7,246,10,Andorra
2021-01-18,3,-6,0.0,8.7,2,30,11:32 AM,11:31 PM,08:19 AM,05:50 PM,-8,-4,-1,-4,15,9,65,0.0,1028,3,10,92,8,Andorra
2021-01-19,0,-7,0.0,8.7,2,38,11:53 AM,No moonset,08:18 AM,05:51 PM,-12,-5,-3,-5,8,4,55,0.0,1023,0,10,110,4,Andorra
2021-01-20,-2,-7,2.0,7.0,1,45,12:14 PM,12:31 AM,08:18 AM,05:53 PM,-7,-8,-5,-8,17,49,81,2.6,1012,-2,8,197,9,Andorra
2021-01-21,-1,-5,5.5,3.5,1,52,12:37 PM,01:31 AM,08:17 AM,05:54 PM,-2,-5,-2,-5,16,100,99,6.6,1008,-1,3,209,9,Andorra
2021-01-22,-0,-8,23.6,3.5,1,59,01:02 PM,02:32 AM,08:16 AM,05:55 PM,-4,-8,-3,-8,24,93,97,27.8,1002,-0,4,237,13,Andorra
2021-01-23,-1,-9,2.0,3.5,1,67,01:31 PM,03:33 AM,08:16 AM,05:56 PM,-7,-8,-5,-8,8,73,93,2.6,1006,-1,4,288,5,Andorra
2021-01-24,0,-6,9.2,5.3,1,74,02:05 PM,04:35 AM,08:15 AM,05:58 PM,-5,-6,-3,-6,13,59,91,10.9,1005,0,7,213,8,Andorra
2021-01-25,1,-7,1.3,5.3,1,81,02:46 PM,05:36 AM,08:14 AM,05:59 PM,-5,-7,-4,-7,15,62,91,1.6,1011,1,8,190,9,Andorra
2021-01-26,3,-6,0.1,9.9,2,88,03:36 PM,06:35 AM,08:13 AM,06:00 PM,-6,-6,-2,-6,19,16,81,0.1,1020,3,10,89,10,Andorra
2021-01-27,4,-3,0.0,6.6,1,96,04:33 PM,07:29 AM,08:12 AM,06:01 PM,1,-2,1,-2,16,69,96,5.0,1022,4,7,306,9,Andorra
2021-01-28,6,-1,0.0,9.9,1,100,05:39 PM,08:16 AM,08:12 AM,06:03 PM,0,0,2,0,14,28,89,0.7,1021,6,8,125,7,Andorra
2021-01-29,4,-3,0.0,9.9,1,90,06:49 PM,08:56 AM,08:11 AM,06:04 PM,-1,-2,1,-2,13,39,89,0.1,1016,4,10,165,7,Andorra
2021-01-30,1,-4,14.8,5.0,1,82,08:02 PM,09:31 AM,08:10 AM,06:05 PM,-2,-3,-1,-3,9,64,94,18.1,1008,1,6,209,6,Andorra
2021-01-31,3,-4,12.0,5.0,1,79,09:15 PM,10:01 AM,08:09 AM,06:06 PM,-1,-4,-0,-4,16,76,94,18.4,1004,3,6,339,12,Andorra
2021-02-01,1,-4,31.9,5.0,1,63,10:27 PM,10:28 AM,08:08 AM,06:08 PM,-1,-4,-1,-4,15,81,97,39.3,1006,1,4,332,9,Andorra
2021-02-02,7,-3,2.6,10.0,2,55,11:40 PM,10:54 AM,08:07 AM,06:09 PM,1,-0,2,-0,16,38,90,4.1,1014,7,10,157,8,Andorra
2021-02-03,6,-2,0.0,10.1,2,48,No moonrise,11:21 AM,08:05 AM,06:10 PM,-1,-1,1,-1,11,24,86,0.0,1012,6,8,207,6,Andorra
2021-02-04,7,-0,0.0,10.1,1,40,12:53 AM,11:49 AM,08:04 AM,06:12 PM,-1,1,3,1,14,41,81,0.0,1013,7,6,194,8,Andorra
2021-02-05,8,0,0.0,10.1,3,33,02:07 AM,12:21 PM,08:03 AM,06:13 PM,-2,2,4,2,15,25,69,0.0,1009,8,10,163,8,Andorra
2021-02-06,4,-2,0.6,5.1,1,25,03:21 AM,12:59 PM,08:02 AM,06:14 PM,-2,-2,1,-2,20,85,83,6.6,1000,4,9,161,11,Andorra
2021-02-07,1,-7,8.6,5.1,1,18,04:33 AM,01:45 PM,08:01 AM,06:16 PM,-4,-6,-3,-6,12,82,91,10.2,1005,1,4,138,7,Andorra
