date_time,Iran_maxtempC,Iran_mintempC,Iran_totalSnow_cm,Iran_sunHour,Iran_uvIndex,Iran_moon_illumination,Iran_moonrise,Iran_moonset,Iran_sunrise,Iran_sunset,Iran_DewPointC,Iran_FeelsLikeC,Iran_HeatIndexC,Iran_WindChillC,Iran_WindGustKmph,Iran_cloudcover,Iran_humidity,Iran_precipMM,Iran_pressure,Iran_tempC,Iran_visibility,Iran_winddirDegree,Iran_windspeedKmph,Iran_location
2020-09-08,37,25,0.0,12.8,8,50,09:47 PM,11:06 AM,05:42 AM,06:22 PM,1,29,29,30,9,13,16,0.0,1012,37,10,259,6,Iran
2020-09-09,35,23,0.0,12.8,8,43,10:22 PM,12:04 PM,05:43 AM,06:20 PM,5,29,29,29,8,11,24,0.0,1014,35,10,234,6,Iran
2020-09-10,32,23,0.0,12.8,7,35,11:04 PM,01:02 PM,05:44 AM,06:19 PM,6,27,27,28,8,3,24,0.0,1014,32,10,242,7,Iran
2020-09-11,33,22,0.0,12.7,7,28,11:52 PM,02:00 PM,05:45 AM,06:17 PM,6,26,26,27,10,21,28,0.2,1015,33,10,183,8,Iran
2020-09-12,33,23,0.0,12.7,7,20,No moonrise,02:55 PM,05:45 AM,06:16 PM,2,26,26,27,10,9,21,0.0,1016,33,10,157,7,Iran
2020-09-13,32,25,0.0,12.7,7,13,12:48 AM,03:48 PM,05:46 AM,06:14 PM,5,28,28,29,5,1,23,0.0,1017,32,10,216,5,Iran
2020-09-14,30,20,0.0,12.7,7,5,01:51 AM,04:35 PM,05:47 AM,06:13 PM,6,25,25,26,9,2,29,0.0,1017,30,10,199,7,Iran
2020-09-15,32,23,0.0,12.6,7,0,02:59 AM,05:17 PM,05:48 AM,06:11 PM,4,26,26,27,8,2,23,0.0,1016,32,10,206,7,Iran
2020-09-16,32,21,0.0,12.6,7,0,04:10 AM,05:56 PM,05:48 AM,06:10 PM,5,26,26,26,7,0,27,0.0,1016,32,10,179,6,Iran
2020-09-17,32,22,0.0,12.6,7,0,05:22 AM,06:31 PM,05:49 AM,06:08 PM,2,26,26,27,7,0,20,0.0,1018,32,10,169,7,Iran
2020-09-18,32,21,0.0,12.6,7,2,06:34 AM,07:05 PM,05:50 AM,06:07 PM,4,25,25,26,9,1,25,0.0,1015,32,10,165,8,Iran
2020-09-19,35,24,0.0,12.6,7,10,07:47 AM,07:39 PM,05:51 AM,06:06 PM,4,27,27,29,6,0,21,0.0,1010,35,10,143,5,Iran
2020-09-20,33,24,0.0,12.5,7,17,09:00 AM,08:15 PM,05:51 AM,06:04 PM,4,27,27,29,10,0,21,0.0,1013,33,10,206,8,Iran
2020-09-21,33,23,0.0,12.5,7,25,10:12 AM,08:54 PM,05:52 AM,06:03 PM,7,27,27,28,7,0,26,0.0,1016,33,10,228,6,Iran
2020-09-22,32,21,0.0,12.5,7,32,11:23 AM,09:38 PM,05:53 AM,06:01 PM,8,26,26,26,7,2,31,0.0,1018,32,10,212,6,Iran
2020-09-23,32,21,0.0,12.5,7,40,12:31 PM,10:27 PM,05:54 AM,06:00 PM,6,25,25,26,9,2,28,0.0,1016,32,10,163,8,Iran
2020-09-24,33,22,0.0,11.6,7,47,01:34 PM,11:22 PM,05:54 AM,05:58 PM,4,26,26,27,11,1,24,0.0,1014,33,10,133,10,Iran
2020-09-25,33,25,0.0,11.6,7,55,02:28 PM,No moonset,05:55 AM,05:57 PM,1,27,27,28,7,0,18,0.0,1012,33,10,148,6,Iran
2020-09-26,34,25,0.0,11.6,7,62,03:17 PM,12:20 AM,05:56 AM,05:55 PM,0,27,27,29,6,1,16,0.0,1009,34,10,199,5,Iran
2020-09-27,33,24,0.0,11.6,7,70,03:57 PM,01:20 AM,05:57 AM,05:54 PM,1,26,26,28,9,0,19,0.0,1012,33,10,291,7,Iran
2020-09-28,27,19,0.0,11.6,6,78,04:32 PM,02:20 AM,05:57 AM,05:53 PM,6,23,23,22,12,9,36,0.0,1019,27,10,268,9,Iran
2020-09-29,22,14,0.0,11.6,5,85,05:03 PM,03:20 AM,05:58 AM,05:51 PM,5,18,18,18,10,33,43,0.0,1020,22,10,204,7,Iran
2020-09-30,23,13,0.0,11.6,5,93,05:32 PM,04:18 AM,05:59 AM,05:50 PM,-1,17,18,17,12,22,30,0.1,1015,23,10,168,9,Iran
2020-10-01,28,16,0.0,11.5,6,97,05:58 PM,05:15 AM,06:00 AM,05:48 PM,-3,21,21,21,7,4,20,0.0,1015,28,10,208,6,Iran
2020-10-02,29,20,0.0,8.7,7,100,06:23 PM,06:11 AM,06:01 AM,05:47 PM,1,24,24,25,8,1,21,0.0,1016,29,10,229,7,Iran
2020-10-03,30,21,0.0,8.7,7,89,06:49 PM,07:07 AM,06:01 AM,05:46 PM,2,25,25,25,7,3,23,0.0,1016,30,10,241,5,Iran
2020-10-04,29,19,0.0,8.7,6,82,07:17 PM,08:03 AM,06:02 AM,05:44 PM,2,25,25,24,12,27,26,0.3,1018,29,10,131,9,Iran
2020-10-05,25,18,0.0,5.8,5,74,07:47 PM,08:59 AM,06:03 AM,05:43 PM,5,21,21,21,10,26,34,0.3,1018,25,10,232,8,Iran
2020-10-06,22,14,0.0,4.3,4,67,08:20 PM,09:56 AM,06:04 AM,05:41 PM,6,18,18,18,11,80,47,6.7,1020,22,9,211,8,Iran
2020-10-07,21,14,0.0,4.3,4,60,08:59 PM,10:54 AM,06:05 AM,05:40 PM,7,16,17,16,12,78,54,16.3,1022,21,9,81,9,Iran
2020-10-08,21,15,0.0,4.3,4,53,09:44 PM,11:52 AM,06:05 AM,05:39 PM,5,18,18,18,10,73,44,4.9,1022,21,10,281,7,Iran
2020-10-09,19,13,0.0,4.2,4,45,10:35 PM,12:47 PM,06:06 AM,05:37 PM,4,15,15,15,14,78,49,11.2,1025,19,9,226,10,Iran
2020-10-10,19,12,0.0,7.2,4,38,11:34 PM,01:39 PM,06:07 AM,05:36 PM,4,15,15,15,9,25,48,0.1,1025,19,10,226,7,Iran
2020-10-11,23,13,0.0,8.7,5,31,No moonrise,02:27 PM,06:08 AM,05:34 PM,4,18,18,18,8,4,40,0.0,1023,23,10,191,6,Iran
2020-10-12,20,12,0.0,7.2,4,23,12:38 AM,03:10 PM,06:09 AM,05:33 PM,-3,17,17,17,8,30,27,0.0,1022,20,10,181,6,Iran
2020-10-13,24,14,0.0,8.7,6,16,01:46 AM,03:49 PM,06:10 AM,05:32 PM,-5,19,19,19,7,7,19,0.0,1020,24,10,202,5,Iran
2020-10-14,25,16,0.0,8.7,6,9,02:56 AM,04:24 PM,06:10 AM,05:30 PM,-6,21,21,21,5,0,16,0.0,1019,25,10,211,4,Iran
2020-10-15,26,17,0.0,8.7,6,2,04:08 AM,04:59 PM,06:11 AM,05:29 PM,-9,21,21,21,5,0,12,0.0,1019,26,10,216,4,Iran
2020-10-16,24,16,0.0,8.7,6,0,05:21 AM,05:33 PM,06:12 AM,05:28 PM,-8,20,20,20,5,4,15,0.0,1019,24,10,165,4,Iran
2020-10-17,25,17,0.0,8.7,6,0,06:34 AM,06:08 PM,06:13 AM,05:27 PM,-8,21,21,21,5,0,13,0.0,1019,25,10,146,4,Iran
2020-10-18,25,17,0.0,8.7,6,5,07:49 AM,06:46 PM,06:14 AM,05:25 PM,-9,21,21,21,5,0,13,0.0,1019,25,10,157,4,Iran
2020-10-19,26,17,0.0,8.7,6,13,09:03 AM,07:30 PM,06:15 AM,05:24 PM,-10,21,21,22,5,0,11,0.0,1018,26,10,236,4,Iran
2020-10-20,29,18,0.0,8.7,6,20,10:15 AM,08:18 PM,06:16 AM,05:23 PM,-9,22,22,23,3,0,11,0.0,1017,29,10,184,3,Iran
2020-10-21,27,18,0.0,8.7,6,27,11:23 AM,09:12 PM,06:16 AM,05:22 PM,-5,22,22,22,6,0,17,0.0,1021,27,10,167,5,Iran
2020-10-22,23,17,0.0,8.7,6,35,12:23 PM,10:11 PM,06:17 AM,05:20 PM,3,20,20,20,7,0,33,0.0,1022,23,10,248,6,Iran
2020-10-23,22,15,0.0,8.7,5,42,01:15 PM,11:12 PM,06:18 AM,05:19 PM,3,18,18,18,6,4,36,0.0,1022,22,10,180,5,Iran
2020-10-24,24,14,0.0,8.7,5,49,01:59 PM,No moonset,06:19 AM,05:18 PM,2,18,18,18,7,4,35,0.0,1021,24,10,176,5,Iran
2020-10-25,25,16,0.0,8.7,6,56,02:35 PM,12:14 AM,06:20 AM,05:17 PM,3,21,21,21,4,1,32,0.0,1020,25,10,170,4,Iran
2020-10-26,26,16,0.0,8.7,6,64,03:07 PM,01:14 AM,06:21 AM,05:16 PM,-0,21,21,20,5,24,27,0.0,1018,26,10,197,4,Iran
2020-10-27,27,17,0.0,8.7,6,71,03:36 PM,02:12 AM,06:22 AM,05:15 PM,1,21,21,22,4,3,26,0.0,1019,27,10,224,3,Iran
2020-10-28,25,18,0.0,8.7,6,78,04:02 PM,03:10 AM,06:23 AM,05:13 PM,1,21,22,21,6,15,28,0.0,1023,25,10,140,5,Iran
2020-10-29,24,14,0.0,8.7,6,85,04:27 PM,04:05 AM,06:24 AM,05:12 PM,-1,19,19,19,6,16,25,0.0,1022,24,10,173,5,Iran
2020-10-30,26,14,0.0,8.7,6,93,04:53 PM,05:01 AM,06:25 AM,05:11 PM,-1,21,21,21,4,2,24,0.0,1019,26,10,206,3,Iran
2020-10-31,26,15,0.0,8.7,6,97,05:20 PM,05:57 AM,06:26 AM,05:10 PM,-2,21,21,21,4,3,21,0.0,1018,26,10,154,3,Iran
2020-11-01,24,14,0.0,7.2,5,89,05:49 PM,06:53 AM,06:27 AM,05:09 PM,-4,21,21,21,5,16,20,0.0,1018,24,10,207,4,Iran
2020-11-02,26,18,0.0,8.7,6,81,06:21 PM,07:51 AM,06:28 AM,05:08 PM,-6,21,21,21,4,6,16,0.0,1020,26,10,250,3,Iran
2020-11-03,23,16,0.0,8.7,6,74,06:58 PM,08:48 AM,06:29 AM,05:07 PM,-6,19,19,19,5,15,18,0.0,1021,23,10,126,4,Iran
2020-11-04,25,15,0.0,8.7,6,66,07:41 PM,09:46 AM,06:30 AM,05:06 PM,-7,19,19,19,5,12,17,0.0,1020,25,10,197,4,Iran
2020-11-05,23,14,0.0,8.7,5,58,08:29 PM,10:42 AM,06:31 AM,05:05 PM,-6,19,19,19,7,10,18,0.0,1017,23,10,107,5,Iran
2020-11-06,22,14,0.0,5.6,4,51,09:25 PM,11:35 AM,06:32 AM,05:04 PM,-7,17,17,17,7,68,18,0.0,1016,22,10,110,5,Iran
2020-11-07,22,14,0.0,8.7,5,43,10:25 PM,12:23 PM,06:33 AM,05:04 PM,-6,18,18,18,9,36,19,0.0,1016,22,10,208,6,Iran
2020-11-08,20,13,0.0,7.1,4,36,11:30 PM,01:07 PM,06:34 AM,05:03 PM,2,15,16,15,24,49,41,0.6,1022,20,10,307,17,Iran
2020-11-09,18,9,0.0,8.7,4,28,No moonrise,01:46 PM,06:35 AM,05:02 PM,2,13,13,13,9,16,47,0.0,1025,18,10,195,7,Iran
2020-11-10,17,11,0.0,4.0,3,21,12:37 AM,02:21 PM,06:36 AM,05:01 PM,3,14,14,14,8,50,49,1.0,1019,17,10,210,6,Iran
2020-11-11,18,11,0.0,5.6,4,13,01:46 AM,02:54 PM,06:37 AM,05:00 PM,4,15,15,15,13,68,51,2.7,1018,18,10,274,10,Iran
2020-11-12,13,9,0.0,5.6,3,6,02:55 AM,03:27 PM,06:38 AM,05:00 PM,5,10,10,10,7,60,68,7.9,1024,13,9,167,5,Iran
2020-11-13,10,6,0.0,3.8,2,0,04:06 AM,04:01 PM,06:39 AM,04:59 PM,5,8,9,8,8,80,79,28.2,1025,10,8,181,7,Iran
2020-11-14,12,3,0.0,3.8,2,0,05:20 AM,04:36 PM,06:40 AM,04:58 PM,2,8,9,8,5,63,62,1.5,1025,12,10,152,4,Iran
2020-11-15,12,7,0.0,8.7,4,0,06:34 AM,05:17 PM,06:41 AM,04:57 PM,0,9,10,9,6,14,51,0.0,1022,12,10,110,5,Iran
2020-11-16,13,7,0.0,8.7,4,2,07:50 AM,06:03 PM,06:42 AM,04:57 PM,-2,10,10,10,5,26,44,0.0,1022,13,10,168,4,Iran
2020-11-17,14,7,0.0,8.7,4,9,09:02 AM,06:56 PM,06:43 AM,04:56 PM,-1,11,11,11,6,22,45,0.0,1021,14,10,241,5,Iran
2020-11-18,13,7,0.0,7.1,3,17,10:09 AM,07:56 PM,06:44 AM,04:56 PM,1,9,10,9,8,48,51,0.6,1024,13,10,244,6,Iran
2020-11-19,10,5,0.0,3.8,2,24,11:07 AM,08:58 PM,06:45 AM,04:55 PM,1,7,8,7,8,69,60,1.4,1026,10,9,142,6,Iran
2020-11-20,11,5,0.0,8.7,3,32,11:55 AM,10:02 PM,06:46 AM,04:55 PM,-1,7,8,7,8,26,53,0.0,1023,11,10,163,6,Iran
2020-11-21,8,4,0.0,3.8,2,39,12:35 PM,11:04 PM,06:47 AM,04:54 PM,5,6,6,6,7,94,88,64.4,1018,8,6,114,6,Iran
2020-11-22,13,6,0.0,8.7,3,47,01:10 PM,No moonset,06:48 AM,04:54 PM,4,9,9,9,6,52,69,1.4,1020,13,9,259,5,Iran
2020-11-23,12,6,0.0,3.8,2,54,01:40 PM,12:05 AM,06:49 AM,04:53 PM,3,9,9,9,7,61,67,1.1,1021,12,10,229,6,Iran
2020-11-24,9,5,0.0,8.7,3,62,02:06 PM,01:03 AM,06:50 AM,04:53 PM,-0,6,7,6,7,41,60,0.1,1023,9,10,234,6,Iran
2020-11-25,12,4,0.0,8.7,3,70,02:32 PM,01:59 AM,06:51 AM,04:53 PM,1,7,7,7,6,19,65,0.0,1019,12,10,166,5,Iran
2020-11-26,11,6,0.0,3.8,2,77,02:57 PM,02:54 AM,06:52 AM,04:52 PM,2,8,8,8,8,51,63,7.3,1018,11,9,127,6,Iran
2020-11-27,13,6,0.0,3.8,3,85,03:23 PM,03:50 AM,06:52 AM,04:52 PM,2,9,10,9,9,55,60,1.7,1023,13,9,229,7,Iran
2020-11-28,9,6,0.0,5.4,2,92,03:51 PM,04:46 AM,06:53 AM,04:52 PM,2,7,8,7,6,62,67,7.2,1029,9,9,137,5,Iran
2020-11-29,8,-1,0.0,3.7,2,100,04:22 PM,05:44 AM,06:54 AM,04:51 PM,6,5,7,5,6,90,89,20.6,1024,8,8,142,5,Iran
2020-11-30,13,6,0.0,7.0,2,100,04:58 PM,06:42 AM,06:55 AM,04:51 PM,5,9,9,9,5,50,75,1.9,1021,13,9,209,4,Iran
2020-12-01,14,6,0.0,8.7,4,89,05:39 PM,07:41 AM,06:56 AM,04:51 PM,1,10,10,10,5,6,52,0.0,1021,14,10,165,4,Iran
2020-12-02,13,8,0.0,8.7,3,82,06:26 PM,08:38 AM,06:57 AM,04:51 PM,-1,10,10,10,6,33,46,0.3,1023,13,9,208,5,Iran
2020-12-03,12,7,0.0,3.7,2,75,07:20 PM,09:32 AM,06:58 AM,04:51 PM,3,8,9,8,8,68,68,5.8,1024,12,8,234,5,Iran
2020-12-04,11,6,0.0,7.0,2,67,08:19 PM,10:22 AM,06:59 AM,04:51 PM,2,9,9,9,7,43,63,0.3,1024,11,10,179,5,Iran
2020-12-05,9,3,0.0,3.6,2,60,09:22 PM,11:07 AM,07:00 AM,04:51 PM,3,6,7,6,6,66,73,3.9,1022,9,8,124,5,Iran
2020-12-06,6,4,0.0,3.6,2,53,10:26 PM,11:47 AM,07:01 AM,04:51 PM,4,4,6,4,9,97,89,9.9,1021,6,7,195,7,Iran
2020-12-07,6,3,0.0,5.3,1,46,11:33 PM,12:22 PM,07:01 AM,04:51 PM,1,4,5,4,6,79,80,8.6,1026,6,7,262,5,Iran
2020-12-08,7,2,0.0,8.7,2,38,No moonrise,12:54 PM,07:02 AM,04:51 PM,-2,4,4,4,5,22,65,0.0,1027,7,10,238,4,Iran
2020-12-09,8,2,0.0,8.7,3,31,12:39 AM,01:26 PM,07:03 AM,04:51 PM,-3,5,5,5,4,17,58,0.0,1024,8,10,210,3,Iran
2020-12-10,8,2,0.0,8.7,3,24,01:47 AM,01:57 PM,07:04 AM,04:51 PM,-4,4,5,4,7,32,54,0.0,1025,8,10,249,5,Iran
2020-12-11,8,2,0.0,8.7,3,17,02:57 AM,02:30 PM,07:05 AM,04:51 PM,-5,4,5,4,7,16,51,0.0,1025,8,10,293,5,Iran
2020-12-12,9,2,0.0,8.7,3,9,04:08 AM,03:08 PM,07:05 AM,04:52 PM,-6,4,5,4,6,5,46,0.0,1024,9,10,291,5,Iran
2020-12-13,7,2,0.0,8.7,2,2,05:22 AM,03:50 PM,07:06 AM,04:52 PM,-4,3,4,3,6,10,57,0.0,1025,7,10,189,5,Iran
2020-12-14,7,1,0.0,8.7,2,0,06:36 AM,04:39 PM,07:07 AM,04:52 PM,-5,3,4,3,5,13,53,0.0,1024,7,10,176,4,Iran
2020-12-15,8,1,0.0,8.7,3,0,07:46 AM,05:36 PM,07:07 AM,04:52 PM,-5,3,4,3,6,22,53,0.0,1023,8,10,180,5,Iran
2020-12-16,8,2,0.0,3.5,2,5,08:50 AM,06:38 PM,07:08 AM,04:53 PM,-3,5,5,5,5,75,57,3.2,1022,8,10,137,4,Iran
2020-12-17,9,-1,0.0,5.3,2,12,09:45 AM,07:43 PM,07:09 AM,04:53 PM,3,4,6,4,5,64,79,9.6,1021,9,9,233,4,Iran
2020-12-18,10,6,0.0,8.7,2,20,10:30 AM,08:48 PM,07:09 AM,04:54 PM,2,8,8,8,4,44,69,0.5,1021,10,10,127,3,Iran
2020-12-19,6,-3,0.0,7.0,1,27,11:08 AM,09:52 PM,07:10 AM,04:54 PM,2,3,5,3,6,61,79,8.8,1026,6,7,287,5,Iran
2020-12-20,8,2,0.0,8.7,3,34,11:40 AM,10:52 PM,07:10 AM,04:55 PM,-1,5,5,5,5,21,63,0.0,1026,8,10,82,4,Iran
2020-12-21,9,2,0.0,8.7,3,41,12:08 PM,11:50 PM,07:11 AM,04:55 PM,-4,5,5,5,5,8,52,0.0,1026,9,10,108,4,Iran
2020-12-22,8,2,0.0,8.7,3,49,12:34 PM,No moonset,07:11 AM,04:56 PM,-4,4,5,4,5,24,53,0.0,1025,8,10,103,4,Iran
2020-12-23,7,2,0.0,7.0,1,56,01:00 PM,12:46 AM,07:12 AM,04:56 PM,-3,3,4,3,6,70,58,0.5,1019,7,9,117,4,Iran
2020-12-24,10,1,0.0,7.0,2,63,01:26 PM,01:42 AM,07:12 AM,04:57 PM,-0,5,5,5,6,57,68,6.3,1014,10,9,250,5,Iran
2020-12-25,5,1,0.8,3.5,1,70,01:53 PM,02:37 AM,07:13 AM,04:57 PM,-7,-1,3,-1,18,69,49,2.3,1021,5,9,310,15,Iran
2020-12-26,9,-1,0.0,8.7,3,78,02:22 PM,03:34 AM,07:13 AM,04:58 PM,-15,2,4,2,9,0,24,0.0,1030,9,10,233,7,Iran
2020-12-27,10,3,0.0,8.7,3,85,02:56 PM,04:32 AM,07:13 AM,04:59 PM,-14,6,6,6,4,0,23,0.0,1030,10,10,192,3,Iran
2020-12-28,12,4,0.0,8.7,3,92,03:35 PM,05:31 AM,07:14 AM,04:59 PM,-10,8,8,8,3,0,28,0.0,1026,12,10,254,3,Iran
2020-12-29,8,2,0.0,5.4,2,100,04:20 PM,06:29 AM,07:14 AM,05:00 PM,-11,5,5,5,3,51,31,0.0,1025,8,10,208,2,Iran
2020-12-30,10,1,0.0,8.7,3,100,05:13 PM,07:26 AM,07:14 AM,05:01 PM,-10,5,5,5,3,26,33,0.0,1027,10,10,252,2,Iran
2020-12-31,13,5,0.0,8.7,3,89,06:11 PM,08:18 AM,07:15 AM,05:01 PM,-8,9,9,9,4,0,29,0.0,1026,13,10,255,3,Iran
2021-01-01,12,4,0.0,8.7,3,79,07:14 PM,09:06 AM,07:15 AM,05:02 PM,-6,8,8,8,2,0,37,0.0,1024,12,10,199,2,Iran
2021-01-02,13,5,0.0,8.7,3,71,08:19 PM,09:47 AM,07:15 AM,05:03 PM,-7,9,9,9,3,0,32,0.0,1025,13,10,272,3,Iran
2021-01-03,11,2,0.0,8.7,3,64,09:26 PM,10:24 AM,07:15 AM,05:04 PM,-12,6,7,6,6,10,24,0.0,1026,11,10,298,4,Iran
2021-01-04,9,1,0.0,8.7,3,57,10:31 PM,10:57 AM,07:15 AM,05:05 PM,-10,3,5,3,11,12,35,0.0,1029,9,10,304,7,Iran
2021-01-05,7,1,0.0,8.7,2,50,11:38 PM,11:29 AM,07:15 AM,05:05 PM,-8,3,4,3,7,6,42,0.0,1030,7,10,287,5,Iran
2021-01-06,9,1,0.0,8.7,3,42,No moonrise,11:59 AM,07:15 AM,05:06 PM,-11,4,5,4,5,2,30,0.0,1030,9,10,169,4,Iran
2021-01-07,8,2,0.0,7.0,2,35,12:45 AM,12:30 PM,07:15 AM,05:07 PM,-9,4,5,4,4,28,37,0.0,1030,8,10,195,3,Iran
2021-01-08,10,-0,0.0,8.7,3,28,01:53 AM,01:04 PM,07:15 AM,05:08 PM,-10,4,4,4,3,9,35,0.0,1027,10,10,193,3,Iran
2021-01-09,10,3,0.0,8.7,3,20,03:03 AM,01:43 PM,07:15 AM,05:09 PM,-8,6,6,6,3,0,36,0.0,1025,10,10,190,2,Iran
2021-01-10,11,3,0.0,8.7,3,13,04:15 AM,02:27 PM,07:15 AM,05:10 PM,-8,7,7,7,2,0,32,0.0,1023,11,10,240,2,Iran
2021-01-11,13,3,0.0,8.7,3,6,05:25 AM,03:19 PM,07:15 AM,05:11 PM,-11,8,8,8,4,1,25,0.0,1022,13,10,256,3,Iran
2021-01-12,14,5,0.0,8.7,4,0,06:31 AM,04:18 PM,07:15 AM,05:12 PM,-8,9,10,9,3,2,31,0.0,1023,14,10,166,2,Iran
2021-01-13,15,6,0.0,8.7,4,0,07:30 AM,05:22 PM,07:15 AM,05:13 PM,-4,10,10,10,2,0,38,0.0,1021,15,10,175,2,Iran
2021-01-14,12,3,0.0,8.7,2,1,08:20 AM,06:28 PM,07:14 AM,05:14 PM,-6,8,8,8,4,39,37,0.1,1014,12,10,127,3,Iran
2021-01-15,10,5,0.0,3.8,2,8,09:02 AM,07:34 PM,07:14 AM,05:15 PM,-6,6,7,6,10,69,40,0.9,1012,10,9,155,7,Iran
2021-01-16,16,6,0.0,8.7,4,16,09:37 AM,08:36 PM,07:14 AM,05:16 PM,-6,9,11,9,9,4,35,0.0,1016,16,10,243,6,Iran
2021-01-17,10,4,0.0,3.8,2,23,10:07 AM,09:37 PM,07:13 AM,05:17 PM,-5,5,7,5,13,32,44,2.7,1010,10,9,178,9,Iran
2021-01-18,11,5,0.0,8.7,3,30,10:35 AM,10:34 PM,07:13 AM,05:18 PM,-5,5,8,5,18,7,40,0.0,1011,11,10,310,14,Iran
2021-01-19,14,4,0.0,8.7,4,38,11:01 AM,11:31 PM,07:13 AM,05:19 PM,-6,7,9,7,14,3,37,0.0,1016,14,10,232,9,Iran
2021-01-20,15,6,0.0,8.7,4,45,11:27 AM,No moonset,07:12 AM,05:20 PM,-9,10,11,10,8,10,26,0.2,1014,15,10,75,6,Iran
2021-01-21,3,-3,3.3,7.1,1,52,11:53 AM,12:27 AM,07:12 AM,05:21 PM,-9,-4,1,-4,24,43,48,7.0,1021,3,7,252,18,Iran
2021-01-22,5,-2,0.0,8.7,2,59,12:21 PM,01:23 AM,07:11 AM,05:22 PM,-13,-0,1,-0,6,1,33,0.0,1035,5,10,239,6,Iran
2021-01-23,4,-1,0.0,8.7,2,67,12:53 PM,02:20 AM,07:11 AM,05:23 PM,-13,0,1,0,4,14,34,0.0,1032,4,10,118,4,Iran
2021-01-24,9,-2,0.0,8.7,2,74,01:30 PM,03:19 AM,07:10 AM,05:24 PM,-12,3,3,3,5,5,32,0.0,1027,9,10,252,4,Iran
2021-01-25,10,3,0.0,7.1,3,81,02:12 PM,04:17 AM,07:10 AM,05:25 PM,-11,5,5,5,3,13,30,0.0,1023,10,10,254,3,Iran
2021-01-26,9,0,0.0,5.4,2,88,03:02 PM,05:15 AM,07:09 AM,05:26 PM,-11,4,5,4,5,34,30,0.0,1021,9,10,263,4,Iran
2021-01-27,14,5,0.0,8.7,3,96,03:59 PM,06:09 AM,07:08 AM,05:27 PM,-12,8,8,8,3,7,23,0.0,1021,14,10,149,3,Iran
2021-01-28,13,3,0.0,8.7,3,100,05:01 PM,06:59 AM,07:08 AM,05:28 PM,-10,8,8,8,5,20,28,0.1,1016,13,10,168,3,Iran
2021-01-29,11,5,0.0,5.5,2,90,06:07 PM,07:44 AM,07:07 AM,05:29 PM,-2,7,8,7,10,52,52,3.3,1014,11,10,200,7,Iran
2021-01-30,11,4,0.0,3.8,2,82,07:15 PM,08:23 AM,07:06 AM,05:30 PM,-0,4,7,4,19,81,62,17.1,1011,11,9,199,14,Iran
2021-01-31,10,3,0.0,5.5,2,79,08:23 PM,08:58 AM,07:06 AM,05:31 PM,-11,3,6,3,25,28,29,0.0,1014,10,10,305,18,Iran
2021-02-01,16,4,0.0,8.7,4,63,09:30 PM,09:31 AM,07:05 AM,05:32 PM,-7,8,10,8,14,3,31,0.0,1022,16,10,251,9,Iran
2021-02-02,16,7,0.0,8.7,4,55,10:37 PM,10:02 AM,07:04 AM,05:33 PM,-6,11,11,11,5,0,28,0.0,1023,16,10,84,4,Iran
2021-02-03,14,6,0.0,8.7,4,48,11:46 PM,10:33 AM,07:03 AM,05:34 PM,-7,10,11,10,5,10,29,0.0,1020,14,10,212,3,Iran
2021-02-04,15,6,0.0,8.7,4,40,No moonrise,11:06 AM,07:02 AM,05:35 PM,-7,10,10,10,6,29,29,0.0,1019,15,10,230,4,Iran
2021-02-05,15,6,0.0,8.7,3,33,12:54 AM,11:42 AM,07:02 AM,05:37 PM,-3,10,11,10,11,40,40,0.6,1016,15,9,229,7,Iran
2021-02-06,12,7,0.0,3.9,3,25,02:04 AM,12:23 PM,07:01 AM,05:38 PM,4,9,10,9,12,89,68,8.2,1015,12,8,49,8,Iran
2021-02-07,12,6,0.0,5.5,2,18,03:13 AM,01:11 PM,07:00 AM,05:39 PM,4,8,9,8,11,74,71,7.5,1014,12,9,135,8,Iran
