date_time,Iceland_maxtempC,Iceland_mintempC,Iceland_totalSnow_cm,Iceland_sunHour,Iceland_uvIndex,Iceland_moon_illumination,Iceland_moonrise,Iceland_moonset,Iceland_sunrise,Iceland_sunset,Iceland_DewPointC,Iceland_FeelsLikeC,Iceland_HeatIndexC,Iceland_WindChillC,Iceland_WindGustKmph,Iceland_cloudcover,Iceland_humidity,Iceland_precipMM,Iceland_pressure,Iceland_tempC,Iceland_visibility,Iceland_winddirDegree,Iceland_windspeedKmph,Iceland_location
2020-08-13,12,10,0.0,12.3,3,30,11:20 PM,06:25 PM,05:14 AM,09:49 PM,10,8,11,8,38,100,94,14.2,1010,12,6,185,26,Iceland
2020-08-14,13,8,0.0,16.3,4,23,11:37 PM,07:56 PM,05:17 AM,09:46 PM,7,9,11,9,19,42,77,0.3,1007,13,9,208,15,Iceland
2020-08-15,13,10,0.0,12.2,3,16,No moonrise,09:08 PM,05:20 AM,09:42 PM,10,10,12,10,23,100,89,2.9,1011,13,9,142,15,Iceland
2020-08-16,13,4,0.0,16.2,3,8,12:20 AM,09:47 PM,05:23 AM,09:39 PM,10,10,12,10,24,61,87,0.0,1018,13,10,136,16,Iceland
2020-08-17,15,12,0.0,13.0,3,1,01:41 AM,10:02 PM,05:27 AM,09:35 PM,11,13,13,13,11,84,87,0.2,1015,15,10,195,7,Iceland
2020-08-18,17,11,0.0,16.0,3,0,03:26 AM,10:09 PM,05:30 AM,09:32 PM,10,13,13,13,10,48,83,0.3,1012,17,9,68,6,Iceland
2020-08-19,11,9,0.0,12.0,2,0,05:17 AM,10:11 PM,05:33 AM,09:28 PM,9,10,10,10,7,98,90,3.0,1013,11,9,265,6,Iceland
2020-08-20,11,5,0.0,15.9,2,6,07:08 AM,10:12 PM,05:36 AM,09:25 PM,7,8,10,8,12,44,79,0.7,1011,11,8,168,9,Iceland
2020-08-21,15,8,0.0,15.8,4,13,08:56 AM,10:12 PM,05:39 AM,09:21 PM,5,11,11,11,10,8,64,0.0,1004,15,10,136,7,Iceland
2020-08-22,13,5,0.0,15.8,4,20,10:43 AM,10:12 PM,05:42 AM,09:18 PM,4,8,10,8,15,5,66,0.0,1007,13,10,151,9,Iceland
2020-08-23,13,9,0.0,15.7,3,28,12:30 PM,10:12 PM,05:45 AM,09:14 PM,6,11,11,11,6,38,71,0.0,1013,13,10,152,4,Iceland
2020-08-24,13,9,0.0,15.6,4,35,02:18 PM,10:13 PM,05:48 AM,09:10 PM,4,11,11,11,3,26,65,0.0,1010,13,10,236,3,Iceland
2020-08-25,12,9,0.0,15.6,4,42,04:07 PM,10:16 PM,05:51 AM,09:07 PM,5,11,11,11,6,29,67,0.0,1009,12,10,209,4,Iceland
2020-08-26,11,8,0.0,15.5,4,50,05:55 PM,10:24 PM,05:54 AM,09:03 PM,5,9,10,9,9,10,72,0.0,1013,11,10,315,7,Iceland
2020-08-27,11,8,0.0,15.4,3,57,07:33 PM,10:45 PM,05:57 AM,09:00 PM,6,8,10,8,15,33,80,0.0,1018,11,10,294,11,Iceland
2020-08-28,11,9,0.0,9.1,3,64,08:38 PM,11:36 PM,06:00 AM,08:56 PM,8,8,10,8,30,88,86,2.9,1020,11,10,268,22,Iceland
2020-08-29,12,10,0.0,9.4,3,71,09:07 PM,No moonset,06:03 AM,08:53 PM,8,10,11,10,13,69,84,0.7,1017,12,10,211,9,Iceland
2020-08-30,12,4,0.0,7.2,3,79,09:17 PM,01:01 AM,06:05 AM,08:49 PM,10,8,11,8,46,100,90,3.1,1009,12,7,143,32,Iceland
2020-08-31,12,11,0.0,8.3,3,82,09:21 PM,02:38 AM,06:08 AM,08:45 PM,10,9,12,9,46,87,88,7.4,997,12,9,134,32,Iceland
2020-09-01,12,10,0.0,9.4,3,97,09:22 PM,04:15 AM,06:11 AM,08:42 PM,9,10,11,10,15,76,86,4.3,991,12,9,188,12,Iceland
2020-09-02,12,9,0.0,8.2,3,100,09:22 PM,05:49 AM,06:14 AM,08:38 PM,7,8,10,8,18,65,81,0.1,990,12,10,59,14,Iceland
2020-09-03,11,7,0.0,9.3,2,88,09:22 PM,07:18 AM,06:17 AM,08:35 PM,5,5,9,5,37,78,77,0.1,991,11,10,99,31,Iceland
2020-09-04,9,5,0.0,11.6,3,81,09:21 PM,08:44 AM,06:20 AM,08:31 PM,1,2,7,2,45,20,66,0.0,1009,9,10,300,36,Iceland
2020-09-05,10,6,0.0,11.6,3,73,09:20 PM,10:09 AM,06:23 AM,08:27 PM,1,7,8,7,8,24,63,0.0,1012,10,10,140,5,Iceland
2020-09-06,11,4,0.0,7.0,2,66,09:19 PM,11:34 AM,06:26 AM,08:24 PM,8,6,9,6,40,99,90,21.6,1001,11,8,166,28,Iceland
2020-09-07,10,8,0.0,7.0,2,58,09:19 PM,01:01 PM,06:29 AM,08:20 PM,7,6,9,6,35,97,87,4.2,993,10,8,269,27,Iceland
2020-09-08,11,8,0.0,8.1,2,50,09:20 PM,02:30 PM,06:32 AM,08:17 PM,6,8,9,8,17,75,81,4.4,999,11,10,181,12,Iceland
2020-09-09,8,-3,0.0,10.4,2,43,09:24 PM,04:02 PM,06:34 AM,08:13 PM,3,3,5,3,21,67,78,3.1,1009,8,10,196,16,Iceland
2020-09-10,11,8,0.0,6.9,2,35,09:35 PM,05:35 PM,06:37 AM,08:10 PM,7,6,9,6,32,92,87,7.0,991,11,7,112,23,Iceland
2020-09-11,10,7,0.0,6.8,2,28,10:03 PM,06:57 PM,06:40 AM,08:06 PM,6,6,9,6,28,83,83,6.9,979,10,9,35,21,Iceland
2020-09-12,9,6,0.0,6.8,2,20,11:06 PM,07:49 PM,06:43 AM,08:03 PM,3,4,7,4,22,98,75,2.6,993,9,9,36,17,Iceland
2020-09-13,8,1,0.0,6.6,2,13,No moonrise,08:11 PM,06:46 AM,07:59 PM,4,3,7,3,25,94,80,2.9,1003,8,7,72,18,Iceland
2020-09-14,10,7,0.0,10.3,2,5,12:42 AM,08:19 PM,06:49 AM,07:56 PM,4,5,8,5,23,69,79,0.2,1012,10,10,107,16,Iceland
2020-09-15,10,7,0.0,7.8,2,0,02:31 AM,08:23 PM,06:52 AM,07:52 PM,5,6,8,6,18,54,82,0.9,1021,10,10,191,13,Iceland
2020-09-16,9,1,0.0,6.5,2,0,04:24 AM,08:24 PM,06:55 AM,07:49 PM,6,4,7,4,52,90,84,7.8,1017,9,9,157,38,Iceland
2020-09-17,10,9,0.0,6.4,2,0,06:16 AM,08:24 PM,06:58 AM,07:45 PM,6,6,9,6,40,77,82,8.0,1008,10,10,219,29,Iceland
2020-09-18,9,8,0.0,6.2,2,2,08:06 AM,08:23 PM,07:01 AM,07:42 PM,5,5,9,5,39,91,80,1.7,1019,9,10,209,28,Iceland
2020-09-19,9,7,0.0,6.2,2,10,09:57 AM,08:23 PM,07:03 AM,07:38 PM,4,4,8,4,57,100,75,9.1,1011,9,10,224,42,Iceland
2020-09-20,11,7,0.0,6.1,2,17,11:49 AM,08:23 PM,07:06 AM,07:34 PM,6,4,8,4,54,99,84,15.2,993,11,9,205,40,Iceland
2020-09-21,6,5,0.0,6.1,2,25,01:43 PM,08:24 PM,07:09 AM,07:31 PM,-1,1,5,1,40,71,65,3.5,996,6,10,230,29,Iceland
2020-09-22,6,-2,0.0,6.1,1,32,03:37 PM,08:29 PM,07:12 AM,07:27 PM,1,1,5,1,24,76,73,6.1,992,6,10,209,17,Iceland
2020-09-23,4,2,0.0,11.6,2,40,05:23 PM,08:42 PM,07:15 AM,07:24 PM,-1,-1,3,-1,27,45,72,0.0,999,4,10,34,21,Iceland
2020-09-24,4,1,0.0,11.6,1,47,06:43 PM,09:22 PM,07:18 AM,07:20 PM,-2,-3,3,-3,34,19,72,0.0,1011,4,10,93,27,Iceland
2020-09-25,6,-2,0.0,7.4,1,55,07:19 PM,10:41 PM,07:21 AM,07:17 PM,-2,-1,2,-1,34,58,66,0.1,1014,6,10,101,25,Iceland
2020-09-26,9,3,0.0,7.4,2,62,07:31 PM,No moonset,07:24 AM,07:13 PM,7,4,8,4,44,93,91,15.5,1006,9,8,154,31,Iceland
2020-09-27,9,7,0.0,5.9,2,70,07:35 PM,12:18 AM,07:27 AM,07:09 PM,7,6,8,6,15,79,91,5.0,999,9,9,202,11,Iceland
2020-09-28,7,6,0.0,8.7,2,78,07:36 PM,01:56 AM,07:30 AM,07:06 PM,3,5,6,5,11,72,80,0.3,998,7,10,280,8,Iceland
2020-09-29,7,5,0.0,7.3,2,85,07:35 PM,03:31 AM,07:32 AM,07:02 PM,2,3,6,3,23,74,74,6.9,993,7,10,154,17,Iceland
2020-09-30,4,-3,1.1,5.6,1,93,07:34 PM,05:01 AM,07:35 AM,06:59 PM,1,-2,3,-2,27,86,85,1.9,990,4,7,258,22,Iceland
2020-10-01,7,3,0.1,7.1,2,97,07:33 PM,06:27 AM,07:38 AM,06:55 PM,0,1,5,1,27,55,73,0.4,1000,7,10,100,20,Iceland
2020-10-02,6,4,0.0,5.6,2,100,07:31 PM,07:53 AM,07:41 AM,06:52 PM,2,1,5,1,33,69,80,2.8,1005,6,8,110,23,Iceland
2020-10-03,6,1,0.0,5.5,1,89,07:30 PM,09:18 AM,07:44 AM,06:48 PM,2,1,4,1,18,74,83,4.1,997,6,10,216,13,Iceland
2020-10-04,6,-3,0.0,5.5,2,82,07:29 PM,10:44 AM,07:47 AM,06:44 PM,3,3,5,3,11,90,85,1.2,1002,6,7,247,8,Iceland
2020-10-05,7,4,0.0,10.1,2,74,07:29 PM,12:13 PM,07:50 AM,06:41 PM,2,4,5,4,12,41,80,0.1,1003,7,10,41,8,Iceland
2020-10-06,6,4,0.0,5.4,1,67,07:31 PM,01:45 PM,07:53 AM,06:37 PM,2,3,5,3,10,73,84,0.0,998,6,10,289,7,Iceland
2020-10-07,6,5,0.0,5.4,2,60,07:37 PM,03:19 PM,07:56 AM,06:34 PM,3,5,5,5,7,95,83,1.4,1002,6,6,187,5,Iceland
2020-10-08,7,4,0.0,8.5,2,53,07:54 PM,04:47 PM,07:58 AM,06:30 PM,3,3,5,3,15,76,87,1.0,1001,7,10,203,11,Iceland
2020-10-09,7,6,0.0,10.0,2,45,08:40 PM,05:52 PM,08:01 AM,06:27 PM,4,3,6,3,31,34,85,0.0,1017,7,10,261,22,Iceland
2020-10-10,9,5,0.0,10.2,3,38,10:04 PM,06:21 PM,08:04 AM,06:23 PM,0,6,7,6,13,19,64,0.0,1027,9,10,73,7,Iceland
2020-10-11,8,-2,0.0,5.1,2,31,11:48 PM,06:32 PM,08:07 AM,06:20 PM,5,2,7,2,51,76,85,6.2,1015,8,9,187,35,Iceland
2020-10-12,7,7,0.0,5.0,2,23,No moonrise,06:35 PM,08:10 AM,06:16 PM,5,4,7,4,21,62,88,1.5,1019,7,10,293,15,Iceland
2020-10-13,7,3,0.0,8.3,2,16,01:38 AM,06:36 PM,08:13 AM,06:13 PM,4,3,6,3,31,49,84,0.1,1024,7,10,138,21,Iceland
2020-10-14,9,8,0.0,5.0,2,9,03:29 AM,06:36 PM,08:16 AM,06:10 PM,7,4,9,4,68,94,87,7.2,1023,9,9,139,46,Iceland
2020-10-15,9,8,0.0,9.9,2,2,05:20 AM,06:35 PM,08:19 AM,06:06 PM,4,4,8,4,46,62,78,0.0,1027,9,10,105,29,Iceland
2020-10-16,10,7,0.0,9.8,2,0,07:11 AM,06:34 PM,08:22 AM,06:03 PM,3,6,7,6,15,18,73,0.0,1033,10,10,214,8,Iceland
2020-10-17,8,6,0.0,7.0,2,0,09:04 AM,06:33 PM,08:25 AM,05:59 PM,4,6,7,6,13,67,81,0.1,1035,8,10,209,8,Iceland
2020-10-18,7,4,0.0,3.5,2,5,11:01 AM,06:33 PM,08:28 AM,05:56 PM,3,2,6,2,36,70,83,1.4,1015,7,9,167,26,Iceland
2020-10-19,5,3,0.0,8.7,2,13,01:00 PM,06:35 PM,08:31 AM,05:53 PM,-0,1,4,1,21,12,73,0.0,1021,5,10,67,14,Iceland
2020-10-20,3,2,0.0,8.7,1,20,02:58 PM,06:42 PM,08:34 AM,05:49 PM,-1,1,3,1,9,43,79,0.1,1018,3,10,205,7,Iceland
2020-10-21,4,3,0.0,3.4,1,27,04:38 PM,07:07 PM,08:38 AM,05:46 PM,3,-0,4,-0,28,100,92,3.6,1009,4,6,164,20,Iceland
2020-10-22,5,-0,0.0,3.4,1,35,05:31 PM,08:16 PM,08:41 AM,05:43 PM,2,-2,4,-2,57,97,85,3.6,993,5,8,103,43,Iceland
2020-10-23,6,4,0.0,3.4,2,42,05:46 PM,09:55 PM,08:44 AM,05:39 PM,2,0,5,0,47,90,80,2.3,980,6,7,92,35,Iceland
2020-10-24,6,4,0.0,8.7,2,49,05:50 PM,11:36 PM,08:47 AM,05:36 PM,1,1,4,1,27,33,77,0.3,985,6,9,52,18,Iceland
2020-10-25,6,5,0.0,6.9,3,56,05:51 PM,No moonset,08:50 AM,05:32 PM,2,1,5,1,39,49,80,0.0,987,6,10,58,28,Iceland
2020-10-26,6,4,0.0,6.9,1,64,05:50 PM,01:13 AM,08:53 AM,05:29 PM,1,1,5,1,26,56,80,0.2,994,6,10,73,17,Iceland
2020-10-27,3,2,0.0,8.7,1,71,05:48 PM,02:44 AM,08:57 AM,05:26 PM,-4,-2,3,-2,30,26,60,0.0,988,3,10,66,22,Iceland
2020-10-28,6,1,0.0,6.8,2,78,05:47 PM,04:12 AM,09:00 AM,05:22 PM,-4,0,5,0,45,33,54,0.0,983,6,10,66,31,Iceland
2020-10-29,7,6,0.0,2.0,2,85,05:45 PM,05:38 AM,09:03 AM,05:19 PM,2,1,6,1,52,76,74,3.1,982,7,9,96,37,Iceland
2020-10-30,6,-3,0.0,2.0,1,93,05:43 PM,07:02 AM,09:06 AM,05:16 PM,3,-0,4,-0,41,89,83,5.8,979,6,9,120,31,Iceland
2020-10-31,6,4,0.0,2.0,2,97,05:42 PM,08:28 AM,09:09 AM,05:13 PM,2,0,5,0,38,80,79,6.3,982,6,9,187,28,Iceland
2020-11-01,5,2,0.0,5.8,2,89,05:41 PM,09:57 AM,09:13 AM,05:09 PM,-0,-0,4,-0,24,17,77,0.0,977,5,10,265,17,Iceland
2020-11-02,4,-3,1.0,2.0,1,81,05:41 PM,11:29 AM,09:16 AM,05:06 PM,-1,-2,2,-2,29,85,78,3.0,980,4,8,251,23,Iceland
2020-11-03,5,4,0.1,3.9,1,74,05:44 PM,01:04 PM,09:19 AM,05:03 PM,0,-0,4,-0,31,58,77,0.3,1006,5,10,290,23,Iceland
2020-11-04,9,4,0.0,1.9,2,66,05:55 PM,02:37 PM,09:22 AM,05:00 PM,5,2,7,2,48,85,87,22.4,1010,9,6,203,32,Iceland
2020-11-05,10,4,0.0,1.8,2,58,06:26 PM,03:53 PM,09:26 AM,04:56 PM,4,1,6,1,58,97,83,2.7,995,10,8,194,43,Iceland
2020-11-06,3,-5,0.0,1.8,1,51,07:38 PM,04:32 PM,09:29 AM,04:53 PM,-2,-4,2,-4,62,93,69,4.5,1001,3,1,230,48,Iceland
2020-11-07,6,3,0.3,1.8,1,43,09:17 PM,04:45 PM,09:32 AM,04:50 PM,1,-1,4,-1,39,98,83,6.5,1008,6,9,209,28,Iceland
2020-11-08,5,-0,0.0,1.8,1,36,11:02 PM,04:50 PM,09:36 AM,04:47 PM,1,0,4,0,33,80,79,0.8,1011,5,9,161,22,Iceland
2020-11-09,8,-0,0.0,1.8,2,28,No moonrise,04:50 PM,09:39 AM,04:44 PM,3,1,5,1,46,87,84,5.6,1001,8,10,114,30,Iceland
2020-11-10,5,3,0.0,1.7,1,21,12:49 AM,04:50 PM,09:42 AM,04:41 PM,-0,0,4,0,29,67,72,2.9,1001,5,9,155,19,Iceland
2020-11-11,4,2,2.6,1.7,1,13,02:36 AM,04:49 PM,09:45 AM,04:38 PM,-1,-1,3,-1,30,84,74,3.8,993,4,8,160,21,Iceland
2020-11-12,4,2,0.1,1.7,1,6,04:24 AM,04:47 PM,09:49 AM,04:35 PM,-1,-3,3,-3,40,91,77,0.7,983,4,8,68,29,Iceland
2020-11-13,3,-4,0.0,3.8,1,0,06:14 AM,04:46 PM,09:52 AM,04:32 PM,-1,-1,2,-1,21,42,81,0.2,976,3,10,232,14,Iceland
2020-11-14,-0,-2,0.1,5.8,2,0,08:08 AM,04:45 PM,09:55 AM,04:29 PM,-6,-6,-1,-6,23,29,69,0.1,987,-0,9,186,17,Iceland
2020-11-15,2,-1,0.0,3.7,1,0,10:08 AM,04:45 PM,09:58 AM,04:26 PM,-4,-3,1,-3,17,78,69,0.0,992,2,10,63,11,Iceland
2020-11-16,2,-0,0.1,3.7,1,2,12:11 PM,04:47 PM,10:01 AM,04:23 PM,-4,-3,1,-3,22,79,65,0.1,994,2,9,77,15,Iceland
2020-11-17,-1,-2,0.0,5.8,1,9,02:09 PM,04:59 PM,10:05 AM,04:20 PM,-8,-5,-1,-5,19,62,62,0.0,1003,-1,10,47,12,Iceland
2020-11-18,-3,-7,0.0,5.8,2,17,03:31 PM,05:46 PM,10:08 AM,04:17 PM,-11,-8,-4,-8,12,0,57,0.0,1019,-3,10,46,8,Iceland
2020-11-19,-2,-9,0.0,5.8,1,24,03:58 PM,07:21 PM,10:11 AM,04:15 PM,-8,-6,-2,-6,28,26,63,0.2,1016,-2,9,102,19,Iceland
2020-11-20,3,1,0.0,1.5,1,32,04:04 PM,09:07 PM,10:14 AM,04:12 PM,-0,-2,2,-2,25,81,83,1.0,991,3,10,89,16,Iceland
2020-11-21,2,1,0.0,1.5,1,39,04:05 PM,10:49 PM,10:17 AM,04:09 PM,-1,-3,2,-3,28,100,80,0.0,986,2,10,257,20,Iceland
2020-11-22,2,0,0.9,1.5,1,47,04:04 PM,No moonset,10:20 AM,04:07 PM,-2,-3,1,-3,17,81,82,1.0,1004,2,9,107,11,Iceland
2020-11-23,2,0,2.9,1.5,1,54,04:03 PM,12:24 AM,10:23 AM,04:04 PM,-2,-4,1,-4,30,67,82,3.4,992,2,8,63,21,Iceland
2020-11-24,1,-0,0.0,1.4,1,62,04:01 PM,01:54 AM,10:27 AM,04:02 PM,-4,-4,0,-4,26,76,74,0.0,994,1,10,17,16,Iceland
2020-11-25,-2,-10,1.9,1.3,1,70,03:59 PM,03:21 AM,10:30 AM,03:59 PM,-5,-7,-2,-7,30,43,79,2.2,1013,-2,9,76,20,Iceland
2020-11-26,4,-4,4.1,1.3,1,77,03:57 PM,04:45 AM,10:33 AM,03:57 PM,-2,-3,3,-3,73,97,71,18.1,988,4,4,204,56,Iceland
2020-11-27,3,-3,0.0,1.3,1,85,03:55 PM,06:11 AM,10:36 AM,03:55 PM,-4,-5,2,-5,66,88,63,3.3,989,3,3,221,52,Iceland
2020-11-28,2,-3,1.0,1.3,1,92,03:54 PM,07:39 AM,10:39 AM,03:53 PM,-2,-5,1,-5,44,98,76,5.1,1002,2,5,216,33,Iceland
2020-11-29,4,2,0.3,1.3,1,100,03:53 PM,09:10 AM,10:42 AM,03:51 PM,1,-1,3,-1,28,84,88,7.3,1000,4,9,233,19,Iceland
2020-11-30,-1,-11,0.0,1.3,1,100,03:55 PM,10:45 AM,10:44 AM,03:48 PM,-5,-6,-2,-6,33,65,76,5.9,1013,-1,9,217,23,Iceland
2020-12-01,6,1,0.0,1.2,1,89,04:01 PM,12:21 PM,10:47 AM,03:46 PM,2,-3,4,-3,64,100,89,22.1,985,6,6,197,47,Iceland
2020-12-02,-4,-15,0.5,3.5,1,82,04:23 PM,01:48 PM,10:50 AM,03:45 PM,-8,-12,-5,-12,45,78,78,1.9,994,-4,6,125,38,Iceland
2020-12-03,-7,-15,0.0,3.5,1,75,05:23 PM,02:39 PM,10:53 AM,03:43 PM,-11,-16,-7,-16,56,67,73,0.1,1014,-7,7,178,48,Iceland
2020-12-04,-6,-14,0.0,4.9,1,67,06:56 PM,02:57 PM,10:55 AM,03:41 PM,-11,-14,-7,-14,46,35,70,0.3,1028,-6,6,226,35,Iceland
2020-12-05,-5,-12,0.4,1.2,1,60,08:40 PM,03:03 PM,10:58 AM,03:39 PM,-11,-11,-7,-11,22,73,68,0.5,1024,-5,9,92,14,Iceland
2020-12-06,-0,-9,0.1,1.1,1,53,10:25 PM,03:04 PM,11:00 AM,03:38 PM,-6,-8,-3,-8,31,99,72,0.1,1011,-0,9,96,20,Iceland
2020-12-07,3,2,0.0,1.1,1,46,No moonrise,03:04 PM,11:02 AM,03:36 PM,2,-2,3,-2,40,100,92,28.8,1010,3,8,125,28,Iceland
2020-12-08,2,-6,6.5,1.1,1,38,12:09 AM,03:02 PM,11:05 AM,03:35 PM,1,-2,1,-2,19,98,94,29.0,1012,2,5,112,13,Iceland
2020-12-09,1,0,0.0,1.1,1,31,01:52 AM,03:01 PM,11:07 AM,03:34 PM,-2,-4,1,-4,26,95,80,0.0,999,1,10,50,17,Iceland
2020-12-10,4,0,0.0,3.4,1,24,03:37 AM,02:59 PM,11:09 AM,03:33 PM,1,-1,3,-1,39,85,87,1.9,979,4,8,52,26,Iceland
2020-12-11,6,0,0.0,1.1,2,17,05:25 AM,02:58 PM,11:11 AM,03:32 PM,3,1,5,1,41,99,84,2.6,982,6,8,59,24,Iceland
2020-12-12,6,5,0.0,3.4,2,9,07:18 AM,02:57 PM,11:13 AM,03:31 PM,2,0,5,0,47,83,78,0.3,995,6,9,75,29,Iceland
2020-12-13,5,5,0.0,3.4,1,2,09:18 AM,02:57 PM,11:14 AM,03:30 PM,1,-0,5,-0,44,60,77,1.4,995,5,8,73,28,Iceland
2020-12-14,5,-3,0.0,1.0,1,0,11:20 AM,03:02 PM,11:16 AM,03:30 PM,-1,-1,4,-1,49,82,68,0.0,990,5,10,46,31,Iceland
2020-12-15,5,-6,0.0,3.4,1,0,01:08 PM,03:25 PM,11:17 AM,03:29 PM,-0,-2,3,-2,44,57,73,0.0,992,5,10,37,26,Iceland
2020-12-16,4,1,0.0,4.1,1,5,02:01 PM,04:39 PM,11:19 AM,03:29 PM,-2,-1,3,-1,33,64,69,0.3,1003,4,9,57,20,Iceland
2020-12-17,1,-0,0.0,4.1,2,12,02:14 PM,06:27 PM,11:20 AM,03:29 PM,-5,-4,0,-4,25,18,66,0.0,999,1,10,48,15,Iceland
2020-12-18,3,2,0.0,1.0,1,20,02:17 PM,08:15 PM,11:21 AM,03:29 PM,-1,-3,3,-3,42,90,76,0.0,987,3,10,38,28,Iceland
2020-12-19,3,0,0.0,1.0,1,27,02:17 PM,09:57 PM,11:22 AM,03:29 PM,-1,-4,1,-4,33,80,82,0.0,987,3,10,24,24,Iceland
2020-12-20,-0,-8,0.0,3.4,1,34,02:16 PM,11:31 PM,11:22 AM,03:29 PM,-4,-7,-1,-7,44,77,74,0.2,990,-0,5,183,35,Iceland
2020-12-21,0,-3,0.1,4.1,1,41,02:14 PM,No moonset,11:23 AM,03:30 PM,-4,-6,-1,-6,28,53,81,0.1,997,0,9,30,20,Iceland
2020-12-22,-3,-13,0.1,4.1,2,49,02:12 PM,01:00 AM,11:23 AM,03:30 PM,-6,-9,-4,-9,19,23,77,0.1,1013,-3,9,146,14,Iceland
2020-12-23,1,-6,0.3,3.4,1,56,02:10 PM,02:25 AM,11:24 AM,03:31 PM,-3,-3,0,-3,25,55,74,1.1,1024,1,8,251,16,Iceland
2020-12-24,6,-4,0.0,1.0,1,63,02:08 PM,03:51 AM,11:24 AM,03:32 PM,3,-2,3,-2,50,94,93,20.2,1016,6,8,164,32,Iceland
2020-12-25,3,-0,0.0,1.0,1,70,02:06 PM,05:18 AM,11:24 AM,03:33 PM,-1,-5,2,-5,72,90,79,16.8,983,3,2,218,56,Iceland
2020-12-26,-1,-2,2.7,1.0,1,78,02:05 PM,06:47 AM,11:24 AM,03:34 PM,-4,-8,-1,-8,36,91,80,5.8,970,-1,1,244,29,Iceland
2020-12-27,3,-4,0.1,1.0,1,85,02:06 PM,08:21 AM,11:23 AM,03:36 PM,-1,-4,2,-4,52,53,79,0.3,994,3,10,304,38,Iceland
2020-12-28,-1,-4,0.0,4.1,1,92,02:10 PM,09:58 AM,11:23 AM,03:37 PM,-6,-9,-2,-9,42,15,73,0.1,1020,-1,9,136,30,Iceland
2020-12-29,-3,-11,0.0,1.0,1,100,02:25 PM,11:31 AM,11:22 AM,03:39 PM,-9,-8,-4,-8,15,55,66,0.0,1012,-3,10,72,10,Iceland
2020-12-30,-1,-2,0.0,4.2,2,100,03:10 PM,12:38 PM,11:21 AM,03:40 PM,-7,-3,-2,-3,9,39,68,0.0,1009,-1,10,81,5,Iceland
2020-12-31,1,-2,1.4,1.1,1,89,04:36 PM,01:05 PM,11:21 AM,03:42 PM,-4,-5,-1,-5,18,70,82,1.7,1020,1,7,180,12,Iceland
2021-01-01,-1,-10,0.0,3.4,1,79,06:20 PM,01:14 PM,11:20 AM,03:44 PM,-4,-6,-2,-6,23,51,78,0.0,1022,-1,10,103,15,Iceland
2021-01-02,5,-5,0.0,1.1,1,71,08:06 PM,01:16 PM,11:18 AM,03:46 PM,3,-2,3,-2,46,98,93,10.4,1014,5,9,134,27,Iceland
2021-01-03,6,-2,0.0,1.1,2,64,09:51 PM,01:16 PM,11:17 AM,03:48 PM,5,1,5,1,57,99,92,6.4,1013,6,7,170,35,Iceland
2021-01-04,3,3,0.5,1.1,1,57,11:34 PM,01:15 PM,11:16 AM,03:51 PM,-1,-2,3,-2,40,92,75,1.8,1021,3,5,221,28,Iceland
2021-01-05,2,-4,1.0,1.1,1,50,No moonrise,01:14 PM,11:14 AM,03:53 PM,-1,-1,2,-1,21,96,77,1.2,1023,2,9,223,14,Iceland
2021-01-06,1,-4,0.2,3.5,1,42,01:15 AM,01:12 PM,11:13 AM,03:56 PM,-7,-7,0,-7,47,39,59,0.2,1022,1,9,260,35,Iceland
2021-01-07,-4,-11,0.3,4.5,1,35,02:58 AM,01:10 PM,11:11 AM,03:58 PM,-10,-10,-6,-10,21,36,71,0.3,1029,-4,9,95,14,Iceland
2021-01-08,6,-1,0.0,1.2,1,28,04:45 AM,01:09 PM,11:09 AM,04:01 PM,2,-2,4,-2,58,98,86,10.3,1004,6,8,227,39,Iceland
2021-01-09,-5,-12,0.3,5.0,1,20,06:38 AM,01:08 PM,11:07 AM,04:03 PM,-11,-12,-6,-12,27,49,66,0.3,1014,-5,9,280,21,Iceland
2021-01-10,-3,-16,0.9,5.0,1,13,08:36 AM,01:11 PM,11:05 AM,04:06 PM,-8,-10,-6,-10,25,29,75,1.1,1015,-3,8,128,17,Iceland
2021-01-11,-3,-10,0.0,5.1,2,6,10:31 AM,01:22 PM,11:03 AM,04:09 PM,-11,-9,-5,-9,23,2,58,0.0,1012,-3,10,79,13,Iceland
2021-01-12,-1,-11,0.0,3.5,1,0,11:54 AM,02:07 PM,11:01 AM,04:12 PM,-5,-7,-2,-7,42,44,72,0.0,1012,-1,9,98,26,Iceland
2021-01-13,5,2,0.0,1.4,1,0,12:21 PM,03:45 PM,10:59 AM,04:15 PM,2,-1,4,-1,58,95,87,14.1,1001,5,7,116,39,Iceland
2021-01-14,4,4,0.0,1.4,1,1,12:27 PM,05:36 PM,10:57 AM,04:18 PM,1,-1,4,-1,43,72,80,1.9,1007,4,10,152,27,Iceland
2021-01-15,4,0,0.0,1.4,1,8,12:28 PM,07:22 PM,10:54 AM,04:21 PM,1,-2,3,-2,46,82,85,9.7,1007,4,8,110,30,Iceland
2021-01-16,3,-6,5.0,1.4,1,16,12:27 PM,09:01 PM,10:52 AM,04:24 PM,2,-3,2,-3,34,100,97,12.8,995,3,5,239,25,Iceland
2021-01-17,2,1,0.0,1.4,1,23,12:26 PM,10:34 PM,10:50 AM,04:27 PM,0,-5,2,-5,45,98,89,5.1,999,2,0,281,35,Iceland
