date_time,Libya_maxtempC,Libya_mintempC,Libya_totalSnow_cm,Libya_sunHour,Libya_uvIndex,Libya_moon_illumination,Libya_moonrise,Libya_moonset,Libya_sunrise,Libya_sunset,Libya_DewPointC,Libya_FeelsLikeC,Libya_HeatIndexC,Libya_WindChillC,Libya_WindGustKmph,Libya_cloudcover,Libya_humidity,Libya_precipMM,Libya_pressure,Libya_tempC,Libya_visibility,Libya_winddirDegree,Libya_windspeedKmph,Libya_location
2020-01-01,14,8,0.0,5.0,3,37,12:23 PM,No moonset,08:10 AM,06:11 PM,7,10,12,10,34,76,67,10.6,1027,14,9,166,22,Libya
2020-01-02,15,12,0.0,5.0,3,44,12:51 PM,12:04 AM,08:10 AM,06:12 PM,7,12,13,12,23,70,68,0.9,1030,15,10,321,15,Libya
2020-01-03,14,12,0.0,8.3,3,51,01:20 PM,12:58 AM,08:10 AM,06:13 PM,6,11,13,11,27,49,66,0.5,1030,14,10,299,18,Libya
2020-01-04,14,8,0.0,10.0,4,59,01:48 PM,01:52 AM,08:10 AM,06:13 PM,2,9,11,9,27,2,55,0.0,1028,14,10,264,17,Libya
2020-01-05,14,10,0.0,6.7,3,66,02:19 PM,02:47 AM,08:10 AM,06:14 PM,6,10,12,10,32,57,63,0.8,1025,14,10,276,21,Libya
2020-01-06,14,9,0.0,10.0,4,73,02:52 PM,03:44 AM,08:11 AM,06:15 PM,4,11,13,11,37,27,55,0.5,1024,14,10,254,25,Libya
2020-01-07,14,11,0.0,8.3,3,80,03:31 PM,04:43 AM,08:11 AM,06:16 PM,6,11,13,11,26,61,64,1.6,1026,14,10,306,18,Libya
2020-01-08,14,9,0.0,5.0,3,88,04:14 PM,05:44 AM,08:11 AM,06:17 PM,6,11,13,11,20,69,63,0.0,1026,14,10,269,14,Libya
2020-01-09,16,10,0.0,10.1,3,95,05:06 PM,06:46 AM,08:11 AM,06:18 PM,7,12,13,12,13,42,68,0.1,1026,16,10,115,8,Libya
2020-01-10,17,11,0.0,8.3,3,100,06:04 PM,07:47 AM,08:11 AM,06:18 PM,7,13,13,13,18,41,66,0.0,1024,17,10,135,11,Libya
2020-01-11,18,11,0.0,10.1,4,100,07:09 PM,08:44 AM,08:11 AM,06:19 PM,4,13,14,13,32,16,54,0.0,1020,18,10,141,19,Libya
2020-01-12,16,11,0.0,10.1,3,83,08:17 PM,09:36 AM,08:10 AM,06:20 PM,7,13,13,13,14,34,66,0.0,1019,16,10,211,9,Libya
2020-01-13,13,10,0.0,5.1,3,76,09:26 PM,10:22 AM,08:10 AM,06:21 PM,8,11,12,11,13,70,76,6.1,1017,13,10,203,8,Libya
2020-01-14,16,11,0.0,5.1,3,69,10:34 PM,11:03 AM,08:10 AM,06:22 PM,9,12,13,12,38,69,76,7.8,1018,16,10,194,24,Libya
2020-01-15,15,12,0.0,6.7,3,61,11:42 PM,11:41 AM,08:10 AM,06:23 PM,8,12,14,12,28,64,72,3.1,1025,15,10,329,18,Libya
2020-01-16,15,11,0.0,10.1,4,54,No moonrise,12:15 PM,08:10 AM,06:24 PM,7,12,13,12,15,15,66,0.0,1028,15,10,304,11,Libya
2020-01-17,15,10,0.0,10.2,4,47,12:47 AM,12:50 PM,08:10 AM,06:25 PM,6,12,13,12,18,23,64,0.0,1029,15,10,281,12,Libya
2020-01-18,14,10,0.0,6.7,3,40,01:52 AM,01:26 PM,08:09 AM,06:26 PM,6,11,12,11,26,40,67,0.1,1029,14,10,282,16,Libya
2020-01-19,16,11,0.0,8.3,3,32,02:57 AM,02:03 PM,08:09 AM,06:27 PM,6,12,13,12,17,60,65,0.0,1024,16,10,198,11,Libya
2020-01-20,18,11,0.0,10.2,5,25,04:01 AM,02:44 PM,08:09 AM,06:27 PM,4,13,14,13,44,15,50,0.0,1023,18,10,142,28,Libya
2020-01-21,17,12,0.0,6.7,3,18,05:04 AM,03:29 PM,08:08 AM,06:28 PM,5,12,14,12,51,45,57,0.0,1027,17,10,123,34,Libya
2020-01-22,17,11,0.0,10.2,4,11,06:04 AM,04:19 PM,08:08 AM,06:29 PM,6,12,14,12,40,8,62,0.0,1028,17,10,127,27,Libya
2020-01-23,22,11,0.0,10.0,4,3,07:01 AM,05:13 PM,08:08 AM,06:30 PM,4,15,16,15,23,16,48,0.0,1025,22,10,132,13,Libya
2020-01-24,24,13,0.0,10.2,5,0,07:52 AM,06:09 PM,08:07 AM,06:31 PM,1,17,18,17,23,4,33,0.0,1025,24,10,181,12,Libya
2020-01-25,22,15,0.0,8.4,4,0,08:36 AM,07:07 PM,08:07 AM,06:32 PM,-1,18,18,18,20,49,29,0.0,1023,22,10,232,12,Libya
2020-01-26,23,17,0.0,10.3,6,4,09:16 AM,08:04 PM,08:06 AM,06:33 PM,2,19,20,19,20,43,32,0.0,1020,23,10,164,11,Libya
2020-01-27,17,14,0.0,10.3,5,11,09:51 AM,09:00 PM,08:06 AM,06:34 PM,10,16,16,16,18,23,72,0.2,1022,17,10,315,13,Libya
2020-01-28,20,12,0.0,10.3,5,18,10:22 AM,09:55 PM,08:05 AM,06:35 PM,11,15,15,15,7,7,76,0.0,1025,20,10,197,5,Libya
2020-01-29,18,14,0.0,8.4,4,26,10:52 AM,10:49 PM,08:05 AM,06:36 PM,8,16,16,16,8,29,59,0.0,1024,18,10,253,6,Libya
2020-01-30,20,13,0.0,10.3,5,33,11:20 AM,11:43 PM,08:04 AM,06:37 PM,5,16,16,16,10,6,50,0.0,1025,20,10,228,7,Libya
2020-01-31,21,14,0.0,10.4,5,37,11:48 AM,No moonset,08:03 AM,06:38 PM,6,17,17,17,9,18,50,0.0,1024,21,10,146,5,Libya
2020-02-01,21,15,0.0,6.8,4,49,12:17 PM,12:36 AM,08:03 AM,06:39 PM,5,17,17,17,13,56,45,0.0,1022,21,10,151,8,Libya
2020-02-02,18,14,0.0,10.4,5,57,12:49 PM,01:32 AM,08:02 AM,06:40 PM,11,16,16,16,14,14,71,0.0,1024,18,10,194,10,Libya
2020-02-03,19,13,0.0,10.4,5,64,01:24 PM,02:28 AM,08:01 AM,06:41 PM,10,15,16,15,24,41,69,0.0,1026,19,10,281,16,Libya
2020-02-04,19,14,0.0,10.4,5,72,02:04 PM,03:27 AM,08:01 AM,06:42 PM,8,16,17,16,35,1,57,0.0,1021,19,10,279,23,Libya
2020-02-05,15,12,0.0,6.8,3,79,02:50 PM,04:27 AM,08:00 AM,06:43 PM,7,13,15,13,37,44,61,1.4,1018,15,10,310,25,Libya
2020-02-06,13,11,0.0,5.4,3,87,03:45 PM,05:28 AM,07:59 AM,06:44 PM,3,9,12,9,42,82,56,5.9,1022,13,9,326,30,Libya
2020-02-07,14,9,0.0,10.9,3,95,04:47 PM,06:27 AM,07:58 AM,06:45 PM,4,10,12,10,24,34,58,0.2,1028,14,10,321,18,Libya
2020-02-08,17,8,0.0,10.1,3,100,05:54 PM,07:22 AM,07:58 AM,06:46 PM,3,12,13,12,12,33,52,0.0,1028,17,10,178,8,Libya
2020-02-09,20,11,0.0,10.9,5,100,07:05 PM,08:12 AM,07:57 AM,06:46 PM,1,14,15,14,19,19,41,0.0,1030,20,10,110,11,Libya
2020-02-10,19,13,0.0,10.9,5,83,08:16 PM,08:56 AM,07:56 AM,06:47 PM,2,15,16,15,19,0,40,0.0,1032,19,10,242,12,Libya
2020-02-11,21,13,0.0,10.9,5,75,09:27 PM,09:37 AM,07:55 AM,06:48 PM,0,17,17,17,22,0,33,0.0,1028,21,10,260,14,Libya
2020-02-12,20,12,0.0,11.0,5,68,10:35 PM,10:13 AM,07:54 AM,06:49 PM,-2,16,16,16,21,14,30,0.0,1024,20,10,225,12,Libya
2020-02-13,22,14,0.0,10.1,4,60,11:43 PM,10:49 AM,07:53 AM,06:50 PM,4,17,17,17,13,41,45,0.0,1023,22,10,107,8,Libya
2020-02-14,21,15,0.0,11.0,5,53,No moonrise,11:26 AM,07:52 AM,06:51 PM,5,18,18,18,14,11,45,0.0,1023,21,10,240,10,Libya
2020-02-15,17,13,0.0,11.0,4,45,12:49 AM,12:03 PM,07:51 AM,06:52 PM,11,15,15,15,20,37,76,0.1,1025,17,10,318,15,Libya
2020-02-16,20,11,0.0,11.0,5,38,01:55 AM,12:43 PM,07:50 AM,06:53 PM,9,15,15,15,8,23,69,0.0,1028,20,10,149,6,Libya
2020-02-17,17,12,0.0,11.1,4,30,02:58 AM,01:27 PM,07:49 AM,06:54 PM,7,14,15,14,13,8,60,0.0,1027,17,10,96,10,Libya
2020-02-18,17,13,0.0,11.1,5,22,03:59 AM,02:15 PM,07:48 AM,06:55 PM,7,15,15,15,10,1,61,0.0,1025,17,10,127,8,Libya
2020-02-19,16,11,0.0,8.6,3,15,04:56 AM,03:07 PM,07:47 AM,06:55 PM,9,13,14,13,19,45,70,0.0,1026,16,10,292,14,Libya
2020-02-20,15,12,0.0,5.6,3,7,05:48 AM,04:02 PM,07:46 AM,06:56 PM,8,12,13,12,24,71,70,0.2,1024,15,10,307,17,Libya
2020-02-21,16,10,0.0,5.6,3,0,06:34 AM,04:59 PM,07:45 AM,06:57 PM,9,13,14,13,18,68,69,0.2,1025,16,10,270,13,Libya
2020-02-22,16,11,0.0,10.1,3,0,07:15 AM,05:56 PM,07:44 AM,06:58 PM,8,13,14,13,16,47,69,0.2,1028,16,10,322,12,Libya
2020-02-23,18,13,0.0,11.2,5,0,07:51 AM,06:52 PM,07:43 AM,06:59 PM,7,14,14,14,15,24,61,0.3,1031,18,10,124,12,Libya
2020-02-24,18,11,0.0,11.6,5,0,08:23 AM,07:48 PM,07:42 AM,07:00 PM,6,14,15,14,14,1,53,0.0,1028,18,10,250,11,Libya
2020-02-25,23,12,0.0,11.6,5,8,08:53 AM,08:42 PM,07:41 AM,07:01 PM,3,18,18,18,18,1,37,0.0,1021,23,10,217,12,Libya
2020-02-26,21,15,0.0,10.2,4,15,09:22 AM,09:36 PM,07:40 AM,07:01 PM,4,18,18,18,24,32,40,0.0,1015,21,10,216,16,Libya
2020-02-27,16,13,0.0,11.6,5,23,09:50 AM,10:29 PM,07:39 AM,07:02 PM,8,14,15,14,18,14,65,0.0,1021,16,10,277,14,Libya
2020-02-28,24,12,0.0,11.6,5,30,10:18 AM,11:24 PM,07:37 AM,07:03 PM,6,17,18,17,9,0,51,0.0,1024,24,10,218,7,Libya
2020-02-29,27,16,0.0,11.6,6,38,10:48 AM,No moonset,07:36 AM,07:04 PM,6,21,21,21,12,1,41,0.0,1021,27,10,153,8,Libya
2020-03-01,26,16,0.0,11.6,6,44,11:21 AM,12:19 AM,07:35 AM,07:05 PM,3,21,21,21,24,10,32,0.0,1017,26,10,196,13,Libya
2020-03-02,27,18,0.0,11.6,6,51,11:58 AM,01:16 AM,07:34 AM,07:06 PM,-0,22,22,22,21,10,24,0.0,1015,27,10,197,13,Libya
2020-03-03,18,15,0.0,5.9,4,58,12:40 PM,02:14 AM,07:33 AM,07:06 PM,6,17,17,17,40,60,50,5.5,1012,18,10,278,25,Libya
2020-03-04,17,13,0.0,7.3,3,65,01:30 PM,03:13 AM,07:31 AM,07:07 PM,3,13,14,13,48,51,47,5.2,1012,17,10,269,31,Libya
2020-03-05,17,12,0.0,11.6,5,73,02:26 PM,04:11 AM,07:30 AM,07:08 PM,7,14,15,14,31,19,60,0.0,1017,17,10,267,22,Libya
2020-03-06,29,16,0.0,11.6,5,80,03:30 PM,05:07 AM,07:29 AM,07:09 PM,4,21,21,21,28,32,36,0.0,1011,29,10,200,18,Libya
2020-03-07,15,13,0.0,7.3,3,87,04:38 PM,05:58 AM,07:28 AM,07:10 PM,9,14,15,14,18,43,69,0.2,1013,15,9,182,14,Libya
2020-03-08,16,11,0.0,8.8,3,95,05:50 PM,06:45 AM,07:26 AM,07:10 PM,5,12,13,12,31,42,57,0.3,1019,16,10,293,22,Libya
2020-03-09,16,12,0.0,8.8,3,100,07:02 PM,07:27 AM,07:25 AM,07:11 PM,6,13,14,13,27,61,61,0.7,1021,16,10,299,20,Libya
2020-03-10,13,11,0.0,5.9,3,100,08:13 PM,08:06 AM,07:24 AM,07:12 PM,5,10,12,10,30,71,63,12.8,1014,13,9,295,20,Libya
2020-03-11,17,12,0.0,6.0,3,84,09:24 PM,08:43 AM,07:23 AM,07:13 PM,8,13,14,13,34,73,70,13.0,1019,17,9,122,22,Libya
2020-03-12,17,12,0.0,11.6,3,76,10:33 PM,09:21 AM,07:21 AM,07:13 PM,8,14,14,14,12,22,65,0.0,1024,17,10,217,9,Libya
2020-03-13,23,11,0.0,11.6,5,69,11:42 PM,09:59 AM,07:20 AM,07:14 PM,8,18,18,18,10,2,55,0.0,1020,23,10,212,8,Libya
2020-03-14,26,17,0.0,10.2,5,62,No moonrise,10:39 AM,07:19 AM,07:15 PM,3,21,21,21,20,31,33,0.0,1016,26,10,195,13,Libya
2020-03-15,20,16,0.0,11.6,5,55,12:49 AM,11:23 AM,07:17 AM,07:16 PM,10,18,19,18,14,3,59,0.0,1016,20,10,289,11,Libya
2020-03-16,22,14,0.0,11.6,5,47,01:53 AM,12:11 PM,07:16 AM,07:16 PM,12,17,17,17,18,9,74,0.0,1018,22,10,125,14,Libya
2020-03-17,20,15,0.0,10.2,5,40,02:53 AM,01:03 PM,07:15 AM,07:17 PM,10,16,17,16,46,46,64,0.0,1021,20,10,113,34,Libya
2020-03-18,22,13,0.0,11.6,4,33,03:47 AM,01:58 PM,07:13 AM,07:18 PM,9,16,18,16,41,42,63,2.1,1020,22,10,106,31,Libya
2020-03-19,20,13,0.0,11.6,5,25,04:34 AM,02:54 PM,07:12 AM,07:19 PM,10,15,16,15,37,26,68,0.0,1019,20,10,81,28,Libya
2020-03-20,22,13,0.0,11.6,5,18,05:16 AM,03:51 PM,07:11 AM,07:19 PM,8,16,18,16,39,3,59,0.0,1018,22,10,109,29,Libya
2020-03-21,28,15,0.0,8.8,5,11,05:53 AM,04:47 PM,07:09 AM,07:20 PM,4,20,20,20,48,51,39,8.1,1007,28,9,179,31,Libya
2020-03-22,19,16,0.0,10.2,4,4,06:26 AM,05:43 PM,07:08 AM,07:21 PM,11,17,18,17,38,39,65,0.0,1007,19,10,280,29,Libya
2020-03-23,19,14,0.0,8.8,4,0,06:56 AM,06:36 PM,07:07 AM,07:22 PM,11,16,16,16,19,56,76,0.6,1014,19,10,130,14,Libya
2020-03-24,22,13,0.0,11.6,5,0,07:25 AM,07:31 PM,07:05 AM,07:22 PM,9,17,18,17,30,3,62,0.0,1012,22,10,105,23,Libya
2020-03-25,27,15,0.0,11.6,5,3,07:53 AM,08:24 PM,07:04 AM,07:23 PM,8,19,19,19,52,54,53,2.9,999,27,10,202,39,Libya
2020-03-26,15,12,0.0,10.2,3,11,08:20 AM,09:18 PM,07:03 AM,07:24 PM,3,11,13,11,38,49,50,0.4,1009,15,10,289,30,Libya
2020-03-27,24,9,0.0,11.6,5,18,08:50 AM,10:13 PM,07:01 AM,07:24 PM,0,17,18,17,31,14,33,0.0,1012,24,10,180,21,Libya
2020-03-28,23,15,0.0,11.6,4,25,09:21 AM,11:09 PM,07:00 AM,07:25 PM,7,18,19,18,23,22,48,0.0,1014,23,10,72,16,Libya
2020-03-29,23,15,0.0,10.3,4,32,09:56 AM,No moonset,06:59 AM,07:26 PM,10,18,18,18,35,32,62,1.9,1010,23,10,86,26,Libya
2020-03-30,17,13,0.0,10.3,4,40,10:36 AM,12:07 AM,06:57 AM,07:27 PM,9,15,15,15,26,50,67,3.7,1012,17,10,291,20,Libya
2020-03-31,22,12,0.0,11.6,5,44,11:22 AM,01:04 AM,06:56 AM,07:27 PM,7,17,18,17,14,5,53,0.0,1016,22,10,148,11,Libya
2020-04-01,26,15,0.0,11.6,6,56,12:14 PM,02:01 AM,06:55 AM,07:28 PM,4,20,20,20,21,6,39,0.0,1015,26,10,152,14,Libya
2020-04-02,30,19,0.0,11.6,6,64,01:13 PM,02:56 AM,06:54 AM,07:29 PM,4,23,23,23,31,10,33,0.0,1008,30,10,214,21,Libya
2020-04-03,21,16,0.0,10.3,4,71,02:17 PM,03:48 AM,06:52 AM,07:29 PM,11,19,20,19,23,55,63,0.0,1004,21,10,275,17,Libya
2020-04-04,17,14,0.0,6.4,4,79,03:25 PM,04:35 AM,06:51 AM,07:30 PM,11,15,16,15,39,79,77,11.9,1011,17,9,331,28,Libya
2020-04-05,17,13,0.0,10.3,4,87,04:35 PM,05:18 AM,06:50 AM,07:31 PM,7,14,15,14,22,50,62,0.2,1019,17,10,316,17,Libya
2020-04-06,19,13,0.0,11.6,5,94,05:46 PM,05:58 AM,06:48 AM,07:32 PM,7,16,16,16,11,16,56,0.0,1021,19,10,148,9,Libya
2020-04-07,19,15,0.0,11.6,5,100,06:57 PM,06:35 AM,06:47 AM,07:32 PM,9,17,17,17,15,15,63,0.0,1023,19,10,53,13,Libya
2020-04-08,18,14,0.0,11.6,5,100,08:08 PM,07:12 AM,06:46 AM,07:33 PM,8,15,15,15,19,29,61,0.0,1024,18,10,44,15,Libya
2020-04-09,19,14,0.0,11.6,5,83,09:20 PM,07:50 AM,06:44 AM,07:34 PM,6,16,16,16,20,2,54,0.0,1023,19,10,71,16,Libya
2020-04-10,21,14,0.0,11.6,5,76,10:30 PM,08:30 AM,06:43 AM,07:34 PM,5,16,17,16,24,8,47,0.0,1022,21,10,96,18,Libya
2020-04-11,23,16,0.0,10.3,4,68,11:39 PM,09:14 AM,06:42 AM,07:35 PM,5,18,19,18,25,47,41,0.0,1021,23,10,94,18,Libya
2020-04-12,23,14,0.0,11.6,5,61,No moonrise,10:02 AM,06:41 AM,07:36 PM,7,18,18,18,30,10,48,0.0,1020,23,10,94,22,Libya
2020-04-13,28,16,0.0,11.6,6,53,12:43 AM,10:54 AM,06:39 AM,07:37 PM,6,21,21,22,31,10,38,0.0,1017,28,10,125,22,Libya
2020-04-14,38,22,0.0,11.6,8,46,01:41 AM,11:50 AM,06:38 AM,07:37 PM,4,30,30,30,49,25,24,0.0,1010,38,10,211,31,Libya
2020-04-15,28,22,0.0,11.6,6,38,02:32 AM,12:47 PM,06:37 AM,07:38 PM,12,26,26,24,21,18,49,0.0,1015,28,10,57,14,Libya
2020-04-16,24,19,0.0,10.3,5,30,03:17 AM,01:45 PM,06:36 AM,07:39 PM,12,21,22,21,26,50,57,0.0,1020,24,10,103,17,Libya
2020-04-17,27,19,0.0,11.6,5,23,03:55 AM,02:41 PM,06:35 AM,07:39 PM,11,23,23,22,25,32,50,0.0,1019,27,10,94,19,Libya
2020-04-18,30,21,0.0,11.6,7,15,04:29 AM,03:37 PM,06:33 AM,07:40 PM,9,25,25,25,23,4,38,0.0,1018,30,10,101,17,Libya
2020-04-19,33,21,0.0,11.6,7,8,05:00 AM,04:31 PM,06:32 AM,07:41 PM,4,26,26,26,35,20,26,0.0,1012,33,10,132,24,Libya
2020-04-20,29,24,0.0,7.8,6,0,05:29 AM,05:26 PM,06:31 AM,07:42 PM,7,26,26,26,51,59,31,1.4,1002,29,10,214,35,Libya
2020-04-21,26,22,0.0,11.6,6,0,05:56 AM,06:19 PM,06:30 AM,07:42 PM,9,25,25,24,34,9,39,0.0,1007,26,10,281,26,Libya
2020-04-22,34,21,0.0,11.6,7,0,06:24 AM,07:13 PM,06:29 AM,07:43 PM,5,27,27,27,28,7,28,0.0,1008,34,10,200,20,Libya
2020-04-23,21,18,0.0,11.6,5,0,06:52 AM,08:08 PM,06:28 AM,07:44 PM,10,21,22,21,35,22,51,0.0,1010,21,10,290,27,Libya
2020-04-24,22,15,0.0,11.6,4,7,07:23 AM,09:04 PM,06:27 AM,07:45 PM,11,19,20,19,18,39,62,0.2,1016,22,10,135,14,Libya
2020-04-25,29,18,0.0,11.6,6,15,07:57 AM,10:02 PM,06:26 AM,07:45 PM,8,23,23,23,25,10,40,0.0,1013,29,10,108,18,Libya
2020-04-26,30,21,0.0,11.6,7,22,08:35 AM,11:00 PM,06:25 AM,07:46 PM,9,25,25,24,31,22,40,0.4,1008,30,10,104,22,Libya
2020-04-27,27,20,0.0,11.6,6,30,09:19 AM,11:57 PM,06:23 AM,07:47 PM,14,23,23,23,23,7,58,0.0,1013,27,10,72,17,Libya
2020-04-28,29,22,0.0,11.6,7,37,10:08 AM,No moonset,06:22 AM,07:47 PM,10,25,25,25,22,7,41,0.0,1015,29,10,150,16,Libya
2020-04-29,35,22,0.0,10.4,6,45,11:04 AM,12:52 AM,06:21 AM,07:48 PM,8,28,28,28,29,23,32,0.0,1013,35,10,126,20,Libya
2020-04-30,23,19,0.0,11.6,6,52,12:05 PM,01:44 AM,06:20 AM,07:49 PM,13,22,23,22,31,15,60,0.0,1016,23,10,44,24,Libya
2020-05-01,27,16,0.0,11.6,6,58,01:10 PM,02:31 AM,06:19 AM,07:50 PM,9,23,23,23,11,0,43,0.0,1020,27,10,113,9,Libya
2020-05-02,28,21,0.0,11.6,7,65,02:17 PM,03:14 AM,06:18 AM,07:50 PM,7,25,25,24,16,8,34,0.0,1018,28,10,59,12,Libya
2020-05-03,26,20,0.0,11.6,6,72,03:25 PM,03:53 AM,06:18 AM,07:51 PM,10,25,25,24,14,2,42,0.0,1017,26,10,285,12,Libya
2020-05-04,26,22,0.0,11.6,6,80,04:34 PM,04:29 AM,06:17 AM,07:52 PM,12,25,25,24,17,1,48,0.0,1018,26,10,262,14,Libya
