date_time,Libya_maxtempC,Libya_mintempC,Libya_totalSnow_cm,Libya_sunHour,Libya_uvIndex,Libya_moon_illumination,Libya_moonrise,Libya_moonset,Libya_sunrise,Libya_sunset,Libya_DewPointC,Libya_FeelsLikeC,Libya_HeatIndexC,Libya_WindChillC,Libya_WindGustKmph,Libya_cloudcover,Libya_humidity,Libya_precipMM,Libya_pressure,Libya_tempC,Libya_visibility,Libya_winddirDegree,Libya_windspeedKmph,Libya_location
2020-10-16,25,21,0.0,8.6,5,0,06:30 AM,06:40 PM,07:13 AM,06:32 PM,16,25,25,23,25,61,66,0.3,1013,25,10,24,19,Libya
2020-10-17,23,21,0.0,7.1,5,0,07:42 AM,07:18 PM,07:13 AM,06:31 PM,13,22,23,22,28,72,59,3.5,1016,23,10,47,21,Libya
2020-10-18,23,20,0.0,11.2,6,5,08:55 AM,07:58 PM,07:14 AM,06:30 PM,11,21,22,21,19,17,52,0.0,1018,23,10,30,15,Libya
2020-10-19,23,19,0.0,11.1,5,13,10:07 AM,08:43 PM,07:15 AM,06:29 PM,11,21,22,21,15,40,53,0.3,1022,23,10,19,12,Libya
2020-10-20,24,18,0.0,11.1,6,20,11:18 AM,09:34 PM,07:16 AM,06:28 PM,11,22,22,21,13,1,51,0.0,1023,24,10,69,10,Libya
2020-10-21,26,19,0.0,11.1,6,27,12:24 PM,10:29 PM,07:17 AM,06:27 PM,12,22,22,22,23,0,55,0.0,1023,26,10,112,17,Libya
2020-10-22,28,18,0.0,11.1,6,35,01:24 PM,11:29 PM,07:17 AM,06:26 PM,10,22,22,22,31,1,49,0.0,1023,28,10,122,21,Libya
2020-10-23,31,20,0.0,11.1,7,42,02:15 PM,No moonset,07:18 AM,06:24 PM,8,24,24,25,19,0,38,0.0,1021,31,10,105,12,Libya
2020-10-24,26,22,0.0,11.0,6,49,02:59 PM,12:29 AM,07:19 AM,06:23 PM,11,25,25,24,15,5,44,0.0,1020,26,10,63,11,Libya
2020-10-25,25,21,0.0,11.0,6,56,03:37 PM,01:29 AM,07:20 AM,06:22 PM,15,24,24,22,16,39,64,0.0,1020,25,10,57,12,Libya
2020-10-26,26,19,0.0,11.0,5,64,04:09 PM,02:27 AM,07:21 AM,06:21 PM,15,23,23,22,15,42,63,1.8,1018,26,10,105,11,Libya
2020-10-27,24,19,0.0,10.1,5,71,04:39 PM,03:25 AM,07:21 AM,06:20 PM,14,21,23,21,27,24,66,7.6,1014,24,10,268,18,Libya
2020-10-28,22,18,0.0,11.0,6,78,05:06 PM,04:20 AM,07:22 AM,06:19 PM,10,19,20,19,25,22,52,0.0,1019,22,10,317,19,Libya
2020-10-29,22,19,0.0,5.5,5,85,05:34 PM,05:14 AM,07:23 AM,06:18 PM,12,20,21,20,15,64,59,1.9,1023,22,10,330,11,Libya
2020-10-30,22,19,0.0,7.0,5,93,06:00 PM,06:08 AM,07:24 AM,06:17 PM,13,20,21,20,16,61,65,1.0,1024,22,10,320,12,Libya
2020-10-31,21,19,0.0,5.5,5,97,06:29 PM,07:02 AM,07:25 AM,06:17 PM,14,20,21,20,17,84,68,4.8,1022,21,10,320,12,Libya
2020-11-01,23,18,0.0,10.9,6,89,06:59 PM,07:58 AM,07:26 AM,06:16 PM,14,20,21,20,10,26,67,0.0,1023,23,10,164,7,Libya
2020-11-02,26,20,0.0,10.9,6,81,07:34 PM,08:54 AM,07:27 AM,06:15 PM,13,22,22,22,11,1,58,0.0,1024,26,10,107,9,Libya
2020-11-03,25,20,0.0,10.9,6,74,08:12 PM,09:51 AM,07:27 AM,06:14 PM,11,23,23,22,14,4,52,0.0,1024,25,10,187,11,Libya
2020-11-04,26,19,0.0,10.9,6,66,08:56 PM,10:47 AM,07:28 AM,06:13 PM,10,23,23,22,15,18,46,0.0,1021,26,10,154,10,Libya
2020-11-05,26,21,0.0,10.8,5,58,09:46 PM,11:43 AM,07:29 AM,06:12 PM,10,23,23,23,17,20,45,0.0,1022,26,10,166,11,Libya
2020-11-06,24,19,0.0,10.8,6,51,10:42 PM,12:35 PM,07:30 AM,06:11 PM,14,21,22,21,15,7,65,0.0,1024,24,10,70,11,Libya
2020-11-07,23,19,0.0,10.1,5,43,11:42 PM,01:23 PM,07:31 AM,06:11 PM,14,21,21,21,14,37,68,0.4,1025,23,10,105,11,Libya
2020-11-08,22,18,0.0,5.4,5,36,No moonrise,02:07 PM,07:32 AM,06:10 PM,13,20,21,20,11,51,65,0.9,1025,22,10,77,9,Libya
2020-11-09,24,19,0.0,10.8,6,28,12:45 AM,02:47 PM,07:33 AM,06:09 PM,13,21,21,21,10,8,62,0.0,1023,24,10,173,8,Libya
2020-11-10,22,18,0.0,10.8,6,21,01:51 AM,03:24 PM,07:34 AM,06:09 PM,12,20,22,20,10,10,59,0.0,1022,22,10,97,8,Libya
2020-11-11,20,17,0.0,6.9,4,13,02:58 AM,03:59 PM,07:35 AM,06:08 PM,12,19,19,19,12,50,66,3.9,1022,20,10,166,8,Libya
2020-11-12,22,18,0.0,10.0,4,6,04:06 AM,04:33 PM,07:35 AM,06:07 PM,13,19,20,19,13,48,65,0.6,1024,22,10,58,9,Libya
2020-11-13,22,17,0.0,10.7,5,0,05:16 AM,05:09 PM,07:36 AM,06:07 PM,12,19,20,19,11,15,64,0.0,1025,22,10,97,8,Libya
2020-11-14,25,18,0.0,10.7,6,0,06:27 AM,05:48 PM,07:37 AM,06:06 PM,12,20,21,20,11,7,60,0.0,1025,25,10,143,8,Libya
2020-11-15,24,18,0.0,10.0,5,0,07:40 AM,06:30 PM,07:38 AM,06:06 PM,8,20,20,20,16,16,46,0.0,1023,24,10,202,10,Libya
2020-11-16,23,18,0.0,8.5,5,2,08:53 AM,07:19 PM,07:39 AM,06:05 PM,6,20,21,20,15,62,39,0.0,1022,23,10,205,9,Libya
2020-11-17,23,18,0.0,8.5,5,9,10:04 AM,08:13 PM,07:40 AM,06:05 PM,8,20,20,20,19,37,47,1.3,1020,23,10,220,13,Libya
2020-11-18,20,16,0.0,10.0,4,17,11:10 AM,09:13 PM,07:41 AM,06:04 PM,12,18,18,18,14,75,72,32.1,1020,20,7,247,10,Libya
2020-11-19,21,16,0.0,10.6,5,24,12:07 PM,10:15 PM,07:42 AM,06:04 PM,12,18,18,18,13,27,66,0.2,1022,21,10,269,9,Libya
2020-11-20,20,17,0.0,5.3,4,32,12:55 PM,11:18 PM,07:43 AM,06:03 PM,14,18,19,18,23,68,74,8.8,1020,20,9,295,14,Libya
2020-11-21,17,15,0.0,6.9,4,39,01:36 PM,No moonset,07:44 AM,06:03 PM,10,16,16,16,25,65,68,9.0,1017,17,10,271,17,Libya
2020-11-22,18,12,0.0,10.6,5,47,02:11 PM,12:19 AM,07:45 AM,06:02 PM,6,14,15,14,25,12,56,0.0,1016,18,10,222,17,Libya
2020-11-23,18,14,0.0,5.3,4,54,02:42 PM,01:18 AM,07:45 AM,06:02 PM,12,15,15,15,11,72,79,19.8,1018,18,9,103,8,Libya
2020-11-24,19,12,0.0,6.9,4,62,03:10 PM,02:13 AM,07:46 AM,06:02 PM,12,15,16,15,21,72,77,6.6,1019,19,9,285,15,Libya
2020-11-25,21,17,0.0,10.6,5,70,03:37 PM,03:08 AM,07:47 AM,06:02 PM,13,18,18,18,12,48,69,0.1,1020,21,10,251,8,Libya
2020-11-26,22,16,0.0,10.5,5,77,04:04 PM,04:02 AM,07:48 AM,06:01 PM,12,19,19,19,15,14,64,0.0,1019,22,10,142,10,Libya
2020-11-27,21,15,0.0,10.5,5,85,04:31 PM,04:56 AM,07:49 AM,06:01 PM,9,18,19,18,28,2,58,0.0,1017,21,10,136,18,Libya
2020-11-28,23,16,0.0,10.5,5,92,05:01 PM,05:51 AM,07:50 AM,06:01 PM,6,19,19,19,39,2,44,0.0,1011,23,10,189,24,Libya
2020-11-29,20,14,0.0,10.5,5,100,05:34 PM,06:47 AM,07:51 AM,06:01 PM,4,17,17,17,45,9,41,0.0,1012,20,10,252,29,Libya
2020-11-30,19,16,0.0,5.2,4,100,06:11 PM,07:44 AM,07:52 AM,06:01 PM,11,17,17,17,36,61,66,2.6,1018,19,10,296,24,Libya
2020-12-01,18,16,0.0,5.2,4,89,06:54 PM,08:41 AM,07:52 AM,06:01 PM,13,17,17,17,18,78,77,6.3,1020,18,10,279,12,Libya
2020-12-02,20,14,0.0,10.5,5,82,07:43 PM,09:38 AM,07:53 AM,06:01 PM,7,17,17,17,21,5,54,0.0,1015,20,10,207,13,Libya
2020-12-03,19,13,0.0,10.5,5,75,08:36 PM,10:32 AM,07:54 AM,06:00 PM,5,15,16,15,33,14,50,0.0,1011,19,10,251,21,Libya
2020-12-04,20,12,0.0,10.5,5,67,09:36 PM,11:22 AM,07:55 AM,06:00 PM,5,15,16,15,19,5,50,0.0,1011,20,10,210,12,Libya
2020-12-05,24,15,0.0,10.5,6,60,10:37 PM,12:07 PM,07:56 AM,06:01 PM,8,19,19,19,25,9,48,0.0,1006,24,10,174,14,Libya
2020-12-06,16,13,0.0,10.5,4,53,11:41 PM,12:47 PM,07:56 AM,06:01 PM,3,14,15,14,44,5,43,0.0,1007,16,10,238,28,Libya
2020-12-07,16,9,0.0,10.4,4,46,No moonrise,01:24 PM,07:57 AM,06:01 PM,-3,11,12,11,31,3,36,0.0,1017,16,10,247,20,Libya
2020-12-08,19,10,0.0,10.4,4,38,12:45 AM,01:58 PM,07:58 AM,06:01 PM,2,13,14,13,39,6,44,0.0,1017,19,10,236,25,Libya
2020-12-09,18,14,0.0,10.0,4,31,01:51 AM,02:31 PM,07:59 AM,06:01 PM,3,14,16,14,43,30,43,0.2,1015,18,10,249,27,Libya
2020-12-10,15,10,0.0,10.4,4,24,02:56 AM,03:05 PM,07:59 AM,06:01 PM,2,10,12,10,36,23,50,0.8,1017,15,9,254,25,Libya
2020-12-11,15,11,0.0,8.3,3,17,04:04 AM,03:40 PM,08:00 AM,06:01 PM,3,10,12,10,40,44,56,4.0,1012,15,10,242,26,Libya
2020-12-12,20,14,0.0,8.3,4,9,05:15 AM,04:19 PM,08:01 AM,06:02 PM,10,16,17,16,39,66,67,8.3,1006,20,9,269,26,Libya
2020-12-13,16,14,0.0,5.0,4,2,06:26 AM,05:04 PM,08:01 AM,06:02 PM,8,14,15,14,51,80,63,10.1,1009,16,9,298,37,Libya
2020-12-14,16,13,0.0,8.3,3,0,07:39 AM,05:55 PM,08:02 AM,06:02 PM,8,13,14,13,32,54,66,0.9,1017,16,10,292,21,Libya
2020-12-15,18,13,0.0,9.9,4,0,08:47 AM,06:53 PM,08:03 AM,06:02 PM,6,15,15,15,12,34,56,0.0,1020,18,10,182,8,Libya
2020-12-16,20,13,0.0,10.0,5,5,09:50 AM,07:56 PM,08:03 AM,06:03 PM,3,16,16,16,11,36,42,0.0,1021,20,10,143,6,Libya
2020-12-17,21,13,0.0,9.9,4,12,10:44 AM,09:00 PM,08:04 AM,06:03 PM,3,16,16,16,22,36,41,0.0,1020,21,10,149,13,Libya
2020-12-18,20,14,0.0,10.0,5,20,11:30 AM,10:04 PM,08:04 AM,06:04 PM,7,15,16,15,33,40,55,0.0,1020,20,10,125,21,Libya
2020-12-19,20,14,0.0,9.9,4,27,12:09 PM,11:05 PM,08:05 AM,06:04 PM,8,15,16,15,36,24,59,0.0,1018,20,10,124,23,Libya
2020-12-20,21,14,0.0,10.0,5,34,12:42 PM,No moonset,08:06 AM,06:04 PM,7,17,17,17,22,5,54,0.0,1016,21,10,202,13,Libya
2020-12-21,19,14,0.0,10.0,5,41,01:12 PM,12:03 AM,08:06 AM,06:05 PM,10,16,17,16,12,23,67,0.0,1019,19,10,157,8,Libya
2020-12-22,20,14,0.0,8.3,4,49,01:40 PM,01:00 AM,08:07 AM,06:05 PM,12,17,17,17,8,52,74,0.4,1023,20,10,142,5,Libya
2020-12-23,19,14,0.0,10.0,4,56,02:06 PM,01:54 AM,08:07 AM,06:06 PM,12,17,17,17,9,45,75,0.4,1027,19,10,83,6,Libya
2020-12-24,21,15,0.0,10.0,5,63,02:33 PM,02:48 AM,08:07 AM,06:07 PM,12,18,18,18,11,2,70,0.0,1026,21,10,226,8,Libya
2020-12-25,20,14,0.0,10.0,5,70,03:02 PM,03:43 AM,08:08 AM,06:07 PM,7,16,17,16,20,0,53,0.0,1022,20,10,234,13,Libya
2020-12-26,21,14,0.0,10.0,5,78,03:34 PM,04:38 AM,08:08 AM,06:08 PM,4,16,17,16,29,13,44,0.0,1016,21,10,206,17,Libya
2020-12-27,12,9,0.0,9.9,3,85,04:09 PM,05:35 AM,08:09 AM,06:08 PM,4,8,11,8,39,47,62,7.8,1016,12,10,269,28,Libya
2020-12-28,14,7,0.0,10.0,4,92,04:50 PM,06:32 AM,08:09 AM,06:09 PM,-1,8,10,8,29,0,45,0.0,1016,14,10,231,19,Libya
2020-12-29,18,9,0.0,8.3,3,100,05:37 PM,07:30 AM,08:09 AM,06:10 PM,-3,11,13,11,26,43,34,0.0,1014,18,10,224,15,Libya
2020-12-30,20,12,0.0,10.0,5,100,06:30 PM,08:25 AM,08:09 AM,06:10 PM,-0,15,15,15,27,10,36,0.0,1013,20,10,239,15,Libya
2020-12-31,16,10,0.0,8.3,3,89,07:29 PM,09:18 AM,08:10 AM,06:11 PM,5,12,13,12,21,38,57,0.5,1017,16,10,231,13,Libya
2021-01-01,18,12,0.0,10.0,4,79,08:30 PM,10:05 AM,08:10 AM,06:12 PM,7,14,14,14,18,30,61,0.0,1015,18,10,144,12,Libya
2021-01-02,16,12,0.0,10.0,4,71,09:35 PM,10:48 AM,08:10 AM,06:13 PM,4,14,14,14,18,3,53,0.0,1013,16,10,237,12,Libya
2021-01-03,18,10,0.0,8.3,3,64,10:39 PM,11:26 AM,08:10 AM,06:13 PM,0,14,14,14,14,36,40,0.0,1015,18,10,246,9,Libya
2021-01-04,13,8,0.0,10.0,4,57,11:43 PM,12:01 PM,08:10 AM,06:14 PM,-1,9,11,9,26,7,45,0.0,1018,13,10,257,17,Libya
2021-01-05,17,9,0.0,10.0,3,50,No moonrise,12:33 PM,08:11 AM,06:15 PM,-5,12,13,12,13,19,30,0.0,1018,17,10,173,7,Libya
2021-01-06,21,12,0.0,10.1,5,42,12:47 AM,01:06 PM,08:11 AM,06:16 PM,2,15,16,15,17,12,40,0.0,1017,21,10,186,9,Libya
2021-01-07,24,15,0.0,10.1,5,35,01:53 AM,01:39 PM,08:11 AM,06:16 PM,2,19,19,19,27,3,34,0.0,1016,24,10,203,14,Libya
2021-01-08,27,18,0.0,10.1,6,28,03:00 AM,02:15 PM,08:11 AM,06:17 PM,6,22,22,22,40,11,35,0.0,1015,27,10,224,22,Libya
2021-01-09,30,21,0.0,10.1,7,20,04:08 AM,02:56 PM,08:11 AM,06:18 PM,5,25,25,25,45,8,29,0.0,1013,30,10,198,24,Libya
2021-01-10,31,22,0.0,10.1,7,13,05:18 AM,03:42 PM,08:11 AM,06:19 PM,2,25,25,26,58,8,22,0.0,1011,31,10,200,31,Libya
2021-01-11,22,17,0.0,10.1,5,6,06:27 AM,04:35 PM,08:10 AM,06:20 PM,9,20,20,20,14,20,53,0.0,1011,22,10,107,9,Libya
2021-01-12,17,14,0.0,5.1,4,0,07:32 AM,05:36 PM,08:10 AM,06:21 PM,10,15,16,15,25,86,68,3.4,1017,17,10,285,19,Libya
2021-01-13,14,12,0.0,5.1,3,0,08:30 AM,06:39 PM,08:10 AM,06:22 PM,5,10,13,10,42,81,61,2.2,1023,14,10,300,30,Libya
2021-01-14,15,9,0.0,5.1,3,1,09:20 AM,07:45 PM,08:10 AM,06:23 PM,6,11,13,11,32,75,61,0.6,1022,15,10,280,22,Libya
2021-01-15,15,10,0.0,6.7,3,8,10:02 AM,08:48 PM,08:10 AM,06:24 PM,5,10,12,10,31,49,61,0.2,1019,15,10,274,20,Libya
2021-01-16,15,10,0.0,5.1,3,16,10:38 AM,09:49 PM,08:10 AM,06:24 PM,5,10,12,10,30,62,64,4.4,1018,15,10,274,20,Libya
2021-01-17,14,11,0.0,8.3,3,23,11:11 AM,10:47 PM,08:09 AM,06:25 PM,6,10,12,10,31,56,67,6.0,1023,14,10,298,21,Libya
2021-01-18,15,9,0.0,10.0,3,30,11:40 AM,11:44 PM,08:09 AM,06:26 PM,4,9,12,9,39,32,60,0.2,1024,15,10,278,26,Libya
2021-01-19,15,11,0.0,10.0,3,38,12:07 PM,No moonset,08:09 AM,06:27 PM,6,12,13,12,15,37,62,0.2,1029,15,10,278,10,Libya
2021-01-20,17,10,0.0,10.0,3,45,12:34 PM,12:38 AM,08:08 AM,06:28 PM,4,13,13,13,16,19,53,0.0,1029,17,10,168,11,Libya
2021-01-21,18,11,0.0,10.0,3,52,01:02 PM,01:33 AM,08:08 AM,06:29 PM,2,13,14,13,24,25,44,0.0,1025,18,10,181,14,Libya
2021-01-22,19,12,0.0,10.2,5,59,01:32 PM,02:27 AM,08:08 AM,06:30 PM,1,14,15,14,23,8,39,0.0,1021,19,10,217,14,Libya
2021-01-23,18,13,0.0,10.2,5,67,02:06 PM,03:24 AM,08:07 AM,06:31 PM,3,15,15,15,35,16,45,0.0,1016,18,10,259,21,Libya
2021-01-24,19,11,0.0,10.3,4,74,02:44 PM,04:20 AM,08:07 AM,06:32 PM,3,14,15,14,33,13,47,0.0,1017,19,10,234,21,Libya
2021-01-25,20,13,0.0,10.3,5,81,03:28 PM,05:18 AM,08:06 AM,06:33 PM,4,15,16,15,23,20,46,0.0,1017,20,10,245,13,Libya
2021-01-26,19,14,0.0,10.0,4,88,04:18 PM,06:15 AM,08:06 AM,06:34 PM,7,15,16,15,42,30,55,0.1,1015,19,10,279,27,Libya
2021-01-27,15,11,0.0,10.3,4,96,05:16 PM,07:09 AM,08:05 AM,06:35 PM,4,11,13,11,30,22,57,0.0,1022,15,10,302,21,Libya
2021-01-28,17,11,0.0,10.0,3,100,06:18 PM,07:59 AM,08:05 AM,06:36 PM,6,13,14,13,39,40,59,0.1,1021,17,10,281,26,Libya
2021-01-29,22,13,0.0,10.3,5,90,07:23 PM,08:44 AM,08:04 AM,06:37 PM,7,16,17,16,33,9,54,0.0,1022,22,10,249,20,Libya
2021-01-30,23,15,0.0,10.3,5,82,08:29 PM,09:25 AM,08:04 AM,06:38 PM,4,18,19,18,38,2,38,0.0,1017,23,10,249,22,Libya
2021-01-31,21,15,0.0,10.4,4,79,09:35 PM,10:01 AM,08:03 AM,06:39 PM,2,18,18,18,42,29,38,0.4,1008,21,10,254,26,Libya
2021-02-01,19,12,0.0,10.4,5,63,10:40 PM,10:35 AM,08:02 AM,06:40 PM,5,14,15,14,28,33,55,0.5,1011,19,10,269,20,Libya
2021-02-02,17,13,0.0,5.2,4,55,11:46 PM,11:08 AM,08:02 AM,06:41 PM,9,14,15,14,35,76,67,8.6,1014,17,9,293,23,Libya
2021-02-03,18,13,0.0,8.4,4,48,No moonrise,11:41 AM,08:01 AM,06:42 PM,10,14,15,14,21,37,71,0.6,1020,18,10,296,14,Libya
2021-02-04,23,14,0.0,10.0,4,40,12:52 AM,12:15 PM,08:00 AM,06:42 PM,7,18,19,18,13,23,49,0.0,1022,23,10,163,8,Libya
2021-02-05,27,16,0.0,10.8,5,33,02:00 AM,12:54 PM,07:59 AM,06:43 PM,2,21,21,21,20,19,31,0.0,1020,27,10,162,11,Libya
2021-02-06,27,17,0.0,10.9,5,25,03:08 AM,01:37 PM,07:59 AM,06:44 PM,-1,22,22,22,24,20,23,0.0,1015,27,10,173,13,Libya
2021-02-07,27,21,0.0,10.1,5,18,04:15 AM,02:27 PM,07:58 AM,06:45 PM,-1,23,23,24,40,53,21,0.0,1008,27,10,192,22,Libya
