date_time,Mozambique_maxtempC,Mozambique_mintempC,Mozambique_totalSnow_cm,Mozambique_sunHour,Mozambique_uvIndex,Mozambique_moon_illumination,Mozambique_moonrise,Mozambique_moonset,Mozambique_sunrise,Mozambique_sunset,Mozambique_DewPointC,Mozambique_FeelsLikeC,Mozambique_HeatIndexC,Mozambique_WindChillC,Mozambique_WindGustKmph,Mozambique_cloudcover,Mozambique_humidity,Mozambique_precipMM,Mozambique_pressure,Mozambique_tempC,Mozambique_visibility,Mozambique_winddirDegree,Mozambique_windspeedKmph,Mozambique_location
2020-11-24,39,26,0.0,13.7,8,62,01:26 PM,01:31 AM,04:50 AM,06:23 PM,21,36,36,32,22,18,56,0.3,1005,39,10,97,15,Mozambique
2020-11-25,26,22,0.0,8.6,5,70,02:16 PM,02:01 AM,04:50 AM,06:24 PM,20,26,26,24,33,92,78,15.3,1013,26,9,172,22,Mozambique
2020-11-26,29,21,0.0,12.1,6,77,03:07 PM,02:31 AM,04:50 AM,06:24 PM,19,26,26,24,20,64,73,1.6,1014,29,10,148,15,Mozambique
2020-11-27,28,20,0.0,8.6,6,85,03:58 PM,03:02 AM,04:50 AM,06:25 PM,21,27,27,25,21,82,76,0.8,1017,28,10,177,16,Mozambique
2020-11-28,27,21,0.0,11.0,5,92,04:50 PM,03:34 AM,04:50 AM,06:26 PM,20,26,26,24,20,80,79,6.0,1016,27,8,104,15,Mozambique
2020-11-29,29,22,0.0,9.8,6,100,05:43 PM,04:07 AM,04:49 AM,06:27 PM,19,28,28,26,28,48,68,1.6,1012,29,10,121,19,Mozambique
2020-11-30,28,20,0.0,13.8,7,100,06:38 PM,04:45 AM,04:49 AM,06:27 PM,16,25,25,24,18,22,64,0.0,1013,28,10,121,14,Mozambique
2020-12-01,34,22,0.0,13.3,6,89,07:34 PM,05:27 AM,04:49 AM,06:28 PM,20,29,29,26,25,29,70,7.8,1008,34,10,109,18,Mozambique
2020-12-02,24,21,0.0,8.6,5,82,08:28 PM,06:13 AM,04:50 AM,06:29 PM,18,24,24,22,28,97,76,24.9,1015,24,8,159,20,Mozambique
2020-12-03,26,21,0.0,11.0,5,75,09:21 PM,07:05 AM,04:50 AM,06:29 PM,16,24,24,23,16,68,65,0.4,1017,26,10,105,12,Mozambique
2020-12-04,28,21,0.0,8.6,6,67,10:10 PM,08:01 AM,04:50 AM,06:30 PM,18,25,25,24,16,65,69,0.2,1016,28,10,133,12,Mozambique
2020-12-05,25,20,0.0,8.6,5,60,10:55 PM,08:59 AM,04:50 AM,06:31 PM,19,24,24,22,19,87,81,5.4,1019,25,10,155,14,Mozambique
2020-12-06,30,20,0.0,13.8,7,53,11:37 PM,10:00 AM,04:50 AM,06:32 PM,19,26,26,25,21,29,72,0.4,1015,30,10,132,16,Mozambique
2020-12-07,29,22,0.0,13.8,7,46,No moonrise,11:00 AM,04:50 AM,06:32 PM,20,27,27,25,23,24,72,0.0,1017,29,10,46,17,Mozambique
2020-12-08,28,22,0.0,12.2,6,38,12:16 AM,12:01 PM,04:50 AM,06:33 PM,19,26,26,25,21,35,72,0.1,1019,28,10,89,16,Mozambique
2020-12-09,29,21,0.0,13.3,7,31,12:53 AM,01:02 PM,04:50 AM,06:34 PM,18,26,26,25,23,31,70,0.0,1013,29,10,37,17,Mozambique
2020-12-10,31,22,0.0,13.8,7,24,01:31 AM,02:05 PM,04:51 AM,06:34 PM,19,28,28,26,20,9,67,0.0,1010,31,10,50,15,Mozambique
2020-12-11,34,24,0.0,13.8,7,17,02:08 AM,03:09 PM,04:51 AM,06:35 PM,20,30,30,28,19,8,62,0.0,1009,34,10,42,14,Mozambique
2020-12-12,33,25,0.0,13.9,7,9,02:49 AM,04:16 PM,04:51 AM,06:36 PM,21,30,30,28,16,13,69,0.0,1010,33,10,136,13,Mozambique
2020-12-13,30,24,0.0,11.0,6,2,03:35 AM,05:25 PM,04:52 AM,06:36 PM,21,28,28,26,19,56,74,1.0,1014,30,10,121,14,Mozambique
2020-12-14,33,23,0.0,13.9,7,0,04:25 AM,06:33 PM,04:52 AM,06:37 PM,22,31,31,28,17,23,73,0.0,1010,33,10,156,13,Mozambique
2020-12-15,34,25,0.0,11.0,6,0,05:22 AM,07:39 PM,04:52 AM,06:37 PM,23,31,31,28,12,59,75,10.3,1009,34,9,154,8,Mozambique
2020-12-16,25,23,0.0,9.8,5,5,06:22 AM,08:38 PM,04:53 AM,06:38 PM,20,26,26,24,26,77,78,8.8,1014,25,10,175,18,Mozambique
2020-12-17,31,21,0.0,13.3,7,12,07:26 AM,09:31 PM,04:53 AM,06:39 PM,20,27,27,25,16,59,71,0.3,1013,31,10,146,12,Mozambique
2020-12-18,26,23,0.0,11.0,5,20,08:27 AM,10:16 PM,04:53 AM,06:39 PM,21,26,26,24,12,62,84,17.9,1014,26,8,202,7,Mozambique
2020-12-19,29,22,0.0,13.9,7,27,09:27 AM,10:55 PM,04:54 AM,06:40 PM,20,28,28,25,14,42,74,0.0,1014,29,10,175,11,Mozambique
2020-12-20,32,23,0.0,13.3,7,34,10:23 AM,11:30 PM,04:54 AM,06:40 PM,21,29,29,27,20,31,73,0.0,1013,32,10,123,15,Mozambique
2020-12-21,31,24,0.0,13.3,6,41,11:18 AM,No moonset,04:55 AM,06:41 PM,21,29,29,27,17,31,71,0.3,1013,31,10,83,13,Mozambique
2020-12-22,32,24,0.0,13.9,6,49,12:09 PM,12:02 AM,04:55 AM,06:41 PM,21,30,30,27,17,14,71,0.0,1009,32,10,84,13,Mozambique
2020-12-23,36,25,0.0,13.3,7,56,01:00 PM,12:32 AM,04:56 AM,06:42 PM,22,33,33,30,27,32,68,34.6,1006,36,9,183,18,Mozambique
2020-12-24,27,23,0.0,8.7,6,63,01:51 PM,01:03 AM,04:56 AM,06:42 PM,22,27,27,25,28,87,83,31.3,1010,27,6,168,18,Mozambique
2020-12-25,28,23,0.0,11.0,6,70,02:42 PM,01:34 AM,04:57 AM,06:43 PM,20,27,27,25,18,63,75,0.8,1012,28,10,135,14,Mozambique
2020-12-26,31,24,0.0,12.2,6,78,03:35 PM,02:07 AM,04:58 AM,06:43 PM,22,30,30,27,16,42,75,0.7,1011,31,10,158,12,Mozambique
2020-12-27,34,24,0.0,13.9,8,85,04:29 PM,02:43 AM,04:58 AM,06:43 PM,22,32,32,29,21,9,71,0.0,1009,34,10,73,15,Mozambique
2020-12-28,29,25,0.0,11.0,6,92,05:25 PM,03:23 AM,04:59 AM,06:44 PM,22,29,29,26,19,56,80,1.1,1012,29,10,141,14,Mozambique
2020-12-29,34,25,0.0,13.3,7,100,06:21 PM,04:08 AM,04:59 AM,06:44 PM,22,31,31,28,13,37,72,0.1,1010,34,10,140,10,Mozambique
2020-12-30,33,24,0.0,13.4,7,100,07:15 PM,04:59 AM,05:00 AM,06:44 PM,22,32,32,28,17,5,72,0.0,1009,33,10,96,13,Mozambique
2020-12-31,33,26,0.0,9.6,7,89,08:06 PM,05:54 AM,05:01 AM,06:45 PM,24,34,34,29,13,57,77,5.2,1010,33,9,85,10,Mozambique
2021-01-01,33,24,0.0,12.1,6,79,08:54 PM,06:53 AM,05:01 AM,06:45 PM,22,31,31,28,31,53,74,13.3,1012,33,9,216,20,Mozambique
2021-01-02,22,18,0.0,8.4,5,71,09:38 PM,07:54 AM,05:02 AM,06:45 PM,17,21,22,21,41,100,79,12.2,1020,22,6,185,29,Mozambique
2021-01-03,29,20,0.0,13.3,7,64,10:17 PM,08:55 AM,05:03 AM,06:45 PM,19,27,27,25,19,53,68,0.1,1017,29,10,150,14,Mozambique
2021-01-04,32,24,0.0,12.1,6,57,10:54 PM,09:55 AM,05:03 AM,06:46 PM,22,30,30,27,13,52,72,0.3,1012,32,10,140,10,Mozambique
2021-01-05,32,25,0.0,13.4,6,50,11:31 PM,10:56 AM,05:04 AM,06:46 PM,22,31,31,28,18,38,70,1.3,1009,32,10,84,14,Mozambique
2021-01-06,34,24,0.0,13.3,6,42,No moonrise,11:56 AM,05:05 AM,06:46 PM,23,31,31,28,23,45,76,10.7,1008,34,9,140,15,Mozambique
2021-01-07,29,22,0.0,10.8,6,35,12:07 AM,12:58 PM,05:06 AM,06:46 PM,20,28,28,25,24,73,73,1.4,1013,29,10,171,17,Mozambique
2021-01-08,31,22,0.0,13.4,7,28,12:45 AM,02:01 PM,05:06 AM,06:46 PM,21,28,28,26,15,24,73,0.1,1010,31,10,138,11,Mozambique
2021-01-09,29,23,0.0,12.0,6,20,01:27 AM,03:07 PM,05:07 AM,06:46 PM,19,27,27,25,14,42,70,0.1,1010,29,10,133,10,Mozambique
2021-01-10,32,22,0.0,13.4,7,13,02:14 AM,04:14 PM,05:08 AM,06:46 PM,19,28,28,26,15,18,66,0.0,1010,32,10,189,11,Mozambique
2021-01-11,30,23,0.0,13.4,7,6,03:06 AM,05:20 PM,05:09 AM,06:46 PM,19,28,28,26,19,23,68,0.0,1013,30,10,146,14,Mozambique
2021-01-12,32,23,0.0,13.4,7,0,04:04 AM,06:21 PM,05:09 AM,06:46 PM,19,28,28,27,16,5,66,0.0,1013,32,10,147,11,Mozambique
2021-01-13,31,23,0.0,13.3,7,0,05:06 AM,07:17 PM,05:10 AM,06:46 PM,21,29,29,27,17,28,71,0.0,1013,31,10,145,13,Mozambique
2021-01-14,31,23,0.0,12.0,6,1,06:08 AM,08:06 PM,05:11 AM,06:46 PM,22,29,29,27,17,49,75,0.6,1012,31,10,137,13,Mozambique
2021-01-15,31,25,0.0,10.8,6,8,07:10 AM,08:49 PM,05:12 AM,06:46 PM,22,31,31,28,15,58,74,1.5,1008,31,10,111,12,Mozambique
2021-01-16,37,25,0.0,13.3,7,16,08:09 AM,09:27 PM,05:13 AM,06:46 PM,23,35,35,31,26,27,69,16.1,1003,37,9,137,17,Mozambique
2021-01-17,28,24,0.0,8.3,6,23,09:06 AM,10:00 PM,05:13 AM,06:46 PM,21,28,28,26,25,82,78,47.4,1009,28,9,164,18,Mozambique
2021-01-18,27,23,0.0,9.6,6,30,09:59 AM,10:31 PM,05:14 AM,06:46 PM,20,27,27,25,23,73,74,3.0,1012,27,10,163,16,Mozambique
2021-01-19,29,22,0.0,12.0,6,38,10:51 AM,11:02 PM,05:15 AM,06:46 PM,20,27,27,25,19,54,73,0.8,1012,29,10,126,13,Mozambique
2021-01-20,30,24,0.0,9.5,6,45,11:43 AM,11:33 PM,05:16 AM,06:45 PM,22,29,29,26,17,72,77,0.4,1013,30,10,175,12,Mozambique
2021-01-21,29,22,0.0,10.8,6,52,12:33 PM,No moonset,05:17 AM,06:45 PM,20,28,28,25,22,57,72,1.4,1015,29,10,148,16,Mozambique
2021-01-22,30,23,0.0,13.3,6,59,01:26 PM,12:05 AM,05:17 AM,06:45 PM,20,28,28,26,16,32,69,0.2,1013,30,10,129,12,Mozambique
2021-01-23,31,22,0.0,12.0,6,67,02:19 PM,12:39 AM,05:18 AM,06:45 PM,21,29,29,26,15,58,75,0.2,1010,31,10,142,11,Mozambique
2021-01-24,27,24,0.0,9.5,6,74,03:14 PM,01:18 AM,05:19 AM,06:44 PM,24,30,30,26,32,69,88,54.5,1009,27,6,109,17,Mozambique
2021-01-25,24,21,0.0,8.3,5,81,04:09 PM,02:00 AM,05:20 AM,06:44 PM,20,25,25,23,33,92,88,19.5,1014,24,8,191,22,Mozambique
2021-01-26,31,20,0.0,12.0,6,88,05:05 PM,02:49 AM,05:21 AM,06:44 PM,21,27,27,25,16,57,80,3.5,1012,31,10,148,11,Mozambique
2021-01-27,32,25,0.0,13.2,6,96,05:58 PM,03:43 AM,05:21 AM,06:43 PM,23,32,32,28,21,31,77,0.1,1009,32,10,68,15,Mozambique
2021-01-28,27,22,0.0,9.5,6,100,06:48 PM,04:41 AM,05:22 AM,06:43 PM,22,28,28,25,25,66,82,8.4,1011,27,9,173,16,Mozambique
2021-01-29,30,22,0.0,12.0,6,90,07:34 PM,05:43 AM,05:23 AM,06:42 PM,20,28,28,25,17,55,74,0.0,1014,30,10,170,13,Mozambique
2021-01-30,31,23,0.0,12.0,6,82,08:15 PM,06:45 AM,05:24 AM,06:42 PM,22,29,29,27,12,49,76,0.1,1012,31,10,140,9,Mozambique
2021-01-31,31,25,0.0,10.7,6,79,08:55 PM,07:48 AM,05:24 AM,06:42 PM,23,31,31,27,12,56,77,0.2,1009,31,10,152,9,Mozambique
2021-02-01,30,22,0.0,12.0,6,63,09:32 PM,08:49 AM,05:25 AM,06:41 PM,22,29,29,26,29,53,77,9.3,1010,30,9,205,20,Mozambique
2021-02-02,22,17,0.0,8.2,5,55,10:08 PM,09:51 AM,05:26 AM,06:41 PM,18,21,23,21,40,99,78,12.1,1018,22,6,190,27,Mozambique
2021-02-03,29,20,0.0,10.7,6,48,10:46 PM,10:52 AM,05:27 AM,06:40 PM,20,26,26,24,21,71,81,6.4,1015,29,8,199,15,Mozambique
2021-02-04,32,23,0.0,13.1,6,40,11:26 PM,11:55 AM,05:27 AM,06:39 PM,24,32,32,27,12,52,80,1.5,1012,32,9,182,8,Mozambique
2021-02-05,30,25,0.0,8.2,6,33,No moonrise,12:59 PM,05:28 AM,06:39 PM,24,30,30,27,20,69,85,31.6,1013,30,8,162,12,Mozambique
2021-02-06,29,23,0.0,12.0,6,25,12:10 AM,02:03 PM,05:29 AM,06:38 PM,22,28,28,26,16,57,83,0.3,1012,29,10,162,11,Mozambique
2021-02-07,32,23,0.0,13.1,7,18,12:59 AM,03:08 PM,05:30 AM,06:38 PM,22,30,30,27,12,15,76,0.0,1009,32,10,147,9,Mozambique
