date_time,Norway_maxtempC,Norway_mintempC,Norway_totalSnow_cm,Norway_sunHour,Norway_uvIndex,Norway_moon_illumination,Norway_moonrise,Norway_moonset,Norway_sunrise,Norway_sunset,Norway_DewPointC,Norway_FeelsLikeC,Norway_HeatIndexC,Norway_WindChillC,Norway_WindGustKmph,Norway_cloudcover,Norway_humidity,Norway_precipMM,Norway_pressure,Norway_tempC,Norway_visibility,Norway_winddirDegree,Norway_windspeedKmph,Norway_location
2020-07-26,14,6,0.0,13.2,3,39,11:42 AM,10:59 PM,03:46 AM,09:00 PM,13,12,12,12,15,100,98,41.5,1005,14,6,108,10,Norway
2020-07-27,18,10,0.0,12.2,4,46,01:16 PM,11:08 PM,03:48 AM,08:58 PM,11,14,14,14,17,74,80,1.3,1009,18,9,179,13,Norway
2020-07-28,15,12,0.0,10.7,3,53,02:51 PM,11:20 PM,03:50 AM,08:56 PM,11,12,13,12,18,94,92,24.2,1003,15,7,123,12,Norway
2020-07-29,17,9,0.0,11.4,3,61,04:25 PM,11:37 PM,03:52 AM,08:53 PM,10,13,13,13,7,80,85,8.3,1001,17,7,158,5,Norway
2020-07-30,22,10,0.0,14.5,4,68,05:56 PM,No moonset,03:55 AM,08:51 PM,10,16,17,16,11,43,71,0.4,1007,22,9,310,7,Norway
2020-07-31,24,13,0.0,14.5,6,72,07:14 PM,12:02 AM,03:57 AM,08:48 PM,10,19,20,19,11,23,61,0.0,1015,24,10,184,7,Norway
2020-08-01,22,14,0.0,14.5,5,82,08:12 PM,12:43 AM,03:59 AM,08:46 PM,12,18,19,18,11,19,68,0.0,1015,22,10,171,9,Norway
2020-08-02,15,13,0.0,10.3,3,90,08:51 PM,01:43 AM,04:01 AM,08:43 PM,13,14,14,14,9,88,95,4.0,1006,15,8,132,7,Norway
2020-08-03,18,12,0.0,14.5,4,97,09:15 PM,02:58 AM,04:04 AM,08:41 PM,8,14,14,14,12,52,68,0.1,1002,18,7,225,9,Norway
2020-08-04,18,11,0.0,11.1,4,100,09:30 PM,04:21 AM,04:06 AM,08:38 PM,8,15,15,15,9,65,66,1.3,1007,18,9,150,6,Norway
2020-08-05,15,9,0.0,10.2,3,88,09:41 PM,05:46 AM,04:08 AM,08:35 PM,12,11,13,11,18,84,92,15.3,1008,15,7,179,12,Norway
2020-08-06,21,11,0.0,10.1,4,81,09:48 PM,07:08 AM,04:11 AM,08:33 PM,14,16,16,16,11,92,86,0.2,1017,21,5,178,8,Norway
2020-08-07,20,14,0.0,10.1,4,74,09:55 PM,08:28 AM,04:13 AM,08:30 PM,14,17,17,17,14,79,84,0.3,1023,20,7,175,10,Norway
2020-08-08,24,14,0.0,12.7,5,67,10:01 PM,09:46 AM,04:16 AM,08:28 PM,14,19,19,19,15,63,78,0.8,1020,24,6,181,11,Norway
2020-08-09,23,14,0.0,14.5,4,59,10:07 PM,11:03 AM,04:18 AM,08:25 PM,12,18,19,18,12,23,68,0.0,1021,23,10,73,9,Norway
2020-08-10,22,14,0.0,10.9,4,52,10:14 PM,12:20 PM,04:20 AM,08:22 PM,10,17,18,17,11,53,64,0.0,1023,22,10,49,7,Norway
2020-08-11,22,13,0.0,12.7,5,45,10:23 PM,01:39 PM,04:23 AM,08:19 PM,12,18,19,18,9,52,68,1.3,1025,22,10,119,6,Norway
2020-08-12,23,14,0.0,14.5,5,38,10:36 PM,02:59 PM,04:25 AM,08:17 PM,13,19,20,19,8,15,74,0.0,1023,23,8,172,7,Norway
2020-08-13,24,15,0.0,14.5,6,30,10:55 PM,04:19 PM,04:27 AM,08:14 PM,13,19,20,19,8,37,70,0.0,1018,24,10,136,6,Norway
2020-08-14,26,13,0.0,14.5,5,23,11:25 PM,05:37 PM,04:30 AM,08:11 PM,14,19,20,19,6,26,74,0.1,1014,26,7,129,4,Norway
2020-08-15,23,14,0.0,13.6,5,16,No moonrise,06:43 PM,04:32 AM,08:09 PM,14,19,19,19,8,41,76,0.0,1014,23,6,171,6,Norway
2020-08-16,24,14,0.0,13.6,4,8,12:13 AM,07:32 PM,04:35 AM,08:06 PM,14,19,20,19,6,42,78,0.0,1014,24,7,147,5,Norway
2020-08-17,24,13,0.0,14.5,5,1,01:23 AM,08:05 PM,04:37 AM,08:03 PM,13,19,20,19,8,33,73,0.0,1013,24,7,147,6,Norway
2020-08-18,25,15,0.0,14.5,6,0,02:49 AM,08:26 PM,04:40 AM,08:00 PM,13,20,21,20,8,11,68,0.0,1008,25,10,174,6,Norway
2020-08-19,21,15,0.0,9.5,4,0,04:25 AM,08:40 PM,04:42 AM,07:57 PM,14,18,18,18,11,79,80,0.3,1007,21,8,168,9,Norway
2020-08-20,21,14,0.0,14.5,4,6,06:05 AM,08:50 PM,04:44 AM,07:55 PM,13,17,18,17,13,46,78,0.1,1008,21,7,175,10,Norway
2020-08-21,17,8,0.0,9.4,4,13,07:44 AM,08:59 PM,04:47 AM,07:52 PM,15,15,15,15,7,88,94,57.1,1007,17,5,156,5,Norway
2020-08-22,18,12,0.0,10.4,4,20,09:21 AM,09:07 PM,04:49 AM,07:49 PM,13,15,15,15,24,73,88,8.9,1001,18,7,192,16,Norway
2020-08-23,19,10,0.0,10.4,4,28,10:58 AM,09:16 PM,04:52 AM,07:46 PM,9,14,14,14,14,63,73,3.8,997,19,9,226,9,Norway
2020-08-24,16,9,0.0,11.4,3,35,12:35 PM,09:27 PM,04:54 AM,07:43 PM,5,12,12,12,10,48,67,0.3,1003,16,10,207,7,Norway
2020-08-25,17,7,0.0,14.5,4,42,02:12 PM,09:42 PM,04:56 AM,07:40 PM,3,11,12,11,9,7,57,0.0,1004,17,10,251,6,Norway
2020-08-26,16,9,0.0,11.3,3,50,03:44 PM,10:04 PM,04:59 AM,07:37 PM,7,12,13,12,8,54,71,0.0,1002,16,8,89,6,Norway
2020-08-27,17,9,0.0,14.3,4,57,05:06 PM,10:39 PM,05:01 AM,07:34 PM,5,13,13,13,9,39,60,0.0,1007,17,10,113,6,Norway
2020-08-28,17,10,0.0,14.3,3,64,06:10 PM,11:32 PM,05:04 AM,07:31 PM,7,13,13,13,8,49,70,4.6,1009,17,10,67,5,Norway
2020-08-29,15,9,0.0,10.0,3,71,06:53 PM,No moonset,05:06 AM,07:28 PM,7,11,12,11,12,73,77,0.8,1006,15,10,42,8,Norway
2020-08-30,15,9,0.0,11.1,3,79,07:21 PM,12:42 AM,05:08 AM,07:25 PM,8,11,12,11,10,49,79,5.2,1009,15,7,119,7,Norway
2020-08-31,18,7,0.0,14.1,4,82,07:38 PM,02:03 AM,05:11 AM,07:22 PM,3,12,12,12,7,9,57,0.0,1017,18,10,197,4,Norway
2020-09-01,17,9,0.0,14.1,4,97,07:49 PM,03:27 AM,05:13 AM,07:19 PM,7,13,13,13,8,6,68,0.0,1021,17,10,130,6,Norway
2020-09-02,18,10,0.0,14.0,5,100,07:57 PM,04:50 AM,05:16 AM,07:16 PM,7,14,14,14,6,4,67,0.0,1021,18,10,140,5,Norway
2020-09-03,17,11,0.0,12.2,3,88,08:04 PM,06:11 AM,05:18 AM,07:13 PM,9,13,14,13,9,30,76,1.3,1015,17,10,146,7,Norway
2020-09-04,18,11,0.0,8.7,4,81,08:09 PM,07:30 AM,05:20 AM,07:10 PM,8,14,14,14,11,83,72,0.3,1005,18,10,156,8,Norway
2020-09-05,14,8,0.0,11.0,3,73,08:15 PM,08:47 AM,05:23 AM,07:07 PM,7,10,11,10,13,45,78,4.4,1001,14,9,216,8,Norway
2020-09-06,16,7,0.0,12.1,3,66,08:21 PM,10:04 AM,05:25 AM,07:04 PM,4,10,11,10,9,37,66,0.4,1004,16,10,304,6,Norway
2020-09-07,16,7,0.0,13.3,4,58,08:29 PM,11:22 AM,05:27 AM,07:01 PM,5,11,12,11,17,29,67,0.1,1011,16,10,246,11,Norway
2020-09-08,17,10,0.0,13.3,3,50,08:40 PM,12:41 PM,05:30 AM,06:58 PM,6,12,13,12,18,43,67,0.4,1006,17,7,249,12,Norway
2020-09-09,16,9,0.0,12.0,3,43,08:55 PM,02:01 PM,05:32 AM,06:55 PM,6,11,12,11,13,44,68,4.0,1005,16,10,237,8,Norway
2020-09-10,15,6,0.0,13.2,4,35,09:20 PM,03:20 PM,05:34 AM,06:52 PM,1,9,10,9,9,19,59,0.0,1009,15,10,289,6,Norway
2020-09-11,12,6,0.0,12.0,3,28,09:58 PM,04:30 PM,05:37 AM,06:49 PM,3,9,10,9,14,60,64,0.0,1007,12,10,242,10,Norway
2020-09-12,15,10,0.0,10.7,3,20,10:57 PM,05:26 PM,05:39 AM,06:46 PM,7,11,12,11,21,65,73,2.0,1003,15,10,213,15,Norway
2020-09-13,14,6,0.0,10.7,3,13,No moonrise,06:04 PM,05:41 AM,06:43 PM,5,8,9,8,19,54,75,6.8,1006,14,9,232,12,Norway
2020-09-14,20,9,0.0,13.0,4,5,12:15 AM,06:29 PM,05:44 AM,06:40 PM,9,14,15,14,10,45,71,0.0,1018,20,10,250,6,Norway
2020-09-15,17,13,0.0,11.9,4,0,01:48 AM,06:46 PM,05:46 AM,06:37 PM,11,15,15,15,6,53,79,0.0,1018,17,9,182,4,Norway
2020-09-16,13,9,0.0,12.9,3,0,03:27 AM,06:57 PM,05:48 AM,06:34 PM,5,11,12,11,18,24,68,0.0,1019,13,7,106,12,Norway
2020-09-17,14,5,0.0,12.8,3,0,05:07 AM,07:07 PM,05:51 AM,06:31 PM,0,9,10,9,7,19,57,0.0,1028,14,10,255,5,Norway
2020-09-18,21,7,0.0,12.8,5,2,06:48 AM,07:15 PM,05:53 AM,06:28 PM,5,14,15,14,11,10,59,0.0,1023,21,10,284,7,Norway
2020-09-19,19,10,0.0,12.7,5,10,08:29 AM,07:23 PM,05:55 AM,06:25 PM,8,14,15,14,6,7,74,0.0,1022,19,10,135,4,Norway
2020-09-20,18,8,0.0,12.7,3,17,10:10 AM,07:33 PM,05:57 AM,06:22 PM,8,13,13,13,6,28,78,0.0,1018,18,7,234,4,Norway
2020-09-21,17,10,0.0,12.2,3,25,11:51 AM,07:46 PM,06:00 AM,06:18 PM,7,13,13,13,11,38,68,0.0,1010,17,10,226,7,Norway
2020-09-22,15,10,0.0,7.4,3,32,01:29 PM,08:05 PM,06:02 AM,06:15 PM,7,11,12,11,16,42,71,0.0,1004,15,10,185,11,Norway
2020-09-23,13,6,0.0,6.0,3,40,02:58 PM,08:35 PM,06:04 AM,06:12 PM,11,10,12,10,24,89,96,6.5,996,13,6,184,15,Norway
2020-09-24,13,9,0.0,6.0,3,47,04:09 PM,09:24 PM,06:07 AM,06:09 PM,10,10,12,10,24,89,90,45.2,993,13,7,162,15,Norway
2020-09-25,11,3,0.0,6.0,2,55,04:58 PM,10:29 PM,06:09 AM,06:06 PM,7,7,8,7,10,89,90,9.4,1000,11,7,113,7,Norway
2020-09-26,6,-0,0.0,6.0,2,62,05:29 PM,11:49 PM,06:11 AM,06:04 PM,5,2,6,2,32,98,89,56.5,1006,6,6,9,21,Norway
2020-09-27,11,5,0.0,5.9,2,70,05:47 PM,No moonset,06:14 AM,06:01 PM,8,7,9,7,17,100,92,1.7,1016,11,7,51,11,Norway
2020-09-28,13,8,0.0,4.3,3,78,05:59 PM,01:12 AM,06:16 AM,05:58 PM,10,11,12,11,9,91,90,0.0,1015,13,7,35,7,Norway
2020-09-29,12,9,0.0,4.3,3,85,06:07 PM,02:35 AM,06:18 AM,05:55 PM,11,11,11,11,8,86,94,7.9,1015,12,8,117,6,Norway
2020-09-30,10,9,0.0,4.2,2,93,06:14 PM,03:56 AM,06:21 AM,05:52 PM,10,10,10,10,7,94,97,4.7,1016,10,6,120,5,Norway
2020-10-01,13,8,0.0,5.7,3,97,06:19 PM,05:16 AM,06:23 AM,05:49 PM,9,10,11,10,11,83,87,0.8,1015,13,8,63,8,Norway
2020-10-02,12,4,0.0,4.2,3,100,06:25 PM,06:33 AM,06:25 AM,05:46 PM,9,8,10,8,23,97,90,8.4,1015,12,10,63,15,Norway
2020-10-03,11,6,0.0,4.2,2,89,06:30 PM,07:51 AM,06:28 AM,05:43 PM,8,8,10,8,25,100,84,0.7,1013,11,10,66,17,Norway
2020-10-04,12,6,0.0,4.2,3,82,06:37 PM,09:09 AM,06:30 AM,05:40 PM,10,9,11,9,34,100,86,12.6,1003,12,6,81,23,Norway
2020-10-05,12,8,0.0,4.1,3,74,06:46 PM,10:28 AM,06:33 AM,05:37 PM,9,9,10,9,12,88,92,21.2,1004,12,7,144,8,Norway
2020-10-06,10,9,0.0,4.1,2,67,06:59 PM,11:48 AM,06:35 AM,05:34 PM,9,8,9,8,15,91,97,25.2,999,10,5,80,9,Norway
2020-10-07,10,4,0.0,4.1,2,60,07:19 PM,01:07 PM,06:37 AM,05:31 PM,8,8,8,8,5,97,96,4.5,998,10,3,134,3,Norway
2020-10-08,10,8,0.0,5.6,2,53,07:50 PM,02:20 PM,06:40 AM,05:28 PM,8,9,9,9,5,90,94,1.6,1003,10,5,143,4,Norway
2020-10-09,10,6,0.0,8.7,2,45,08:38 PM,03:21 PM,06:42 AM,05:25 PM,3,5,8,5,20,44,74,4.8,1003,10,10,220,13,Norway
2020-10-10,7,-0,0.0,4.0,2,38,09:48 PM,04:05 PM,06:45 AM,05:22 PM,4,4,6,4,15,99,87,10.2,1008,7,9,39,10,Norway
2020-10-11,8,6,0.0,4.0,2,31,11:13 PM,04:34 PM,06:47 AM,05:19 PM,5,5,7,5,14,85,84,5.3,1011,8,10,329,9,Norway
2020-10-12,9,3,0.0,7.1,2,23,No moonrise,04:52 PM,06:50 AM,05:16 PM,3,6,6,6,7,53,82,0.5,1013,9,10,206,4,Norway
2020-10-13,8,3,0.0,8.7,3,16,12:47 AM,05:05 PM,06:52 AM,05:13 PM,3,4,5,4,11,23,83,0.0,1021,8,10,28,6,Norway
2020-10-14,8,2,0.0,8.7,3,9,02:26 AM,05:15 PM,06:55 AM,05:10 PM,1,3,5,3,13,3,76,0.0,1028,8,10,156,9,Norway
2020-10-15,9,2,0.0,8.7,3,2,04:06 AM,05:23 PM,06:57 AM,05:07 PM,1,4,5,4,14,6,73,0.0,1026,9,10,342,8,Norway
2020-10-16,8,3,0.0,8.7,3,0,05:48 AM,05:30 PM,07:00 AM,05:04 PM,2,5,6,5,12,24,78,0.0,1026,8,10,215,7,Norway
2020-10-17,8,3,0.0,8.7,3,0,07:30 AM,05:39 PM,07:02 AM,05:01 PM,2,5,5,5,6,16,80,0.0,1016,8,10,262,4,Norway
2020-10-18,6,1,0.0,8.7,2,5,09:15 AM,05:50 PM,07:05 AM,04:59 PM,-5,1,3,1,19,8,55,0.0,1012,6,10,304,11,Norway
2020-10-19,5,-1,0.0,7.0,1,13,10:59 AM,06:05 PM,07:07 AM,04:56 PM,-5,1,2,1,6,55,60,0.0,1014,5,10,243,3,Norway
2020-10-20,5,-2,6.5,3.5,1,20,12:37 PM,06:31 PM,07:10 AM,04:53 PM,2,1,2,1,10,100,95,24.9,1010,5,6,101,7,Norway
2020-10-21,9,1,0.0,3.5,2,27,02:01 PM,07:12 PM,07:12 AM,04:50 PM,8,5,7,5,12,100,99,13.4,1000,9,4,166,7,Norway
2020-10-22,9,6,0.0,3.5,2,35,02:59 PM,08:14 PM,07:15 AM,04:47 PM,9,8,9,8,6,98,97,6.9,994,9,2,198,4,Norway
2020-10-23,5,-4,0.0,3.5,1,42,03:36 PM,09:32 PM,07:17 AM,04:44 PM,3,2,4,2,6,98,86,4.6,999,5,9,101,4,Norway
2020-10-24,6,2,0.0,8.7,2,49,03:57 PM,10:56 PM,07:20 AM,04:42 PM,4,4,5,4,6,63,89,1.2,999,6,10,137,4,Norway
2020-10-25,10,3,0.0,3.4,2,56,04:10 PM,No moonset,07:22 AM,04:39 PM,6,5,7,5,26,93,93,30.5,998,10,6,157,16,Norway
2020-10-26,7,4,0.0,3.4,2,64,04:19 PM,12:20 AM,07:25 AM,04:36 PM,6,5,6,5,9,81,96,11.6,1000,7,5,160,6,Norway
2020-10-27,7,2,0.0,3.4,2,71,04:26 PM,01:43 AM,07:27 AM,04:33 PM,6,4,6,4,11,97,96,15.8,996,7,8,150,8,Norway
2020-10-28,7,-1,0.0,3.4,2,78,04:31 PM,03:02 AM,07:30 AM,04:31 PM,5,3,5,3,18,82,91,6.6,996,7,7,177,11,Norway
2020-10-29,6,0,0.0,6.9,1,85,04:36 PM,04:20 AM,07:32 AM,04:28 PM,4,3,4,3,8,42,93,0.0,1001,6,6,220,5,Norway
2020-10-30,4,-3,0.0,3.3,1,93,04:41 PM,05:38 AM,07:35 AM,04:25 PM,2,2,3,2,6,50,90,0.0,1011,4,8,111,4,Norway
2020-10-31,7,-1,0.0,3.3,2,97,04:47 PM,06:56 AM,07:38 AM,04:23 PM,6,5,6,5,7,97,97,2.5,1014,7,3,108,5,Norway
2020-11-01,10,1,0.0,5.1,2,89,04:55 PM,08:15 AM,07:40 AM,04:20 PM,7,5,7,5,27,89,91,16.3,1002,10,8,168,18,Norway
2020-11-02,11,7,0.0,3.3,2,81,05:06 PM,09:36 AM,07:43 AM,04:18 PM,8,7,9,7,31,100,91,17.6,987,11,8,175,20,Norway
2020-11-03,7,4,0.0,8.7,3,74,05:22 PM,10:56 AM,07:45 AM,04:15 PM,2,3,5,3,16,23,82,0.0,1003,7,10,216,9,Norway
2020-11-04,4,-1,0.0,8.7,1,66,05:49 PM,12:12 PM,07:48 AM,04:13 PM,2,2,3,2,9,24,88,0.0,1014,4,7,246,5,Norway
2020-11-05,10,1,0.0,6.9,2,58,06:30 PM,01:18 PM,07:50 AM,04:10 PM,4,4,6,4,18,38,81,1.7,1017,10,10,243,9,Norway
2020-11-06,12,1,0.0,8.6,3,51,07:31 PM,02:07 PM,07:53 AM,04:08 PM,7,8,9,8,11,15,84,0.0,1023,12,10,278,6,Norway
2020-11-07,6,0,0.0,6.9,1,43,08:50 PM,02:39 PM,07:55 AM,04:05 PM,3,5,5,5,3,31,86,0.1,1019,6,10,234,2,Norway
2020-11-08,6,-4,0.0,8.5,2,36,10:18 PM,03:00 PM,07:58 AM,04:03 PM,3,3,3,3,4,41,91,0.0,1023,6,8,74,2,Norway
2020-11-09,4,-4,0.0,3.0,1,28,11:53 PM,03:14 PM,08:00 AM,04:01 PM,3,2,3,2,2,85,92,0.0,1028,4,7,198,1,Norway
2020-11-10,4,-3,0.0,2.8,1,21,No moonrise,03:24 PM,08:03 AM,03:58 PM,3,2,2,2,3,96,94,0.0,1030,4,6,211,2,Norway
2020-11-11,6,1,0.0,2.8,2,13,01:29 AM,03:32 PM,08:05 AM,03:56 PM,5,3,5,3,11,94,97,0.1,1025,6,1,172,7,Norway
2020-11-12,5,-4,0.0,2.8,1,6,03:07 AM,03:39 PM,08:08 AM,03:54 PM,4,2,4,2,10,99,92,1.6,1019,5,5,131,7,Norway
2020-11-13,4,-4,0.0,2.8,1,0,04:46 AM,03:46 PM,08:10 AM,03:52 PM,3,2,3,2,7,100,93,1.6,1016,4,7,109,5,Norway
2020-11-14,5,-4,0.0,6.7,1,0,06:29 AM,03:55 PM,08:13 AM,03:50 PM,4,2,4,2,12,76,95,3.7,1010,5,5,177,7,Norway
2020-11-15,9,2,0.0,2.7,2,0,08:15 AM,04:07 PM,08:15 AM,03:47 PM,7,4,7,4,20,100,97,19.0,1005,9,7,154,12,Norway
2020-11-16,8,-1,0.0,2.7,2,2,10:00 AM,04:27 PM,08:18 AM,03:45 PM,6,4,6,4,22,99,91,13.6,998,8,8,159,14,Norway
2020-11-17,8,3,0.0,2.7,2,9,11:36 AM,05:00 PM,08:20 AM,03:43 PM,5,3,6,3,21,57,90,0.6,1005,8,9,203,12,Norway
2020-11-18,11,2,0.0,4.7,2,17,12:50 PM,05:54 PM,08:23 AM,03:41 PM,7,6,8,6,29,71,88,0.0,1003,11,10,200,18,Norway
2020-11-19,6,-7,0.0,4.7,1,24,01:37 PM,07:09 PM,08:25 AM,03:39 PM,-3,-2,3,-2,30,64,63,10.9,991,6,8,226,20,Norway
2020-11-20,2,-9,0.0,7.1,2,32,02:04 PM,08:34 PM,08:27 AM,03:37 PM,-7,-4,-1,-4,12,18,58,0.0,1019,2,10,244,7,Norway
2020-11-21,8,-2,0.0,4.7,2,39,02:20 PM,10:01 PM,08:30 AM,03:36 PM,1,0,4,0,33,67,79,7.7,1006,8,9,209,20,Norway
2020-11-22,4,-3,0.0,7.0,2,47,02:30 PM,11:26 PM,08:32 AM,03:34 PM,-2,-1,2,-1,30,11,71,0.0,1000,4,10,233,16,Norway
2020-11-23,2,-6,0.0,6.7,1,54,02:37 PM,No moonset,08:35 AM,03:32 PM,-3,-2,1,-2,16,31,71,0.0,1009,2,10,273,9,Norway
2020-11-24,3,-2,0.0,2.6,1,62,02:43 PM,12:47 AM,08:37 AM,03:30 PM,2,1,2,1,10,89,92,0.0,1010,3,6,215,6,Norway
2020-11-25,8,4,0.0,2.6,2,70,02:48 PM,02:06 AM,08:39 AM,03:29 PM,5,4,7,4,26,80,88,0.0,1005,8,10,217,16,Norway
2020-11-26,2,-6,0.0,6.9,2,77,02:52 PM,03:24 AM,08:41 AM,03:27 PM,-1,-1,2,-1,12,6,78,0.0,1013,2,10,320,7,Norway
2020-11-27,1,-8,0.0,6.8,2,85,02:58 PM,04:41 AM,08:44 AM,03:26 PM,-3,-1,-0,-1,3,23,75,0.0,1021,1,10,184,2,Norway
2020-11-28,1,-5,0.0,6.8,2,92,03:05 PM,06:00 AM,08:46 AM,03:24 PM,-3,-1,-1,-1,3,4,79,0.0,1029,1,10,188,2,Norway
2020-11-29,-1,-8,0.0,6.8,2,100,03:14 PM,07:21 AM,08:48 AM,03:23 PM,-8,-3,-2,-3,4,3,61,0.0,1028,-1,10,291,3,Norway
2020-11-30,-2,-9,0.0,4.6,1,100,03:29 PM,08:42 AM,08:50 AM,03:21 PM,-5,-4,-3,-4,4,44,82,0.0,1015,-2,10,228,2,Norway
2020-12-01,1,-7,0.1,6.7,1,89,03:51 PM,10:02 AM,08:52 AM,03:20 PM,-2,-3,-0,-3,12,44,81,0.2,1019,1,9,117,7,Norway
2020-12-02,1,-6,0.9,2.5,1,82,04:27 PM,11:13 AM,08:54 AM,03:19 PM,-0,-3,-0,-3,16,81,96,1.1,1018,1,5,175,10,Norway
2020-12-03,-0,-9,17.4,2.5,1,75,05:22 PM,12:08 PM,08:56 AM,03:18 PM,-1,-6,-1,-6,20,100,97,20.5,1004,-0,2,130,13,Norway
2020-12-04,-1,-8,3.6,2.5,1,67,06:36 PM,12:45 PM,08:58 AM,03:17 PM,-2,-5,-2,-5,11,100,96,4.5,1003,-1,2,48,7,Norway
2020-12-05,-2,-8,0.1,4.4,1,60,08:02 PM,01:08 PM,09:00 AM,03:16 PM,-3,-5,-3,-5,12,85,90,0.1,1007,-2,10,219,7,Norway
2020-12-06,1,-5,5.9,1.5,1,53,09:33 PM,01:24 PM,09:01 AM,03:15 PM,1,-1,0,-1,9,100,98,12.4,1010,1,5,92,6,Norway
2020-12-07,3,-4,0.2,1.5,1,46,11:05 PM,01:34 PM,09:03 AM,03:14 PM,2,-1,2,-1,15,100,97,16.8,1010,3,7,61,9,Norway
2020-12-08,2,-0,6.0,1.5,1,38,No moonrise,01:42 PM,09:05 AM,03:13 PM,1,-2,1,-2,15,100,97,22.5,1014,2,5,64,10,Norway
2020-12-09,1,-6,6.3,1.5,1,31,12:39 AM,01:48 PM,09:06 AM,03:13 PM,-0,-3,-1,-3,8,100,98,7.8,1018,1,2,46,6,Norway
2020-12-10,1,-7,16.3,1.5,1,24,02:14 AM,01:55 PM,09:08 AM,03:12 PM,1,-2,0,-2,9,100,99,19.2,1016,1,2,95,6,Norway
2020-12-11,-0,-2,6.2,1.5,1,17,03:52 AM,02:02 PM,09:09 AM,03:12 PM,-1,-4,-1,-4,15,100,97,7.8,1013,-0,2,60,10,Norway
2020-12-12,1,-5,0.9,1.5,1,9,05:33 AM,02:12 PM,09:10 AM,03:11 PM,0,-2,-0,-2,8,100,99,2.7,1011,1,1,101,5,Norway
2020-12-13,1,-4,2.4,1.5,1,2,07:17 AM,02:27 PM,09:12 AM,03:11 PM,1,-2,0,-2,8,100,98,3.8,1014,1,2,210,5,Norway
2020-12-14,1,-6,4.3,1.5,1,0,08:58 AM,02:51 PM,09:13 AM,03:11 PM,1,-2,0,-2,10,100,99,6.4,1013,1,3,119,7,Norway
2020-12-15,4,-4,5.4,1.5,1,0,10:26 AM,03:34 PM,09:14 AM,03:11 PM,4,1,3,1,9,100,99,13.5,1007,4,6,144,5,Norway
2020-12-16,1,-10,0.0,5.8,1,5,11:28 AM,04:39 PM,09:15 AM,03:11 PM,-1,-2,-1,-2,5,54,93,0.0,1012,1,6,246,3,Norway
2020-12-17,2,-4,0.0,1.5,1,12,12:05 PM,06:04 PM,09:16 AM,03:11 PM,1,-1,1,-1,9,100,96,7.0,1014,2,6,112,5,Norway
2020-12-18,0,-6,0.0,1.5,1,20,12:26 PM,07:34 PM,09:17 AM,03:11 PM,1,-1,0,-1,5,97,97,0.4,1011,0,1,216,3,Norway
2020-12-19,6,-3,0.0,1.5,1,27,12:39 PM,09:03 PM,09:17 AM,03:11 PM,5,1,4,1,21,100,97,0.4,1011,6,6,173,13,Norway
2020-12-20,6,-1,0.0,1.5,1,34,12:47 PM,10:27 PM,09:18 AM,03:12 PM,4,2,5,2,22,96,94,4.1,1010,6,9,182,14,Norway
2020-12-21,4,-5,0.0,5.8,1,41,12:53 PM,11:48 PM,09:19 AM,03:12 PM,3,-0,2,-0,15,77,95,0.4,1010,4,5,182,10,Norway
2020-12-22,2,1,3.1,1.5,1,49,12:58 PM,No moonset,09:19 AM,03:13 PM,2,-0,2,-0,12,93,97,5.7,1001,2,3,164,8,Norway
2020-12-23,1,-8,0.0,5.8,1,56,01:03 PM,01:06 AM,09:19 AM,03:14 PM,-2,-2,-0,-2,9,36,83,0.0,1005,1,9,254,5,Norway
2020-12-24,-1,-8,0.0,5.8,2,63,01:08 PM,02:24 AM,09:20 AM,03:14 PM,-7,-5,-2,-5,16,28,67,0.0,1013,-1,10,286,10,Norway
2020-12-25,-4,-6,0.0,5.8,2,70,01:14 PM,03:43 AM,09:20 AM,03:15 PM,-11,-8,-5,-8,12,12,61,0.0,1021,-4,10,318,8,Norway
2020-12-26,-1,-7,3.0,1.5,1,78,01:23 PM,05:02 AM,09:20 AM,03:16 PM,-5,-5,-3,-5,7,87,82,5.4,1006,-1,6,148,4,Norway
2020-12-27,3,-1,34.3,1.5,1,85,01:35 PM,06:24 AM,09:20 AM,03:17 PM,2,-3,2,-3,26,100,98,46.3,984,3,3,150,16,Norway
2020-12-28,-0,-6,26.4,1.5,1,92,01:54 PM,07:45 AM,09:20 AM,03:18 PM,-1,-5,-1,-5,21,100,98,31.0,991,-0,2,88,14,Norway
2020-12-29,1,-6,13.2,1.5,1,100,02:24 PM,09:01 AM,09:20 AM,03:19 PM,1,-3,0,-3,18,100,99,16.4,991,1,2,42,11,Norway
2020-12-30,2,-1,1.1,1.5,1,100,03:13 PM,10:03 AM,09:19 AM,03:21 PM,0,-2,0,-2,14,100,98,2.7,996,2,2,89,9,Norway
2020-12-31,-1,-7,1.7,1.5,1,89,04:22 PM,10:46 AM,09:19 AM,03:22 PM,-2,-5,-2,-5,10,100,96,2.2,1003,-1,4,10,7,Norway
2021-01-01,-4,-9,0.3,1.5,1,79,05:47 PM,11:14 AM,09:19 AM,03:23 PM,-5,-7,-5,-7,10,98,95,0.9,1009,-4,3,237,6,Norway
2021-01-02,-3,-10,1.0,1.5,1,71,07:18 PM,11:32 AM,09:18 AM,03:25 PM,-4,-7,-4,-7,13,100,95,1.9,1018,-3,3,277,8,Norway
