date_time,Norway_maxtempC,Norway_mintempC,Norway_totalSnow_cm,Norway_sunHour,Norway_uvIndex,Norway_moon_illumination,Norway_moonrise,Norway_moonset,Norway_sunrise,Norway_sunset,Norway_DewPointC,Norway_FeelsLikeC,Norway_HeatIndexC,Norway_WindChillC,Norway_WindGustKmph,Norway_cloudcover,Norway_humidity,Norway_precipMM,Norway_pressure,Norway_tempC,Norway_visibility,Norway_winddirDegree,Norway_windspeedKmph,Norway_location
2021-01-03,-5,-12,0.0,5.8,2,64,08:51 PM,11:43 AM,09:17 AM,03:27 PM,-7,-9,-6,-9,14,21,84,0.0,1029,-5,10,340,7,Norway
2021-01-04,-6,-15,0.0,5.8,2,57,10:23 PM,11:52 AM,09:17 AM,03:28 PM,-9,-10,-7,-10,12,13,78,0.0,1034,-6,10,266,7,Norway
2021-01-05,-9,-17,0.0,5.8,1,50,11:56 PM,11:58 AM,09:16 AM,03:30 PM,-11,-14,-10,-14,14,25,86,0.0,1034,-9,10,339,7,Norway
2021-01-06,-11,-15,0.0,5.8,2,42,No moonrise,12:04 PM,09:15 AM,03:32 PM,-13,-15,-12,-15,12,13,83,0.0,1027,-11,10,224,6,Norway
2021-01-07,-9,-17,0.0,1.5,1,35,01:30 AM,12:11 PM,09:14 AM,03:33 PM,-11,-15,-11,-15,14,100,93,0.1,1021,-9,10,352,8,Norway
2021-01-08,-10,-16,0.0,3.7,1,28,03:06 AM,12:19 PM,09:13 AM,03:35 PM,-12,-15,-11,-15,15,77,92,0.0,1022,-10,10,346,8,Norway
2021-01-09,-10,-19,0.0,3.7,1,20,04:45 AM,12:31 PM,09:12 AM,03:37 PM,-11,-13,-11,-13,7,49,91,0.0,1024,-10,8,287,4,Norway
2021-01-10,-9,-16,0.1,5.8,1,13,06:25 AM,12:50 PM,09:11 AM,03:39 PM,-10,-12,-9,-12,10,50,87,0.5,1012,-9,9,253,6,Norway
2021-01-11,-9,-18,1.8,3.7,1,6,07:58 AM,01:22 PM,09:10 AM,03:41 PM,-10,-14,-11,-14,11,62,91,6.0,1001,-9,6,254,6,Norway
2021-01-12,-10,-19,0.0,5.8,2,0,09:12 AM,02:15 PM,09:08 AM,03:43 PM,-14,-17,-12,-17,15,28,83,0.0,994,-10,10,310,7,Norway
2021-01-13,-7,-15,0.0,5.8,1,0,10:00 AM,03:32 PM,09:07 AM,03:46 PM,-11,-15,-9,-15,28,63,82,0.2,1013,-7,9,27,18,Norway
2021-01-14,-10,-18,0.0,5.8,2,1,10:28 AM,05:02 PM,09:05 AM,03:48 PM,-13,-15,-11,-15,10,15,81,0.0,1028,-10,10,77,6,Norway
2021-01-15,-9,-17,0.0,5.8,2,8,10:45 AM,06:33 PM,09:04 AM,03:50 PM,-14,-15,-12,-15,9,13,80,0.0,1028,-9,10,340,5,Norway
2021-01-16,-7,-15,0.0,5.8,2,16,10:55 AM,08:01 PM,09:02 AM,03:52 PM,-11,-11,-9,-11,6,3,81,0.0,1025,-7,10,238,3,Norway
2021-01-17,-10,-16,0.0,1.6,1,23,11:02 AM,09:26 PM,09:01 AM,03:55 PM,-11,-12,-11,-12,3,61,93,0.2,1019,-10,8,239,2,Norway
2021-01-18,-9,-16,0.0,2.6,1,30,11:08 AM,10:46 PM,08:59 AM,03:57 PM,-10,-14,-11,-14,9,86,93,0.4,1010,-9,8,117,5,Norway
2021-01-19,-5,-12,3.8,2.6,1,38,11:12 AM,No moonset,08:57 AM,03:59 PM,-6,-9,-7,-9,11,98,96,5.8,1003,-5,3,221,6,Norway
2021-01-20,-3,-8,4.8,2.8,1,45,11:17 AM,12:05 AM,08:55 AM,04:02 PM,-3,-7,-3,-7,15,100,96,6.0,992,-3,2,132,10,Norway
2021-01-21,1,-5,19.0,2.8,1,52,11:23 AM,01:23 AM,08:53 AM,04:04 PM,-1,-3,-1,-3,15,100,98,26.8,983,1,2,134,10,Norway
2021-01-22,1,-7,3.7,2.8,1,59,11:30 AM,02:42 AM,08:51 AM,04:06 PM,0,-5,-0,-5,29,100,97,11.3,974,1,4,163,18,Norway
2021-01-23,-1,-3,0.8,7.6,1,67,11:40 AM,04:03 AM,08:49 AM,04:09 PM,-3,-4,-1,-4,15,42,89,0.9,987,-1,8,205,8,Norway
2021-01-24,-3,-10,0.0,2.9,1,74,11:56 AM,05:25 AM,08:47 AM,04:11 PM,-5,-6,-4,-6,8,88,93,0.2,996,-3,9,300,5,Norway
2021-01-25,-6,-7,0.3,2.9,1,81,12:20 PM,06:43 AM,08:45 AM,04:14 PM,-9,-9,-6,-9,9,98,79,0.3,1001,-6,9,336,5,Norway
2021-01-26,-5,-10,0.0,7.7,2,88,01:02 PM,07:51 AM,08:43 AM,04:16 PM,-11,-10,-7,-10,12,8,72,0.0,1008,-5,10,333,6,Norway
2021-01-27,-7,-12,0.0,2.9,1,96,02:04 PM,08:43 AM,08:41 AM,04:19 PM,-10,-11,-8,-11,9,68,86,0.0,1008,-7,10,328,5,Norway
2021-01-28,-8,-12,0.0,7.8,2,100,03:25 PM,09:17 AM,08:39 AM,04:21 PM,-11,-12,-9,-12,9,22,83,0.0,1007,-8,10,330,5,Norway
2021-01-29,-9,-12,0.0,7.9,2,90,04:56 PM,09:38 AM,08:37 AM,04:24 PM,-12,-13,-10,-13,7,10,85,0.0,1006,-9,10,304,4,Norway
2021-01-30,-8,-14,0.0,7.9,2,82,06:31 PM,09:51 AM,08:34 AM,04:27 PM,-14,-14,-11,-14,10,8,81,0.0,1002,-8,10,319,5,Norway
2021-01-31,-8,-11,0.0,6.8,1,79,08:06 PM,10:00 AM,08:32 AM,04:29 PM,-12,-12,-9,-12,11,53,80,0.0,999,-8,10,317,5,Norway
2021-02-01,-8,-12,0.0,8.0,2,63,09:41 PM,10:07 AM,08:30 AM,04:32 PM,-13,-13,-10,-13,8,6,81,0.0,1002,-8,10,343,5,Norway
2021-02-02,-8,-12,0.0,8.1,2,55,11:15 PM,10:14 AM,08:27 AM,04:34 PM,-14,-14,-10,-14,11,20,77,0.0,1008,-8,10,265,6,Norway
2021-02-03,-9,-12,0.1,8.1,1,48,No moonrise,10:20 AM,08:25 AM,04:37 PM,-12,-15,-11,-15,13,38,87,0.1,1015,-9,10,71,8,Norway
2021-02-04,-10,-14,0.0,8.2,2,40,12:50 AM,10:27 AM,08:23 AM,04:40 PM,-15,-17,-12,-17,13,15,83,0.0,1026,-10,10,293,7,Norway
2021-02-05,-9,-14,0.0,8.2,2,33,02:28 AM,10:38 AM,08:20 AM,04:42 PM,-15,-16,-12,-16,14,15,79,0.0,1031,-9,10,344,8,Norway
2021-02-06,-8,-12,0.0,8.3,2,25,04:06 AM,10:53 AM,08:18 AM,04:45 PM,-13,-14,-10,-14,13,25,80,0.0,1034,-8,10,349,7,Norway
2021-02-07,-8,-12,0.0,8.3,1,18,05:40 AM,11:19 AM,08:15 AM,04:48 PM,-13,-14,-10,-14,12,26,79,0.0,1032,-8,10,96,7,Norway
