date_time,Malaysia_maxtempC,Malaysia_mintempC,Malaysia_totalSnow_cm,Malaysia_sunHour,Malaysia_uvIndex,Malaysia_moon_illumination,Malaysia_moonrise,Malaysia_moonset,Malaysia_sunrise,Malaysia_sunset,Malaysia_DewPointC,Malaysia_FeelsLikeC,Malaysia_HeatIndexC,Malaysia_WindChillC,Malaysia_WindGustKmph,Malaysia_cloudcover,Malaysia_humidity,Malaysia_precipMM,Malaysia_pressure,Malaysia_tempC,Malaysia_visibility,Malaysia_winddirDegree,Malaysia_windspeedKmph,Malaysia_location
2020-06-25,30,24,0.0,11.6,6,29,10:36 AM,11:10 PM,07:07 AM,07:25 PM,21,29,29,26,9,58,75,2.9,1009,30,9,123,5,Malaysia
2020-06-26,30,24,0.0,6.1,6,37,11:31 AM,No moonset,07:07 AM,07:26 PM,22,29,29,26,6,75,77,8.2,1008,30,10,151,4,Malaysia
2020-06-27,33,23,0.0,10.2,6,44,12:23 PM,12:01 AM,07:07 AM,07:26 PM,21,31,31,28,7,51,71,0.2,1009,33,10,124,5,Malaysia
2020-06-28,30,25,0.0,8.8,6,52,01:14 PM,12:50 AM,07:08 AM,07:26 PM,22,29,29,27,8,55,78,1.6,1009,30,10,123,5,Malaysia
2020-06-29,31,25,0.0,10.2,6,59,02:05 PM,01:38 AM,07:08 AM,07:26 PM,23,31,31,28,12,59,75,3.7,1008,31,10,128,7,Malaysia
2020-06-30,32,25,0.0,7.5,6,67,02:56 PM,02:26 AM,07:08 AM,07:26 PM,22,31,31,28,8,60,72,6.7,1008,32,9,126,5,Malaysia
2020-07-01,32,25,0.0,8.8,6,72,03:50 PM,03:17 AM,07:08 AM,07:26 PM,23,31,31,28,7,64,75,7.6,1008,32,10,134,5,Malaysia
2020-07-02,33,24,0.0,10.2,6,79,04:46 PM,04:08 AM,07:08 AM,07:27 PM,22,32,32,28,10,51,70,4.1,1008,33,10,128,7,Malaysia
2020-07-03,32,26,0.0,6.1,6,86,05:44 PM,05:04 AM,07:09 AM,07:27 PM,22,32,32,28,9,70,71,3.1,1008,32,9,147,6,Malaysia
2020-07-04,31,25,0.0,8.8,6,94,06:42 PM,06:01 AM,07:09 AM,07:27 PM,22,31,31,27,4,63,74,4.9,1009,31,9,83,2,Malaysia
2020-07-05,33,25,0.0,10.2,6,100,07:41 PM,06:59 AM,07:09 AM,07:27 PM,22,31,31,28,6,48,74,7.0,1008,33,10,132,4,Malaysia
2020-07-06,32,24,0.0,8.8,6,100,08:36 PM,07:56 AM,07:09 AM,07:27 PM,23,31,31,27,6,51,77,10.9,1008,32,9,135,4,Malaysia
2020-07-07,33,24,0.0,10.2,6,85,09:29 PM,08:51 AM,07:09 AM,07:27 PM,22,31,31,28,6,60,75,7.4,1009,33,9,139,4,Malaysia
2020-07-08,30,23,0.0,10.2,6,77,10:16 PM,09:43 AM,07:10 AM,07:27 PM,22,29,29,26,8,60,80,16.9,1008,30,9,173,4,Malaysia
2020-07-09,31,24,0.0,8.8,6,70,11:01 PM,10:31 AM,07:10 AM,07:28 PM,22,30,30,26,8,63,79,11.2,1008,31,10,233,5,Malaysia
2020-07-10,27,24,0.0,6.1,6,63,11:43 PM,11:17 AM,07:10 AM,07:28 PM,22,27,27,25,8,78,85,7.5,1009,27,10,253,5,Malaysia
2020-07-11,32,24,0.0,7.5,6,55,No moonrise,12:00 PM,07:10 AM,07:28 PM,22,30,30,27,5,66,74,6.4,1008,32,9,203,3,Malaysia
2020-07-12,27,24,0.0,8.8,6,48,12:23 AM,12:41 PM,07:10 AM,07:28 PM,22,28,28,25,5,65,83,11.8,1009,27,9,166,3,Malaysia
2020-07-13,30,22,0.0,6.1,6,41,01:02 AM,01:24 PM,07:10 AM,07:28 PM,22,28,28,26,8,73,80,9.4,1009,30,9,176,5,Malaysia
2020-07-14,31,23,0.0,10.2,6,34,01:42 AM,02:06 PM,07:11 AM,07:28 PM,21,29,29,26,8,56,74,2.4,1009,31,10,122,5,Malaysia
2020-07-15,30,24,0.0,10.2,6,26,02:23 AM,02:50 PM,07:11 AM,07:28 PM,22,30,30,26,8,56,80,6.1,1008,30,10,159,5,Malaysia
2020-07-16,31,24,0.0,8.8,6,19,03:07 AM,03:37 PM,07:11 AM,07:28 PM,23,30,30,27,7,62,81,24.9,1007,31,8,146,4,Malaysia
2020-07-17,31,24,0.0,8.8,6,12,03:53 AM,04:26 PM,07:11 AM,07:28 PM,22,30,30,27,6,74,77,24.5,1008,31,8,208,4,Malaysia
2020-07-18,32,24,0.0,10.2,6,5,04:43 AM,05:20 PM,07:11 AM,07:28 PM,23,32,32,28,6,58,79,9.4,1008,32,9,160,4,Malaysia
2020-07-19,31,25,0.0,7.5,6,0,05:37 AM,06:15 PM,07:11 AM,07:28 PM,23,31,31,27,6,68,78,18.7,1008,31,9,148,4,Malaysia
2020-07-20,32,25,0.0,8.8,6,0,06:33 AM,07:12 PM,07:11 AM,07:28 PM,22,31,31,27,7,57,75,9.2,1008,32,9,161,4,Malaysia
2020-07-21,32,24,0.0,8.8,6,2,07:31 AM,08:09 PM,07:12 AM,07:28 PM,23,31,31,27,6,57,80,14.2,1008,32,9,141,4,Malaysia
2020-07-22,31,24,0.0,7.5,6,10,08:28 AM,09:04 PM,07:12 AM,07:28 PM,23,31,31,27,7,77,79,18.9,1008,31,9,161,4,Malaysia
2020-07-23,31,24,0.0,8.8,6,17,09:25 AM,09:57 PM,07:12 AM,07:28 PM,23,30,30,27,6,60,78,8.2,1008,31,9,139,4,Malaysia
2020-07-24,31,24,0.0,6.1,6,24,10:18 AM,10:47 PM,07:12 AM,07:28 PM,22,29,29,26,5,71,79,17.1,1008,31,9,137,3,Malaysia
2020-07-25,30,24,0.0,7.5,6,32,11:11 AM,11:36 PM,07:12 AM,07:28 PM,23,30,30,26,8,66,82,15.5,1008,30,9,186,5,Malaysia
2020-07-26,31,24,0.0,7.5,6,39,12:02 PM,No moonset,07:12 AM,07:28 PM,22,30,30,27,12,59,75,10.5,1008,31,9,128,7,Malaysia
2020-07-27,32,24,0.0,10.2,6,46,12:53 PM,12:24 AM,07:12 AM,07:28 PM,21,31,31,28,12,53,69,3.7,1008,32,10,130,8,Malaysia
2020-07-28,31,24,0.0,10.2,6,53,01:46 PM,01:14 AM,07:12 AM,07:28 PM,22,30,30,27,10,47,74,6.7,1008,31,10,134,6,Malaysia
2020-07-29,30,23,0.0,7.5,6,61,02:40 PM,02:04 AM,07:12 AM,07:28 PM,22,29,29,26,7,68,78,12.8,1009,30,9,172,4,Malaysia
2020-07-30,30,24,0.0,11.6,6,68,03:36 PM,02:57 AM,07:12 AM,07:28 PM,22,28,28,26,5,56,79,2.5,1010,30,10,173,3,Malaysia
2020-07-31,32,24,0.0,7.5,6,72,04:33 PM,03:52 AM,07:12 AM,07:28 PM,21,30,30,27,5,61,69,2.1,1008,32,10,154,4,Malaysia
2020-08-01,32,24,0.0,10.2,6,82,05:31 PM,04:49 AM,07:12 AM,07:27 PM,22,30,30,27,7,60,74,1.4,1008,32,10,145,5,Malaysia
2020-08-02,32,25,0.0,10.2,6,90,06:26 PM,05:46 AM,07:12 AM,07:27 PM,22,31,31,27,8,56,73,2.6,1008,32,10,145,5,Malaysia
2020-08-03,33,25,0.0,10.2,6,97,07:20 PM,06:41 AM,07:12 AM,07:27 PM,21,31,31,28,8,41,68,0.5,1007,33,10,146,6,Malaysia
2020-08-04,33,25,0.0,11.6,6,100,08:09 PM,07:34 AM,07:12 AM,07:27 PM,21,32,32,29,9,54,67,0.6,1007,33,10,141,6,Malaysia
2020-08-05,32,24,0.0,10.2,6,88,08:55 PM,08:23 AM,07:12 AM,07:27 PM,21,30,30,27,7,50,71,0.4,1008,32,10,129,4,Malaysia
2020-08-06,33,25,0.0,8.8,6,81,09:38 PM,09:10 AM,07:12 AM,07:27 PM,22,31,31,28,8,59,70,0.5,1008,33,10,129,5,Malaysia
2020-08-07,34,25,0.0,10.2,7,74,10:19 PM,09:54 AM,07:12 AM,07:26 PM,22,33,33,29,8,55,68,2.4,1008,34,10,126,5,Malaysia
2020-08-08,34,26,0.0,10.2,7,67,10:59 PM,10:37 AM,07:12 AM,07:26 PM,21,33,33,30,7,30,62,0.2,1007,34,10,164,5,Malaysia
2020-08-09,34,26,0.0,10.2,7,59,11:38 PM,11:19 AM,07:12 AM,07:26 PM,22,33,33,30,8,34,65,0.8,1007,34,10,139,6,Malaysia
2020-08-10,34,26,0.0,11.6,8,52,No moonrise,12:01 PM,07:12 AM,07:26 PM,21,33,33,30,9,13,62,0.0,1009,34,10,141,6,Malaysia
2020-08-11,32,25,0.0,7.4,6,45,12:18 AM,12:43 PM,07:12 AM,07:25 PM,21,31,31,28,8,66,68,4.4,1010,32,10,111,5,Malaysia
2020-08-12,27,24,0.0,11.6,6,38,01:00 AM,01:29 PM,07:12 AM,07:25 PM,22,28,28,26,5,54,80,14.9,1011,27,9,173,3,Malaysia
2020-08-13,32,24,0.0,8.8,6,30,01:45 AM,02:16 PM,07:11 AM,07:25 PM,21,30,30,27,8,54,69,1.5,1010,32,10,126,6,Malaysia
2020-08-14,34,24,0.0,7.5,6,23,02:32 AM,03:07 PM,07:11 AM,07:25 PM,22,31,31,28,7,74,71,4.8,1009,34,9,111,5,Malaysia
2020-08-15,31,25,0.0,7.4,6,16,03:24 AM,04:01 PM,07:11 AM,07:24 PM,22,31,31,28,5,61,71,2.6,1009,31,10,111,3,Malaysia
2020-08-16,32,23,0.0,6.1,6,8,04:18 AM,04:58 PM,07:11 AM,07:24 PM,23,30,30,27,7,70,79,26.0,1009,32,8,172,4,Malaysia
2020-08-17,32,24,0.0,10.2,6,1,05:16 AM,05:55 PM,07:11 AM,07:24 PM,22,30,30,28,9,62,74,11.6,1009,32,9,234,6,Malaysia
2020-08-18,29,24,0.0,7.4,6,0,06:14 AM,06:51 PM,07:11 AM,07:24 PM,22,29,29,26,6,73,78,10.9,1009,29,9,124,4,Malaysia
2020-08-19,30,25,0.0,8.8,6,0,07:12 AM,07:46 PM,07:11 AM,07:23 PM,23,30,30,27,7,66,79,17.0,1008,30,8,202,4,Malaysia
2020-08-20,32,22,0.0,7.4,6,6,08:08 AM,08:38 PM,07:11 AM,07:23 PM,22,31,31,28,7,61,74,1.8,1008,32,10,139,5,Malaysia
2020-08-21,33,25,0.0,10.2,6,13,09:02 AM,09:30 PM,07:10 AM,07:23 PM,23,31,31,28,8,48,74,6.0,1009,33,10,134,5,Malaysia
2020-08-22,32,24,0.0,6.1,6,20,09:56 AM,10:19 PM,07:10 AM,07:22 PM,22,31,31,28,6,72,72,10.1,1010,32,9,140,5,Malaysia
2020-08-23,32,24,0.0,10.2,6,28,10:48 AM,11:10 PM,07:10 AM,07:22 PM,22,31,31,28,8,39,74,5.1,1010,32,9,105,5,Malaysia
2020-08-24,33,24,0.0,8.8,6,35,11:42 AM,No moonset,07:10 AM,07:22 PM,22,32,32,28,5,53,72,3.5,1009,33,10,148,3,Malaysia
2020-08-25,33,25,0.0,7.4,6,42,12:36 PM,12:01 AM,07:10 AM,07:21 PM,22,31,31,28,5,68,74,7.5,1010,33,9,111,4,Malaysia
2020-08-26,33,24,0.0,8.8,6,50,01:32 PM,12:54 AM,07:09 AM,07:21 PM,21,31,31,28,10,56,71,4.4,1009,33,9,128,6,Malaysia
2020-08-27,32,25,0.0,6.1,6,57,02:28 PM,01:48 AM,07:09 AM,07:20 PM,22,31,31,28,8,80,71,6.2,1008,32,9,142,5,Malaysia
2020-08-28,31,24,0.0,7.4,6,64,03:25 PM,02:44 AM,07:09 AM,07:20 PM,22,30,30,27,5,65,74,2.5,1008,31,10,150,4,Malaysia
2020-08-29,32,25,0.0,11.6,6,71,04:20 PM,03:40 AM,07:09 AM,07:20 PM,21,30,30,28,6,47,68,2.1,1007,32,10,138,5,Malaysia
2020-08-30,32,24,0.0,10.2,6,79,05:14 PM,04:35 AM,07:09 AM,07:19 PM,22,31,31,28,8,46,71,3.4,1007,32,9,133,5,Malaysia
2020-08-31,33,25,0.0,7.4,6,82,06:04 PM,05:28 AM,07:08 AM,07:19 PM,22,31,31,28,7,54,71,2.6,1007,33,10,115,5,Malaysia
2020-09-01,32,25,0.0,8.8,6,97,06:50 PM,06:18 AM,07:08 AM,07:18 PM,22,31,31,28,12,41,69,2.9,1008,32,10,123,8,Malaysia
2020-09-02,31,24,0.0,8.8,6,100,07:34 PM,07:05 AM,07:08 AM,07:18 PM,22,31,31,27,10,53,76,10.9,1009,31,9,135,6,Malaysia
2020-09-03,31,25,0.0,8.8,6,88,08:15 PM,07:50 AM,07:08 AM,07:18 PM,22,31,31,27,7,57,74,5.7,1009,31,9,167,5,Malaysia
2020-09-04,30,24,0.0,7.4,6,81,08:56 PM,08:33 AM,07:07 AM,07:17 PM,23,29,29,26,8,72,81,23.2,1009,30,8,131,5,Malaysia
2020-09-05,32,24,0.0,7.4,6,73,09:35 PM,09:15 AM,07:07 AM,07:17 PM,23,31,31,27,7,68,79,6.6,1008,32,9,176,5,Malaysia
2020-09-06,27,24,0.0,8.8,6,66,10:15 PM,09:57 AM,07:07 AM,07:16 PM,21,27,27,25,8,65,80,3.7,1010,27,10,122,5,Malaysia
2020-09-07,34,24,0.0,11.6,6,58,10:56 PM,10:39 AM,07:07 AM,07:16 PM,19,31,31,28,9,31,57,0.1,1009,34,10,121,6,Malaysia
2020-09-08,33,24,0.0,10.2,6,50,11:39 PM,11:23 AM,07:06 AM,07:15 PM,21,31,31,28,10,50,65,4.3,1010,33,10,127,7,Malaysia
2020-09-09,31,25,0.0,10.2,6,43,No moonrise,12:09 PM,07:06 AM,07:15 PM,22,30,30,27,7,44,73,5.2,1010,31,10,154,4,Malaysia
2020-09-10,32,24,0.0,7.4,6,35,12:24 AM,12:58 PM,07:06 AM,07:15 PM,22,30,30,27,8,70,78,15.3,1007,32,9,136,5,Malaysia
2020-09-11,29,22,0.0,7.4,6,28,01:14 AM,01:50 PM,07:06 AM,07:14 PM,22,28,28,25,8,80,82,8.0,1009,29,9,232,6,Malaysia
2020-09-12,30,24,0.0,7.4,6,20,02:06 AM,02:43 PM,07:05 AM,07:14 PM,22,30,30,27,8,64,75,2.0,1010,30,10,163,6,Malaysia
2020-09-13,29,24,0.0,7.4,6,13,03:01 AM,03:40 PM,07:05 AM,07:13 PM,23,29,29,26,5,69,82,10.2,1010,29,9,188,4,Malaysia
2020-09-14,26,22,0.0,10.2,5,5,03:58 AM,04:35 PM,07:05 AM,07:13 PM,21,26,26,24,5,52,82,0.5,1010,26,9,118,4,Malaysia
2020-09-15,32,25,0.0,7.4,6,0,04:55 AM,05:31 PM,07:05 AM,07:12 PM,23,31,31,28,6,65,75,6.4,1009,32,10,137,4,Malaysia
2020-09-16,33,24,0.0,8.8,6,0,05:52 AM,06:24 PM,07:04 AM,07:12 PM,22,31,31,28,5,69,73,6.0,1009,33,9,177,4,Malaysia
2020-09-17,32,24,0.0,6.0,6,0,06:47 AM,07:17 PM,07:04 AM,07:11 PM,22,31,31,27,6,72,74,4.9,1008,32,10,220,5,Malaysia
2020-09-18,31,25,0.0,7.4,6,2,07:43 AM,08:08 PM,07:04 AM,07:11 PM,22,31,31,28,7,63,75,5.0,1007,31,10,180,5,Malaysia
2020-09-19,32,24,0.0,8.8,6,10,08:37 AM,09:00 PM,07:03 AM,07:11 PM,22,31,31,27,10,69,75,6.3,1008,32,10,141,7,Malaysia
2020-09-20,31,24,0.0,11.6,6,17,09:32 AM,09:53 PM,07:03 AM,07:10 PM,21,29,29,27,10,47,73,1.8,1009,31,10,95,6,Malaysia
2020-09-21,33,25,0.0,8.8,6,25,10:27 AM,10:46 PM,07:03 AM,07:10 PM,22,31,31,28,6,55,72,13.2,1010,33,9,187,4,Malaysia
2020-09-22,29,24,0.0,8.8,6,32,11:25 AM,11:42 PM,07:03 AM,07:09 PM,23,30,30,26,8,70,82,18.0,1010,29,9,171,6,Malaysia
2020-09-23,33,25,0.0,8.8,6,40,12:22 PM,No moonset,07:02 AM,07:09 PM,22,31,31,28,8,64,72,14.0,1009,33,9,156,5,Malaysia
2020-09-24,28,24,0.0,7.4,6,47,01:21 PM,12:39 AM,07:02 AM,07:08 PM,22,28,28,26,7,70,82,15.8,1011,28,9,216,5,Malaysia
2020-09-25,31,25,0.0,7.4,6,55,02:17 PM,01:36 AM,07:02 AM,07:08 PM,22,31,31,28,5,56,73,9.1,1010,31,9,203,3,Malaysia
2020-09-26,31,22,0.0,8.8,6,62,03:11 PM,02:31 AM,07:02 AM,07:07 PM,21,29,29,26,8,60,74,7.5,1010,31,9,299,5,Malaysia
2020-09-27,27,21,0.0,6.0,6,70,04:01 PM,03:25 AM,07:01 AM,07:07 PM,22,27,27,24,7,83,83,4.2,1011,27,9,177,5,Malaysia
2020-09-28,31,24,0.0,11.6,6,78,04:48 PM,04:15 AM,07:01 AM,07:07 PM,20,29,29,26,10,46,70,0.1,1010,31,10,145,7,Malaysia
2020-09-29,32,25,0.0,7.4,6,85,05:33 PM,05:03 AM,07:01 AM,07:06 PM,22,31,31,28,9,74,71,2.9,1009,32,10,135,6,Malaysia
2020-09-30,32,25,0.0,8.8,6,93,06:14 PM,05:48 AM,07:01 AM,07:06 PM,22,31,31,27,5,64,75,8.8,1008,32,9,168,4,Malaysia
2020-10-01,31,25,0.0,7.4,6,97,06:54 PM,06:31 AM,07:00 AM,07:05 PM,23,31,31,27,6,61,78,14.6,1008,31,9,180,4,Malaysia
2020-10-02,32,24,0.0,10.2,6,100,07:34 PM,07:13 AM,07:00 AM,07:05 PM,22,30,30,27,8,62,73,10.8,1008,32,9,218,5,Malaysia
2020-10-03,29,23,0.0,8.8,6,89,08:13 PM,07:55 AM,07:00 AM,07:05 PM,22,28,28,26,8,66,78,5.0,1010,29,10,173,6,Malaysia
2020-10-04,33,24,0.0,7.4,6,82,08:54 PM,08:36 AM,07:00 AM,07:04 PM,21,30,30,27,7,66,70,6.2,1010,33,9,192,5,Malaysia
2020-10-05,31,24,0.0,6.2,6,74,09:36 PM,09:20 AM,06:59 AM,07:04 PM,22,30,30,27,4,77,75,8.6,1009,31,10,192,3,Malaysia
2020-10-06,31,25,0.0,10.3,6,67,10:20 PM,10:05 AM,06:59 AM,07:03 PM,22,31,31,28,7,63,74,10.1,1009,31,9,220,4,Malaysia
2020-10-07,31,24,0.0,10.3,6,60,11:07 PM,10:52 AM,06:59 AM,07:03 PM,22,30,30,27,11,61,75,4.8,1008,31,10,261,8,Malaysia
2020-10-08,25,24,0.0,7.6,5,53,11:58 PM,11:42 AM,06:59 AM,07:03 PM,22,27,27,24,10,73,87,10.0,1008,25,9,287,7,Malaysia
2020-10-09,30,24,0.0,6.2,6,45,No moonrise,12:34 PM,06:59 AM,07:02 PM,21,29,29,27,5,59,73,2.5,1008,30,10,215,3,Malaysia
2020-10-10,30,24,0.0,10.3,6,38,12:50 AM,01:28 PM,06:58 AM,07:02 PM,22,29,29,26,4,57,77,2.6,1008,30,10,165,3,Malaysia
2020-10-11,32,25,0.0,10.3,6,31,01:45 AM,02:22 PM,06:58 AM,07:02 PM,22,31,31,28,6,53,71,1.8,1007,32,10,148,5,Malaysia
2020-10-12,27,24,0.0,6.2,6,23,02:40 AM,03:17 PM,06:58 AM,07:01 PM,23,28,28,25,6,77,86,13.8,1008,27,8,184,4,Malaysia
2020-10-13,29,24,0.0,11.6,6,16,03:36 AM,04:09 PM,06:58 AM,07:01 PM,22,28,28,26,8,59,78,3.4,1008,29,10,167,5,Malaysia
2020-10-14,31,24,0.0,8.9,6,9,04:31 AM,05:02 PM,06:58 AM,07:01 PM,21,30,30,27,5,57,70,0.9,1009,31,10,146,4,Malaysia
2020-10-15,32,24,0.0,10.3,6,2,05:26 AM,05:53 PM,06:58 AM,07:00 PM,21,30,30,27,7,60,71,3.7,1008,32,10,173,4,Malaysia
2020-10-16,33,25,0.0,11.6,7,0,06:19 AM,06:44 PM,06:57 AM,07:00 PM,21,31,31,29,6,33,66,0.0,1007,33,10,198,5,Malaysia
2020-10-17,33,25,0.0,11.6,7,0,07:15 AM,07:38 PM,06:57 AM,07:00 PM,20,31,31,29,8,13,63,0.0,1006,33,10,193,6,Malaysia
2020-10-18,34,26,0.0,11.6,8,5,08:11 AM,08:32 PM,06:57 AM,06:59 PM,20,32,32,29,7,15,59,0.0,1007,34,10,164,5,Malaysia
2020-10-19,33,25,0.0,11.6,7,13,09:10 AM,09:29 PM,06:57 AM,06:59 PM,20,31,31,29,8,29,59,0.3,1008,33,10,125,5,Malaysia
2020-10-20,34,25,0.0,10.2,7,20,10:10 AM,10:27 PM,06:57 AM,06:59 PM,21,32,32,29,7,64,66,2.7,1008,34,10,124,5,Malaysia
2020-10-21,32,25,0.0,7.4,6,27,11:10 AM,11:27 PM,06:57 AM,06:59 PM,22,31,31,28,6,76,72,11.8,1009,32,9,182,5,Malaysia
2020-10-22,32,25,0.0,8.8,6,35,12:09 PM,No moonset,06:57 AM,06:58 PM,22,31,31,28,6,60,73,6.9,1009,32,10,265,5,Malaysia
2020-10-23,32,25,0.0,11.6,7,42,01:06 PM,12:25 AM,06:57 AM,06:58 PM,22,31,31,28,7,32,72,0.2,1008,32,10,315,5,Malaysia
2020-10-24,33,25,0.0,8.8,6,49,01:59 PM,01:21 AM,06:57 AM,06:58 PM,22,31,31,28,5,64,72,5.3,1009,33,10,201,4,Malaysia
2020-10-25,30,24,0.0,6.0,6,56,02:47 PM,02:12 AM,06:57 AM,06:58 PM,22,29,29,27,6,69,78,7.4,1010,30,10,225,4,Malaysia
2020-10-26,32,24,0.0,10.2,6,64,03:32 PM,03:01 AM,06:57 AM,06:58 PM,22,30,30,27,10,45,74,2.6,1010,32,10,297,7,Malaysia
2020-10-27,33,25,0.0,10.2,6,71,04:14 PM,03:47 AM,06:57 AM,06:58 PM,22,31,31,28,8,49,72,0.8,1008,33,10,293,6,Malaysia
2020-10-28,33,25,0.0,8.8,6,78,04:54 PM,04:30 AM,06:57 AM,06:57 PM,22,31,31,28,6,62,68,1.8,1009,33,10,208,5,Malaysia
2020-10-29,33,25,0.0,8.8,6,85,05:34 PM,05:12 AM,06:57 AM,06:57 PM,22,32,32,29,6,46,68,1.2,1009,33,10,180,4,Malaysia
2020-10-30,34,25,0.0,10.2,7,93,06:13 PM,05:54 AM,06:57 AM,06:57 PM,22,32,32,29,5,64,70,4.9,1009,34,10,139,4,Malaysia
2020-10-31,33,25,0.0,6.0,6,97,06:53 PM,06:35 AM,06:57 AM,06:57 PM,23,31,31,27,7,82,77,21.8,1010,33,8,137,4,Malaysia
2020-11-01,30,23,0.0,6.0,6,89,07:35 PM,07:18 AM,06:57 AM,06:57 PM,23,29,29,26,11,81,82,26.7,1010,30,8,201,7,Malaysia
2020-11-02,30,25,0.0,8.8,6,81,08:18 PM,08:03 AM,06:57 AM,06:57 PM,22,29,29,26,6,63,78,17.0,1011,30,8,239,4,Malaysia
2020-11-03,31,24,0.0,8.8,6,74,09:05 PM,08:49 AM,06:57 AM,06:57 PM,22,30,30,27,4,72,78,13.2,1011,31,8,186,3,Malaysia
2020-11-04,31,25,0.0,6.0,6,66,09:54 PM,09:39 AM,06:57 AM,06:57 PM,22,31,31,27,5,71,77,9.4,1011,31,10,207,3,Malaysia
2020-11-05,32,22,0.0,8.8,6,58,10:45 PM,10:30 AM,06:57 AM,06:57 PM,22,30,30,26,5,53,76,4.6,1011,32,10,164,3,Malaysia
2020-11-06,29,24,0.0,6.0,6,51,11:38 PM,11:23 AM,06:57 AM,06:57 PM,23,30,30,26,5,65,80,11.8,1011,29,9,180,4,Malaysia
2020-11-07,29,25,0.0,7.4,6,43,No moonrise,12:15 PM,06:57 AM,06:57 PM,23,29,29,26,5,76,82,10.8,1010,29,9,149,3,Malaysia
2020-11-08,27,24,0.0,8.8,6,36,12:32 AM,01:08 PM,06:57 AM,06:57 PM,23,29,29,26,5,68,84,8.1,1010,27,9,204,3,Malaysia
2020-11-09,30,25,0.0,8.8,6,28,01:26 AM,02:00 PM,06:57 AM,06:57 PM,23,30,30,27,8,66,80,15.5,1009,30,9,178,5,Malaysia
2020-11-10,30,24,0.0,7.4,6,21,02:19 AM,02:50 PM,06:58 AM,06:57 PM,23,29,29,26,6,68,81,14.5,1009,30,7,165,4,Malaysia
2020-11-11,31,24,0.0,7.4,6,13,03:12 AM,03:40 PM,06:58 AM,06:57 PM,22,31,31,27,6,71,76,7.0,1009,31,9,135,4,Malaysia
2020-11-12,33,24,0.0,8.8,6,6,04:04 AM,04:29 PM,06:58 AM,06:57 PM,22,31,31,28,6,56,72,1.8,1010,33,10,122,4,Malaysia
2020-11-13,33,24,0.0,8.8,6,0,04:57 AM,05:21 PM,06:58 AM,06:57 PM,22,32,32,28,7,60,73,2.8,1008,33,10,136,4,Malaysia
2020-11-14,33,25,0.0,10.2,6,0,05:52 AM,06:13 PM,06:58 AM,06:57 PM,23,32,32,28,6,51,74,3.3,1008,33,9,154,4,Malaysia
2020-11-15,33,25,0.0,11.6,6,0,06:49 AM,07:10 PM,06:59 AM,06:57 PM,23,32,32,28,5,48,77,7.6,1009,33,9,105,3,Malaysia
2020-11-16,33,25,0.0,8.8,6,2,07:50 AM,08:08 PM,06:59 AM,06:57 PM,23,32,32,28,5,62,76,9.3,1009,33,9,129,3,Malaysia
2020-11-17,31,25,0.0,10.2,6,9,08:51 AM,09:10 PM,06:59 AM,06:57 PM,23,30,30,27,5,56,80,15.4,1008,31,9,151,3,Malaysia
2020-11-18,31,25,0.0,11.6,6,17,09:54 AM,10:11 PM,06:59 AM,06:58 PM,24,31,31,27,7,58,83,19.6,1008,31,9,251,4,Malaysia
2020-11-19,33,24,0.0,7.2,6,24,10:54 AM,11:10 PM,07:00 AM,06:58 PM,23,31,31,28,6,68,76,25.0,1008,33,8,143,4,Malaysia
2020-11-20,32,24,0.0,8.7,6,32,11:50 AM,No moonset,07:00 AM,06:58 PM,23,32,32,28,5,70,80,27.9,1007,32,8,183,3,Malaysia
2020-11-21,31,24,0.0,7.2,6,39,12:42 PM,12:05 AM,07:00 AM,06:58 PM,24,32,32,28,5,74,81,24.0,1007,31,8,179,3,Malaysia
2020-11-22,27,24,0.0,5.8,6,47,01:29 PM,12:56 AM,07:00 AM,06:58 PM,23,29,29,26,9,70,88,40.9,1009,27,8,290,6,Malaysia
2020-11-23,30,25,0.0,5.8,6,54,02:12 PM,01:44 AM,07:01 AM,06:59 PM,23,30,30,26,8,69,83,27.7,1010,30,7,302,5,Malaysia
2020-11-24,28,24,0.0,5.8,6,62,02:54 PM,02:28 AM,07:01 AM,06:59 PM,23,28,28,25,4,84,88,28.9,1010,28,8,231,2,Malaysia
2020-11-25,29,24,0.0,7.2,6,70,03:33 PM,03:11 AM,07:01 AM,06:59 PM,22,28,28,25,4,67,83,17.0,1009,29,8,46,3,Malaysia
2020-11-26,30,24,0.0,7.2,6,77,04:12 PM,03:52 AM,07:02 AM,06:59 PM,23,29,29,26,4,68,84,17.3,1009,30,9,100,3,Malaysia
2020-11-27,28,24,0.0,7.4,6,85,04:52 PM,04:33 AM,07:02 AM,07:00 PM,23,28,28,25,6,69,87,31.9,1009,28,9,96,4,Malaysia
2020-11-28,27,23,0.0,10.2,5,92,05:33 PM,05:16 AM,07:03 AM,07:00 PM,21,26,26,24,7,60,84,3.5,1011,27,9,44,5,Malaysia
2020-11-29,26,24,0.0,8.8,5,100,06:15 PM,06:00 AM,07:03 AM,07:00 PM,23,27,27,24,3,76,89,17.7,1010,26,9,237,2,Malaysia
2020-11-30,32,24,0.0,6.0,6,100,07:01 PM,06:46 AM,07:03 AM,07:01 PM,22,30,30,27,5,75,77,6.7,1009,32,10,195,4,Malaysia
