date_time,Tunisia_maxtempC,Tunisia_mintempC,Tunisia_totalSnow_cm,Tunisia_sunHour,Tunisia_uvIndex,Tunisia_moon_illumination,Tunisia_moonrise,Tunisia_moonset,Tunisia_sunrise,Tunisia_sunset,Tunisia_DewPointC,Tunisia_FeelsLikeC,Tunisia_HeatIndexC,Tunisia_WindChillC,Tunisia_WindGustKmph,Tunisia_cloudcover,Tunisia_humidity,Tunisia_precipMM,Tunisia_pressure,Tunisia_tempC,Tunisia_visibility,Tunisia_winddirDegree,Tunisia_windspeedKmph,Tunisia_location
2020-08-27,33,26,0.0,13.1,8,57,03:02 PM,No moonset,05:47 AM,06:54 PM,19,31,31,29,8,0,55,0.0,1015,33,10,194,7,Tunisia
2020-08-28,34,27,0.0,13.1,8,64,04:01 PM,12:49 AM,05:48 AM,06:53 PM,18,32,32,30,15,0,49,0.0,1010,34,10,156,11,Tunisia
2020-08-29,38,27,0.0,13.0,7,71,04:53 PM,01:45 AM,05:48 AM,06:51 PM,15,32,32,32,33,24,38,0.4,1005,38,10,161,22,Tunisia
2020-08-30,31,28,0.0,13.0,7,79,05:39 PM,02:44 AM,05:49 AM,06:50 PM,21,32,32,29,18,17,61,0.0,1009,31,10,104,13,Tunisia
2020-08-31,28,23,0.0,10.7,6,82,06:17 PM,03:46 AM,05:50 AM,06:49 PM,19,27,27,25,22,48,71,0.2,1013,28,10,296,18,Tunisia
2020-09-01,27,20,0.0,13.0,6,97,06:50 PM,04:47 AM,05:51 AM,06:47 PM,14,25,25,23,21,1,56,0.0,1013,27,10,195,15,Tunisia
2020-09-02,24,22,0.0,10.7,5,100,07:20 PM,05:47 AM,05:51 AM,06:46 PM,16,25,25,23,12,57,67,7.3,1013,24,9,127,9,Tunisia
2020-09-03,27,24,0.0,11.9,6,88,07:46 PM,06:45 AM,05:52 AM,06:44 PM,17,26,26,25,13,51,62,1.3,1019,27,10,172,11,Tunisia
2020-09-04,27,22,0.0,12.9,7,81,08:12 PM,07:43 AM,05:53 AM,06:43 PM,17,26,26,25,14,1,60,0.0,1022,27,10,195,12,Tunisia
2020-09-05,28,24,0.0,12.9,6,73,08:37 PM,08:39 AM,05:54 AM,06:41 PM,19,27,27,26,13,36,65,3.1,1018,28,10,87,10,Tunisia
2020-09-06,28,23,0.0,9.3,6,66,09:03 PM,09:35 AM,05:55 AM,06:40 PM,21,28,28,26,19,68,73,22.3,1013,28,9,114,12,Tunisia
2020-09-07,28,22,0.0,12.8,7,58,09:32 PM,10:32 AM,05:55 AM,06:38 PM,19,27,27,25,18,27,65,2.4,1014,28,10,167,14,Tunisia
2020-09-08,28,22,0.0,12.8,7,50,10:03 PM,11:29 AM,05:56 AM,06:37 PM,19,27,27,25,13,10,65,0.0,1018,28,10,128,11,Tunisia
2020-09-09,31,25,0.0,12.8,7,43,10:38 PM,12:27 PM,05:57 AM,06:35 PM,20,30,30,28,15,5,64,0.0,1020,31,10,130,12,Tunisia
2020-09-10,31,25,0.0,12.8,7,35,11:21 PM,01:26 PM,05:58 AM,06:34 PM,20,30,30,28,14,21,65,4.6,1016,31,10,137,11,Tunisia
2020-09-11,28,24,0.0,9.3,6,28,No moonrise,02:24 PM,05:59 AM,06:32 PM,18,27,27,26,14,56,61,7.2,1013,28,9,277,10,Tunisia
2020-09-12,29,24,0.0,11.9,6,20,12:09 AM,03:20 PM,05:59 AM,06:31 PM,18,27,27,26,14,47,62,4.0,1015,29,10,312,11,Tunisia
2020-09-13,28,23,0.0,10.4,6,13,01:07 AM,04:11 PM,06:00 AM,06:29 PM,18,27,27,25,18,66,66,3.5,1018,28,9,185,14,Tunisia
2020-09-14,29,24,0.0,11.6,6,5,02:10 AM,04:57 PM,06:01 AM,06:28 PM,18,28,28,27,15,39,61,2.1,1020,29,10,62,12,Tunisia
2020-09-15,28,25,0.0,11.6,7,0,03:20 AM,05:39 PM,06:02 AM,06:26 PM,17,27,27,26,11,41,59,0.3,1019,28,10,144,9,Tunisia
2020-09-16,30,24,0.0,11.6,6,0,04:31 AM,06:15 PM,06:03 AM,06:25 PM,18,28,28,26,12,33,61,0.7,1018,30,10,178,10,Tunisia
2020-09-17,29,23,0.0,11.6,7,0,05:44 AM,06:50 PM,06:03 AM,06:23 PM,18,27,27,26,15,3,65,0.0,1017,29,10,238,12,Tunisia
2020-09-18,29,23,0.0,11.6,7,2,06:57 AM,07:23 PM,06:04 AM,06:22 PM,18,27,27,26,10,6,60,0.0,1018,29,10,171,9,Tunisia
2020-09-19,30,25,0.0,11.6,7,10,08:10 AM,07:57 PM,06:05 AM,06:20 PM,17,28,28,27,8,14,53,0.0,1017,30,10,97,7,Tunisia
2020-09-20,30,26,0.0,8.8,6,17,09:24 AM,08:32 PM,06:06 AM,06:19 PM,18,29,29,28,13,45,57,2.1,1016,30,10,177,9,Tunisia
2020-09-21,28,22,0.0,7.4,6,25,10:37 AM,09:11 PM,06:06 AM,06:17 PM,20,28,28,26,10,57,69,2.2,1016,28,10,83,8,Tunisia
2020-09-22,30,23,0.0,11.6,6,32,11:48 AM,09:55 PM,06:07 AM,06:16 PM,20,28,28,26,9,44,69,3.5,1015,30,9,82,7,Tunisia
2020-09-23,30,24,0.0,10.2,6,40,12:56 PM,10:44 PM,06:08 AM,06:14 PM,22,29,29,27,7,45,74,2.1,1014,30,10,148,6,Tunisia
2020-09-24,32,25,0.0,11.6,7,47,01:58 PM,11:40 PM,06:09 AM,06:13 PM,19,30,30,29,9,21,58,0.0,1015,32,10,160,7,Tunisia
2020-09-25,31,24,0.0,11.6,7,55,02:52 PM,No moonset,06:10 AM,06:11 PM,15,28,28,28,24,23,47,0.0,1012,31,10,277,18,Tunisia
2020-09-26,22,20,0.0,8.8,5,62,03:39 PM,12:38 AM,06:10 AM,06:10 PM,10,21,22,21,42,63,48,0.9,1012,22,10,300,33,Tunisia
2020-09-27,26,19,0.0,11.6,5,70,04:18 PM,01:39 AM,06:11 AM,06:08 PM,11,22,22,21,29,37,53,0.3,1010,26,10,256,23,Tunisia
2020-09-28,25,18,0.0,11.6,6,78,04:53 PM,02:40 AM,06:12 AM,06:07 PM,11,22,22,21,20,14,53,0.0,1015,25,10,265,16,Tunisia
2020-09-29,28,19,0.0,11.6,7,85,05:23 PM,03:40 AM,06:13 AM,06:05 PM,13,24,24,24,10,1,53,0.0,1018,28,10,155,8,Tunisia
2020-09-30,30,23,0.0,11.6,7,93,05:50 PM,04:38 AM,06:14 AM,06:04 PM,18,27,27,25,12,7,63,0.0,1013,30,10,168,10,Tunisia
2020-10-01,26,20,0.0,11.6,6,97,06:15 PM,05:36 AM,06:15 AM,06:02 PM,16,24,24,23,13,12,63,0.0,1011,26,10,201,11,Tunisia
2020-10-02,32,21,0.0,11.6,7,100,06:40 PM,06:32 AM,06:15 AM,06:01 PM,17,27,27,26,25,3,57,0.0,1005,32,10,163,18,Tunisia
2020-10-03,24,21,0.0,5.8,5,89,07:06 PM,07:29 AM,06:16 AM,05:59 PM,16,25,25,23,29,53,65,0.0,1005,24,10,262,21,Tunisia
2020-10-04,26,19,0.0,8.7,6,82,07:33 PM,08:25 AM,06:17 AM,05:58 PM,13,24,24,22,13,8,54,0.0,1011,26,10,209,10,Tunisia
2020-10-05,24,21,0.0,8.7,5,74,08:03 PM,09:22 AM,06:18 AM,05:56 PM,15,25,25,23,19,51,62,0.3,1013,24,10,311,15,Tunisia
2020-10-06,23,20,0.0,8.7,6,67,08:36 PM,10:20 AM,06:19 AM,05:55 PM,12,21,22,21,25,15,56,0.3,1019,23,10,330,19,Tunisia
2020-10-07,24,19,0.0,8.7,6,60,09:16 PM,11:18 AM,06:20 AM,05:54 PM,13,22,22,21,21,10,59,0.0,1019,24,10,309,16,Tunisia
2020-10-08,24,20,0.0,8.7,6,53,10:01 PM,12:15 PM,06:21 AM,05:52 PM,14,22,22,22,27,25,65,0.0,1021,24,10,316,20,Tunisia
2020-10-09,24,19,0.0,8.7,6,45,10:53 PM,01:11 PM,06:21 AM,05:51 PM,13,23,23,22,13,14,60,0.0,1022,24,10,199,10,Tunisia
2020-10-10,27,20,0.0,8.7,6,38,11:53 PM,02:02 PM,06:22 AM,05:49 PM,14,24,24,23,8,8,58,0.0,1019,27,10,136,7,Tunisia
2020-10-11,25,19,0.0,8.7,5,31,No moonrise,02:49 PM,06:23 AM,05:48 PM,15,22,22,21,16,33,68,8.3,1016,25,10,268,12,Tunisia
2020-10-12,20,17,0.0,4.2,4,23,12:58 AM,03:32 PM,06:24 AM,05:47 PM,10,18,18,18,41,74,59,8.0,1013,20,9,298,32,Tunisia
2020-10-13,20,17,0.0,4.2,4,16,02:06 AM,04:09 PM,06:25 AM,05:45 PM,9,18,18,18,30,72,56,0.9,1015,20,10,290,22,Tunisia
2020-10-14,27,17,0.0,8.7,6,9,03:18 AM,04:44 PM,06:26 AM,05:44 PM,7,22,22,22,19,8,40,0.0,1012,27,10,195,13,Tunisia
2020-10-15,22,18,0.0,8.7,6,2,04:30 AM,05:18 PM,06:27 AM,05:43 PM,10,21,22,21,25,12,51,0.0,1012,22,10,292,19,Tunisia
2020-10-16,21,17,0.0,8.7,4,0,05:44 AM,05:51 PM,06:28 AM,05:41 PM,9,18,19,18,19,30,55,0.0,1016,21,10,289,15,Tunisia
2020-10-17,22,16,0.0,8.7,5,0,06:58 AM,06:25 PM,06:29 AM,05:40 PM,9,19,20,19,10,6,53,0.0,1018,22,10,201,8,Tunisia
2020-10-18,21,16,0.0,8.7,4,5,08:13 AM,07:04 PM,06:30 AM,05:39 PM,10,19,19,19,17,24,56,0.4,1020,21,10,285,13,Tunisia
2020-10-19,22,16,0.0,8.7,5,13,09:29 AM,07:47 PM,06:31 AM,05:37 PM,11,19,20,19,11,7,62,0.0,1023,22,10,171,8,Tunisia
2020-10-20,24,18,0.0,8.7,6,20,10:41 AM,08:35 PM,06:31 AM,05:36 PM,12,20,21,20,23,0,60,0.0,1023,24,10,143,17,Tunisia
2020-10-21,25,18,0.0,8.7,6,27,11:49 AM,09:30 PM,06:32 AM,05:35 PM,12,22,22,21,31,0,58,0.0,1022,25,10,156,22,Tunisia
2020-10-22,26,19,0.0,8.7,6,35,12:48 PM,10:29 PM,06:33 AM,05:34 PM,16,23,23,22,34,1,68,0.0,1021,26,10,160,24,Tunisia
2020-10-23,28,20,0.0,8.7,6,42,01:38 PM,11:31 PM,06:34 AM,05:32 PM,16,24,24,23,18,2,66,0.0,1021,28,10,242,12,Tunisia
2020-10-24,24,19,0.0,7.2,5,49,02:20 PM,No moonset,06:35 AM,05:31 PM,16,21,21,21,25,53,73,0.5,1022,24,10,304,19,Tunisia
2020-10-25,23,17,0.0,8.7,6,56,02:56 PM,12:33 AM,06:36 AM,05:30 PM,13,20,21,20,14,12,62,0.0,1020,23,10,254,11,Tunisia
2020-10-26,28,19,0.0,8.7,6,64,03:27 PM,01:34 AM,06:37 AM,05:29 PM,13,23,23,23,15,7,58,0.0,1015,28,10,206,12,Tunisia
2020-10-27,20,16,0.0,7.2,4,71,03:55 PM,02:32 AM,06:38 AM,05:28 PM,9,18,18,18,32,54,59,0.8,1016,20,10,300,25,Tunisia
2020-10-28,20,15,0.0,4.1,4,78,04:20 PM,03:30 AM,06:39 AM,05:26 PM,10,17,17,17,24,80,63,2.2,1019,20,9,299,17,Tunisia
2020-10-29,22,16,0.0,7.2,4,85,04:45 PM,04:26 AM,06:40 AM,05:25 PM,13,19,19,19,21,45,70,0.4,1024,22,10,301,15,Tunisia
2020-10-30,21,16,0.0,5.6,4,93,05:10 PM,05:23 AM,06:41 AM,05:24 PM,13,19,19,19,26,49,71,0.0,1024,21,10,304,18,Tunisia
2020-10-31,21,18,0.0,5.6,4,97,05:36 PM,06:19 AM,06:42 AM,05:23 PM,14,19,20,19,15,61,71,0.5,1024,21,10,193,11,Tunisia
2020-11-01,23,15,0.0,8.7,6,89,06:05 PM,07:16 AM,06:43 AM,05:22 PM,15,19,21,19,6,1,72,0.0,1023,23,10,167,5,Tunisia
2020-11-02,24,17,0.0,8.7,6,81,06:37 PM,08:14 AM,06:44 AM,05:21 PM,15,21,22,21,7,0,67,0.0,1024,24,10,170,6,Tunisia
2020-11-03,25,18,0.0,8.7,6,74,07:14 PM,09:13 AM,06:45 AM,05:20 PM,16,21,22,21,8,1,72,0.0,1023,25,10,138,6,Tunisia
2020-11-04,23,17,0.0,8.7,6,66,07:57 PM,10:10 AM,06:46 AM,05:19 PM,15,20,20,20,13,21,74,0.0,1020,23,10,101,9,Tunisia
2020-11-05,25,18,0.0,8.7,6,58,08:47 PM,11:07 AM,06:47 AM,05:18 PM,14,22,22,21,13,6,63,0.0,1023,25,10,131,9,Tunisia
2020-11-06,22,18,0.0,8.7,5,51,09:43 PM,11:59 AM,06:48 AM,05:17 PM,15,20,20,20,14,25,77,0.1,1025,22,10,79,10,Tunisia
2020-11-07,23,17,0.0,8.7,6,43,10:44 PM,12:46 PM,06:49 AM,05:16 PM,14,20,20,20,11,12,70,0.0,1026,23,10,141,8,Tunisia
2020-11-08,24,17,0.0,8.7,6,36,11:50 PM,01:29 PM,06:50 AM,05:15 PM,14,20,21,20,11,12,68,0.0,1025,24,10,140,8,Tunisia
2020-11-09,24,20,0.0,8.7,6,28,No moonrise,02:06 PM,06:51 AM,05:15 PM,16,21,22,21,10,3,73,0.0,1023,24,10,121,8,Tunisia
2020-11-10,23,18,0.0,8.7,6,21,12:57 AM,02:41 PM,06:53 AM,05:14 PM,11,20,21,20,10,31,58,0.0,1023,23,10,118,7,Tunisia
2020-11-11,22,17,0.0,8.7,5,13,02:07 AM,03:13 PM,06:54 AM,05:13 PM,13,19,20,19,8,30,67,0.0,1024,22,10,164,6,Tunisia
2020-11-12,24,17,0.0,8.7,5,6,03:18 AM,03:45 PM,06:55 AM,05:12 PM,13,20,21,20,11,44,67,1.2,1023,24,10,167,8,Tunisia
2020-11-13,24,17,0.0,8.7,6,0,04:30 AM,04:18 PM,06:56 AM,05:11 PM,11,20,21,20,15,15,55,0.0,1023,24,10,176,9,Tunisia
2020-11-14,24,17,0.0,8.7,6,0,05:44 AM,04:54 PM,06:57 AM,05:11 PM,8,20,21,20,18,8,46,0.0,1022,24,10,174,11,Tunisia
2020-11-15,23,18,0.0,7.1,5,0,07:00 AM,05:35 PM,06:58 AM,05:10 PM,8,20,20,20,8,45,48,0.0,1021,23,10,185,5,Tunisia
2020-11-16,23,17,0.0,7.1,5,2,08:15 AM,06:21 PM,06:59 AM,05:09 PM,12,20,20,20,16,46,61,1.2,1021,23,10,278,11,Tunisia
2020-11-17,20,17,0.0,5.4,4,9,09:28 AM,07:14 PM,07:00 AM,05:09 PM,11,18,18,18,32,73,65,3.4,1020,20,10,309,23,Tunisia
2020-11-18,20,16,0.0,5.4,4,17,10:34 AM,08:14 PM,07:01 AM,05:08 PM,14,18,18,18,33,72,77,15.6,1022,20,9,100,22,Tunisia
2020-11-19,20,17,0.0,5.4,4,24,11:31 AM,09:17 PM,07:02 AM,05:07 PM,14,18,18,18,23,67,78,10.2,1025,20,10,315,16,Tunisia
2020-11-20,19,15,0.0,8.7,4,32,12:17 PM,10:21 PM,07:03 AM,05:07 PM,10,16,17,16,44,33,64,0.0,1020,19,10,290,32,Tunisia
2020-11-21,18,14,0.0,3.8,4,39,12:57 PM,11:24 PM,07:04 AM,05:06 PM,10,15,16,15,57,82,68,17.1,1013,18,9,175,36,Tunisia
2020-11-22,18,16,0.0,5.4,4,47,01:30 PM,No moonset,07:05 AM,05:06 PM,12,17,17,17,61,79,71,42.3,1017,18,6,42,32,Tunisia
2020-11-23,19,13,0.0,5.4,4,54,01:58 PM,12:24 AM,07:06 AM,05:05 PM,12,17,17,17,20,63,73,7.4,1022,19,9,52,13,Tunisia
2020-11-24,18,15,0.0,3.7,4,62,02:24 PM,01:23 AM,07:07 AM,05:05 PM,12,17,17,17,22,73,73,1.4,1024,18,10,322,16,Tunisia
2020-11-25,19,14,0.0,8.7,5,70,02:49 PM,02:19 AM,07:08 AM,05:05 PM,11,16,16,16,12,15,71,0.0,1020,19,10,189,8,Tunisia
2020-11-26,20,15,0.0,8.7,5,77,03:14 PM,03:16 AM,07:09 AM,05:04 PM,10,17,17,17,18,9,66,0.0,1018,20,10,154,12,Tunisia
2020-11-27,20,16,0.0,7.0,4,85,03:40 PM,04:12 AM,07:10 AM,05:04 PM,13,18,18,18,22,29,72,0.2,1016,20,10,151,15,Tunisia
2020-11-28,21,16,0.0,5.4,4,92,04:07 PM,05:09 AM,07:11 AM,05:04 PM,9,18,19,18,47,68,58,8.1,1004,21,9,163,32,Tunisia
2020-11-29,18,13,0.0,3.7,4,100,04:38 PM,06:07 AM,07:12 AM,05:04 PM,9,15,15,15,36,80,66,2.7,1006,18,10,280,25,Tunisia
2020-11-30,19,14,0.0,8.7,4,100,05:14 PM,07:06 AM,07:13 AM,05:03 PM,12,16,16,16,17,37,78,0.3,1019,19,10,300,12,Tunisia
2020-12-01,20,13,0.0,8.7,5,89,05:55 PM,08:05 AM,07:14 AM,05:03 PM,11,16,16,16,14,25,73,0.0,1019,20,10,282,10,Tunisia
2020-12-02,20,14,0.0,8.7,4,82,06:43 PM,09:02 AM,07:15 AM,05:03 PM,9,16,16,16,13,40,63,0.0,1010,20,10,239,9,Tunisia
2020-12-03,15,12,0.0,3.7,3,75,07:38 PM,09:56 AM,07:16 AM,05:03 PM,8,12,13,12,27,87,69,13.0,1010,15,8,299,20,Tunisia
2020-12-04,18,11,0.0,8.7,4,67,08:37 PM,10:45 AM,07:17 AM,05:03 PM,5,13,14,13,20,37,55,0.3,1005,18,10,208,13,Tunisia
2020-12-05,21,13,0.0,8.7,5,60,09:41 PM,11:29 AM,07:17 AM,05:03 PM,5,16,17,16,32,19,50,0.3,1002,21,9,206,20,Tunisia
2020-12-06,14,9,0.0,3.7,3,53,10:47 PM,12:07 PM,07:18 AM,05:03 PM,6,9,12,9,37,75,71,35.1,1003,14,8,272,28,Tunisia
2020-12-07,15,10,0.0,8.7,4,46,11:54 PM,12:42 PM,07:19 AM,05:03 PM,3,10,12,10,28,14,54,0.0,1011,15,10,232,18,Tunisia
2020-12-08,17,12,0.0,8.7,4,38,No moonrise,01:14 PM,07:20 AM,05:03 PM,4,13,14,13,31,55,52,0.6,1008,17,10,237,20,Tunisia
2020-12-09,12,11,0.0,3.7,3,31,01:01 AM,01:44 PM,07:21 AM,05:03 PM,6,9,12,9,36,72,66,2.6,1009,12,9,269,25,Tunisia
2020-12-10,15,9,0.0,7.0,3,24,02:10 AM,02:15 PM,07:22 AM,05:03 PM,5,10,12,10,29,52,64,0.8,1012,15,9,246,20,Tunisia
2020-12-11,16,12,0.0,7.0,3,17,03:21 AM,02:48 PM,07:22 AM,05:03 PM,8,12,14,12,28,69,69,3.6,1006,16,7,257,20,Tunisia
2020-12-12,17,13,0.0,3.7,4,9,04:33 AM,03:25 PM,07:23 AM,05:04 PM,11,14,15,14,36,87,77,14.4,1003,17,8,282,25,Tunisia
2020-12-13,15,13,0.0,3.7,3,2,05:48 AM,04:07 PM,07:24 AM,05:04 PM,7,11,14,11,49,80,64,1.2,1009,15,10,310,34,Tunisia
2020-12-14,18,11,0.0,8.7,4,0,07:02 AM,04:56 PM,07:25 AM,05:04 PM,8,13,14,13,17,20,68,0.0,1017,18,10,221,12,Tunisia
2020-12-15,19,13,0.0,7.0,4,0,08:12 AM,05:54 PM,07:25 AM,05:04 PM,7,15,16,15,11,17,58,0.0,1017,19,10,191,7,Tunisia
2020-12-16,20,14,0.0,8.7,5,5,09:15 AM,06:56 PM,07:26 AM,05:05 PM,11,17,16,17,10,8,72,0.0,1021,20,10,174,7,Tunisia
2020-12-17,18,14,0.0,8.7,5,12,10:08 AM,08:02 PM,07:26 AM,05:05 PM,12,16,16,16,20,25,78,0.0,1020,18,10,139,13,Tunisia
2020-12-18,18,15,0.0,3.7,4,20,10:52 AM,09:08 PM,07:27 AM,05:05 PM,12,16,16,16,20,69,78,0.9,1022,18,10,136,14,Tunisia
2020-12-19,17,15,0.0,3.7,4,27,11:29 AM,10:11 PM,07:28 AM,05:06 PM,13,16,16,16,30,79,79,14.2,1021,17,9,119,20,Tunisia
2020-12-20,17,15,0.0,5.3,4,34,11:59 AM,11:12 PM,07:28 AM,05:06 PM,12,16,16,16,9,73,80,8.0,1019,17,10,154,6,Tunisia
2020-12-21,17,13,0.0,3.7,4,41,12:27 PM,No moonset,07:29 AM,05:07 PM,12,15,15,15,15,63,82,1.7,1023,17,10,237,11,Tunisia
2020-12-22,17,13,0.0,5.3,4,49,12:52 PM,12:10 AM,07:29 AM,05:07 PM,12,14,15,14,19,56,83,1.4,1027,17,10,316,13,Tunisia
2020-12-23,21,12,0.0,8.7,5,56,01:17 PM,01:07 AM,07:30 AM,05:08 PM,11,16,16,16,9,4,74,0.0,1027,21,10,197,7,Tunisia
2020-12-24,21,14,0.0,8.7,5,63,01:43 PM,02:03 AM,07:30 AM,05:09 PM,10,18,18,18,7,0,60,0.0,1022,21,10,183,6,Tunisia
2020-12-25,20,13,0.0,8.7,5,70,02:09 PM,03:00 AM,07:30 AM,05:09 PM,8,16,16,16,8,5,57,0.0,1017,20,10,216,6,Tunisia
2020-12-26,12,10,0.0,3.7,3,78,02:38 PM,03:57 AM,07:31 AM,05:10 PM,6,9,12,9,26,69,69,2.1,1015,12,9,297,19,Tunisia
2020-12-27,12,9,0.0,3.7,3,85,03:12 PM,04:56 AM,07:31 AM,05:10 PM,5,7,10,7,36,73,68,4.7,1012,12,9,295,24,Tunisia
2020-12-28,17,7,0.0,8.7,4,92,03:52 PM,05:55 AM,07:31 AM,05:11 PM,1,11,12,11,22,6,49,0.0,1006,17,10,198,13,Tunisia
2020-12-29,17,10,0.0,8.7,4,100,04:37 PM,06:54 AM,07:32 AM,05:12 PM,5,13,13,13,16,33,58,0.0,1007,17,10,239,10,Tunisia
2020-12-30,14,10,0.0,3.7,3,100,05:31 PM,07:50 AM,07:32 AM,05:13 PM,6,10,12,10,25,72,70,0.7,1010,14,10,263,18,Tunisia
2020-12-31,14,8,0.0,7.0,3,89,06:30 PM,08:42 AM,07:32 AM,05:13 PM,5,9,11,9,23,32,69,2.1,1016,14,10,263,15,Tunisia
2021-01-01,14,9,0.0,8.7,4,79,07:34 PM,09:28 AM,07:32 AM,05:14 PM,1,10,11,10,26,0,48,0.0,1012,14,10,182,17,Tunisia
2021-01-02,15,8,0.0,8.7,4,71,08:39 PM,10:08 AM,07:33 AM,05:15 PM,1,10,11,10,20,8,49,0.0,1010,15,10,216,12,Tunisia
2021-01-03,13,7,0.0,8.7,4,64,09:46 PM,10:44 AM,07:33 AM,05:16 PM,1,8,10,8,20,22,56,0.1,1011,13,10,244,14,Tunisia
2021-01-04,13,6,0.0,8.7,4,57,10:53 PM,11:17 AM,07:33 AM,05:17 PM,1,7,9,7,22,9,55,0.0,1014,13,10,235,14,Tunisia
2021-01-05,15,7,0.0,5.4,3,50,12:00 AM,11:47 AM,07:33 AM,05:17 PM,-2,9,11,9,21,47,41,0.0,1013,15,10,250,13,Tunisia
2021-01-06,16,9,0.0,8.7,4,42,No moonrise,12:17 PM,07:33 AM,05:18 PM,1,12,12,12,9,33,48,0.0,1014,16,10,190,6,Tunisia
2021-01-07,21,11,0.0,8.7,5,35,01:08 AM,12:48 PM,07:33 AM,05:19 PM,6,14,15,14,18,22,57,0.0,1010,21,10,222,10,Tunisia
2021-01-08,19,13,0.0,8.7,5,28,02:17 AM,01:21 PM,07:33 AM,05:20 PM,10,15,15,15,10,28,73,0.0,1008,19,10,139,6,Tunisia
2021-01-09,23,13,0.0,3.7,4,20,03:29 AM,02:00 PM,07:33 AM,05:21 PM,11,18,18,18,27,57,65,2.2,1007,23,10,177,14,Tunisia
2021-01-10,17,14,0.0,5.4,4,13,04:40 AM,02:44 PM,07:32 AM,05:22 PM,12,15,16,15,19,62,79,0.2,1008,17,10,321,13,Tunisia
2021-01-11,15,12,0.0,8.7,4,6,05:51 AM,03:37 PM,07:32 AM,05:23 PM,9,13,13,13,15,38,74,1.0,1015,15,10,183,11,Tunisia
2021-01-12,13,10,0.0,5.4,3,0,06:56 AM,04:36 PM,07:32 AM,05:24 PM,6,9,11,9,33,81,71,1.7,1019,13,9,298,24,Tunisia
2021-01-13,14,10,0.0,3.7,3,0,07:54 AM,05:41 PM,07:32 AM,05:25 PM,7,9,12,9,51,88,68,1.5,1022,14,10,298,36,Tunisia
2021-01-14,15,8,0.0,5.4,3,1,08:42 AM,06:47 PM,07:32 AM,05:26 PM,7,10,12,10,48,72,69,0.6,1020,15,10,296,33,Tunisia
2021-01-15,15,11,0.0,5.4,3,8,09:23 AM,07:53 PM,07:31 AM,05:27 PM,6,10,13,10,51,64,63,0.6,1017,15,10,305,36,Tunisia
2021-01-16,12,11,0.0,3.7,3,16,09:57 AM,08:56 PM,07:31 AM,05:28 PM,5,9,11,9,33,85,68,4.3,1017,12,9,313,23,Tunisia
2021-01-17,13,9,0.0,3.7,3,23,10:26 AM,09:57 PM,07:31 AM,05:29 PM,7,8,11,8,39,87,73,1.6,1023,13,7,289,26,Tunisia
2021-01-18,13,10,0.0,3.8,3,30,10:53 AM,10:55 PM,07:30 AM,05:30 PM,6,10,12,10,34,69,69,3.0,1023,13,10,305,22,Tunisia
2021-01-19,16,7,0.0,8.7,4,38,11:19 AM,11:52 PM,07:30 AM,05:31 PM,5,10,12,10,18,22,68,0.3,1028,16,10,218,11,Tunisia
2021-01-20,18,9,0.0,8.7,4,45,11:44 AM,No moonset,07:29 AM,05:32 PM,4,12,13,12,19,19,55,0.0,1023,18,10,191,11,Tunisia
2021-01-21,17,10,0.0,8.7,4,52,12:09 PM,12:49 AM,07:29 AM,05:33 PM,2,13,13,13,19,38,45,0.0,1019,17,10,191,10,Tunisia
2021-01-22,18,11,0.0,8.7,5,59,12:38 PM,01:46 AM,07:28 AM,05:34 PM,5,13,14,13,19,12,54,0.0,1016,18,10,199,11,Tunisia
2021-01-23,15,11,0.0,3.8,3,67,01:10 PM,02:44 AM,07:28 AM,05:35 PM,6,11,13,11,39,69,64,1.2,1012,15,10,266,25,Tunisia
2021-01-24,16,10,0.0,5.4,3,74,01:46 PM,03:43 AM,07:27 AM,05:36 PM,5,11,12,11,36,47,62,0.2,1011,16,10,247,22,Tunisia
2021-01-25,17,9,0.0,3.8,3,81,02:29 PM,04:41 AM,07:27 AM,05:38 PM,8,11,13,11,30,65,72,0.3,1014,17,10,255,19,Tunisia
2021-01-26,14,10,0.0,8.7,3,88,03:20 PM,05:39 AM,07:26 AM,05:39 PM,5,10,12,10,38,42,64,5.9,1015,14,8,299,27,Tunisia
2021-01-27,14,10,0.0,5.4,3,96,04:17 PM,06:33 AM,07:25 AM,05:40 PM,7,9,12,9,34,73,72,1.2,1020,14,10,291,23,Tunisia
2021-01-28,17,12,0.0,8.7,4,100,05:20 PM,07:22 AM,07:25 AM,05:41 PM,10,13,14,13,41,38,78,0.1,1020,17,10,300,26,Tunisia
2021-01-29,21,13,0.0,7.1,4,90,06:27 PM,08:06 AM,07:24 AM,05:42 PM,11,15,16,15,34,36,72,0.0,1018,21,10,265,20,Tunisia
2021-01-30,23,12,0.0,8.7,4,82,07:36 PM,08:44 AM,07:23 AM,05:43 PM,11,17,18,17,24,16,70,0.0,1012,23,10,236,15,Tunisia
2021-01-31,15,12,0.0,5.5,3,79,08:44 PM,09:18 AM,07:22 AM,05:44 PM,8,12,14,12,36,58,67,1.8,1005,15,9,274,25,Tunisia
2021-02-01,17,11,0.0,3.8,3,63,09:52 PM,09:50 AM,07:22 AM,05:45 PM,9,12,14,12,38,58,72,1.6,1007,17,10,274,24,Tunisia
