date_time,Suriname_maxtempC,Suriname_mintempC,Suriname_totalSnow_cm,Suriname_sunHour,Suriname_uvIndex,Suriname_moon_illumination,Suriname_moonrise,Suriname_moonset,Suriname_sunrise,Suriname_sunset,Suriname_DewPointC,Suriname_FeelsLikeC,Suriname_HeatIndexC,Suriname_WindChillC,Suriname_WindGustKmph,Suriname_cloudcover,Suriname_humidity,Suriname_precipMM,Suriname_pressure,Suriname_tempC,Suriname_visibility,Suriname_winddirDegree,Suriname_windspeedKmph,Suriname_location
2020-08-16,34,24,0.0,11.6,7,8,04:06 AM,04:55 PM,06:36 AM,06:54 PM,22,31,31,28,16,40,73,0.9,1009,34,10,92,9,Suriname
2020-08-17,32,25,0.0,10.2,6,1,05:04 AM,05:51 PM,06:36 AM,06:53 PM,22,30,30,27,17,55,75,0.9,1009,32,10,102,11,Suriname
2020-08-18,32,24,0.0,10.2,6,0,06:03 AM,06:46 PM,06:35 AM,06:53 PM,23,30,30,27,20,39,83,7.4,1009,32,8,88,13,Suriname
2020-08-19,32,24,0.0,10.2,6,0,07:01 AM,07:39 PM,06:35 AM,06:53 PM,23,30,30,27,17,44,82,2.0,1009,32,9,82,11,Suriname
2020-08-20,32,24,0.0,8.8,6,6,07:57 AM,08:30 PM,06:35 AM,06:52 PM,23,31,31,27,15,59,82,1.6,1010,32,10,95,9,Suriname
2020-08-21,34,24,0.0,10.2,6,13,08:52 AM,09:19 PM,06:35 AM,06:52 PM,22,31,31,28,20,47,73,1.9,1010,34,10,96,14,Suriname
2020-08-22,33,24,0.0,11.6,7,20,09:47 AM,10:08 PM,06:35 AM,06:51 PM,22,31,31,28,19,20,73,0.0,1011,33,10,71,13,Suriname
2020-08-23,33,24,0.0,7.5,6,28,10:40 AM,10:57 PM,06:35 AM,06:51 PM,23,30,30,27,15,54,78,0.3,1011,33,9,71,10,Suriname
2020-08-24,32,23,0.0,8.8,6,35,11:36 AM,11:48 PM,06:35 AM,06:51 PM,23,30,30,27,17,50,82,2.7,1011,32,10,96,11,Suriname
2020-08-25,32,23,0.0,8.8,6,42,12:31 PM,No moonset,06:35 AM,06:50 PM,23,30,30,27,18,40,82,1.0,1011,32,8,79,12,Suriname
2020-08-26,33,24,0.0,11.6,6,50,01:28 PM,12:40 AM,06:35 AM,06:50 PM,23,30,30,27,16,19,78,0.0,1010,33,8,57,11,Suriname
2020-08-27,33,24,0.0,11.6,6,57,02:25 PM,01:35 AM,06:34 AM,06:49 PM,23,31,31,27,13,32,79,0.8,1011,33,9,51,8,Suriname
2020-08-28,32,24,0.0,8.8,6,64,03:22 PM,02:31 AM,06:34 AM,06:49 PM,23,30,30,27,10,43,82,3.1,1011,32,10,59,6,Suriname
2020-08-29,34,24,0.0,10.2,6,71,04:16 PM,03:27 AM,06:34 AM,06:48 PM,23,31,31,27,11,56,80,3.5,1009,34,10,157,7,Suriname
2020-08-30,33,24,0.0,10.2,6,79,05:08 PM,04:21 AM,06:34 AM,06:48 PM,23,31,31,27,16,48,82,6.6,1009,33,10,100,10,Suriname
2020-08-31,32,23,0.0,10.2,6,82,05:56 PM,05:14 AM,06:34 AM,06:47 PM,23,30,30,26,18,51,84,6.1,1011,32,7,97,11,Suriname
2020-09-01,32,23,0.0,8.8,6,97,06:40 PM,06:03 AM,06:34 AM,06:47 PM,22,29,29,26,15,66,80,1.5,1012,32,8,84,9,Suriname
2020-09-02,31,24,0.0,7.4,6,100,07:22 PM,06:50 AM,06:33 AM,06:46 PM,23,30,30,27,18,45,82,4.0,1010,31,9,83,11,Suriname
2020-09-03,32,24,0.0,10.2,6,88,08:02 PM,07:35 AM,06:33 AM,06:46 PM,23,30,30,27,19,62,82,5.9,1010,32,9,86,12,Suriname
2020-09-04,30,24,0.0,7.4,6,81,08:40 PM,08:18 AM,06:33 AM,06:45 PM,24,30,30,27,18,62,85,5.6,1011,30,10,82,11,Suriname
2020-09-05,33,24,0.0,10.2,6,73,09:19 PM,09:01 AM,06:33 AM,06:45 PM,23,30,30,27,16,43,83,3.8,1011,33,9,71,10,Suriname
2020-09-06,33,24,0.0,7.4,6,66,09:58 PM,09:44 AM,06:33 AM,06:44 PM,23,30,30,27,16,61,82,3.0,1010,33,10,77,10,Suriname
2020-09-07,33,23,0.0,10.2,6,58,10:39 PM,10:28 AM,06:33 AM,06:44 PM,23,31,31,27,15,22,82,1.3,1009,33,9,86,9,Suriname
2020-09-08,31,24,0.0,8.8,6,50,11:22 PM,11:14 AM,06:32 AM,06:43 PM,24,31,31,27,15,61,84,6.1,1009,31,9,87,9,Suriname
2020-09-09,33,24,0.0,10.2,6,43,No moonrise,12:02 PM,06:32 AM,06:43 PM,23,31,31,27,15,41,81,1.2,1010,33,8,82,10,Suriname
2020-09-10,33,24,0.0,10.2,6,35,12:08 AM,12:52 PM,06:32 AM,06:42 PM,23,31,31,27,16,40,81,1.0,1011,33,8,89,11,Suriname
2020-09-11,34,23,0.0,10.2,6,28,12:58 AM,01:45 PM,06:32 AM,06:42 PM,23,31,31,28,17,36,78,0.5,1009,34,10,90,12,Suriname
2020-09-12,33,23,0.0,10.2,6,20,01:52 AM,02:40 PM,06:32 AM,06:41 PM,23,31,31,27,18,21,77,0.1,1009,33,9,87,12,Suriname
2020-09-13,34,23,0.0,10.2,6,13,02:48 AM,03:36 PM,06:31 AM,06:41 PM,23,32,32,29,20,43,77,1.3,1010,34,10,88,13,Suriname
2020-09-14,32,24,0.0,8.8,6,5,03:46 AM,04:31 PM,06:31 AM,06:40 PM,23,31,31,27,18,46,80,1.1,1012,32,10,74,12,Suriname
2020-09-15,34,24,0.0,10.2,6,0,04:44 AM,05:25 PM,06:31 AM,06:40 PM,23,31,31,27,12,30,76,0.3,1011,34,9,67,8,Suriname
2020-09-16,33,24,0.0,11.6,6,0,05:41 AM,06:17 PM,06:31 AM,06:39 PM,23,31,31,28,10,48,82,8.3,1010,33,8,163,6,Suriname
2020-09-17,33,24,0.0,10.2,6,0,06:37 AM,07:08 PM,06:31 AM,06:39 PM,24,31,31,27,16,57,83,8.1,1010,33,9,89,10,Suriname
2020-09-18,33,23,0.0,10.2,6,2,07:34 AM,07:58 PM,06:30 AM,06:38 PM,22,30,30,27,18,39,77,1.3,1011,33,9,95,12,Suriname
2020-09-19,34,23,0.0,11.6,7,10,08:29 AM,08:48 PM,06:30 AM,06:38 PM,22,31,31,28,20,10,73,0.0,1011,34,10,86,14,Suriname
2020-09-20,33,24,0.0,11.6,6,17,09:26 AM,09:41 PM,06:30 AM,06:37 PM,23,31,31,28,20,29,76,0.2,1010,33,9,79,13,Suriname
2020-09-21,33,25,0.0,6.0,6,25,10:23 AM,10:34 PM,06:30 AM,06:37 PM,24,32,32,28,19,68,82,3.1,1010,33,8,66,12,Suriname
2020-09-22,34,24,0.0,10.2,6,32,11:22 AM,11:30 PM,06:30 AM,06:36 PM,23,32,32,28,17,37,79,0.2,1011,34,8,83,11,Suriname
2020-09-23,34,23,0.0,11.6,7,40,12:20 PM,No moonset,06:29 AM,06:36 PM,22,31,31,28,19,16,74,0.0,1012,34,10,91,13,Suriname
2020-09-24,33,24,0.0,10.2,6,47,01:18 PM,12:26 AM,06:29 AM,06:35 PM,23,31,31,28,21,29,77,1.1,1012,33,10,81,14,Suriname
2020-09-25,33,24,0.0,10.2,6,55,02:13 PM,01:23 AM,06:29 AM,06:35 PM,23,31,31,28,18,32,78,0.5,1012,33,9,62,12,Suriname
2020-09-26,33,24,0.0,7.4,6,62,03:05 PM,02:18 AM,06:29 AM,06:34 PM,24,31,31,27,14,59,82,6.1,1010,33,9,77,8,Suriname
2020-09-27,33,23,0.0,10.2,6,70,03:54 PM,03:11 AM,06:29 AM,06:34 PM,22,30,30,27,16,46,78,3.6,1008,33,9,94,10,Suriname
2020-09-28,34,24,0.0,11.6,6,78,04:38 PM,04:00 AM,06:29 AM,06:33 PM,22,31,31,29,20,31,70,1.0,1009,34,10,94,14,Suriname
2020-09-29,33,23,0.0,11.6,7,85,05:21 PM,04:48 AM,06:28 AM,06:33 PM,21,30,30,28,22,9,71,0.0,1010,33,10,79,15,Suriname
2020-09-30,34,24,0.0,8.8,6,93,06:01 PM,05:33 AM,06:28 AM,06:32 PM,23,31,31,28,17,38,77,0.1,1010,34,8,67,12,Suriname
2020-10-01,34,24,0.0,10.2,6,97,06:39 PM,06:16 AM,06:28 AM,06:32 PM,23,32,32,28,19,41,76,3.4,1009,34,10,83,13,Suriname
2020-10-02,34,25,0.0,11.6,7,100,07:18 PM,06:59 AM,06:28 AM,06:31 PM,22,31,31,28,19,34,74,0.5,1009,34,10,66,12,Suriname
2020-10-03,34,24,0.0,8.8,6,89,07:57 PM,07:42 AM,06:28 AM,06:31 PM,23,31,31,28,18,42,77,0.4,1009,34,9,82,12,Suriname
2020-10-04,30,24,0.0,7.4,6,82,08:36 PM,08:25 AM,06:28 AM,06:30 PM,24,31,31,27,19,47,84,2.5,1010,30,10,79,13,Suriname
2020-10-05,33,24,0.0,10.2,6,74,09:19 PM,09:10 AM,06:27 AM,06:30 PM,24,31,31,27,19,53,81,3.6,1010,33,9,78,13,Suriname
2020-10-06,34,24,0.0,11.6,6,67,10:04 PM,09:57 AM,06:27 AM,06:29 PM,23,32,32,28,20,39,77,0.6,1010,34,8,81,14,Suriname
2020-10-07,33,24,0.0,8.8,6,60,10:51 PM,10:46 AM,06:27 AM,06:29 PM,23,31,31,28,19,58,78,2.4,1011,33,8,82,12,Suriname
2020-10-08,33,24,0.0,8.8,6,53,11:43 PM,11:37 AM,06:27 AM,06:29 PM,23,31,31,28,17,63,79,5.9,1011,33,9,83,11,Suriname
2020-10-09,33,24,0.0,6.0,6,45,No moonrise,12:30 PM,06:27 AM,06:28 PM,23,31,31,28,19,71,80,8.8,1011,33,9,73,12,Suriname
2020-10-10,34,24,0.0,8.8,6,38,12:36 AM,01:24 PM,06:27 AM,06:28 PM,24,31,31,27,17,67,82,3.5,1011,34,9,78,11,Suriname
2020-10-11,33,24,0.0,8.8,6,31,01:32 AM,02:18 PM,06:27 AM,06:27 PM,23,31,31,28,20,29,78,0.4,1011,33,9,82,13,Suriname
2020-10-12,34,25,0.0,8.8,6,23,02:28 AM,03:11 PM,06:27 AM,06:27 PM,24,32,32,28,19,45,78,0.5,1010,34,9,69,13,Suriname
2020-10-13,33,24,0.0,6.0,6,16,03:25 AM,04:02 PM,06:26 AM,06:26 PM,24,31,31,27,19,66,82,4.7,1010,33,8,79,12,Suriname
2020-10-14,33,25,0.0,7.4,6,9,04:20 AM,04:53 PM,06:26 AM,06:26 PM,23,32,32,28,21,63,76,3.4,1009,33,10,75,14,Suriname
2020-10-15,33,24,0.0,10.2,6,2,05:16 AM,05:43 PM,06:26 AM,06:26 PM,23,31,31,28,17,32,77,1.2,1010,33,9,77,12,Suriname
2020-10-16,34,23,0.0,11.6,7,0,06:11 AM,06:33 PM,06:26 AM,06:25 PM,22,31,31,29,18,31,74,0.3,1010,34,9,82,12,Suriname
2020-10-17,34,23,0.0,11.6,7,0,07:08 AM,07:26 PM,06:26 AM,06:25 PM,22,31,31,28,18,15,74,0.0,1010,34,10,76,12,Suriname
2020-10-18,33,24,0.0,10.2,6,5,08:07 AM,08:20 PM,06:26 AM,06:25 PM,23,31,31,28,18,40,78,0.2,1009,33,10,68,12,Suriname
2020-10-19,34,24,0.0,10.2,6,13,09:07 AM,09:18 PM,06:26 AM,06:24 PM,23,31,31,28,17,45,76,0.5,1008,34,10,86,11,Suriname
2020-10-20,34,24,0.0,11.6,7,20,10:08 AM,10:16 PM,06:26 AM,06:24 PM,23,32,32,29,19,20,74,0.2,1009,34,10,85,13,Suriname
2020-10-21,33,24,0.0,8.8,6,27,11:09 AM,11:15 PM,06:26 AM,06:24 PM,23,32,32,28,21,31,74,0.5,1011,33,10,82,14,Suriname
2020-10-22,34,24,0.0,11.6,7,35,12:07 PM,No moonset,06:26 AM,06:23 PM,23,32,32,28,19,20,77,0.0,1010,34,10,77,13,Suriname
2020-10-23,29,25,0.0,10.2,6,42,01:02 PM,12:12 AM,06:26 AM,06:23 PM,24,30,30,27,17,59,84,21.7,1010,29,8,62,10,Suriname
2020-10-24,32,25,0.0,8.8,6,49,01:52 PM,01:07 AM,06:26 AM,06:23 PM,23,31,31,28,23,49,79,1.0,1009,32,10,80,15,Suriname
2020-10-25,32,24,0.0,7.4,6,56,02:38 PM,01:58 AM,06:26 AM,06:23 PM,24,32,32,28,21,64,80,12.6,1009,32,8,75,13,Suriname
2020-10-26,30,25,0.0,6.0,6,64,03:21 PM,02:46 AM,06:26 AM,06:22 PM,24,31,31,27,20,74,84,8.5,1009,30,9,65,12,Suriname
2020-10-27,29,25,0.0,6.0,6,71,04:01 PM,03:32 AM,06:26 AM,06:22 PM,25,31,31,27,19,73,87,25.7,1008,29,8,59,10,Suriname
2020-10-28,32,24,0.0,6.0,6,78,04:39 PM,04:15 AM,06:26 AM,06:22 PM,24,31,31,27,18,77,84,16.2,1007,32,9,78,11,Suriname
2020-10-29,33,25,0.0,7.4,6,85,05:18 PM,04:58 AM,06:26 AM,06:22 PM,24,32,32,28,22,76,79,5.1,1008,33,10,78,15,Suriname
2020-10-30,33,26,0.0,10.2,7,93,05:56 PM,05:40 AM,06:26 AM,06:22 PM,24,33,33,29,24,45,75,0.3,1009,33,10,74,17,Suriname
2020-10-31,33,24,0.0,10.2,6,97,06:36 PM,06:23 AM,06:27 AM,06:21 PM,23,32,32,28,21,37,76,0.1,1009,33,9,85,15,Suriname
2020-11-01,31,24,0.0,7.4,6,89,07:17 PM,07:08 AM,06:27 AM,06:21 PM,24,31,31,27,19,63,80,6.4,1009,31,9,82,12,Suriname
2020-11-02,29,25,0.0,6.0,6,81,08:01 PM,07:54 AM,06:27 AM,06:21 PM,23,31,31,27,21,63,81,5.3,1009,29,9,67,13,Suriname
2020-11-03,27,24,0.0,7.4,6,74,08:48 PM,08:42 AM,06:27 AM,06:21 PM,24,28,28,25,16,70,92,37.7,1009,27,7,65,9,Suriname
2020-11-04,31,24,0.0,8.8,6,66,09:38 PM,09:33 AM,06:27 AM,06:21 PM,24,30,30,26,16,56,90,24.1,1009,31,6,95,9,Suriname
2020-11-05,32,24,0.0,6.0,6,58,10:30 PM,10:25 AM,06:27 AM,06:21 PM,24,30,30,27,18,65,86,9.1,1008,32,9,79,11,Suriname
2020-11-06,31,24,0.0,7.4,6,51,11:24 PM,11:18 AM,06:27 AM,06:21 PM,24,30,30,26,14,73,85,8.7,1008,31,9,95,9,Suriname
2020-11-07,33,23,0.0,10.2,6,43,No moonrise,12:10 PM,06:28 AM,06:21 PM,23,31,31,27,19,58,80,3.1,1009,33,10,95,12,Suriname
2020-11-08,33,23,0.0,10.2,6,36,12:19 AM,01:02 PM,06:28 AM,06:21 PM,22,30,30,27,20,50,77,3.8,1010,33,10,98,14,Suriname
2020-11-09,33,23,0.0,11.6,7,28,01:13 AM,01:52 PM,06:28 AM,06:21 PM,22,31,31,28,18,14,74,0.0,1011,33,10,86,13,Suriname
2020-11-10,30,24,0.0,6.0,6,21,02:07 AM,02:41 PM,06:28 AM,06:21 PM,24,30,30,26,18,69,87,17.5,1010,30,9,71,10,Suriname
2020-11-11,32,24,0.0,8.8,6,13,03:01 AM,03:30 PM,06:28 AM,06:21 PM,23,30,30,27,16,63,83,3.4,1010,32,9,70,10,Suriname
2020-11-12,32,24,0.0,7.4,6,6,03:55 AM,04:18 PM,06:29 AM,06:21 PM,23,30,30,27,18,59,83,4.7,1009,32,8,86,12,Suriname
2020-11-13,31,24,0.0,6.0,6,0,04:49 AM,05:09 PM,06:29 AM,06:21 PM,24,30,30,27,20,82,86,16.8,1009,31,8,82,12,Suriname
2020-11-14,32,24,0.0,7.4,6,0,05:47 AM,06:02 PM,06:29 AM,06:21 PM,23,31,31,28,19,70,81,7.6,1009,32,9,91,12,Suriname
2020-11-15,32,24,0.0,8.8,6,0,06:46 AM,06:58 PM,06:29 AM,06:21 PM,23,30,30,27,20,59,81,7.1,1009,32,10,86,13,Suriname
2020-11-16,29,24,0.0,6.0,6,2,07:48 AM,07:58 PM,06:30 AM,06:21 PM,24,30,30,26,21,76,86,8.4,1010,29,8,76,13,Suriname
2020-11-17,31,24,0.0,7.4,6,9,08:51 AM,08:59 PM,06:30 AM,06:21 PM,23,30,30,27,20,54,81,3.5,1009,31,8,76,13,Suriname
2020-11-18,31,24,0.0,8.8,6,17,09:53 AM,09:59 PM,06:30 AM,06:21 PM,22,29,29,26,17,57,79,0.5,1010,31,10,57,11,Suriname
2020-11-19,27,24,0.0,6.0,6,24,10:51 AM,10:57 PM,06:31 AM,06:21 PM,24,28,28,25,19,78,93,39.6,1010,27,7,74,10,Suriname
2020-11-20,27,23,0.0,10.2,6,32,11:45 AM,11:51 PM,06:31 AM,06:21 PM,23,28,28,25,16,67,90,15.3,1010,27,8,89,10,Suriname
2020-11-21,28,23,0.0,11.6,6,39,12:34 PM,No moonset,06:31 AM,06:21 PM,23,28,28,25,16,37,89,5.1,1009,28,8,83,10,Suriname
2020-11-22,28,24,0.0,6.0,6,47,01:19 PM,12:41 AM,06:32 AM,06:22 PM,24,29,29,25,19,74,92,37.3,1009,28,7,82,10,Suriname
2020-11-23,28,24,0.0,6.0,6,54,02:00 PM,01:29 AM,06:32 AM,06:22 PM,23,28,28,25,16,76,91,18.1,1010,28,9,85,10,Suriname
2020-11-24,30,24,0.0,6.0,6,62,02:39 PM,02:13 AM,06:32 AM,06:22 PM,24,29,29,26,17,77,88,9.9,1010,30,10,93,11,Suriname
2020-11-25,31,23,0.0,8.8,6,70,03:18 PM,02:56 AM,06:33 AM,06:22 PM,23,29,29,26,19,70,87,14.0,1010,31,9,89,12,Suriname
2020-11-26,31,24,0.0,8.8,6,77,03:56 PM,03:38 AM,06:33 AM,06:23 PM,23,30,30,26,17,66,84,3.8,1009,31,8,82,11,Suriname
2020-11-27,32,23,0.0,11.6,6,85,04:34 PM,04:21 AM,06:34 AM,06:23 PM,22,29,29,27,16,40,78,0.5,1009,32,9,93,10,Suriname
2020-11-28,32,24,0.0,8.8,6,92,05:16 PM,05:05 AM,06:34 AM,06:23 PM,23,30,30,27,19,48,81,3.2,1010,32,10,85,12,Suriname
2020-11-29,30,24,0.0,10.2,6,100,05:59 PM,05:51 AM,06:35 AM,06:23 PM,23,30,30,26,18,45,84,1.3,1010,30,9,79,11,Suriname
2020-11-30,31,23,0.0,7.4,6,100,06:45 PM,06:39 AM,06:35 AM,06:24 PM,23,29,29,26,15,64,88,8.5,1010,31,8,65,9,Suriname
2020-12-01,31,24,0.0,7.4,6,89,07:35 PM,07:29 AM,06:35 AM,06:24 PM,22,29,29,26,16,64,80,1.7,1010,31,8,81,10,Suriname
2020-12-02,31,24,0.0,7.4,6,82,08:26 PM,08:21 AM,06:36 AM,06:24 PM,22,29,29,26,17,66,80,2.1,1010,31,10,74,11,Suriname
2020-12-03,30,24,0.0,5.9,6,75,09:21 PM,09:15 AM,06:36 AM,06:25 PM,23,29,29,26,18,79,86,9.8,1010,30,9,83,12,Suriname
2020-12-04,29,24,0.0,5.9,6,67,10:14 PM,10:07 AM,06:37 AM,06:25 PM,24,29,29,26,19,80,88,11.2,1011,29,9,78,12,Suriname
2020-12-05,28,24,0.0,7.4,6,60,11:08 PM,10:59 AM,06:37 AM,06:25 PM,24,29,29,26,16,64,90,11.1,1012,28,8,65,9,Suriname
2020-12-06,31,24,0.0,8.8,6,53,No moonrise,11:49 AM,06:38 AM,06:26 PM,23,29,29,26,16,67,86,8.3,1011,31,10,62,10,Suriname
2020-12-07,31,24,0.0,10.2,6,46,12:01 AM,12:36 PM,06:38 AM,06:26 PM,23,29,29,26,17,59,83,4.3,1010,31,9,73,11,Suriname
2020-12-08,29,24,0.0,5.9,6,38,12:53 AM,01:23 PM,06:39 AM,06:26 PM,24,29,29,26,18,79,89,13.7,1012,29,9,67,11,Suriname
2020-12-09,31,24,0.0,5.9,6,31,01:45 AM,02:10 PM,06:39 AM,06:27 PM,24,29,29,26,17,69,87,11.2,1012,31,9,61,10,Suriname
2020-12-10,31,23,0.0,10.2,6,24,02:36 AM,02:57 PM,06:40 AM,06:27 PM,23,28,28,26,15,62,87,6.4,1011,31,9,76,9,Suriname
2020-12-11,29,23,0.0,7.4,6,17,03:31 AM,03:47 PM,06:40 AM,06:28 PM,23,29,29,25,19,72,90,19.5,1011,29,8,93,11,Suriname
2020-12-12,28,23,0.0,7.4,6,9,04:27 AM,04:40 PM,06:41 AM,06:28 PM,24,29,29,25,17,68,90,13.4,1011,28,7,83,10,Suriname
2020-12-13,31,23,0.0,8.8,6,2,05:27 AM,05:38 PM,06:41 AM,06:29 PM,23,29,29,26,17,62,87,12.1,1011,31,8,77,10,Suriname
2020-12-14,31,24,0.0,8.8,6,0,06:29 AM,06:38 PM,06:42 AM,06:29 PM,23,29,29,26,18,52,83,2.2,1011,31,8,70,12,Suriname
2020-12-15,29,24,0.0,7.4,6,0,07:32 AM,07:40 PM,06:42 AM,06:30 PM,24,29,29,26,16,58,87,8.5,1010,29,9,68,10,Suriname
2020-12-16,30,24,0.0,8.8,6,5,08:34 AM,08:40 PM,06:43 AM,06:30 PM,24,29,29,26,15,60,89,7.3,1010,30,8,67,9,Suriname
2020-12-17,30,24,0.0,7.4,6,12,09:32 AM,09:38 PM,06:43 AM,06:30 PM,23,29,29,26,15,73,87,16.0,1010,30,9,73,9,Suriname
2020-12-18,28,24,0.0,7.4,6,20,10:24 AM,10:32 PM,06:44 AM,06:31 PM,24,29,29,26,18,62,88,10.4,1010,28,9,77,11,Suriname
2020-12-19,29,24,0.0,5.9,6,27,11:12 AM,11:22 PM,06:44 AM,06:31 PM,23,29,29,26,20,65,86,14.0,1009,29,8,66,12,Suriname
2020-12-20,29,24,0.0,5.9,6,34,11:56 AM,No moonset,06:45 AM,06:32 PM,23,29,29,26,18,79,86,19.6,1010,29,9,64,11,Suriname
2020-12-21,28,24,0.0,7.4,6,41,12:36 PM,12:08 AM,06:45 AM,06:32 PM,24,29,29,26,18,67,90,17.0,1011,28,7,74,10,Suriname
2020-12-22,29,24,0.0,5.9,6,49,01:16 PM,12:52 AM,06:46 AM,06:33 PM,24,29,29,26,17,78,89,13.7,1010,29,8,60,10,Suriname
2020-12-23,28,24,0.0,8.8,6,56,01:54 PM,01:35 AM,06:46 AM,06:33 PM,24,29,29,25,17,69,91,12.0,1010,28,9,80,10,Suriname
2020-12-24,29,24,0.0,7.4,6,63,02:32 PM,02:17 AM,06:47 AM,06:34 PM,23,29,29,26,18,66,87,10.4,1009,29,9,61,11,Suriname
2020-12-25,27,23,0.0,7.4,6,70,03:12 PM,03:00 AM,06:47 AM,06:34 PM,23,27,27,25,11,64,90,5.4,1009,27,9,88,7,Suriname
2020-12-26,30,23,0.0,8.8,6,78,03:55 PM,03:46 AM,06:48 AM,06:35 PM,23,28,28,25,13,55,88,9.5,1007,30,6,84,8,Suriname
2020-12-27,29,23,0.0,8.8,6,85,04:40 PM,04:32 AM,06:48 AM,06:36 PM,23,29,29,25,17,55,88,6.8,1008,29,6,77,10,Suriname
2020-12-28,30,23,0.0,5.9,6,92,05:29 PM,05:23 AM,06:49 AM,06:36 PM,23,29,29,26,18,73,87,9.7,1010,30,7,80,11,Suriname
2020-12-29,29,24,0.0,8.8,6,100,06:20 PM,06:14 AM,06:49 AM,06:37 PM,24,29,29,26,17,55,88,8.7,1009,29,6,74,10,Suriname
2020-12-30,30,24,0.0,5.9,6,100,07:15 PM,07:08 AM,06:50 AM,06:37 PM,23,29,29,26,16,78,86,11.5,1010,30,9,64,10,Suriname
2020-12-31,31,24,0.0,7.4,6,89,08:09 PM,08:02 AM,06:50 AM,06:38 PM,23,29,29,26,14,73,86,12.2,1011,31,9,59,8,Suriname
2021-01-01,29,24,0.0,5.9,6,79,09:04 PM,08:55 AM,06:51 AM,06:38 PM,23,29,29,26,15,77,87,24.3,1011,29,6,64,9,Suriname
2021-01-02,27,24,0.0,7.4,6,71,09:58 PM,09:46 AM,06:51 AM,06:39 PM,23,28,28,25,22,76,90,33.2,1011,27,8,54,12,Suriname
2021-01-03,28,24,0.0,8.8,6,64,10:50 PM,10:35 AM,06:51 AM,06:39 PM,23,28,28,25,16,70,87,3.5,1010,28,10,62,10,Suriname
2021-01-04,29,23,0.0,8.8,6,57,11:41 PM,11:22 AM,06:52 AM,06:40 PM,23,28,28,25,11,65,86,7.1,1010,29,9,66,7,Suriname
2021-01-05,30,23,0.0,7.4,6,50,No moonrise,12:07 PM,06:52 AM,06:40 PM,23,28,28,25,14,72,89,10.1,1010,30,9,85,8,Suriname
2021-01-06,30,23,0.0,8.8,6,42,12:32 AM,12:53 PM,06:53 AM,06:41 PM,23,29,29,26,16,73,86,7.7,1010,30,9,76,10,Suriname
2021-01-07,27,23,0.0,7.4,6,35,01:24 AM,01:41 PM,06:53 AM,06:41 PM,24,28,28,25,19,74,91,23.3,1011,27,9,78,10,Suriname
2021-01-08,27,23,0.0,7.4,6,28,02:17 AM,02:30 PM,06:53 AM,06:42 PM,24,28,28,25,22,75,92,25.0,1011,27,8,77,12,Suriname
2021-01-09,27,23,0.0,8.8,6,20,03:13 AM,03:24 PM,06:54 AM,06:42 PM,23,28,28,25,21,73,93,32.0,1011,27,7,77,12,Suriname
2021-01-10,29,23,0.0,8.8,6,13,04:12 AM,04:21 PM,06:54 AM,06:43 PM,23,29,29,26,22,56,83,3.5,1011,29,9,69,14,Suriname
2021-01-11,28,24,0.0,10.2,6,6,05:14 AM,05:21 PM,06:54 AM,06:43 PM,23,28,28,25,23,57,87,11.2,1012,28,10,58,13,Suriname
2021-01-12,26,23,0.0,8.8,6,0,06:15 AM,06:22 PM,06:55 AM,06:43 PM,23,27,27,25,22,63,90,16.2,1012,26,9,59,13,Suriname
2021-01-13,27,23,0.0,5.9,6,0,07:15 AM,07:22 PM,06:55 AM,06:44 PM,23,27,27,25,20,75,89,10.9,1011,27,9,64,12,Suriname
2021-01-14,29,23,0.0,7.4,6,1,08:10 AM,08:18 PM,06:55 AM,06:44 PM,22,28,28,26,19,63,82,2.4,1011,29,10,58,13,Suriname
2021-01-15,27,23,0.0,7.4,6,8,09:01 AM,09:10 PM,06:56 AM,06:45 PM,23,28,28,25,19,73,91,19.0,1010,27,9,77,11,Suriname
2021-01-16,29,23,0.0,7.4,6,16,09:48 AM,09:59 PM,06:56 AM,06:45 PM,22,28,28,26,20,64,82,2.8,1010,29,10,69,14,Suriname
2021-01-17,30,23,0.0,6.0,6,23,10:30 AM,10:45 PM,06:56 AM,06:46 PM,22,28,28,26,18,69,79,0.8,1010,30,10,58,12,Suriname
2021-01-18,29,23,0.0,7.4,6,30,11:11 AM,11:29 PM,06:56 AM,06:46 PM,22,28,28,26,20,60,82,2.1,1011,29,8,67,13,Suriname
2021-01-19,30,23,0.0,7.4,6,38,11:50 AM,No moonset,06:56 AM,06:46 PM,22,28,28,26,22,72,78,1.4,1011,30,10,65,14,Suriname
2021-01-20,30,22,0.0,11.6,7,45,12:28 PM,12:12 AM,06:57 AM,06:47 PM,21,28,28,26,20,15,76,0.0,1011,30,10,69,13,Suriname
2021-01-21,27,23,0.0,6.0,6,52,01:08 PM,12:55 AM,06:57 AM,06:47 PM,23,27,27,25,17,73,88,17.1,1011,27,9,70,10,Suriname
2021-01-22,27,23,0.0,6.0,6,59,01:49 PM,01:39 AM,06:57 AM,06:48 PM,23,27,27,24,17,67,92,11.2,1012,27,8,91,11,Suriname
2021-01-23,27,23,0.0,10.2,6,67,02:32 PM,02:25 AM,06:57 AM,06:48 PM,23,28,28,25,21,69,91,14.9,1012,27,9,73,13,Suriname
