date_time,Singapore_maxtempC,Singapore_mintempC,Singapore_totalSnow_cm,Singapore_sunHour,Singapore_uvIndex,Singapore_moon_illumination,Singapore_moonrise,Singapore_moonset,Singapore_sunrise,Singapore_sunset,Singapore_DewPointC,Singapore_FeelsLikeC,Singapore_HeatIndexC,Singapore_WindChillC,Singapore_WindGustKmph,Singapore_cloudcover,Singapore_humidity,Singapore_precipMM,Singapore_pressure,Singapore_tempC,Singapore_visibility,Singapore_winddirDegree,Singapore_windspeedKmph,Singapore_location
2020-12-25,27,26,0.0,7.4,6,70,03:22 PM,03:02 AM,07:03 AM,07:06 PM,23,30,30,27,12,65,80,16.4,1008,27,9,190,8,Singapore
2020-12-26,29,27,0.0,6.0,6,78,04:05 PM,03:45 AM,07:04 AM,07:07 PM,24,32,32,28,24,63,81,17.5,1009,29,8,49,15,Singapore
2020-12-27,29,26,0.0,7.4,6,85,04:50 PM,04:29 AM,07:04 AM,07:07 PM,24,31,31,27,25,61,81,9.2,1009,29,9,29,16,Singapore
2020-12-28,30,26,0.0,8.8,6,92,05:38 PM,05:17 AM,07:05 AM,07:08 PM,24,32,32,28,29,68,79,10.6,1008,30,9,25,19,Singapore
2020-12-29,28,24,0.0,7.4,6,100,06:29 PM,06:07 AM,07:05 AM,07:08 PM,23,30,30,27,25,72,82,49.9,1009,28,7,58,14,Singapore
2020-12-30,29,26,0.0,7.4,6,100,07:23 PM,07:00 AM,07:06 AM,07:09 PM,23,30,30,27,29,71,80,4.6,1009,29,10,20,20,Singapore
2020-12-31,28,26,0.0,6.0,6,89,08:17 PM,07:54 AM,07:06 AM,07:09 PM,23,30,30,27,32,67,79,21.8,1009,28,8,67,20,Singapore
2021-01-01,25,19,0.0,7.4,5,79,09:12 PM,08:48 AM,07:07 AM,07:10 PM,23,26,26,24,34,69,90,182.8,1009,25,5,250,19,Singapore
2021-01-02,25,19,0.0,6.0,6,71,10:05 PM,09:41 AM,07:07 AM,07:10 PM,23,27,27,24,36,72,90,64.1,1008,25,7,195,21,Singapore
2021-01-03,28,18,0.0,8.8,6,64,10:56 PM,10:32 AM,07:08 AM,07:11 PM,22,28,28,25,22,58,82,20.6,1008,28,9,255,15,Singapore
2021-01-04,28,24,0.0,7.4,6,57,11:45 PM,11:22 AM,07:08 AM,07:11 PM,23,29,29,26,22,76,85,16.2,1009,28,10,318,15,Singapore
2021-01-05,30,25,0.0,8.8,6,50,No moonrise,12:09 PM,07:09 AM,07:12 PM,23,30,30,27,21,56,81,1.1,1008,30,10,220,14,Singapore
2021-01-06,29,26,0.0,6.0,6,42,12:34 AM,12:57 PM,07:09 AM,07:12 PM,24,30,30,27,31,77,83,35.0,1008,29,7,180,18,Singapore
2021-01-07,26,20,0.0,8.8,6,35,01:23 AM,01:46 PM,07:09 AM,07:13 PM,23,27,27,25,28,66,85,16.8,1007,26,8,218,19,Singapore
2021-01-08,27,26,0.0,6.0,6,28,02:13 AM,02:36 PM,07:10 AM,07:13 PM,24,30,30,26,38,69,85,23.6,1007,27,8,24,23,Singapore
2021-01-09,27,24,0.0,6.0,6,20,03:07 AM,03:30 PM,07:10 AM,07:13 PM,24,29,29,26,34,82,84,9.5,1008,27,9,28,20,Singapore
2021-01-10,26,24,0.0,6.0,6,13,04:03 AM,04:26 PM,07:11 AM,07:14 PM,24,28,28,25,43,98,91,128.5,1007,26,7,106,24,Singapore
2021-01-11,25,20,0.0,6.0,5,6,05:02 AM,05:27 PM,07:11 AM,07:14 PM,23,27,27,24,37,82,90,19.9,1008,25,8,164,26,Singapore
2021-01-12,27,26,0.0,6.0,6,0,06:03 AM,06:27 PM,07:11 AM,07:15 PM,23,29,29,26,45,87,84,13.6,1009,27,9,21,29,Singapore
2021-01-13,27,25,0.0,6.0,6,0,07:04 AM,07:28 PM,07:12 AM,07:15 PM,23,29,29,26,41,91,82,9.8,1009,27,10,16,27,Singapore
2021-01-14,27,25,0.0,6.0,6,1,08:02 AM,08:24 PM,07:12 AM,07:15 PM,22,29,29,26,29,68,81,0.7,1010,27,10,16,20,Singapore
2021-01-15,28,25,0.0,6.0,6,8,08:57 AM,09:18 PM,07:12 AM,07:16 PM,23,29,29,26,23,68,79,0.3,1009,28,10,25,17,Singapore
2021-01-16,29,25,0.0,8.8,6,16,09:47 AM,10:06 PM,07:13 AM,07:16 PM,23,29,29,26,25,45,80,0.9,1009,29,10,24,18,Singapore
2021-01-17,29,25,0.0,7.4,6,23,10:32 AM,10:52 PM,07:13 AM,07:17 PM,22,29,29,27,31,66,78,0.6,1009,29,10,23,23,Singapore
2021-01-18,28,25,0.0,10.2,6,30,11:16 AM,11:35 PM,07:13 AM,07:17 PM,21,28,28,26,37,58,74,0.1,1011,28,10,25,26,Singapore
2021-01-19,28,25,0.0,8.8,6,38,11:56 AM,No moonset,07:14 AM,07:17 PM,21,28,28,26,28,62,74,0.5,1010,28,10,21,20,Singapore
2021-01-20,29,25,0.0,10.2,6,45,12:36 PM,12:16 AM,07:14 AM,07:18 PM,22,29,29,26,27,57,79,2.8,1010,29,10,15,19,Singapore
2021-01-21,29,25,0.0,8.8,6,52,01:17 PM,12:57 AM,07:14 AM,07:18 PM,22,29,29,26,23,69,79,4.6,1009,29,10,21,16,Singapore
2021-01-22,28,25,0.0,6.0,6,59,01:59 PM,01:39 AM,07:15 AM,07:18 PM,23,29,29,26,21,60,80,4.9,1009,28,10,21,14,Singapore
2021-01-23,28,25,0.0,6.0,6,67,02:43 PM,02:22 AM,07:15 AM,07:18 PM,23,29,29,26,25,73,82,11.1,1009,28,9,23,17,Singapore
2021-01-24,29,25,0.0,10.2,6,74,03:30 PM,03:09 AM,07:15 AM,07:19 PM,23,30,30,27,22,54,79,1.1,1010,29,10,34,16,Singapore
2021-01-25,29,26,0.0,8.8,6,81,04:19 PM,03:58 AM,07:15 AM,07:19 PM,23,30,30,27,21,60,79,6.7,1010,29,9,28,14,Singapore
2021-01-26,29,25,0.0,8.8,6,88,05:12 PM,04:49 AM,07:15 AM,07:19 PM,23,29,29,27,24,51,79,4.0,1009,29,10,28,17,Singapore
2021-01-27,29,25,0.0,7.4,6,96,06:07 PM,05:43 AM,07:16 AM,07:19 PM,23,29,29,26,26,57,80,11.5,1009,29,9,19,17,Singapore
2021-01-28,28,26,0.0,8.8,6,100,07:02 PM,06:38 AM,07:16 AM,07:20 PM,23,30,30,27,30,59,79,4.3,1010,28,10,20,21,Singapore
2021-01-29,29,25,0.0,11.6,6,90,07:57 PM,07:33 AM,07:16 AM,07:20 PM,22,29,29,27,31,48,76,0.3,1010,29,10,17,22,Singapore
2021-01-30,28,25,0.0,6.0,6,82,08:50 PM,08:26 AM,07:16 AM,07:20 PM,22,29,29,26,33,71,78,1.8,1010,28,10,19,24,Singapore
2021-01-31,28,25,0.0,6.0,6,79,09:42 PM,09:17 AM,07:16 AM,07:20 PM,23,30,30,27,27,76,81,7.5,1010,28,10,60,18,Singapore
2021-02-01,28,26,0.0,6.0,6,63,10:31 PM,10:07 AM,07:16 AM,07:20 PM,23,30,30,27,28,69,81,8.2,1011,28,10,12,19,Singapore
2021-02-02,28,26,0.0,7.4,6,55,11:21 PM,10:55 AM,07:17 AM,07:20 PM,23,30,30,27,31,73,80,3.7,1011,28,10,20,22,Singapore
2021-02-03,29,25,0.0,8.8,6,48,No moonrise,11:44 AM,07:17 AM,07:21 PM,22,29,29,27,31,59,76,0.1,1011,29,10,18,22,Singapore
2021-02-04,29,25,0.0,10.2,6,40,12:11 AM,12:33 PM,07:17 AM,07:21 PM,21,29,29,27,27,39,74,0.2,1011,29,10,30,19,Singapore
2021-02-05,29,25,0.0,10.2,6,33,01:02 AM,01:25 PM,07:17 AM,07:21 PM,22,30,30,27,27,54,79,6.5,1010,29,9,144,19,Singapore
2021-02-06,30,25,0.0,11.6,6,25,01:57 AM,02:19 PM,07:17 AM,07:21 PM,23,30,30,27,29,40,77,0.0,1010,30,10,18,21,Singapore
2021-02-07,30,25,0.0,10.2,6,18,02:53 AM,03:17 PM,07:17 AM,07:21 PM,23,30,30,27,27,35,77,1.4,1009,30,10,13,19,Singapore
