date_time,Singapore_maxtempC,Singapore_mintempC,Singapore_totalSnow_cm,Singapore_sunHour,Singapore_uvIndex,Singapore_moon_illumination,Singapore_moonrise,Singapore_moonset,Singapore_sunrise,Singapore_sunset,Singapore_DewPointC,Singapore_FeelsLikeC,Singapore_HeatIndexC,Singapore_WindChillC,Singapore_WindGustKmph,Singapore_cloudcover,Singapore_humidity,Singapore_precipMM,Singapore_pressure,Singapore_tempC,Singapore_visibility,Singapore_winddirDegree,Singapore_windspeedKmph,Singapore_location
2020-01-01,28,24,0.0,11.6,6,37,11:49 AM,No moonset,07:06 AM,07:09 PM,23,30,30,27,31,55,79,0.1,1012,28,10,18,22,Singapore
2020-01-02,29,26,0.0,7.4,6,44,12:29 PM,12:07 AM,07:07 AM,07:10 PM,23,30,30,27,28,65,81,3.7,1012,29,10,13,20,Singapore
2020-01-03,29,26,0.0,6.0,6,51,01:10 PM,12:48 AM,07:07 AM,07:10 PM,23,31,31,27,27,67,81,3.2,1011,29,10,61,19,Singapore
2020-01-04,28,25,0.0,11.6,6,59,01:51 PM,01:30 AM,07:08 AM,07:11 PM,23,30,30,27,32,62,81,3.3,1010,28,10,55,22,Singapore
2020-01-05,29,26,0.0,6.0,6,66,02:32 PM,02:11 AM,07:08 AM,07:11 PM,23,30,30,27,32,64,80,0.5,1010,29,10,19,22,Singapore
2020-01-06,29,26,0.0,6.0,6,73,03:17 PM,02:56 AM,07:09 AM,07:12 PM,23,30,30,27,29,77,78,2.0,1010,29,10,56,20,Singapore
2020-01-07,29,26,0.0,6.0,6,80,04:05 PM,03:43 AM,07:09 AM,07:12 PM,23,30,30,27,29,67,81,5.9,1009,29,9,92,20,Singapore
2020-01-08,29,26,0.0,6.0,6,88,04:56 PM,04:33 AM,07:09 AM,07:13 PM,23,30,30,27,26,72,82,5.4,1009,29,10,184,18,Singapore
2020-01-09,28,26,0.0,6.0,6,95,05:52 PM,05:27 AM,07:10 AM,07:13 PM,24,30,30,27,29,63,83,10.2,1009,28,9,14,19,Singapore
2020-01-10,29,25,0.0,7.4,6,100,06:51 PM,06:24 AM,07:10 AM,07:14 PM,23,30,30,27,29,66,82,12.3,1009,29,9,61,19,Singapore
2020-01-11,30,26,0.0,6.0,6,100,07:51 PM,07:24 AM,07:11 AM,07:14 PM,23,31,31,27,20,67,78,5.4,1009,30,9,257,14,Singapore
2020-01-12,30,25,0.0,7.4,6,83,08:50 PM,08:23 AM,07:11 AM,07:14 PM,23,30,30,27,17,63,80,1.3,1009,30,10,98,12,Singapore
2020-01-13,29,25,0.0,10.2,6,76,09:48 PM,09:21 AM,07:11 AM,07:15 PM,23,30,30,27,25,49,79,0.2,1009,29,10,18,18,Singapore
2020-01-14,30,25,0.0,11.6,6,69,10:42 PM,10:16 AM,07:12 AM,07:15 PM,23,30,30,27,28,34,78,0.1,1009,30,10,20,20,Singapore
2020-01-15,30,26,0.0,6.0,6,61,11:35 PM,11:09 AM,07:12 AM,07:16 PM,23,31,31,27,30,68,79,0.6,1009,30,10,28,22,Singapore
2020-01-16,30,26,0.0,8.8,6,54,No moonrise,11:59 AM,07:13 AM,07:16 PM,23,31,31,27,27,56,79,6.2,1010,30,10,14,19,Singapore
2020-01-17,30,25,0.0,11.6,7,47,12:25 AM,12:48 PM,07:13 AM,07:16 PM,23,31,31,27,28,39,79,0.0,1011,30,10,21,20,Singapore
2020-01-18,29,26,0.0,6.0,6,40,01:16 AM,01:38 PM,07:13 AM,07:17 PM,24,31,31,27,28,66,81,12.6,1011,29,9,24,18,Singapore
2020-01-19,29,26,0.0,10.2,6,32,02:06 AM,02:28 PM,07:14 AM,07:17 PM,24,32,32,28,25,56,80,1.3,1010,29,10,49,17,Singapore
2020-01-20,29,27,0.0,6.0,6,25,02:58 AM,03:20 PM,07:14 AM,07:17 PM,23,31,31,28,30,81,78,14.3,1011,29,9,28,19,Singapore
2020-01-21,30,27,0.0,8.8,6,18,03:51 AM,04:12 PM,07:14 AM,07:18 PM,24,32,32,28,32,57,78,0.9,1012,30,9,33,23,Singapore
2020-01-22,30,27,0.0,11.6,7,11,04:45 AM,05:07 PM,07:14 AM,07:18 PM,23,32,32,28,31,34,77,0.2,1011,30,10,35,22,Singapore
2020-01-23,30,26,0.0,10.2,6,3,05:40 AM,06:01 PM,07:15 AM,07:18 PM,24,31,31,28,28,46,79,0.7,1010,30,10,28,20,Singapore
2020-01-24,29,26,0.0,10.2,6,0,06:33 AM,06:54 PM,07:15 AM,07:18 PM,23,30,30,27,29,40,76,0.3,1010,29,10,21,21,Singapore
2020-01-25,30,25,0.0,11.6,7,0,07:25 AM,07:45 PM,07:15 AM,07:19 PM,22,30,30,27,24,29,75,0.0,1010,30,10,26,17,Singapore
2020-01-26,31,25,0.0,11.6,6,4,08:14 AM,08:33 PM,07:15 AM,07:19 PM,22,30,30,27,19,42,75,0.1,1009,31,10,42,14,Singapore
2020-01-27,29,26,0.0,7.4,6,11,09:00 AM,09:19 PM,07:16 AM,07:19 PM,23,31,31,27,19,60,78,4.4,1009,29,10,22,14,Singapore
2020-01-28,30,26,0.0,10.2,6,18,09:44 AM,10:02 PM,07:16 AM,07:19 PM,23,31,31,28,18,40,78,0.6,1010,30,10,42,13,Singapore
2020-01-29,29,27,0.0,8.8,6,26,10:25 AM,10:44 PM,07:16 AM,07:20 PM,23,31,31,28,24,51,76,0.9,1010,29,10,32,18,Singapore
2020-01-30,29,24,0.0,7.4,6,33,11:06 AM,11:25 PM,07:16 AM,07:20 PM,23,29,29,27,23,61,80,9.8,1011,29,9,121,16,Singapore
2020-01-31,29,26,0.0,8.8,6,37,11:46 AM,No moonset,07:16 AM,07:20 PM,23,31,31,28,31,65,75,0.5,1010,29,10,40,23,Singapore
2020-02-01,29,27,0.0,6.0,6,49,12:27 PM,12:06 AM,07:16 AM,07:20 PM,23,31,31,28,32,65,77,3.1,1010,29,9,49,23,Singapore
2020-02-02,29,26,0.0,6.0,6,57,01:09 PM,12:49 AM,07:16 AM,07:20 PM,23,31,31,27,39,69,79,19.9,1011,29,8,33,24,Singapore
2020-02-03,30,26,0.0,11.6,7,64,01:55 PM,01:33 AM,07:17 AM,07:20 PM,22,30,30,27,30,34,74,0.0,1011,30,10,25,22,Singapore
2020-02-04,30,25,0.0,8.8,6,72,02:43 PM,02:20 AM,07:17 AM,07:21 PM,22,30,30,27,25,59,77,0.3,1011,30,10,104,18,Singapore
2020-02-05,30,26,0.0,7.4,6,79,03:36 PM,03:12 AM,07:17 AM,07:21 PM,23,30,30,27,28,52,76,0.3,1010,30,10,18,20,Singapore
2020-02-06,30,26,0.0,6.0,6,87,04:32 PM,04:07 AM,07:17 AM,07:21 PM,23,31,31,27,28,70,76,1.1,1010,30,10,24,20,Singapore
2020-02-07,30,26,0.0,11.6,7,95,05:32 PM,05:05 AM,07:17 AM,07:21 PM,22,30,30,27,31,29,73,0.0,1011,30,10,23,22,Singapore
2020-02-08,30,26,0.0,8.8,6,100,06:32 PM,06:05 AM,07:17 AM,07:21 PM,22,30,30,27,27,45,73,0.0,1011,30,10,35,19,Singapore
2020-02-09,28,26,0.0,6.0,6,100,07:32 PM,07:05 AM,07:17 AM,07:21 PM,23,30,30,27,31,66,82,17.2,1011,28,9,49,20,Singapore
2020-02-10,28,26,0.0,6.0,6,83,08:29 PM,08:03 AM,07:17 AM,07:21 PM,24,30,30,27,36,72,84,38.5,1010,28,7,67,20,Singapore
2020-02-11,29,26,0.0,6.0,6,75,09:25 PM,08:58 AM,07:17 AM,07:21 PM,24,31,31,27,25,74,80,16.0,1011,29,9,53,16,Singapore
2020-02-12,29,26,0.0,7.4,6,68,10:18 PM,09:51 AM,07:17 AM,07:21 PM,24,31,31,28,26,51,81,0.8,1011,29,10,38,19,Singapore
2020-02-13,30,26,0.0,10.2,6,60,11:10 PM,10:43 AM,07:17 AM,07:21 PM,24,31,31,28,24,53,79,0.3,1011,30,10,30,17,Singapore
2020-02-14,30,26,0.0,10.2,6,53,No moonrise,11:34 AM,07:17 AM,07:21 PM,23,31,31,27,24,46,79,0.2,1010,30,10,36,18,Singapore
2020-02-15,31,26,0.0,11.6,7,45,12:02 AM,12:24 PM,07:17 AM,07:21 PM,23,31,31,27,18,20,77,0.0,1011,31,10,33,13,Singapore
2020-02-16,30,25,0.0,10.2,6,38,12:54 AM,01:16 PM,07:17 AM,07:21 PM,22,30,30,27,20,35,75,0.6,1011,30,10,29,14,Singapore
2020-02-17,31,25,0.0,11.6,6,30,01:48 AM,02:09 PM,07:17 AM,07:21 PM,22,30,30,27,23,40,74,1.2,1011,31,10,29,16,Singapore
2020-02-18,30,27,0.0,10.2,6,22,02:41 AM,03:03 PM,07:16 AM,07:21 PM,23,31,31,28,27,53,74,8.9,1011,30,8,39,18,Singapore
2020-02-19,30,27,0.0,7.4,6,15,03:35 AM,03:56 PM,07:16 AM,07:21 PM,23,31,31,28,33,63,77,4.7,1011,30,10,30,23,Singapore
2020-02-20,29,26,0.0,7.4,6,7,04:28 AM,04:49 PM,07:16 AM,07:21 PM,23,31,31,27,37,66,78,7.1,1011,29,10,25,26,Singapore
2020-02-21,29,26,0.0,6.0,6,0,05:20 AM,05:40 PM,07:16 AM,07:21 PM,23,31,31,28,38,68,78,6.0,1012,29,10,27,26,Singapore
2020-02-22,29,26,0.0,6.0,6,0,06:09 AM,06:28 PM,07:16 AM,07:21 PM,23,31,31,27,40,74,78,2.9,1012,29,10,33,29,Singapore
2020-02-23,29,26,0.0,7.4,6,0,06:56 AM,07:15 PM,07:16 AM,07:21 PM,23,31,31,28,35,64,76,0.6,1012,29,10,31,25,Singapore
2020-02-24,29,26,0.0,8.8,6,0,07:41 AM,07:59 PM,07:16 AM,07:21 PM,23,31,31,27,33,62,79,3.3,1010,29,10,32,24,Singapore
2020-02-25,30,26,0.0,7.4,6,8,08:22 AM,08:41 PM,07:15 AM,07:20 PM,23,31,31,27,28,62,76,0.6,1010,30,10,31,19,Singapore
2020-02-26,31,26,0.0,10.2,6,15,09:03 AM,09:22 PM,07:15 AM,07:20 PM,23,31,31,28,25,38,74,0.2,1010,31,10,20,18,Singapore
2020-02-27,31,26,0.0,7.4,6,23,09:44 AM,10:03 PM,07:15 AM,07:20 PM,23,32,32,28,27,60,76,0.5,1009,31,10,23,19,Singapore
2020-02-28,30,26,0.0,8.8,6,30,10:24 AM,10:45 PM,07:15 AM,07:20 PM,23,31,31,28,27,51,77,0.5,1009,30,10,24,19,Singapore
2020-02-29,30,26,0.0,11.6,7,38,11:05 AM,11:28 PM,07:15 AM,07:20 PM,22,30,30,27,27,23,74,0.0,1009,30,10,30,20,Singapore
2020-03-01,30,25,0.0,11.6,7,44,11:49 AM,No moonset,07:14 AM,07:20 PM,22,30,30,27,25,25,76,0.0,1009,30,10,27,18,Singapore
2020-03-02,31,25,0.0,11.6,6,51,12:34 PM,12:13 AM,07:14 AM,07:20 PM,23,31,31,28,24,22,77,0.0,1009,31,10,30,18,Singapore
2020-03-03,31,26,0.0,8.8,6,58,01:24 PM,01:02 AM,07:14 AM,07:19 PM,23,31,31,28,24,29,74,0.1,1009,31,10,70,17,Singapore
2020-03-04,31,26,0.0,8.8,6,65,02:17 PM,01:54 AM,07:14 AM,07:19 PM,23,31,31,28,23,48,76,0.2,1009,31,10,36,16,Singapore
2020-03-05,30,26,0.0,7.4,6,73,03:14 PM,02:49 AM,07:13 AM,07:19 PM,23,31,31,28,21,57,78,17.0,1010,30,9,33,13,Singapore
2020-03-06,29,27,0.0,11.6,6,80,04:12 PM,03:47 AM,07:13 AM,07:19 PM,24,31,31,28,18,52,79,0.5,1010,29,10,53,13,Singapore
2020-03-07,30,26,0.0,6.0,6,87,05:12 PM,04:45 AM,07:13 AM,07:19 PM,24,32,32,28,22,68,81,13.1,1011,30,9,34,14,Singapore
2020-03-08,32,26,0.0,11.6,6,95,06:10 PM,05:44 AM,07:13 AM,07:18 PM,24,33,33,28,16,48,77,3.0,1010,32,10,41,12,Singapore
2020-03-09,31,26,0.0,11.6,7,100,07:08 PM,06:40 AM,07:12 AM,07:18 PM,23,32,32,28,12,18,75,0.0,1008,31,10,64,9,Singapore
2020-03-10,31,26,0.0,11.6,7,100,08:03 PM,07:36 AM,07:12 AM,07:18 PM,22,32,32,28,18,9,71,0.0,1009,31,10,61,13,Singapore
2020-03-11,32,26,0.0,11.6,7,84,08:57 PM,08:29 AM,07:12 AM,07:18 PM,23,32,32,28,23,4,74,0.0,1009,32,10,34,17,Singapore
2020-03-12,31,26,0.0,11.6,7,76,09:51 PM,09:22 AM,07:11 AM,07:17 PM,23,31,31,28,27,28,75,0.0,1010,31,10,30,20,Singapore
2020-03-13,31,27,0.0,11.6,7,69,10:45 PM,10:15 AM,07:11 AM,07:17 PM,24,33,33,28,18,23,76,0.0,1011,31,10,40,14,Singapore
2020-03-14,31,27,0.0,10.2,6,62,11:41 PM,11:09 AM,07:11 AM,07:17 PM,24,33,33,29,19,42,75,0.8,1010,31,10,51,14,Singapore
2020-03-15,30,27,0.0,6.0,6,55,No moonrise,12:03 PM,07:11 AM,07:17 PM,24,32,32,28,25,65,77,14.6,1010,30,9,61,16,Singapore
2020-03-16,30,27,0.0,10.2,6,47,12:35 AM,12:58 PM,07:10 AM,07:16 PM,23,32,32,28,26,47,75,2.6,1011,30,10,43,20,Singapore
2020-03-17,31,27,0.0,8.8,6,40,01:31 AM,01:52 PM,07:10 AM,07:16 PM,23,32,32,28,26,39,72,0.1,1011,31,10,34,20,Singapore
2020-03-18,31,26,0.0,10.2,6,33,02:25 AM,02:46 PM,07:10 AM,07:16 PM,23,32,32,28,26,30,73,0.1,1010,31,10,30,19,Singapore
2020-03-19,30,26,0.0,11.6,7,25,03:18 AM,03:37 PM,07:09 AM,07:16 PM,22,30,30,28,26,23,73,0.0,1010,30,10,34,19,Singapore
2020-03-20,31,26,0.0,11.6,7,18,04:07 AM,04:26 PM,07:09 AM,07:15 PM,22,30,30,28,19,25,70,0.0,1011,31,10,83,14,Singapore
2020-03-21,30,26,0.0,8.8,6,11,04:54 AM,05:13 PM,07:09 AM,07:15 PM,22,31,31,28,21,58,72,6.7,1011,30,9,37,15,Singapore
2020-03-22,30,27,0.0,6.0,6,4,05:39 AM,05:57 PM,07:08 AM,07:15 PM,24,32,32,28,25,78,78,25.8,1010,30,8,43,15,Singapore
2020-03-23,30,27,0.0,7.4,6,0,06:21 AM,06:39 PM,07:08 AM,07:15 PM,24,32,32,28,22,61,78,27.0,1010,30,8,47,13,Singapore
2020-03-24,30,27,0.0,10.2,6,0,07:02 AM,07:21 PM,07:08 AM,07:14 PM,24,32,32,28,19,37,77,1.4,1008,30,10,40,14,Singapore
2020-03-25,30,27,0.0,10.2,6,3,07:43 AM,08:02 PM,07:07 AM,07:14 PM,24,33,33,28,20,57,76,0.8,1008,30,10,49,15,Singapore
2020-03-26,31,27,0.0,10.2,6,11,08:23 AM,08:43 PM,07:07 AM,07:14 PM,24,33,33,29,22,51,76,0.9,1008,31,10,45,16,Singapore
2020-03-27,30,27,0.0,8.8,6,18,09:04 AM,09:26 PM,07:06 AM,07:14 PM,24,33,33,29,21,58,78,11.4,1009,30,9,25,13,Singapore
2020-03-28,32,27,0.0,11.6,7,25,09:47 AM,10:10 PM,07:06 AM,07:13 PM,24,33,33,29,17,33,75,0.3,1009,32,10,37,12,Singapore
2020-03-29,30,26,0.0,11.6,7,32,10:31 AM,10:57 PM,07:06 AM,07:13 PM,22,31,31,28,19,12,72,0.0,1009,30,10,42,14,Singapore
2020-03-30,32,27,0.0,11.6,7,40,11:19 AM,11:47 PM,07:05 AM,07:13 PM,22,32,32,28,19,7,70,0.0,1009,32,10,34,14,Singapore
2020-03-31,32,27,0.0,11.6,7,44,12:09 PM,No moonset,07:05 AM,07:13 PM,23,32,32,29,20,20,70,0.0,1009,32,10,31,15,Singapore
2020-04-01,31,27,0.0,11.6,6,56,01:03 PM,12:39 AM,07:05 AM,07:12 PM,23,33,33,29,16,28,73,0.3,1009,31,10,43,12,Singapore
2020-04-02,31,28,0.0,10.2,6,64,01:59 PM,01:35 AM,07:04 AM,07:12 PM,24,34,34,29,17,33,73,1.7,1009,31,10,46,12,Singapore
2020-04-03,31,27,0.0,10.2,6,71,02:56 PM,02:31 AM,07:04 AM,07:12 PM,24,33,33,29,20,31,73,3.5,1009,31,10,45,14,Singapore
2020-04-04,32,27,0.0,6.0,6,79,03:54 PM,03:28 AM,07:04 AM,07:11 PM,24,34,34,29,19,64,74,9.6,1009,32,9,75,13,Singapore
2020-04-05,31,28,0.0,8.8,6,87,04:50 PM,04:23 AM,07:03 AM,07:11 PM,24,34,34,29,17,51,75,23.4,1010,31,9,94,11,Singapore
2020-04-06,31,27,0.0,7.4,6,94,05:45 PM,05:19 AM,07:03 AM,07:11 PM,24,33,33,29,12,48,76,19.7,1010,31,8,176,8,Singapore
2020-04-07,31,28,0.0,6.0,6,100,06:40 PM,06:12 AM,07:03 AM,07:11 PM,24,34,34,29,20,72,76,23.0,1009,31,8,39,12,Singapore
2020-04-08,30,27,0.0,6.0,6,100,07:34 PM,07:06 AM,07:02 AM,07:10 PM,24,33,33,28,26,75,79,26.1,1010,30,8,32,16,Singapore
2020-04-09,30,27,0.0,6.0,6,83,08:29 PM,07:59 AM,07:02 AM,07:10 PM,24,32,32,28,24,72,76,4.6,1010,30,10,36,17,Singapore
2020-04-10,31,27,0.0,11.6,6,76,09:26 PM,08:54 AM,07:02 AM,07:10 PM,23,32,32,28,21,47,73,6.5,1011,31,9,34,14,Singapore
2020-04-11,31,27,0.0,7.4,6,68,10:23 PM,09:50 AM,07:02 AM,07:10 PM,24,33,33,29,16,57,73,2.9,1011,31,10,46,12,Singapore
2020-04-12,31,28,0.0,8.8,6,61,11:21 PM,10:46 AM,07:01 AM,07:10 PM,24,34,34,29,20,51,75,5.4,1010,31,9,43,14,Singapore
2020-04-13,30,28,0.0,6.0,6,53,No moonrise,11:44 AM,07:01 AM,07:09 PM,25,34,34,29,32,70,79,30.9,1009,30,8,42,19,Singapore
2020-04-14,30,27,0.0,11.6,7,46,12:17 AM,12:39 PM,07:01 AM,07:09 PM,23,32,32,28,25,17,72,0.0,1010,30,10,43,18,Singapore
2020-04-15,31,27,0.0,11.6,7,38,01:12 AM,01:33 PM,07:00 AM,07:09 PM,23,33,33,29,22,15,73,0.0,1010,31,10,36,16,Singapore
2020-04-16,31,27,0.0,11.6,7,30,02:04 AM,02:23 PM,07:00 AM,07:09 PM,24,33,33,29,19,11,74,0.0,1010,31,10,52,14,Singapore
2020-04-17,32,27,0.0,11.6,8,23,02:52 AM,03:11 PM,07:00 AM,07:09 PM,23,34,34,29,13,4,70,0.0,1010,32,10,70,10,Singapore
2020-04-18,31,27,0.0,11.6,7,15,03:38 AM,03:56 PM,07:00 AM,07:08 PM,23,32,32,29,16,36,69,0.0,1010,31,10,51,12,Singapore
2020-04-19,31,28,0.0,8.9,6,8,04:20 AM,04:38 PM,06:59 AM,07:08 PM,24,34,34,29,16,53,72,1.3,1010,31,10,63,11,Singapore
2020-04-20,31,28,0.0,10.3,7,0,05:02 AM,05:20 PM,06:59 AM,07:08 PM,24,34,34,30,15,40,71,0.4,1009,31,10,69,11,Singapore
2020-04-21,32,28,0.0,11.6,8,0,05:42 AM,06:01 PM,06:59 AM,07:08 PM,24,34,34,30,13,16,69,0.0,1009,32,10,71,10,Singapore
2020-04-22,31,28,0.0,7.6,6,0,06:22 AM,06:42 PM,06:59 AM,07:08 PM,24,34,34,30,14,55,73,8.6,1009,31,9,50,10,Singapore
2020-04-23,31,28,0.0,6.3,6,0,07:03 AM,07:25 PM,06:58 AM,07:08 PM,24,35,35,30,16,63,73,12.9,1009,31,9,61,10,Singapore
2020-04-24,31,28,0.0,6.2,6,7,07:45 AM,08:08 PM,06:58 AM,07:07 PM,24,34,34,29,14,75,75,23.0,1009,31,8,205,9,Singapore
2020-04-25,30,28,0.0,7.6,6,15,08:29 AM,08:55 PM,06:58 AM,07:07 PM,24,33,33,29,19,64,76,39.2,1008,30,6,47,11,Singapore
2020-04-26,30,27,0.0,6.2,6,22,09:16 AM,09:44 PM,06:58 AM,07:07 PM,24,32,32,28,17,75,78,44.4,1009,30,7,112,10,Singapore
2020-04-27,31,28,0.0,6.2,6,30,10:06 AM,10:35 PM,06:58 AM,07:07 PM,24,33,33,29,20,70,75,39.3,1009,31,7,240,11,Singapore
2020-04-28,29,26,0.0,8.9,6,37,10:58 AM,11:29 PM,06:57 AM,07:07 PM,23,31,31,27,20,67,80,14.9,1010,29,9,213,13,Singapore
2020-04-29,28,26,0.0,6.3,6,45,11:53 AM,No moonset,06:57 AM,07:07 PM,24,31,31,27,24,75,85,32.6,1010,28,8,180,14,Singapore
2020-04-30,29,28,0.0,6.3,6,52,12:48 PM,12:24 AM,06:57 AM,07:07 PM,24,33,33,28,13,62,80,25.9,1009,29,8,89,8,Singapore
2020-05-01,29,27,0.0,6.3,6,58,01:44 PM,01:19 AM,06:57 AM,07:07 PM,24,32,32,28,28,73,81,27.5,1009,29,8,254,17,Singapore
2020-05-02,27,27,0.0,8.9,6,65,02:38 PM,02:13 AM,06:57 AM,07:07 PM,24,30,30,27,20,69,83,11.8,1008,27,9,296,13,Singapore
2020-05-03,30,26,0.0,7.6,6,72,03:32 PM,03:07 AM,06:57 AM,07:06 PM,24,32,32,28,18,71,78,21.0,1008,30,9,238,11,Singapore
2020-05-04,30,27,0.0,11.6,6,80,04:25 PM,03:59 AM,06:56 AM,07:06 PM,24,33,33,28,13,59,79,12.3,1009,30,9,110,8,Singapore
2020-05-05,30,28,0.0,6.3,6,87,05:18 PM,04:51 AM,06:56 AM,07:06 PM,25,34,34,29,12,60,78,39.0,1009,30,7,77,7,Singapore
2020-05-06,31,28,0.0,6.3,6,94,06:12 PM,05:43 AM,06:56 AM,07:06 PM,24,35,35,29,10,67,75,15.2,1008,31,9,78,7,Singapore
2020-05-07,31,29,0.0,8.9,7,100,07:08 PM,06:36 AM,06:56 AM,07:06 PM,25,36,36,30,11,42,73,4.7,1008,31,10,153,8,Singapore
2020-05-08,31,29,0.0,6.3,7,100,08:05 PM,07:32 AM,06:56 AM,07:06 PM,25,35,35,30,18,72,74,16.7,1008,31,8,186,11,Singapore
2020-05-09,32,29,0.0,8.9,7,84,09:04 PM,08:29 AM,06:56 AM,07:06 PM,24,35,35,30,18,42,73,0.6,1008,32,10,184,13,Singapore
2020-05-10,30,26,0.0,6.3,6,77,10:03 PM,09:28 AM,06:56 AM,07:06 PM,25,34,34,29,24,61,77,18.6,1008,30,8,144,15,Singapore
2020-05-11,31,29,0.0,6.3,7,70,11:01 PM,10:26 AM,06:56 AM,07:06 PM,25,36,36,30,17,70,75,7.8,1008,31,10,113,12,Singapore
2020-05-12,31,29,0.0,7.6,7,62,11:56 PM,11:23 AM,06:56 AM,07:06 PM,25,35,35,30,17,63,74,7.2,1009,31,10,117,12,Singapore
2020-05-13,29,24,0.0,6.3,6,55,No moonrise,12:16 PM,06:56 AM,07:06 PM,24,32,32,28,17,78,81,23.3,1009,29,8,184,10,Singapore
2020-05-14,31,22,0.0,7.6,6,48,12:46 AM,01:06 PM,06:56 AM,07:06 PM,24,32,32,28,10,55,76,1.3,1008,31,10,175,7,Singapore
2020-05-15,31,28,0.0,11.6,7,40,01:34 AM,01:53 PM,06:56 AM,07:06 PM,24,34,34,29,11,36,74,0.4,1006,31,10,100,8,Singapore
2020-05-16,31,29,0.0,8.9,6,33,02:18 AM,02:36 PM,06:56 AM,07:06 PM,25,35,35,29,13,56,77,7.9,1006,31,10,131,10,Singapore
2020-05-17,31,29,0.0,6.3,6,26,03:00 AM,03:19 PM,06:56 AM,07:06 PM,25,35,35,29,13,63,76,16.1,1006,31,8,141,9,Singapore
2020-05-18,30,27,0.0,10.3,6,19,03:41 AM,04:00 PM,06:56 AM,07:07 PM,24,33,33,29,22,52,77,19.7,1007,30,9,206,14,Singapore
2020-05-19,31,29,0.0,8.9,7,11,04:21 AM,04:40 PM,06:56 AM,07:07 PM,25,35,35,30,14,52,75,1.3,1006,31,10,157,10,Singapore
2020-05-20,30,27,0.0,6.3,6,4,05:01 AM,05:22 PM,06:56 AM,07:07 PM,25,34,34,29,25,69,78,36.4,1007,30,8,200,14,Singapore
2020-05-21,32,24,0.0,10.3,6,0,05:43 AM,06:06 PM,06:56 AM,07:07 PM,23,32,32,28,13,39,74,4.0,1008,32,9,222,9,Singapore
2020-05-22,31,26,0.0,6.3,6,0,06:26 AM,06:51 PM,06:56 AM,07:07 PM,24,33,33,29,8,68,75,31.3,1008,31,8,129,5,Singapore
2020-05-23,28,24,0.0,7.6,6,3,07:13 AM,07:40 PM,06:56 AM,07:07 PM,24,31,31,27,15,64,79,8.9,1009,28,10,203,11,Singapore
2020-05-24,30,22,0.0,11.6,7,10,08:02 AM,08:31 PM,06:56 AM,07:07 PM,24,32,32,28,10,36,76,0.1,1010,30,10,224,8,Singapore
2020-05-25,32,29,0.0,10.3,7,17,08:55 AM,09:25 PM,06:56 AM,07:07 PM,24,35,35,30,15,47,71,3.5,1011,32,10,121,11,Singapore
2020-05-26,31,24,0.0,8.9,6,25,09:49 AM,10:20 PM,06:56 AM,07:07 PM,24,34,34,29,15,43,73,7.9,1011,31,9,134,10,Singapore
2020-05-27,32,29,0.0,6.3,7,32,10:44 AM,11:16 PM,06:56 AM,07:08 PM,25,36,36,30,7,70,72,10.5,1010,32,9,131,4,Singapore
2020-05-28,30,29,0.0,11.6,6,39,11:40 AM,No moonset,06:56 AM,07:08 PM,25,34,34,29,15,44,76,11.1,1010,30,9,146,10,Singapore
2020-05-29,31,28,0.0,6.3,7,47,12:34 PM,12:09 AM,06:56 AM,07:08 PM,24,35,35,30,20,73,74,9.3,1010,31,9,127,14,Singapore
2020-05-30,32,29,0.0,7.6,7,54,01:27 PM,01:02 AM,06:56 AM,07:08 PM,24,35,35,30,13,68,71,9.4,1010,32,9,128,9,Singapore
2020-05-31,32,29,0.0,6.3,7,58,02:17 PM,01:53 AM,06:57 AM,07:08 PM,24,36,36,30,11,60,72,7.9,1011,32,9,116,8,Singapore
2020-06-01,31,29,0.0,7.6,7,71,03:09 PM,02:43 AM,06:57 AM,07:08 PM,24,35,35,30,8,49,71,5.2,1010,31,10,111,6,Singapore
2020-06-02,31,29,0.0,6.3,7,79,04:00 PM,03:33 AM,06:57 AM,07:09 PM,24,35,35,30,17,63,73,20.2,1010,31,8,119,11,Singapore
2020-06-03,31,29,0.0,8.9,6,86,04:53 PM,04:24 AM,06:57 AM,07:09 PM,24,35,35,30,17,41,72,4.0,1009,31,10,137,12,Singapore
2020-06-04,31,29,0.0,10.3,7,94,05:49 PM,05:17 AM,06:57 AM,07:09 PM,24,35,35,30,22,50,74,7.7,1009,31,9,133,15,Singapore
2020-06-05,28,23,0.0,8.9,6,100,06:46 PM,06:12 AM,06:57 AM,07:09 PM,24,31,31,27,25,60,79,6.9,1009,28,9,205,17,Singapore
2020-06-06,27,21,0.0,6.3,6,100,07:46 PM,07:11 AM,06:57 AM,07:09 PM,23,29,29,26,28,79,80,22.5,1010,27,7,191,17,Singapore
2020-06-07,31,28,0.0,6.3,6,84,08:45 PM,08:09 AM,06:58 AM,07:09 PM,24,34,34,29,15,69,73,3.7,1008,31,10,144,11,Singapore
2020-06-08,31,28,0.0,6.3,7,76,09:43 PM,09:08 AM,06:58 AM,07:10 PM,24,35,35,29,13,72,74,8.4,1008,31,9,144,9,Singapore
2020-06-09,31,28,0.0,6.3,6,69,10:36 PM,10:04 AM,06:58 AM,07:10 PM,24,35,35,29,18,63,74,4.5,1009,31,10,146,13,Singapore
