date_time,Bosnia%20and%20Herzegovina_maxtempC,Bosnia%20and%20Herzegovina_mintempC,Bosnia%20and%20Herzegovina_totalSnow_cm,Bosnia%20and%20Herzegovina_sunHour,Bosnia%20and%20Herzegovina_uvIndex,Bosnia%20and%20Herzegovina_moon_illumination,Bosnia%20and%20Herzegovina_moonrise,Bosnia%20and%20Herzegovina_moonset,Bosnia%20and%20Herzegovina_sunrise,Bosnia%20and%20Herzegovina_sunset,Bosnia%20and%20Herzegovina_DewPointC,Bosnia%20and%20Herzegovina_FeelsLikeC,Bosnia%20and%20Herzegovina_HeatIndexC,Bosnia%20and%20Herzegovina_WindChillC,Bosnia%20and%20Herzegovina_WindGustKmph,Bosnia%20and%20Herzegovina_cloudcover,Bosnia%20and%20Herzegovina_humidity,Bosnia%20and%20Herzegovina_precipMM,Bosnia%20and%20Herzegovina_pressure,Bosnia%20and%20Herzegovina_tempC,Bosnia%20and%20Herzegovina_visibility,Bosnia%20and%20Herzegovina_winddirDegree,Bosnia%20and%20Herzegovina_windspeedKmph,Bosnia%20and%20Herzegovina_location
2020-07-16,24,12,0.0,14.5,5,19,12:45 AM,03:36 PM,04:19 AM,07:26 PM,13,18,18,18,7,39,76,2.2,1015,24,10,184,5,Bosnia%20and%20Herzegovina
2020-07-17,18,12,0.0,11.4,4,12,01:17 AM,04:40 PM,04:20 AM,07:25 PM,13,15,15,15,9,71,93,14.7,1014,18,8,246,6,Bosnia%20and%20Herzegovina
2020-07-18,17,11,0.0,9.4,3,5,01:56 AM,05:43 PM,04:21 AM,07:24 PM,12,13,13,13,7,84,92,23.5,1014,17,8,196,5,Bosnia%20and%20Herzegovina
2020-07-19,19,9,0.0,9.4,4,0,02:44 AM,06:41 PM,04:22 AM,07:23 PM,11,14,14,14,5,79,87,3.9,1015,19,7,312,4,Bosnia%20and%20Herzegovina
2020-07-20,23,11,0.0,14.5,5,0,03:42 AM,07:33 PM,04:23 AM,07:22 PM,13,18,19,18,5,17,77,0.0,1016,23,8,267,4,Bosnia%20and%20Herzegovina
2020-07-21,26,14,0.0,14.5,6,2,04:47 AM,08:16 PM,04:24 AM,07:22 PM,15,21,21,20,6,12,76,0.0,1020,26,9,82,4,Bosnia%20and%20Herzegovina
2020-07-22,28,16,0.0,14.5,7,10,06:00 AM,08:53 PM,04:25 AM,07:21 PM,15,24,24,23,6,3,69,0.0,1018,28,10,93,5,Bosnia%20and%20Herzegovina
2020-07-23,25,15,0.0,11.4,5,17,07:15 AM,09:26 PM,04:26 AM,07:20 PM,16,21,21,20,7,52,78,8.5,1014,25,9,155,4,Bosnia%20and%20Herzegovina
2020-07-24,27,15,0.0,11.4,5,24,08:29 AM,09:54 PM,04:27 AM,07:19 PM,17,23,23,22,8,67,80,10.8,1010,27,8,181,5,Bosnia%20and%20Herzegovina
2020-07-25,22,16,0.0,9.3,5,32,09:45 AM,10:20 PM,04:28 AM,07:18 PM,17,19,20,19,8,81,87,20.3,1010,22,8,209,4,Bosnia%20and%20Herzegovina
2020-07-26,23,14,0.0,9.3,4,39,10:59 AM,10:47 PM,04:29 AM,07:17 PM,15,18,18,18,4,79,86,1.9,1014,23,6,292,3,Bosnia%20and%20Herzegovina
2020-07-27,25,14,0.0,11.4,5,46,12:13 PM,11:15 PM,04:30 AM,07:16 PM,15,19,21,19,6,53,80,1.2,1018,25,9,104,4,Bosnia%20and%20Herzegovina
2020-07-28,29,16,0.0,14.5,7,53,01:27 PM,11:46 PM,04:31 AM,07:14 PM,14,25,25,24,6,2,62,0.0,1017,29,10,94,4,Bosnia%20and%20Herzegovina
2020-07-29,31,18,0.0,14.5,7,61,02:40 PM,No moonset,04:32 AM,07:13 PM,14,26,26,25,7,3,58,0.0,1016,31,10,202,5,Bosnia%20and%20Herzegovina
2020-07-30,31,18,0.0,12.4,6,68,03:52 PM,12:22 AM,04:33 AM,07:12 PM,18,26,26,25,5,34,73,1.4,1018,31,10,150,3,Bosnia%20and%20Herzegovina
2020-07-31,30,19,0.0,13.4,6,72,04:58 PM,01:05 AM,04:34 AM,07:11 PM,18,26,26,25,6,42,73,3.1,1015,30,10,242,4,Bosnia%20and%20Herzegovina
2020-08-01,27,18,0.0,11.3,5,82,05:57 PM,01:56 AM,04:35 AM,07:10 PM,17,24,24,22,8,58,79,3.8,1014,27,8,40,5,Bosnia%20and%20Herzegovina
2020-08-02,27,15,0.0,14.5,5,90,06:46 PM,02:54 AM,04:36 AM,07:08 PM,14,23,23,22,5,8,68,0.0,1013,27,9,62,4,Bosnia%20and%20Herzegovina
2020-08-03,29,16,0.0,14.5,7,97,07:26 PM,03:57 AM,04:37 AM,07:07 PM,13,24,24,23,13,8,56,0.0,1008,29,10,182,8,Bosnia%20and%20Herzegovina
2020-08-04,25,15,0.0,12.4,5,100,07:59 PM,05:03 AM,04:38 AM,07:06 PM,14,19,20,19,13,45,74,19.2,1007,25,9,183,8,Bosnia%20and%20Herzegovina
2020-08-05,19,15,0.0,9.2,4,88,08:27 PM,06:08 AM,04:40 AM,07:05 PM,16,17,17,17,10,85,95,26.3,1011,19,8,60,6,Bosnia%20and%20Herzegovina
2020-08-06,20,14,0.0,9.1,4,81,08:52 PM,07:13 AM,04:41 AM,07:03 PM,14,16,16,16,8,78,90,13.6,1014,20,6,123,6,Bosnia%20and%20Herzegovina
2020-08-07,21,14,0.0,11.3,4,74,09:14 PM,08:15 AM,04:42 AM,07:02 PM,15,17,18,17,9,75,88,9.3,1016,21,7,174,7,Bosnia%20and%20Herzegovina
2020-08-08,22,14,0.0,9.1,4,67,09:35 PM,09:17 AM,04:43 AM,07:00 PM,15,17,18,17,8,83,90,11.5,1016,22,6,48,6,Bosnia%20and%20Herzegovina
2020-08-09,24,15,0.0,11.1,5,59,09:56 PM,10:17 AM,04:44 AM,06:59 PM,16,19,20,19,6,62,83,5.6,1016,24,8,144,4,Bosnia%20and%20Herzegovina
2020-08-10,26,15,0.0,11.1,5,52,10:19 PM,11:18 AM,04:45 AM,06:57 PM,17,21,21,20,5,62,82,10.0,1015,26,9,58,3,Bosnia%20and%20Herzegovina
2020-08-11,28,16,0.0,11.1,5,45,10:44 PM,12:19 PM,04:46 AM,06:56 PM,17,22,22,21,5,47,79,6.2,1016,28,9,126,3,Bosnia%20and%20Herzegovina
2020-08-12,25,16,0.0,9.9,5,38,11:14 PM,01:22 PM,04:47 AM,06:55 PM,17,21,21,20,6,60,82,9.7,1017,25,9,90,4,Bosnia%20and%20Herzegovina
2020-08-13,29,16,0.0,14.0,7,30,11:49 PM,02:25 PM,04:49 AM,06:53 PM,16,23,23,22,6,27,73,0.4,1017,29,10,187,4,Bosnia%20and%20Herzegovina
2020-08-14,29,17,0.0,14.0,6,23,No moonrise,03:28 PM,04:50 AM,06:51 PM,16,23,23,22,7,45,71,2.4,1013,29,10,177,4,Bosnia%20and%20Herzegovina
2020-08-15,25,16,0.0,11.0,5,16,12:32 AM,04:27 PM,04:51 AM,06:50 PM,16,22,22,21,7,53,80,8.6,1012,25,9,248,4,Bosnia%20and%20Herzegovina
2020-08-16,27,16,0.0,12.2,5,8,01:25 AM,05:22 PM,04:52 AM,06:48 PM,17,21,21,21,4,49,81,8.6,1012,27,9,139,3,Bosnia%20and%20Herzegovina
2020-08-17,28,16,0.0,13.3,6,1,02:27 AM,06:09 PM,04:53 AM,06:47 PM,15,22,22,21,8,27,71,0.3,1012,28,10,212,5,Bosnia%20and%20Herzegovina
2020-08-18,26,16,0.0,12.2,5,0,03:38 AM,06:49 PM,04:54 AM,06:45 PM,15,19,20,19,7,68,79,6.1,1010,26,10,160,4,Bosnia%20and%20Herzegovina
2020-08-19,21,13,0.0,9.8,4,0,04:53 AM,07:24 PM,04:55 AM,06:44 PM,14,17,18,17,6,64,87,4.7,1011,21,6,239,5,Bosnia%20and%20Herzegovina
2020-08-20,25,13,0.0,13.9,6,6,06:11 AM,07:55 PM,04:57 AM,06:42 PM,13,21,21,20,5,8,72,0.0,1014,25,10,226,4,Bosnia%20and%20Herzegovina
2020-08-21,28,15,0.0,13.8,6,13,07:28 AM,08:22 PM,04:58 AM,06:40 PM,14,22,22,22,4,2,67,0.0,1017,28,10,180,3,Bosnia%20and%20Herzegovina
2020-08-22,30,18,0.0,13.8,7,20,08:45 AM,08:49 PM,04:59 AM,06:39 PM,15,25,25,24,5,2,64,0.0,1016,30,10,205,4,Bosnia%20and%20Herzegovina
2020-08-23,25,17,0.0,10.8,5,28,10:01 AM,09:17 PM,05:00 AM,06:37 PM,17,22,22,21,6,40,82,11.2,1014,25,8,91,4,Bosnia%20and%20Herzegovina
2020-08-24,24,16,0.0,9.6,5,35,11:17 AM,09:48 PM,05:01 AM,06:35 PM,16,20,20,20,5,76,86,4.2,1013,24,7,45,4,Bosnia%20and%20Herzegovina
2020-08-25,19,15,0.0,8.3,4,42,12:32 PM,10:22 PM,05:02 AM,06:34 PM,15,17,17,17,7,86,92,13.4,1014,19,8,200,5,Bosnia%20and%20Herzegovina
2020-08-26,28,12,0.0,13.3,5,50,01:45 PM,11:03 PM,05:03 AM,06:32 PM,13,21,21,20,5,9,70,0.0,1016,28,8,208,3,Bosnia%20and%20Herzegovina
2020-08-27,27,15,0.0,13.3,6,57,02:52 PM,11:51 PM,05:05 AM,06:30 PM,13,22,22,21,5,7,65,0.0,1015,27,10,129,3,Bosnia%20and%20Herzegovina
2020-08-28,28,15,0.0,13.2,6,64,03:52 PM,No moonset,05:06 AM,06:28 PM,15,22,22,22,8,13,71,0.0,1011,28,10,186,5,Bosnia%20and%20Herzegovina
2020-08-29,28,17,0.0,13.2,7,71,04:43 PM,12:46 AM,05:07 AM,06:27 PM,14,24,24,23,14,4,63,0.0,1009,28,10,182,9,Bosnia%20and%20Herzegovina
2020-08-30,29,17,0.0,13.2,7,79,05:26 PM,01:47 AM,05:08 AM,06:25 PM,11,23,23,23,16,1,51,0.0,1011,29,10,185,10,Bosnia%20and%20Herzegovina
2020-08-31,29,19,0.0,13.1,7,82,06:00 PM,02:51 AM,05:09 AM,06:23 PM,13,25,25,24,9,19,54,0.3,1011,29,10,184,6,Bosnia%20and%20Herzegovina
2020-09-01,24,16,0.0,13.1,5,97,06:29 PM,03:57 AM,05:10 AM,06:21 PM,13,19,21,19,7,43,75,3.8,1011,24,9,200,5,Bosnia%20and%20Herzegovina
2020-09-02,20,11,0.0,13.1,4,100,06:55 PM,05:01 AM,05:11 AM,06:20 PM,10,16,16,16,6,37,75,0.0,1016,20,8,50,5,Bosnia%20and%20Herzegovina
2020-09-03,23,12,0.0,13.1,4,88,07:17 PM,06:04 AM,05:13 AM,06:18 PM,11,17,18,17,5,52,74,1.4,1019,23,10,108,4,Bosnia%20and%20Herzegovina
2020-09-04,22,11,0.0,13.0,5,81,07:39 PM,07:06 AM,05:14 AM,06:16 PM,10,17,18,17,7,14,71,0.0,1024,22,10,60,5,Bosnia%20and%20Herzegovina
2020-09-05,26,12,0.0,13.0,6,73,08:00 PM,08:07 AM,05:15 AM,06:14 PM,10,20,20,20,5,2,60,0.0,1020,26,10,145,3,Bosnia%20and%20Herzegovina
2020-09-06,29,16,0.0,13.0,7,66,08:21 PM,09:08 AM,05:16 AM,06:13 PM,12,24,24,23,5,2,56,0.0,1015,29,10,217,3,Bosnia%20and%20Herzegovina
2020-09-07,26,16,0.0,12.9,5,58,08:45 PM,10:09 AM,05:17 AM,06:11 PM,13,20,21,20,7,27,69,1.6,1016,26,9,169,5,Bosnia%20and%20Herzegovina
2020-09-08,24,13,0.0,12.9,5,50,09:13 PM,11:10 AM,05:18 AM,06:09 PM,14,19,20,19,6,43,81,0.0,1024,24,7,39,4,Bosnia%20and%20Herzegovina
2020-09-09,28,14,0.0,12.9,5,43,09:45 PM,12:12 PM,05:19 AM,06:07 PM,15,22,22,21,5,28,77,0.1,1023,28,8,124,3,Bosnia%20and%20Herzegovina
2020-09-10,26,15,0.0,12.8,6,35,10:23 PM,01:15 PM,05:21 AM,06:05 PM,14,22,22,20,7,11,72,0.0,1017,26,10,70,5,Bosnia%20and%20Herzegovina
2020-09-11,26,14,0.0,12.8,6,28,11:11 PM,02:14 PM,05:22 AM,06:04 PM,11,21,21,20,7,4,62,0.0,1014,26,10,98,5,Bosnia%20and%20Herzegovina
2020-09-12,28,15,0.0,12.8,6,20,No moonrise,03:10 PM,05:23 AM,06:02 PM,12,23,23,22,6,8,61,0.0,1016,28,10,169,4,Bosnia%20and%20Herzegovina
2020-09-13,25,15,0.0,12.8,6,13,12:08 AM,04:00 PM,05:24 AM,06:00 PM,12,20,21,20,10,8,64,0.0,1022,25,10,83,7,Bosnia%20and%20Herzegovina
2020-09-14,25,15,0.0,11.6,6,5,01:14 AM,04:43 PM,05:25 AM,05:58 PM,12,21,21,20,10,10,64,0.0,1024,25,10,83,7,Bosnia%20and%20Herzegovina
2020-09-15,25,15,0.0,11.6,6,0,02:27 AM,05:20 PM,05:26 AM,05:56 PM,11,22,22,21,10,6,62,0.0,1021,25,10,108,7,Bosnia%20and%20Herzegovina
2020-09-16,26,15,0.0,10.2,5,0,03:44 AM,05:52 PM,05:27 AM,05:55 PM,13,20,20,20,6,25,67,0.2,1018,26,9,170,4,Bosnia%20and%20Herzegovina
2020-09-17,24,15,0.0,10.2,5,0,05:02 AM,06:20 PM,05:29 AM,05:53 PM,13,19,20,19,6,34,69,3.2,1015,24,10,56,4,Bosnia%20and%20Herzegovina
2020-09-18,18,12,0.0,7.5,4,2,06:21 AM,06:48 PM,05:30 AM,05:51 PM,11,15,15,15,9,58,80,0.7,1020,18,8,77,7,Bosnia%20and%20Herzegovina
2020-09-19,22,10,0.0,10.2,4,10,07:41 AM,07:17 PM,05:31 AM,05:49 PM,8,16,17,16,5,20,61,0.0,1020,22,10,72,3,Bosnia%20and%20Herzegovina
2020-09-20,26,12,0.0,11.6,6,17,08:59 AM,07:47 PM,05:32 AM,05:47 PM,11,19,19,19,5,10,67,0.0,1016,26,10,125,3,Bosnia%20and%20Herzegovina
2020-09-21,26,14,0.0,11.6,5,25,10:18 AM,08:20 PM,05:33 AM,05:45 PM,13,19,20,19,7,29,71,1.4,1016,26,10,180,4,Bosnia%20and%20Herzegovina
2020-09-22,24,14,0.0,10.2,4,32,11:34 AM,09:00 PM,05:34 AM,05:44 PM,12,18,19,18,10,46,75,1.4,1015,24,10,186,7,Bosnia%20and%20Herzegovina
2020-09-23,21,12,0.0,10.2,4,40,12:45 PM,09:47 PM,05:35 AM,05:42 PM,12,16,17,16,13,48,81,3.5,1013,21,9,193,8,Bosnia%20and%20Herzegovina
2020-09-24,22,13,0.0,6.0,4,47,01:49 PM,10:40 PM,05:37 AM,05:40 PM,13,17,18,17,8,63,84,6.5,1012,22,7,203,5,Bosnia%20and%20Herzegovina
2020-09-25,20,12,0.0,10.2,4,55,02:43 PM,11:40 PM,05:38 AM,05:38 PM,13,15,16,15,17,55,84,0.7,1005,20,8,182,12,Bosnia%20and%20Herzegovina
2020-09-26,12,6,0.0,6.0,3,62,03:28 PM,No moonset,05:39 AM,05:36 PM,8,9,10,9,13,76,85,7.6,997,12,8,198,9,Bosnia%20and%20Herzegovina
2020-09-27,11,5,0.0,6.0,2,70,04:04 PM,12:43 AM,05:40 AM,05:34 PM,7,7,8,7,7,84,94,26.3,1006,11,5,157,6,Bosnia%20and%20Herzegovina
2020-09-28,14,9,0.0,10.2,3,78,04:34 PM,01:48 AM,05:41 AM,05:33 PM,9,11,12,11,13,67,87,24.7,1009,14,7,174,10,Bosnia%20and%20Herzegovina
2020-09-29,13,8,0.0,5.9,3,85,04:59 PM,02:52 AM,05:42 AM,05:31 PM,9,10,10,10,5,85,94,19.2,1014,13,6,277,3,Bosnia%20and%20Herzegovina
2020-09-30,15,6,0.0,10.2,3,93,05:22 PM,03:56 AM,05:43 AM,05:29 PM,6,10,11,10,6,45,78,0.4,1014,15,7,255,4,Bosnia%20and%20Herzegovina
2020-10-01,17,7,0.0,11.6,4,97,05:44 PM,04:58 AM,05:45 AM,05:27 PM,7,11,12,11,10,20,76,0.0,1009,17,9,215,7,Bosnia%20and%20Herzegovina
2020-10-02,18,9,0.0,10.2,4,100,06:04 PM,05:59 AM,05:46 AM,05:25 PM,10,13,14,13,14,41,83,0.1,1009,18,8,186,10,Bosnia%20and%20Herzegovina
2020-10-03,21,13,0.0,7.3,4,89,06:25 PM,06:59 AM,05:47 AM,05:24 PM,13,17,18,17,20,46,79,0.4,1008,21,10,177,13,Bosnia%20and%20Herzegovina
2020-10-04,20,14,0.0,5.9,4,82,06:48 PM,08:00 AM,05:48 AM,05:22 PM,14,17,17,17,17,65,85,13.6,1009,20,9,181,10,Bosnia%20and%20Herzegovina
2020-10-05,20,13,0.0,8.7,4,74,07:14 PM,09:02 AM,05:49 AM,05:20 PM,11,15,16,15,13,39,75,0.4,1011,20,9,191,9,Bosnia%20and%20Herzegovina
2020-10-06,20,12,0.0,8.7,4,67,07:44 PM,10:04 AM,05:50 AM,05:18 PM,10,15,16,15,9,53,76,0.2,1014,20,10,197,6,Bosnia%20and%20Herzegovina
2020-10-07,13,9,0.0,7.3,3,60,08:19 PM,11:06 AM,05:52 AM,05:16 PM,9,10,11,10,10,66,89,11.8,1013,13,9,218,7,Bosnia%20and%20Herzegovina
2020-10-08,10,6,0.0,7.3,2,53,09:02 PM,12:06 PM,05:53 AM,05:15 PM,7,7,8,7,10,76,91,4.0,1021,10,9,333,8,Bosnia%20and%20Herzegovina
2020-10-09,16,5,0.0,11.6,3,45,09:54 PM,01:02 PM,05:54 AM,05:13 PM,5,10,11,10,4,30,76,0.0,1023,16,8,159,3,Bosnia%20and%20Herzegovina
2020-10-10,20,8,0.0,10.1,4,38,10:55 PM,01:53 PM,05:55 AM,05:11 PM,5,13,14,13,8,41,62,0.0,1018,20,10,198,5,Bosnia%20and%20Herzegovina
2020-10-11,18,8,0.0,10.1,3,31,No moonrise,02:37 PM,05:56 AM,05:09 PM,7,13,13,13,8,32,73,0.0,1014,18,10,179,5,Bosnia%20and%20Herzegovina
2020-10-12,10,-5,17.2,5.8,2,23,12:03 AM,03:15 PM,05:58 AM,05:08 PM,6,5,6,5,9,88,95,83.6,1009,10,7,206,7,Bosnia%20and%20Herzegovina
2020-10-13,8,3,0.0,5.7,2,16,01:17 AM,03:48 PM,05:59 AM,05:06 PM,5,4,5,4,8,78,94,41.2,1007,8,6,275,6,Bosnia%20and%20Herzegovina
2020-10-14,10,3,0.0,10.1,2,9,02:33 AM,04:18 PM,06:00 AM,05:04 PM,5,5,7,5,10,59,91,1.0,1012,10,5,185,7,Bosnia%20and%20Herzegovina
2020-10-15,13,7,0.0,4.1,3,2,03:51 AM,04:45 PM,06:01 AM,05:02 PM,9,9,10,9,14,69,94,29.0,1010,13,7,162,10,Bosnia%20and%20Herzegovina
2020-10-16,14,6,0.0,5.6,3,0,05:10 AM,05:13 PM,06:02 AM,05:01 PM,7,9,9,9,9,60,85,5.3,1011,14,8,189,6,Bosnia%20and%20Herzegovina
2020-10-17,11,6,0.0,4.0,2,0,06:31 AM,05:43 PM,06:04 AM,04:59 PM,6,8,8,8,5,82,90,3.4,1015,11,9,247,4,Bosnia%20and%20Herzegovina
2020-10-18,11,5,0.0,3.9,2,5,07:52 AM,06:15 PM,06:05 AM,04:57 PM,5,7,7,7,5,60,88,0.6,1021,11,7,83,4,Bosnia%20and%20Herzegovina
2020-10-19,14,3,0.0,8.7,2,13,09:13 AM,06:53 PM,06:06 AM,04:56 PM,4,7,8,7,6,9,78,0.0,1025,14,9,114,4,Bosnia%20and%20Herzegovina
2020-10-20,16,4,0.0,8.7,4,20,10:29 AM,07:38 PM,06:07 AM,04:54 PM,3,9,9,9,5,2,69,0.0,1026,16,10,193,3,Bosnia%20and%20Herzegovina
2020-10-21,16,5,0.0,7.1,3,27,11:40 AM,08:30 PM,06:09 AM,04:53 PM,1,8,9,8,11,39,60,0.0,1025,16,10,190,6,Bosnia%20and%20Herzegovina
2020-10-22,21,8,0.0,8.7,5,35,12:39 PM,09:30 PM,06:10 AM,04:51 PM,4,13,14,13,9,0,54,0.0,1024,21,10,205,5,Bosnia%20and%20Herzegovina
2020-10-23,20,9,0.0,8.7,5,42,01:28 PM,10:34 PM,06:11 AM,04:49 PM,3,13,13,13,10,6,50,0.0,1021,20,10,200,6,Bosnia%20and%20Herzegovina
2020-10-24,12,10,0.0,5.5,3,49,02:07 PM,11:40 PM,06:12 AM,04:48 PM,6,12,11,12,5,69,71,2.7,1019,12,6,113,4,Bosnia%20and%20Herzegovina
2020-10-25,12,9,0.0,3.9,3,56,02:38 PM,No moonset,06:14 AM,04:46 PM,9,10,10,10,4,75,94,5.4,1014,12,8,192,3,Bosnia%20and%20Herzegovina
2020-10-26,15,7,0.0,8.7,3,64,03:05 PM,12:44 AM,06:15 AM,04:45 PM,8,10,10,10,10,24,87,0.0,1014,15,6,194,7,Bosnia%20and%20Herzegovina
2020-10-27,18,7,0.0,8.7,4,71,03:29 PM,01:48 AM,06:16 AM,04:43 PM,8,11,11,11,8,13,81,0.0,1013,18,10,207,5,Bosnia%20and%20Herzegovina
2020-10-28,14,8,0.0,8.7,3,78,03:50 PM,02:50 AM,06:18 AM,04:42 PM,8,10,10,10,5,41,88,0.0,1016,14,7,168,3,Bosnia%20and%20Herzegovina
2020-10-29,14,5,0.0,7.1,3,85,04:10 PM,03:51 AM,06:19 AM,04:40 PM,8,10,10,10,3,73,89,0.0,1020,14,5,182,3,Bosnia%20and%20Herzegovina
2020-10-30,11,6,0.0,8.7,2,93,04:31 PM,04:52 AM,06:20 AM,04:39 PM,6,8,8,8,5,53,85,1.5,1025,11,9,195,4,Bosnia%20and%20Herzegovina
2020-10-31,13,7,0.0,8.7,4,97,04:53 PM,05:53 AM,06:21 AM,04:38 PM,6,10,10,10,3,52,76,0.0,1024,13,10,270,2,Bosnia%20and%20Herzegovina
2020-11-01,16,7,0.0,8.7,4,89,05:17 PM,06:55 AM,06:23 AM,04:36 PM,7,11,10,11,3,23,82,0.0,1022,16,10,205,2,Bosnia%20and%20Herzegovina
2020-11-02,17,9,0.0,8.7,4,81,05:46 PM,07:57 AM,06:24 AM,04:35 PM,7,12,12,12,7,31,72,0.0,1022,17,10,215,4,Bosnia%20and%20Herzegovina
2020-11-03,19,11,0.0,8.7,5,74,06:19 PM,08:59 AM,06:25 AM,04:34 PM,9,14,14,14,4,29,71,0.0,1022,19,10,124,2,Bosnia%20and%20Herzegovina
2020-11-04,17,10,0.0,7.1,3,66,06:59 PM,10:00 AM,06:27 AM,04:32 PM,11,13,13,13,6,55,86,0.0,1022,17,9,100,4,Bosnia%20and%20Herzegovina
2020-11-05,11,9,0.0,3.8,3,58,07:48 PM,10:58 AM,06:28 AM,04:31 PM,10,10,10,10,7,100,97,2.8,1028,11,3,352,6,Bosnia%20and%20Herzegovina
2020-11-06,9,7,0.0,3.8,2,51,08:44 PM,11:50 AM,06:29 AM,04:30 PM,7,7,8,7,6,96,95,0.0,1031,9,4,164,6,Bosnia%20and%20Herzegovina
2020-11-07,13,5,0.0,8.7,2,43,09:48 PM,12:35 PM,06:31 AM,04:29 PM,5,8,8,8,5,31,82,0.0,1031,13,6,105,4,Bosnia%20and%20Herzegovina
2020-11-08,16,4,0.0,8.7,4,36,10:57 PM,01:14 PM,06:32 AM,04:27 PM,0,9,9,9,5,7,56,0.0,1027,16,10,193,3,Bosnia%20and%20Herzegovina
2020-11-09,14,5,0.0,8.7,3,28,No moonrise,01:48 PM,06:33 AM,04:26 PM,3,9,9,9,4,4,66,0.0,1025,14,10,159,2,Bosnia%20and%20Herzegovina
2020-11-10,14,4,0.0,8.7,3,21,12:10 AM,02:17 PM,06:35 AM,04:25 PM,5,8,8,8,4,7,84,0.0,1026,14,8,69,3,Bosnia%20and%20Herzegovina
2020-11-11,14,3,0.0,8.7,3,13,01:25 AM,02:44 PM,06:36 AM,04:24 PM,5,8,8,8,3,4,84,0.0,1026,14,10,133,2,Bosnia%20and%20Herzegovina
2020-11-12,15,4,0.0,8.7,4,6,02:41 AM,03:11 PM,06:37 AM,04:23 PM,4,9,9,9,4,11,75,0.0,1026,15,10,176,3,Bosnia%20and%20Herzegovina
2020-11-13,12,6,0.0,5.4,2,0,03:59 AM,03:38 PM,06:39 AM,04:22 PM,7,9,9,9,3,56,88,2.8,1025,12,9,271,3,Bosnia%20and%20Herzegovina
2020-11-14,14,6,0.0,8.7,4,0,05:20 AM,04:08 PM,06:40 AM,04:21 PM,3,9,9,9,4,4,69,0.0,1025,14,10,162,3,Bosnia%20and%20Herzegovina
2020-11-15,14,6,0.0,8.7,3,0,06:41 AM,04:43 PM,06:41 AM,04:20 PM,5,8,9,8,5,20,78,0.0,1023,14,10,183,3,Bosnia%20and%20Herzegovina
2020-11-16,14,6,0.0,7.0,3,2,08:02 AM,05:25 PM,06:43 AM,04:19 PM,7,9,9,9,7,44,85,1.8,1020,14,10,168,4,Bosnia%20and%20Herzegovina
2020-11-17,7,6,0.0,3.7,2,9,09:18 AM,06:15 PM,06:44 AM,04:18 PM,6,6,7,6,6,98,96,2.0,1025,7,3,228,5,Bosnia%20and%20Herzegovina
2020-11-18,10,3,0.0,7.0,2,17,10:25 AM,07:14 PM,06:45 AM,04:17 PM,5,6,7,6,4,61,91,0.0,1029,10,5,55,3,Bosnia%20and%20Herzegovina
2020-11-19,14,4,0.0,8.7,3,24,11:21 AM,08:18 PM,06:46 AM,04:17 PM,4,7,8,7,5,4,78,0.0,1024,14,10,191,3,Bosnia%20and%20Herzegovina
2020-11-20,3,-5,1.5,3.6,1,32,12:06 PM,09:26 PM,06:48 AM,04:16 PM,2,0,2,0,9,81,94,2.7,1024,3,6,256,7,Bosnia%20and%20Herzegovina
2020-11-21,-1,-3,5.3,5.3,1,39,12:41 PM,10:33 PM,06:49 AM,04:15 PM,-3,-5,-2,-5,9,80,90,6.4,1032,-1,6,43,8,Bosnia%20and%20Herzegovina
2020-11-22,5,-5,0.0,8.7,1,47,01:10 PM,11:39 PM,06:50 AM,04:14 PM,-2,-1,-0,-1,5,20,89,0.0,1032,5,7,159,3,Bosnia%20and%20Herzegovina
2020-11-23,10,1,0.0,8.7,2,54,01:34 PM,No moonset,06:52 AM,04:14 PM,3,4,5,4,6,19,89,0.0,1027,10,7,198,3,Bosnia%20and%20Herzegovina
2020-11-24,7,2,0.0,8.7,1,62,01:56 PM,12:41 AM,06:53 AM,04:13 PM,2,3,4,3,5,55,88,0.0,1028,7,6,39,4,Bosnia%20and%20Herzegovina
2020-11-25,13,1,0.0,8.7,3,70,02:16 PM,01:43 AM,06:54 AM,04:13 PM,2,6,6,6,5,5,77,0.0,1024,13,9,180,3,Bosnia%20and%20Herzegovina
2020-11-26,14,4,0.0,8.7,3,77,02:36 PM,02:43 AM,06:55 AM,04:12 PM,-3,7,8,7,6,0,49,0.0,1024,14,10,191,3,Bosnia%20and%20Herzegovina
2020-11-27,12,3,0.0,7.0,2,85,02:58 PM,03:45 AM,06:56 AM,04:12 PM,-4,5,6,5,7,33,49,0.0,1022,12,10,202,4,Bosnia%20and%20Herzegovina
2020-11-28,11,-1,0.0,8.7,3,92,03:21 PM,04:46 AM,06:58 AM,04:11 PM,-2,5,5,5,6,25,60,0.0,1020,11,10,216,4,Bosnia%20and%20Herzegovina
2020-11-29,5,1,0.0,3.6,1,100,03:48 PM,05:48 AM,06:59 AM,04:11 PM,0,1,2,1,5,65,88,0.1,1019,5,10,62,4,Bosnia%20and%20Herzegovina
2020-11-30,2,-3,0.0,8.7,1,100,04:19 PM,06:51 AM,07:00 AM,04:10 PM,-3,-2,-0,-2,6,44,83,0.1,1024,2,10,152,5,Bosnia%20and%20Herzegovina
