date_time,Jamaica_maxtempC,Jamaica_mintempC,Jamaica_totalSnow_cm,Jamaica_sunHour,Jamaica_uvIndex,Jamaica_moon_illumination,Jamaica_moonrise,Jamaica_moonset,Jamaica_sunrise,Jamaica_sunset,Jamaica_DewPointC,Jamaica_FeelsLikeC,Jamaica_HeatIndexC,Jamaica_WindChillC,Jamaica_WindGustKmph,Jamaica_cloudcover,Jamaica_humidity,Jamaica_precipMM,Jamaica_pressure,Jamaica_tempC,Jamaica_visibility,Jamaica_winddirDegree,Jamaica_windspeedKmph,Jamaica_location
2020-09-24,30,25,0.0,7.8,6,47,01:12 PM,No moonset,05:57 AM,06:01 PM,23,30,30,27,18,62,78,21.3,1013,30,9,100,11,Jamaica
2020-09-25,31,26,0.0,11.8,6,55,02:06 PM,12:28 AM,05:57 AM,06:00 PM,24,32,32,28,17,31,77,3.7,1014,31,10,93,12,Jamaica
2020-09-26,31,26,0.0,11.8,6,62,02:56 PM,01:25 AM,05:57 AM,06:00 PM,23,32,32,28,11,38,74,5.1,1013,31,10,82,8,Jamaica
2020-09-27,29,25,0.0,10.2,6,70,03:41 PM,02:20 AM,05:57 AM,05:59 PM,22,30,30,27,8,54,75,30.8,1011,29,8,100,5,Jamaica
2020-09-28,29,25,0.0,8.8,6,78,04:21 PM,03:14 AM,05:57 AM,05:58 PM,22,30,30,27,12,69,75,14.7,1010,29,9,83,8,Jamaica
2020-09-29,30,25,0.0,10.2,6,85,04:59 PM,04:05 AM,05:57 AM,05:57 PM,22,30,30,27,16,51,75,8.6,1011,30,9,85,10,Jamaica
2020-09-30,29,21,0.0,6.0,6,93,05:35 PM,04:54 AM,05:58 AM,05:56 PM,22,28,28,26,22,74,76,9.1,1012,29,9,85,13,Jamaica
2020-10-01,31,24,0.0,10.2,6,97,06:08 PM,05:43 AM,05:58 AM,05:55 PM,22,30,30,27,22,46,74,6.2,1011,31,9,85,14,Jamaica
2020-10-02,31,25,0.0,8.8,6,100,06:42 PM,06:30 AM,05:58 AM,05:55 PM,22,30,30,27,21,65,72,2.0,1010,31,10,85,14,Jamaica
2020-10-03,30,25,0.0,6.0,6,89,07:17 PM,07:18 AM,05:58 AM,05:54 PM,22,30,30,27,26,80,74,8.0,1010,30,10,92,17,Jamaica
2020-10-04,30,25,0.0,10.2,6,82,07:53 PM,08:05 AM,05:58 AM,05:53 PM,22,29,29,27,17,57,76,5.1,1010,30,9,91,12,Jamaica
2020-10-05,25,16,0.0,6.0,5,74,08:31 PM,08:54 AM,05:59 AM,05:52 PM,23,25,25,23,37,95,91,136.7,1009,25,5,126,19,Jamaica
2020-10-06,28,22,0.0,6.0,6,67,09:13 PM,09:45 AM,05:59 AM,05:51 PM,23,29,29,26,29,74,81,38.3,1010,28,7,117,16,Jamaica
2020-10-07,28,24,0.0,6.0,6,60,09:58 PM,10:37 AM,05:59 AM,05:51 PM,23,29,29,26,20,77,79,23.1,1011,28,8,105,12,Jamaica
2020-10-08,27,24,0.0,6.0,6,53,10:48 PM,11:31 AM,05:59 AM,05:50 PM,22,28,28,26,18,77,77,16.0,1012,27,9,101,11,Jamaica
2020-10-09,29,25,0.0,6.0,6,45,11:42 PM,12:24 PM,05:59 AM,05:49 PM,22,29,29,26,17,75,77,12.4,1013,29,9,92,11,Jamaica
2020-10-10,30,26,0.0,10.1,6,38,No moonrise,01:17 PM,06:00 AM,05:48 PM,23,31,31,27,13,53,78,2.9,1013,30,10,101,10,Jamaica
2020-10-11,30,26,0.0,10.1,6,31,12:39 AM,02:08 PM,06:00 AM,05:48 PM,23,31,31,28,8,32,76,1.8,1012,30,10,121,6,Jamaica
2020-10-12,29,25,0.0,5.7,6,23,01:39 AM,02:57 PM,06:00 AM,05:47 PM,23,31,31,27,9,80,78,10.7,1011,29,9,78,6,Jamaica
2020-10-13,29,25,0.0,7.2,6,16,02:39 AM,03:44 PM,06:00 AM,05:46 PM,22,30,30,27,11,74,76,23.6,1011,29,8,82,6,Jamaica
2020-10-14,29,25,0.0,7.2,6,9,03:41 AM,04:28 PM,06:01 AM,05:46 PM,23,30,30,27,12,54,77,13.7,1010,29,9,81,8,Jamaica
2020-10-15,30,25,0.0,8.7,6,2,04:42 AM,05:13 PM,06:01 AM,05:45 PM,22,30,30,27,11,62,76,6.2,1011,30,9,80,8,Jamaica
2020-10-16,30,25,0.0,7.2,6,0,05:44 AM,05:58 PM,06:01 AM,05:44 PM,23,31,31,27,8,40,77,7.0,1011,30,10,74,6,Jamaica
2020-10-17,30,26,0.0,7.2,6,0,06:47 AM,06:44 PM,06:01 AM,05:43 PM,23,31,31,27,7,47,76,11.4,1011,30,9,78,5,Jamaica
2020-10-18,30,25,0.0,5.8,6,5,07:52 AM,07:34 PM,06:02 AM,05:43 PM,22,30,30,27,12,75,74,10.4,1010,30,9,75,8,Jamaica
2020-10-19,28,24,0.0,4.3,6,13,08:57 AM,08:26 PM,06:02 AM,05:42 PM,21,28,28,26,12,75,75,11.1,1009,28,9,87,8,Jamaica
2020-10-20,28,24,0.0,5.8,6,20,10:01 AM,09:22 PM,06:02 AM,05:42 PM,22,29,29,26,15,66,76,7.0,1009,28,9,93,10,Jamaica
2020-10-21,29,25,0.0,4.3,6,27,11:04 AM,10:20 PM,06:03 AM,05:41 PM,22,29,29,26,17,83,79,10.0,1010,29,9,100,11,Jamaica
2020-10-22,27,24,0.0,5.7,6,35,12:01 PM,11:19 PM,06:03 AM,05:40 PM,22,28,28,26,13,62,77,19.5,1011,27,9,95,8,Jamaica
2020-10-23,27,21,0.0,4.3,6,42,12:54 PM,No moonset,06:03 AM,05:40 PM,21,28,28,25,19,80,76,9.6,1012,27,9,102,12,Jamaica
2020-10-24,27,24,0.0,4.3,6,49,01:41 PM,12:15 AM,06:04 AM,05:39 PM,22,28,28,26,21,74,78,6.2,1012,27,9,93,13,Jamaica
2020-10-25,28,24,0.0,4.3,6,56,02:22 PM,01:10 AM,06:04 AM,05:39 PM,22,28,28,26,24,67,81,6.0,1012,28,10,108,16,Jamaica
2020-10-26,28,24,0.0,7.2,6,64,03:01 PM,02:02 AM,06:04 AM,05:38 PM,22,29,29,26,27,70,79,5.1,1012,28,10,105,17,Jamaica
2020-10-27,28,24,0.0,5.7,6,71,03:36 PM,02:51 AM,06:05 AM,05:37 PM,22,29,29,26,13,45,80,4.3,1012,28,10,89,9,Jamaica
2020-10-28,28,24,0.0,7.2,6,78,04:10 PM,03:40 AM,06:05 AM,05:37 PM,22,29,29,26,9,64,80,6.7,1011,28,10,93,6,Jamaica
2020-10-29,28,24,0.0,7.2,6,85,04:44 PM,04:27 AM,06:05 AM,05:36 PM,22,28,28,26,10,56,77,10.8,1011,28,9,85,7,Jamaica
2020-10-30,29,25,0.0,7.2,6,93,05:18 PM,05:14 AM,06:06 AM,05:36 PM,22,29,29,26,6,57,76,5.1,1012,29,9,154,4,Jamaica
2020-10-31,29,25,0.0,5.7,6,97,05:53 PM,06:02 AM,06:06 AM,05:35 PM,22,29,29,27,7,61,77,8.5,1012,29,9,137,5,Jamaica
2020-11-01,29,23,0.0,4.2,6,89,06:30 PM,06:51 AM,06:07 AM,05:35 PM,22,28,28,26,18,77,80,19.4,1011,29,8,81,12,Jamaica
2020-11-02,26,22,0.0,4.2,5,81,07:11 PM,07:42 AM,06:07 AM,05:35 PM,22,27,27,24,17,75,88,30.0,1010,26,8,69,12,Jamaica
2020-11-03,26,23,0.0,4.2,5,74,07:55 PM,08:33 AM,06:07 AM,05:34 PM,23,27,27,25,16,78,90,84.7,1010,26,6,72,9,Jamaica
2020-11-04,26,22,0.0,4.2,6,66,08:43 PM,09:26 AM,06:08 AM,05:34 PM,22,27,27,24,26,74,86,36.0,1012,26,7,93,15,Jamaica
2020-11-05,29,22,0.0,7.2,6,58,09:36 PM,10:19 AM,06:08 AM,05:33 PM,21,28,28,25,19,44,76,0.2,1012,29,10,86,14,Jamaica
2020-11-06,27,22,0.0,7.2,5,51,10:30 PM,11:12 AM,06:09 AM,05:33 PM,21,27,27,24,13,64,82,11.3,1010,27,9,77,10,Jamaica
2020-11-07,26,20,0.0,4.2,6,43,11:28 PM,12:02 PM,06:09 AM,05:33 PM,22,26,26,24,26,80,85,16.3,1008,26,9,126,18,Jamaica
2020-11-08,26,24,0.0,4.2,6,36,No moonrise,12:50 PM,06:10 AM,05:32 PM,23,28,28,25,27,83,87,44.0,1007,26,7,212,14,Jamaica
2020-11-09,29,24,0.0,5.7,6,28,12:26 AM,01:36 PM,06:10 AM,05:32 PM,23,30,30,26,9,66,81,5.1,1009,29,10,177,6,Jamaica
2020-11-10,29,24,0.0,7.2,6,21,01:25 AM,02:20 PM,06:11 AM,05:32 PM,22,29,29,26,5,44,80,0.7,1011,29,10,162,4,Jamaica
2020-11-11,30,25,0.0,8.7,6,13,02:24 AM,03:03 PM,06:11 AM,05:31 PM,23,30,30,27,5,31,79,0.5,1011,30,10,159,4,Jamaica
2020-11-12,30,25,0.0,4.2,6,6,03:24 AM,03:46 PM,06:12 AM,05:31 PM,23,30,30,27,4,59,78,1.1,1011,30,10,131,3,Jamaica
2020-11-13,28,24,0.0,7.2,6,0,04:25 AM,04:30 PM,06:12 AM,05:31 PM,22,29,29,26,9,53,81,10.8,1011,28,9,64,6,Jamaica
2020-11-14,29,24,0.0,7.2,6,0,05:28 AM,05:18 PM,06:13 AM,05:31 PM,22,29,29,26,13,31,79,5.8,1011,29,9,61,9,Jamaica
2020-11-15,29,24,0.0,8.7,6,0,06:33 AM,06:09 PM,06:13 AM,05:31 PM,22,29,29,26,23,59,77,7.4,1011,29,10,80,16,Jamaica
2020-11-16,29,24,0.0,5.7,6,2,07:40 AM,07:05 PM,06:14 AM,05:30 PM,21,28,28,26,25,69,76,4.5,1011,29,9,89,18,Jamaica
2020-11-17,28,23,0.0,7.2,6,9,08:45 AM,08:04 PM,06:14 AM,05:30 PM,20,27,27,25,19,41,75,3.7,1012,28,10,93,13,Jamaica
2020-11-18,28,24,0.0,8.7,6,17,09:48 AM,09:05 PM,06:15 AM,05:30 PM,21,28,28,26,12,34,75,1.9,1013,28,10,61,8,Jamaica
2020-11-19,28,23,0.0,4.2,6,24,10:45 AM,10:04 PM,06:15 AM,05:30 PM,22,28,28,26,13,78,79,8.7,1013,28,9,52,9,Jamaica
2020-11-20,29,24,0.0,7.2,6,32,11:36 AM,11:02 PM,06:16 AM,05:30 PM,22,28,28,26,13,64,79,15.3,1013,29,9,64,8,Jamaica
2020-11-21,29,23,0.0,5.7,6,39,12:20 PM,11:56 PM,06:16 AM,05:30 PM,22,28,28,26,11,53,80,15.7,1012,29,9,64,7,Jamaica
2020-11-22,29,24,0.0,5.7,6,47,01:01 PM,No moonset,06:17 AM,05:30 PM,21,28,28,26,14,54,76,3.3,1012,29,10,86,10,Jamaica
2020-11-23,28,24,0.0,7.2,6,54,01:37 PM,12:47 AM,06:18 AM,05:30 PM,22,28,28,26,13,69,79,19.3,1012,28,9,79,8,Jamaica
2020-11-24,28,23,0.0,4.2,6,62,02:12 PM,01:36 AM,06:18 AM,05:30 PM,21,27,27,25,11,62,78,1.4,1014,28,10,47,8,Jamaica
2020-11-25,30,24,0.0,5.7,6,70,02:45 PM,02:23 AM,06:19 AM,05:30 PM,22,29,29,27,13,64,76,0.8,1015,30,10,55,10,Jamaica
2020-11-26,30,21,0.0,7.2,6,77,03:19 PM,03:11 AM,06:19 AM,05:30 PM,22,28,28,26,10,27,76,0.4,1014,30,10,59,8,Jamaica
2020-11-27,29,24,0.0,8.7,6,85,03:53 PM,03:58 AM,06:20 AM,05:30 PM,22,29,29,26,9,22,77,0.5,1013,29,10,60,7,Jamaica
2020-11-28,28,19,0.0,8.7,7,92,04:30 PM,04:46 AM,06:21 AM,05:30 PM,20,27,27,25,8,12,74,0.1,1013,28,10,76,6,Jamaica
2020-11-29,29,20,0.0,8.7,7,100,05:10 PM,05:37 AM,06:21 AM,05:30 PM,18,27,27,25,10,5,64,0.0,1014,29,10,70,7,Jamaica
2020-11-30,27,23,0.0,7.2,6,100,05:53 PM,06:28 AM,06:22 AM,05:30 PM,20,27,27,25,12,42,77,3.1,1014,27,10,70,8,Jamaica
2020-12-01,29,23,0.0,8.7,7,89,06:40 PM,07:22 AM,06:22 AM,05:31 PM,19,27,27,26,7,3,70,0.0,1014,29,10,52,5,Jamaica
2020-12-02,28,23,0.0,8.7,6,82,07:32 PM,08:15 AM,06:23 AM,05:31 PM,20,27,27,25,11,34,73,0.2,1014,28,10,42,8,Jamaica
2020-12-03,27,23,0.0,5.7,6,75,08:26 PM,09:09 AM,06:24 AM,05:31 PM,21,27,27,25,11,71,81,9.4,1014,27,8,64,8,Jamaica
2020-12-04,27,23,0.0,7.2,6,67,09:23 PM,10:00 AM,06:24 AM,05:31 PM,21,27,27,25,13,69,81,4.9,1015,27,10,81,9,Jamaica
2020-12-05,28,23,0.0,7.2,6,60,10:20 PM,10:48 AM,06:25 AM,05:31 PM,21,28,28,25,8,45,80,0.8,1015,28,10,83,6,Jamaica
2020-12-06,27,23,0.0,5.7,6,53,11:17 PM,11:34 AM,06:25 AM,05:32 PM,20,27,27,25,10,45,78,1.3,1014,27,10,73,6,Jamaica
2020-12-07,26,23,0.0,5.7,6,46,No moonrise,12:17 PM,06:26 AM,05:32 PM,21,27,27,25,8,62,80,3.4,1013,26,10,89,6,Jamaica
2020-12-08,27,23,0.0,5.7,6,38,12:14 AM,12:58 PM,06:27 AM,05:32 PM,21,27,27,25,6,58,81,2.6,1014,27,10,159,5,Jamaica
2020-12-09,26,22,0.0,4.1,5,31,01:11 AM,01:40 PM,06:27 AM,05:32 PM,20,26,26,24,8,82,81,2.4,1015,26,10,159,6,Jamaica
2020-12-10,26,22,0.0,4.1,5,24,02:09 AM,02:21 PM,06:28 AM,05:33 PM,20,26,26,24,8,57,80,1.2,1015,26,10,25,6,Jamaica
2020-12-11,26,23,0.0,4.1,5,17,03:09 AM,03:06 PM,06:28 AM,05:33 PM,21,26,26,24,10,72,81,8.5,1014,26,9,57,7,Jamaica
2020-12-12,27,22,0.0,7.2,6,9,04:11 AM,03:54 PM,06:29 AM,05:34 PM,20,26,26,24,10,34,79,3.2,1014,27,10,70,7,Jamaica
2020-12-13,28,22,0.0,8.7,6,2,05:16 AM,04:46 PM,06:30 AM,05:34 PM,20,27,27,25,12,22,77,1.7,1015,28,10,71,8,Jamaica
2020-12-14,30,23,0.0,7.2,6,0,06:22 AM,05:44 PM,06:30 AM,05:34 PM,20,28,28,26,7,14,71,0.1,1015,30,10,90,5,Jamaica
2020-12-15,29,24,0.0,7.2,6,0,07:28 AM,06:45 PM,06:31 AM,05:35 PM,22,28,28,26,5,29,78,0.7,1013,29,10,106,4,Jamaica
2020-12-16,28,23,0.0,7.2,6,5,08:28 AM,07:47 PM,06:31 AM,05:35 PM,21,28,28,25,10,27,78,0.3,1013,28,10,80,8,Jamaica
2020-12-17,30,23,0.0,7.2,6,12,09:24 AM,08:47 PM,06:32 AM,05:36 PM,21,28,28,25,9,46,77,0.7,1015,30,10,95,6,Jamaica
2020-12-18,30,23,0.0,7.2,6,20,10:13 AM,09:45 PM,06:32 AM,05:36 PM,20,28,28,26,9,32,74,0.3,1016,30,10,38,6,Jamaica
2020-12-19,28,23,0.0,4.1,6,27,10:56 AM,10:38 PM,06:33 AM,05:36 PM,20,27,27,25,12,52,76,0.8,1015,28,10,50,9,Jamaica
2020-12-20,26,23,0.0,7.2,6,34,11:35 AM,11:29 PM,06:33 AM,05:37 PM,21,27,27,25,11,47,80,3.3,1014,26,10,68,7,Jamaica
2020-12-21,27,24,0.0,7.2,6,41,12:11 PM,No moonset,06:34 AM,05:37 PM,20,27,27,25,10,35,73,2.2,1015,27,10,82,7,Jamaica
2020-12-22,30,23,0.0,8.7,6,49,12:45 PM,12:18 AM,06:34 AM,05:38 PM,20,28,28,26,6,22,70,0.2,1016,30,10,115,5,Jamaica
2020-12-23,29,21,0.0,7.2,6,56,01:19 PM,01:05 AM,06:35 AM,05:39 PM,21,28,28,25,9,14,75,0.4,1015,29,10,98,7,Jamaica
2020-12-24,28,23,0.0,8.7,6,63,01:53 PM,01:53 AM,06:35 AM,05:39 PM,20,27,27,25,13,26,76,2.0,1014,28,10,75,9,Jamaica
2020-12-25,28,22,0.0,8.7,6,70,02:28 PM,02:40 AM,06:36 AM,05:40 PM,20,27,27,25,8,23,74,1.7,1014,28,10,165,5,Jamaica
2020-12-26,26,22,0.0,4.1,5,78,03:07 PM,03:30 AM,06:36 AM,05:40 PM,20,26,26,24,7,65,76,1.4,1012,26,10,36,5,Jamaica
2020-12-27,26,23,0.0,5.7,5,85,03:49 PM,04:21 AM,06:37 AM,05:41 PM,20,26,26,24,6,64,79,8.2,1013,26,9,33,4,Jamaica
2020-12-28,26,22,0.0,7.2,5,92,04:35 PM,05:14 AM,06:37 AM,05:41 PM,20,26,26,24,7,45,78,5.6,1014,26,10,76,5,Jamaica
2020-12-29,26,22,0.0,4.1,5,100,05:26 PM,06:08 AM,06:37 AM,05:42 PM,19,26,26,24,16,71,77,1.7,1014,26,9,43,11,Jamaica
2020-12-30,26,17,0.0,7.2,5,100,06:20 PM,07:03 AM,06:38 AM,05:42 PM,17,25,25,23,17,35,69,0.3,1014,26,10,53,11,Jamaica
2020-12-31,26,22,0.0,8.7,5,89,07:17 PM,07:56 AM,06:38 AM,05:43 PM,19,26,26,24,13,34,74,1.1,1015,26,10,81,9,Jamaica
2021-01-01,27,22,0.0,8.7,7,79,08:15 PM,08:46 AM,06:39 AM,05:44 PM,17,26,26,24,16,6,67,0.0,1017,27,10,66,10,Jamaica
2021-01-02,27,22,0.0,8.7,6,71,09:13 PM,09:33 AM,06:39 AM,05:44 PM,18,26,26,24,16,4,70,0.0,1017,27,10,69,11,Jamaica
2021-01-03,27,18,0.0,8.7,6,64,10:10 PM,10:17 AM,06:39 AM,05:45 PM,17,25,25,23,13,13,69,0.1,1016,27,10,70,9,Jamaica
2021-01-04,28,21,0.0,8.7,7,57,11:06 PM,10:58 AM,06:39 AM,05:45 PM,16,26,26,24,8,3,62,0.0,1015,28,10,83,6,Jamaica
2021-01-05,28,21,0.0,8.7,7,50,No moonrise,11:39 AM,06:40 AM,05:46 PM,17,25,25,24,9,3,65,0.0,1015,28,10,62,7,Jamaica
2021-01-06,28,21,0.0,8.7,7,42,12:02 AM,12:19 PM,06:40 AM,05:47 PM,17,26,26,24,9,1,63,0.0,1014,28,10,100,6,Jamaica
2021-01-07,27,22,0.0,7.2,5,35,01:00 AM,01:01 PM,06:40 AM,05:47 PM,18,26,26,24,8,31,71,0.4,1015,27,10,100,6,Jamaica
2021-01-08,26,22,0.0,5.7,5,28,01:59 AM,01:46 PM,06:40 AM,05:48 PM,20,26,26,24,10,43,77,2.7,1015,26,10,69,7,Jamaica
2021-01-09,27,22,0.0,8.7,5,20,03:00 AM,02:34 PM,06:41 AM,05:49 PM,19,26,26,24,11,59,75,4.7,1015,27,9,60,7,Jamaica
2021-01-10,26,22,0.0,4.2,5,13,04:04 AM,03:28 PM,06:41 AM,05:49 PM,20,26,26,24,13,56,77,1.8,1016,26,10,48,8,Jamaica
2021-01-11,27,22,0.0,7.2,6,6,05:08 AM,04:26 PM,06:41 AM,05:50 PM,20,26,26,24,14,59,80,5.0,1016,27,10,72,9,Jamaica
2021-01-12,26,22,0.0,5.7,5,0,06:10 AM,05:28 PM,06:41 AM,05:50 PM,20,26,26,24,14,47,76,2.0,1017,26,10,75,9,Jamaica
2021-01-13,28,22,0.0,8.7,7,0,07:09 AM,06:29 PM,06:41 AM,05:51 PM,20,27,27,25,12,17,75,0.1,1015,28,10,70,9,Jamaica
2021-01-14,27,22,0.0,4.2,6,1,08:01 AM,07:29 PM,06:41 AM,05:52 PM,19,27,27,25,9,46,72,0.6,1014,27,10,47,6,Jamaica
2021-01-15,28,23,0.0,8.7,7,8,08:47 AM,08:25 PM,06:41 AM,05:52 PM,19,27,27,25,15,29,72,0.4,1014,28,10,88,10,Jamaica
2021-01-16,28,23,0.0,7.2,6,16,09:29 AM,09:19 PM,06:42 AM,05:53 PM,20,27,27,25,11,39,74,0.9,1015,28,10,85,8,Jamaica
2021-01-17,29,23,0.0,8.7,7,23,10:07 AM,10:09 PM,06:42 AM,05:53 PM,19,27,27,25,8,10,68,0.0,1015,29,10,55,6,Jamaica
2021-01-18,29,23,0.0,8.7,7,30,10:42 AM,10:58 PM,06:42 AM,05:54 PM,18,27,27,26,9,5,66,0.0,1016,29,10,52,6,Jamaica
2021-01-19,28,24,0.0,7.2,6,38,11:17 AM,11:46 PM,06:42 AM,05:55 PM,21,28,28,25,11,43,76,0.9,1016,28,10,55,9,Jamaica
2021-01-20,29,23,0.0,8.7,6,45,11:50 AM,No moonset,06:42 AM,05:55 PM,21,28,28,26,10,39,76,0.3,1016,29,10,48,7,Jamaica
2021-01-21,28,23,0.0,7.2,6,52,12:25 PM,12:33 AM,06:42 AM,05:56 PM,20,27,27,25,11,63,76,1.3,1015,28,10,49,8,Jamaica
2021-01-22,26,22,0.0,4.2,5,59,01:02 PM,01:22 AM,06:41 AM,05:56 PM,20,26,26,24,11,59,79,2.6,1015,26,10,78,8,Jamaica
2021-01-23,27,23,0.0,8.7,6,67,01:43 PM,02:12 AM,06:41 AM,05:57 PM,20,26,26,24,10,42,78,1.3,1015,27,10,113,7,Jamaica
2021-01-24,26,22,0.0,4.2,6,74,02:26 PM,03:04 AM,06:41 AM,05:58 PM,20,26,26,24,12,58,79,2.5,1015,26,10,64,8,Jamaica
2021-01-25,27,23,0.0,7.2,6,81,03:16 PM,03:58 AM,06:41 AM,05:58 PM,20,26,26,24,13,50,79,1.9,1014,27,10,74,9,Jamaica
2021-01-26,27,22,0.0,8.7,6,88,04:09 PM,04:52 AM,06:41 AM,05:59 PM,18,26,26,24,18,4,72,0.0,1015,27,10,78,12,Jamaica
2021-01-27,27,22,0.0,7.2,6,96,05:06 PM,05:46 AM,06:41 AM,05:59 PM,19,26,26,24,16,33,73,1.1,1016,27,10,70,10,Jamaica
2021-01-28,30,24,0.0,11.6,7,100,06:04 PM,06:38 AM,06:41 AM,06:00 PM,20,28,28,26,6,8,71,0.1,1016,30,10,97,5,Jamaica
2021-01-29,30,23,0.0,10.2,6,90,07:04 PM,07:28 AM,06:40 AM,06:00 PM,19,27,27,25,12,37,72,0.5,1015,30,10,43,9,Jamaica
2021-01-30,26,21,0.0,5.8,5,82,08:03 PM,08:14 AM,06:40 AM,06:01 PM,19,25,25,23,18,77,76,1.7,1016,26,10,50,12,Jamaica
2021-01-31,27,22,0.0,8.7,5,79,09:01 PM,08:57 AM,06:40 AM,06:01 PM,19,26,26,24,18,54,75,1.5,1015,27,10,74,12,Jamaica
2021-02-01,27,22,0.0,5.8,6,63,09:58 PM,09:39 AM,06:40 AM,06:02 PM,19,26,26,24,15,56,74,1.3,1014,27,10,86,10,Jamaica
2021-02-02,27,20,0.0,8.7,5,55,10:55 PM,10:19 AM,06:39 AM,06:02 PM,19,25,25,24,10,46,75,5.3,1013,27,10,268,7,Jamaica
2021-02-03,25,20,0.0,11.6,6,48,11:54 PM,11:00 AM,06:39 AM,06:03 PM,16,22,22,22,14,32,72,0.1,1015,25,10,72,9,Jamaica
2021-02-04,28,21,0.0,8.7,6,40,No moonrise,11:44 AM,06:39 AM,06:03 PM,19,26,26,24,13,53,76,1.4,1015,28,10,49,9,Jamaica
2021-02-05,28,22,0.0,5.8,6,33,12:53 AM,12:30 PM,06:38 AM,06:04 PM,20,27,27,24,19,50,78,1.5,1015,28,10,83,13,Jamaica
2021-02-06,28,23,0.0,10.2,6,25,01:55 AM,01:21 PM,06:38 AM,06:04 PM,21,27,27,25,25,33,77,0.6,1015,28,10,98,17,Jamaica
2021-02-07,27,22,0.0,11.6,6,18,02:57 AM,02:16 PM,06:38 AM,06:05 PM,19,26,26,25,21,33,71,0.4,1015,27,10,93,14,Jamaica
