date_time,Jamaica_maxtempC,Jamaica_mintempC,Jamaica_totalSnow_cm,Jamaica_sunHour,Jamaica_uvIndex,Jamaica_moon_illumination,Jamaica_moonrise,Jamaica_moonset,Jamaica_sunrise,Jamaica_sunset,Jamaica_DewPointC,Jamaica_FeelsLikeC,Jamaica_HeatIndexC,Jamaica_WindChillC,Jamaica_WindGustKmph,Jamaica_cloudcover,Jamaica_humidity,Jamaica_precipMM,Jamaica_pressure,Jamaica_tempC,Jamaica_visibility,Jamaica_winddirDegree,Jamaica_windspeedKmph,Jamaica_location
2020-01-01,29,23,0.0,7.2,6,37,11:21 AM,11:25 PM,06:38 AM,05:43 PM,21,28,28,26,10,45,75,6.3,1014,29,10,72,6,Jamaica
2020-01-02,28,23,0.0,7.2,6,44,11:55 AM,No moonset,06:39 AM,05:44 PM,21,27,27,25,14,33,78,4.0,1014,28,10,80,9,Jamaica
2020-01-03,30,22,0.0,7.2,6,51,12:30 PM,12:11 AM,06:39 AM,05:44 PM,22,29,29,26,15,26,77,0.5,1016,30,10,84,11,Jamaica
2020-01-04,30,23,0.0,8.7,6,59,01:05 PM,12:59 AM,06:39 AM,05:45 PM,21,28,28,26,10,20,73,0.2,1018,30,10,71,7,Jamaica
2020-01-05,30,24,0.0,8.7,7,66,01:43 PM,01:48 AM,06:40 AM,05:46 PM,19,28,28,27,6,4,64,0.0,1017,30,10,142,4,Jamaica
2020-01-06,27,23,0.0,5.7,6,73,02:23 PM,02:39 AM,06:40 AM,05:46 PM,20,27,27,25,6,37,74,1.9,1016,27,10,87,5,Jamaica
2020-01-07,29,23,0.0,7.2,6,80,03:08 PM,03:33 AM,06:40 AM,05:47 PM,21,28,28,26,6,48,76,0.7,1016,29,10,99,5,Jamaica
2020-01-08,30,23,0.0,8.7,7,88,03:58 PM,04:29 AM,06:40 AM,05:47 PM,21,28,28,26,10,8,72,0.1,1017,30,10,43,8,Jamaica
2020-01-09,29,19,0.0,8.7,6,95,04:53 PM,05:29 AM,06:41 AM,05:48 PM,21,27,27,25,16,42,75,0.6,1018,29,10,57,12,Jamaica
2020-01-10,29,22,0.0,5.7,6,100,05:53 PM,06:28 AM,06:41 AM,05:49 PM,20,27,27,25,23,52,73,0.6,1017,29,10,78,15,Jamaica
2020-01-11,27,22,0.0,7.2,6,100,06:55 PM,07:26 AM,06:41 AM,05:49 PM,18,26,26,24,32,62,71,1.2,1017,27,10,84,21,Jamaica
2020-01-12,29,22,0.0,5.7,6,83,07:59 PM,08:20 AM,06:41 AM,05:50 PM,19,27,27,25,22,49,71,1.0,1017,29,10,74,15,Jamaica
2020-01-13,28,22,0.0,5.7,6,76,09:01 PM,09:12 AM,06:41 AM,05:51 PM,19,26,26,24,21,43,72,0.7,1018,28,10,73,14,Jamaica
2020-01-14,27,22,0.0,5.7,5,69,10:02 PM,09:59 AM,06:41 AM,05:51 PM,18,26,26,24,18,60,73,1.0,1017,27,10,56,12,Jamaica
2020-01-15,27,21,0.0,4.2,5,61,11:00 PM,10:43 AM,06:41 AM,05:52 PM,19,26,26,24,16,72,73,1.6,1016,27,10,57,12,Jamaica
2020-01-16,27,22,0.0,7.2,6,54,11:58 PM,11:26 AM,06:41 AM,05:52 PM,19,26,26,24,13,27,75,0.6,1017,27,10,62,9,Jamaica
2020-01-17,27,19,0.0,8.7,6,47,No moonrise,12:07 PM,06:42 AM,05:53 PM,19,26,26,24,17,32,72,0.5,1017,27,10,54,12,Jamaica
2020-01-18,28,23,0.0,7.2,6,40,12:55 AM,12:50 PM,06:42 AM,05:54 PM,19,27,27,25,20,52,73,0.8,1017,28,10,59,15,Jamaica
2020-01-19,27,22,0.0,7.2,6,32,01:53 AM,01:35 PM,06:42 AM,05:54 PM,19,26,26,24,21,53,74,0.9,1015,27,10,78,14,Jamaica
2020-01-20,28,21,0.0,7.2,6,25,02:51 AM,02:22 PM,06:42 AM,05:55 PM,19,27,27,25,11,58,68,1.1,1015,28,10,61,7,Jamaica
2020-01-21,29,23,0.0,7.2,6,18,03:49 AM,03:13 PM,06:42 AM,05:55 PM,19,27,27,25,7,33,68,1.8,1014,29,10,107,5,Jamaica
2020-01-22,26,20,0.0,7.2,5,11,04:45 AM,04:05 PM,06:42 AM,05:56 PM,19,25,25,23,11,47,77,1.4,1013,26,10,236,7,Jamaica
2020-01-23,27,19,0.0,8.7,6,3,05:40 AM,05:00 PM,06:41 AM,05:57 PM,16,23,23,22,12,17,71,0.1,1013,27,10,226,8,Jamaica
2020-01-24,27,21,0.0,8.7,5,0,06:31 AM,05:54 PM,06:41 AM,05:57 PM,18,26,26,23,5,26,71,0.2,1014,27,10,79,4,Jamaica
2020-01-25,27,21,0.0,8.7,6,0,07:19 AM,06:47 PM,06:41 AM,05:58 PM,17,25,25,23,7,9,71,0.0,1015,27,10,214,5,Jamaica
2020-01-26,28,21,0.0,8.7,6,4,08:02 AM,07:40 PM,06:41 AM,05:58 PM,17,25,25,24,7,5,69,0.0,1015,28,10,106,5,Jamaica
2020-01-27,26,21,0.0,7.2,5,11,08:41 AM,08:29 PM,06:41 AM,05:59 PM,18,25,25,23,6,42,73,0.6,1015,26,10,102,5,Jamaica
2020-01-28,27,22,0.0,7.2,5,18,09:19 AM,09:18 PM,06:41 AM,05:59 PM,18,25,25,23,6,32,74,0.4,1014,27,10,132,5,Jamaica
2020-01-29,26,22,0.0,11.6,6,26,09:54 AM,10:05 PM,06:41 AM,06:00 PM,19,26,26,24,6,6,72,0.0,1014,26,10,136,4,Jamaica
2020-01-30,27,19,0.0,11.6,7,33,10:28 AM,10:52 PM,06:40 AM,06:01 PM,19,26,26,24,8,11,73,0.0,1015,27,10,89,6,Jamaica
2020-01-31,28,23,0.0,10.2,6,37,11:02 AM,11:40 PM,06:40 AM,06:01 PM,20,27,27,25,13,21,73,0.4,1016,28,10,78,10,Jamaica
2020-02-01,29,23,0.0,8.7,6,49,11:38 AM,No moonset,06:40 AM,06:02 PM,20,27,27,25,14,30,74,1.2,1016,29,10,81,10,Jamaica
2020-02-02,27,23,0.0,5.8,6,57,12:16 PM,12:28 AM,06:40 AM,06:02 PM,21,27,27,25,8,70,79,10.7,1016,27,9,49,5,Jamaica
2020-02-03,29,22,0.0,5.8,6,64,12:58 PM,01:20 AM,06:39 AM,06:03 PM,20,27,27,25,11,47,74,2.1,1017,29,9,51,8,Jamaica
2020-02-04,27,23,0.0,5.8,6,72,01:44 PM,02:14 AM,06:39 AM,06:03 PM,21,27,27,25,13,54,79,6.1,1017,27,10,69,9,Jamaica
2020-02-05,27,22,0.0,5.8,6,79,02:36 PM,03:11 AM,06:39 AM,06:04 PM,20,26,26,24,23,58,77,1.3,1016,27,10,94,16,Jamaica
2020-02-06,27,22,0.0,7.3,6,87,03:34 PM,04:09 AM,06:38 AM,06:04 PM,20,26,26,24,27,57,77,0.5,1014,27,10,106,18,Jamaica
2020-02-07,28,24,0.0,7.3,6,95,04:35 PM,05:08 AM,06:38 AM,06:05 PM,21,27,27,25,22,51,78,0.8,1015,28,10,108,16,Jamaica
2020-02-08,29,23,0.0,7.3,6,100,05:40 PM,06:05 AM,06:38 AM,06:05 PM,20,27,27,25,15,41,73,2.1,1017,29,10,73,10,Jamaica
2020-02-09,28,24,0.0,7.3,6,100,06:44 PM,06:59 AM,06:37 AM,06:06 PM,20,28,28,25,12,36,74,2.4,1017,28,10,74,9,Jamaica
2020-02-10,29,23,0.0,8.7,6,83,07:47 PM,07:50 AM,06:37 AM,06:06 PM,21,27,27,25,15,53,76,1.6,1017,29,10,77,11,Jamaica
2020-02-11,29,22,0.0,10.2,6,75,08:49 PM,08:36 AM,06:36 AM,06:06 PM,19,27,27,25,24,33,72,0.5,1016,29,10,85,16,Jamaica
2020-02-12,28,22,0.0,8.7,6,68,09:50 PM,09:21 AM,06:36 AM,06:07 PM,19,26,26,24,25,33,73,0.3,1016,28,10,87,17,Jamaica
2020-02-13,28,21,0.0,8.7,6,60,10:49 PM,10:05 AM,06:35 AM,06:07 PM,19,26,26,24,28,38,72,0.4,1016,28,10,86,18,Jamaica
2020-02-14,27,23,0.0,5.9,6,53,11:48 PM,10:48 AM,06:35 AM,06:08 PM,19,26,26,24,20,50,72,0.9,1017,27,10,83,13,Jamaica
2020-02-15,28,21,0.0,8.7,6,45,No moonrise,11:34 AM,06:34 AM,06:08 PM,19,26,26,24,10,40,70,1.0,1016,28,10,57,7,Jamaica
2020-02-16,28,23,0.0,8.7,6,38,12:46 AM,12:20 PM,06:34 AM,06:09 PM,20,27,27,25,9,27,75,1.9,1015,28,10,74,8,Jamaica
2020-02-17,29,23,0.0,8.7,6,30,01:44 AM,01:10 PM,06:33 AM,06:09 PM,20,27,27,25,12,28,74,0.4,1014,29,10,65,9,Jamaica
2020-02-18,28,24,0.0,7.3,6,22,02:41 AM,02:01 PM,06:33 AM,06:09 PM,20,27,27,25,18,46,75,1.4,1015,28,10,78,13,Jamaica
2020-02-19,29,24,0.0,8.7,6,15,03:36 AM,02:54 PM,06:32 AM,06:10 PM,21,28,28,25,17,32,76,1.4,1016,29,10,87,12,Jamaica
2020-02-20,28,23,0.0,7.3,6,7,04:27 AM,03:48 PM,06:32 AM,06:10 PM,21,27,27,25,13,54,78,3.6,1015,28,10,81,9,Jamaica
2020-02-21,27,23,0.0,8.7,6,0,05:15 AM,04:41 PM,06:31 AM,06:10 PM,20,27,27,25,9,44,75,2.4,1015,27,10,95,6,Jamaica
2020-02-22,29,20,0.0,8.8,6,0,05:59 AM,05:34 PM,06:30 AM,06:11 PM,20,26,26,24,5,45,73,1.2,1015,29,10,269,4,Jamaica
2020-02-23,26,22,0.0,7.3,5,0,06:40 AM,06:23 PM,06:30 AM,06:11 PM,20,26,26,24,10,54,80,5.9,1015,26,10,36,7,Jamaica
2020-02-24,27,23,0.0,5.9,6,0,07:18 AM,07:13 PM,06:29 AM,06:11 PM,21,26,26,24,10,71,81,10.2,1014,27,8,62,7,Jamaica
2020-02-25,27,22,0.0,5.9,6,8,07:53 AM,08:00 PM,06:29 AM,06:12 PM,21,26,26,24,16,57,81,11.0,1014,27,9,88,10,Jamaica
2020-02-26,28,23,0.0,7.3,6,15,08:27 AM,08:47 PM,06:28 AM,06:12 PM,21,27,27,25,16,68,79,5.2,1015,28,10,104,12,Jamaica
2020-02-27,27,23,0.0,8.8,6,23,09:02 AM,09:35 PM,06:27 AM,06:12 PM,21,27,27,25,9,68,79,11.5,1016,27,9,85,6,Jamaica
2020-02-28,29,23,0.0,10.2,6,30,09:37 AM,10:22 PM,06:27 AM,06:13 PM,21,28,28,25,6,57,77,19.9,1016,29,8,99,4,Jamaica
2020-02-29,28,23,0.0,7.4,6,38,10:13 AM,11:12 PM,06:26 AM,06:13 PM,21,28,28,25,7,48,78,4.7,1018,28,10,67,5,Jamaica
2020-03-01,28,22,0.0,10.2,5,44,10:52 AM,No moonset,06:25 AM,06:13 PM,19,26,26,24,14,30,75,0.2,1018,28,10,37,11,Jamaica
2020-03-02,28,23,0.0,5.9,6,51,11:36 AM,12:04 AM,06:25 AM,06:14 PM,20,27,27,25,11,80,78,4.7,1016,28,10,54,9,Jamaica
2020-03-03,27,23,0.0,8.8,6,58,12:23 PM,12:58 AM,06:24 AM,06:14 PM,20,27,27,25,13,44,78,2.9,1015,27,10,74,9,Jamaica
2020-03-04,28,22,0.0,8.8,6,65,01:17 PM,01:54 AM,06:23 AM,06:14 PM,20,27,27,25,19,35,74,0.3,1016,28,10,83,12,Jamaica
2020-03-05,27,22,0.0,7.4,6,73,02:15 PM,02:51 AM,06:22 AM,06:15 PM,20,26,26,24,20,38,76,1.9,1016,27,10,90,13,Jamaica
2020-03-06,29,21,0.0,8.8,6,80,03:17 PM,03:48 AM,06:22 AM,06:15 PM,21,27,27,25,12,33,77,3.5,1017,29,10,87,9,Jamaica
2020-03-07,28,23,0.0,8.8,6,87,04:21 PM,04:43 AM,06:21 AM,06:15 PM,20,27,27,26,6,35,72,0.6,1015,28,10,148,4,Jamaica
2020-03-08,25,20,0.0,7.4,5,95,05:26 PM,05:35 AM,06:20 AM,06:15 PM,19,25,25,23,21,65,75,2.0,1017,25,9,40,15,Jamaica
2020-03-09,25,19,0.0,6.0,5,100,06:29 PM,06:23 AM,06:19 AM,06:16 PM,18,25,25,23,19,80,74,1.8,1019,25,9,41,14,Jamaica
2020-03-10,29,23,0.0,7.4,6,100,07:32 PM,07:10 AM,06:19 AM,06:16 PM,20,27,27,25,10,58,74,2.9,1018,29,10,37,7,Jamaica
2020-03-11,26,22,0.0,8.8,5,84,08:33 PM,07:56 AM,06:18 AM,06:16 PM,19,26,26,24,9,54,76,7.6,1015,26,9,69,7,Jamaica
2020-03-12,27,21,0.0,10.2,5,76,09:35 PM,08:41 AM,06:17 AM,06:16 PM,19,26,26,24,8,63,74,6.6,1013,27,10,94,5,Jamaica
2020-03-13,30,22,0.0,11.6,6,69,10:36 PM,09:27 AM,06:16 AM,06:17 PM,21,28,28,26,7,19,72,0.9,1015,30,10,76,6,Jamaica
2020-03-14,29,24,0.0,10.2,6,62,11:37 PM,10:15 AM,06:15 AM,06:17 PM,21,28,28,26,7,27,74,1.1,1017,29,10,54,6,Jamaica
2020-03-15,30,23,0.0,8.8,6,55,No moonrise,11:05 AM,06:15 AM,06:17 PM,20,28,28,26,10,41,71,0.7,1017,30,10,48,8,Jamaica
2020-03-16,29,23,0.0,8.8,6,47,12:36 AM,11:57 AM,06:14 AM,06:17 PM,19,27,27,25,10,52,70,1.1,1017,29,10,47,8,Jamaica
2020-03-17,29,21,0.0,11.6,6,40,01:33 AM,12:50 PM,06:13 AM,06:17 PM,20,27,27,25,10,34,73,0.7,1017,29,10,49,9,Jamaica
2020-03-18,29,19,0.0,11.6,6,33,02:25 AM,01:45 PM,06:12 AM,06:18 PM,19,27,27,25,12,12,70,0.1,1017,29,10,47,9,Jamaica
2020-03-19,30,24,0.0,7.4,6,25,03:14 AM,02:37 PM,06:12 AM,06:18 PM,20,28,28,26,10,62,73,0.7,1018,30,10,58,9,Jamaica
2020-03-20,28,23,0.0,6.0,6,18,03:59 AM,03:30 PM,06:11 AM,06:18 PM,21,27,27,25,12,58,77,1.9,1019,28,9,64,10,Jamaica
2020-03-21,27,23,0.0,7.4,6,11,04:40 AM,04:20 PM,06:10 AM,06:18 PM,20,27,27,25,10,52,77,1.9,1018,27,10,62,8,Jamaica
2020-03-22,27,22,0.0,6.1,5,4,05:18 AM,05:09 PM,06:09 AM,06:19 PM,20,26,26,24,11,51,77,8.3,1017,27,10,67,8,Jamaica
2020-03-23,28,23,0.0,10.2,6,0,05:54 AM,05:57 PM,06:08 AM,06:19 PM,20,27,27,25,12,37,75,2.6,1018,28,10,78,9,Jamaica
2020-03-24,28,23,0.0,8.8,6,0,06:28 AM,06:44 PM,06:08 AM,06:19 PM,19,27,27,25,10,25,72,0.9,1017,28,10,81,7,Jamaica
2020-03-25,29,24,0.0,8.8,6,3,07:02 AM,07:31 PM,06:07 AM,06:19 PM,21,28,28,26,10,35,75,0.6,1015,29,10,94,8,Jamaica
2020-03-26,29,23,0.0,8.8,6,11,07:37 AM,08:19 PM,06:06 AM,06:19 PM,20,28,28,26,7,24,70,0.2,1014,29,10,80,6,Jamaica
2020-03-27,30,23,0.0,11.6,7,18,08:13 AM,09:08 PM,06:05 AM,06:20 PM,19,28,28,26,8,2,66,0.0,1013,30,10,91,6,Jamaica
2020-03-28,30,24,0.0,8.8,6,25,08:51 AM,09:59 PM,06:04 AM,06:20 PM,20,28,28,26,11,35,71,0.8,1014,30,10,64,9,Jamaica
2020-03-29,29,23,0.0,11.6,6,32,09:33 AM,10:51 PM,06:04 AM,06:20 PM,19,27,27,25,19,37,70,0.3,1016,29,10,79,14,Jamaica
2020-03-30,28,23,0.0,7.5,6,40,10:17 AM,11:46 PM,06:03 AM,06:20 PM,20,27,27,25,16,38,76,6.6,1015,28,10,87,11,Jamaica
2020-03-31,28,23,0.0,7.5,6,44,11:08 AM,No moonset,06:02 AM,06:20 PM,20,27,27,25,10,55,74,1.5,1013,28,10,100,7,Jamaica
2020-04-01,30,24,0.0,8.9,6,56,12:02 PM,12:41 AM,06:01 AM,06:21 PM,20,28,28,26,6,45,72,2.1,1012,30,10,100,5,Jamaica
2020-04-02,29,24,0.0,11.8,6,64,01:01 PM,01:36 AM,06:00 AM,06:21 PM,20,28,28,26,5,41,71,1.1,1013,29,10,163,4,Jamaica
2020-04-03,28,23,0.0,11.8,6,71,02:02 PM,02:30 AM,06:00 AM,06:21 PM,20,27,27,25,5,47,75,1.2,1013,28,10,103,4,Jamaica
2020-04-04,28,23,0.0,11.9,6,79,03:04 PM,03:22 AM,05:59 AM,06:21 PM,20,27,27,25,8,41,75,3.2,1012,28,10,86,6,Jamaica
2020-04-05,29,23,0.0,10.5,6,87,04:07 PM,04:10 AM,05:58 AM,06:21 PM,21,28,28,26,10,58,76,1.0,1013,29,10,84,8,Jamaica
2020-04-06,31,24,0.0,12.7,7,94,05:10 PM,04:57 AM,05:57 AM,06:22 PM,22,30,30,27,9,10,75,0.0,1015,31,10,93,7,Jamaica
2020-04-07,32,24,0.0,12.7,7,100,06:12 PM,05:43 AM,05:57 AM,06:22 PM,20,29,29,27,9,5,68,0.0,1015,32,10,64,7,Jamaica
2020-04-08,31,25,0.0,12.7,7,100,07:15 PM,06:28 AM,05:56 AM,06:22 PM,21,31,31,28,7,6,68,0.0,1014,31,10,87,6,Jamaica
2020-04-09,31,25,0.0,12.7,7,83,08:18 PM,07:15 AM,05:55 AM,06:22 PM,21,30,30,28,7,7,68,0.0,1013,31,10,109,6,Jamaica
2020-04-10,31,25,0.0,12.7,6,76,09:21 PM,08:03 AM,05:54 AM,06:23 PM,22,31,31,28,7,24,73,0.2,1013,31,10,96,6,Jamaica
2020-04-11,31,25,0.0,11.9,6,68,10:23 PM,08:54 AM,05:54 AM,06:23 PM,23,31,31,28,11,32,75,0.6,1014,31,10,88,9,Jamaica
2020-04-12,32,24,0.0,11.9,6,61,11:24 PM,09:48 AM,05:53 AM,06:23 PM,22,30,30,27,17,32,72,1.2,1016,32,10,88,12,Jamaica
2020-04-13,30,24,0.0,10.6,6,53,No moonrise,10:42 AM,05:52 AM,06:23 PM,22,30,30,27,17,45,75,3.5,1017,30,10,98,12,Jamaica
2020-04-14,29,24,0.0,10.6,6,46,12:19 AM,11:38 AM,05:51 AM,06:24 PM,22,28,28,26,14,40,77,4.1,1016,29,10,93,10,Jamaica
2020-04-15,30,25,0.0,10.6,6,38,01:11 AM,12:32 PM,05:51 AM,06:24 PM,21,29,29,27,13,40,74,5.3,1015,30,10,99,9,Jamaica
2020-04-16,30,25,0.0,10.6,6,30,01:58 AM,01:26 PM,05:50 AM,06:24 PM,22,30,30,27,9,37,74,1.4,1016,30,10,90,7,Jamaica
2020-04-17,30,25,0.0,11.9,6,23,02:40 AM,02:16 PM,05:49 AM,06:24 PM,22,30,30,27,12,34,74,8.1,1016,30,9,86,8,Jamaica
