date_time,Egypt_maxtempC,Egypt_mintempC,Egypt_totalSnow_cm,Egypt_sunHour,Egypt_uvIndex,Egypt_moon_illumination,Egypt_moonrise,Egypt_moonset,Egypt_sunrise,Egypt_sunset,Egypt_DewPointC,Egypt_FeelsLikeC,Egypt_HeatIndexC,Egypt_WindChillC,Egypt_WindGustKmph,Egypt_cloudcover,Egypt_humidity,Egypt_precipMM,Egypt_pressure,Egypt_tempC,Egypt_visibility,Egypt_winddirDegree,Egypt_windspeedKmph,Egypt_location
2021-01-05,25,15,0.0,8.7,6,50,11:33 PM,11:19 AM,06:52 AM,05:09 PM,10,19,19,19,20,16,61,0.0,1017,25,10,42,13,Egypt
2021-01-06,25,16,0.0,8.7,6,42,No moonrise,11:52 AM,06:52 AM,05:10 PM,9,20,20,20,21,9,53,0.0,1019,25,10,66,14,Egypt
2021-01-07,26,17,0.0,8.7,6,35,12:35 AM,12:27 PM,06:52 AM,05:11 PM,7,21,21,21,22,3,43,0.0,1019,26,10,48,14,Egypt
2021-01-08,25,17,0.0,8.7,6,28,01:41 AM,01:05 PM,06:52 AM,05:12 PM,8,20,20,20,19,3,47,0.0,1017,25,10,32,13,Egypt
2021-01-09,25,15,0.0,8.7,6,20,02:47 AM,01:47 PM,06:52 AM,05:13 PM,8,19,20,19,19,1,51,0.0,1018,25,10,142,13,Egypt
2021-01-10,24,15,0.0,8.7,5,13,03:56 AM,02:34 PM,06:52 AM,05:13 PM,8,18,19,18,24,2,55,0.0,1020,24,10,23,16,Egypt
2021-01-11,25,16,0.0,8.7,6,6,05:04 AM,03:28 PM,06:52 AM,05:14 PM,8,19,20,19,31,2,49,0.0,1021,25,10,50,20,Egypt
2021-01-12,26,16,0.0,7.1,5,0,06:08 AM,04:28 PM,06:52 AM,05:15 PM,4,22,22,21,19,44,32,0.0,1019,26,10,172,12,Egypt
2021-01-13,25,16,0.0,5.6,5,0,07:07 AM,05:32 PM,06:52 AM,05:16 PM,5,20,20,20,41,57,39,0.0,1013,25,10,228,28,Egypt
2021-01-14,18,13,0.0,8.7,5,1,07:59 AM,06:35 PM,06:52 AM,05:17 PM,5,15,15,15,32,21,50,0.0,1014,18,10,268,22,Egypt
2021-01-15,19,13,0.0,8.7,5,8,08:42 AM,07:38 PM,06:52 AM,05:18 PM,5,15,16,15,20,10,52,0.0,1016,19,10,249,14,Egypt
2021-01-16,19,12,0.0,8.7,5,16,09:21 AM,08:37 PM,06:51 AM,05:19 PM,3,15,15,15,25,9,44,0.0,1015,19,10,227,18,Egypt
2021-01-17,18,11,0.0,8.7,4,23,09:54 AM,09:35 PM,06:51 AM,05:19 PM,3,13,15,13,34,23,46,0.0,1015,18,10,241,23,Egypt
2021-01-18,17,11,0.0,8.7,4,30,10:24 AM,10:29 PM,06:51 AM,05:20 PM,2,13,14,13,26,18,49,0.3,1020,17,10,253,18,Egypt
2021-01-19,18,10,0.0,8.7,3,38,10:53 AM,11:23 PM,06:51 AM,05:21 PM,3,12,13,12,35,23,49,0.0,1020,18,10,250,24,Egypt
2021-01-20,16,10,0.0,7.1,3,45,11:22 AM,No moonset,06:51 AM,05:22 PM,4,11,12,11,28,46,57,0.3,1025,16,10,314,20,Egypt
2021-01-21,18,11,0.0,8.7,4,52,11:51 AM,12:15 AM,06:50 AM,05:23 PM,3,13,14,13,19,0,51,0.0,1029,18,10,187,14,Egypt
2021-01-22,18,10,0.0,8.7,3,59,12:22 PM,01:09 AM,06:50 AM,05:24 PM,4,12,13,12,30,17,55,0.0,1025,18,10,39,21,Egypt
2021-01-23,22,11,0.0,8.7,5,67,12:57 PM,02:03 AM,06:50 AM,05:25 PM,5,15,17,15,17,2,53,0.0,1020,22,10,99,13,Egypt
2021-01-24,21,13,0.0,8.7,5,74,01:36 PM,02:59 AM,06:49 AM,05:25 PM,5,16,17,16,16,0,51,0.0,1020,21,10,261,12,Egypt
2021-01-25,23,13,0.0,8.7,5,81,02:21 PM,03:56 AM,06:49 AM,05:26 PM,7,17,18,17,12,2,55,0.0,1021,23,10,107,9,Egypt
2021-01-26,21,13,0.0,7.1,4,88,03:12 PM,04:52 AM,06:48 AM,05:27 PM,3,16,17,16,19,36,43,0.0,1019,21,10,46,13,Egypt
2021-01-27,23,13,0.0,7.2,4,96,04:08 PM,05:46 AM,06:48 AM,05:28 PM,0,17,18,17,23,40,36,0.0,1013,23,10,240,16,Egypt
2021-01-28,17,11,0.0,8.7,3,100,05:09 PM,06:37 AM,06:47 AM,05:29 PM,2,14,14,14,18,17,47,0.0,1018,17,10,285,13,Egypt
2021-01-29,16,12,0.0,5.6,3,90,06:13 PM,07:24 AM,06:47 AM,05:30 PM,2,12,13,12,29,53,48,0.0,1019,16,10,277,21,Egypt
2021-01-30,19,9,0.0,8.7,5,82,07:18 PM,08:06 AM,06:46 AM,05:31 PM,0,13,14,13,33,8,41,0.0,1020,19,10,210,22,Egypt
2021-01-31,24,12,0.0,8.7,5,79,08:22 PM,08:44 AM,06:46 AM,05:32 PM,1,17,18,17,28,2,33,0.0,1017,24,10,196,17,Egypt
2021-02-01,29,18,0.0,8.7,6,63,09:26 PM,09:20 AM,06:45 AM,05:32 PM,4,23,23,23,10,0,33,0.0,1016,29,10,89,6,Egypt
2021-02-02,26,18,0.0,7.2,5,55,10:29 PM,09:54 AM,06:45 AM,05:33 PM,1,21,21,21,6,18,28,0.0,1013,26,10,199,4,Egypt
2021-02-03,25,17,0.0,8.7,6,48,11:34 PM,10:28 AM,06:44 AM,05:34 PM,-1,21,21,21,29,4,25,0.0,1011,25,10,175,19,Egypt
2021-02-04,22,12,0.0,8.7,5,40,No moonrise,11:05 AM,06:43 AM,05:35 PM,8,16,18,16,29,13,59,0.1,1012,22,10,184,19,Egypt
2021-02-05,23,14,0.0,8.7,5,33,12:39 AM,11:45 AM,06:43 AM,05:36 PM,10,17,18,17,34,30,64,0.3,1018,23,10,332,25,Egypt
2021-02-06,24,14,0.0,8.7,5,25,01:46 AM,12:29 PM,06:42 AM,05:37 PM,11,18,18,18,13,21,68,0.0,1021,24,10,306,9,Egypt
2021-02-07,24,14,0.0,8.7,5,18,02:52 AM,01:20 PM,06:41 AM,05:38 PM,10,19,19,19,13,5,62,0.0,1021,24,10,71,10,Egypt
