date_time,Somalia_maxtempC,Somalia_mintempC,Somalia_totalSnow_cm,Somalia_sunHour,Somalia_uvIndex,Somalia_moon_illumination,Somalia_moonrise,Somalia_moonset,Somalia_sunrise,Somalia_sunset,Somalia_DewPointC,Somalia_FeelsLikeC,Somalia_HeatIndexC,Somalia_WindChillC,Somalia_WindGustKmph,Somalia_cloudcover,Somalia_humidity,Somalia_precipMM,Somalia_pressure,Somalia_tempC,Somalia_visibility,Somalia_winddirDegree,Somalia_windspeedKmph,Somalia_location
2020-09-30,27,25,0.0,11.6,7,93,05:06 PM,04:41 AM,05:46 AM,05:51 PM,22,29,29,26,30,23,79,0.0,1010,27,10,188,23,Somalia
2020-10-01,28,25,0.0,10.2,6,97,05:46 PM,05:24 AM,05:46 AM,05:51 PM,23,29,29,26,26,38,81,0.4,1010,28,10,203,19,Somalia
2020-10-02,27,25,0.0,6.0,6,100,06:25 PM,06:05 AM,05:45 AM,05:51 PM,23,29,29,26,30,60,83,1.1,1010,27,10,192,22,Somalia
2020-10-03,28,25,0.0,10.2,6,89,07:06 PM,06:46 AM,05:45 AM,05:50 PM,23,29,29,26,29,62,81,0.5,1011,28,10,193,22,Somalia
2020-10-04,28,26,0.0,7.4,6,82,07:47 PM,07:28 AM,05:45 AM,05:50 PM,24,30,30,27,27,59,83,0.9,1011,28,10,202,21,Somalia
2020-10-05,28,26,0.0,11.6,7,74,08:29 PM,08:11 AM,05:45 AM,05:50 PM,24,30,30,27,28,41,83,0.2,1011,28,10,201,21,Somalia
2020-10-06,28,26,0.0,8.8,6,67,09:15 PM,08:56 AM,05:44 AM,05:49 PM,24,30,30,27,29,50,82,0.3,1011,28,10,195,22,Somalia
2020-10-07,28,26,0.0,10.2,6,60,10:02 PM,09:44 AM,05:44 AM,05:49 PM,24,31,31,27,26,51,83,0.2,1011,28,10,187,20,Somalia
2020-10-08,28,26,0.0,8.8,6,53,10:53 PM,10:33 AM,05:44 AM,05:49 PM,24,31,31,27,25,48,82,0.7,1011,28,10,184,19,Somalia
2020-10-09,28,26,0.0,8.8,6,45,11:46 PM,11:26 AM,05:44 AM,05:48 PM,24,30,30,27,28,60,83,0.4,1010,28,10,182,21,Somalia
2020-10-10,28,26,0.0,10.2,6,38,No moonrise,12:20 PM,05:43 AM,05:48 PM,23,30,30,27,26,57,81,0.2,1010,28,10,179,20,Somalia
2020-10-11,27,21,0.0,10.2,6,31,12:41 AM,01:14 PM,05:43 AM,05:48 PM,23,29,29,26,22,50,81,0.2,1010,27,10,166,17,Somalia
2020-10-12,28,26,0.0,10.2,7,23,01:36 AM,02:08 PM,05:43 AM,05:47 PM,23,29,29,27,22,43,78,0.0,1010,28,10,159,17,Somalia
2020-10-13,28,26,0.0,10.2,6,16,02:31 AM,03:02 PM,05:43 AM,05:47 PM,23,30,30,27,23,51,80,0.0,1010,28,10,159,18,Somalia
2020-10-14,28,26,0.0,10.2,6,9,03:26 AM,03:54 PM,05:43 AM,05:47 PM,23,30,30,27,25,57,81,0.4,1011,28,10,177,19,Somalia
2020-10-15,28,26,0.0,10.2,6,2,04:19 AM,04:46 PM,05:42 AM,05:47 PM,23,30,30,27,26,55,79,3.5,1011,28,10,201,20,Somalia
2020-10-16,28,26,0.0,11.6,7,0,05:14 AM,05:39 PM,05:42 AM,05:46 PM,23,30,30,27,27,32,79,0.1,1010,28,10,196,21,Somalia
2020-10-17,28,26,0.0,11.6,6,0,06:08 AM,06:32 PM,05:42 AM,05:46 PM,23,30,30,27,31,49,79,2.2,1010,28,10,193,24,Somalia
2020-10-18,28,22,0.0,8.8,6,5,07:05 AM,07:28 PM,05:42 AM,05:46 PM,23,29,29,26,29,58,81,1.2,1010,28,10,198,22,Somalia
2020-10-19,28,26,0.0,11.6,7,13,08:03 AM,08:25 PM,05:42 AM,05:46 PM,23,29,29,26,27,24,80,0.0,1010,28,10,200,20,Somalia
2020-10-20,27,26,0.0,6.0,6,20,09:03 AM,09:24 PM,05:42 AM,05:45 PM,23,29,29,26,30,67,82,0.3,1010,27,10,191,22,Somalia
2020-10-21,28,26,0.0,10.2,6,27,10:03 AM,10:23 PM,05:42 AM,05:45 PM,23,30,30,27,29,58,81,0.4,1010,28,10,194,22,Somalia
2020-10-22,29,26,0.0,10.2,6,35,11:02 AM,11:21 PM,05:41 AM,05:45 PM,24,31,31,27,31,52,81,0.3,1010,29,10,207,24,Somalia
2020-10-23,29,27,0.0,8.8,6,42,11:58 AM,No moonset,05:41 AM,05:45 PM,24,31,31,27,36,54,82,0.1,1010,29,10,212,27,Somalia
2020-10-24,28,27,0.0,7.4,6,49,12:50 PM,12:16 AM,05:41 AM,05:45 PM,24,31,31,27,33,67,82,0.9,1009,28,10,199,25,Somalia
2020-10-25,29,27,0.0,7.4,6,56,01:38 PM,01:07 AM,05:41 AM,05:44 PM,24,31,31,28,27,75,81,23.6,1010,29,9,185,18,Somalia
2020-10-26,28,26,0.0,6.0,6,64,02:23 PM,01:55 AM,05:41 AM,05:44 PM,23,30,30,27,21,68,81,6.6,1010,28,9,173,15,Somalia
2020-10-27,28,26,0.0,8.8,6,71,03:05 PM,02:40 AM,05:41 AM,05:44 PM,23,31,31,27,20,37,80,0.5,1010,28,10,142,15,Somalia
2020-10-28,28,26,0.0,10.2,6,78,03:46 PM,03:23 AM,05:41 AM,05:44 PM,23,30,30,27,21,60,79,0.7,1010,28,10,136,15,Somalia
2020-10-29,28,26,0.0,8.8,6,85,04:25 PM,04:04 AM,05:41 AM,05:44 PM,23,30,30,27,19,51,78,1.4,1011,28,10,169,14,Somalia
2020-10-30,28,26,0.0,11.6,7,93,05:05 PM,04:45 AM,05:41 AM,05:44 PM,23,30,30,27,18,25,77,0.0,1011,28,10,172,14,Somalia
2020-10-31,28,26,0.0,11.6,7,97,05:46 PM,05:27 AM,05:41 AM,05:44 PM,23,30,30,27,25,54,78,4.4,1011,28,10,176,18,Somalia
2020-11-01,28,27,0.0,6.0,6,89,06:27 PM,06:09 AM,05:41 AM,05:44 PM,23,30,30,27,24,76,78,12.2,1012,28,9,165,16,Somalia
2020-11-02,28,26,0.0,8.8,6,81,07:12 PM,06:54 AM,05:41 AM,05:44 PM,22,30,30,27,18,55,75,11.0,1012,28,9,152,12,Somalia
2020-11-03,28,26,0.0,6.0,6,74,07:59 PM,07:41 AM,05:41 AM,05:44 PM,23,30,30,27,16,79,79,1.6,1013,28,10,151,12,Somalia
2020-11-04,28,26,0.0,8.8,6,66,08:49 PM,08:30 AM,05:41 AM,05:44 PM,23,30,30,27,20,54,79,2.2,1012,28,10,170,15,Somalia
2020-11-05,28,26,0.0,8.8,6,58,09:41 PM,09:21 AM,05:41 AM,05:44 PM,23,30,30,27,19,68,80,4.4,1011,28,10,185,15,Somalia
2020-11-06,28,26,0.0,7.4,6,51,10:34 PM,10:14 AM,05:41 AM,05:44 PM,23,30,30,27,20,69,80,4.0,1011,28,10,156,15,Somalia
2020-11-07,28,26,0.0,8.8,6,43,11:28 PM,11:07 AM,05:41 AM,05:44 PM,23,30,30,27,15,53,80,3.9,1012,28,9,144,11,Somalia
2020-11-08,28,27,0.0,6.0,6,36,No moonrise,12:00 PM,05:42 AM,05:44 PM,23,30,30,27,21,78,77,13.1,1012,28,9,106,15,Somalia
2020-11-09,29,26,0.0,10.2,6,28,12:21 AM,12:51 PM,05:42 AM,05:44 PM,23,31,31,27,26,65,78,5.6,1012,29,10,74,19,Somalia
2020-11-10,28,27,0.0,7.4,6,21,01:14 AM,01:43 PM,05:42 AM,05:44 PM,23,31,31,27,27,79,79,12.4,1011,28,9,101,18,Somalia
2020-11-11,28,27,0.0,7.4,6,13,02:06 AM,02:32 PM,05:42 AM,05:44 PM,23,30,30,27,21,78,76,26.0,1010,28,8,110,13,Somalia
2020-11-12,28,26,0.0,7.4,6,6,02:58 AM,03:23 PM,05:42 AM,05:44 PM,23,30,30,27,20,42,78,0.2,1011,28,10,105,14,Somalia
2020-11-13,28,26,0.0,8.8,6,0,03:51 AM,04:14 PM,05:42 AM,05:44 PM,23,30,30,27,24,32,77,0.2,1011,28,10,97,17,Somalia
2020-11-14,28,26,0.0,10.2,6,0,04:45 AM,05:09 PM,05:42 AM,05:44 PM,23,30,30,27,26,60,76,0.3,1010,28,10,87,19,Somalia
2020-11-15,28,26,0.0,7.4,6,0,05:43 AM,06:05 PM,05:43 AM,05:44 PM,23,30,30,27,28,71,77,1.4,1010,28,10,87,20,Somalia
2020-11-16,29,26,0.0,8.8,6,2,06:42 AM,07:05 PM,05:43 AM,05:44 PM,22,30,30,27,28,43,73,0.5,1010,29,10,87,21,Somalia
2020-11-17,28,26,0.0,6.0,6,9,07:45 AM,08:06 PM,05:43 AM,05:45 PM,23,30,30,27,28,65,77,1.9,1010,28,10,86,20,Somalia
2020-11-18,29,26,0.0,8.8,6,17,08:46 AM,09:08 PM,05:43 AM,05:45 PM,23,30,30,27,29,58,77,1.7,1010,29,10,86,21,Somalia
2020-11-19,29,26,0.0,10.2,6,24,09:46 AM,10:06 PM,05:44 AM,05:45 PM,23,30,30,27,27,36,77,0.1,1010,29,10,88,20,Somalia
2020-11-20,29,26,0.0,7.4,6,32,10:42 AM,11:00 PM,05:44 AM,05:45 PM,23,30,30,27,29,42,77,0.3,1010,29,10,84,21,Somalia
2020-11-21,28,26,0.0,10.2,6,39,11:34 AM,11:51 PM,05:44 AM,05:45 PM,22,30,30,27,29,27,76,0.2,1010,28,10,91,22,Somalia
2020-11-22,28,26,0.0,6.0,6,47,12:20 PM,No moonset,05:44 AM,05:46 PM,22,30,30,27,21,48,78,0.4,1011,28,10,117,15,Somalia
2020-11-23,28,26,0.0,11.6,7,54,01:04 PM,12:37 AM,05:45 AM,05:46 PM,22,29,29,27,24,4,76,0.0,1011,28,10,169,18,Somalia
2020-11-24,28,26,0.0,11.6,7,62,01:45 PM,01:21 AM,05:45 AM,05:46 PM,23,30,30,27,22,19,78,0.0,1010,28,10,160,16,Somalia
2020-11-25,29,26,0.0,11.6,7,70,02:24 PM,02:03 AM,05:45 AM,05:46 PM,23,30,30,27,22,30,76,0.0,1010,29,10,120,16,Somalia
2020-11-26,29,27,0.0,8.8,6,77,03:04 PM,02:44 AM,05:46 AM,05:47 PM,24,31,31,28,27,52,78,0.5,1010,29,10,90,20,Somalia
2020-11-27,29,27,0.0,6.0,6,85,03:44 PM,03:25 AM,05:46 AM,05:47 PM,23,31,31,28,36,68,78,11.9,1010,29,9,83,25,Somalia
2020-11-28,29,26,0.0,10.2,6,92,04:25 PM,04:07 AM,05:46 AM,05:47 PM,23,31,31,28,37,39,75,1.3,1010,29,10,67,28,Somalia
2020-11-29,29,26,0.0,11.6,7,100,05:09 PM,04:51 AM,05:47 AM,05:48 PM,23,31,31,27,32,11,75,0.0,1010,29,10,79,24,Somalia
2020-11-30,29,26,0.0,10.2,6,100,05:56 PM,05:37 AM,05:47 AM,05:48 PM,23,31,31,27,30,35,79,0.0,1010,29,10,83,23,Somalia
2020-12-01,29,26,0.0,11.6,7,89,06:45 PM,06:26 AM,05:48 AM,05:48 PM,23,30,30,27,35,16,77,0.0,1010,29,10,78,27,Somalia
2020-12-02,28,26,0.0,11.6,7,82,07:37 PM,07:18 AM,05:48 AM,05:49 PM,23,30,30,27,39,12,76,0.0,1011,28,10,76,30,Somalia
2020-12-03,28,26,0.0,11.6,7,75,08:30 PM,08:10 AM,05:48 AM,05:49 PM,22,29,29,27,36,13,75,0.0,1012,28,10,79,27,Somalia
2020-12-04,29,26,0.0,11.6,7,67,09:24 PM,09:04 AM,05:49 AM,05:49 PM,23,30,30,27,28,9,79,0.0,1012,29,10,91,21,Somalia
2020-12-05,28,26,0.0,11.6,7,60,10:17 PM,09:56 AM,05:49 AM,05:50 PM,23,29,29,27,24,16,80,0.0,1011,28,10,110,18,Somalia
2020-12-06,28,26,0.0,11.6,7,53,11:09 PM,10:47 AM,05:50 AM,05:50 PM,22,29,29,27,21,11,73,0.0,1011,28,10,130,16,Somalia
2020-12-07,28,26,0.0,11.6,7,46,11:59 PM,11:38 AM,05:50 AM,05:51 PM,22,30,30,27,24,18,75,0.0,1012,28,10,118,18,Somalia
2020-12-08,28,26,0.0,7.4,6,38,No moonrise,12:26 PM,05:51 AM,05:51 PM,23,30,30,27,26,71,77,2.9,1013,28,10,94,20,Somalia
2020-12-09,29,26,0.0,11.6,7,31,12:49 AM,01:14 PM,05:51 AM,05:51 PM,22,30,30,27,37,26,74,0.0,1012,29,10,72,29,Somalia
2020-12-10,29,25,0.0,11.6,7,24,01:40 AM,02:03 PM,05:51 AM,05:52 PM,21,29,29,27,44,1,70,0.0,1012,29,10,64,33,Somalia
2020-12-11,29,26,0.0,11.6,7,17,02:31 AM,02:54 PM,05:52 AM,05:52 PM,22,29,29,27,43,9,74,0.0,1012,29,10,71,32,Somalia
2020-12-12,29,25,0.0,11.6,7,9,03:26 AM,03:48 PM,05:52 AM,05:53 PM,21,28,28,26,42,3,72,0.0,1012,29,10,68,31,Somalia
2020-12-13,29,24,0.0,11.6,7,2,04:22 AM,04:45 PM,05:53 AM,05:53 PM,20,28,28,26,38,4,71,0.0,1011,29,10,67,28,Somalia
2020-12-14,28,25,0.0,8.8,6,0,05:23 AM,05:46 PM,05:53 AM,05:54 PM,22,29,29,26,38,31,76,0.2,1011,28,10,69,28,Somalia
2020-12-15,29,24,0.0,10.2,6,0,06:25 AM,06:47 PM,05:54 AM,05:54 PM,21,28,28,26,37,18,75,0.0,1011,29,10,68,27,Somalia
2020-12-16,29,24,0.0,11.6,7,5,07:28 AM,07:49 PM,05:54 AM,05:55 PM,21,29,29,26,40,20,74,0.0,1011,29,10,68,30,Somalia
2020-12-17,29,25,0.0,8.8,6,12,08:27 AM,08:47 PM,05:55 AM,05:55 PM,22,30,30,27,39,26,76,0.0,1010,29,10,74,29,Somalia
2020-12-18,28,26,0.0,7.4,6,20,09:22 AM,09:41 PM,05:55 AM,05:56 PM,23,30,30,27,33,53,81,0.6,1010,28,10,79,24,Somalia
2020-12-19,28,25,0.0,7.4,6,27,10:12 AM,10:30 PM,05:56 AM,05:56 PM,23,30,30,27,36,56,81,9.9,1010,28,9,75,24,Somalia
2020-12-20,28,26,0.0,8.8,6,34,10:58 AM,11:16 PM,05:56 AM,05:57 PM,23,30,30,27,35,47,80,0.2,1011,28,10,76,26,Somalia
2020-12-21,29,26,0.0,11.6,7,41,11:41 AM,11:59 PM,05:57 AM,05:57 PM,23,31,31,27,36,33,79,0.0,1011,29,10,76,27,Somalia
2020-12-22,30,26,0.0,10.2,6,49,12:22 PM,No moonset,05:57 AM,05:58 PM,23,31,31,27,38,56,79,1.7,1010,30,10,67,28,Somalia
2020-12-23,29,26,0.0,11.6,7,56,01:01 PM,12:40 AM,05:58 AM,05:58 PM,22,30,30,27,44,20,76,0.2,1009,29,10,63,32,Somalia
2020-12-24,28,24,0.0,11.6,7,63,01:41 PM,01:22 AM,05:58 AM,05:59 PM,21,28,28,26,43,1,73,0.0,1009,28,10,66,33,Somalia
2020-12-25,28,25,0.0,11.6,7,70,02:22 PM,02:03 AM,05:59 AM,05:59 PM,21,28,28,26,44,2,73,0.0,1009,28,10,68,33,Somalia
2020-12-26,28,24,0.0,11.6,7,78,03:05 PM,02:46 AM,05:59 AM,05:59 PM,21,28,28,26,48,2,72,0.0,1010,28,10,65,36,Somalia
2020-12-27,29,24,0.0,12.0,7,85,03:51 PM,03:32 AM,06:00 AM,06:00 PM,21,29,29,26,44,10,74,0.0,1010,29,10,61,33,Somalia
2020-12-28,28,25,0.0,12.0,7,92,04:39 PM,04:20 AM,06:00 AM,06:00 PM,22,29,29,26,41,16,77,0.0,1010,28,10,66,30,Somalia
2020-12-29,30,26,0.0,8.8,6,100,05:31 PM,05:11 AM,06:01 AM,06:01 PM,23,31,31,27,45,57,77,1.6,1009,30,10,64,33,Somalia
2020-12-30,28,26,0.0,6.0,6,100,06:24 PM,06:04 AM,06:01 AM,06:01 PM,23,30,30,27,46,66,79,2.1,1009,28,10,65,33,Somalia
2020-12-31,28,25,0.0,11.6,7,89,07:19 PM,06:58 AM,06:01 AM,06:02 PM,22,29,29,26,44,28,78,0.1,1010,28,10,70,34,Somalia
2021-01-01,28,24,0.0,11.6,7,79,08:13 PM,07:52 AM,06:02 AM,06:02 PM,21,28,28,26,41,14,75,0.0,1010,28,10,70,31,Somalia
2021-01-02,28,24,0.0,11.6,7,71,09:06 PM,08:44 AM,06:02 AM,06:03 PM,21,28,28,26,41,11,75,0.0,1011,28,10,67,31,Somalia
2021-01-03,29,24,0.0,11.6,7,64,09:57 PM,09:35 AM,06:03 AM,06:03 PM,21,28,28,26,42,3,73,0.0,1011,29,10,63,32,Somalia
2021-01-04,28,24,0.0,11.6,7,57,10:47 PM,10:24 AM,06:03 AM,06:04 PM,20,28,28,26,49,17,73,0.0,1010,28,10,66,36,Somalia
2021-01-05,28,24,0.0,11.6,7,50,11:36 PM,11:12 AM,06:04 AM,06:04 PM,20,27,27,26,52,6,72,0.0,1011,28,10,66,36,Somalia
2021-01-06,28,24,0.0,11.6,7,42,No moonrise,11:59 AM,06:04 AM,06:05 PM,19,27,27,25,51,26,68,0.0,1011,28,10,62,36,Somalia
2021-01-07,28,24,0.0,11.6,7,35,12:25 AM,12:47 PM,06:04 AM,06:05 PM,20,27,27,25,47,5,73,0.0,1010,28,10,65,34,Somalia
2021-01-08,28,24,0.0,11.6,7,28,01:17 AM,01:38 PM,06:05 AM,06:06 PM,20,27,27,25,48,8,72,0.0,1009,28,10,64,36,Somalia
2021-01-09,28,23,0.0,11.6,7,20,02:10 AM,02:31 PM,06:05 AM,06:06 PM,20,27,27,25,49,1,71,0.0,1009,28,10,62,37,Somalia
2021-01-10,28,24,0.0,11.6,7,13,03:08 AM,03:29 PM,06:06 AM,06:06 PM,20,27,27,26,50,3,71,0.0,1009,28,10,62,38,Somalia
2021-01-11,27,24,0.0,11.6,7,6,04:07 AM,04:29 PM,06:06 AM,06:07 PM,20,27,27,25,49,3,72,0.0,1010,27,10,66,37,Somalia
2021-01-12,28,24,0.0,11.6,7,0,05:09 AM,05:30 PM,06:06 AM,06:07 PM,20,27,27,25,49,8,72,0.0,1011,28,10,65,37,Somalia
2021-01-13,28,24,0.0,11.6,7,0,06:09 AM,06:30 PM,06:07 AM,06:08 PM,21,28,28,26,47,14,76,0.0,1011,28,10,67,35,Somalia
2021-01-14,28,24,0.0,11.6,7,1,07:07 AM,07:27 PM,06:07 AM,06:08 PM,21,28,28,25,45,22,78,0.0,1010,28,10,72,33,Somalia
2021-01-15,28,24,0.0,11.6,7,8,08:00 AM,08:19 PM,06:07 AM,06:08 PM,22,28,28,26,44,27,79,0.0,1010,28,10,76,31,Somalia
2021-01-16,28,24,0.0,10.2,6,16,08:49 AM,09:07 PM,06:08 AM,06:09 PM,22,28,28,26,42,28,79,0.1,1009,28,10,76,30,Somalia
2021-01-17,28,24,0.0,11.6,7,23,09:34 AM,09:52 PM,06:08 AM,06:09 PM,21,28,28,25,46,14,78,0.0,1009,28,10,74,32,Somalia
2021-01-18,28,24,0.0,11.6,7,30,10:16 AM,10:35 PM,06:08 AM,06:09 PM,20,27,27,25,49,3,74,0.0,1009,28,10,71,34,Somalia
2021-01-19,28,24,0.0,11.6,7,38,10:57 AM,11:17 PM,06:09 AM,06:10 PM,20,27,27,25,46,1,71,0.0,1009,28,10,68,31,Somalia
2021-01-20,28,24,0.0,11.6,7,45,11:37 AM,11:58 PM,06:09 AM,06:10 PM,22,29,29,26,49,36,78,0.0,1010,28,10,69,33,Somalia
2021-01-21,28,25,0.0,8.8,6,52,12:17 PM,No moonset,06:09 AM,06:10 PM,22,29,29,26,50,46,81,0.3,1010,28,10,65,34,Somalia
2021-01-22,28,25,0.0,11.6,6,59,12:59 PM,12:41 AM,06:09 AM,06:11 PM,22,29,29,26,46,22,81,0.2,1010,28,10,70,31,Somalia
2021-01-23,27,25,0.0,10.2,6,67,01:43 PM,01:25 AM,06:10 AM,06:11 PM,22,28,28,26,43,35,81,0.2,1011,27,10,73,30,Somalia
2021-01-24,27,23,0.0,11.6,7,74,02:30 PM,02:11 AM,06:10 AM,06:11 PM,21,27,27,25,49,29,77,0.0,1011,27,10,65,35,Somalia
2021-01-25,27,23,0.0,11.6,7,81,03:21 PM,03:01 AM,06:10 AM,06:11 PM,20,27,27,25,51,12,74,0.0,1012,27,10,69,35,Somalia
2021-01-26,28,23,0.0,11.6,7,88,04:13 PM,03:53 AM,06:10 AM,06:12 PM,20,27,27,25,47,14,75,0.0,1011,28,10,72,33,Somalia
2021-01-27,28,24,0.0,11.6,7,96,05:09 PM,04:47 AM,06:10 AM,06:12 PM,21,28,28,25,44,26,78,0.0,1011,28,10,76,30,Somalia
2021-01-28,28,23,0.0,11.6,6,100,06:04 PM,05:43 AM,06:10 AM,06:12 PM,21,27,27,25,50,28,78,0.0,1011,28,10,68,35,Somalia
2021-01-29,27,23,0.0,11.6,6,90,06:59 PM,06:37 AM,06:11 AM,06:12 PM,20,27,27,25,51,24,75,0.0,1012,27,10,67,36,Somalia
2021-01-30,27,23,0.0,11.6,7,82,07:52 PM,07:30 AM,06:11 AM,06:13 PM,20,27,27,25,48,11,75,0.0,1011,27,10,74,34,Somalia
2021-01-31,26,23,0.0,11.6,7,79,08:43 PM,08:20 AM,06:11 AM,06:13 PM,20,27,27,25,48,11,77,0.0,1011,26,10,78,34,Somalia
2021-02-01,27,23,0.0,11.6,7,63,09:33 PM,09:09 AM,06:11 AM,06:13 PM,20,27,27,25,47,6,77,0.0,1012,27,10,74,33,Somalia
2021-02-02,28,23,0.0,11.6,7,55,10:23 PM,09:57 AM,06:11 AM,06:13 PM,20,27,27,25,46,17,74,0.0,1013,28,10,66,33,Somalia
2021-02-03,28,23,0.0,11.6,7,48,11:14 PM,10:45 AM,06:11 AM,06:13 PM,20,27,27,25,45,3,74,0.0,1012,28,10,69,32,Somalia
2021-02-04,28,24,0.0,11.6,7,40,No moonrise,11:35 AM,06:11 AM,06:13 PM,21,28,28,26,44,22,78,0.0,1012,28,10,79,31,Somalia
2021-02-05,28,25,0.0,11.6,7,33,12:06 AM,12:26 PM,06:11 AM,06:14 PM,22,28,28,26,41,34,77,0.1,1011,28,10,81,31,Somalia
2021-02-06,28,24,0.0,10.2,6,25,01:01 AM,01:21 PM,06:11 AM,06:14 PM,21,28,28,25,40,35,78,0.0,1010,28,10,79,30,Somalia
2021-02-07,28,24,0.0,11.6,7,18,01:58 AM,02:18 PM,06:11 AM,06:14 PM,21,28,28,26,45,22,77,0.0,1009,28,10,77,34,Somalia
