date_time,Romania_maxtempC,Romania_mintempC,Romania_totalSnow_cm,Romania_sunHour,Romania_uvIndex,Romania_moon_illumination,Romania_moonrise,Romania_moonset,Romania_sunrise,Romania_sunset,Romania_DewPointC,Romania_FeelsLikeC,Romania_HeatIndexC,Romania_WindChillC,Romania_WindGustKmph,Romania_cloudcover,Romania_humidity,Romania_precipMM,Romania_pressure,Romania_tempC,Romania_visibility,Romania_winddirDegree,Romania_windspeedKmph,Romania_location
2020-11-16,13,7,0.0,8.7,4,2,08:31 AM,05:51 PM,07:14 AM,04:47 PM,4,10,10,10,4,9,67,0.0,1023,13,10,187,2,Romania
2020-11-17,13,7,0.0,8.7,3,9,09:48 AM,06:40 PM,07:15 AM,04:46 PM,5,9,10,9,10,19,71,0.0,1026,13,10,33,7,Romania
2020-11-18,12,9,0.0,5.2,3,17,10:56 AM,07:39 PM,07:16 AM,04:45 PM,6,8,10,8,21,85,78,1.3,1031,12,7,45,15,Romania
2020-11-19,11,8,0.0,7.0,2,24,11:52 AM,08:44 PM,07:18 AM,04:44 PM,3,8,9,8,11,48,69,1.7,1030,11,10,95,8,Romania
2020-11-20,10,2,0.0,7.0,2,32,12:36 PM,09:52 PM,07:19 AM,04:43 PM,2,6,7,6,8,45,69,0.1,1022,10,10,207,6,Romania
2020-11-21,6,5,0.0,3.5,2,39,01:11 PM,10:59 PM,07:20 AM,04:43 PM,-1,2,5,2,27,94,65,0.0,1029,6,10,55,20,Romania
2020-11-22,7,3,0.0,8.7,2,47,01:40 PM,No moonset,07:21 AM,04:42 PM,-3,2,5,2,17,28,58,0.0,1034,7,10,214,11,Romania
2020-11-23,8,3,0.0,6.9,2,54,02:03 PM,12:05 AM,07:23 AM,04:41 PM,-2,2,5,2,18,42,62,0.0,1027,8,10,246,11,Romania
2020-11-24,9,5,0.0,8.7,2,62,02:25 PM,01:09 AM,07:24 AM,04:41 PM,-0,5,7,5,13,32,62,0.0,1027,9,10,157,8,Romania
2020-11-25,9,4,0.0,8.7,3,70,02:45 PM,02:10 AM,07:25 AM,04:40 PM,0,4,6,4,16,4,65,0.0,1028,9,10,257,10,Romania
2020-11-26,10,4,0.0,8.7,3,77,03:05 PM,03:12 AM,07:26 AM,04:39 PM,-1,5,7,5,15,6,59,0.0,1025,10,10,241,9,Romania
2020-11-27,11,5,0.0,8.7,3,85,03:26 PM,04:13 AM,07:28 AM,04:39 PM,-2,5,7,5,17,2,53,0.0,1021,11,10,234,9,Romania
2020-11-28,10,4,0.0,8.7,3,92,03:49 PM,05:15 AM,07:29 AM,04:38 PM,-1,6,7,6,6,29,59,0.0,1018,10,10,254,4,Romania
2020-11-29,7,4,0.0,8.7,2,100,04:15 PM,06:17 AM,07:30 AM,04:38 PM,-1,3,5,3,13,48,63,0.0,1018,7,10,66,9,Romania
2020-11-30,4,2,0.8,3.4,1,100,04:46 PM,07:21 AM,07:31 AM,04:37 PM,1,-0,3,-0,17,99,87,11.4,1022,4,7,48,12,Romania
2020-12-01,4,-4,0.6,5.2,1,89,05:24 PM,08:23 AM,07:32 AM,04:37 PM,-1,1,2,1,6,54,77,0.9,1026,4,9,259,5,Romania
2020-12-02,3,-0,0.0,8.7,2,82,06:09 PM,09:23 AM,07:33 AM,04:37 PM,-2,-0,1,-0,6,27,82,0.0,1025,3,10,153,4,Romania
2020-12-03,3,-3,0.0,3.4,1,75,07:04 PM,10:18 AM,07:34 AM,04:36 PM,0,-2,1,-2,13,87,88,0.0,1022,3,10,45,8,Romania
2020-12-04,9,-1,0.0,3.4,2,67,08:06 PM,11:06 AM,07:36 AM,04:36 PM,5,3,6,3,23,88,95,0.0,1017,9,8,70,13,Romania
2020-12-05,12,8,0.0,3.4,3,60,09:13 PM,11:46 AM,07:37 AM,04:36 PM,8,7,10,7,29,99,93,0.0,1019,12,10,78,18,Romania
2020-12-06,8,4,0.0,3.4,2,53,10:23 PM,12:20 PM,07:38 AM,04:36 PM,5,4,7,4,36,98,81,0.1,1022,8,10,69,24,Romania
2020-12-07,5,2,0.3,3.4,1,46,11:36 PM,12:50 PM,07:39 AM,04:36 PM,0,-1,4,-1,42,96,77,0.7,1019,5,10,63,30,Romania
2020-12-08,4,-0,0.0,3.4,1,38,No moonrise,01:16 PM,07:40 AM,04:36 PM,1,-2,2,-2,27,100,92,12.9,1017,4,8,42,18,Romania
2020-12-09,4,-2,0.0,3.4,1,31,12:49 AM,01:41 PM,07:40 AM,04:36 PM,1,-1,2,-1,24,92,90,0.8,1017,4,9,75,16,Romania
2020-12-10,11,-0,0.0,3.4,2,24,02:04 AM,02:06 PM,07:41 AM,04:36 PM,8,6,8,6,24,93,94,18.5,1009,11,7,110,14,Romania
2020-12-11,10,7,0.0,5.1,2,17,03:21 AM,02:32 PM,07:42 AM,04:36 PM,7,7,9,7,23,68,84,10.8,1007,10,7,182,14,Romania
2020-12-12,8,3,0.0,3.3,2,9,04:40 AM,03:03 PM,07:43 AM,04:36 PM,6,4,7,4,23,80,95,20.2,1005,8,6,99,14,Romania
2020-12-13,9,3,0.0,5.1,2,2,06:01 AM,03:40 PM,07:44 AM,04:36 PM,5,7,7,7,7,74,87,4.8,1006,9,10,165,5,Romania
2020-12-14,8,3,0.0,3.3,2,0,07:20 AM,04:24 PM,07:45 AM,04:36 PM,6,6,7,6,7,92,89,1.2,1013,8,7,205,4,Romania
2020-12-15,8,1,0.0,8.7,3,0,08:33 AM,05:19 PM,07:45 AM,04:36 PM,3,4,5,4,9,44,84,0.0,1022,8,10,173,6,Romania
2020-12-16,8,3,0.0,8.7,3,5,09:37 AM,06:22 PM,07:46 AM,04:37 PM,3,4,5,4,8,5,83,0.0,1026,8,10,89,5,Romania
2020-12-17,7,2,0.0,8.7,2,12,10:27 AM,07:31 PM,07:47 AM,04:37 PM,2,3,4,3,7,29,86,0.0,1027,7,10,73,5,Romania
2020-12-18,7,5,0.0,5.1,2,20,11:08 AM,08:41 PM,07:47 AM,04:37 PM,2,6,6,6,4,81,77,0.0,1029,7,10,240,3,Romania
2020-12-19,7,3,0.0,8.7,3,27,11:40 AM,09:50 PM,07:48 AM,04:38 PM,2,5,5,5,4,6,79,0.0,1029,7,10,100,3,Romania
2020-12-20,5,2,0.0,8.7,1,34,12:06 PM,10:55 PM,07:49 AM,04:38 PM,1,1,4,1,12,35,80,0.0,1030,5,10,60,8,Romania
2020-12-21,4,-1,0.0,3.3,1,41,12:29 PM,11:59 PM,07:49 AM,04:39 PM,0,1,3,1,10,83,79,0.0,1031,4,10,77,7,Romania
2020-12-22,4,2,0.0,3.3,1,49,12:50 PM,No moonset,07:50 AM,04:39 PM,-1,3,3,3,5,84,74,0.0,1029,4,10,159,3,Romania
2020-12-23,6,2,0.0,8.7,1,56,01:10 PM,01:01 AM,07:50 AM,04:40 PM,1,1,4,1,15,51,80,0.0,1023,6,10,244,9,Romania
2020-12-24,8,4,0.0,5.1,2,63,01:30 PM,02:02 AM,07:50 AM,04:40 PM,4,4,6,4,18,58,88,0.0,1018,8,9,240,10,Romania
2020-12-25,10,6,0.0,8.7,2,70,01:52 PM,03:04 AM,07:51 AM,04:41 PM,5,6,8,6,20,45,81,0.1,1011,10,10,245,11,Romania
2020-12-26,8,5,0.0,3.3,2,78,02:17 PM,04:06 AM,07:51 AM,04:42 PM,5,5,7,5,17,94,85,2.5,1016,8,6,149,11,Romania
2020-12-27,3,0,0.0,3.3,1,85,02:46 PM,05:09 AM,07:51 AM,04:43 PM,2,-2,3,-2,36,100,89,10.9,1020,3,7,71,25,Romania
2020-12-28,14,1,0.0,6.9,3,92,03:21 PM,06:12 AM,07:52 AM,04:43 PM,7,8,10,8,27,50,75,5.7,1007,14,9,161,16,Romania
2020-12-29,11,7,0.0,8.7,3,100,04:04 PM,07:14 AM,07:52 AM,04:44 PM,4,8,9,8,12,7,75,0.0,1009,11,10,214,6,Romania
2020-12-30,11,7,0.0,8.7,2,100,04:57 PM,08:12 AM,07:52 AM,04:45 PM,5,9,9,9,7,16,78,0.0,1012,11,10,98,4,Romania
2020-12-31,12,6,0.0,8.7,3,89,05:57 PM,09:03 AM,07:52 AM,04:46 PM,6,8,9,8,9,19,81,0.0,1009,12,10,172,5,Romania
2021-01-01,9,6,0.0,8.7,3,79,07:04 PM,09:46 AM,07:52 AM,04:47 PM,2,4,7,4,25,9,73,0.0,1013,9,10,248,15,Romania
2021-01-02,10,5,0.0,8.7,3,71,08:15 PM,10:23 AM,07:52 AM,04:48 PM,2,5,7,5,16,4,73,0.0,1022,10,10,143,9,Romania
2021-01-03,11,6,0.0,5.1,2,64,09:27 PM,10:54 AM,07:52 AM,04:49 PM,6,7,8,7,21,66,85,0.0,1019,11,10,93,11,Romania
2021-01-04,14,7,0.0,6.9,3,57,10:39 PM,11:21 AM,07:52 AM,04:50 PM,6,8,9,8,21,63,83,1.2,1014,14,6,80,12,Romania
2021-01-05,10,7,0.0,6.9,2,50,11:53 PM,11:46 AM,07:52 AM,04:51 PM,4,6,9,6,32,52,69,3.0,1011,10,7,205,21,Romania
2021-01-06,10,6,0.0,8.7,3,42,No moonrise,12:09 PM,07:52 AM,04:52 PM,3,7,8,7,10,16,72,0.0,1017,10,10,121,6,Romania
2021-01-07,9,6,0.0,6.9,2,35,01:06 AM,12:34 PM,07:52 AM,04:53 PM,2,6,7,6,19,46,69,0.0,1013,9,10,188,12,Romania
2021-01-08,6,4,0.0,3.4,1,28,02:22 AM,01:02 PM,07:51 AM,04:54 PM,2,3,5,3,15,94,84,8.0,1014,6,7,102,10,Romania
2021-01-09,5,1,0.0,3.4,1,20,03:39 AM,01:35 PM,07:51 AM,04:55 PM,1,1,3,1,10,97,81,2.2,1018,5,8,86,7,Romania
2021-01-10,3,-1,0.0,3.4,1,13,04:56 AM,02:14 PM,07:51 AM,04:56 PM,1,-0,3,-0,21,95,88,3.9,1022,3,9,70,14,Romania
2021-01-11,1,-5,2.0,3.4,1,6,06:11 AM,03:03 PM,07:50 AM,04:57 PM,0,-5,0,-5,39,100,98,37.3,1020,1,7,57,26,Romania
2021-01-12,3,-3,0.0,3.4,1,0,07:18 AM,04:01 PM,07:50 AM,04:58 PM,2,-1,2,-1,19,100,96,8.3,1015,3,6,62,13,Romania
2021-01-13,3,-3,0.0,3.6,1,0,08:15 AM,05:08 PM,07:50 AM,05:00 PM,1,-1,2,-1,14,83,92,7.7,1008,3,9,211,10,Romania
2021-01-14,3,-0,1.2,5.3,1,1,09:01 AM,06:18 PM,07:49 AM,05:01 PM,-3,-2,1,-2,15,77,76,1.7,1009,3,8,201,10,Romania
2021-01-15,2,-2,2.0,8.7,2,8,09:37 AM,07:29 PM,07:49 AM,05:02 PM,-3,-3,-0,-3,13,31,79,3.8,1013,2,9,239,8,Romania
2021-01-16,-2,-5,0.8,3.6,1,16,10:06 AM,08:38 PM,07:48 AM,05:03 PM,-5,-7,-2,-7,17,91,84,1.1,1016,-2,6,73,13,Romania
2021-01-17,-3,-5,0.0,3.6,1,23,10:31 AM,09:44 PM,07:48 AM,05:05 PM,-9,-6,-4,-6,7,79,67,0.0,1018,-3,10,192,5,Romania
2021-01-18,-2,-5,0.0,7.0,1,30,10:53 AM,10:47 PM,07:47 AM,05:06 PM,-8,-8,-4,-8,17,40,74,0.0,1022,-2,10,258,11,Romania
2021-01-19,-2,-6,0.0,8.7,1,38,11:13 AM,11:50 PM,07:46 AM,05:07 PM,-7,-7,-4,-7,12,44,78,0.0,1024,-2,10,249,8,Romania
2021-01-20,2,-3,0.0,5.3,1,45,11:33 AM,No moonset,07:46 AM,05:09 PM,-4,-5,-1,-5,21,63,82,0.0,1022,2,10,239,13,Romania
2021-01-21,4,-0,0.0,8.7,2,52,11:54 AM,12:51 AM,07:45 AM,05:10 PM,-1,-2,1,-2,20,15,82,0.0,1022,4,10,242,11,Romania
2021-01-22,5,1,0.0,7.0,1,59,12:18 PM,01:53 AM,07:44 AM,05:11 PM,-1,0,3,0,17,26,78,0.0,1019,5,10,242,9,Romania
2021-01-23,8,3,0.0,5.3,2,67,12:45 PM,02:56 AM,07:43 AM,05:13 PM,2,4,5,4,9,48,81,0.0,1010,8,10,163,5,Romania
2021-01-24,9,3,0.0,3.6,2,74,01:17 PM,03:59 AM,07:42 AM,05:14 PM,5,4,7,4,19,72,86,1.5,1005,9,10,196,11,Romania
2021-01-25,6,3,0.0,7.0,2,81,01:57 PM,05:01 AM,07:41 AM,05:15 PM,1,2,5,2,25,46,75,0.6,1000,6,8,210,16,Romania
2021-01-26,5,2,0.0,3.7,1,88,02:45 PM,06:00 AM,07:41 AM,05:17 PM,-1,1,3,1,16,86,72,0.3,1005,5,10,153,11,Romania
2021-01-27,0,-1,20.7,3.7,1,96,03:44 PM,06:54 AM,07:40 AM,05:18 PM,-1,-6,-0,-6,37,95,96,62.5,1002,0,1,134,25,Romania
2021-01-28,2,-6,0.0,3.7,1,100,04:49 PM,07:42 AM,07:39 AM,05:20 PM,-3,-4,-0,-4,27,72,78,0.1,1007,2,10,257,16,Romania
2021-01-29,4,-1,0.0,3.7,1,90,06:01 PM,08:21 AM,07:38 AM,05:21 PM,-2,-2,2,-2,25,69,78,0.0,1007,4,10,236,15,Romania
2021-01-30,7,2,0.0,5.4,1,82,07:15 PM,08:55 AM,07:36 AM,05:22 PM,2,2,4,2,17,62,87,0.0,1000,7,10,242,10,Romania
2021-01-31,6,3,0.0,5.4,1,79,08:29 PM,09:24 AM,07:35 AM,05:24 PM,1,1,4,1,23,74,81,0.1,1003,6,10,143,15,Romania
2021-02-01,9,3,0.0,7.0,2,63,09:43 PM,09:50 AM,07:34 AM,05:25 PM,3,3,5,3,19,68,87,4.1,1002,9,10,163,12,Romania
2021-02-02,8,2,0.0,8.7,3,55,10:57 PM,10:14 AM,07:33 AM,05:27 PM,3,4,5,4,10,37,87,0.0,1012,8,8,100,6,Romania
2021-02-03,10,3,0.0,8.7,2,48,No moonrise,10:39 AM,07:32 AM,05:28 PM,4,4,6,4,19,25,86,0.0,1016,10,9,240,11,Romania
2021-02-04,14,5,0.0,8.7,3,40,12:12 AM,11:05 AM,07:31 AM,05:29 PM,5,6,9,6,30,19,77,0.0,1015,14,10,255,17,Romania
2021-02-05,10,5,0.0,3.8,2,33,01:28 AM,11:36 AM,07:29 AM,05:31 PM,3,6,7,6,15,43,73,0.0,1020,10,10,142,9,Romania
2021-02-06,11,4,0.0,8.7,3,25,02:44 AM,12:11 PM,07:28 AM,05:32 PM,3,6,7,6,11,24,80,0.0,1015,11,10,144,7,Romania
2021-02-07,5,2,0.0,3.8,1,18,03:58 AM,12:55 PM,07:27 AM,05:34 PM,1,-0,4,-0,23,80,83,0.0,1013,5,10,55,16,Romania
