date_time,Mauritania_maxtempC,Mauritania_mintempC,Mauritania_totalSnow_cm,Mauritania_sunHour,Mauritania_uvIndex,Mauritania_moon_illumination,Mauritania_moonrise,Mauritania_moonset,Mauritania_sunrise,Mauritania_sunset,Mauritania_DewPointC,Mauritania_FeelsLikeC,Mauritania_HeatIndexC,Mauritania_WindChillC,Mauritania_WindGustKmph,Mauritania_cloudcover,Mauritania_humidity,Mauritania_precipMM,Mauritania_pressure,Mauritania_tempC,Mauritania_visibility,Mauritania_winddirDegree,Mauritania_windspeedKmph,Mauritania_location
2020-06-10,34,25,0.0,11.6,7,61,No moonrise,10:48 AM,06:27 AM,07:40 PM,19,30,30,28,42,28,57,1.6,1011,34,10,247,21,Mauritania
2020-06-11,32,24,0.0,10.3,6,54,12:04 AM,11:41 AM,06:27 AM,07:40 PM,18,29,29,27,53,52,58,3.9,1012,32,10,314,27,Mauritania
2020-06-12,36,29,0.0,11.6,8,46,12:44 AM,12:31 PM,06:28 AM,07:40 PM,17,33,33,32,45,19,42,0.1,1009,36,10,179,22,Mauritania
2020-06-13,28,24,0.0,10.3,6,38,01:21 AM,01:20 PM,06:28 AM,07:41 PM,18,28,28,26,33,25,60,0.1,1009,28,10,254,17,Mauritania
2020-06-14,40,26,0.0,11.6,9,31,01:55 AM,02:07 PM,06:28 AM,07:41 PM,15,34,34,34,56,6,36,0.0,1009,40,10,137,28,Mauritania
2020-06-15,32,26,0.0,11.6,7,23,02:29 AM,02:55 PM,06:28 AM,07:41 PM,17,30,30,30,33,22,46,0.5,1011,32,10,258,17,Mauritania
2020-06-16,30,24,0.0,11.6,7,16,03:03 AM,03:43 PM,06:28 AM,07:41 PM,18,27,27,26,39,8,64,0.0,1011,30,10,247,21,Mauritania
2020-06-17,37,26,0.0,11.6,8,8,03:39 AM,04:31 PM,06:28 AM,07:42 PM,16,31,31,30,36,2,48,0.0,1009,37,10,218,17,Mauritania
2020-06-18,39,32,0.0,11.6,9,1,04:16 AM,05:23 PM,06:28 AM,07:42 PM,14,35,35,34,62,0,30,0.0,1009,39,10,105,30,Mauritania
2020-06-19,33,26,0.0,11.6,8,0,04:58 AM,06:16 PM,06:29 AM,07:42 PM,16,30,30,30,58,2,45,0.0,1010,33,10,253,29,Mauritania
2020-06-20,26,23,0.0,11.6,6,0,05:43 AM,07:12 PM,06:29 AM,07:42 PM,18,26,26,25,31,2,69,0.0,1012,26,10,266,20,Mauritania
2020-06-21,26,23,0.0,11.6,6,0,06:33 AM,08:08 PM,06:29 AM,07:43 PM,19,26,26,24,29,4,73,0.0,1013,26,10,250,19,Mauritania
2020-06-22,36,24,0.0,11.6,8,7,07:28 AM,09:04 PM,06:29 AM,07:43 PM,17,31,31,29,37,8,53,0.0,1008,36,10,265,18,Mauritania
2020-06-23,33,24,0.0,11.6,7,14,08:26 AM,09:57 PM,06:30 AM,07:43 PM,15,30,30,30,44,5,45,0.0,1007,33,10,127,24,Mauritania
2020-06-24,26,23,0.0,11.6,6,22,09:26 AM,10:48 PM,06:30 AM,07:43 PM,19,26,26,24,38,1,72,0.0,1010,26,10,243,25,Mauritania
2020-06-25,27,23,0.0,11.6,7,29,10:25 AM,11:35 PM,06:30 AM,07:43 PM,19,26,26,25,31,1,70,0.0,1010,27,10,280,21,Mauritania
2020-06-26,27,24,0.0,11.6,7,37,11:25 AM,No moonset,06:30 AM,07:43 PM,20,27,27,25,33,6,72,0.0,1008,27,10,246,22,Mauritania
2020-06-27,26,23,0.0,11.6,6,44,12:22 PM,12:18 AM,06:31 AM,07:44 PM,20,26,26,24,34,12,77,0.0,1011,26,10,254,25,Mauritania
2020-06-28,34,23,0.0,11.6,7,52,01:21 PM,01:00 AM,06:31 AM,07:44 PM,19,29,29,27,37,9,63,0.0,1008,34,10,255,22,Mauritania
2020-06-29,38,27,0.0,11.6,8,59,02:18 PM,01:42 AM,06:31 AM,07:44 PM,16,33,33,32,35,22,44,0.0,1007,38,10,196,18,Mauritania
2020-06-30,26,23,0.0,11.6,6,67,03:17 PM,02:24 AM,06:31 AM,07:44 PM,20,26,26,24,33,12,76,0.0,1008,26,10,253,23,Mauritania
2020-07-01,26,23,0.0,11.6,6,72,04:17 PM,03:09 AM,06:32 AM,07:44 PM,20,26,26,24,30,6,80,0.0,1010,26,10,265,23,Mauritania
2020-07-02,26,23,0.0,11.6,6,79,05:19 PM,03:56 AM,06:32 AM,07:44 PM,20,26,26,24,31,15,80,0.0,1010,26,10,255,23,Mauritania
2020-07-03,27,23,0.0,11.6,7,86,06:21 PM,04:47 AM,06:32 AM,07:44 PM,21,27,27,25,27,8,79,0.0,1010,27,10,263,20,Mauritania
2020-07-04,26,24,0.0,11.6,7,94,07:22 PM,05:42 AM,06:33 AM,07:44 PM,20,27,27,25,35,10,78,0.0,1008,26,10,271,26,Mauritania
2020-07-05,26,23,0.0,11.6,6,100,08:18 PM,06:39 AM,06:33 AM,07:44 PM,21,26,26,24,34,13,82,0.0,1008,26,10,234,26,Mauritania
2020-07-06,26,23,0.0,11.6,6,100,09:11 PM,07:38 AM,06:33 AM,07:44 PM,21,26,26,24,34,23,82,0.0,1010,26,10,242,26,Mauritania
2020-07-07,26,24,0.0,10.3,6,85,09:57 PM,08:35 AM,06:34 AM,07:44 PM,21,27,27,25,28,43,79,0.0,1011,26,10,262,21,Mauritania
2020-07-08,28,24,0.0,11.6,7,77,10:39 PM,09:30 AM,06:34 AM,07:44 PM,20,28,28,26,47,8,71,0.0,1009,28,10,315,35,Mauritania
2020-07-09,30,24,0.0,11.6,7,70,11:18 PM,10:22 AM,06:34 AM,07:44 PM,21,29,29,26,34,5,75,0.0,1005,30,10,245,23,Mauritania
2020-07-10,27,24,0.0,11.6,7,63,11:54 PM,11:12 AM,06:35 AM,07:44 PM,22,28,28,25,36,12,82,0.0,1007,27,10,231,27,Mauritania
2020-07-11,27,24,0.0,10.3,6,55,No moonrise,12:00 PM,06:35 AM,07:44 PM,21,28,28,25,28,38,79,0.0,1010,27,10,255,22,Mauritania
2020-07-12,27,24,0.0,10.3,6,48,12:27 AM,12:48 PM,06:35 AM,07:44 PM,21,28,28,26,20,45,77,8.5,1011,27,9,267,14,Mauritania
2020-07-13,29,25,0.0,11.6,6,41,01:02 AM,01:35 PM,06:36 AM,07:44 PM,22,29,29,27,25,23,77,4.5,1013,29,10,293,18,Mauritania
2020-07-14,27,25,0.0,11.6,6,34,01:36 AM,02:23 PM,06:36 AM,07:44 PM,21,28,28,26,40,30,71,0.5,1010,27,10,297,30,Mauritania
2020-07-15,28,24,0.0,11.6,7,26,02:13 AM,03:14 PM,06:36 AM,07:43 PM,19,27,27,26,40,2,65,0.0,1007,28,10,320,30,Mauritania
2020-07-16,27,23,0.0,11.6,6,19,02:52 AM,04:06 PM,06:37 AM,07:43 PM,20,27,27,25,23,18,74,0.0,1011,27,10,286,18,Mauritania
2020-07-17,27,24,0.0,11.6,6,12,03:36 AM,05:00 PM,06:37 AM,07:43 PM,20,27,27,25,25,29,74,0.0,1012,27,10,302,19,Mauritania
2020-07-18,29,24,0.0,11.6,7,5,04:23 AM,05:57 PM,06:38 AM,07:43 PM,21,29,29,26,25,6,74,0.0,1011,29,10,295,19,Mauritania
2020-07-19,28,26,0.0,11.6,7,0,05:17 AM,06:53 PM,06:38 AM,07:43 PM,21,29,29,27,31,5,73,0.0,1010,28,10,275,23,Mauritania
2020-07-20,28,25,0.0,11.6,7,0,06:14 AM,07:49 PM,06:38 AM,07:42 PM,22,29,29,26,40,10,76,0.0,1008,28,10,254,30,Mauritania
2020-07-21,28,25,0.0,11.6,7,2,07:15 AM,08:41 PM,06:39 AM,07:42 PM,22,29,29,26,27,12,77,0.0,1009,28,10,252,20,Mauritania
2020-07-22,28,25,0.0,11.6,6,10,08:16 AM,09:31 PM,06:39 AM,07:42 PM,22,29,29,27,24,28,77,0.6,1011,28,10,280,19,Mauritania
2020-07-23,27,25,0.0,10.3,6,17,09:17 AM,10:16 PM,06:39 AM,07:42 PM,22,28,28,26,37,20,77,0.0,1009,27,10,270,28,Mauritania
2020-07-24,28,24,0.0,11.6,7,24,10:17 AM,11:00 PM,06:40 AM,07:41 PM,22,28,28,26,28,20,77,0.0,1010,28,10,247,22,Mauritania
2020-07-25,28,26,0.0,11.6,7,32,11:16 AM,11:42 PM,06:40 AM,07:41 PM,22,29,29,27,38,14,77,0.0,1009,28,10,272,28,Mauritania
2020-07-26,27,24,0.0,10.3,6,39,12:13 PM,No moonset,06:40 AM,07:41 PM,21,27,27,25,32,38,78,0.0,1008,27,10,266,24,Mauritania
2020-07-27,28,24,0.0,11.6,7,46,01:12 PM,12:24 AM,06:41 AM,07:40 PM,21,28,28,26,27,16,77,0.0,1010,28,10,238,20,Mauritania
2020-07-28,29,26,0.0,11.6,7,53,02:11 PM,01:07 AM,06:41 AM,07:40 PM,23,31,31,27,26,10,78,0.0,1011,29,10,290,20,Mauritania
2020-07-29,27,25,0.0,11.6,7,61,03:11 PM,01:53 AM,06:41 AM,07:39 PM,22,29,29,26,39,15,77,0.0,1008,27,10,269,29,Mauritania
2020-07-30,28,25,0.0,10.3,6,68,04:11 PM,02:41 AM,06:42 AM,07:39 PM,22,28,28,26,30,49,76,4.8,1010,28,10,238,22,Mauritania
2020-07-31,27,25,0.0,6.5,6,72,05:11 PM,03:34 AM,06:42 AM,07:39 PM,22,28,28,26,17,73,77,8.7,1012,27,10,262,12,Mauritania
2020-08-01,30,26,0.0,10.3,6,82,06:08 PM,04:29 AM,06:42 AM,07:38 PM,23,31,31,28,24,42,73,5.7,1013,30,10,268,17,Mauritania
2020-08-02,29,27,0.0,11.6,6,90,07:02 PM,05:27 AM,06:42 AM,07:38 PM,22,31,31,28,40,21,73,0.8,1011,29,10,304,30,Mauritania
2020-08-03,30,27,0.0,11.6,7,97,07:51 PM,06:23 AM,06:43 AM,07:37 PM,22,31,31,28,32,6,71,0.0,1009,30,10,276,23,Mauritania
2020-08-04,29,26,0.0,9.0,6,100,08:34 PM,07:20 AM,06:43 AM,07:37 PM,23,30,30,27,38,70,77,0.0,1011,29,10,233,28,Mauritania
2020-08-05,28,26,0.0,10.3,6,88,09:14 PM,08:13 AM,06:43 AM,07:36 PM,22,30,30,27,31,60,75,0.3,1012,28,10,257,24,Mauritania
2020-08-06,28,25,0.0,10.3,6,81,09:51 PM,09:04 AM,06:44 AM,07:36 PM,22,29,29,26,25,53,78,0.0,1013,28,10,282,20,Mauritania
2020-08-07,28,25,0.0,11.6,7,74,10:26 PM,09:53 AM,06:44 AM,07:35 PM,21,28,28,26,31,11,73,0.0,1013,28,10,303,24,Mauritania
2020-08-08,31,26,0.0,11.6,7,67,11:00 PM,10:41 AM,06:44 AM,07:35 PM,20,30,30,28,39,9,62,0.0,1010,31,10,324,28,Mauritania
2020-08-09,28,26,0.0,11.6,7,59,11:34 PM,11:28 AM,06:45 AM,07:34 PM,22,30,30,27,30,8,75,0.0,1010,28,10,282,23,Mauritania
2020-08-10,28,25,0.0,10.3,6,52,No moonrise,12:16 PM,06:45 AM,07:34 PM,22,29,29,26,30,41,79,0.0,1010,28,10,262,23,Mauritania
2020-08-11,28,25,0.0,11.6,7,45,12:09 AM,01:05 PM,06:45 AM,07:33 PM,23,29,29,26,29,17,81,0.0,1009,28,10,266,23,Mauritania
2020-08-12,28,26,0.0,11.6,7,38,12:47 AM,01:55 PM,06:45 AM,07:32 PM,23,29,29,27,32,5,79,0.0,1008,28,10,256,25,Mauritania
2020-08-13,29,26,0.0,10.3,6,30,01:28 AM,02:48 PM,06:46 AM,07:32 PM,23,30,30,27,28,45,78,0.1,1011,29,10,245,22,Mauritania
2020-08-14,28,26,0.0,11.6,6,23,02:13 AM,03:43 PM,06:46 AM,07:31 PM,23,30,30,27,26,41,81,8.3,1012,28,9,281,19,Mauritania
2020-08-15,29,26,0.0,11.6,7,16,03:04 AM,04:39 PM,06:46 AM,07:30 PM,22,30,30,27,32,18,74,0.2,1010,29,10,303,25,Mauritania
2020-08-16,30,27,0.0,10.3,6,8,03:59 AM,05:36 PM,06:46 AM,07:30 PM,22,31,31,28,33,16,71,0.2,1007,30,10,297,25,Mauritania
2020-08-17,30,27,0.0,11.6,6,1,04:58 AM,06:29 PM,06:47 AM,07:29 PM,24,33,33,28,35,16,77,0.0,1008,30,10,239,27,Mauritania
2020-08-18,29,27,0.0,11.6,7,0,06:00 AM,07:21 PM,06:47 AM,07:28 PM,23,31,31,27,38,13,79,0.0,1009,29,10,270,30,Mauritania
2020-08-19,28,25,0.0,11.6,7,0,07:03 AM,08:09 PM,06:47 AM,07:28 PM,22,29,29,26,28,3,77,0.0,1007,28,10,271,22,Mauritania
2020-08-20,28,25,0.0,11.6,7,6,08:04 AM,08:55 PM,06:47 AM,07:27 PM,22,29,29,27,28,2,77,0.0,1006,28,10,250,21,Mauritania
2020-08-21,30,26,0.0,10.3,6,13,09:05 AM,09:39 PM,06:47 AM,07:26 PM,23,31,31,28,21,39,77,1.7,1009,30,10,260,16,Mauritania
2020-08-22,30,28,0.0,11.6,7,20,10:05 AM,10:21 PM,06:48 AM,07:26 PM,23,33,33,29,26,11,73,0.0,1010,30,10,292,19,Mauritania
2020-08-23,29,27,0.0,11.6,7,28,11:05 AM,11:05 PM,06:48 AM,07:25 PM,23,31,31,28,40,16,75,0.0,1009,29,10,269,31,Mauritania
2020-08-24,29,26,0.0,11.6,7,35,12:05 PM,11:51 PM,06:48 AM,07:24 PM,23,30,30,27,35,27,78,0.0,1008,29,10,246,27,Mauritania
2020-08-25,28,26,0.0,10.3,6,42,01:06 PM,No moonset,06:48 AM,07:23 PM,23,30,30,27,30,52,81,0.0,1008,28,10,257,23,Mauritania
2020-08-26,28,26,0.0,10.3,6,50,02:06 PM,12:39 AM,06:48 AM,07:23 PM,23,29,29,27,21,47,80,0.0,1010,28,10,273,16,Mauritania
2020-08-27,30,27,0.0,11.6,7,57,03:06 PM,01:30 AM,06:49 AM,07:22 PM,23,31,31,28,17,34,75,0.0,1012,30,10,278,13,Mauritania
2020-08-28,29,26,0.0,11.6,7,64,04:03 PM,02:24 AM,06:49 AM,07:21 PM,23,31,31,28,31,3,75,0.0,1010,29,10,296,23,Mauritania
2020-08-29,29,27,0.0,11.6,7,71,04:57 PM,03:20 AM,06:49 AM,07:20 PM,23,31,31,28,35,7,78,0.0,1007,29,10,274,26,Mauritania
2020-08-30,28,26,0.0,11.6,7,79,05:47 PM,04:16 AM,06:49 AM,07:19 PM,22,29,29,27,32,12,76,0.0,1007,28,10,272,24,Mauritania
2020-08-31,28,25,0.0,11.6,7,82,06:31 PM,05:12 AM,06:49 AM,07:19 PM,21,28,28,26,21,0,72,0.0,1009,28,10,270,16,Mauritania
2020-09-01,29,25,0.0,11.6,7,97,07:12 PM,06:06 AM,06:50 AM,07:18 PM,21,29,29,27,25,5,71,0.0,1010,29,10,295,19,Mauritania
2020-09-02,29,26,0.0,11.6,7,100,07:50 PM,06:57 AM,06:50 AM,07:17 PM,21,30,30,28,30,16,68,0.0,1008,29,10,294,22,Mauritania
2020-09-03,32,26,0.0,11.6,7,88,08:25 PM,07:47 AM,06:50 AM,07:16 PM,22,32,32,28,22,14,71,0.0,1009,32,10,213,16,Mauritania
2020-09-04,29,27,0.0,11.6,7,81,08:59 PM,08:35 AM,06:50 AM,07:15 PM,24,32,32,28,29,18,79,0.0,1011,29,10,266,22,Mauritania
2020-09-05,29,27,0.0,7.6,6,73,09:33 PM,09:23 AM,06:50 AM,07:14 PM,24,32,32,28,28,60,79,0.0,1011,29,10,267,21,Mauritania
2020-09-06,29,21,0.0,7.6,6,66,10:07 PM,10:10 AM,06:50 AM,07:14 PM,22,29,29,26,17,56,70,2.7,1008,29,10,270,12,Mauritania
2020-09-07,34,28,0.0,11.6,8,58,10:44 PM,10:58 AM,06:51 AM,07:13 PM,24,35,35,30,13,20,70,0.1,1007,34,10,234,9,Mauritania
2020-09-08,30,27,0.0,10.3,6,50,11:23 PM,11:48 AM,06:51 AM,07:12 PM,24,33,33,29,22,24,78,0.2,1009,30,10,268,16,Mauritania
2020-09-09,31,28,0.0,11.6,7,43,No moonrise,12:39 PM,06:51 AM,07:11 PM,23,33,33,29,31,18,73,0.1,1010,31,10,307,23,Mauritania
2020-09-10,32,27,0.0,11.6,7,35,12:06 AM,01:32 PM,06:51 AM,07:10 PM,22,33,33,30,27,14,66,0.0,1009,32,10,274,18,Mauritania
2020-09-11,34,29,0.0,11.6,8,28,12:53 AM,02:26 PM,06:51 AM,07:09 PM,22,35,35,31,31,9,60,0.0,1007,34,10,282,20,Mauritania
2020-09-12,30,28,0.0,11.6,6,20,01:45 AM,03:22 PM,06:51 AM,07:08 PM,24,34,34,29,26,13,77,0.0,1010,30,10,235,19,Mauritania
2020-09-13,30,27,0.0,11.6,7,13,02:41 AM,04:16 PM,06:51 AM,07:08 PM,24,32,32,28,26,18,76,0.0,1013,30,10,298,20,Mauritania
2020-09-14,32,27,0.0,11.6,8,5,03:41 AM,05:08 PM,06:52 AM,07:07 PM,22,32,32,29,36,4,66,0.0,1011,32,10,309,25,Mauritania
2020-09-15,32,28,0.0,11.6,8,0,04:43 AM,05:57 PM,06:52 AM,07:06 PM,23,34,34,30,28,4,69,0.0,1009,32,10,266,19,Mauritania
2020-09-16,31,28,0.0,11.6,7,0,05:46 AM,06:44 PM,06:52 AM,07:05 PM,24,34,34,29,30,4,75,0.0,1010,31,10,273,22,Mauritania
2020-09-17,30,27,0.0,11.6,7,0,06:47 AM,07:30 PM,06:52 AM,07:04 PM,24,32,32,28,31,1,76,0.0,1008,30,10,268,23,Mauritania
2020-09-18,29,27,0.0,11.6,7,2,07:50 AM,08:14 PM,06:52 AM,07:03 PM,24,32,32,28,27,7,81,0.0,1009,29,10,254,21,Mauritania
2020-09-19,30,27,0.0,11.6,6,10,08:51 AM,08:58 PM,06:52 AM,07:02 PM,24,32,32,28,28,19,79,0.0,1011,30,10,240,22,Mauritania
2020-09-20,29,20,0.0,10.3,6,17,09:53 AM,09:45 PM,06:53 AM,07:01 PM,23,28,28,25,20,66,79,74.4,1013,29,8,179,13,Mauritania
2020-09-21,30,27,0.0,11.6,7,25,10:56 AM,10:33 PM,06:53 AM,07:01 PM,24,32,32,28,24,17,78,0.0,1013,30,10,317,18,Mauritania
2020-09-22,30,27,0.0,11.6,7,32,11:59 AM,11:25 PM,06:53 AM,07:00 PM,22,31,31,28,34,6,71,0.0,1013,30,10,320,25,Mauritania
2020-09-23,29,26,0.0,11.6,7,40,01:00 PM,No moonset,06:53 AM,06:59 PM,22,30,30,28,30,4,72,0.0,1011,29,10,306,23,Mauritania
2020-09-24,29,26,0.0,11.6,7,47,01:59 PM,12:19 AM,06:53 AM,06:58 PM,22,30,30,27,22,12,71,0.0,1012,29,10,301,16,Mauritania
2020-09-25,32,28,0.0,11.6,6,55,02:54 PM,01:16 AM,06:53 AM,06:57 PM,22,33,33,29,19,35,65,1.6,1013,32,10,269,13,Mauritania
2020-09-26,38,29,0.0,11.6,8,62,03:45 PM,02:12 AM,06:53 AM,06:56 PM,21,36,36,33,39,2,51,0.0,1009,38,10,252,22,Mauritania
2020-09-27,38,31,0.0,11.6,8,70,04:30 PM,03:08 AM,06:54 AM,06:55 PM,18,35,35,34,34,0,44,0.0,1006,38,10,103,19,Mauritania
2020-09-28,30,27,0.0,11.6,7,78,05:12 PM,04:01 AM,06:54 AM,06:55 PM,23,32,32,28,22,1,74,0.0,1009,30,10,242,16,Mauritania
2020-09-29,31,26,0.0,11.6,7,85,05:50 PM,04:53 AM,06:54 AM,06:54 PM,20,30,30,28,26,2,61,0.0,1011,31,10,313,18,Mauritania
2020-09-30,33,27,0.0,11.6,8,93,06:25 PM,05:43 AM,06:54 AM,06:53 PM,20,32,32,30,39,5,57,0.0,1011,33,10,335,24,Mauritania
2020-10-01,36,29,0.0,11.6,8,97,07:00 PM,06:31 AM,06:54 AM,06:52 PM,18,33,33,32,50,3,46,0.0,1009,36,10,261,30,Mauritania
2020-10-02,35,30,0.0,11.6,8,100,07:33 PM,07:19 AM,06:55 AM,06:51 PM,17,33,33,32,51,2,42,0.0,1008,35,10,172,31,Mauritania
2020-10-03,32,27,0.0,11.6,7,89,08:07 PM,08:06 AM,06:55 AM,06:50 PM,18,31,31,29,41,1,50,0.0,1007,32,10,343,27,Mauritania
2020-10-04,33,27,0.0,11.6,7,82,08:43 PM,08:54 AM,06:55 AM,06:50 PM,20,32,32,29,19,6,59,0.0,1009,33,10,251,13,Mauritania
2020-10-05,29,27,0.0,8.8,6,74,09:21 PM,09:43 AM,06:55 AM,06:49 PM,21,31,31,28,19,54,68,2.9,1011,29,9,233,14,Mauritania
2020-10-06,29,27,0.0,11.6,7,67,10:02 PM,10:33 AM,06:55 AM,06:48 PM,21,30,30,28,23,18,67,0.0,1014,29,10,330,16,Mauritania
2020-10-07,33,27,0.0,10.2,7,60,10:47 PM,11:26 AM,06:56 AM,06:47 PM,21,32,32,29,38,22,61,0.1,1013,33,10,257,24,Mauritania
2020-10-08,37,29,0.0,11.6,8,53,11:36 PM,12:18 PM,06:56 AM,06:46 PM,19,35,35,33,43,9,47,0.0,1011,37,10,183,24,Mauritania
2020-10-09,38,31,0.0,11.6,8,45,No moonrise,01:12 PM,06:56 AM,06:46 PM,17,35,35,34,50,5,37,0.0,1010,38,10,145,26,Mauritania
2020-10-10,36,30,0.0,11.6,8,38,12:29 AM,02:05 PM,06:56 AM,06:45 PM,14,32,32,32,40,1,35,0.0,1010,36,10,158,20,Mauritania
2020-10-11,32,27,0.0,11.6,8,31,01:26 AM,02:57 PM,06:57 AM,06:44 PM,18,31,31,30,30,1,50,0.0,1010,32,10,320,16,Mauritania
2020-10-12,33,27,0.0,11.6,8,23,02:25 AM,03:46 PM,06:57 AM,06:43 PM,19,31,31,29,28,13,55,0.0,1010,33,10,329,16,Mauritania
2020-10-13,31,29,0.0,7.3,6,16,03:26 AM,04:33 PM,06:57 AM,06:43 PM,19,31,31,30,22,49,52,2.5,1011,31,10,208,12,Mauritania
2020-10-14,34,28,0.0,11.6,7,9,04:27 AM,05:18 PM,06:57 AM,06:42 PM,19,32,32,30,35,29,54,0.4,1012,34,10,173,20,Mauritania
2020-10-15,35,28,0.0,11.6,8,2,05:29 AM,06:02 PM,06:58 AM,06:41 PM,19,33,33,31,41,11,50,0.0,1011,35,10,258,22,Mauritania
2020-10-16,37,30,0.0,11.6,8,0,06:30 AM,06:46 PM,06:58 AM,06:40 PM,14,33,33,33,48,5,33,0.0,1010,37,10,112,24,Mauritania
2020-10-17,37,30,0.0,11.6,8,0,07:33 AM,07:33 PM,06:58 AM,06:40 PM,15,33,33,33,39,2,35,0.0,1009,37,10,158,20,Mauritania
2020-10-18,37,30,0.0,11.6,8,5,08:37 AM,08:21 PM,06:58 AM,06:39 PM,15,33,33,33,40,2,34,0.0,1010,37,10,129,20,Mauritania
2020-10-19,37,30,0.0,11.6,8,13,09:43 AM,09:14 PM,06:59 AM,06:38 PM,14,33,33,33,44,4,31,0.0,1011,37,10,42,22,Mauritania
2020-10-20,36,30,0.0,11.6,8,20,10:47 AM,10:09 PM,06:59 AM,06:38 PM,13,32,32,32,39,0,32,0.0,1012,36,10,121,20,Mauritania
2020-10-21,34,28,0.0,11.6,8,27,11:50 AM,11:07 PM,06:59 AM,06:37 PM,15,31,31,30,42,4,41,0.0,1012,34,10,223,23,Mauritania
2020-10-22,32,26,0.0,11.4,7,35,12:49 PM,No moonset,07:00 AM,06:37 PM,19,30,30,28,39,1,57,0.0,1011,32,10,256,25,Mauritania
2020-10-23,33,27,0.0,10.1,7,42,01:42 PM,12:05 AM,07:00 AM,06:36 PM,17,30,30,30,35,21,48,0.0,1012,33,10,262,19,Mauritania
2020-10-24,37,29,0.0,11.4,8,49,02:29 PM,01:02 AM,07:00 AM,06:35 PM,13,32,32,32,42,13,33,0.0,1011,37,10,67,21,Mauritania
2020-10-25,37,30,0.0,11.3,7,56,03:13 PM,01:57 AM,07:01 AM,06:35 PM,11,32,32,33,42,19,27,0.0,1011,37,10,43,22,Mauritania
2020-10-26,36,29,0.0,11.3,8,64,03:51 PM,02:50 AM,07:01 AM,06:34 PM,12,31,31,32,32,5,28,0.0,1010,36,10,120,16,Mauritania
2020-10-27,36,29,0.0,11.3,8,71,04:27 PM,03:40 AM,07:01 AM,06:34 PM,10,31,31,32,30,0,26,0.0,1010,36,10,135,15,Mauritania
2020-10-28,35,29,0.0,11.3,8,78,05:01 PM,04:28 AM,07:02 AM,06:33 PM,11,30,30,31,35,0,28,0.0,1011,35,10,88,18,Mauritania
2020-10-29,35,27,0.0,11.3,8,85,05:35 PM,05:16 AM,07:02 AM,06:33 PM,10,30,30,31,45,3,28,0.0,1012,35,10,35,24,Mauritania
2020-10-30,33,27,0.0,10.1,7,93,06:08 PM,06:03 AM,07:03 AM,06:32 PM,11,29,29,29,47,53,33,0.0,1012,33,10,102,27,Mauritania
2020-10-31,35,25,0.0,11.3,8,97,06:43 PM,06:51 AM,07:03 AM,06:32 PM,13,29,29,29,35,4,38,0.0,1012,35,10,237,20,Mauritania
2020-11-01,35,27,0.0,11.3,8,89,07:21 PM,07:40 AM,07:03 AM,06:31 PM,10,29,29,30,33,11,28,0.0,1011,35,10,91,17,Mauritania
2020-11-02,34,28,0.0,7.1,7,81,08:01 PM,08:29 AM,07:04 AM,06:31 PM,9,29,29,30,32,77,28,0.0,1010,34,10,165,16,Mauritania
2020-11-03,34,27,0.0,11.3,8,74,08:44 PM,09:21 AM,07:04 AM,06:30 PM,10,29,29,30,37,8,29,0.0,1011,34,10,162,19,Mauritania
2020-11-04,36,27,0.0,11.3,8,66,09:32 PM,10:14 AM,07:05 AM,06:30 PM,10,29,29,30,37,3,31,0.0,1009,36,10,154,18,Mauritania
2020-11-05,29,26,0.0,11.2,7,58,10:23 PM,11:07 AM,07:05 AM,06:29 PM,13,27,27,27,27,14,44,0.0,1009,29,10,326,15,Mauritania
2020-11-06,29,24,0.0,11.2,7,51,11:18 PM,12:00 PM,07:06 AM,06:29 PM,16,27,27,26,25,36,53,0.1,1013,29,10,331,17,Mauritania
2020-11-07,32,25,0.0,11.2,7,43,No moonrise,12:51 PM,07:06 AM,06:29 PM,14,28,28,28,36,6,44,0.0,1014,32,10,257,20,Mauritania
2020-11-08,33,27,0.0,11.2,8,36,12:14 AM,01:39 PM,07:07 AM,06:28 PM,15,30,30,29,42,5,42,0.0,1014,33,10,219,22,Mauritania
2020-11-09,35,27,0.0,11.2,8,28,01:13 AM,02:25 PM,07:07 AM,06:28 PM,11,29,29,30,33,3,33,0.0,1012,35,10,125,16,Mauritania
2020-11-10,34,27,0.0,11.2,8,21,02:11 AM,03:09 PM,07:08 AM,06:28 PM,9,29,29,30,31,0,27,0.0,1011,34,10,52,15,Mauritania
2020-11-11,35,26,0.0,11.2,8,13,03:11 AM,03:52 PM,07:08 AM,06:28 PM,9,29,29,30,30,0,26,0.0,1012,35,10,57,15,Mauritania
2020-11-12,34,27,0.0,11.2,8,6,04:10 AM,04:35 PM,07:09 AM,06:27 PM,8,29,29,30,39,9,25,0.0,1013,34,10,79,20,Mauritania
2020-11-13,34,26,0.0,11.2,8,0,05:11 AM,05:19 PM,07:09 AM,06:27 PM,9,28,28,29,31,2,27,0.0,1013,34,10,107,16,Mauritania
2020-11-14,33,26,0.0,11.2,7,0,06:14 AM,06:06 PM,07:10 AM,06:27 PM,8,28,28,29,34,0,26,0.0,1014,33,10,66,17,Mauritania
2020-11-15,33,25,0.0,11.2,7,0,07:19 AM,06:57 PM,07:10 AM,06:27 PM,7,28,28,29,33,0,26,0.0,1013,33,10,64,17,Mauritania
