date_time,Mauritania_maxtempC,Mauritania_mintempC,Mauritania_totalSnow_cm,Mauritania_sunHour,Mauritania_uvIndex,Mauritania_moon_illumination,Mauritania_moonrise,Mauritania_moonset,Mauritania_sunrise,Mauritania_sunset,Mauritania_DewPointC,Mauritania_FeelsLikeC,Mauritania_HeatIndexC,Mauritania_WindChillC,Mauritania_WindGustKmph,Mauritania_cloudcover,Mauritania_humidity,Mauritania_precipMM,Mauritania_pressure,Mauritania_tempC,Mauritania_visibility,Mauritania_winddirDegree,Mauritania_windspeedKmph,Mauritania_location
2020-11-16,33,26,0.0,11.2,7,2,08:25 AM,07:52 PM,07:11 AM,06:26 PM,7,28,28,29,39,3,26,0.0,1013,33,10,69,20,Mauritania
2020-11-17,32,25,0.0,11.2,6,9,09:32 AM,08:50 PM,07:11 AM,06:26 PM,8,27,27,29,40,45,27,0.0,1013,32,10,67,21,Mauritania
2020-11-18,33,25,0.0,11.1,7,17,10:34 AM,09:51 PM,07:12 AM,06:26 PM,8,27,27,28,39,0,27,0.0,1013,33,10,61,21,Mauritania
2020-11-19,32,24,0.0,11.1,7,24,11:33 AM,10:51 PM,07:12 AM,06:26 PM,7,27,27,28,38,6,27,0.0,1012,32,10,60,20,Mauritania
2020-11-20,32,25,0.0,11.1,6,32,12:24 PM,11:49 PM,07:13 AM,06:26 PM,7,27,27,28,37,43,26,0.0,1010,32,10,71,20,Mauritania
2020-11-21,31,25,0.0,11.1,7,39,01:10 PM,No moonset,07:14 AM,06:26 PM,8,27,27,28,29,22,28,0.0,1011,31,10,69,15,Mauritania
2020-11-22,32,26,0.0,11.1,7,47,01:51 PM,12:43 AM,07:14 AM,06:26 PM,8,28,28,29,28,21,28,0.0,1011,32,10,69,15,Mauritania
2020-11-23,32,26,0.0,11.1,7,54,02:28 PM,01:36 AM,07:15 AM,06:26 PM,7,27,27,29,41,33,27,0.0,1013,32,10,71,23,Mauritania
2020-11-24,28,24,0.0,11.1,7,62,03:03 PM,02:24 AM,07:15 AM,06:26 PM,4,25,25,26,41,31,25,0.0,1015,28,10,73,25,Mauritania
2020-11-25,29,22,0.0,11.1,7,70,03:36 PM,03:12 AM,07:16 AM,06:26 PM,3,25,25,25,37,13,24,0.0,1015,29,10,58,22,Mauritania
2020-11-26,29,23,0.0,11.1,7,77,04:09 PM,03:59 AM,07:17 AM,06:26 PM,6,25,25,25,34,16,30,0.0,1014,29,10,105,20,Mauritania
2020-11-27,25,19,0.0,10.1,5,85,04:44 PM,04:47 AM,07:17 AM,06:26 PM,12,23,23,22,38,24,54,0.0,1014,25,10,143,27,Mauritania
2020-11-28,26,18,0.0,11.1,6,92,05:20 PM,05:35 AM,07:18 AM,06:26 PM,12,23,23,22,31,4,55,0.0,1014,26,10,134,21,Mauritania
2020-11-29,26,20,0.0,11.1,6,100,05:59 PM,06:25 AM,07:18 AM,06:26 PM,12,24,24,23,27,4,51,0.0,1013,26,10,208,17,Mauritania
2020-11-30,24,19,0.0,11.1,6,100,06:42 PM,07:17 AM,07:19 AM,06:26 PM,13,22,23,22,29,3,58,0.0,1013,24,10,294,20,Mauritania
2020-12-01,26,20,0.0,10.1,5,89,07:29 PM,08:09 AM,07:20 AM,06:27 PM,13,24,24,23,29,48,54,0.0,1014,26,10,263,20,Mauritania
2020-12-02,26,22,0.0,11.1,6,82,08:19 PM,09:03 AM,07:20 AM,06:27 PM,15,25,25,23,33,20,63,0.3,1014,26,10,260,24,Mauritania
2020-12-03,27,20,0.0,11.1,6,75,09:14 PM,09:57 AM,07:21 AM,06:27 PM,14,24,24,23,36,6,58,0.0,1014,27,10,258,24,Mauritania
2020-12-04,27,21,0.0,11.1,6,67,10:09 PM,10:48 AM,07:21 AM,06:27 PM,14,25,25,24,34,22,58,0.0,1014,27,10,345,21,Mauritania
2020-12-05,28,21,0.0,11.1,6,60,11:07 PM,11:38 AM,07:22 AM,06:27 PM,11,25,25,24,33,9,45,0.0,1014,28,10,267,20,Mauritania
2020-12-06,27,21,0.0,11.1,6,53,No moonrise,12:23 PM,07:23 AM,06:28 PM,11,24,24,23,40,2,45,0.0,1014,27,10,67,26,Mauritania
2020-12-07,26,19,0.0,11.1,6,46,12:04 AM,01:07 PM,07:23 AM,06:28 PM,8,23,23,22,38,2,41,0.0,1016,26,10,35,25,Mauritania
2020-12-08,27,19,0.0,11.0,6,38,01:01 AM,01:48 PM,07:24 AM,06:28 PM,6,22,22,22,33,13,34,0.0,1016,27,10,76,20,Mauritania
2020-12-09,27,19,0.0,11.0,6,31,01:58 AM,02:29 PM,07:24 AM,06:28 PM,4,23,23,23,39,5,29,0.0,1015,27,10,36,23,Mauritania
2020-12-10,27,19,0.0,11.0,6,24,02:56 AM,03:11 PM,07:25 AM,06:29 PM,2,22,22,23,41,21,25,0.0,1015,27,10,43,25,Mauritania
2020-12-11,29,20,0.0,11.0,6,17,03:56 AM,03:55 PM,07:26 AM,06:29 PM,1,23,23,24,39,12,23,0.0,1015,29,10,54,22,Mauritania
2020-12-12,28,20,0.0,8.6,5,9,04:57 AM,04:42 PM,07:26 AM,06:29 PM,1,23,23,24,34,27,22,0.0,1014,28,10,53,19,Mauritania
2020-12-13,28,20,0.0,10.1,5,2,06:02 AM,05:34 PM,07:27 AM,06:30 PM,2,23,23,24,31,32,24,0.0,1012,28,10,79,16,Mauritania
2020-12-14,27,20,0.0,11.0,6,0,07:08 AM,06:30 PM,07:27 AM,06:30 PM,3,23,23,23,33,9,29,0.0,1012,27,10,138,17,Mauritania
2020-12-15,28,19,0.0,11.0,6,0,08:13 AM,07:31 PM,07:28 AM,06:31 PM,6,23,23,23,30,8,35,0.0,1011,28,10,136,16,Mauritania
2020-12-16,28,20,0.0,11.0,6,5,09:15 AM,08:33 PM,07:28 AM,06:31 PM,7,23,23,23,36,0,34,0.0,1013,28,10,142,19,Mauritania
2020-12-17,29,19,0.0,11.0,6,12,10:12 AM,09:34 PM,07:29 AM,06:32 PM,7,23,23,23,41,0,35,0.0,1014,29,10,25,23,Mauritania
2020-12-18,27,19,0.0,11.0,6,20,11:02 AM,10:31 PM,07:30 AM,06:32 PM,8,23,23,23,40,0,40,0.0,1014,27,10,73,22,Mauritania
2020-12-19,27,18,0.0,11.0,6,27,11:46 AM,11:26 PM,07:30 AM,06:32 PM,4,22,22,22,39,0,31,0.0,1014,27,10,41,23,Mauritania
2020-12-20,27,18,0.0,11.0,6,34,12:25 PM,No moonset,07:31 AM,06:33 PM,3,22,22,22,44,4,30,0.0,1015,27,10,56,25,Mauritania
2020-12-21,27,18,0.0,11.0,6,41,01:02 PM,12:17 AM,07:31 AM,06:33 PM,4,22,22,22,40,24,31,0.0,1016,27,10,62,23,Mauritania
2020-12-22,27,17,0.0,11.0,6,49,01:36 PM,01:07 AM,07:32 AM,06:34 PM,4,22,22,22,39,1,31,0.0,1015,27,10,67,22,Mauritania
2020-12-23,27,18,0.0,11.0,6,56,02:09 PM,01:54 AM,07:32 AM,06:34 PM,5,22,22,22,35,0,33,0.0,1013,27,10,67,19,Mauritania
2020-12-24,26,18,0.0,11.0,6,63,02:43 PM,02:41 AM,07:33 AM,06:35 PM,5,22,22,22,30,0,34,0.0,1011,26,10,157,15,Mauritania
2020-12-25,23,19,0.0,11.0,6,70,03:19 PM,03:29 AM,07:33 AM,06:36 PM,12,21,22,21,19,3,59,0.0,1011,23,10,279,12,Mauritania
2020-12-26,25,18,0.0,11.0,6,78,03:57 PM,04:18 AM,07:33 AM,06:36 PM,12,21,22,21,28,10,58,0.0,1013,25,10,257,16,Mauritania
2020-12-27,26,20,0.0,11.0,6,85,04:38 PM,05:09 AM,07:34 AM,06:37 PM,12,24,24,23,35,23,52,0.0,1012,26,10,214,19,Mauritania
2020-12-28,25,22,0.0,11.0,6,92,05:23 PM,06:02 AM,07:34 AM,06:37 PM,13,25,25,23,32,48,52,0.0,1013,25,10,264,17,Mauritania
2020-12-29,27,21,0.0,11.0,6,100,06:13 PM,06:56 AM,07:35 AM,06:38 PM,14,24,24,23,32,19,60,0.0,1012,27,10,173,19,Mauritania
2020-12-30,26,20,0.0,11.0,6,100,07:07 PM,07:51 AM,07:35 AM,06:38 PM,13,23,23,22,37,10,56,0.0,1012,26,10,256,21,Mauritania
2020-12-31,28,20,0.0,11.0,6,89,08:04 PM,08:44 AM,07:35 AM,06:39 PM,9,24,24,24,40,8,42,0.0,1013,28,10,218,21,Mauritania
2021-01-01,27,20,0.0,11.0,6,79,09:02 PM,09:35 AM,07:36 AM,06:40 PM,7,23,23,23,43,5,36,0.0,1014,27,10,23,25,Mauritania
2021-01-02,26,18,0.0,11.0,6,71,10:00 PM,10:22 AM,07:36 AM,06:40 PM,6,22,22,22,34,2,38,0.0,1013,26,10,69,19,Mauritania
2021-01-03,27,19,0.0,11.1,6,64,10:57 PM,11:06 AM,07:36 AM,06:41 PM,6,22,22,22,30,2,35,0.0,1012,27,10,153,16,Mauritania
2021-01-04,29,20,0.0,11.0,6,57,11:53 PM,11:48 AM,07:37 AM,06:41 PM,7,24,24,24,31,5,34,0.0,1013,29,10,103,16,Mauritania
2021-01-05,29,21,0.0,11.1,7,50,No moonrise,12:28 PM,07:37 AM,06:42 PM,10,25,25,24,31,22,42,0.0,1013,29,10,107,16,Mauritania
2021-01-06,29,22,0.0,8.6,6,42,12:49 AM,01:09 PM,07:37 AM,06:43 PM,12,25,25,24,31,76,45,0.0,1013,29,10,182,16,Mauritania
2021-01-07,28,21,0.0,11.1,6,35,01:47 AM,01:50 PM,07:38 AM,06:43 PM,12,25,25,24,38,13,49,0.0,1013,28,10,173,19,Mauritania
2021-01-08,25,20,0.0,11.1,6,28,02:45 AM,02:34 PM,07:38 AM,06:44 PM,16,23,23,22,42,0,69,0.0,1013,25,10,300,25,Mauritania
2021-01-09,24,17,0.0,11.1,6,20,03:47 AM,03:23 PM,07:38 AM,06:45 PM,13,20,21,20,44,1,64,0.0,1015,24,10,137,29,Mauritania
2021-01-10,24,16,0.0,10.1,5,13,04:50 AM,04:15 PM,07:38 AM,06:45 PM,7,20,20,20,51,28,45,0.0,1016,24,10,24,34,Mauritania
2021-01-11,22,16,0.0,10.1,4,6,05:54 AM,05:13 PM,07:38 AM,06:46 PM,3,19,19,19,46,59,35,0.0,1017,22,10,40,31,Mauritania
2021-01-12,25,18,0.0,11.1,6,0,06:57 AM,06:13 PM,07:38 AM,06:47 PM,5,21,21,21,40,35,36,0.0,1017,25,10,37,25,Mauritania
2021-01-13,27,17,0.0,11.1,6,0,07:56 AM,07:15 PM,07:39 AM,06:47 PM,3,21,21,21,43,5,31,0.0,1017,27,10,37,25,Mauritania
2021-01-14,27,18,0.0,11.1,6,1,08:49 AM,08:15 PM,07:39 AM,06:48 PM,3,22,22,22,41,6,27,0.0,1016,27,10,41,23,Mauritania
2021-01-15,27,19,0.0,10.1,5,8,09:37 AM,09:13 PM,07:39 AM,06:48 PM,1,22,22,23,44,20,24,0.0,1015,27,10,45,25,Mauritania
2021-01-16,26,19,0.0,11.1,6,16,10:19 AM,10:06 PM,07:39 AM,06:49 PM,-0,22,22,22,44,14,23,0.0,1014,26,10,50,25,Mauritania
2021-01-17,26,19,0.0,11.1,6,23,10:58 AM,10:57 PM,07:39 AM,06:50 PM,-2,22,22,22,43,26,19,0.0,1015,26,10,63,25,Mauritania
2021-01-18,26,18,0.0,11.1,6,30,11:33 AM,11:46 PM,07:39 AM,06:50 PM,-1,22,22,22,44,18,22,0.0,1015,26,10,63,25,Mauritania
2021-01-19,27,18,0.0,11.1,6,38,12:07 PM,No moonset,07:39 AM,06:51 PM,-1,22,22,22,41,7,22,0.0,1016,27,10,53,23,Mauritania
2021-01-20,27,18,0.0,11.1,6,45,12:41 PM,12:34 AM,07:39 AM,06:52 PM,-1,22,22,22,41,8,21,0.0,1015,27,10,49,22,Mauritania
2021-01-21,30,19,0.0,11.1,6,52,01:16 PM,01:22 AM,07:39 AM,06:52 PM,0,23,23,23,47,4,22,0.0,1014,30,10,52,24,Mauritania
2021-01-22,29,20,0.0,11.1,6,59,01:53 PM,02:10 AM,07:39 AM,06:53 PM,-1,23,23,24,48,4,20,0.0,1016,29,10,62,25,Mauritania
2021-01-23,29,19,0.0,10.1,5,67,02:32 PM,03:00 AM,07:39 AM,06:53 PM,-1,23,23,24,41,51,19,0.0,1015,29,10,64,21,Mauritania
2021-01-24,29,20,0.0,8.6,5,74,03:16 PM,03:52 AM,07:39 AM,06:54 PM,-1,23,23,24,40,42,19,0.0,1014,29,10,61,20,Mauritania
2021-01-25,30,19,0.0,11.2,6,81,04:03 PM,04:45 AM,07:38 AM,06:55 PM,-2,23,23,24,40,5,18,0.0,1013,30,10,63,20,Mauritania
2021-01-26,30,20,0.0,11.2,7,88,04:56 PM,05:40 AM,07:38 AM,06:55 PM,-1,24,24,24,41,1,18,0.0,1014,30,10,61,20,Mauritania
2021-01-27,31,20,0.0,11.2,7,96,05:52 PM,06:34 AM,07:38 AM,06:56 PM,-1,24,24,25,40,0,18,0.0,1013,31,10,59,20,Mauritania
2021-01-28,30,21,0.0,11.2,7,100,06:51 PM,07:27 AM,07:38 AM,06:56 PM,0,24,24,25,44,0,20,0.0,1013,30,10,66,22,Mauritania
2021-01-29,30,20,0.0,11.2,7,90,07:51 PM,08:16 AM,07:38 AM,06:57 PM,4,24,24,24,39,0,27,0.0,1014,30,10,94,20,Mauritania
2021-01-30,30,20,0.0,10.1,6,82,08:49 PM,09:03 AM,07:38 AM,06:57 PM,3,24,24,24,38,43,26,0.0,1014,30,10,38,19,Mauritania
2021-01-31,30,21,0.0,10.1,6,79,09:48 PM,09:47 AM,07:37 AM,06:58 PM,1,24,24,25,39,42,21,0.0,1014,30,10,54,20,Mauritania
2021-02-01,30,22,0.0,11.2,7,63,10:45 PM,10:28 AM,07:37 AM,06:58 PM,3,25,25,25,35,16,25,0.0,1013,30,10,90,17,Mauritania
2021-02-02,31,20,0.0,11.2,7,55,11:42 PM,11:09 AM,07:37 AM,06:59 PM,5,24,24,24,35,5,30,0.0,1013,31,10,115,17,Mauritania
2021-02-03,31,20,0.0,11.6,7,48,No moonrise,11:50 AM,07:36 AM,07:00 PM,4,25,25,24,36,0,29,0.0,1013,31,10,133,17,Mauritania
2021-02-04,25,19,0.0,11.6,6,40,12:40 AM,12:33 PM,07:36 AM,07:00 PM,10,22,22,21,43,11,51,0.0,1013,25,10,344,24,Mauritania
2021-02-05,22,17,0.0,11.6,5,33,01:40 AM,01:19 PM,07:36 AM,07:01 PM,13,19,19,19,44,23,70,0.0,1014,22,10,256,31,Mauritania
2021-02-06,23,15,0.0,11.6,4,25,02:41 AM,02:08 PM,07:35 AM,07:01 PM,9,18,19,18,42,32,55,0.0,1017,23,10,55,28,Mauritania
2021-02-07,25,16,0.0,11.6,6,18,03:43 AM,03:03 PM,07:35 AM,07:02 PM,4,20,20,20,41,0,37,0.0,1016,25,10,37,23,Mauritania
