date_time,Ukraine_maxtempC,Ukraine_mintempC,Ukraine_totalSnow_cm,Ukraine_sunHour,Ukraine_uvIndex,Ukraine_moon_illumination,Ukraine_moonrise,Ukraine_moonset,Ukraine_sunrise,Ukraine_sunset,Ukraine_DewPointC,Ukraine_FeelsLikeC,Ukraine_HeatIndexC,Ukraine_WindChillC,Ukraine_WindGustKmph,Ukraine_cloudcover,Ukraine_humidity,Ukraine_precipMM,Ukraine_pressure,Ukraine_tempC,Ukraine_visibility,Ukraine_winddirDegree,Ukraine_windspeedKmph,Ukraine_location
2020-05-21,14,7,0.0,12.6,3,0,03:47 AM,06:20 PM,04:02 AM,07:48 PM,2,8,10,8,23,37,58,0.6,1015,14,10,314,17,Ukraine
2020-05-22,11,5,0.0,10.6,2,0,04:08 AM,07:29 PM,04:01 AM,07:49 PM,2,5,8,5,25,71,68,0.5,1017,11,10,309,19,Ukraine
2020-05-23,11,6,0.0,11.6,2,3,04:33 AM,08:38 PM,04:00 AM,07:51 PM,4,6,8,6,20,68,75,1.1,1021,11,10,293,15,Ukraine
2020-05-24,14,7,0.0,11.8,3,10,05:07 AM,09:44 PM,03:59 AM,07:52 PM,5,10,11,10,9,56,67,0.2,1021,14,10,200,7,Ukraine
2020-05-25,12,10,0.0,10.0,3,17,05:49 AM,10:42 PM,03:58 AM,07:53 PM,8,10,11,10,16,94,84,5.3,1020,12,7,75,12,Ukraine
2020-05-26,13,4,0.0,10.0,3,25,06:41 AM,11:33 PM,03:57 AM,07:54 PM,10,9,11,9,18,95,90,9.0,1022,13,7,64,13,Ukraine
2020-05-27,16,11,0.0,10.0,3,32,07:45 AM,No moonset,03:56 AM,07:55 PM,10,12,13,12,15,88,84,7.8,1021,16,8,77,11,Ukraine
2020-05-28,19,12,0.0,11.8,4,39,08:56 AM,12:14 AM,03:55 AM,07:57 PM,11,15,15,15,19,62,77,6.7,1016,19,10,69,14,Ukraine
2020-05-29,19,8,0.0,10.0,4,47,10:13 AM,12:47 AM,03:54 AM,07:58 PM,12,14,15,14,14,84,82,4.8,1007,19,10,130,11,Ukraine
2020-05-30,17,11,0.0,11.8,4,54,11:33 AM,01:14 AM,03:53 AM,07:59 PM,11,14,14,14,9,58,82,6.1,1005,17,9,242,7,Ukraine
2020-05-31,18,11,0.0,10.3,3,58,12:53 PM,01:38 AM,03:52 AM,08:00 PM,10,13,14,13,18,85,77,3.2,1005,18,8,220,14,Ukraine
2020-06-01,12,10,0.0,10.3,3,71,02:15 PM,01:59 AM,03:52 AM,08:01 PM,9,9,11,9,25,90,86,19.5,1009,12,8,37,17,Ukraine
2020-06-02,12,8,0.0,10.3,3,79,03:38 PM,02:19 AM,03:51 AM,08:02 PM,6,7,9,7,26,92,81,2.2,1004,12,8,219,21,Ukraine
2020-06-03,16,8,0.0,10.3,3,86,05:02 PM,02:41 AM,03:50 AM,08:03 PM,8,11,12,11,24,69,75,1.5,1005,16,10,181,17,Ukraine
2020-06-04,19,10,0.0,12.0,4,94,06:26 PM,03:06 AM,03:50 AM,08:04 PM,9,14,15,14,18,53,71,4.3,1005,19,10,210,13,Ukraine
2020-06-05,21,13,0.0,10.4,4,100,07:47 PM,03:37 AM,03:49 AM,08:05 PM,13,16,17,16,19,74,81,5.6,1006,21,8,184,12,Ukraine
2020-06-06,25,16,0.0,12.8,5,100,09:02 PM,04:14 AM,03:49 AM,08:05 PM,16,20,21,20,21,53,78,2.1,1011,25,10,185,15,Ukraine
2020-06-07,26,19,0.0,14.5,6,84,10:04 PM,05:02 AM,03:48 AM,08:06 PM,16,23,23,22,15,24,71,0.3,1015,26,10,139,11,Ukraine
2020-06-08,27,19,0.0,14.5,6,76,10:54 PM,06:00 AM,03:48 AM,08:07 PM,17,24,24,23,19,8,69,0.0,1013,27,10,127,14,Ukraine
2020-06-09,27,19,0.0,12.9,5,69,11:33 PM,07:06 AM,03:47 AM,08:08 PM,17,24,24,23,20,46,70,1.6,1012,27,10,121,15,Ukraine
2020-06-10,28,21,0.0,13.7,6,61,No moonrise,08:15 AM,03:47 AM,08:08 PM,19,26,26,25,19,36,70,7.4,1012,28,10,127,14,Ukraine
2020-06-11,29,22,0.0,14.5,7,54,12:02 AM,09:25 AM,03:47 AM,08:09 PM,18,27,27,25,18,1,66,0.0,1010,29,10,97,14,Ukraine
2020-06-12,28,21,0.0,14.5,7,46,12:25 AM,10:34 AM,03:47 AM,08:10 PM,19,26,26,24,21,9,72,0.0,1007,28,10,70,15,Ukraine
2020-06-13,30,21,0.0,13.7,6,38,12:44 AM,11:42 AM,03:46 AM,08:10 PM,19,27,27,25,21,27,69,3.5,1006,30,10,69,15,Ukraine
2020-06-14,26,20,0.0,10.4,5,31,01:02 AM,12:47 PM,03:46 AM,08:11 PM,19,25,25,23,22,73,76,9.6,1006,26,9,112,16,Ukraine
2020-06-15,28,21,0.0,12.0,6,23,01:18 AM,01:53 PM,03:46 AM,08:11 PM,18,26,26,24,14,63,71,6.7,1011,28,9,128,10,Ukraine
2020-06-16,26,21,0.0,12.0,5,16,01:34 AM,02:59 PM,03:46 AM,08:12 PM,18,24,24,23,19,39,73,6.5,1011,26,10,110,13,Ukraine
2020-06-17,25,19,0.0,12.0,5,8,01:52 AM,04:06 PM,03:46 AM,08:12 PM,18,23,23,22,23,69,78,10.3,1010,25,9,103,16,Ukraine
2020-06-18,28,20,0.0,13.7,6,1,02:11 AM,05:15 PM,03:46 AM,08:12 PM,18,25,25,24,17,37,71,1.3,1011,28,10,114,13,Ukraine
2020-06-19,27,20,0.0,12.9,5,0,02:35 AM,06:24 PM,03:46 AM,08:13 PM,17,24,24,23,17,47,69,1.0,1011,27,10,113,12,Ukraine
2020-06-20,28,20,0.0,11.2,5,0,03:06 AM,07:32 PM,03:46 AM,08:13 PM,18,25,25,23,20,69,73,4.1,1008,28,10,76,14,Ukraine
2020-06-21,27,20,0.0,12.9,5,0,03:45 AM,08:35 PM,03:47 AM,08:13 PM,17,25,25,23,22,59,70,6.2,1006,27,10,86,15,Ukraine
2020-06-22,24,20,0.0,10.4,5,7,04:34 AM,09:30 PM,03:47 AM,08:13 PM,19,21,22,21,20,80,85,5.3,1008,24,10,64,15,Ukraine
2020-06-23,25,19,0.0,12.9,5,14,05:35 AM,10:15 PM,03:47 AM,08:13 PM,18,24,24,22,14,65,80,4.9,1011,25,9,71,11,Ukraine
2020-06-24,21,19,0.0,10.4,4,22,06:46 AM,10:51 PM,03:48 AM,08:13 PM,17,20,20,20,24,88,86,12.9,1017,21,9,57,16,Ukraine
2020-06-25,25,19,0.0,14.5,6,29,08:02 AM,11:20 PM,03:48 AM,08:13 PM,15,24,24,22,16,3,64,0.0,1026,25,10,60,13,Ukraine
2020-06-26,27,20,0.0,14.5,6,37,09:22 AM,11:44 PM,03:48 AM,08:13 PM,16,24,24,24,9,3,63,0.0,1026,27,10,114,7,Ukraine
2020-06-27,29,23,0.0,14.5,7,44,10:41 AM,No moonset,03:49 AM,08:13 PM,17,27,27,26,8,7,62,0.0,1020,29,10,204,7,Ukraine
2020-06-28,28,21,0.0,13.7,5,52,12:01 PM,12:05 AM,03:49 AM,08:13 PM,17,25,25,24,21,44,68,1.8,1013,28,10,227,15,Ukraine
2020-06-29,29,20,0.0,13.7,6,59,01:22 PM,12:25 AM,03:50 AM,08:13 PM,18,25,25,24,15,42,70,1.8,1007,29,10,283,11,Ukraine
2020-06-30,25,19,0.0,12.0,5,67,02:42 PM,12:46 AM,03:50 AM,08:13 PM,18,24,24,22,17,43,79,7.1,1007,25,10,210,12,Ukraine
2020-07-01,26,18,0.0,14.5,6,72,04:04 PM,01:09 AM,03:51 AM,08:12 PM,15,23,23,22,17,14,65,0.0,1013,26,10,280,13,Ukraine
2020-07-02,29,20,0.0,14.5,7,79,05:25 PM,01:36 AM,03:52 AM,08:12 PM,18,26,26,25,15,9,66,0.0,1014,29,10,216,11,Ukraine
2020-07-03,30,23,0.0,14.5,7,86,06:42 PM,02:09 AM,03:53 AM,08:12 PM,19,28,28,26,15,7,64,0.0,1012,30,10,182,12,Ukraine
2020-07-04,24,22,0.0,11.2,5,94,07:49 PM,02:51 AM,03:53 AM,08:11 PM,19,25,25,23,10,71,78,5.7,1013,24,10,273,7,Ukraine
2020-07-05,27,20,0.0,10.4,5,100,08:45 PM,03:44 AM,03:54 AM,08:11 PM,18,24,24,23,8,68,74,0.8,1013,27,9,212,6,Ukraine
2020-07-06,30,24,0.0,14.5,7,100,09:28 PM,04:47 AM,03:55 AM,08:10 PM,19,28,28,27,5,15,63,0.0,1012,30,10,211,4,Ukraine
2020-07-07,28,20,0.0,13.7,5,85,10:01 PM,05:56 AM,03:56 AM,08:10 PM,18,25,25,24,13,37,70,34.3,1006,28,9,249,8,Ukraine
2020-07-08,21,15,0.0,13.7,4,77,10:27 PM,07:07 AM,03:57 AM,08:09 PM,10,17,18,17,26,44,63,0.7,1013,21,9,311,20,Ukraine
2020-07-09,21,14,0.0,14.5,5,70,10:48 PM,08:17 AM,03:58 AM,08:08 PM,12,17,18,17,17,26,69,0.0,1018,21,10,280,12,Ukraine
2020-07-10,26,16,0.0,14.5,6,63,11:07 PM,09:26 AM,03:59 AM,08:08 PM,13,22,22,21,11,12,64,0.0,1020,26,10,215,8,Ukraine
2020-07-11,29,20,0.0,14.5,7,55,11:23 PM,10:33 AM,04:00 AM,08:07 PM,17,26,26,25,18,6,62,0.0,1018,29,10,194,13,Ukraine
2020-07-12,28,22,0.0,13.6,6,48,11:40 PM,11:39 AM,04:01 AM,08:06 PM,16,26,26,25,14,36,64,1.3,1015,28,10,202,11,Ukraine
2020-07-13,20,13,0.0,10.0,4,41,11:56 PM,12:44 PM,04:02 AM,08:05 PM,10,16,17,16,28,75,68,1.1,1015,20,8,341,22,Ukraine
2020-07-14,19,14,0.0,10.9,4,34,No moonrise,01:51 PM,04:03 AM,08:04 PM,11,16,16,16,26,54,71,1.1,1012,19,9,290,18,Ukraine
2020-07-15,23,14,0.0,13.6,4,26,12:15 AM,02:59 PM,04:04 AM,08:03 PM,11,18,19,18,20,27,65,0.2,1014,23,10,287,14,Ukraine
2020-07-16,25,16,0.0,12.7,5,19,12:37 AM,04:07 PM,04:05 AM,08:02 PM,13,20,21,20,9,37,62,0.1,1013,25,10,257,6,Ukraine
2020-07-17,26,18,0.0,11.8,5,12,01:04 AM,05:16 PM,04:06 AM,08:01 PM,14,23,23,22,11,58,62,1.7,1013,26,10,156,8,Ukraine
2020-07-18,27,19,0.0,13.6,5,5,01:39 AM,06:21 PM,04:07 AM,08:00 PM,15,23,23,23,9,33,61,0.2,1016,27,10,121,7,Ukraine
2020-07-19,25,18,0.0,14.5,5,0,02:24 AM,07:21 PM,04:08 AM,07:59 PM,15,23,23,22,12,26,67,0.1,1017,25,10,62,9,Ukraine
2020-07-20,26,19,0.0,13.5,5,0,03:21 AM,08:10 PM,04:10 AM,07:58 PM,15,23,23,22,8,33,64,0.1,1014,26,10,100,6,Ukraine
2020-07-21,27,19,0.0,11.6,5,2,04:29 AM,08:50 PM,04:11 AM,07:57 PM,15,24,24,23,16,50,62,2.0,1013,27,10,279,11,Ukraine
2020-07-22,22,16,0.0,12.6,4,10,05:46 AM,09:22 PM,04:12 AM,07:56 PM,11,19,20,19,25,45,62,1.0,1015,22,10,302,18,Ukraine
2020-07-23,22,15,0.0,14.5,5,17,07:07 AM,09:48 PM,04:13 AM,07:55 PM,10,19,20,19,13,23,57,0.0,1016,22,10,272,10,Ukraine
2020-07-24,24,16,0.0,11.6,5,24,08:28 AM,10:10 PM,04:15 AM,07:53 PM,12,20,21,20,11,61,63,3.4,1015,24,10,207,7,Ukraine
2020-07-25,26,16,0.0,13.5,5,32,09:50 AM,10:31 PM,04:16 AM,07:52 PM,13,22,22,21,17,32,62,2.2,1015,26,10,147,13,Ukraine
2020-07-26,30,19,0.0,14.5,7,39,11:11 AM,10:52 PM,04:17 AM,07:51 PM,15,25,25,24,14,49,59,1.9,1015,30,10,179,10,Ukraine
2020-07-27,29,20,0.0,14.5,7,46,12:31 PM,11:14 PM,04:19 AM,07:49 PM,15,25,25,25,12,39,55,0.9,1016,29,10,116,9,Ukraine
2020-07-28,30,21,0.0,14.5,7,53,01:52 PM,11:39 PM,04:20 AM,07:48 PM,16,27,27,26,7,24,59,0.0,1015,30,10,159,6,Ukraine
2020-07-29,31,23,0.0,14.5,6,61,03:12 PM,No moonset,04:22 AM,07:46 PM,16,28,28,27,12,20,53,0.4,1016,31,10,217,9,Ukraine
2020-07-30,27,22,0.0,13.5,5,68,04:28 PM,12:09 AM,04:23 AM,07:45 PM,17,25,25,24,12,55,65,3.6,1017,27,10,253,9,Ukraine
2020-07-31,22,17,0.0,12.5,5,72,05:38 PM,12:47 AM,04:24 AM,07:43 PM,12,19,20,19,18,50,64,0.4,1014,22,10,290,14,Ukraine
2020-08-01,21,14,0.0,10.5,4,82,06:37 PM,01:35 AM,04:26 AM,07:42 PM,12,17,18,17,19,58,72,7.0,1009,21,10,298,14,Ukraine
2020-08-02,22,15,0.0,14.5,4,90,07:24 PM,02:33 AM,04:27 AM,07:40 PM,12,18,18,18,17,26,67,0.1,1013,22,10,332,13,Ukraine
2020-08-03,25,17,0.0,14.5,6,97,08:01 PM,03:39 AM,04:29 AM,07:39 PM,12,21,21,21,9,7,60,0.0,1016,25,10,198,7,Ukraine
2020-08-04,27,18,0.0,14.5,6,100,08:29 PM,04:49 AM,04:30 AM,07:37 PM,12,22,22,22,18,16,54,0.0,1015,27,10,151,13,Ukraine
2020-08-05,29,19,0.0,14.5,7,88,08:52 PM,06:00 AM,04:32 AM,07:35 PM,13,24,24,24,14,15,52,0.0,1018,29,10,125,9,Ukraine
2020-08-06,29,21,0.0,14.5,7,81,09:11 PM,07:10 AM,04:33 AM,07:34 PM,14,26,26,25,11,11,52,0.0,1021,29,10,89,8,Ukraine
2020-08-07,26,21,0.0,14.5,6,74,09:28 PM,08:18 AM,04:35 AM,07:32 PM,16,25,25,23,21,13,65,0.0,1023,26,10,37,16,Ukraine
2020-08-08,27,20,0.0,14.5,6,67,09:44 PM,09:25 AM,04:36 AM,07:30 PM,15,24,24,23,18,18,62,0.0,1022,27,10,47,13,Ukraine
2020-08-09,26,19,0.0,13.5,5,59,10:01 PM,10:30 AM,04:38 AM,07:28 PM,15,23,23,22,14,49,64,0.5,1018,26,10,41,10,Ukraine
2020-08-10,27,20,0.0,12.4,5,52,10:18 PM,11:37 AM,04:39 AM,07:26 PM,15,24,24,23,9,55,62,3.8,1016,27,10,94,6,Ukraine
2020-08-11,28,21,0.0,14.5,6,45,10:38 PM,12:43 PM,04:41 AM,07:25 PM,16,25,25,24,10,43,62,1.4,1015,28,10,220,7,Ukraine
2020-08-12,21,17,0.0,14.5,5,38,11:03 PM,01:51 PM,04:42 AM,07:23 PM,11,19,19,19,20,23,64,0.0,1017,21,10,71,15,Ukraine
2020-08-13,21,14,0.0,13.4,4,30,11:34 PM,02:59 PM,04:44 AM,07:21 PM,10,17,18,17,16,32,63,0.0,1019,21,10,319,12,Ukraine
2020-08-14,21,14,0.0,14.5,5,23,No moonrise,04:05 PM,04:45 AM,07:19 PM,8,17,18,17,14,18,57,0.0,1018,21,10,55,11,Ukraine
2020-08-15,24,14,0.0,14.5,6,16,12:13 AM,05:07 PM,04:47 AM,07:17 PM,10,19,20,19,7,6,55,0.0,1019,24,10,68,6,Ukraine
2020-08-16,25,16,0.0,14.5,6,8,01:04 AM,06:01 PM,04:48 AM,07:15 PM,10,21,21,21,8,13,53,0.0,1018,25,10,261,6,Ukraine
2020-08-17,28,18,0.0,14.5,6,1,02:08 AM,06:45 PM,04:50 AM,07:13 PM,12,23,23,23,10,10,52,0.0,1017,28,10,272,7,Ukraine
2020-08-18,30,20,0.0,14.5,7,0,03:22 AM,07:21 PM,04:51 AM,07:11 PM,11,25,25,25,10,7,44,0.0,1012,30,10,184,7,Ukraine
2020-08-19,30,20,0.0,14.5,7,0,04:43 AM,07:49 PM,04:53 AM,07:09 PM,10,26,26,25,17,20,39,0.0,1007,30,10,180,11,Ukraine
2020-08-20,31,21,0.0,14.5,6,6,06:07 AM,08:13 PM,04:54 AM,07:07 PM,11,27,27,26,10,31,40,0.9,1008,31,10,255,6,Ukraine
2020-08-21,26,20,0.0,12.3,5,13,07:31 AM,08:35 PM,04:56 AM,07:05 PM,16,24,24,23,16,42,67,2.3,1013,26,10,307,11,Ukraine
2020-08-22,23,17,0.0,11.2,4,20,08:55 AM,08:56 PM,04:57 AM,07:03 PM,14,19,20,19,16,65,73,1.9,1018,23,10,53,13,Ukraine
2020-08-23,26,16,0.0,14.4,6,28,10:18 AM,09:18 PM,04:59 AM,07:01 PM,13,22,22,21,11,20,60,0.0,1016,26,10,160,8,Ukraine
2020-08-24,22,20,0.0,10.9,5,35,11:41 AM,09:42 PM,05:01 AM,06:59 PM,12,20,21,20,14,52,59,1.9,1013,22,9,212,9,Ukraine
2020-08-25,22,18,0.0,12.1,5,42,01:02 PM,10:10 PM,05:02 AM,06:57 PM,16,20,21,20,16,61,80,9.4,1012,22,9,171,11,Ukraine
2020-08-26,24,15,0.0,13.5,6,50,02:19 PM,10:46 PM,05:04 AM,06:55 PM,13,20,21,20,15,21,66,19.5,1012,24,9,274,11,Ukraine
2020-08-27,22,17,0.0,10.9,4,57,03:31 PM,11:31 PM,05:05 AM,06:53 PM,11,19,20,19,27,47,61,1.0,1009,22,10,249,19,Ukraine
2020-08-28,19,15,0.0,8.4,4,64,04:32 PM,No moonset,05:07 AM,06:50 PM,12,17,17,17,27,84,73,0.1,1009,19,10,277,20,Ukraine
2020-08-29,27,16,0.0,13.4,6,71,05:23 PM,12:24 AM,05:08 AM,06:48 PM,13,22,22,21,18,5,64,0.0,1014,27,10,208,12,Ukraine
2020-08-30,30,21,0.0,13.4,7,79,06:01 PM,01:28 AM,05:10 AM,06:46 PM,11,26,26,25,26,4,41,0.0,1014,30,10,192,17,Ukraine
2020-08-31,31,23,0.0,13.3,7,82,06:32 PM,02:36 AM,05:11 AM,06:44 PM,10,27,27,26,25,7,36,0.0,1012,31,10,198,16,Ukraine
2020-09-01,32,22,0.0,13.3,7,97,06:56 PM,03:47 AM,05:13 AM,06:42 PM,15,27,27,27,16,9,52,0.0,1011,32,10,76,11,Ukraine
2020-09-02,32,23,0.0,13.3,7,100,07:16 PM,04:57 AM,05:14 AM,06:40 PM,10,27,27,27,16,9,35,0.0,1013,32,10,105,12,Ukraine
2020-09-03,28,20,0.0,13.2,5,88,07:34 PM,06:05 AM,05:16 AM,06:37 PM,15,25,25,24,14,21,59,0.1,1017,28,10,323,10,Ukraine
2020-09-04,21,16,0.0,10.7,4,81,07:50 PM,07:13 AM,05:17 AM,06:35 PM,13,18,19,18,23,58,74,3.2,1019,21,9,343,18,Ukraine
2020-09-05,23,17,0.0,13.1,5,73,08:05 PM,08:19 AM,05:19 AM,06:33 PM,14,19,20,19,16,62,73,0.6,1017,23,10,181,12,Ukraine
2020-09-06,27,17,0.0,13.1,6,66,08:22 PM,09:25 AM,05:21 AM,06:31 PM,12,22,22,22,6,15,58,0.0,1016,27,10,42,5,Ukraine
2020-09-07,30,19,0.0,13.1,7,58,08:41 PM,10:31 AM,05:22 AM,06:29 PM,12,24,24,24,10,8,50,0.0,1017,30,10,141,7,Ukraine
2020-09-08,20,14,0.0,13.0,4,50,09:03 PM,11:38 AM,05:24 AM,06:26 PM,10,17,18,17,22,44,65,11.1,1022,20,10,308,18,Ukraine
2020-09-09,22,14,0.0,11.9,4,43,09:31 PM,12:45 PM,05:25 AM,06:24 PM,11,18,19,18,23,28,63,0.0,1021,22,10,277,17,Ukraine
2020-09-10,25,16,0.0,13.0,6,35,10:05 PM,01:51 PM,05:27 AM,06:22 PM,13,20,21,20,20,13,67,0.0,1016,25,10,265,15,Ukraine
2020-09-11,21,16,0.0,12.9,4,28,10:50 PM,02:54 PM,05:28 AM,06:20 PM,9,18,18,18,9,15,56,0.0,1020,21,10,268,7,Ukraine
2020-09-12,25,14,0.0,12.9,6,20,11:47 PM,03:50 PM,05:30 AM,06:18 PM,8,20,20,20,7,0,47,0.0,1023,25,10,110,6,Ukraine
2020-09-13,27,15,0.0,12.8,6,13,No moonrise,04:38 PM,05:31 AM,06:15 PM,8,21,21,21,14,7,45,0.0,1023,27,10,233,10,Ukraine
2020-09-14,24,17,0.0,12.8,6,5,12:56 AM,05:17 PM,05:33 AM,06:13 PM,13,20,20,20,20,8,65,0.0,1024,24,10,316,16,Ukraine
2020-09-15,27,17,0.0,12.8,6,0,02:13 AM,05:48 PM,05:34 AM,06:11 PM,15,22,22,21,13,12,68,0.0,1025,27,10,314,10,Ukraine
2020-09-16,30,19,0.0,12.7,7,0,03:37 AM,06:14 PM,05:36 AM,06:09 PM,15,26,26,25,7,4,60,0.0,1022,30,10,195,5,Ukraine
2020-09-17,27,19,0.0,12.7,5,0,05:02 AM,06:36 PM,05:37 AM,06:07 PM,10,23,23,22,29,21,51,2.6,1015,27,10,246,21,Ukraine
2020-09-18,15,10,0.0,9.2,3,2,06:28 AM,06:58 PM,05:39 AM,06:04 PM,5,10,12,10,30,59,61,0.0,1018,15,10,313,23,Ukraine
2020-09-19,19,9,0.0,12.6,5,10,07:54 AM,07:19 PM,05:40 AM,06:02 PM,5,13,14,13,20,13,57,0.0,1022,19,10,312,15,Ukraine
2020-09-20,19,12,0.0,12.6,4,17,09:20 AM,07:43 PM,05:42 AM,06:00 PM,6,15,15,15,11,21,58,0.0,1023,19,10,172,8,Ukraine
2020-09-21,25,11,0.0,11.6,5,25,10:45 AM,08:10 PM,05:43 AM,05:58 PM,6,18,18,18,6,19,47,0.0,1023,25,10,164,4,Ukraine
2020-09-22,26,16,0.0,11.6,6,32,12:08 PM,08:44 PM,05:45 AM,05:56 PM,6,21,21,21,11,0,39,0.0,1022,26,10,193,9,Ukraine
2020-09-23,25,17,0.0,11.6,6,40,01:24 PM,09:26 PM,05:46 AM,05:53 PM,2,20,20,20,13,1,29,0.0,1017,25,10,166,10,Ukraine
2020-09-24,26,16,0.0,11.6,6,47,02:29 PM,10:18 PM,05:48 AM,05:51 PM,3,20,21,20,13,5,32,0.0,1014,26,10,138,9,Ukraine
2020-09-25,26,16,0.0,11.6,6,55,03:23 PM,11:19 PM,05:49 AM,05:49 PM,6,20,20,20,15,25,41,0.0,1011,26,10,144,9,Ukraine
2020-09-26,25,17,0.0,11.6,6,62,04:05 PM,No moonset,05:51 AM,05:47 PM,10,22,22,21,30,19,51,0.0,1007,25,10,128,20,Ukraine
2020-09-27,21,15,0.0,7.4,4,70,04:36 PM,12:26 AM,05:52 AM,05:45 PM,11,19,20,19,33,61,58,13.4,1007,21,9,180,22,Ukraine
2020-09-28,19,11,0.0,11.6,4,78,05:02 PM,01:36 AM,05:54 AM,05:42 PM,8,16,16,16,12,25,59,0.0,1020,19,10,137,9,Ukraine
2020-09-29,22,14,0.0,10.2,4,85,05:23 PM,02:46 AM,05:56 AM,05:40 PM,9,17,18,17,21,42,56,0.4,1013,22,10,94,14,Ukraine
2020-09-30,16,13,0.0,5.9,3,93,05:40 PM,03:55 AM,05:57 AM,05:38 PM,10,13,14,13,32,97,76,13.1,1006,16,9,97,23,Ukraine
2020-10-01,18,7,0.0,5.9,4,97,05:56 PM,05:02 AM,05:59 AM,05:36 PM,11,14,14,14,26,79,79,7.6,1009,18,8,112,18,Ukraine
2020-10-02,16,13,0.0,5.7,3,100,06:12 PM,06:09 AM,06:00 AM,05:34 PM,11,13,14,13,24,85,82,9.9,1012,16,8,125,17,Ukraine
2020-10-03,20,13,0.0,8.7,5,89,06:28 PM,07:15 AM,06:02 AM,05:31 PM,12,16,16,16,21,56,75,0.2,1018,20,10,145,14,Ukraine
2020-10-04,22,16,0.0,8.7,5,82,06:46 PM,08:21 AM,06:03 AM,05:29 PM,11,18,19,18,31,30,65,0.0,1020,22,10,144,21,Ukraine
2020-10-05,20,15,0.0,8.7,5,74,07:06 PM,09:28 AM,06:05 AM,05:27 PM,8,18,18,18,38,29,54,0.1,1021,20,10,148,25,Ukraine
2020-10-06,20,15,0.0,4.2,4,67,07:31 PM,10:35 AM,06:06 AM,05:25 PM,7,17,17,17,34,61,52,1.5,1018,20,10,157,22,Ukraine
2020-10-07,20,16,0.0,7.2,4,60,08:02 PM,11:42 AM,06:08 AM,05:23 PM,14,18,18,18,18,74,79,30.5,1013,20,7,146,12,Ukraine
2020-10-08,19,15,0.0,4.2,4,53,08:42 PM,12:45 PM,06:09 AM,05:20 PM,13,17,17,17,20,68,82,0.6,1015,19,9,135,13,Ukraine
2020-10-09,21,15,0.0,8.7,5,45,09:33 PM,01:43 PM,06:11 AM,05:18 PM,11,18,18,18,11,43,64,0.0,1019,21,10,129,7,Ukraine
2020-10-10,19,15,0.0,7.2,4,38,10:35 PM,02:32 PM,06:13 AM,05:16 PM,9,17,17,17,10,60,60,0.2,1018,19,10,76,7,Ukraine
2020-10-11,19,13,0.0,5.7,4,31,11:47 PM,03:13 PM,06:14 AM,05:14 PM,8,16,16,16,8,47,60,0.5,1014,19,10,113,6,Ukraine
2020-10-12,21,14,0.0,8.7,5,23,No moonrise,03:47 PM,06:16 AM,05:12 PM,11,17,17,17,9,18,69,0.0,1015,21,10,207,6,Ukraine
2020-10-13,20,14,0.0,8.7,5,16,01:06 AM,04:13 PM,06:17 AM,05:10 PM,11,17,17,17,23,17,68,0.0,1013,20,10,122,15,Ukraine
2020-10-14,18,13,0.0,8.7,5,9,02:29 AM,04:37 PM,06:19 AM,05:08 PM,9,16,16,16,24,30,63,0.1,1009,18,10,187,17,Ukraine
2020-10-15,18,11,0.0,8.7,4,2,03:54 AM,04:58 PM,06:21 AM,05:06 PM,4,14,14,14,20,29,50,0.0,1015,18,10,199,14,Ukraine
2020-10-16,14,12,0.0,4.1,3,0,05:21 AM,05:20 PM,06:22 AM,05:04 PM,9,13,13,13,12,76,74,0.1,1012,14,10,103,9,Ukraine
2020-10-17,12,7,0.0,4.0,3,0,06:48 AM,05:42 PM,06:24 AM,05:02 PM,9,9,11,9,21,99,85,69.7,1009,12,6,50,15,Ukraine
2020-10-18,11,8,0.0,3.9,2,5,08:16 AM,06:07 PM,06:26 AM,04:59 PM,5,7,9,7,24,84,76,0.3,1011,11,10,270,17,Ukraine
2020-10-19,10,8,0.0,8.7,2,13,09:44 AM,06:39 PM,06:27 AM,04:57 PM,1,6,9,6,22,39,62,0.4,1020,10,10,276,17,Ukraine
2020-10-20,10,5,0.0,8.7,3,20,11:07 AM,07:19 PM,06:29 AM,04:55 PM,2,5,8,5,20,16,70,0.0,1026,10,10,277,14,Ukraine
2020-10-21,12,7,0.0,5.5,2,27,12:20 PM,08:08 PM,06:31 AM,04:53 PM,3,7,9,7,19,66,68,0.0,1024,12,10,220,13,Ukraine
2020-10-22,15,9,0.0,8.7,4,35,01:20 PM,09:08 PM,06:32 AM,04:51 PM,4,11,12,11,21,45,59,0.0,1020,15,10,247,13,Ukraine
2020-10-23,17,12,0.0,8.7,4,42,02:07 PM,10:15 PM,06:34 AM,04:49 PM,7,14,14,14,15,39,63,0.0,1016,17,10,247,10,Ukraine
2020-10-24,14,12,0.0,3.8,3,49,02:42 PM,11:26 PM,06:36 AM,04:48 PM,9,12,13,12,17,73,80,0.8,1012,14,8,269,12,Ukraine
2020-10-25,19,11,0.0,8.7,5,56,03:09 PM,No moonset,06:37 AM,04:46 PM,10,14,15,14,10,22,74,0.0,1018,19,10,258,7,Ukraine
2020-10-26,15,11,0.0,8.7,4,64,03:30 PM,12:36 AM,06:39 AM,04:44 PM,7,11,13,11,20,42,67,0.0,1019,15,10,127,13,Ukraine
