date_time,Canada%2C%20Alberta_maxtempC,Canada%2C%20Alberta_mintempC,Canada%2C%20Alberta_totalSnow_cm,Canada%2C%20Alberta_sunHour,Canada%2C%20Alberta_uvIndex,Canada%2C%20Alberta_moon_illumination,Canada%2C%20Alberta_moonrise,Canada%2C%20Alberta_moonset,Canada%2C%20Alberta_sunrise,Canada%2C%20Alberta_sunset,Canada%2C%20Alberta_DewPointC,Canada%2C%20Alberta_FeelsLikeC,Canada%2C%20Alberta_HeatIndexC,Canada%2C%20Alberta_WindChillC,Canada%2C%20Alberta_WindGustKmph,Canada%2C%20Alberta_cloudcover,Canada%2C%20Alberta_humidity,Canada%2C%20Alberta_precipMM,Canada%2C%20Alberta_pressure,Canada%2C%20Alberta_tempC,Canada%2C%20Alberta_visibility,Canada%2C%20Alberta_winddirDegree,Canada%2C%20Alberta_windspeedKmph,Canada%2C%20Alberta_location
2020-05-29,17,10,0.0,10.2,3,47,11:13 AM,01:45 AM,04:15 AM,08:49 PM,8,12,13,12,20,72,71,0.7,1019,17,9,123,13,Canada%2C%20Alberta
2020-05-30,21,9,0.0,14.5,5,54,12:36 PM,02:06 AM,04:14 AM,08:50 PM,10,14,15,14,31,27,71,0.0,1015,21,10,126,20,Canada%2C%20Alberta
2020-05-31,25,16,0.0,11.1,5,58,02:00 PM,02:25 AM,04:13 AM,08:51 PM,14,20,21,20,45,74,78,16.3,995,25,8,176,28,Canada%2C%20Alberta
2020-06-01,18,10,0.0,13.7,4,71,03:26 PM,02:43 AM,04:12 AM,08:52 PM,7,12,14,12,40,50,62,18.3,1004,18,9,295,25,Canada%2C%20Alberta
2020-06-02,19,7,0.0,14.5,3,79,04:52 PM,03:01 AM,04:12 AM,08:53 PM,7,12,14,12,20,41,70,2.8,1010,19,9,218,13,Canada%2C%20Alberta
2020-06-03,14,8,0.0,11.1,3,86,06:20 PM,03:21 AM,04:11 AM,08:55 PM,7,8,11,8,40,80,80,26.1,1007,14,8,318,28,Canada%2C%20Alberta
2020-06-04,13,6,0.0,11.1,3,94,07:48 PM,03:44 AM,04:10 AM,08:56 PM,6,7,9,7,24,67,82,3.7,1012,13,10,201,15,Canada%2C%20Alberta
2020-06-05,18,6,0.0,12.0,3,100,09:10 PM,04:14 AM,04:09 AM,08:57 PM,8,11,12,11,26,57,76,2.5,1011,18,10,127,17,Canada%2C%20Alberta
2020-06-06,14,8,0.0,11.1,3,100,10:21 PM,04:53 AM,04:09 AM,08:58 PM,10,9,12,9,30,83,87,5.7,1002,14,10,94,21,Canada%2C%20Alberta
2020-06-07,9,4,0.0,10.3,2,84,11:19 PM,05:44 AM,04:08 AM,08:58 PM,7,5,8,5,32,100,97,78.3,994,9,7,91,22,Canada%2C%20Alberta
2020-06-08,6,-3,1.8,10.3,1,76,No moonrise,06:45 AM,04:08 AM,08:59 PM,4,-1,4,-1,37,96,94,13.1,1003,6,6,305,26,Canada%2C%20Alberta
2020-06-09,15,5,0.0,14.3,3,69,12:02 AM,07:55 AM,04:07 AM,09:00 PM,6,9,11,9,17,49,77,3.7,1008,15,10,258,11,Canada%2C%20Alberta
2020-06-10,19,7,0.0,14.3,3,61,12:33 AM,09:08 AM,04:07 AM,09:01 PM,8,12,13,12,21,69,72,2.5,1010,19,10,270,14,Canada%2C%20Alberta
2020-06-11,19,10,0.0,13.5,4,54,12:57 AM,10:20 AM,04:07 AM,09:02 PM,10,14,15,14,17,66,77,7.4,1013,19,10,171,11,Canada%2C%20Alberta
2020-06-12,24,11,0.0,16.6,4,46,01:16 AM,11:32 AM,04:06 AM,09:02 PM,13,17,18,17,20,38,77,0.1,1011,24,8,122,12,Canada%2C%20Alberta
2020-06-13,22,13,0.0,14.3,4,38,01:32 AM,12:41 PM,04:06 AM,09:03 PM,15,18,18,18,22,71,83,4.2,1001,22,9,125,14,Canada%2C%20Alberta
2020-06-14,18,14,0.0,13.5,4,31,01:46 AM,01:50 PM,04:06 AM,09:03 PM,13,15,16,15,29,77,83,23.9,990,18,9,132,18,Canada%2C%20Alberta
2020-06-15,14,8,0.0,13.5,3,23,01:59 AM,02:58 PM,04:06 AM,09:04 PM,9,9,11,9,25,80,87,9.7,995,14,8,276,17,Canada%2C%20Alberta
2020-06-16,17,7,0.0,12.7,3,16,02:13 AM,04:07 PM,04:06 AM,09:04 PM,10,10,12,10,16,81,84,5.9,1004,17,9,209,10,Canada%2C%20Alberta
2020-06-17,13,6,0.0,13.5,3,8,02:29 AM,05:18 PM,04:06 AM,09:05 PM,10,9,11,9,22,80,90,3.8,1014,13,9,212,15,Canada%2C%20Alberta
2020-06-18,16,8,0.0,16.6,3,1,02:48 AM,06:30 PM,04:06 AM,09:05 PM,7,12,13,12,11,45,73,0.2,1019,16,10,112,7,Canada%2C%20Alberta
2020-06-19,20,8,0.0,17.0,5,0,03:11 AM,07:42 PM,04:06 AM,09:05 PM,8,13,14,13,14,9,70,0.0,1012,20,10,161,9,Canada%2C%20Alberta
2020-06-20,20,9,0.0,17.0,5,0,03:42 AM,08:50 PM,04:06 AM,09:06 PM,8,14,14,14,19,5,68,0.0,1008,20,10,137,12,Canada%2C%20Alberta
2020-06-21,20,9,0.0,15.9,4,0,04:23 AM,09:51 PM,04:06 AM,09:06 PM,11,14,15,14,18,37,79,0.5,1008,20,10,108,11,Canada%2C%20Alberta
2020-06-22,23,11,0.0,17.0,5,7,05:17 AM,10:41 PM,04:07 AM,09:06 PM,13,16,17,16,11,22,77,1.6,1015,23,10,216,7,Canada%2C%20Alberta
2020-06-23,26,13,0.0,14.3,5,14,06:23 AM,11:20 PM,04:07 AM,09:06 PM,15,19,20,19,25,56,82,9.2,1009,26,10,212,15,Canada%2C%20Alberta
2020-06-24,18,11,0.0,13.5,3,22,07:40 AM,11:50 PM,04:07 AM,09:06 PM,13,13,15,13,18,77,89,28.3,1008,18,9,265,13,Canada%2C%20Alberta
2020-06-25,22,11,0.0,17.0,5,29,09:01 AM,No moonset,04:08 AM,09:06 PM,12,17,17,17,16,31,76,0.2,1011,22,10,241,9,Canada%2C%20Alberta
2020-06-26,21,12,0.0,15.1,4,37,10:23 AM,12:13 AM,04:08 AM,09:06 PM,12,16,16,16,13,60,80,8.3,1008,21,9,156,8,Canada%2C%20Alberta
2020-06-27,12,3,0.0,12.7,3,44,11:47 AM,12:33 AM,04:09 AM,09:06 PM,11,9,11,9,21,89,93,26.7,1003,12,7,284,14,Canada%2C%20Alberta
2020-06-28,18,8,0.0,13.5,3,52,01:10 PM,12:50 AM,04:09 AM,09:05 PM,11,12,13,12,21,72,84,8.2,1007,18,9,134,13,Canada%2C%20Alberta
2020-06-29,18,9,0.0,13.5,3,59,02:34 PM,01:08 AM,04:10 AM,09:05 PM,11,12,13,12,21,66,83,6.8,1010,18,9,256,14,Canada%2C%20Alberta
2020-06-30,14,6,0.0,12.7,3,67,03:59 PM,01:26 AM,04:11 AM,09:05 PM,11,11,12,11,17,73,95,17.3,1005,14,6,198,11,Canada%2C%20Alberta
2020-07-01,18,12,0.0,12.7,4,72,05:24 PM,01:47 AM,04:11 AM,09:04 PM,13,15,16,15,31,88,88,37.0,997,18,8,97,22,Canada%2C%20Alberta
2020-07-02,14,4,0.0,15.0,3,79,06:47 PM,02:12 AM,04:12 AM,09:04 PM,9,9,11,9,21,52,83,0.7,1000,14,10,179,13,Canada%2C%20Alberta
2020-07-03,21,9,0.0,15.0,4,86,08:03 PM,02:46 AM,04:13 AM,09:03 PM,11,14,15,14,15,40,77,3.7,1009,21,10,220,9,Canada%2C%20Alberta
2020-07-04,16,11,0.0,13.5,3,94,09:06 PM,03:31 AM,04:14 AM,09:03 PM,12,12,14,12,21,77,89,7.7,1012,16,9,283,14,Canada%2C%20Alberta
2020-07-05,17,8,0.0,13.4,3,100,09:56 PM,04:27 AM,04:15 AM,09:02 PM,11,11,13,11,20,76,85,4.4,1015,17,9,293,13,Canada%2C%20Alberta
2020-07-06,22,10,0.0,14.2,4,100,10:32 PM,05:35 AM,04:16 AM,09:02 PM,13,16,17,16,12,55,79,6.0,1012,22,10,202,7,Canada%2C%20Alberta
2020-07-07,21,11,0.0,14.2,4,85,10:59 PM,06:47 AM,04:17 AM,09:01 PM,14,15,16,15,15,74,86,7.0,1005,21,9,141,9,Canada%2C%20Alberta
2020-07-08,14,8,0.0,12.6,3,77,11:20 PM,08:01 AM,04:18 AM,09:00 PM,13,11,13,11,23,82,92,12.5,1006,14,9,275,15,Canada%2C%20Alberta
2020-07-09,19,11,0.0,12.8,4,70,11:37 PM,09:14 AM,04:19 AM,08:59 PM,13,15,15,15,15,56,85,5.3,1009,19,10,144,9,Canada%2C%20Alberta
2020-07-10,20,11,0.0,10.2,4,63,11:52 PM,10:25 AM,04:20 AM,08:58 PM,13,14,15,14,16,78,83,11.1,1009,20,9,248,11,Canada%2C%20Alberta
2020-07-11,23,12,0.0,12.8,4,55,No moonrise,11:34 AM,04:21 AM,08:57 PM,14,16,17,16,25,27,81,0.3,1012,23,10,172,16,Canada%2C%20Alberta
2020-07-12,17,12,0.0,11.1,4,48,12:06 AM,12:43 PM,04:22 AM,08:56 PM,12,14,15,14,31,62,83,7.3,1003,17,9,274,19,Canada%2C%20Alberta
2020-07-13,16,7,0.0,11.1,3,41,12:19 AM,01:52 PM,04:24 AM,08:55 PM,10,10,12,10,39,70,80,4.7,1007,16,9,293,25,Canada%2C%20Alberta
2020-07-14,19,9,0.0,11.0,3,34,12:34 AM,03:01 PM,04:25 AM,08:54 PM,10,13,14,13,39,61,78,3.0,1009,19,9,287,24,Canada%2C%20Alberta
2020-07-15,18,10,0.0,11.9,3,26,12:51 AM,04:12 PM,04:26 AM,08:53 PM,11,12,14,12,23,54,81,1.2,1010,18,10,285,14,Canada%2C%20Alberta
2020-07-16,20,13,0.0,12.8,4,19,01:13 AM,05:24 PM,04:27 AM,08:52 PM,13,15,16,15,18,56,83,11.3,1007,20,9,226,11,Canada%2C%20Alberta
2020-07-17,18,10,0.0,12.8,4,12,01:40 AM,06:34 PM,04:29 AM,08:51 PM,12,13,14,13,28,63,87,15.5,1006,18,8,300,18,Canada%2C%20Alberta
2020-07-18,19,9,0.0,11.0,3,5,02:16 AM,07:39 PM,04:30 AM,08:50 PM,12,12,14,12,24,60,82,2.2,1012,19,10,268,16,Canada%2C%20Alberta
2020-07-19,20,11,0.0,12.7,4,0,03:05 AM,08:34 PM,04:32 AM,08:48 PM,13,16,16,16,11,58,83,10.0,1014,20,9,257,7,Canada%2C%20Alberta
2020-07-20,21,10,0.0,12.7,4,0,04:07 AM,09:18 PM,04:33 AM,08:47 PM,13,15,16,15,17,46,82,2.8,1015,21,8,276,10,Canada%2C%20Alberta
2020-07-21,22,13,0.0,12.7,4,2,05:22 AM,09:52 PM,04:34 AM,08:45 PM,14,17,18,17,18,58,81,2.7,1007,22,10,194,11,Canada%2C%20Alberta
2020-07-22,20,10,0.0,12.7,4,10,06:44 AM,10:17 PM,04:36 AM,08:44 PM,15,16,16,16,15,53,86,3.2,1006,20,10,261,9,Canada%2C%20Alberta
2020-07-23,21,13,0.0,11.8,4,17,08:08 AM,10:39 PM,04:37 AM,08:43 PM,16,17,18,17,15,54,89,2.7,1003,21,10,107,10,Canada%2C%20Alberta
2020-07-24,16,12,0.0,11.8,3,24,09:34 AM,10:57 PM,04:39 AM,08:41 PM,12,13,14,13,23,74,89,4.7,1005,16,9,301,17,Canada%2C%20Alberta
2020-07-25,17,8,0.0,11.8,3,32,10:58 AM,11:14 PM,04:41 AM,08:39 PM,10,11,13,11,22,59,84,1.6,1012,17,10,277,14,Canada%2C%20Alberta
2020-07-26,22,11,0.0,14.5,5,39,12:22 PM,11:32 PM,04:42 AM,08:38 PM,12,15,17,15,21,28,74,0.2,1017,22,10,262,13,Canada%2C%20Alberta
2020-07-27,24,13,0.0,14.5,5,46,01:46 PM,11:52 PM,04:44 AM,08:36 PM,14,18,19,18,25,3,74,0.0,1013,24,10,172,15,Canada%2C%20Alberta
2020-07-28,27,14,0.0,14.5,6,53,03:10 PM,No moonset,04:45 AM,08:35 PM,16,21,22,21,22,2,75,0.0,1005,27,10,207,12,Canada%2C%20Alberta
2020-07-29,25,14,0.0,13.6,5,61,04:32 PM,12:15 AM,04:47 AM,08:33 PM,17,19,21,19,21,39,85,5.9,1012,25,10,243,13,Canada%2C%20Alberta
2020-07-30,24,16,0.0,14.5,6,68,05:49 PM,12:45 AM,04:49 AM,08:31 PM,17,20,21,20,14,15,83,0.0,1018,24,10,75,10,Canada%2C%20Alberta
2020-07-31,24,15,0.0,14.5,6,72,06:56 PM,01:25 AM,04:50 AM,08:29 PM,15,19,20,19,16,22,77,0.0,1021,24,10,115,11,Canada%2C%20Alberta
2020-08-01,25,15,0.0,14.5,6,82,07:50 PM,02:16 AM,04:52 AM,08:28 PM,15,20,21,20,34,9,75,0.0,1016,25,10,128,21,Canada%2C%20Alberta
2020-08-02,25,16,0.0,13.6,5,90,08:30 PM,03:19 AM,04:53 AM,08:26 PM,17,20,21,20,22,39,83,5.3,1012,25,9,141,14,Canada%2C%20Alberta
2020-08-03,21,16,0.0,12.6,4,97,09:01 PM,04:29 AM,04:55 AM,08:24 PM,17,19,19,19,23,45,88,10.6,1007,21,9,248,14,Canada%2C%20Alberta
2020-08-04,23,12,0.0,14.5,5,100,09:24 PM,05:43 AM,04:57 AM,08:22 PM,12,17,18,17,19,14,72,0.0,1013,23,10,247,11,Canada%2C%20Alberta
2020-08-05,26,14,0.0,14.5,6,88,09:42 PM,06:57 AM,04:59 AM,08:20 PM,16,18,20,18,20,5,76,0.0,1008,26,10,157,13,Canada%2C%20Alberta
2020-08-06,26,14,0.0,13.5,5,81,09:58 PM,08:09 AM,05:00 AM,08:18 PM,15,20,21,20,19,11,70,0.2,999,26,10,157,11,Canada%2C%20Alberta
2020-08-07,14,7,0.0,9.5,3,74,10:11 PM,09:19 AM,05:02 AM,08:16 PM,10,11,13,11,35,75,80,5.0,1001,14,9,304,21,Canada%2C%20Alberta
2020-08-08,14,5,0.0,10.5,3,67,10:25 PM,10:28 AM,05:04 AM,08:14 PM,7,10,11,10,22,61,70,8.1,1009,14,9,277,14,Canada%2C%20Alberta
2020-08-09,18,8,0.0,12.5,3,59,10:39 PM,11:37 AM,05:05 AM,08:13 PM,7,11,13,11,36,44,68,0.9,1013,18,10,290,22,Canada%2C%20Alberta
2020-08-10,20,12,0.0,14.5,5,52,10:55 PM,12:45 PM,05:07 AM,08:11 PM,9,15,16,15,23,30,62,0.0,1010,20,10,294,15,Canada%2C%20Alberta
2020-08-11,18,8,0.0,13.5,3,45,11:14 PM,01:56 PM,05:09 AM,08:08 PM,7,13,13,13,18,31,67,3.5,1008,18,10,196,12,Canada%2C%20Alberta
2020-08-12,15,10,0.0,10.4,3,38,11:38 PM,03:06 PM,05:11 AM,08:06 PM,9,11,12,11,20,77,80,10.5,1006,15,9,253,14,Canada%2C%20Alberta
2020-08-13,18,7,0.0,13.5,3,30,No moonrise,04:16 PM,05:12 AM,08:04 PM,7,12,13,12,18,43,70,1.1,1010,18,10,253,11,Canada%2C%20Alberta
2020-08-14,19,9,0.0,12.4,3,23,12:09 AM,05:24 PM,05:14 AM,08:02 PM,9,13,14,13,17,53,71,3.7,1013,19,10,259,10,Canada%2C%20Alberta
2020-08-15,19,11,0.0,12.4,4,16,12:52 AM,06:22 PM,05:16 AM,08:00 PM,12,13,15,13,16,73,83,12.3,1017,19,9,276,12,Canada%2C%20Alberta
2020-08-16,25,12,0.0,14.4,5,8,01:48 AM,07:11 PM,05:17 AM,07:58 PM,14,18,19,18,18,7,76,0.0,1016,25,10,178,12,Canada%2C%20Alberta
2020-08-17,28,16,0.0,14.4,6,1,02:58 AM,07:49 PM,05:19 AM,07:56 PM,15,22,22,21,14,20,69,0.2,1013,28,10,185,8,Canada%2C%20Alberta
2020-08-18,28,17,0.0,14.3,6,0,04:18 AM,08:18 PM,05:21 AM,07:54 PM,17,23,23,22,15,3,74,0.0,1012,28,10,188,9,Canada%2C%20Alberta
2020-08-19,23,13,0.0,14.3,5,0,05:44 AM,08:42 PM,05:23 AM,07:52 PM,12,17,18,17,21,20,70,1.5,1009,23,10,213,13,Canada%2C%20Alberta
2020-08-20,22,13,0.0,14.3,4,6,07:12 AM,09:02 PM,05:24 AM,07:50 PM,11,17,18,17,15,35,68,0.6,1008,22,10,57,10,Canada%2C%20Alberta
2020-08-21,17,13,0.0,11.1,3,13,08:39 AM,09:20 PM,05:26 AM,07:47 PM,12,14,15,14,14,63,84,6.9,1009,17,9,103,10,Canada%2C%20Alberta
2020-08-22,16,9,0.0,10.0,3,20,10:06 AM,09:38 PM,05:28 AM,07:45 PM,13,14,15,14,28,54,84,4.6,1005,16,10,226,18,Canada%2C%20Alberta
2020-08-23,20,10,0.0,14.1,5,28,11:33 AM,09:57 PM,05:30 AM,07:43 PM,9,14,15,14,13,23,67,0.0,1014,20,10,221,8,Canada%2C%20Alberta
2020-08-24,21,12,0.0,14.1,4,35,12:58 PM,10:19 PM,05:31 AM,07:41 PM,11,16,16,16,17,52,71,1.6,1010,21,10,142,11,Canada%2C%20Alberta
2020-08-25,21,8,0.0,14.1,5,42,02:22 PM,10:47 PM,05:33 AM,07:38 PM,9,13,14,13,15,23,75,4.7,1011,21,9,236,9,Canada%2C%20Alberta
2020-08-26,22,10,0.0,12.2,4,50,03:41 PM,11:23 PM,05:35 AM,07:36 PM,10,16,17,16,9,53,70,2.0,1010,22,10,253,5,Canada%2C%20Alberta
2020-08-27,17,11,0.0,8.7,3,57,04:50 PM,No moonset,05:37 AM,07:34 PM,10,13,14,13,23,82,77,6.4,1012,17,9,276,14,Canada%2C%20Alberta
2020-08-28,20,9,0.0,13.9,5,64,05:47 PM,12:10 AM,05:38 AM,07:31 PM,9,15,16,15,17,15,72,0.0,1013,20,10,176,11,Canada%2C%20Alberta
2020-08-29,14,10,0.0,12.2,3,71,06:31 PM,01:09 AM,05:40 AM,07:29 PM,6,10,13,10,33,38,66,0.0,1006,14,10,265,21,Canada%2C%20Alberta
2020-08-30,14,5,0.0,12.2,2,79,07:04 PM,02:16 AM,05:42 AM,07:27 PM,3,6,9,6,35,28,65,0.0,1011,14,10,298,24,Canada%2C%20Alberta
2020-08-31,16,5,0.0,13.3,3,82,07:28 PM,03:28 AM,05:43 AM,07:24 PM,5,8,10,8,20,43,67,0.2,1008,16,10,263,12,Canada%2C%20Alberta
2020-09-01,19,11,0.0,13.3,4,97,07:48 PM,04:42 AM,05:45 AM,07:22 PM,8,14,15,14,34,52,65,0.6,1002,19,9,291,22,Canada%2C%20Alberta
2020-09-02,14,10,0.0,9.8,3,100,08:04 PM,05:54 AM,05:47 AM,07:20 PM,9,10,12,10,38,71,80,24.3,1007,14,8,294,25,Canada%2C%20Alberta
2020-09-03,16,7,0.0,13.7,4,88,08:18 PM,07:05 AM,05:49 AM,07:17 PM,7,10,12,10,20,33,72,0.0,1015,16,10,259,12,Canada%2C%20Alberta
2020-09-04,21,10,0.0,13.7,5,81,08:31 PM,08:15 AM,05:50 AM,07:15 PM,10,14,15,14,15,35,71,0.0,1016,21,10,229,9,Canada%2C%20Alberta
2020-09-05,19,11,0.0,9.7,4,73,08:45 PM,09:24 AM,05:52 AM,07:12 PM,11,14,14,14,14,71,81,2.6,1015,19,8,183,9,Canada%2C%20Alberta
2020-09-06,14,7,0.0,13.3,3,66,09:00 PM,10:32 AM,05:54 AM,07:10 PM,7,9,10,9,19,51,79,0.5,1025,14,9,286,13,Canada%2C%20Alberta
2020-09-07,11,5,0.0,13.5,2,58,09:17 PM,11:42 AM,05:55 AM,07:08 PM,2,6,8,6,16,39,68,1.0,1034,11,9,280,12,Canada%2C%20Alberta
2020-09-08,19,4,0.0,13.3,3,50,09:38 PM,12:52 PM,05:57 AM,07:05 PM,4,8,10,8,27,34,65,0.0,1024,19,10,208,17,Canada%2C%20Alberta
2020-09-09,21,9,0.0,13.4,5,43,10:05 PM,02:02 PM,05:59 AM,07:03 PM,9,15,16,15,9,26,70,0.0,1020,21,10,210,5,Canada%2C%20Alberta
2020-09-10,23,11,0.0,13.0,5,35,10:42 PM,03:09 PM,06:00 AM,07:00 PM,12,15,17,15,21,12,77,0.0,1015,23,10,170,13,Canada%2C%20Alberta
2020-09-11,19,12,0.0,11.6,5,28,11:31 PM,04:10 PM,06:02 AM,06:58 PM,9,15,16,15,25,19,69,0.0,1012,19,10,295,15,Canada%2C%20Alberta
2020-09-12,10,6,0.0,6.3,2,20,No moonrise,05:03 PM,06:04 AM,06:55 PM,4,6,8,6,13,58,79,2.9,1019,10,9,154,9,Canada%2C%20Alberta
2020-09-13,15,6,0.0,7.6,3,13,12:33 AM,05:45 PM,06:05 AM,06:53 PM,7,8,10,8,22,73,83,2.2,1019,15,9,129,15,Canada%2C%20Alberta
2020-09-14,11,6,0.0,6.2,2,5,01:49 AM,06:17 PM,06:07 AM,06:50 PM,5,7,9,7,19,66,76,0.4,1017,11,10,46,14,Canada%2C%20Alberta
2020-09-15,11,5,0.0,7.5,2,0,03:12 AM,06:43 PM,06:09 AM,06:48 PM,4,6,7,6,17,64,79,0.1,1023,11,8,242,12,Canada%2C%20Alberta
2020-09-16,19,3,0.0,11.6,4,0,04:40 AM,07:04 PM,06:11 AM,06:45 PM,5,8,10,8,16,19,73,0.0,1022,19,10,191,11,Canada%2C%20Alberta
2020-09-17,19,10,0.0,11.6,4,0,06:09 AM,07:23 PM,06:12 AM,06:43 PM,8,14,14,14,17,33,70,0.0,1020,19,10,111,11,Canada%2C%20Alberta
2020-09-18,27,9,0.0,11.6,5,2,07:39 AM,07:41 PM,06:14 AM,06:41 PM,10,16,18,16,17,6,67,0.0,1011,27,10,165,9,Canada%2C%20Alberta
2020-09-19,21,12,0.0,11.6,5,10,09:09 AM,07:59 PM,06:16 AM,06:38 PM,9,16,16,16,16,36,66,0.0,1004,21,10,178,9,Canada%2C%20Alberta
2020-09-20,19,12,0.0,11.6,4,17,10:38 AM,08:20 PM,06:17 AM,06:36 PM,9,14,15,14,36,40,69,2.6,1004,19,10,302,24,Canada%2C%20Alberta
2020-09-21,17,9,0.0,11.6,4,25,12:06 PM,08:47 PM,06:19 AM,06:33 PM,5,12,13,12,15,25,62,0.0,1009,17,10,269,10,Canada%2C%20Alberta
2020-09-22,15,9,0.0,11.6,3,32,01:30 PM,09:21 PM,06:21 AM,06:31 PM,4,11,11,11,14,43,62,0.2,1014,15,10,131,9,Canada%2C%20Alberta
2020-09-23,19,8,0.0,11.6,4,40,02:45 PM,10:05 PM,06:23 AM,06:28 PM,7,11,13,11,32,10,66,0.0,1006,19,10,149,19,Canada%2C%20Alberta
2020-09-24,16,12,0.0,7.4,3,47,03:46 PM,11:01 PM,06:24 AM,06:26 PM,6,12,14,12,32,58,60,1.4,992,16,9,257,20,Canada%2C%20Alberta
2020-09-25,18,6,0.0,10.2,3,55,04:33 PM,No moonset,06:26 AM,06:23 PM,2,10,12,10,21,22,54,0.0,996,18,10,210,12,Canada%2C%20Alberta
2020-09-26,11,7,0.0,10.2,2,62,05:09 PM,12:06 AM,06:28 AM,06:21 PM,4,6,9,6,44,72,71,3.6,1001,11,10,307,32,Canada%2C%20Alberta
2020-09-27,13,6,0.0,8.8,2,70,05:35 PM,01:17 AM,06:30 AM,06:19 PM,3,6,9,6,30,40,64,0.0,1019,13,10,287,20,Canada%2C%20Alberta
2020-09-28,16,8,0.0,11.6,4,78,05:55 PM,02:30 AM,06:31 AM,06:16 PM,4,10,12,10,26,36,58,0.0,1017,16,10,246,15,Canada%2C%20Alberta
2020-09-29,11,7,0.0,5.9,2,85,06:11 PM,03:43 AM,06:33 AM,06:14 PM,3,8,10,8,23,68,62,0.2,1019,11,10,291,15,Canada%2C%20Alberta
2020-09-30,13,3,0.0,11.6,3,93,06:25 PM,04:54 AM,06:35 AM,06:11 PM,-1,5,7,5,18,5,56,0.0,1029,13,10,250,11,Canada%2C%20Alberta
2020-10-01,17,3,0.0,10.2,3,97,06:38 PM,06:04 AM,06:37 AM,06:09 PM,2,7,9,7,23,23,63,0.0,1022,17,10,193,14,Canada%2C%20Alberta
2020-10-02,18,8,0.0,11.6,4,100,06:52 PM,07:13 AM,06:38 AM,06:07 PM,7,12,12,12,15,7,71,0.0,1019,18,10,274,9,Canada%2C%20Alberta
2020-10-03,19,7,0.0,11.6,4,89,07:06 PM,08:22 AM,06:40 AM,06:04 PM,6,11,12,11,20,10,66,0.0,1016,19,10,172,12,Canada%2C%20Alberta
2020-10-04,16,11,0.0,8.7,3,82,07:22 PM,09:31 AM,06:42 AM,06:02 PM,9,12,13,12,20,37,78,1.4,1007,16,9,271,12,Canada%2C%20Alberta
2020-10-05,14,6,0.0,10.1,3,74,07:41 PM,10:41 AM,06:44 AM,06:00 PM,6,8,10,8,27,38,73,1.6,1011,14,10,262,15,Canada%2C%20Alberta
2020-10-06,14,7,0.0,8.7,4,67,08:05 PM,11:51 AM,06:46 AM,05:57 PM,2,8,11,8,30,15,57,0.0,1012,14,10,293,19,Canada%2C%20Alberta
2020-10-07,13,4,0.0,5.7,2,60,08:37 PM,12:59 PM,06:47 AM,05:55 PM,-1,6,8,6,19,45,52,0.0,1017,13,10,188,12,Canada%2C%20Alberta
2020-10-08,11,4,0.0,7.2,2,53,09:20 PM,02:02 PM,06:49 AM,05:53 PM,0,4,8,4,34,43,59,0.0,1004,11,10,236,24,Canada%2C%20Alberta
2020-10-09,9,3,0.0,7.2,2,45,10:15 PM,02:57 PM,06:51 AM,05:50 PM,1,3,6,3,19,50,72,0.0,1008,9,10,209,13,Canada%2C%20Alberta
2020-10-10,12,5,0.0,7.2,2,38,11:24 PM,03:42 PM,06:53 AM,05:48 PM,4,5,8,5,23,41,75,0.0,990,12,9,241,15,Canada%2C%20Alberta
2020-10-11,8,4,0.0,7.2,2,31,No moonrise,04:17 PM,06:55 AM,05:46 PM,1,1,6,1,45,68,75,18.2,997,8,9,317,33,Canada%2C%20Alberta
2020-10-12,9,1,0.0,8.7,2,23,12:42 AM,04:44 PM,06:57 AM,05:44 PM,-1,-0,4,-0,31,21,71,0.0,1008,9,10,297,20,Canada%2C%20Alberta
2020-10-13,8,-1,0.0,8.7,2,16,02:06 AM,05:06 PM,06:58 AM,05:41 PM,-2,-0,2,-0,17,38,74,0.0,1012,8,10,202,10,Canada%2C%20Alberta
2020-10-14,5,-2,0.0,5.5,1,9,03:34 AM,05:25 PM,07:00 AM,05:39 PM,-4,-2,1,-2,17,56,69,0.0,1018,5,10,232,12,Canada%2C%20Alberta
2020-10-15,5,-1,0.0,7.1,1,2,05:03 AM,05:43 PM,07:02 AM,05:37 PM,-4,-3,1,-3,23,59,71,0.0,1026,5,10,306,17,Canada%2C%20Alberta
2020-10-16,-0,-4,0.7,3.9,1,0,06:33 AM,06:01 PM,07:04 AM,05:35 PM,-6,-4,-1,-4,15,81,68,0.8,1019,-0,9,142,10,Canada%2C%20Alberta
2020-10-17,-3,-8,0.0,5.5,1,0,08:05 AM,06:20 PM,07:06 AM,05:32 PM,-13,-13,-6,-13,30,63,57,0.0,1029,-3,10,309,21,Canada%2C%20Alberta
2020-10-18,-1,-9,0.0,8.7,2,5,09:38 AM,06:44 PM,07:08 AM,05:30 PM,-12,-9,-6,-9,10,7,62,0.0,1027,-1,10,251,6,Canada%2C%20Alberta
2020-10-19,1,-7,0.6,3.8,1,13,11:07 AM,07:16 PM,07:10 AM,05:28 PM,-8,-9,-4,-9,22,63,71,0.7,1015,1,8,196,14,Canada%2C%20Alberta
2020-10-20,1,-8,0.0,8.7,1,20,12:30 PM,07:57 PM,07:11 AM,05:26 PM,-8,-8,-4,-8,18,43,76,0.0,1018,1,10,225,10,Canada%2C%20Alberta
