date_time,Sierra%20Leone_maxtempC,Sierra%20Leone_mintempC,Sierra%20Leone_totalSnow_cm,Sierra%20Leone_sunHour,Sierra%20Leone_uvIndex,Sierra%20Leone_moon_illumination,Sierra%20Leone_moonrise,Sierra%20Leone_moonset,Sierra%20Leone_sunrise,Sierra%20Leone_sunset,Sierra%20Leone_DewPointC,Sierra%20Leone_FeelsLikeC,Sierra%20Leone_HeatIndexC,Sierra%20Leone_WindChillC,Sierra%20Leone_WindGustKmph,Sierra%20Leone_cloudcover,Sierra%20Leone_humidity,Sierra%20Leone_precipMM,Sierra%20Leone_pressure,Sierra%20Leone_tempC,Sierra%20Leone_visibility,Sierra%20Leone_winddirDegree,Sierra%20Leone_windspeedKmph,Sierra%20Leone_location
2020-11-01,30,26,0.0,10.2,6,89,07:22 PM,07:18 AM,06:42 AM,06:31 PM,23,31,31,28,12,38,77,0.4,1010,30,10,245,9,Sierra%20Leone
2020-11-02,29,26,0.0,7.4,6,81,08:04 PM,08:04 AM,06:42 AM,06:31 PM,23,31,31,27,15,57,80,1.7,1011,29,10,282,11,Sierra%20Leone
2020-11-03,30,26,0.0,7.4,6,74,08:50 PM,08:53 AM,06:42 AM,06:30 PM,23,31,31,27,10,55,79,0.9,1011,30,10,223,7,Sierra%20Leone
2020-11-04,29,26,0.0,8.8,6,66,09:40 PM,09:44 AM,06:42 AM,06:30 PM,23,31,31,27,13,61,80,7.3,1011,29,9,248,9,Sierra%20Leone
2020-11-05,30,26,0.0,7.4,6,58,10:31 PM,10:36 AM,06:43 AM,06:30 PM,24,31,31,27,17,66,80,13.6,1011,30,9,283,11,Sierra%20Leone
2020-11-06,30,26,0.0,7.4,6,51,11:25 PM,11:30 AM,06:43 AM,06:30 PM,24,32,32,28,14,65,80,2.3,1012,30,9,250,10,Sierra%20Leone
2020-11-07,30,26,0.0,8.8,6,43,No moonrise,12:21 PM,06:43 AM,06:30 PM,24,32,32,28,14,61,83,5.8,1012,30,9,257,10,Sierra%20Leone
2020-11-08,29,26,0.0,10.2,6,36,12:20 AM,01:13 PM,06:43 AM,06:30 PM,24,32,32,28,13,29,82,1.2,1013,29,10,227,10,Sierra%20Leone
2020-11-09,30,25,0.0,10.2,6,28,01:16 AM,02:02 PM,06:44 AM,06:30 PM,23,31,31,27,10,29,79,0.1,1013,30,10,237,8,Sierra%20Leone
2020-11-10,28,25,0.0,5.9,6,21,02:10 AM,02:50 PM,06:44 AM,06:29 PM,22,29,29,27,11,55,78,0.3,1012,28,10,265,8,Sierra%20Leone
2020-11-11,30,26,0.0,8.8,6,13,03:05 AM,03:38 PM,06:44 AM,06:29 PM,23,31,31,27,17,47,80,0.4,1011,30,10,296,12,Sierra%20Leone
2020-11-12,32,26,0.0,11.6,7,6,04:00 AM,04:25 PM,06:44 AM,06:29 PM,23,32,32,28,11,14,75,0.0,1011,32,10,232,8,Sierra%20Leone
2020-11-13,33,26,0.0,11.6,7,0,04:56 AM,05:14 PM,06:45 AM,06:29 PM,23,32,32,28,10,20,75,0.0,1012,33,10,240,7,Sierra%20Leone
2020-11-14,32,26,0.0,11.6,7,0,05:54 AM,06:05 PM,06:45 AM,06:29 PM,22,31,31,28,11,9,71,0.0,1011,32,10,184,8,Sierra%20Leone
2020-11-15,31,25,0.0,11.6,7,0,06:55 AM,07:00 PM,06:45 AM,06:29 PM,21,30,30,28,9,3,66,0.0,1011,31,10,178,7,Sierra%20Leone
2020-11-16,32,25,0.0,11.6,7,2,07:58 AM,07:58 PM,06:46 AM,06:29 PM,20,30,30,28,10,5,64,0.0,1011,32,10,209,7,Sierra%20Leone
2020-11-17,31,26,0.0,11.6,7,9,09:01 AM,08:59 PM,06:46 AM,06:29 PM,22,31,31,28,12,8,69,0.0,1011,31,10,231,9,Sierra%20Leone
2020-11-18,31,26,0.0,10.2,6,17,10:03 AM,09:59 PM,06:46 AM,06:30 PM,22,31,31,28,12,27,73,0.1,1010,31,10,254,8,Sierra%20Leone
2020-11-19,30,26,0.0,7.3,6,24,11:02 AM,10:58 PM,06:47 AM,06:30 PM,23,31,31,28,13,48,74,0.2,1010,30,10,269,9,Sierra%20Leone
2020-11-20,31,27,0.0,8.8,6,32,11:56 AM,11:53 PM,06:47 AM,06:30 PM,23,31,31,28,12,56,74,1.1,1009,31,10,274,8,Sierra%20Leone
2020-11-21,29,26,0.0,11.6,6,39,12:44 PM,No moonset,06:48 AM,06:30 PM,23,31,31,27,13,30,78,5.9,1010,29,10,272,9,Sierra%20Leone
2020-11-22,31,26,0.0,8.8,6,47,01:29 PM,12:45 AM,06:48 AM,06:30 PM,23,31,31,28,12,50,75,0.8,1011,31,10,232,8,Sierra%20Leone
2020-11-23,30,26,0.0,7.3,6,54,02:09 PM,01:33 AM,06:48 AM,06:30 PM,23,31,31,27,11,46,77,0.7,1011,30,10,238,8,Sierra%20Leone
2020-11-24,29,26,0.0,7.3,6,62,02:48 PM,02:19 AM,06:49 AM,06:30 PM,23,31,31,28,13,38,77,0.4,1012,29,10,276,9,Sierra%20Leone
2020-11-25,30,26,0.0,8.8,6,70,03:25 PM,03:03 AM,06:49 AM,06:30 PM,23,31,31,27,16,49,78,0.7,1011,30,10,283,11,Sierra%20Leone
2020-11-26,30,26,0.0,7.3,6,77,04:02 PM,03:46 AM,06:50 AM,06:31 PM,23,31,31,27,16,50,75,0.3,1011,30,10,275,11,Sierra%20Leone
2020-11-27,30,26,0.0,10.2,6,85,04:40 PM,04:29 AM,06:50 AM,06:31 PM,22,30,30,27,12,45,74,0.7,1011,30,10,246,9,Sierra%20Leone
2020-11-28,30,25,0.0,7.3,6,92,05:20 PM,05:14 AM,06:51 AM,06:31 PM,23,30,30,27,12,55,77,4.6,1011,30,10,203,8,Sierra%20Leone
2020-11-29,29,26,0.0,8.8,6,100,06:02 PM,06:01 AM,06:51 AM,06:31 PM,23,30,30,27,15,58,76,5.6,1011,29,10,255,10,Sierra%20Leone
2020-11-30,30,26,0.0,7.3,6,100,06:47 PM,06:49 AM,06:52 AM,06:32 PM,23,31,31,27,10,58,76,6.5,1011,30,10,245,7,Sierra%20Leone
2020-12-01,30,26,0.0,10.2,6,89,07:36 PM,07:40 AM,06:52 AM,06:32 PM,22,31,31,28,12,33,72,0.1,1011,30,10,276,8,Sierra%20Leone
2020-12-02,29,27,0.0,10.2,6,82,08:27 PM,08:32 AM,06:53 AM,06:32 PM,23,31,31,28,15,52,75,0.6,1012,29,10,262,10,Sierra%20Leone
2020-12-03,29,26,0.0,7.3,6,75,09:21 PM,09:26 AM,06:53 AM,06:32 PM,23,30,30,27,13,58,76,0.6,1012,29,10,252,9,Sierra%20Leone
2020-12-04,29,26,0.0,8.7,6,67,10:16 PM,10:18 AM,06:54 AM,06:33 PM,23,30,30,27,14,40,77,0.1,1012,29,10,268,10,Sierra%20Leone
2020-12-05,29,26,0.0,7.3,6,60,11:11 PM,11:10 AM,06:54 AM,06:33 PM,24,31,31,27,18,52,81,3.3,1012,29,10,260,13,Sierra%20Leone
2020-12-06,29,26,0.0,7.3,6,53,No moonrise,11:59 AM,06:55 AM,06:33 PM,23,30,30,27,14,54,79,0.3,1011,29,10,262,10,Sierra%20Leone
2020-12-07,29,26,0.0,8.7,6,46,12:04 AM,12:46 PM,06:55 AM,06:34 PM,23,30,30,27,13,47,78,4.9,1013,29,10,255,9,Sierra%20Leone
2020-12-08,29,26,0.0,7.3,6,38,12:57 AM,01:32 PM,06:56 AM,06:34 PM,23,30,30,27,12,41,78,4.4,1013,29,10,251,8,Sierra%20Leone
2020-12-09,29,26,0.0,7.3,6,31,01:50 AM,02:17 PM,06:56 AM,06:35 PM,23,31,31,27,18,58,79,1.9,1012,29,10,274,12,Sierra%20Leone
2020-12-10,30,26,0.0,7.3,6,24,02:43 AM,03:03 PM,06:57 AM,06:35 PM,23,31,31,27,12,54,79,2.2,1012,30,10,228,9,Sierra%20Leone
2020-12-11,30,26,0.0,7.3,6,17,03:38 AM,03:52 PM,06:57 AM,06:35 PM,23,31,31,27,14,51,79,5.1,1012,30,10,224,10,Sierra%20Leone
2020-12-12,29,26,0.0,8.7,6,9,04:35 AM,04:43 PM,06:58 AM,06:36 PM,23,31,31,27,15,43,80,1.3,1012,29,10,275,11,Sierra%20Leone
2020-12-13,29,26,0.0,7.3,6,2,05:36 AM,05:39 PM,06:58 AM,06:36 PM,24,31,31,27,15,54,80,2.4,1010,29,10,264,10,Sierra%20Leone
2020-12-14,29,26,0.0,7.3,6,0,06:39 AM,06:38 PM,06:59 AM,06:37 PM,23,30,30,27,13,55,78,0.6,1010,29,10,260,10,Sierra%20Leone
2020-12-15,29,26,0.0,7.3,6,0,07:43 AM,07:40 PM,06:59 AM,06:37 PM,23,30,30,27,12,48,77,0.6,1010,29,10,255,8,Sierra%20Leone
2020-12-16,29,26,0.0,7.2,6,5,08:44 AM,08:40 PM,07:00 AM,06:38 PM,23,31,31,27,14,53,78,10.5,1011,29,9,258,9,Sierra%20Leone
2020-12-17,30,27,0.0,11.4,7,12,09:42 AM,09:40 PM,07:00 AM,06:38 PM,21,30,30,28,14,14,69,0.0,1011,30,10,268,10,Sierra%20Leone
2020-12-18,29,26,0.0,10.1,6,20,10:35 AM,10:34 PM,07:01 AM,06:39 PM,22,30,30,27,17,36,76,0.1,1011,29,10,270,12,Sierra%20Leone
2020-12-19,30,26,0.0,10.1,6,27,11:23 AM,11:26 PM,07:01 AM,06:39 PM,22,30,30,28,10,15,70,0.1,1010,30,10,230,8,Sierra%20Leone
2020-12-20,30,25,0.0,7.2,6,34,12:05 PM,No moonset,07:02 AM,06:40 PM,23,31,31,27,11,45,76,3.9,1010,30,10,212,7,Sierra%20Leone
2020-12-21,30,26,0.0,8.6,6,41,12:45 PM,12:13 AM,07:02 AM,06:40 PM,23,31,31,28,9,34,75,0.6,1011,30,10,232,6,Sierra%20Leone
2020-12-22,30,26,0.0,11.4,7,49,01:24 PM,12:58 AM,07:03 AM,06:41 PM,22,30,30,28,10,29,72,0.0,1011,30,10,241,7,Sierra%20Leone
2020-12-23,31,26,0.0,11.4,7,56,02:01 PM,01:42 AM,07:03 AM,06:41 PM,22,30,30,27,11,38,71,0.0,1010,31,10,238,8,Sierra%20Leone
2020-12-24,30,26,0.0,10.1,6,63,02:38 PM,02:25 AM,07:04 AM,06:42 PM,22,30,30,27,11,32,74,0.3,1010,30,10,237,8,Sierra%20Leone
2020-12-25,29,25,0.0,7.2,6,70,03:17 PM,03:10 AM,07:04 AM,06:42 PM,22,30,30,27,15,47,76,0.3,1010,29,10,286,11,Sierra%20Leone
2020-12-26,29,26,0.0,11.4,7,78,03:58 PM,03:55 AM,07:05 AM,06:43 PM,20,29,29,27,16,20,67,0.0,1010,29,10,273,12,Sierra%20Leone
2020-12-27,31,26,0.0,11.4,7,85,04:42 PM,04:43 AM,07:05 AM,06:43 PM,21,30,30,27,16,8,70,0.0,1010,31,10,247,11,Sierra%20Leone
2020-12-28,30,26,0.0,10.1,6,92,05:30 PM,05:34 AM,07:06 AM,06:44 PM,23,30,30,27,16,30,76,0.2,1010,30,10,275,11,Sierra%20Leone
2020-12-29,30,25,0.0,10.1,6,100,06:21 PM,06:25 AM,07:06 AM,06:44 PM,22,30,30,27,17,24,75,0.1,1009,30,10,275,12,Sierra%20Leone
2020-12-30,32,25,0.0,10.1,6,100,07:15 PM,07:20 AM,07:07 AM,06:45 PM,22,30,30,27,14,20,75,0.1,1010,32,10,213,10,Sierra%20Leone
2020-12-31,29,26,0.0,10.1,6,89,08:10 PM,08:13 AM,07:07 AM,06:45 PM,22,30,30,27,14,37,74,0.4,1012,29,10,269,11,Sierra%20Leone
2021-01-01,29,26,0.0,10.1,6,79,09:06 PM,09:06 AM,07:07 AM,06:46 PM,23,30,30,27,16,37,77,0.1,1011,29,10,278,11,Sierra%20Leone
2021-01-02,29,26,0.0,7.2,6,71,10:01 PM,09:57 AM,07:08 AM,06:46 PM,23,30,30,27,17,51,79,0.3,1010,29,10,260,11,Sierra%20Leone
2021-01-03,29,26,0.0,10.1,6,64,10:54 PM,10:44 AM,07:08 AM,06:47 PM,23,30,30,27,16,32,76,0.7,1010,29,10,263,11,Sierra%20Leone
2021-01-04,29,26,0.0,8.6,6,57,11:46 PM,11:31 AM,07:09 AM,06:47 PM,23,30,30,27,15,45,76,0.4,1011,29,10,272,11,Sierra%20Leone
2021-01-05,30,26,0.0,7.2,6,50,No moonrise,12:15 PM,07:09 AM,06:48 PM,23,31,31,28,17,51,75,0.3,1010,30,10,268,12,Sierra%20Leone
2021-01-06,29,26,0.0,8.6,6,42,12:38 AM,01:00 PM,07:09 AM,06:48 PM,23,31,31,27,19,47,78,1.5,1011,29,10,282,14,Sierra%20Leone
2021-01-07,29,26,0.0,8.6,6,35,01:31 AM,01:46 PM,07:10 AM,06:49 PM,23,31,31,27,15,49,77,1.1,1011,29,10,261,11,Sierra%20Leone
2021-01-08,29,26,0.0,8.6,6,28,02:25 AM,02:34 PM,07:10 AM,06:49 PM,23,31,31,27,17,46,78,0.4,1011,29,10,273,12,Sierra%20Leone
2021-01-09,29,26,0.0,8.7,6,20,03:22 AM,03:26 PM,07:10 AM,06:50 PM,22,30,30,27,17,35,76,0.1,1011,29,10,277,12,Sierra%20Leone
2021-01-10,29,26,0.0,10.1,6,13,04:22 AM,04:21 PM,07:11 AM,06:51 PM,22,30,30,27,19,34,75,0.3,1010,29,10,264,13,Sierra%20Leone
2021-01-11,30,25,0.0,11.4,7,6,05:24 AM,05:21 PM,07:11 AM,06:51 PM,21,29,29,27,17,23,71,0.0,1010,30,10,252,12,Sierra%20Leone
2021-01-12,29,25,0.0,11.4,7,0,06:25 AM,06:22 PM,07:11 AM,06:52 PM,21,29,29,27,18,32,72,0.0,1011,29,10,246,13,Sierra%20Leone
2021-01-13,30,26,0.0,8.7,6,0,07:26 AM,07:22 PM,07:12 AM,06:52 PM,23,30,30,27,14,51,77,2.3,1012,30,10,258,10,Sierra%20Leone
2021-01-14,30,25,0.0,8.7,6,1,08:21 AM,08:19 PM,07:12 AM,06:52 PM,22,30,30,27,14,36,77,0.1,1011,30,10,265,10,Sierra%20Leone
2021-01-15,30,25,0.0,10.1,6,8,09:12 AM,09:14 PM,07:12 AM,06:53 PM,22,29,29,27,15,40,75,0.1,1010,30,10,274,11,Sierra%20Leone
2021-01-16,31,25,0.0,11.4,7,16,09:58 AM,10:04 PM,07:12 AM,06:53 PM,21,29,29,27,13,10,73,0.0,1010,31,10,240,10,Sierra%20Leone
2021-01-17,31,24,0.0,11.4,7,23,10:40 AM,10:51 PM,07:13 AM,06:54 PM,20,28,28,27,14,8,69,0.0,1010,31,10,260,10,Sierra%20Leone
2021-01-18,32,24,0.0,11.4,7,30,11:19 AM,11:36 PM,07:13 AM,06:54 PM,20,28,28,27,13,8,68,0.0,1010,32,10,257,10,Sierra%20Leone
2021-01-19,30,25,0.0,11.4,7,38,11:57 AM,No moonset,07:13 AM,06:55 PM,20,28,28,27,14,22,66,0.0,1011,30,10,276,10,Sierra%20Leone
2021-01-20,31,25,0.0,11.4,7,45,12:35 PM,12:20 AM,07:13 AM,06:55 PM,21,29,29,27,14,2,69,0.0,1011,31,10,279,10,Sierra%20Leone
2021-01-21,30,25,0.0,11.4,7,52,01:13 PM,01:04 AM,07:13 AM,06:56 PM,21,30,30,27,14,3,71,0.0,1011,30,10,278,10,Sierra%20Leone
2021-01-22,32,25,0.0,11.4,7,59,01:53 PM,01:49 AM,07:13 AM,06:56 PM,21,29,29,27,13,8,73,0.0,1011,32,10,242,10,Sierra%20Leone
2021-01-23,30,25,0.0,11.4,7,67,02:35 PM,02:35 AM,07:13 AM,06:57 PM,22,29,29,27,16,16,74,0.0,1011,30,10,287,11,Sierra%20Leone
2021-01-24,29,24,0.0,11.4,7,74,03:22 PM,03:24 AM,07:14 AM,06:57 PM,21,28,28,26,19,13,74,0.0,1010,29,10,283,13,Sierra%20Leone
2021-01-25,31,25,0.0,11.4,7,81,04:11 PM,04:15 AM,07:14 AM,06:57 PM,21,29,29,27,14,2,69,0.0,1010,31,10,233,10,Sierra%20Leone
2021-01-26,30,25,0.0,11.4,7,88,05:04 PM,05:09 AM,07:14 AM,06:58 PM,21,29,29,27,13,2,70,0.0,1011,30,10,237,10,Sierra%20Leone
2021-01-27,30,25,0.0,11.4,7,96,06:00 PM,06:03 AM,07:14 AM,06:58 PM,21,29,29,27,16,2,70,0.0,1011,30,10,269,12,Sierra%20Leone
2021-01-28,30,25,0.0,11.4,7,100,06:56 PM,06:57 AM,07:14 AM,06:58 PM,21,29,29,27,17,6,71,0.0,1010,30,10,272,12,Sierra%20Leone
2021-01-29,30,25,0.0,11.5,7,90,07:53 PM,07:50 AM,07:14 AM,06:59 PM,22,29,29,27,14,13,74,0.0,1011,30,10,278,11,Sierra%20Leone
2021-01-30,29,25,0.0,11.5,7,82,08:48 PM,08:40 AM,07:14 AM,06:59 PM,22,29,29,27,17,14,74,0.0,1012,29,10,276,13,Sierra%20Leone
2021-01-31,30,25,0.0,11.5,7,79,09:42 PM,09:28 AM,07:14 AM,06:59 PM,21,29,29,27,18,9,71,0.0,1011,30,10,272,13,Sierra%20Leone
2021-02-01,31,25,0.0,11.6,7,63,10:35 PM,10:13 AM,07:14 AM,07:00 PM,20,29,29,27,17,20,68,0.0,1010,31,10,233,12,Sierra%20Leone
2021-02-02,30,24,0.0,11.6,6,55,11:28 PM,10:58 AM,07:14 AM,07:00 PM,21,29,29,27,16,31,74,0.0,1012,30,10,264,12,Sierra%20Leone
2021-02-03,29,25,0.0,10.2,6,48,No moonrise,11:44 AM,07:13 AM,07:00 PM,22,29,29,27,16,24,75,0.0,1012,29,10,271,12,Sierra%20Leone
2021-02-04,30,25,0.0,11.6,7,40,12:21 AM,12:31 PM,07:13 AM,07:01 PM,22,29,29,27,17,17,74,0.0,1011,30,10,272,12,Sierra%20Leone
2021-02-05,30,25,0.0,11.6,7,33,01:17 AM,01:21 PM,07:13 AM,07:01 PM,20,29,29,27,17,5,69,0.0,1011,30,10,269,12,Sierra%20Leone
2021-02-06,31,24,0.0,11.6,7,25,02:14 AM,02:14 PM,07:13 AM,07:01 PM,20,29,29,27,18,6,67,0.0,1011,31,10,254,12,Sierra%20Leone
2021-02-07,32,24,0.0,11.6,7,18,03:14 AM,03:11 PM,07:13 AM,07:01 PM,20,29,29,27,20,20,65,0.0,1010,32,10,202,14,Sierra%20Leone
