date_time,Sierra%20Leone_maxtempC,Sierra%20Leone_mintempC,Sierra%20Leone_totalSnow_cm,Sierra%20Leone_sunHour,Sierra%20Leone_uvIndex,Sierra%20Leone_moon_illumination,Sierra%20Leone_moonrise,Sierra%20Leone_moonset,Sierra%20Leone_sunrise,Sierra%20Leone_sunset,Sierra%20Leone_DewPointC,Sierra%20Leone_FeelsLikeC,Sierra%20Leone_HeatIndexC,Sierra%20Leone_WindChillC,Sierra%20Leone_WindGustKmph,Sierra%20Leone_cloudcover,Sierra%20Leone_humidity,Sierra%20Leone_precipMM,Sierra%20Leone_pressure,Sierra%20Leone_tempC,Sierra%20Leone_visibility,Sierra%20Leone_winddirDegree,Sierra%20Leone_windspeedKmph,Sierra%20Leone_location
2020-01-01,31,25,0.0,11.4,7,37,11:55 AM,No moonset,07:07 AM,06:45 PM,21,29,29,27,13,16,72,0.0,1011,31,10,206,9,Sierra%20Leone
2020-01-02,33,25,0.0,11.4,7,44,12:32 PM,12:06 AM,07:08 AM,06:46 PM,19,29,29,27,13,4,65,0.0,1012,33,10,208,9,Sierra%20Leone
2020-01-03,32,23,0.0,11.4,7,51,01:11 PM,12:49 AM,07:08 AM,06:46 PM,16,27,27,27,13,8,57,0.0,1012,32,10,198,9,Sierra%20Leone
2020-01-04,35,22,0.0,11.4,7,59,01:49 PM,01:34 AM,07:08 AM,06:47 PM,14,29,29,28,13,2,47,0.0,1012,35,10,155,9,Sierra%20Leone
2020-01-05,31,25,0.0,11.4,7,66,02:29 PM,02:18 AM,07:09 AM,06:48 PM,18,28,28,27,11,0,59,0.0,1012,31,10,222,8,Sierra%20Leone
2020-01-06,29,24,0.0,11.4,7,73,03:13 PM,03:06 AM,07:09 AM,06:48 PM,20,28,28,26,15,4,69,0.0,1011,29,10,254,11,Sierra%20Leone
2020-01-07,29,24,0.0,11.4,7,80,03:59 PM,03:56 AM,07:10 AM,06:49 PM,19,28,28,26,17,1,67,0.0,1011,29,10,278,12,Sierra%20Leone
2020-01-08,30,24,0.0,11.4,7,88,04:50 PM,04:49 AM,07:10 AM,06:49 PM,20,28,28,26,14,5,70,0.0,1011,30,10,236,10,Sierra%20Leone
2020-01-09,30,24,0.0,11.4,7,95,05:47 PM,05:46 AM,07:10 AM,06:50 PM,20,28,28,27,15,8,67,0.0,1011,30,10,284,11,Sierra%20Leone
2020-01-10,33,25,0.0,11.4,7,100,06:45 PM,06:45 AM,07:11 AM,06:50 PM,19,30,30,28,16,7,62,0.0,1011,33,10,244,11,Sierra%20Leone
2020-01-11,33,25,0.0,11.4,7,100,07:47 PM,07:44 AM,07:11 AM,06:51 PM,21,30,30,28,16,11,70,0.0,1012,33,10,206,11,Sierra%20Leone
2020-01-12,30,24,0.0,8.7,6,83,08:47 PM,08:42 AM,07:11 AM,06:51 PM,22,30,30,27,13,29,77,0.1,1012,30,10,204,10,Sierra%20Leone
2020-01-13,32,25,0.0,11.4,7,76,09:47 PM,09:37 AM,07:11 AM,06:52 PM,21,29,29,27,16,7,71,0.0,1010,32,10,291,11,Sierra%20Leone
2020-01-14,33,24,0.0,11.4,7,69,10:43 PM,10:28 AM,07:12 AM,06:52 PM,20,29,29,27,14,2,67,0.0,1010,33,10,225,10,Sierra%20Leone
2020-01-15,30,25,0.0,11.4,7,61,11:38 PM,11:17 AM,07:12 AM,06:53 PM,21,29,29,27,17,13,74,0.0,1011,30,10,280,12,Sierra%20Leone
2020-01-16,31,24,0.0,11.4,7,54,No moonrise,12:04 PM,07:12 AM,06:53 PM,21,30,30,27,16,4,70,0.0,1011,31,10,271,12,Sierra%20Leone
2020-01-17,32,23,0.0,11.4,7,47,12:31 AM,12:50 PM,07:12 AM,06:54 PM,22,30,30,27,15,5,74,0.0,1012,32,10,198,10,Sierra%20Leone
2020-01-18,30,24,0.0,11.4,7,40,01:25 AM,01:37 PM,07:13 AM,06:54 PM,22,30,30,27,15,11,75,0.0,1012,30,10,275,11,Sierra%20Leone
2020-01-19,30,24,0.0,11.4,7,32,02:18 AM,02:24 PM,07:13 AM,06:54 PM,22,29,29,27,16,12,76,0.0,1011,30,10,277,11,Sierra%20Leone
2020-01-20,30,25,0.0,11.4,7,25,03:13 AM,03:14 PM,07:13 AM,06:55 PM,21,29,29,27,14,7,74,0.0,1010,30,10,252,10,Sierra%20Leone
2020-01-21,31,24,0.0,11.4,7,18,04:08 AM,04:06 PM,07:13 AM,06:55 PM,22,29,29,27,14,12,75,0.0,1011,31,10,222,10,Sierra%20Leone
2020-01-22,31,25,0.0,11.4,7,11,05:04 AM,05:00 PM,07:13 AM,06:56 PM,21,29,29,27,15,11,70,0.0,1011,31,10,212,11,Sierra%20Leone
2020-01-23,31,26,0.0,11.4,7,3,05:59 AM,05:54 PM,07:13 AM,06:56 PM,20,29,29,27,13,28,65,0.1,1011,31,10,289,9,Sierra%20Leone
2020-01-24,32,26,0.0,11.4,7,0,06:51 AM,06:47 PM,07:13 AM,06:57 PM,20,30,30,28,15,8,64,0.0,1010,32,10,226,11,Sierra%20Leone
2020-01-25,32,24,0.0,10.1,6,0,07:41 AM,07:39 PM,07:14 AM,06:57 PM,23,30,30,27,14,26,77,0.1,1012,32,10,237,10,Sierra%20Leone
2020-01-26,29,25,0.0,11.4,7,4,08:27 AM,08:28 PM,07:14 AM,06:57 PM,22,29,29,26,17,24,77,0.0,1013,29,10,280,12,Sierra%20Leone
2020-01-27,32,24,0.0,11.4,7,11,09:10 AM,09:15 PM,07:14 AM,06:58 PM,21,28,28,26,15,7,75,0.0,1011,32,10,207,11,Sierra%20Leone
2020-01-28,31,23,0.0,11.4,7,18,09:51 AM,10:00 PM,07:14 AM,06:58 PM,22,29,29,26,13,17,79,0.0,1012,31,10,194,9,Sierra%20Leone
2020-01-29,30,25,0.0,10.1,6,26,10:29 AM,10:44 PM,07:14 AM,06:59 PM,22,29,29,27,17,25,78,0.0,1012,30,10,294,12,Sierra%20Leone
2020-01-30,30,25,0.0,11.5,7,33,11:07 AM,11:28 PM,07:14 AM,06:59 PM,21,29,29,27,17,27,72,0.0,1012,30,10,288,12,Sierra%20Leone
2020-01-31,31,24,0.0,10.1,6,37,11:45 AM,No moonset,07:14 AM,06:59 PM,21,29,29,27,16,49,72,0.0,1012,31,10,242,11,Sierra%20Leone
2020-02-01,30,23,0.0,11.6,7,49,12:24 PM,12:12 AM,07:14 AM,07:00 PM,21,29,29,26,14,31,77,0.0,1012,30,10,203,10,Sierra%20Leone
2020-02-02,29,25,0.0,10.2,7,57,01:05 PM,12:57 AM,07:14 AM,07:00 PM,22,29,29,27,15,26,78,0.0,1013,29,10,287,11,Sierra%20Leone
2020-02-03,30,25,0.0,10.2,6,64,01:49 PM,01:45 AM,07:14 AM,07:00 PM,22,29,29,27,19,26,76,0.0,1013,30,10,291,13,Sierra%20Leone
2020-02-04,31,24,0.0,11.6,7,72,02:37 PM,02:35 AM,07:13 AM,07:00 PM,21,29,29,27,18,1,72,0.0,1012,31,10,292,13,Sierra%20Leone
2020-02-05,30,24,0.0,11.6,7,79,03:30 PM,03:30 AM,07:13 AM,07:01 PM,21,29,29,27,16,9,74,0.0,1012,30,10,246,12,Sierra%20Leone
2020-02-06,31,24,0.0,11.6,7,87,04:26 PM,04:27 AM,07:13 AM,07:01 PM,21,29,29,27,15,9,75,0.0,1011,31,10,209,11,Sierra%20Leone
2020-02-07,30,25,0.0,11.6,7,95,05:27 PM,05:26 AM,07:13 AM,07:01 PM,21,29,29,27,15,9,72,0.0,1012,30,10,249,11,Sierra%20Leone
2020-02-08,32,25,0.0,11.6,7,100,06:29 PM,06:24 AM,07:13 AM,07:01 PM,21,30,30,27,15,1,72,0.0,1012,32,10,225,11,Sierra%20Leone
2020-02-09,31,25,0.0,11.6,7,100,07:31 PM,07:22 AM,07:13 AM,07:02 PM,22,30,30,27,14,4,73,0.0,1012,31,10,240,10,Sierra%20Leone
2020-02-10,30,24,0.0,11.6,7,83,08:30 PM,08:16 AM,07:13 AM,07:02 PM,21,29,29,27,14,7,73,0.0,1012,30,10,240,10,Sierra%20Leone
2020-02-11,32,23,0.0,11.6,7,75,09:28 PM,09:08 AM,07:12 AM,07:02 PM,22,30,30,27,15,9,73,0.0,1012,32,10,205,11,Sierra%20Leone
2020-02-12,31,25,0.0,11.6,7,68,10:24 PM,09:58 AM,07:12 AM,07:02 PM,22,30,30,28,16,6,71,0.0,1011,31,10,301,12,Sierra%20Leone
2020-02-13,32,25,0.0,11.6,7,60,11:19 PM,10:46 AM,07:12 AM,07:03 PM,22,30,30,28,16,10,73,0.0,1011,32,10,273,11,Sierra%20Leone
2020-02-14,31,24,0.0,11.6,7,53,No moonrise,11:34 AM,07:12 AM,07:03 PM,22,29,29,27,14,3,75,0.0,1010,31,10,201,10,Sierra%20Leone
2020-02-15,31,24,0.0,11.6,7,45,12:14 AM,12:22 PM,07:12 AM,07:03 PM,22,30,30,27,13,3,73,0.0,1010,31,10,208,10,Sierra%20Leone
2020-02-16,30,24,0.0,11.6,7,38,01:09 AM,01:12 PM,07:11 AM,07:03 PM,22,29,29,27,15,14,76,0.0,1010,30,10,247,11,Sierra%20Leone
2020-02-17,30,24,0.0,11.6,7,30,02:04 AM,02:03 PM,07:11 AM,07:03 PM,21,29,29,27,18,6,73,0.0,1011,30,10,266,13,Sierra%20Leone
2020-02-18,30,24,0.0,11.6,7,22,03:00 AM,02:56 PM,07:11 AM,07:03 PM,22,30,30,27,14,4,74,0.0,1011,30,10,215,10,Sierra%20Leone
2020-02-19,30,25,0.0,11.6,7,15,03:54 AM,03:49 PM,07:10 AM,07:03 PM,22,30,30,27,17,27,77,0.0,1010,30,10,266,13,Sierra%20Leone
2020-02-20,30,25,0.0,11.6,7,7,04:46 AM,04:42 PM,07:10 AM,07:04 PM,22,30,30,27,18,19,77,0.0,1009,30,10,281,13,Sierra%20Leone
2020-02-21,30,25,0.0,11.6,7,0,05:37 AM,05:33 PM,07:10 AM,07:04 PM,22,30,30,27,17,9,73,0.0,1009,30,10,273,12,Sierra%20Leone
2020-02-22,30,25,0.0,11.6,7,0,06:23 AM,06:23 PM,07:09 AM,07:04 PM,23,30,30,27,16,16,75,0.0,1010,30,10,245,12,Sierra%20Leone
2020-02-23,30,25,0.0,11.6,6,0,07:07 AM,07:11 PM,07:09 AM,07:04 PM,23,31,31,27,18,39,77,0.1,1011,30,10,252,13,Sierra%20Leone
2020-02-24,31,25,0.0,10.2,6,0,07:49 AM,07:56 PM,07:09 AM,07:04 PM,21,30,30,28,19,26,69,0.0,1011,31,10,269,14,Sierra%20Leone
2020-02-25,32,26,0.0,11.6,7,8,08:27 AM,08:40 PM,07:08 AM,07:04 PM,23,32,32,28,19,35,74,0.0,1009,32,10,261,14,Sierra%20Leone
2020-02-26,30,25,0.0,10.2,6,15,09:06 AM,09:24 PM,07:08 AM,07:04 PM,23,31,31,28,14,35,77,0.0,1009,30,10,241,10,Sierra%20Leone
2020-02-27,31,26,0.0,10.2,6,23,09:44 AM,10:08 PM,07:08 AM,07:04 PM,24,32,32,28,16,27,80,0.0,1010,31,10,280,12,Sierra%20Leone
2020-02-28,30,26,0.0,11.6,6,30,10:21 AM,10:52 PM,07:07 AM,07:04 PM,23,31,31,28,18,24,79,0.2,1010,30,10,278,14,Sierra%20Leone
2020-02-29,30,25,0.0,11.6,7,38,11:01 AM,11:39 PM,07:07 AM,07:04 PM,22,29,29,27,20,10,74,0.0,1010,30,10,273,14,Sierra%20Leone
2020-03-01,31,25,0.0,11.6,7,44,11:43 AM,No moonset,07:06 AM,07:04 PM,22,30,30,27,17,6,72,0.0,1010,31,10,256,12,Sierra%20Leone
2020-03-02,31,24,0.0,11.6,7,51,12:28 PM,12:27 AM,07:06 AM,07:04 PM,22,30,30,27,16,11,75,0.0,1011,31,10,224,11,Sierra%20Leone
2020-03-03,32,25,0.0,11.6,7,58,01:17 PM,01:18 AM,07:05 AM,07:04 PM,23,31,31,28,14,23,77,0.0,1012,32,10,216,10,Sierra%20Leone
2020-03-04,31,25,0.0,11.6,7,65,02:11 PM,02:12 AM,07:05 AM,07:04 PM,23,31,31,28,14,19,77,0.0,1012,31,10,287,11,Sierra%20Leone
2020-03-05,32,26,0.0,11.6,7,73,03:08 PM,03:09 AM,07:05 AM,07:04 PM,23,31,31,28,16,11,76,0.0,1011,32,10,274,12,Sierra%20Leone
2020-03-06,31,25,0.0,10.2,6,80,04:08 PM,04:06 AM,07:04 AM,07:04 PM,23,31,31,28,14,36,78,0.2,1011,31,10,241,10,Sierra%20Leone
2020-03-07,30,25,0.0,10.2,6,87,05:09 PM,05:04 AM,07:04 AM,07:04 PM,23,30,30,27,17,31,76,0.0,1010,30,10,268,12,Sierra%20Leone
2020-03-08,31,25,0.0,10.2,6,95,06:10 PM,05:59 AM,07:03 AM,07:04 PM,23,31,31,27,17,30,76,0.0,1010,31,10,271,12,Sierra%20Leone
2020-03-09,31,26,0.0,10.2,6,100,07:10 PM,06:53 AM,07:03 AM,07:04 PM,23,32,32,28,17,34,77,0.1,1011,31,10,274,13,Sierra%20Leone
2020-03-10,31,26,0.0,6.0,6,100,08:08 PM,07:44 AM,07:02 AM,07:04 PM,24,32,32,28,15,65,78,0.5,1010,31,10,254,11,Sierra%20Leone
2020-03-11,30,26,0.0,8.8,6,84,09:05 PM,08:34 AM,07:02 AM,07:04 PM,24,32,32,28,16,52,78,0.5,1009,30,10,262,12,Sierra%20Leone
2020-03-12,31,26,0.0,7.4,6,76,10:02 PM,09:24 AM,07:01 AM,07:04 PM,24,33,33,28,15,53,79,0.9,1009,31,10,261,11,Sierra%20Leone
2020-03-13,31,26,0.0,8.8,6,69,11:00 PM,10:14 AM,07:01 AM,07:04 PM,24,32,32,28,17,46,80,1.0,1009,31,10,271,13,Sierra%20Leone
2020-03-14,31,26,0.0,11.6,7,62,11:57 PM,11:05 AM,07:00 AM,07:04 PM,22,31,31,28,17,7,73,0.0,1010,31,10,270,13,Sierra%20Leone
2020-03-15,31,25,0.0,11.6,7,55,No moonrise,11:58 AM,07:00 AM,07:04 PM,21,30,30,28,18,13,70,0.0,1011,31,10,259,13,Sierra%20Leone
2020-03-16,32,26,0.0,11.6,7,47,12:54 AM,12:51 PM,06:59 AM,07:04 PM,21,31,31,28,18,1,65,0.0,1009,32,10,255,13,Sierra%20Leone
2020-03-17,31,26,0.0,11.6,7,40,01:50 AM,01:45 PM,06:59 AM,07:04 PM,21,30,30,28,18,8,67,0.0,1010,31,10,256,13,Sierra%20Leone
2020-03-18,30,25,0.0,11.6,6,33,02:44 AM,02:38 PM,06:58 AM,07:04 PM,21,29,29,27,19,32,69,0.0,1011,30,10,266,14,Sierra%20Leone
2020-03-19,31,25,0.0,11.6,7,25,03:35 AM,03:30 PM,06:57 AM,07:04 PM,21,29,29,27,20,12,68,0.0,1011,31,10,287,15,Sierra%20Leone
2020-03-20,31,25,0.0,11.6,7,18,04:22 AM,04:20 PM,06:57 AM,07:04 PM,20,29,29,27,18,3,67,0.0,1010,31,10,274,13,Sierra%20Leone
2020-03-21,30,25,0.0,11.6,7,11,05:06 AM,05:08 PM,06:56 AM,07:04 PM,20,29,29,27,19,3,68,0.0,1010,30,10,270,14,Sierra%20Leone
2020-03-22,30,25,0.0,11.6,7,4,05:48 AM,05:54 PM,06:56 AM,07:04 PM,21,29,29,27,18,5,70,0.0,1010,30,10,265,13,Sierra%20Leone
2020-03-23,30,25,0.0,11.6,7,0,06:27 AM,06:38 PM,06:55 AM,07:04 PM,21,30,30,27,17,21,70,0.0,1012,30,10,243,13,Sierra%20Leone
2020-03-24,30,25,0.0,11.6,6,0,07:06 AM,07:22 PM,06:55 AM,07:04 PM,21,29,29,27,17,34,69,0.0,1011,30,10,254,12,Sierra%20Leone
2020-03-25,30,25,0.0,10.3,6,3,07:43 AM,08:06 PM,06:54 AM,07:03 PM,21,29,29,26,11,61,74,0.3,1011,30,10,197,8,Sierra%20Leone
2020-03-26,29,26,0.0,8.9,6,11,08:21 AM,08:50 PM,06:54 AM,07:03 PM,22,30,30,27,18,49,75,0.1,1010,29,10,270,13,Sierra%20Leone
2020-03-27,31,26,0.0,11.6,7,18,09:00 AM,09:36 PM,06:53 AM,07:03 PM,22,30,30,27,14,25,73,0.0,1010,31,10,286,11,Sierra%20Leone
2020-03-28,30,26,0.0,10.3,6,25,09:41 AM,10:22 PM,06:53 AM,07:03 PM,22,30,30,27,15,58,75,1.2,1011,30,10,270,11,Sierra%20Leone
2020-03-29,29,26,0.0,10.3,6,32,10:24 AM,11:13 PM,06:52 AM,07:03 PM,22,30,30,27,13,41,74,0.1,1011,29,10,290,9,Sierra%20Leone
2020-03-30,30,27,0.0,10.3,6,40,11:12 AM,No moonset,06:52 AM,07:03 PM,23,32,32,28,14,52,71,1.0,1009,30,10,263,11,Sierra%20Leone
2020-03-31,31,26,0.0,11.6,7,44,12:02 PM,12:04 AM,06:51 AM,07:03 PM,22,31,31,28,17,20,69,0.0,1009,31,10,274,12,Sierra%20Leone
2020-04-01,31,27,0.0,11.6,7,56,12:56 PM,12:59 AM,06:50 AM,07:03 PM,23,32,32,28,16,27,74,0.0,1010,31,10,251,12,Sierra%20Leone
2020-04-02,31,26,0.0,11.6,7,64,01:53 PM,01:54 AM,06:50 AM,07:03 PM,24,33,33,28,14,19,77,0.0,1011,31,10,262,11,Sierra%20Leone
2020-04-03,30,26,0.0,10.3,6,71,02:52 PM,02:50 AM,06:49 AM,07:03 PM,24,32,32,28,18,20,78,0.0,1009,30,10,270,13,Sierra%20Leone
2020-04-04,31,26,0.0,10.3,6,79,03:51 PM,03:45 AM,06:49 AM,07:03 PM,24,32,32,28,15,35,77,0.1,1010,31,10,268,12,Sierra%20Leone
2020-04-05,30,27,0.0,11.6,7,87,04:50 PM,04:37 AM,06:48 AM,07:03 PM,24,33,33,28,15,20,78,0.0,1011,30,10,270,11,Sierra%20Leone
2020-04-06,30,26,0.0,11.6,7,94,05:49 PM,05:29 AM,06:48 AM,07:03 PM,24,32,32,28,17,19,78,0.0,1011,30,10,263,13,Sierra%20Leone
2020-04-07,30,26,0.0,10.3,6,100,06:46 PM,06:19 AM,06:47 AM,07:03 PM,24,32,32,28,16,33,78,0.1,1010,30,10,263,12,Sierra%20Leone
2020-04-08,30,26,0.0,10.3,6,100,07:44 PM,07:09 AM,06:47 AM,07:03 PM,24,32,32,28,17,31,80,0.1,1010,30,10,261,13,Sierra%20Leone
2020-04-09,30,26,0.0,10.3,6,83,08:43 PM,08:00 AM,06:46 AM,07:03 PM,24,32,32,28,16,27,77,0.0,1009,30,10,267,12,Sierra%20Leone
2020-04-10,31,26,0.0,10.3,6,76,09:43 PM,08:52 AM,06:46 AM,07:03 PM,24,32,32,28,16,32,77,0.0,1010,31,10,275,12,Sierra%20Leone
2020-04-11,31,27,0.0,7.6,6,68,10:42 PM,09:46 AM,06:45 AM,07:02 PM,24,32,32,28,14,59,77,2.6,1011,31,10,269,10,Sierra%20Leone
2020-04-12,30,27,0.0,8.9,6,61,11:41 PM,10:41 AM,06:45 AM,07:02 PM,24,32,32,28,15,68,80,4.3,1011,30,9,289,12,Sierra%20Leone
2020-04-13,30,27,0.0,6.3,6,53,No moonrise,11:37 AM,06:44 AM,07:02 PM,24,32,32,28,15,66,79,4.1,1011,30,10,284,12,Sierra%20Leone
2020-04-14,30,27,0.0,8.9,6,46,12:37 AM,12:32 PM,06:44 AM,07:02 PM,23,32,32,28,14,56,75,1.9,1010,30,10,287,11,Sierra%20Leone
2020-04-15,31,26,0.0,7.6,6,38,01:31 AM,01:26 PM,06:43 AM,07:02 PM,23,31,31,28,14,58,73,2.8,1010,31,10,286,10,Sierra%20Leone
2020-04-16,30,26,0.0,7.6,6,30,02:20 AM,02:17 PM,06:43 AM,07:02 PM,23,31,31,27,17,67,76,5.4,1011,30,9,305,13,Sierra%20Leone
2020-04-17,30,26,0.0,11.6,7,23,03:05 AM,03:06 PM,06:42 AM,07:02 PM,23,31,31,28,21,28,76,12.9,1010,30,9,287,15,Sierra%20Leone
2020-04-18,30,26,0.0,11.6,7,15,03:48 AM,03:52 PM,06:42 AM,07:02 PM,22,30,30,27,20,27,73,0.5,1010,30,10,260,15,Sierra%20Leone
2020-04-19,31,26,0.0,11.6,7,8,04:27 AM,04:37 PM,06:42 AM,07:02 PM,21,30,30,28,15,17,69,0.0,1012,31,10,255,11,Sierra%20Leone
2020-04-20,29,26,0.0,10.3,6,0,05:06 AM,05:21 PM,06:41 AM,07:02 PM,23,30,30,27,16,51,75,0.8,1013,29,10,252,12,Sierra%20Leone
2020-04-21,31,27,0.0,11.6,7,0,05:44 AM,06:04 PM,06:41 AM,07:02 PM,22,31,31,28,16,16,72,0.0,1011,31,10,278,12,Sierra%20Leone
2020-04-22,28,26,0.0,6.3,6,0,06:21 AM,06:48 PM,06:40 AM,07:02 PM,23,30,30,27,17,67,78,4.8,1010,28,10,262,12,Sierra%20Leone
2020-04-23,28,26,0.0,7.6,6,0,07:00 AM,07:33 PM,06:40 AM,07:02 PM,23,30,30,27,13,57,79,4.1,1010,28,9,265,9,Sierra%20Leone
2020-04-24,31,26,0.0,11.6,7,7,07:40 AM,08:20 PM,06:39 AM,07:02 PM,22,31,31,28,10,22,71,0.0,1011,31,10,193,7,Sierra%20Leone
2020-04-25,29,26,0.0,10.3,6,15,08:23 AM,09:09 PM,06:39 AM,07:03 PM,23,30,30,27,16,52,80,0.4,1011,29,10,282,12,Sierra%20Leone
2020-04-26,29,26,0.0,11.6,7,22,09:09 AM,10:01 PM,06:39 AM,07:03 PM,23,31,31,27,14,41,76,0.2,1011,29,10,280,11,Sierra%20Leone
2020-04-27,30,26,0.0,11.6,7,30,09:58 AM,10:54 PM,06:38 AM,07:03 PM,21,30,30,28,17,10,69,0.0,1012,30,10,268,13,Sierra%20Leone
2020-04-28,30,26,0.0,11.6,7,37,10:51 AM,11:49 PM,06:38 AM,07:03 PM,21,30,30,28,16,9,66,0.0,1012,30,10,258,12,Sierra%20Leone
2020-04-29,29,26,0.0,7.6,6,45,11:46 AM,No moonset,06:38 AM,07:03 PM,22,30,30,27,12,58,72,0.2,1013,29,10,210,9,Sierra%20Leone
2020-04-30,30,26,0.0,9.0,6,52,12:43 PM,12:43 AM,06:37 AM,07:03 PM,24,32,32,28,13,52,78,0.3,1013,30,10,271,10,Sierra%20Leone
2020-05-01,30,26,0.0,9.0,6,58,01:40 PM,01:37 AM,06:37 AM,07:03 PM,24,32,32,28,12,57,81,0.1,1013,30,10,271,9,Sierra%20Leone
2020-05-02,30,26,0.0,9.0,6,65,02:37 PM,02:28 AM,06:37 AM,07:03 PM,24,32,32,28,15,40,82,0.1,1012,30,10,255,12,Sierra%20Leone
2020-05-03,30,27,0.0,10.3,6,72,03:34 PM,03:18 AM,06:36 AM,07:03 PM,24,32,32,28,15,42,80,3.8,1012,30,10,300,12,Sierra%20Leone
2020-05-04,30,26,0.0,9.0,6,80,04:29 PM,04:07 AM,06:36 AM,07:03 PM,24,32,32,28,14,35,81,0.2,1011,30,10,276,10,Sierra%20Leone
2020-05-05,29,26,0.0,10.3,6,87,05:26 PM,04:56 AM,06:36 AM,07:03 PM,24,32,32,28,14,33,81,0.1,1011,29,10,284,11,Sierra%20Leone
2020-05-06,29,18,0.0,9.0,6,94,06:24 PM,05:45 AM,06:36 AM,07:03 PM,24,30,30,26,13,39,83,0.1,1011,29,10,286,10,Sierra%20Leone
2020-05-07,28,18,0.0,10.3,6,100,07:23 PM,06:36 AM,06:35 AM,07:04 PM,24,29,29,26,14,46,81,0.0,1011,28,10,295,10,Sierra%20Leone
2020-05-08,30,27,0.0,11.6,6,100,08:23 PM,07:29 AM,06:35 AM,07:04 PM,24,32,32,28,16,30,80,0.1,1011,30,10,267,12,Sierra%20Leone
2020-05-09,30,27,0.0,9.0,6,84,09:25 PM,08:25 AM,06:35 AM,07:04 PM,25,32,32,28,16,56,83,1.7,1012,30,10,260,12,Sierra%20Leone
2020-05-10,29,26,0.0,10.3,6,77,10:24 PM,09:22 AM,06:35 AM,07:04 PM,24,31,31,27,19,63,81,0.4,1013,29,10,279,14,Sierra%20Leone
2020-05-11,30,26,0.0,10.3,7,70,11:21 PM,10:20 AM,06:34 AM,07:04 PM,23,31,31,28,15,37,76,0.0,1013,30,10,274,11,Sierra%20Leone
2020-05-12,29,25,0.0,10.3,6,62,No moonrise,11:16 AM,06:34 AM,07:04 PM,23,31,31,27,17,49,80,17.2,1013,29,9,276,12,Sierra%20Leone
2020-05-13,29,18,0.0,10.3,6,55,12:13 AM,12:09 PM,06:34 AM,07:04 PM,24,29,29,25,13,58,85,21.8,1012,29,9,285,9,Sierra%20Leone
2020-05-14,30,26,0.0,11.6,6,48,01:01 AM,01:00 PM,06:34 AM,07:05 PM,24,32,32,28,13,40,79,1.6,1012,30,10,258,9,Sierra%20Leone
2020-05-15,30,27,0.0,10.3,6,40,01:46 AM,01:48 PM,06:34 AM,07:05 PM,24,32,32,28,19,48,80,1.5,1012,30,10,284,14,Sierra%20Leone
2020-05-16,32,26,0.0,9.0,6,33,02:26 AM,02:34 PM,06:34 AM,07:05 PM,24,33,33,28,14,62,77,3.7,1011,32,10,224,10,Sierra%20Leone
2020-05-17,29,27,0.0,7.7,6,26,03:06 AM,03:18 PM,06:33 AM,07:05 PM,24,32,32,28,14,66,82,2.5,1012,29,10,261,11,Sierra%20Leone
2020-05-18,29,27,0.0,6.4,6,19,03:43 AM,04:01 PM,06:33 AM,07:05 PM,24,31,31,27,18,64,82,7.7,1014,29,10,247,13,Sierra%20Leone
2020-05-19,30,26,0.0,10.3,6,11,04:20 AM,04:45 PM,06:33 AM,07:06 PM,24,32,32,28,16,38,78,3.3,1013,30,10,279,12,Sierra%20Leone
2020-05-20,30,26,0.0,10.3,6,4,04:59 AM,05:30 PM,06:33 AM,07:06 PM,24,32,32,28,17,36,79,0.5,1013,30,10,282,13,Sierra%20Leone
2020-05-21,30,26,0.0,10.3,6,0,05:39 AM,06:16 PM,06:33 AM,07:06 PM,23,31,31,28,18,37,78,0.4,1013,30,10,280,13,Sierra%20Leone
2020-05-22,30,26,0.0,9.0,6,0,06:20 AM,07:05 PM,06:33 AM,07:06 PM,23,31,31,28,15,54,77,0.1,1013,30,10,272,11,Sierra%20Leone
2020-05-23,29,26,0.0,6.4,6,3,07:06 AM,07:57 PM,06:33 AM,07:06 PM,24,31,31,27,14,70,82,2.7,1013,29,10,273,10,Sierra%20Leone
2020-05-24,29,26,0.0,9.0,6,10,07:55 AM,08:50 PM,06:33 AM,07:07 PM,24,32,32,28,12,66,81,4.4,1013,29,10,260,9,Sierra%20Leone
2020-05-25,30,26,0.0,7.7,6,17,08:47 AM,09:45 PM,06:33 AM,07:07 PM,24,32,32,28,14,46,82,2.0,1013,30,10,255,11,Sierra%20Leone
2020-05-26,30,27,0.0,9.0,6,25,09:42 AM,10:39 PM,06:33 AM,07:07 PM,24,32,32,28,18,46,81,1.0,1012,30,10,281,13,Sierra%20Leone
2020-05-27,28,26,0.0,7.7,6,32,10:38 AM,11:33 PM,06:33 AM,07:07 PM,24,31,31,27,19,67,85,54.5,1013,28,7,251,10,Sierra%20Leone
2020-05-28,30,25,0.0,7.7,6,39,11:35 AM,No moonset,06:33 AM,07:08 PM,23,31,31,27,10,72,78,6.8,1012,30,10,208,7,Sierra%20Leone
2020-05-29,30,27,0.0,7.7,6,47,12:31 PM,12:24 AM,06:33 AM,07:08 PM,24,32,32,28,12,62,81,1.2,1011,30,10,265,8,Sierra%20Leone
2020-05-30,31,25,0.0,10.3,6,54,01:26 PM,01:14 AM,06:33 AM,07:08 PM,23,30,30,27,12,57,79,7.1,1012,31,10,178,8,Sierra%20Leone
