date_time,Lesotho_maxtempC,Lesotho_mintempC,Lesotho_totalSnow_cm,Lesotho_sunHour,Lesotho_uvIndex,Lesotho_moon_illumination,Lesotho_moonrise,Lesotho_moonset,Lesotho_sunrise,Lesotho_sunset,Lesotho_DewPointC,Lesotho_FeelsLikeC,Lesotho_HeatIndexC,Lesotho_WindChillC,Lesotho_WindGustKmph,Lesotho_cloudcover,Lesotho_humidity,Lesotho_precipMM,Lesotho_pressure,Lesotho_tempC,Lesotho_visibility,Lesotho_winddirDegree,Lesotho_windspeedKmph,Lesotho_location
2020-07-22,17,4,0.0,8.7,4,10,08:27 AM,07:27 PM,07:00 AM,05:34 PM,-11,10,10,10,8,0,26,0.0,1025,17,10,186,4,Lesotho
2020-07-23,17,4,0.0,8.7,4,17,09:10 AM,08:33 PM,07:00 AM,05:34 PM,-11,10,10,10,8,0,27,0.0,1026,17,10,165,4,Lesotho
2020-07-24,17,4,0.0,8.7,4,24,09:50 AM,09:38 PM,06:59 AM,05:35 PM,-9,10,11,10,7,0,30,0.0,1025,17,10,208,4,Lesotho
2020-07-25,16,4,0.0,8.7,4,32,10:26 AM,10:42 PM,06:59 AM,05:35 PM,-8,9,10,9,9,0,33,0.0,1026,16,10,197,5,Lesotho
2020-07-26,15,4,0.0,8.7,4,39,11:02 AM,11:46 PM,06:58 AM,05:36 PM,-5,9,11,9,14,0,40,0.0,1025,15,10,154,9,Lesotho
2020-07-27,15,4,0.0,8.7,4,46,11:39 AM,No moonset,06:57 AM,05:36 PM,-3,9,10,9,7,1,46,0.0,1026,15,10,120,4,Lesotho
2020-07-28,14,3,0.0,8.7,3,53,12:17 PM,12:50 AM,06:57 AM,05:37 PM,-3,7,9,7,12,5,50,0.0,1024,14,10,146,8,Lesotho
2020-07-29,15,3,0.0,8.7,4,61,12:59 PM,01:55 AM,06:56 AM,05:38 PM,-3,9,10,9,8,5,48,0.0,1022,15,10,141,5,Lesotho
2020-07-30,17,5,0.0,8.7,4,68,01:46 PM,03:00 AM,06:55 AM,05:38 PM,-3,11,11,11,10,2,42,0.0,1024,17,10,152,6,Lesotho
2020-07-31,18,5,0.0,8.7,4,72,02:37 PM,04:03 AM,06:55 AM,05:39 PM,-8,11,12,11,8,0,30,0.0,1027,18,10,159,5,Lesotho
2020-08-01,19,6,0.0,8.7,4,82,03:33 PM,05:04 AM,06:54 AM,05:39 PM,-9,13,13,13,9,0,29,0.0,1027,19,10,162,6,Lesotho
2020-08-02,20,6,0.0,8.7,4,90,04:31 PM,05:59 AM,06:53 AM,05:40 PM,-7,13,13,13,11,0,29,0.0,1027,20,10,157,7,Lesotho
2020-08-03,19,6,0.0,8.7,4,97,05:31 PM,06:48 AM,06:53 AM,05:40 PM,-7,12,13,12,10,0,31,0.0,1026,19,10,199,6,Lesotho
2020-08-04,19,6,0.0,8.7,4,100,06:30 PM,07:32 AM,06:52 AM,05:41 PM,-6,12,12,12,11,0,30,0.0,1021,19,10,173,8,Lesotho
2020-08-05,18,5,0.0,8.7,4,88,07:27 PM,08:10 AM,06:51 AM,05:41 PM,-6,11,12,11,19,0,33,0.0,1018,18,10,104,13,Lesotho
2020-08-06,14,5,0.0,8.7,4,81,08:22 PM,08:44 AM,06:50 AM,05:42 PM,-7,9,10,9,16,2,37,0.0,1021,14,10,187,11,Lesotho
2020-08-07,15,-1,0.0,8.7,3,74,09:15 PM,09:15 AM,06:49 AM,05:43 PM,-5,7,9,7,15,3,49,0.0,1029,15,10,161,9,Lesotho
2020-08-08,17,3,0.0,8.7,4,67,10:08 PM,09:45 AM,06:49 AM,05:43 PM,-4,9,11,9,23,9,41,0.0,1024,17,10,104,15,Lesotho
2020-08-09,17,5,0.0,8.7,4,59,11:00 PM,10:14 AM,06:48 AM,05:44 PM,-2,9,11,9,25,10,49,0.0,1018,17,10,188,17,Lesotho
2020-08-10,14,0,0.0,8.7,3,52,11:53 PM,10:43 AM,06:47 AM,05:44 PM,-5,6,8,6,12,3,51,0.0,1022,14,10,197,8,Lesotho
2020-08-11,18,2,0.0,8.7,4,45,No moonrise,11:15 AM,06:46 AM,05:45 PM,-9,10,11,10,15,0,33,0.0,1019,18,10,118,10,Lesotho
2020-08-12,17,5,0.0,8.7,4,38,12:47 AM,11:50 AM,06:45 AM,05:45 PM,-10,11,12,11,10,0,28,0.0,1019,17,10,228,6,Lesotho
2020-08-13,15,3,0.0,8.7,4,30,01:43 AM,12:28 PM,06:44 AM,05:46 PM,-7,9,10,9,11,0,37,0.0,1022,15,10,205,8,Lesotho
2020-08-14,18,3,0.0,8.7,4,23,02:39 AM,01:13 PM,06:43 AM,05:46 PM,-8,11,12,11,12,0,35,0.0,1020,18,10,167,8,Lesotho
2020-08-15,19,4,0.0,8.7,4,16,03:37 AM,02:03 PM,06:42 AM,05:47 PM,-10,11,12,11,25,22,24,0.0,1012,19,10,167,18,Lesotho
2020-08-16,12,1,0.0,8.7,3,8,04:34 AM,03:01 PM,06:41 AM,05:48 PM,-7,6,8,6,13,7,44,0.0,1018,12,10,241,10,Lesotho
2020-08-17,17,-1,0.0,8.7,4,1,05:28 AM,04:03 PM,06:40 AM,05:48 PM,-12,7,9,7,19,6,28,0.0,1017,17,10,160,13,Lesotho
2020-08-18,6,0,0.0,8.7,2,0,06:18 AM,05:09 PM,06:39 AM,05:49 PM,-9,1,5,1,23,23,40,0.1,1017,6,10,260,16,Lesotho
2020-08-19,10,-5,0.0,7.2,1,0,07:04 AM,06:17 PM,06:38 AM,05:49 PM,-10,1,3,1,11,19,49,0.0,1024,10,10,209,7,Lesotho
2020-08-20,14,-1,0.0,8.7,3,6,07:45 AM,07:24 PM,06:37 AM,05:50 PM,-11,6,7,6,8,0,36,0.0,1022,14,10,212,6,Lesotho
2020-08-21,16,2,0.0,8.7,4,13,08:24 AM,08:31 PM,06:36 AM,05:50 PM,-9,10,11,10,8,5,33,0.0,1025,16,10,169,5,Lesotho
2020-08-22,19,3,0.0,8.7,4,20,09:01 AM,09:37 PM,06:35 AM,05:51 PM,-5,11,12,11,8,0,38,0.0,1025,19,10,167,5,Lesotho
2020-08-23,20,5,0.0,8.7,5,28,09:39 AM,10:42 PM,06:34 AM,05:51 PM,-5,13,14,13,9,0,34,0.0,1020,20,10,162,6,Lesotho
2020-08-24,21,7,0.0,8.7,5,35,10:17 AM,11:49 PM,06:33 AM,05:52 PM,-3,15,15,15,12,2,35,0.0,1014,21,10,189,8,Lesotho
2020-08-25,24,8,0.0,8.7,5,42,10:58 AM,No moonset,06:32 AM,05:52 PM,-4,16,17,16,23,0,32,0.0,1012,24,10,186,16,Lesotho
2020-08-26,20,7,0.0,5.7,4,50,11:44 AM,12:54 AM,06:31 AM,05:53 PM,-4,14,15,14,11,37,32,0.0,1016,20,10,151,7,Lesotho
2020-08-27,20,10,0.0,8.7,4,57,12:33 PM,01:58 AM,06:30 AM,05:53 PM,3,14,16,14,34,55,51,1.3,1015,20,9,152,24,Lesotho
2020-08-28,20,6,0.0,8.7,5,64,01:27 PM,02:58 AM,06:29 AM,05:54 PM,-9,13,14,13,22,0,25,0.0,1010,20,10,224,16,Lesotho
2020-08-29,13,3,0.0,8.7,3,71,02:24 PM,03:55 AM,06:28 AM,05:54 PM,-7,7,9,7,16,2,39,0.0,1013,13,10,276,12,Lesotho
2020-08-30,12,-1,0.0,8.7,3,79,03:23 PM,04:45 AM,06:27 AM,05:55 PM,-8,5,7,5,10,2,43,0.0,1020,12,10,227,7,Lesotho
2020-08-31,14,-1,0.0,8.7,3,82,04:21 PM,05:30 AM,06:25 AM,05:55 PM,-12,7,8,7,8,0,30,0.0,1022,14,10,184,6,Lesotho
2020-09-01,16,2,0.0,5.7,3,97,05:18 PM,06:08 AM,06:24 AM,05:56 PM,-0,8,10,8,36,41,54,1.9,1020,16,10,44,26,Lesotho
2020-09-02,18,9,0.0,4.2,3,100,06:14 PM,06:43 AM,06:23 AM,05:56 PM,5,11,13,11,51,59,60,0.7,1020,18,9,22,36,Lesotho
2020-09-03,22,10,0.0,8.7,4,88,07:08 PM,07:16 AM,06:22 AM,05:57 PM,6,15,16,15,18,37,59,2.7,1022,22,10,157,12,Lesotho
2020-09-04,26,10,0.0,8.7,6,81,08:00 PM,07:46 AM,06:21 AM,05:57 PM,2,19,19,19,11,0,41,0.0,1023,26,10,163,7,Lesotho
2020-09-05,27,12,0.0,8.7,6,73,08:53 PM,08:14 AM,06:20 AM,05:58 PM,-2,20,20,20,13,0,27,0.0,1019,27,10,205,9,Lesotho
2020-09-06,22,11,0.0,8.7,4,66,09:45 PM,08:44 AM,06:18 AM,05:58 PM,3,17,18,17,15,45,43,0.3,1019,22,10,225,11,Lesotho
2020-09-07,23,12,0.0,8.7,5,58,10:38 PM,09:14 AM,06:17 AM,05:59 PM,5,17,18,17,11,32,52,3.5,1020,23,10,153,8,Lesotho
2020-09-08,23,12,0.0,8.7,5,50,11:33 PM,09:47 AM,06:16 AM,05:59 PM,0,18,18,18,9,0,33,0.0,1023,23,10,157,6,Lesotho
2020-09-09,25,14,0.0,11.6,6,43,No moonrise,10:23 AM,06:15 AM,06:00 PM,-1,20,20,20,13,0,27,0.0,1023,25,10,147,9,Lesotho
2020-09-10,25,13,0.0,11.6,6,35,12:28 AM,11:05 AM,06:14 AM,06:00 PM,-4,19,19,19,11,0,22,0.0,1020,25,10,166,7,Lesotho
2020-09-11,25,12,0.0,11.6,5,28,01:25 AM,11:52 AM,06:13 AM,06:01 PM,0,18,19,18,15,0,33,0.0,1021,25,10,94,10,Lesotho
2020-09-12,25,14,0.0,11.6,6,20,02:21 AM,12:45 PM,06:11 AM,06:01 PM,-2,19,20,19,19,2,26,0.0,1020,25,10,145,13,Lesotho
2020-09-13,23,12,0.0,11.6,5,13,03:15 AM,01:44 PM,06:10 AM,06:02 PM,-4,17,18,17,28,1,25,0.0,1018,23,10,192,20,Lesotho
2020-09-14,23,11,0.0,11.6,5,5,04:06 AM,02:48 PM,06:09 AM,06:02 PM,-3,17,18,17,22,10,27,0.0,1014,23,10,224,16,Lesotho
2020-09-15,22,10,0.0,11.6,5,0,04:53 AM,03:55 PM,06:08 AM,06:03 PM,-11,16,17,16,17,12,17,0.0,1014,22,10,211,13,Lesotho
2020-09-16,21,9,0.0,11.6,5,0,05:37 AM,05:03 PM,06:07 AM,06:03 PM,-12,15,16,15,18,8,16,0.0,1014,21,10,242,13,Lesotho
2020-09-17,24,8,0.0,11.6,5,0,06:17 AM,06:11 PM,06:05 AM,06:04 PM,-13,17,18,17,12,0,14,0.0,1017,24,10,193,9,Lesotho
2020-09-18,25,10,0.0,11.6,5,2,06:56 AM,07:19 PM,06:04 AM,06:04 PM,-11,18,19,18,16,0,15,0.0,1017,25,10,164,12,Lesotho
2020-09-19,27,10,0.0,11.6,6,10,07:34 AM,08:27 PM,06:03 AM,06:05 PM,-11,20,20,20,14,1,14,0.0,1015,27,10,162,11,Lesotho
2020-09-20,28,11,0.0,11.6,6,17,08:13 AM,09:36 PM,06:02 AM,06:05 PM,-10,20,20,20,25,6,14,0.0,1012,28,10,162,18,Lesotho
2020-09-21,22,11,0.0,12.1,4,25,08:54 AM,10:43 PM,06:00 AM,06:06 PM,-10,17,17,17,14,27,18,0.0,1017,22,10,244,10,Lesotho
2020-09-22,22,6,0.0,12.5,5,32,09:40 AM,11:50 PM,05:59 AM,06:06 PM,1,14,16,14,11,7,46,0.0,1024,22,10,173,7,Lesotho
2020-09-23,24,10,0.0,12.5,5,40,10:28 AM,No moonset,05:58 AM,06:07 PM,3,18,18,18,11,5,44,0.0,1022,24,10,144,7,Lesotho
2020-09-24,28,12,0.0,12.5,6,47,11:22 AM,12:53 AM,05:57 AM,06:07 PM,0,21,21,20,16,6,29,0.0,1016,28,10,140,11,Lesotho
2020-09-25,28,14,0.0,11.8,5,55,12:19 PM,01:52 AM,05:56 AM,06:08 PM,-1,22,22,21,28,35,25,0.0,1009,28,10,159,20,Lesotho
2020-09-26,19,11,0.0,12.5,5,62,01:17 PM,02:44 AM,05:54 AM,06:08 PM,-11,16,16,16,17,11,17,0.0,1009,19,10,265,13,Lesotho
2020-09-27,18,4,0.0,12.6,4,70,02:15 PM,03:30 AM,05:53 AM,06:09 PM,-15,11,12,11,16,0,16,0.0,1012,18,10,211,12,Lesotho
2020-09-28,18,4,0.0,12.6,4,78,03:12 PM,04:09 AM,05:52 AM,06:10 PM,-14,11,13,11,13,1,18,0.0,1017,18,10,194,10,Lesotho
2020-09-29,18,4,0.0,12.6,4,85,04:08 PM,04:45 AM,05:51 AM,06:10 PM,-13,12,13,12,12,0,19,0.0,1019,18,10,190,8,Lesotho
2020-09-30,23,4,0.0,12.6,5,93,05:02 PM,05:18 AM,05:50 AM,06:11 PM,-7,14,15,14,24,4,30,0.0,1013,23,10,181,18,Lesotho
2020-10-01,18,8,0.0,7.9,3,97,05:55 PM,05:48 AM,05:49 AM,06:11 PM,8,13,14,13,26,59,76,15.1,1010,18,9,31,15,Lesotho
2020-10-02,20,9,0.0,7.9,4,100,06:47 PM,06:16 AM,05:47 AM,06:12 PM,9,13,14,13,31,74,72,7.5,1012,20,10,88,20,Lesotho
2020-10-03,20,9,0.0,12.7,5,89,07:40 PM,06:45 AM,05:46 AM,06:12 PM,-2,14,15,14,21,25,47,0.2,1014,20,8,187,15,Lesotho
2020-10-04,24,10,0.0,12.7,5,82,08:32 PM,07:16 AM,05:45 AM,06:13 PM,-6,17,17,17,10,4,22,0.0,1017,24,10,161,8,Lesotho
2020-10-05,22,11,0.0,12.7,4,74,09:27 PM,07:47 AM,05:44 AM,06:13 PM,-1,17,17,17,14,51,32,0.2,1017,22,9,97,10,Lesotho
2020-10-06,25,12,0.0,12.7,6,67,10:21 PM,08:22 AM,05:43 AM,06:14 PM,4,19,19,19,12,7,39,0.0,1015,25,10,99,7,Lesotho
2020-10-07,24,13,0.0,12.7,6,60,11:17 PM,09:01 AM,05:42 AM,06:15 PM,8,19,20,19,15,14,54,0.0,1016,24,10,168,10,Lesotho
2020-10-08,25,14,0.0,12.8,6,53,No moonrise,09:45 AM,05:40 AM,06:15 PM,9,20,20,20,16,29,54,0.0,1015,25,10,140,11,Lesotho
2020-10-09,24,15,0.0,9.3,5,45,12:12 AM,10:34 AM,05:39 AM,06:16 PM,9,19,19,19,19,69,56,1.8,1010,24,10,218,14,Lesotho
2020-10-10,18,8,0.0,12.8,4,38,01:06 AM,11:30 AM,05:38 AM,06:16 PM,1,13,13,13,16,24,49,0.3,1015,18,10,249,12,Lesotho
2020-10-11,20,5,0.0,12.8,4,31,01:57 AM,12:30 PM,05:37 AM,06:17 PM,-1,12,13,12,13,3,45,0.0,1018,20,10,187,10,Lesotho
2020-10-12,21,8,0.0,12.8,4,23,02:44 AM,01:34 PM,05:36 AM,06:18 PM,2,15,16,15,15,22,50,0.1,1017,21,10,231,12,Lesotho
2020-10-13,25,10,0.0,12.8,5,16,03:28 AM,02:39 PM,05:35 AM,06:18 PM,-2,18,19,18,16,3,32,0.0,1016,25,10,153,11,Lesotho
2020-10-14,26,12,0.0,12.9,6,9,04:09 AM,03:47 PM,05:34 AM,06:19 PM,-1,20,20,20,10,0,27,0.0,1019,26,10,251,7,Lesotho
2020-10-15,30,15,0.0,12.9,6,2,04:47 AM,04:54 PM,05:33 AM,06:19 PM,-2,22,22,22,17,1,25,0.0,1018,30,10,155,13,Lesotho
2020-10-16,31,16,0.0,12.9,7,0,05:25 AM,06:03 PM,05:32 AM,06:20 PM,-5,25,25,25,14,2,16,0.0,1017,31,10,149,11,Lesotho
2020-10-17,32,15,0.0,12.9,7,0,06:04 AM,07:13 PM,05:30 AM,06:21 PM,-1,24,24,24,21,30,23,0.0,1014,32,10,178,15,Lesotho
2020-10-18,31,16,0.0,12.9,7,5,06:45 AM,08:23 PM,05:29 AM,06:21 PM,-4,25,25,25,19,27,17,0.0,1012,31,10,264,14,Lesotho
2020-10-19,32,16,0.0,12.9,7,13,07:30 AM,09:34 PM,05:28 AM,06:22 PM,-1,25,25,25,23,29,21,0.0,1010,32,10,178,17,Lesotho
2020-10-20,31,15,0.0,13.0,7,20,08:18 AM,10:41 PM,05:27 AM,06:23 PM,-4,25,25,25,19,18,19,0.0,1010,31,10,237,15,Lesotho
2020-10-21,29,13,0.0,13.0,6,27,09:13 AM,11:44 PM,05:26 AM,06:23 PM,5,22,22,22,18,21,42,0.0,1017,29,10,195,14,Lesotho
2020-10-22,29,14,0.0,13.0,5,35,10:10 AM,No moonset,05:25 AM,06:24 PM,6,22,22,22,17,25,42,0.5,1020,29,10,164,12,Lesotho
2020-10-23,30,15,0.0,13.0,6,42,11:10 AM,12:40 AM,05:24 AM,06:25 PM,5,24,24,24,17,27,37,0.2,1018,30,10,139,11,Lesotho
2020-10-24,32,18,0.0,13.0,7,49,12:09 PM,01:29 AM,05:23 AM,06:25 PM,5,25,25,25,13,26,33,0.1,1015,32,10,135,9,Lesotho
2020-10-25,32,16,0.0,13.0,6,56,01:07 PM,02:11 AM,05:22 AM,06:26 PM,5,25,25,25,15,28,36,1.4,1014,32,10,191,10,Lesotho
2020-10-26,29,18,0.0,13.1,6,64,02:03 PM,02:48 AM,05:22 AM,06:27 PM,8,25,25,24,18,45,43,2.9,1014,29,10,152,14,Lesotho
2020-10-27,29,15,0.0,13.1,5,71,02:57 PM,03:21 AM,05:21 AM,06:28 PM,8,23,23,23,22,27,45,0.2,1013,29,10,170,16,Lesotho
2020-10-28,29,19,0.0,13.1,6,78,03:50 PM,03:51 AM,05:20 AM,06:28 PM,7,24,24,24,23,42,37,0.7,1013,29,10,193,16,Lesotho
2020-10-29,27,18,0.0,13.1,6,85,04:42 PM,04:20 AM,05:19 AM,06:29 PM,7,23,23,22,31,23,40,0.6,1015,27,10,154,23,Lesotho
2020-10-30,24,15,0.0,13.1,5,93,05:35 PM,04:48 AM,05:18 AM,06:30 PM,8,20,20,20,16,48,52,0.2,1019,24,10,172,11,Lesotho
2020-10-31,15,12,0.0,8.2,3,97,06:27 PM,05:18 AM,05:17 AM,06:31 PM,11,14,14,14,10,84,81,45.8,1021,15,8,152,6,Lesotho
2020-11-01,15,11,0.0,8.2,3,89,07:22 PM,05:49 AM,05:16 AM,06:31 PM,10,12,13,12,26,77,82,47.3,1017,15,8,86,16,Lesotho
2020-11-02,21,9,0.0,13.2,5,81,08:16 PM,06:22 AM,05:16 AM,06:32 PM,7,15,15,15,10,33,64,0.3,1016,21,9,139,7,Lesotho
2020-11-03,25,13,0.0,13.2,6,74,09:12 PM,07:00 AM,05:15 AM,06:33 PM,5,19,20,19,12,4,42,0.0,1015,25,10,148,8,Lesotho
2020-11-04,25,16,0.0,13.2,6,66,10:07 PM,07:42 AM,05:14 AM,06:34 PM,9,20,20,20,15,9,49,0.0,1014,25,10,156,11,Lesotho
2020-11-05,20,14,0.0,9.5,4,58,11:01 PM,08:29 AM,05:13 AM,06:34 PM,12,16,17,16,25,75,74,47.7,1011,20,8,121,17,Lesotho
2020-11-06,24,9,0.0,12.0,5,51,11:53 PM,09:22 AM,05:13 AM,06:35 PM,8,17,18,17,20,40,58,3.5,1010,24,10,163,14,Lesotho
2020-11-07,27,14,0.0,13.2,6,43,No moonrise,10:19 AM,05:12 AM,06:36 PM,5,21,21,21,18,3,39,0.0,1012,27,10,270,14,Lesotho
2020-11-08,32,16,0.0,13.3,6,36,12:40 AM,11:20 AM,05:11 AM,06:37 PM,5,25,25,25,21,13,31,0.0,1013,32,10,172,15,Lesotho
2020-11-09,27,16,0.0,12.0,5,28,01:23 AM,12:23 PM,05:11 AM,06:38 PM,11,20,21,20,23,64,59,19.0,1016,27,8,107,17,Lesotho
2020-11-10,19,14,0.0,8.3,4,21,02:03 AM,01:27 PM,05:10 AM,06:38 PM,13,16,17,16,20,77,80,43.0,1017,19,6,85,12,Lesotho
2020-11-11,21,12,0.0,8.3,4,13,02:41 AM,02:32 PM,05:09 AM,06:39 PM,10,16,16,16,9,73,71,5.4,1017,21,10,156,6,Lesotho
2020-11-12,22,13,0.0,13.3,4,6,03:18 AM,03:39 PM,05:09 AM,06:40 PM,9,18,19,18,14,32,60,1.6,1019,22,10,117,10,Lesotho
2020-11-13,25,15,0.0,12.0,5,0,03:55 AM,04:47 PM,05:08 AM,06:41 PM,9,20,20,20,14,37,49,0.5,1017,25,10,157,9,Lesotho
2020-11-14,27,16,0.0,13.3,6,0,04:34 AM,05:57 PM,05:08 AM,06:42 PM,6,22,22,22,15,3,40,0.0,1014,27,10,147,9,Lesotho
2020-11-15,26,17,0.0,13.4,5,0,05:17 AM,07:08 PM,05:07 AM,06:43 PM,7,22,22,21,19,19,43,0.2,1012,26,10,169,14,Lesotho
2020-11-16,26,15,0.0,13.4,6,2,06:04 AM,08:19 PM,05:07 AM,06:43 PM,9,22,22,22,17,30,52,2.9,1012,26,10,186,12,Lesotho
2020-11-17,27,16,0.0,10.8,5,9,06:56 AM,09:27 PM,05:06 AM,06:44 PM,11,21,21,21,20,57,61,13.5,1011,27,9,167,15,Lesotho
2020-11-18,26,15,0.0,12.0,5,17,07:55 AM,10:28 PM,05:06 AM,06:45 PM,12,18,18,18,19,55,69,23.1,1010,26,9,135,13,Lesotho
2020-11-19,27,15,0.0,13.4,6,24,08:56 AM,11:22 PM,05:05 AM,06:46 PM,8,21,21,21,21,23,54,2.5,1011,27,10,161,15,Lesotho
2020-11-20,28,13,0.0,13.4,6,32,09:57 AM,No moonset,05:05 AM,06:47 PM,9,22,22,21,12,11,53,0.1,1014,28,10,239,9,Lesotho
2020-11-21,23,15,0.0,8.4,4,39,10:58 AM,12:08 AM,05:05 AM,06:48 PM,11,18,19,18,27,68,66,10.3,1014,23,9,129,19,Lesotho
2020-11-22,25,14,0.0,10.8,5,47,11:56 AM,12:48 AM,05:04 AM,06:48 PM,11,19,20,19,16,61,66,8.7,1011,25,8,214,12,Lesotho
2020-11-23,24,14,0.0,8.4,5,54,12:51 PM,01:23 AM,05:04 AM,06:49 PM,13,19,20,19,27,74,69,33.4,1008,24,8,213,15,Lesotho
2020-11-24,26,13,0.0,13.5,6,62,01:45 PM,01:54 AM,05:04 AM,06:50 PM,6,19,19,19,24,20,50,0.2,1009,26,10,204,17,Lesotho
2020-11-25,25,14,0.0,13.5,6,70,02:37 PM,02:23 AM,05:04 AM,06:51 PM,0,19,20,19,15,4,31,0.0,1013,25,10,270,11,Lesotho
2020-11-26,27,13,0.0,13.5,6,77,03:30 PM,02:52 AM,05:03 AM,06:52 PM,-1,20,20,20,17,1,29,0.0,1013,27,10,197,13,Lesotho
2020-11-27,29,14,0.0,13.5,6,85,04:22 PM,03:21 AM,05:03 AM,06:53 PM,-2,22,22,22,15,4,23,0.1,1015,29,10,187,11,Lesotho
2020-11-28,18,11,0.0,10.9,4,92,05:16 PM,03:51 AM,05:03 AM,06:53 PM,11,16,16,16,33,56,76,65.7,1015,18,8,105,19,Lesotho
2020-11-29,25,13,0.0,13.5,6,100,06:10 PM,04:23 AM,05:03 AM,06:54 PM,8,19,19,19,15,25,56,2.4,1013,25,10,174,11,Lesotho
2020-11-30,27,14,0.0,13.3,5,100,07:07 PM,05:00 AM,05:03 AM,06:55 PM,7,21,21,21,24,25,45,1.9,1010,27,10,160,16,Lesotho
2020-12-01,27,14,0.0,12.1,5,89,08:03 PM,05:41 AM,05:03 AM,06:56 PM,5,21,21,20,24,33,44,0.6,1009,27,10,147,17,Lesotho
2020-12-02,26,13,0.0,13.5,6,82,08:58 PM,06:26 AM,05:03 AM,06:57 PM,-1,20,20,20,13,0,28,0.0,1012,26,10,226,9,Lesotho
2020-12-03,23,13,0.0,13.3,4,75,09:50 PM,07:18 AM,05:03 AM,06:57 PM,8,18,19,18,24,38,59,2.3,1013,23,10,164,16,Lesotho
2020-12-04,27,12,0.0,12.1,5,67,10:38 PM,08:14 AM,05:03 AM,06:58 PM,6,19,20,19,21,54,51,1.3,1014,27,10,130,15,Lesotho
2020-12-05,21,13,0.0,8.5,4,60,11:23 PM,09:14 AM,05:03 AM,06:59 PM,10,16,17,16,29,64,67,7.9,1016,21,9,70,19,Lesotho
2020-12-06,23,14,0.0,12.2,4,53,No moonrise,10:15 AM,05:03 AM,07:00 PM,12,18,19,18,26,44,71,5.1,1015,23,10,164,15,Lesotho
2020-12-07,26,14,0.0,14.0,6,46,12:03 AM,11:17 AM,05:03 AM,07:00 PM,10,21,21,20,11,32,58,2.6,1016,26,10,170,8,Lesotho
2020-12-08,19,15,0.0,11.0,4,38,12:40 AM,12:19 PM,05:03 AM,07:01 PM,12,17,17,17,23,70,72,21.7,1017,19,9,86,14,Lesotho
2020-12-09,22,11,0.0,12.2,4,31,01:16 AM,01:23 PM,05:03 AM,07:02 PM,13,16,17,16,23,59,76,8.3,1012,22,9,201,14,Lesotho
2020-12-10,28,15,0.0,13.3,5,24,01:51 AM,02:27 PM,05:04 AM,07:03 PM,10,22,22,22,21,36,55,1.8,1009,28,10,137,15,Lesotho
2020-12-11,30,15,0.0,14.0,5,17,02:27 AM,03:34 PM,05:04 AM,07:03 PM,10,23,23,23,24,22,53,0.2,1009,30,10,140,17,Lesotho
2020-12-12,27,15,0.0,11.1,5,9,03:06 AM,04:43 PM,05:04 AM,07:04 PM,12,20,20,20,24,52,65,8.0,1011,27,10,114,17,Lesotho
2020-12-13,24,15,0.0,8.8,5,2,03:50 AM,05:53 PM,05:04 AM,07:05 PM,11,19,20,19,35,73,66,13.4,1013,24,9,151,21,Lesotho
2020-12-14,28,17,0.0,11.1,5,0,04:39 AM,07:03 PM,05:05 AM,07:05 PM,12,22,22,22,21,42,56,1.2,1011,28,10,104,14,Lesotho
2020-12-15,28,17,0.0,11.1,5,0,05:35 AM,08:09 PM,05:05 AM,07:06 PM,10,23,23,22,13,56,52,4.8,1010,28,10,165,9,Lesotho
2020-12-16,27,15,0.0,14.0,5,5,06:35 AM,09:08 PM,05:05 AM,07:07 PM,9,22,22,21,12,20,50,0.7,1013,27,10,220,8,Lesotho
2020-12-17,25,12,0.0,8.8,5,12,07:39 AM,09:59 PM,05:06 AM,07:07 PM,11,18,19,18,14,78,63,10.2,1013,25,9,151,9,Lesotho
2020-12-18,27,16,0.0,8.8,5,20,08:42 AM,10:43 PM,05:06 AM,07:08 PM,10,21,21,21,14,76,54,3.0,1013,27,9,143,9,Lesotho
2020-12-19,27,16,0.0,13.4,5,27,09:43 AM,11:21 PM,05:07 AM,07:08 PM,11,22,22,21,18,29,53,0.6,1013,27,10,136,12,Lesotho
2020-12-20,29,18,0.0,14.0,6,34,10:41 AM,11:54 PM,05:07 AM,07:09 PM,10,24,24,24,12,16,45,0.3,1014,29,10,149,8,Lesotho
2020-12-21,28,18,0.0,13.4,6,41,11:37 AM,No moonset,05:08 AM,07:09 PM,12,24,24,24,17,53,52,1.3,1014,28,10,173,13,Lesotho
2020-12-22,19,16,0.0,9.9,4,49,12:30 PM,12:24 AM,05:08 AM,07:10 PM,15,18,18,18,18,70,82,46.1,1010,19,7,141,13,Lesotho
2020-12-23,26,15,0.0,11.1,5,56,01:22 PM,12:53 AM,05:09 AM,07:10 PM,12,21,21,21,12,56,66,11.9,1009,26,9,160,9,Lesotho
2020-12-24,28,16,0.0,14.0,6,63,02:14 PM,01:22 AM,05:09 AM,07:11 PM,5,22,22,22,13,0,36,0.0,1010,28,10,175,9,Lesotho
2020-12-25,29,16,0.0,14.0,6,70,03:08 PM,01:52 AM,05:10 AM,07:11 PM,8,24,24,23,17,6,44,0.0,1010,29,10,159,12,Lesotho
2020-12-26,31,17,0.0,14.0,7,78,04:02 PM,02:23 AM,05:10 AM,07:11 PM,7,25,25,24,18,2,37,0.0,1010,31,10,168,13,Lesotho
