date_time,Afghanistan_maxtempC,Afghanistan_mintempC,Afghanistan_totalSnow_cm,Afghanistan_sunHour,Afghanistan_uvIndex,Afghanistan_moon_illumination,Afghanistan_moonrise,Afghanistan_moonset,Afghanistan_sunrise,Afghanistan_sunset,Afghanistan_DewPointC,Afghanistan_FeelsLikeC,Afghanistan_HeatIndexC,Afghanistan_WindChillC,Afghanistan_WindGustKmph,Afghanistan_cloudcover,Afghanistan_humidity,Afghanistan_precipMM,Afghanistan_pressure,Afghanistan_tempC,Afghanistan_visibility,Afghanistan_winddirDegree,Afghanistan_windspeedKmph,Afghanistan_location
2020-10-22,20,8,0.0,8.7,5,35,12:05 PM,10:00 PM,06:05 AM,05:10 PM,-11,15,15,15,6,0,18,0.0,1016,20,10,171,4,Afghanistan
2020-10-23,17,8,0.0,8.7,4,42,12:58 PM,11:01 PM,06:06 AM,05:09 PM,-10,13,13,13,6,5,22,0.0,1016,17,10,173,5,Afghanistan
2020-10-24,18,8,0.0,8.7,5,49,01:42 PM,No moonset,06:06 AM,05:08 PM,-7,13,13,13,6,2,27,0.0,1016,18,10,116,4,Afghanistan
2020-10-25,18,7,0.0,8.7,4,56,02:20 PM,12:02 AM,06:07 AM,05:07 PM,-7,13,13,13,4,2,29,0.0,1021,18,10,150,3,Afghanistan
2020-10-26,19,7,0.0,8.7,5,64,02:53 PM,01:02 AM,06:08 AM,05:06 PM,-14,13,14,13,5,0,15,0.0,1020,19,10,144,3,Afghanistan
2020-10-27,20,9,0.0,8.7,5,71,03:22 PM,02:00 AM,06:09 AM,05:05 PM,-15,14,15,14,9,3,13,0.0,1017,20,10,128,6,Afghanistan
2020-10-28,17,7,0.0,8.7,4,78,03:49 PM,02:56 AM,06:10 AM,05:04 PM,-11,12,13,12,8,7,20,0.0,1019,17,10,120,6,Afghanistan
2020-10-29,18,6,0.0,8.7,4,85,04:15 PM,03:52 AM,06:11 AM,05:03 PM,-13,12,13,12,3,0,19,0.0,1022,18,10,190,2,Afghanistan
2020-10-30,16,5,0.0,8.7,4,93,04:41 PM,04:46 AM,06:12 AM,05:02 PM,-18,11,11,11,4,0,12,0.0,1022,16,10,195,3,Afghanistan
2020-10-31,18,5,0.0,8.7,4,97,05:09 PM,05:42 AM,06:13 AM,05:01 PM,-22,11,11,11,6,0,9,0.0,1021,18,10,144,4,Afghanistan
2020-11-01,19,6,0.0,8.7,4,89,05:38 PM,06:37 AM,06:14 AM,05:00 PM,-22,11,11,11,5,0,8,0.0,1021,19,10,188,3,Afghanistan
2020-11-02,20,6,0.0,8.7,5,81,06:10 PM,07:34 AM,06:14 AM,04:59 PM,-24,13,14,13,6,0,7,0.0,1021,20,10,151,3,Afghanistan
2020-11-03,19,7,0.0,8.7,5,74,06:48 PM,08:31 AM,06:15 AM,04:58 PM,-17,13,14,13,5,1,12,0.0,1021,19,10,173,3,Afghanistan
2020-11-04,19,7,0.0,8.7,4,66,07:31 PM,09:29 AM,06:16 AM,04:57 PM,-12,12,13,12,6,0,19,0.0,1019,19,10,176,4,Afghanistan
2020-11-05,18,6,0.0,8.7,4,58,08:19 PM,10:24 AM,06:17 AM,04:56 PM,-14,11,11,11,5,0,16,0.0,1020,18,10,174,3,Afghanistan
2020-11-06,18,5,0.0,8.7,4,51,09:14 PM,11:18 AM,06:18 AM,04:55 PM,-15,11,11,11,4,2,16,0.0,1022,18,10,170,2,Afghanistan
2020-11-07,20,7,0.0,8.7,4,43,10:14 PM,12:06 PM,06:19 AM,04:54 PM,-14,12,12,12,6,5,16,0.0,1023,20,10,149,3,Afghanistan
2020-11-08,19,7,0.0,8.7,4,36,11:18 PM,12:50 PM,06:20 AM,04:53 PM,-15,12,13,12,7,34,14,0.0,1022,19,10,145,4,Afghanistan
2020-11-09,18,7,0.0,5.5,3,28,No moonrise,01:30 PM,06:21 AM,04:53 PM,-15,12,12,12,5,36,15,0.0,1021,18,10,131,3,Afghanistan
2020-11-10,16,6,0.0,8.7,4,21,12:24 AM,02:06 PM,06:22 AM,04:52 PM,-9,11,12,11,7,7,26,0.0,1020,16,10,74,5,Afghanistan
2020-11-11,15,4,0.0,8.7,3,13,01:32 AM,02:40 PM,06:23 AM,04:51 PM,-8,9,9,9,5,34,30,0.0,1022,15,10,96,3,Afghanistan
2020-11-12,15,5,0.0,8.7,4,6,02:40 AM,03:14 PM,06:24 AM,04:50 PM,-8,10,10,10,4,25,28,0.0,1024,15,10,156,3,Afghanistan
2020-11-13,13,5,0.0,8.7,4,0,03:51 AM,03:48 PM,06:25 AM,04:50 PM,-1,9,9,9,4,34,51,2.3,1022,13,10,122,3,Afghanistan
2020-11-14,5,1,23.0,3.8,1,0,05:03 AM,04:25 PM,06:26 AM,04:49 PM,2,2,4,2,8,94,93,44.4,1019,5,6,168,7,Afghanistan
2020-11-15,4,-2,10.8,7.1,1,0,06:17 AM,05:06 PM,06:27 AM,04:48 PM,-1,-0,1,-0,7,64,85,12.8,1021,4,6,169,5,Afghanistan
2020-11-16,3,-3,0.0,8.7,2,2,07:32 AM,05:53 PM,06:28 AM,04:48 PM,-8,-3,-0,-3,11,4,58,0.0,1025,3,10,218,6,Afghanistan
2020-11-17,5,-2,0.0,8.7,2,9,08:44 AM,06:46 PM,06:29 AM,04:47 PM,-10,-0,1,-0,8,7,43,0.0,1024,5,10,213,5,Afghanistan
2020-11-18,6,0,0.0,8.7,2,17,09:51 AM,07:45 PM,06:30 AM,04:47 PM,-10,2,3,2,6,26,39,0.0,1020,6,10,262,4,Afghanistan
2020-11-19,7,2,0.0,7.1,2,24,10:49 AM,08:47 PM,06:31 AM,04:46 PM,-7,4,4,4,4,38,45,0.2,1023,7,10,178,3,Afghanistan
2020-11-20,6,-0,0.0,8.7,2,32,11:39 AM,09:51 PM,06:31 AM,04:46 PM,-10,2,3,2,4,5,38,0.0,1025,6,10,246,3,Afghanistan
2020-11-21,7,-1,0.0,8.7,2,39,12:19 PM,10:52 PM,06:32 AM,04:45 PM,-11,2,3,2,9,4,35,0.0,1023,7,10,208,6,Afghanistan
2020-11-22,6,-0,0.0,8.7,1,47,12:55 PM,11:52 PM,06:33 AM,04:45 PM,-9,2,3,2,6,38,42,0.1,1020,6,10,223,4,Afghanistan
2020-11-23,2,1,2.0,3.8,1,54,01:25 PM,No moonset,06:34 AM,04:45 PM,-1,1,1,1,3,72,83,2.6,1022,2,6,139,3,Afghanistan
2020-11-24,1,0,8.2,3.8,1,62,01:53 PM,12:49 AM,06:35 AM,04:44 PM,0,-1,1,-1,6,100,98,9.7,1022,1,2,249,5,Afghanistan
2020-11-25,3,-1,5.1,3.8,1,70,02:19 PM,01:45 AM,06:36 AM,04:44 PM,-1,0,1,0,3,86,92,6.0,1024,3,5,266,2,Afghanistan
2020-11-26,5,-1,0.0,8.7,2,77,02:45 PM,02:40 AM,06:37 AM,04:44 PM,-8,-0,1,-0,7,4,53,0.0,1027,5,10,223,4,Afghanistan
2020-11-27,7,-1,0.0,8.7,1,85,03:12 PM,03:35 AM,06:38 AM,04:43 PM,-11,2,3,2,7,26,36,0.0,1027,7,10,205,4,Afghanistan
2020-11-28,10,2,0.0,8.7,2,92,03:40 PM,04:30 AM,06:39 AM,04:43 PM,-10,5,6,5,10,27,32,0.0,1028,10,10,201,6,Afghanistan
2020-11-29,11,3,0.0,8.7,3,100,04:11 PM,05:27 AM,06:40 AM,04:43 PM,-8,5,6,5,11,16,35,0.0,1025,11,10,201,6,Afghanistan
2020-11-30,11,3,0.0,8.7,3,100,04:47 PM,06:24 AM,06:41 AM,04:43 PM,-6,6,6,6,10,11,42,0.0,1022,11,10,199,6,Afghanistan
2020-12-01,14,5,0.0,8.7,4,89,05:29 PM,07:23 AM,06:42 AM,04:43 PM,-1,8,9,8,6,4,51,0.0,1023,14,10,210,4,Afghanistan
2020-12-02,14,5,0.0,8.7,4,82,06:16 PM,08:20 AM,06:43 AM,04:42 PM,-3,9,9,9,9,1,42,0.0,1023,14,10,205,6,Afghanistan
2020-12-03,13,4,0.0,8.7,3,75,07:09 PM,09:15 AM,06:43 AM,04:42 PM,-4,7,8,7,12,1,42,0.0,1020,13,10,203,7,Afghanistan
2020-12-04,11,6,0.0,7.0,2,67,08:08 PM,10:05 AM,06:44 AM,04:42 PM,-1,8,8,8,5,27,54,0.1,1018,11,10,226,4,Afghanistan
2020-12-05,9,3,0.0,8.7,3,60,09:10 PM,10:50 AM,06:45 AM,04:42 PM,-4,6,6,6,4,7,50,0.0,1020,9,10,189,2,Afghanistan
2020-12-06,8,1,0.0,8.7,3,53,10:14 PM,11:31 AM,06:46 AM,04:42 PM,-5,5,5,5,3,15,50,0.0,1023,8,10,268,2,Afghanistan
2020-12-07,2,-6,9.0,3.7,1,46,11:20 PM,12:07 PM,06:47 AM,04:42 PM,1,-0,2,-0,6,93,92,11.6,1022,2,3,171,5,Afghanistan
2020-12-08,5,0,0.0,3.7,1,38,No moonrise,12:40 PM,06:48 AM,04:43 PM,3,3,4,3,6,83,93,8.0,1022,5,8,296,5,Afghanistan
2020-12-09,6,2,0.0,3.7,1,31,12:25 AM,01:13 PM,06:48 AM,04:43 PM,0,3,4,3,5,64,79,2.1,1023,6,10,195,4,Afghanistan
2020-12-10,5,-1,0.0,8.7,2,24,01:32 AM,01:45 PM,06:49 AM,04:43 PM,-6,2,2,2,4,12,57,0.0,1024,5,10,228,3,Afghanistan
2020-12-11,5,1,0.0,5.4,1,17,02:41 AM,02:19 PM,06:50 AM,04:43 PM,-5,3,3,3,3,43,55,0.3,1022,5,10,200,2,Afghanistan
2020-12-12,6,-1,0.1,8.7,2,9,03:52 AM,02:56 PM,06:51 AM,04:43 PM,-7,1,2,1,5,10,52,0.1,1022,6,10,206,4,Afghanistan
2020-12-13,5,1,0.0,8.7,2,2,05:05 AM,03:39 PM,06:51 AM,04:44 PM,-9,2,2,2,3,5,42,0.0,1023,5,10,245,3,Afghanistan
2020-12-14,2,-4,0.0,8.7,1,0,06:17 AM,04:28 PM,06:52 AM,04:44 PM,-8,-2,-1,-2,5,31,59,0.0,1023,2,10,186,3,Afghanistan
2020-12-15,1,-4,2.1,7.0,1,0,07:28 AM,05:25 PM,06:53 AM,04:44 PM,-7,-3,-2,-3,4,49,70,2.5,1029,1,7,160,3,Afghanistan
2020-12-16,2,-4,0.0,8.7,2,5,08:32 AM,06:27 PM,06:53 AM,04:45 PM,-19,-4,-2,-4,7,1,26,0.0,1030,2,10,209,5,Afghanistan
2020-12-17,5,-5,0.0,8.7,2,12,09:27 AM,07:32 PM,06:54 AM,04:45 PM,-21,-2,-0,-2,9,5,20,0.0,1026,5,10,203,5,Afghanistan
2020-12-18,5,-4,0.0,8.7,2,20,10:13 AM,08:36 PM,06:54 AM,04:45 PM,-11,-1,1,-1,7,10,43,0.0,1023,5,10,235,4,Afghanistan
2020-12-19,7,-1,0.0,8.7,2,27,10:52 AM,09:39 PM,06:55 AM,04:46 PM,-7,2,2,2,4,5,52,0.0,1023,7,10,240,2,Afghanistan
2020-12-20,7,0,0.0,8.7,1,34,11:26 AM,10:39 PM,06:56 AM,04:46 PM,-5,3,3,3,4,30,55,0.0,1023,7,10,275,2,Afghanistan
2020-12-21,6,-0,0.3,7.0,1,41,11:55 AM,11:36 PM,06:56 AM,04:47 PM,-2,2,3,2,3,36,70,0.6,1024,6,9,276,2,Afghanistan
2020-12-22,7,-1,0.0,8.7,2,49,12:21 PM,No moonset,06:57 AM,04:47 PM,-7,2,3,2,5,4,51,0.0,1023,7,10,251,3,Afghanistan
2020-12-23,6,-1,0.0,8.7,2,56,12:48 PM,12:31 AM,06:57 AM,04:48 PM,-10,1,2,1,6,9,42,0.0,1022,6,10,226,4,Afghanistan
2020-12-24,5,-2,0.0,8.7,2,63,01:14 PM,01:27 AM,06:58 AM,04:48 PM,-13,1,1,1,5,20,35,0.0,1021,5,10,238,3,Afghanistan
2020-12-25,6,-1,0.0,3.7,1,70,01:42 PM,02:22 AM,06:58 AM,04:49 PM,-13,2,2,2,5,85,34,0.0,1021,6,10,280,3,Afghanistan
2020-12-26,5,-0,4.6,3.7,1,78,02:11 PM,03:18 AM,06:58 AM,04:50 PM,-6,1,2,1,6,93,57,5.6,1019,5,7,231,5,Afghanistan
2020-12-27,-3,-7,10.6,3.7,1,85,02:46 PM,04:15 AM,06:59 AM,04:50 PM,-8,-6,-4,-6,8,71,73,12.5,1026,-3,5,192,6,Afghanistan
2020-12-28,1,-8,0.0,8.7,2,92,03:25 PM,05:13 AM,06:59 AM,04:51 PM,-13,-6,-3,-6,11,5,50,0.0,1027,1,10,229,7,Afghanistan
2020-12-29,-1,-9,0.0,8.7,2,100,04:10 PM,06:11 AM,06:59 AM,04:52 PM,-15,-8,-5,-8,13,1,43,0.0,1028,-1,10,208,8,Afghanistan
2020-12-30,4,-5,0.0,8.7,2,100,05:02 PM,07:08 AM,07:00 AM,04:52 PM,-16,-3,-1,-3,9,1,31,0.0,1026,4,10,211,5,Afghanistan
2020-12-31,5,-6,0.0,8.7,2,89,06:00 PM,08:01 AM,07:00 AM,04:53 PM,-18,-2,-1,-2,7,10,27,0.0,1026,5,10,210,4,Afghanistan
2021-01-01,5,-5,0.0,8.7,2,79,07:03 PM,08:48 AM,07:00 AM,04:54 PM,-19,-2,-1,-2,7,20,22,0.0,1023,5,10,228,4,Afghanistan
2021-01-02,7,-2,0.0,8.7,2,71,08:07 PM,09:31 AM,07:00 AM,04:55 PM,-19,1,2,1,7,0,20,0.0,1023,7,10,214,4,Afghanistan
2021-01-03,8,-1,0.0,8.7,2,64,09:13 PM,10:09 AM,07:00 AM,04:55 PM,-18,1,2,1,6,10,22,0.0,1022,8,10,209,3,Afghanistan
2021-01-04,5,-4,0.0,5.3,1,57,10:18 PM,10:43 AM,07:01 AM,04:56 PM,-13,0,1,0,5,31,33,0.2,1022,5,10,167,3,Afghanistan
2021-01-05,5,-3,0.0,7.0,1,50,11:23 PM,11:15 AM,07:01 AM,04:57 PM,-8,1,2,1,6,29,49,0.0,1021,5,10,222,3,Afghanistan
2021-01-06,5,-0,0.0,8.7,2,42,No moonrise,11:46 AM,07:01 AM,04:58 PM,-9,1,2,1,5,5,45,0.0,1023,5,10,262,4,Afghanistan
2021-01-07,3,-2,0.0,8.7,1,35,12:29 AM,12:18 PM,07:01 AM,04:59 PM,-8,-0,0,-0,5,32,53,0.2,1023,3,10,246,3,Afghanistan
2021-01-08,0,-6,3.7,5.4,1,28,01:37 AM,12:53 PM,07:01 AM,05:00 PM,-7,-4,-2,-4,8,55,71,4.3,1025,0,8,232,6,Afghanistan
2021-01-09,4,-5,0.0,8.7,2,20,02:46 AM,01:32 PM,07:01 AM,05:00 PM,-17,-3,-1,-3,11,0,30,0.0,1028,4,10,207,7,Afghanistan
2021-01-10,5,-4,0.0,8.7,2,13,03:57 AM,02:16 PM,07:01 AM,05:01 PM,-21,-3,-0,-3,11,0,19,0.0,1026,5,10,204,6,Afghanistan
2021-01-11,6,-4,0.0,8.7,2,6,05:07 AM,03:08 PM,07:00 AM,05:02 PM,-22,-2,0,-2,13,0,17,0.0,1022,6,10,200,7,Afghanistan
2021-01-12,7,-2,0.0,8.7,2,0,06:13 AM,04:07 PM,07:00 AM,05:03 PM,-18,-0,2,-0,14,0,21,0.0,1023,7,10,206,8,Afghanistan
2021-01-13,8,-2,0.0,8.7,2,0,07:12 AM,05:11 PM,07:00 AM,05:04 PM,-18,0,3,0,15,0,21,0.0,1022,8,10,204,8,Afghanistan
2021-01-14,9,-0,0.0,8.7,3,1,08:03 AM,06:16 PM,07:00 AM,05:05 PM,-17,4,5,4,9,3,20,0.0,1019,9,10,206,5,Afghanistan
2021-01-15,11,1,0.0,8.7,3,8,08:45 AM,07:22 PM,07:00 AM,05:06 PM,-15,4,5,4,10,2,22,0.0,1017,11,10,201,6,Afghanistan
2021-01-16,10,0,0.0,8.7,3,16,09:22 AM,08:23 PM,06:59 AM,05:07 PM,-15,3,5,3,12,8,23,0.0,1017,10,10,200,7,Afghanistan
2021-01-17,12,2,0.0,8.7,3,23,09:54 AM,09:23 PM,06:59 AM,05:08 PM,-14,6,6,6,7,2,23,0.0,1015,12,10,229,4,Afghanistan
2021-01-18,9,-0,0.0,8.7,2,30,10:22 AM,10:20 PM,06:59 AM,05:09 PM,-11,4,4,4,5,22,32,0.0,1020,9,10,246,3,Afghanistan
2021-01-19,9,1,0.0,8.7,3,38,10:48 AM,11:16 PM,06:58 AM,05:10 PM,-9,4,5,4,7,2,39,0.0,1020,9,10,218,4,Afghanistan
2021-01-20,8,0,0.0,8.7,2,45,11:15 AM,No moonset,06:58 AM,05:11 PM,-11,2,3,2,10,15,35,0.0,1022,8,10,212,6,Afghanistan
2021-01-21,8,-1,0.0,4.0,1,52,11:42 AM,12:11 AM,06:58 AM,05:12 PM,-17,3,4,3,7,71,20,0.0,1016,8,10,203,4,Afghanistan
2021-01-22,7,-2,0.9,5.5,1,59,12:10 PM,01:07 AM,06:57 AM,05:13 PM,-12,3,4,3,7,41,34,2.2,1018,7,8,170,5,Afghanistan
2021-01-23,3,-5,0.6,8.7,2,67,12:43 PM,02:04 AM,06:57 AM,05:14 PM,-14,-3,-1,-3,6,4,41,0.7,1027,3,10,290,5,Afghanistan
2021-01-24,6,-6,0.0,8.7,2,74,01:20 PM,03:01 AM,06:56 AM,05:15 PM,-18,-2,1,-2,10,6,26,0.0,1025,6,10,208,6,Afghanistan
2021-01-25,7,-4,0.0,8.7,2,81,02:02 PM,03:59 AM,06:56 AM,05:16 PM,-15,1,1,1,4,8,28,0.0,1023,7,10,248,2,Afghanistan
2021-01-26,7,-2,0.0,8.7,2,88,02:52 PM,04:57 AM,06:55 AM,05:17 PM,-15,2,3,2,4,0,26,0.0,1024,7,10,230,3,Afghanistan
2021-01-27,5,-2,0.0,8.7,2,96,03:48 PM,05:52 AM,06:55 AM,05:18 PM,-17,1,1,1,5,9,25,0.0,1024,5,10,219,3,Afghanistan
2021-01-28,7,-4,0.0,8.7,2,100,04:50 PM,06:42 AM,06:54 AM,05:19 PM,-19,-0,2,-0,9,8,22,0.0,1024,7,10,204,6,Afghanistan
2021-01-29,7,-3,0.0,8.7,2,90,05:55 PM,07:28 AM,06:53 AM,05:20 PM,-17,0,2,0,10,0,23,0.0,1024,7,10,201,6,Afghanistan
2021-01-30,9,-2,0.0,8.7,2,82,07:02 PM,08:07 AM,06:53 AM,05:21 PM,-15,2,4,2,11,2,25,0.0,1019,9,10,200,7,Afghanistan
2021-01-31,9,1,0.0,7.1,2,79,08:09 PM,08:44 AM,06:52 AM,05:22 PM,-9,4,5,4,7,20,36,0.1,1018,9,10,121,4,Afghanistan
2021-02-01,8,-1,0.0,8.7,2,63,09:16 PM,09:17 AM,06:51 AM,05:23 PM,-7,3,4,3,4,8,51,0.0,1024,8,10,201,2,Afghanistan
2021-02-02,8,-1,0.0,8.7,3,55,10:22 PM,09:49 AM,06:50 AM,05:24 PM,-8,4,4,4,4,22,43,0.0,1024,8,10,235,2,Afghanistan
2021-02-03,7,-1,0.0,5.6,1,48,11:30 PM,10:20 AM,06:50 AM,05:25 PM,-8,3,3,3,4,48,45,0.0,1023,7,10,192,2,Afghanistan
2021-02-04,11,-1,0.0,8.7,3,40,No moonrise,10:54 AM,06:49 AM,05:26 PM,-6,4,6,4,8,2,49,0.0,1023,11,10,210,5,Afghanistan
2021-02-05,9,-1,0.0,8.7,2,33,12:37 AM,11:31 AM,06:48 AM,05:27 PM,-15,2,4,2,11,6,27,0.0,1022,9,10,202,7,Afghanistan
2021-02-06,12,-1,0.0,8.7,3,25,01:47 AM,12:12 PM,06:47 AM,05:28 PM,-17,4,6,4,12,4,20,0.0,1020,12,10,202,7,Afghanistan
2021-02-07,15,2,0.0,8.7,4,18,02:55 AM,01:00 PM,06:46 AM,05:29 PM,-8,7,9,7,10,12,32,0.0,1020,15,10,178,6,Afghanistan
