date_time,South%20Africa_maxtempC,South%20Africa_mintempC,South%20Africa_totalSnow_cm,South%20Africa_sunHour,South%20Africa_uvIndex,South%20Africa_moon_illumination,South%20Africa_moonrise,South%20Africa_moonset,South%20Africa_sunrise,South%20Africa_sunset,South%20Africa_DewPointC,South%20Africa_FeelsLikeC,South%20Africa_HeatIndexC,South%20Africa_WindChillC,South%20Africa_WindGustKmph,South%20Africa_cloudcover,South%20Africa_humidity,South%20Africa_precipMM,South%20Africa_pressure,South%20Africa_tempC,South%20Africa_visibility,South%20Africa_winddirDegree,South%20Africa_windspeedKmph,South%20Africa_location
2020-08-25,27,18,0.0,8.7,6,42,11:01 AM,No moonset,06:26 AM,05:53 PM,-2,22,22,22,9,0,20,0.0,1014,27,10,242,7,South%20Africa
2020-08-26,28,19,0.0,8.7,6,50,11:48 AM,12:44 AM,06:25 AM,05:53 PM,-2,23,23,23,9,4,19,0.0,1014,28,10,157,7,South%20Africa
2020-08-27,23,12,0.0,8.7,5,57,12:38 PM,01:47 AM,06:24 AM,05:54 PM,7,17,18,17,26,22,55,0.1,1018,23,10,159,20,South%20Africa
2020-08-28,26,14,0.0,8.7,6,64,01:33 PM,02:47 AM,06:23 AM,05:54 PM,7,20,20,20,18,22,47,0.4,1011,26,10,147,14,South%20Africa
2020-08-29,25,18,0.0,8.7,6,71,02:29 PM,03:43 AM,06:22 AM,05:54 PM,-3,21,21,21,19,21,23,0.0,1009,25,10,232,15,South%20Africa
2020-08-30,22,15,0.0,8.7,5,79,03:27 PM,04:34 AM,06:21 AM,05:55 PM,-4,18,18,18,17,20,22,0.0,1015,22,10,224,12,South%20Africa
2020-08-31,22,12,0.0,8.7,4,82,04:24 PM,05:20 AM,06:20 AM,05:55 PM,-2,16,17,16,18,18,33,1.5,1019,22,10,151,13,South%20Africa
2020-09-01,18,10,0.0,5.7,3,97,05:20 PM,06:00 AM,06:19 AM,05:55 PM,8,12,14,12,32,61,73,0.4,1020,18,10,41,25,South%20Africa
2020-09-02,18,9,0.0,7.2,3,100,06:14 PM,06:36 AM,06:18 AM,05:56 PM,6,11,13,11,27,41,68,0.0,1023,18,10,34,21,South%20Africa
2020-09-03,26,11,0.0,8.7,6,88,07:07 PM,07:10 AM,06:17 AM,05:56 PM,7,18,19,18,11,12,53,0.0,1022,26,10,180,9,South%20Africa
2020-09-04,30,18,0.0,8.7,7,81,07:58 PM,07:42 AM,06:16 AM,05:57 PM,6,24,24,24,6,3,36,0.0,1021,30,10,204,5,South%20Africa
2020-09-05,27,15,0.0,8.7,6,73,08:48 PM,08:12 AM,06:15 AM,05:57 PM,8,21,22,21,12,5,48,0.0,1020,27,10,112,9,South%20Africa
2020-09-06,26,14,0.0,8.7,6,66,09:39 PM,08:43 AM,06:14 AM,05:57 PM,4,19,20,19,18,4,41,0.0,1019,26,10,41,14,South%20Africa
2020-09-07,26,13,0.0,8.7,6,58,10:30 PM,09:16 AM,06:13 AM,05:58 PM,4,20,20,20,8,4,39,0.0,1020,26,10,141,6,South%20Africa
2020-09-08,29,18,0.0,8.7,6,50,11:24 PM,09:50 AM,06:12 AM,05:58 PM,4,24,24,24,6,1,30,0.0,1022,29,10,273,5,South%20Africa
2020-09-09,29,16,0.0,8.7,6,43,No moonrise,10:27 AM,06:11 AM,05:59 PM,5,23,23,23,9,2,37,0.0,1023,29,10,147,7,South%20Africa
2020-09-10,29,16,0.0,8.7,6,35,12:18 AM,11:10 AM,06:10 AM,05:59 PM,1,23,23,23,15,0,31,0.0,1020,29,10,61,11,South%20Africa
2020-09-11,29,16,0.0,8.7,6,28,01:14 AM,11:57 AM,06:08 AM,05:59 PM,3,22,22,22,13,0,36,0.0,1021,29,10,74,10,South%20Africa
2020-09-12,27,18,0.0,11.6,6,20,02:09 AM,12:50 PM,06:07 AM,06:00 PM,1,23,23,23,16,0,28,0.0,1021,27,10,37,12,South%20Africa
2020-09-13,26,15,0.0,11.6,6,13,03:04 AM,01:50 PM,06:06 AM,06:00 PM,1,20,20,20,18,0,32,0.0,1020,26,10,69,14,South%20Africa
2020-09-14,28,16,0.0,11.6,6,5,03:56 AM,02:52 PM,06:05 AM,06:00 PM,3,21,21,22,13,2,32,0.0,1015,28,10,137,10,South%20Africa
2020-09-15,29,19,0.0,11.6,6,0,04:44 AM,03:58 PM,06:04 AM,06:01 PM,0,24,24,24,18,9,23,0.0,1013,29,10,145,14,South%20Africa
2020-09-16,28,16,0.0,11.6,5,0,05:29 AM,05:04 PM,06:03 AM,06:01 PM,8,22,22,22,15,39,47,1.4,1013,28,10,157,12,South%20Africa
2020-09-17,29,19,0.0,11.6,6,0,06:11 AM,06:09 PM,06:02 AM,06:02 PM,7,23,23,23,18,8,41,0.0,1015,29,10,144,15,South%20Africa
2020-09-18,30,19,0.0,11.6,6,2,06:52 AM,07:16 PM,06:01 AM,06:02 PM,7,23,23,23,16,33,40,1.3,1017,30,10,175,12,South%20Africa
2020-09-19,31,20,0.0,12.0,7,10,07:32 AM,08:21 PM,06:00 AM,06:02 PM,7,25,25,25,10,5,34,0.0,1016,31,10,146,8,South%20Africa
2020-09-20,32,20,0.0,12.4,7,17,08:13 AM,09:28 PM,05:59 AM,06:03 PM,2,25,25,25,20,25,25,0.6,1013,32,10,179,14,South%20Africa
2020-09-21,31,21,0.0,12.5,7,25,08:57 AM,10:34 PM,05:58 AM,06:03 PM,2,26,26,26,18,13,25,0.0,1013,31,10,181,14,South%20Africa
2020-09-22,22,14,0.0,12.5,5,32,09:44 AM,11:40 PM,05:57 AM,06:03 PM,7,18,19,18,23,21,51,0.0,1023,22,10,49,19,South%20Africa
2020-09-23,28,13,0.0,12.5,6,40,10:34 AM,No moonset,05:56 AM,06:04 PM,5,20,20,20,10,5,41,0.0,1022,28,10,156,8,South%20Africa
2020-09-24,30,19,0.0,12.5,7,47,11:28 AM,12:42 AM,05:54 AM,06:04 PM,5,23,23,24,9,2,31,0.0,1016,30,10,217,7,South%20Africa
2020-09-25,31,19,0.0,12.5,7,55,12:24 PM,01:40 AM,05:53 AM,06:05 PM,3,24,24,25,18,9,26,0.0,1011,31,10,174,13,South%20Africa
2020-09-26,31,24,0.0,12.5,7,62,01:22 PM,02:32 AM,05:52 AM,06:05 PM,-1,26,26,27,19,8,18,0.1,1007,31,10,275,14,South%20Africa
2020-09-27,28,18,0.0,12.5,6,70,02:19 PM,03:19 AM,05:51 AM,06:05 PM,-12,23,23,23,18,0,9,0.0,1009,28,10,224,13,South%20Africa
2020-09-28,27,16,0.0,12.6,6,78,03:15 PM,04:01 AM,05:50 AM,06:06 PM,4,21,21,22,14,4,40,0.0,1013,27,10,170,11,South%20Africa
2020-09-29,27,15,0.0,12.6,6,85,04:09 PM,04:37 AM,05:49 AM,06:06 PM,3,21,21,22,16,6,36,0.2,1015,27,10,177,13,South%20Africa
2020-09-30,22,15,0.0,7.9,4,93,05:01 PM,05:12 AM,05:48 AM,06:07 PM,12,18,19,18,27,74,70,17.1,1015,22,9,33,21,South%20Africa
2020-10-01,23,13,0.0,7.9,4,97,05:53 PM,05:44 AM,05:47 AM,06:07 PM,12,16,17,16,22,71,74,14.4,1011,23,9,108,17,South%20Africa
2020-10-02,20,16,0.0,7.9,4,100,06:43 PM,06:14 AM,05:46 AM,06:08 PM,14,18,18,18,34,82,77,27.3,1011,20,8,46,22,South%20Africa
2020-10-03,22,15,0.0,10.5,4,89,07:34 PM,06:44 AM,05:45 AM,06:08 PM,14,18,19,18,16,68,76,2.7,1014,22,10,106,13,South%20Africa
2020-10-04,29,17,0.0,12.6,5,82,08:25 PM,07:16 AM,05:44 AM,06:08 PM,12,23,23,23,13,42,54,1.3,1015,29,10,144,10,South%20Africa
2020-10-05,28,18,0.0,12.7,5,74,09:18 PM,07:49 AM,05:43 AM,06:09 PM,13,24,24,23,20,39,60,7.2,1015,28,9,70,16,South%20Africa
2020-10-06,19,16,0.0,7.9,4,67,10:11 PM,08:25 AM,05:42 AM,06:09 PM,14,18,18,18,19,87,80,25.6,1016,19,8,78,16,South%20Africa
2020-10-07,22,16,0.0,12.7,4,60,11:06 PM,09:06 AM,05:41 AM,06:10 PM,11,19,19,19,23,45,64,0.3,1017,22,10,40,18,South%20Africa
2020-10-08,25,15,0.0,12.7,6,53,No moonrise,09:50 AM,05:40 AM,06:10 PM,11,19,20,19,16,19,59,0.0,1016,25,10,153,13,South%20Africa
2020-10-09,26,18,0.0,12.7,6,45,12:00 AM,10:40 AM,05:39 AM,06:11 PM,11,22,22,22,16,24,50,0.0,1011,26,10,190,12,South%20Africa
2020-10-10,29,20,0.0,12.7,7,38,12:54 AM,11:36 AM,05:38 AM,06:11 PM,5,23,23,24,15,8,35,0.0,1011,29,10,226,12,South%20Africa
2020-10-11,16,11,0.0,8.0,3,31,01:46 AM,12:35 PM,05:37 AM,06:12 PM,8,15,16,15,19,61,69,86.3,1015,16,8,118,15,South%20Africa
2020-10-12,20,12,0.0,8.0,4,23,02:34 AM,01:38 PM,05:36 AM,06:12 PM,11,14,15,14,19,81,76,17.7,1018,20,6,111,16,South%20Africa
2020-10-13,25,13,0.0,12.8,6,16,03:20 AM,02:41 PM,05:35 AM,06:13 PM,9,19,20,19,13,29,57,0.2,1018,25,10,250,11,South%20Africa
2020-10-14,28,21,0.0,12.8,7,9,04:02 AM,03:47 PM,05:34 AM,06:13 PM,8,25,25,24,13,3,39,0.0,1018,28,10,157,11,South%20Africa
2020-10-15,29,16,0.0,12.8,6,2,04:42 AM,04:52 PM,05:33 AM,06:14 PM,9,22,22,22,13,5,48,0.0,1021,29,10,183,11,South%20Africa
2020-10-16,36,22,0.0,12.8,8,0,05:23 AM,05:59 PM,05:32 AM,06:14 PM,7,29,29,29,7,0,28,0.0,1017,36,10,285,6,South%20Africa
2020-10-17,31,20,0.0,12.8,7,0,06:03 AM,07:06 PM,05:31 AM,06:15 PM,9,25,25,26,18,3,40,0.0,1016,31,10,218,14,South%20Africa
2020-10-18,33,24,0.0,12.9,7,5,06:46 AM,08:15 PM,05:30 AM,06:15 PM,6,27,27,28,13,12,25,0.0,1014,33,10,280,11,South%20Africa
2020-10-19,34,25,0.0,12.9,7,13,07:33 AM,09:24 PM,05:29 AM,06:16 PM,4,28,28,29,19,25,21,0.2,1012,34,10,215,14,South%20Africa
2020-10-20,34,24,0.0,12.9,8,20,08:23 AM,10:30 PM,05:28 AM,06:16 PM,5,28,28,29,19,11,24,0.0,1011,34,10,179,14,South%20Africa
2020-10-21,28,22,0.0,12.9,7,27,09:19 AM,11:32 PM,05:27 AM,06:17 PM,8,25,25,25,25,25,35,0.4,1016,28,10,46,20,South%20Africa
2020-10-22,30,18,0.0,12.9,7,35,10:16 AM,No moonset,05:26 AM,06:17 PM,9,23,23,24,16,9,42,0.0,1019,30,10,31,13,South%20Africa
2020-10-23,34,22,0.0,12.9,7,42,11:15 AM,12:28 AM,05:25 AM,06:18 PM,7,28,28,28,12,5,31,0.0,1017,34,10,162,9,South%20Africa
2020-10-24,34,22,0.0,12.9,6,49,12:13 PM,01:18 AM,05:25 AM,06:19 PM,10,29,29,28,16,18,40,2.2,1014,34,10,100,13,South%20Africa
2020-10-25,34,21,0.0,13.0,7,56,01:10 PM,02:01 AM,05:24 AM,06:19 PM,7,27,27,28,13,22,31,3.1,1013,34,10,118,9,South%20Africa
2020-10-26,31,24,0.0,13.0,7,64,02:05 PM,02:40 AM,05:23 AM,06:20 PM,5,27,27,27,20,14,24,0.0,1013,31,10,41,16,South%20Africa
2020-10-27,31,22,0.0,13.0,7,71,02:57 PM,03:14 AM,05:22 AM,06:20 PM,8,26,26,26,19,8,33,0.0,1014,31,10,155,15,South%20Africa
2020-10-28,32,22,0.0,13.0,7,78,03:49 PM,03:46 AM,05:21 AM,06:21 PM,8,26,26,26,21,4,32,0.0,1014,32,10,29,16,South%20Africa
2020-10-29,31,22,0.0,13.0,7,85,04:39 PM,04:17 AM,05:21 AM,06:22 PM,1,25,25,26,24,2,22,0.0,1015,31,10,34,18,South%20Africa
2020-10-30,31,22,0.0,13.0,7,93,05:30 PM,04:47 AM,05:20 AM,06:22 PM,2,25,25,26,25,7,22,0.0,1017,31,10,46,20,South%20Africa
2020-10-31,28,18,0.0,13.0,5,97,06:21 PM,05:18 AM,05:19 AM,06:23 PM,10,24,24,23,27,28,51,4.6,1017,28,10,56,22,South%20Africa
2020-11-01,26,17,0.0,13.1,5,89,07:13 PM,05:51 AM,05:18 AM,06:24 PM,10,22,22,21,26,42,50,1.0,1016,26,10,76,22,South%20Africa
2020-11-02,28,16,0.0,13.1,5,81,08:07 PM,06:25 AM,05:18 AM,06:24 PM,11,22,22,22,19,43,55,5.0,1015,28,10,170,15,South%20Africa
2020-11-03,28,18,0.0,10.7,5,74,09:01 PM,07:04 AM,05:17 AM,06:25 PM,11,23,23,23,14,53,50,5.6,1015,28,9,157,11,South%20Africa
2020-11-04,29,21,0.0,12.0,6,66,09:56 PM,07:48 AM,05:16 AM,06:26 PM,10,25,25,24,15,47,44,1.7,1014,29,10,196,11,South%20Africa
2020-11-05,28,18,0.0,10.7,5,58,10:49 PM,08:35 AM,05:16 AM,06:26 PM,13,24,24,23,23,57,60,14.9,1011,28,9,116,16,South%20Africa
2020-11-06,30,17,0.0,13.1,6,51,11:41 PM,09:28 AM,05:15 AM,06:27 PM,11,23,23,24,15,40,52,4.8,1011,30,9,189,12,South%20Africa
2020-11-07,33,24,0.0,13.1,8,43,No moonrise,10:25 AM,05:15 AM,06:28 PM,5,28,28,29,12,1,23,0.0,1011,33,10,223,10,South%20Africa
2020-11-08,35,26,0.0,13.1,7,36,12:29 AM,11:25 AM,05:14 AM,06:28 PM,10,29,29,30,18,16,30,0.3,1013,35,10,72,14,South%20Africa
2020-11-09,34,24,0.0,13.2,8,28,01:14 AM,12:26 PM,05:13 AM,06:29 PM,10,29,29,29,19,14,33,1.7,1014,34,10,69,15,South%20Africa
2020-11-10,24,17,0.0,8.2,5,21,01:56 AM,01:28 PM,05:13 AM,06:30 PM,14,24,24,23,18,71,58,9.7,1016,24,9,175,14,South%20Africa
2020-11-11,25,16,0.0,12.0,5,13,02:35 AM,02:31 PM,05:12 AM,06:30 PM,12,21,21,21,15,61,61,2.4,1016,25,10,132,12,South%20Africa
2020-11-12,24,17,0.0,12.0,5,6,03:14 AM,03:36 PM,05:12 AM,06:31 PM,13,20,21,20,20,62,62,8.7,1019,24,9,36,15,South%20Africa
2020-11-13,29,18,0.0,13.2,6,0,03:54 AM,04:41 PM,05:12 AM,06:32 PM,8,23,23,23,14,10,42,0.0,1017,29,10,188,11,South%20Africa
2020-11-14,31,21,0.0,13.2,7,0,04:34 AM,05:49 PM,05:11 AM,06:33 PM,5,25,25,26,11,2,27,0.0,1014,31,10,241,9,South%20Africa
2020-11-15,31,21,0.0,13.2,7,0,05:19 AM,06:59 PM,05:11 AM,06:33 PM,2,25,25,27,13,11,22,0.0,1011,31,10,192,10,South%20Africa
2020-11-16,32,21,0.0,13.2,7,2,06:08 AM,08:08 PM,05:10 AM,06:34 PM,5,25,25,26,20,3,27,0.0,1012,32,10,111,14,South%20Africa
2020-11-17,31,22,0.0,13.3,7,9,07:02 AM,09:15 PM,05:10 AM,06:35 PM,8,26,26,26,20,13,31,0.0,1010,31,10,139,14,South%20Africa
2020-11-18,33,24,0.0,13.3,7,17,08:00 AM,10:16 PM,05:10 AM,06:36 PM,7,28,28,28,15,3,28,0.0,1008,33,10,174,12,South%20Africa
2020-11-19,33,25,0.0,13.3,7,24,09:01 AM,11:11 PM,05:09 AM,06:36 PM,8,28,28,29,14,28,29,0.5,1008,33,10,194,11,South%20Africa
2020-11-20,28,21,0.0,10.8,5,32,10:02 AM,11:58 PM,05:09 AM,06:37 PM,14,25,25,24,24,68,58,16.1,1012,28,9,90,18,South%20Africa
2020-11-21,19,17,0.0,9.5,4,39,11:02 AM,No moonset,05:09 AM,06:38 PM,14,19,19,19,16,76,75,60.3,1016,19,6,232,12,South%20Africa
2020-11-22,26,18,0.0,8.3,5,47,11:58 AM,12:39 AM,05:09 AM,06:39 PM,15,22,22,21,16,73,69,5.6,1013,26,10,324,13,South%20Africa
2020-11-23,29,18,0.0,9.6,6,54,12:52 PM,01:16 AM,05:08 AM,06:39 PM,15,25,25,24,20,68,63,9.6,1011,29,9,218,15,South%20Africa
2020-11-24,30,21,0.0,10.8,6,62,01:44 PM,01:49 AM,05:08 AM,06:40 PM,15,26,26,25,19,53,55,2.9,1010,30,10,161,15,South%20Africa
2020-11-25,33,22,0.0,13.3,7,70,02:34 PM,02:19 AM,05:08 AM,06:41 PM,9,28,28,28,16,31,37,0.5,1009,33,10,175,13,South%20Africa
2020-11-26,28,19,0.0,12.0,5,77,03:25 PM,02:49 AM,05:08 AM,06:42 PM,15,24,24,23,21,55,63,3.1,1013,28,10,156,16,South%20Africa
2020-11-27,33,21,0.0,13.3,7,85,04:16 PM,03:20 AM,05:08 AM,06:42 PM,12,27,27,27,16,9,46,0.2,1014,33,10,68,13,South%20Africa
2020-11-28,28,18,0.0,13.4,6,92,05:08 PM,03:52 AM,05:08 AM,06:43 PM,13,23,23,23,28,44,58,4.6,1015,28,10,203,21,South%20Africa
2020-11-29,30,21,0.0,13.4,6,100,06:01 PM,04:26 AM,05:08 AM,06:44 PM,13,25,25,25,13,55,52,5.2,1012,30,10,265,10,South%20Africa
2020-11-30,27,19,0.0,8.4,5,100,06:56 PM,05:04 AM,05:08 AM,06:45 PM,15,23,23,23,21,77,65,20.3,1012,27,9,162,14,South%20Africa
2020-12-01,30,19,0.0,13.3,6,89,07:51 PM,05:46 AM,05:08 AM,06:45 PM,13,24,24,24,17,47,54,2.4,1010,30,10,215,14,South%20Africa
2020-12-02,29,20,0.0,13.4,6,82,08:46 PM,06:32 AM,05:08 AM,06:46 PM,12,26,26,25,17,17,49,0.7,1010,29,10,132,14,South%20Africa
2020-12-03,25,16,0.0,13.3,5,75,09:39 PM,07:24 AM,05:08 AM,06:47 PM,12,20,21,20,20,62,61,0.6,1015,25,10,151,17,South%20Africa
2020-12-04,31,18,0.0,13.4,7,67,10:27 PM,08:19 AM,05:08 AM,06:47 PM,10,25,25,25,13,26,44,1.3,1013,31,10,125,10,South%20Africa
2020-12-05,21,17,0.0,8.4,4,60,11:13 PM,09:18 AM,05:08 AM,06:48 PM,13,19,20,19,37,79,69,45.6,1017,21,6,51,20,South%20Africa
2020-12-06,28,16,0.0,13.4,5,53,11:55 PM,10:18 AM,05:08 AM,06:49 PM,12,22,22,22,13,43,57,0.2,1015,28,10,146,11,South%20Africa
2020-12-07,30,19,0.0,13.3,6,46,No moonrise,11:19 AM,05:08 AM,06:50 PM,12,25,25,24,19,48,53,4.7,1015,30,10,123,14,South%20Africa
2020-12-08,26,19,0.0,9.6,5,38,12:34 AM,12:19 PM,05:09 AM,06:50 PM,13,22,22,22,24,60,58,0.4,1017,26,10,70,19,South%20Africa
2020-12-09,30,19,0.0,13.4,7,31,01:11 AM,01:21 PM,05:09 AM,06:51 PM,10,24,24,24,20,24,43,0.3,1012,30,10,167,16,South%20Africa
2020-12-10,33,22,0.0,13.4,7,24,01:49 AM,02:23 PM,05:09 AM,06:52 PM,12,27,27,27,14,6,42,0.0,1010,33,10,213,10,South%20Africa
2020-12-11,33,23,0.0,13.3,6,17,02:27 AM,03:28 PM,05:09 AM,06:52 PM,11,28,28,28,18,28,36,0.7,1009,33,10,184,13,South%20Africa
2020-12-12,32,23,0.0,13.3,6,9,03:08 AM,04:34 PM,05:10 AM,06:53 PM,12,28,28,28,18,55,42,5.0,1011,32,10,207,14,South%20Africa
2020-12-13,30,20,0.0,13.3,6,2,03:53 AM,05:43 PM,05:10 AM,06:54 PM,13,26,26,25,23,57,50,7.4,1012,30,9,65,18,South%20Africa
2020-12-14,32,21,0.0,13.4,7,0,04:44 AM,06:51 PM,05:10 AM,06:54 PM,13,26,26,26,14,33,46,0.7,1012,32,10,190,11,South%20Africa
2020-12-15,27,21,0.0,8.4,5,0,05:41 AM,07:57 PM,05:11 AM,06:55 PM,15,24,24,23,14,78,60,17.4,1011,27,9,137,9,South%20Africa
2020-12-16,26,19,0.0,10.8,5,5,06:41 AM,08:56 PM,05:11 AM,06:55 PM,15,23,23,22,23,65,64,18.7,1013,26,8,55,14,South%20Africa
2020-12-17,25,19,0.0,9.6,5,12,07:44 AM,09:49 PM,05:11 AM,06:56 PM,14,21,21,21,18,65,68,3.5,1014,25,8,34,14,South%20Africa
2020-12-18,25,19,0.0,12.1,5,20,08:46 AM,10:34 PM,05:12 AM,06:56 PM,15,22,22,21,16,62,69,8.6,1013,25,9,57,12,South%20Africa
2020-12-19,30,18,0.0,13.5,6,27,09:46 AM,11:13 PM,05:12 AM,06:57 PM,13,24,24,24,15,26,57,0.1,1013,30,10,106,12,South%20Africa
2020-12-20,31,19,0.0,13.5,7,34,10:42 AM,11:48 PM,05:13 AM,06:58 PM,13,25,25,25,17,16,55,0.5,1014,31,10,80,13,South%20Africa
2020-12-21,31,20,0.0,13.5,7,41,11:36 AM,No moonset,05:13 AM,06:58 PM,11,25,25,25,21,9,43,0.0,1013,31,10,77,15,South%20Africa
2020-12-22,28,21,0.0,8.4,6,49,12:27 PM,12:20 AM,05:14 AM,06:59 PM,16,25,25,24,24,70,62,17.8,1010,28,9,217,16,South%20Africa
2020-12-23,28,22,0.0,8.4,6,56,01:18 PM,12:51 AM,05:14 AM,06:59 PM,17,27,27,25,15,77,63,29.1,1008,28,8,305,9,South%20Africa
2020-12-24,34,23,0.0,13.4,7,63,02:09 PM,01:21 AM,05:15 AM,06:59 PM,11,29,29,28,16,3,39,0.0,1008,34,10,165,12,South%20Africa
2020-12-25,30,19,0.0,11.0,6,70,03:00 PM,01:52 AM,05:15 AM,07:00 PM,15,25,25,25,17,49,60,0.3,1011,30,10,139,14,South%20Africa
2020-12-26,32,20,0.0,13.3,6,78,03:53 PM,02:25 AM,05:16 AM,07:00 PM,15,27,27,26,12,38,57,0.1,1011,32,10,194,9,South%20Africa
2020-12-27,33,22,0.0,13.9,7,85,04:47 PM,03:01 AM,05:16 AM,07:01 PM,13,27,27,27,13,15,45,0.0,1010,33,10,180,10,South%20Africa
2020-12-28,31,24,0.0,12.2,6,92,05:43 PM,03:42 AM,05:17 AM,07:01 PM,14,28,28,27,15,45,46,1.0,1011,31,10,90,12,South%20Africa
2020-12-29,33,21,0.0,13.8,7,100,06:38 PM,04:27 AM,05:18 AM,07:01 PM,15,27,27,27,14,27,54,2.9,1011,33,10,104,11,South%20Africa
2020-12-30,35,25,0.0,13.8,8,100,07:33 PM,05:18 AM,05:18 AM,07:02 PM,13,30,30,30,11,14,38,0.3,1009,35,10,117,9,South%20Africa
2020-12-31,31,23,0.0,13.8,6,89,08:24 PM,06:13 AM,05:19 AM,07:02 PM,14,28,28,27,23,45,48,1.7,1010,31,10,43,18,South%20Africa
2021-01-01,32,21,0.0,11.0,6,79,09:12 PM,07:12 AM,05:20 AM,07:02 PM,15,27,27,26,23,70,56,12.6,1012,32,9,55,17,South%20Africa
2021-01-02,20,18,0.0,13.3,4,71,09:55 PM,08:12 AM,05:20 AM,07:03 PM,12,19,19,19,32,49,65,17.6,1019,20,9,104,26,South%20Africa
2021-01-03,27,16,0.0,13.8,6,64,10:35 PM,09:13 AM,05:21 AM,07:03 PM,12,22,22,22,16,32,55,0.0,1017,27,10,140,13,South%20Africa
2021-01-04,29,19,0.0,13.8,6,57,11:13 PM,10:14 AM,05:22 AM,07:03 PM,13,24,24,24,15,49,54,0.2,1013,29,10,232,12,South%20Africa
2021-01-05,31,22,0.0,13.8,7,50,11:49 PM,11:14 AM,05:22 AM,07:03 PM,11,27,27,26,19,16,41,0.0,1009,31,10,217,15,South%20Africa
2021-01-06,27,22,0.0,13.3,6,42,No moonrise,12:14 PM,05:23 AM,07:03 PM,14,25,25,24,10,45,53,0.2,1009,27,10,148,8,South%20Africa
2021-01-07,28,21,0.0,8.6,5,35,12:25 AM,01:16 PM,05:24 AM,07:03 PM,17,25,25,24,25,78,70,63.7,1011,28,5,112,13,South%20Africa
2021-01-08,28,19,0.0,13.3,5,28,01:04 AM,02:19 PM,05:25 AM,07:04 PM,16,24,24,23,10,56,65,2.0,1011,28,10,170,8,South%20Africa
2021-01-09,30,21,0.0,13.8,6,20,01:46 AM,03:25 PM,05:25 AM,07:04 PM,14,26,26,26,16,37,51,0.2,1010,30,10,142,12,South%20Africa
2021-01-10,30,20,0.0,13.3,6,13,02:32 AM,04:31 PM,05:26 AM,07:04 PM,15,26,26,25,11,39,53,0.9,1009,30,10,154,8,South%20Africa
2021-01-11,31,19,0.0,13.8,7,6,03:25 AM,05:38 PM,05:27 AM,07:04 PM,9,24,24,25,20,24,40,0.2,1011,31,10,61,16,South%20Africa
2021-01-12,31,20,0.0,13.8,7,0,04:22 AM,06:39 PM,05:28 AM,07:04 PM,13,26,26,26,18,19,47,0.0,1012,31,10,70,14,South%20Africa
2021-01-13,30,21,0.0,11.0,6,0,05:25 AM,07:35 PM,05:28 AM,07:04 PM,14,26,26,25,18,68,52,4.1,1013,30,9,60,14,South%20Africa
2021-01-14,30,20,0.0,12.1,6,1,06:27 AM,08:24 PM,05:29 AM,07:04 PM,14,25,25,25,14,51,57,6.9,1012,30,9,74,11,South%20Africa
2021-01-15,31,20,0.0,13.7,7,8,07:29 AM,09:07 PM,05:30 AM,07:04 PM,14,26,26,26,15,37,51,0.3,1009,31,10,99,12,South%20Africa
2021-01-16,30,22,0.0,9.8,6,16,08:28 AM,09:44 PM,05:31 AM,07:03 PM,15,27,27,26,17,48,51,2.9,1006,30,10,197,12,South%20Africa
2021-01-17,33,23,0.0,13.7,7,23,09:24 AM,10:18 PM,05:32 AM,07:03 PM,14,29,29,28,15,20,47,0.2,1006,33,10,90,11,South%20Africa
2021-01-18,31,21,0.0,10.9,6,30,10:17 AM,10:49 PM,05:32 AM,07:03 PM,15,26,26,25,17,61,59,4.5,1010,31,8,40,13,South%20Africa
2021-01-19,33,20,0.0,13.7,7,38,11:10 AM,11:20 PM,05:33 AM,07:03 PM,12,27,27,26,13,25,47,0.1,1011,33,10,26,11,South%20Africa
2021-01-20,34,21,0.0,13.7,7,45,12:00 PM,11:51 PM,05:34 AM,07:03 PM,11,29,29,28,14,5,41,0.0,1011,34,10,96,11,South%20Africa
2021-01-21,33,20,0.0,13.7,7,52,12:51 PM,No moonset,05:35 AM,07:03 PM,11,26,26,26,16,8,42,0.0,1014,33,10,72,13,South%20Africa
2021-01-22,35,22,0.0,13.7,7,59,01:44 PM,12:23 AM,05:35 AM,07:02 PM,10,28,28,28,12,5,36,0.0,1012,35,10,58,9,South%20Africa
2021-01-23,36,22,0.0,13.7,8,67,02:37 PM,12:58 AM,05:36 AM,07:02 PM,6,30,30,29,15,7,28,0.0,1009,36,10,81,11,South%20Africa
2021-01-24,30,21,0.0,12.1,6,74,03:32 PM,01:36 AM,05:37 AM,07:02 PM,14,26,26,25,24,42,53,0.3,1008,30,10,109,19,South%20Africa
2021-01-25,22,18,0.0,8.5,5,81,04:27 PM,02:19 AM,05:38 AM,07:01 PM,14,20,20,20,39,73,71,20.1,1012,22,7,102,30,South%20Africa
2021-01-26,26,18,0.0,9.7,5,88,05:23 PM,03:08 AM,05:39 AM,07:01 PM,16,22,22,21,19,74,71,1.9,1012,26,10,80,15,South%20Africa
2021-01-27,26,19,0.0,8.5,5,96,06:16 PM,04:01 AM,05:39 AM,07:01 PM,16,23,23,22,22,74,70,3.1,1010,26,9,108,17,South%20Africa
2021-01-28,29,20,0.0,8.5,6,100,07:06 PM,05:00 AM,05:40 AM,07:00 PM,17,25,25,24,21,79,68,16.5,1010,29,8,166,14,South%20Africa
