date_time,Canada%2C%20Northwest%20Territories_maxtempC,Canada%2C%20Northwest%20Territories_mintempC,Canada%2C%20Northwest%20Territories_totalSnow_cm,Canada%2C%20Northwest%20Territories_sunHour,Canada%2C%20Northwest%20Territories_uvIndex,Canada%2C%20Northwest%20Territories_moon_illumination,Canada%2C%20Northwest%20Territories_moonrise,Canada%2C%20Northwest%20Territories_moonset,Canada%2C%20Northwest%20Territories_sunrise,Canada%2C%20Northwest%20Territories_sunset,Canada%2C%20Northwest%20Territories_DewPointC,Canada%2C%20Northwest%20Territories_FeelsLikeC,Canada%2C%20Northwest%20Territories_HeatIndexC,Canada%2C%20Northwest%20Territories_WindChillC,Canada%2C%20Northwest%20Territories_WindGustKmph,Canada%2C%20Northwest%20Territories_cloudcover,Canada%2C%20Northwest%20Territories_humidity,Canada%2C%20Northwest%20Territories_precipMM,Canada%2C%20Northwest%20Territories_pressure,Canada%2C%20Northwest%20Territories_tempC,Canada%2C%20Northwest%20Territories_visibility,Canada%2C%20Northwest%20Territories_winddirDegree,Canada%2C%20Northwest%20Territories_windspeedKmph,Canada%2C%20Northwest%20Territories_location
2020-12-12,-29,-30,0.0,0.0,2,9,09:07 AM,02:35 PM,12:00 AM,12:00 AM,-32,-35,-29,-35,12,2,76,0.0,1043,-29,10,55,6,Canada%2C%20Northwest%20Territories
2020-12-13,-31,-36,0.0,0.0,1,2,12:00 AM,12:00 AM,12:00 AM,12:00 AM,-32,-39,-31,-39,17,57,95,0.0,1040,-31,4,172,8,Canada%2C%20Northwest%20Territories
2020-12-14,-28,-30,0.3,0.0,1,0,12:00 AM,12:00 AM,12:00 AM,12:00 AM,-28,-35,-28,-35,15,100,100,0.3,1033,-28,4,326,7,Canada%2C%20Northwest%20Territories
2020-12-15,-27,-36,0.3,0.0,1,0,12:00 AM,12:00 AM,12:00 AM,12:00 AM,-30,-37,-31,-37,18,100,100,0.3,1024,-27,4,319,9,Canada%2C%20Northwest%20Territories
2020-12-16,-31,-37,0.3,0.0,1,5,12:00 AM,12:00 AM,12:00 AM,12:00 AM,-31,-39,-32,-39,15,100,99,0.4,1027,-31,5,282,7,Canada%2C%20Northwest%20Territories
2020-12-17,-30,-33,0.2,0.0,1,12,12:00 AM,12:00 AM,12:00 AM,12:00 AM,-31,-40,-31,-40,17,100,99,0.2,1026,-30,3,215,8,Canada%2C%20Northwest%20Territories
2020-12-18,-37,-46,0.2,0.0,1,20,03:41 PM,08:21 PM,12:00 AM,12:00 AM,-38,-45,-38,-45,14,89,94,0.2,1017,-37,8,217,7,Canada%2C%20Northwest%20Territories
2020-12-19,-37,-40,0.1,0.0,1,27,03:18 PM,10:22 PM,12:00 AM,12:00 AM,-38,-47,-38,-47,17,100,97,0.1,1011,-37,2,191,8,Canada%2C%20Northwest%20Territories
2020-12-20,-39,-46,0.0,0.0,1,34,03:02 PM,No moonset,12:00 AM,12:00 AM,-40,-43,-40,-43,6,93,94,0.0,1010,-39,5,114,3,Canada%2C%20Northwest%20Territories
2020-12-21,-32,-40,0.4,0.0,1,41,02:50 PM,12:09 AM,12:00 AM,12:00 AM,-36,-42,-35,-42,14,77,93,0.5,1016,-32,8,161,7,Canada%2C%20Northwest%20Territories
2020-12-22,-28,-36,0.1,0.0,1,49,02:38 PM,01:48 AM,12:00 AM,12:00 AM,-30,-36,-30,-36,15,61,92,0.2,1015,-28,10,147,7,Canada%2C%20Northwest%20Territories
2020-12-23,-24,-32,0.0,0.0,1,56,02:27 PM,03:24 AM,12:00 AM,12:00 AM,-25,-32,-25,-32,20,51,89,0.0,1005,-24,10,111,10,Canada%2C%20Northwest%20Territories
2020-12-24,-19,-28,2.4,0.0,1,63,02:15 PM,05:00 AM,12:00 AM,12:00 AM,-19,-23,-20,-23,7,100,97,2.8,1000,-19,4,233,5,Canada%2C%20Northwest%20Territories
2020-12-25,-15,-23,0.3,0.0,2,70,02:01 PM,06:41 AM,12:00 AM,12:00 AM,-18,-20,-16,-20,10,31,83,0.3,1010,-15,9,174,5,Canada%2C%20Northwest%20Territories
2020-12-26,-17,-23,0.0,0.0,2,78,01:42 PM,08:31 AM,12:00 AM,12:00 AM,-21,-21,-18,-21,8,27,75,0.0,1009,-17,9,136,4,Canada%2C%20Northwest%20Territories
2020-12-27,-19,-24,0.1,0.0,1,85,01:03 PM,10:48 AM,12:00 AM,12:00 AM,-22,-30,-22,-30,23,100,99,0.1,1010,-19,6,270,12,Canada%2C%20Northwest%20Territories
2020-12-28,-21,-28,0.0,0.0,1,92,12:00 AM,12:00 AM,12:00 AM,12:00 AM,-24,-28,-24,-28,9,71,91,0.0,1012,-21,8,163,4,Canada%2C%20Northwest%20Territories
2020-12-29,-20,-27,0.0,0.0,1,100,12:00 AM,12:00 AM,12:00 AM,12:00 AM,-23,-25,-22,-25,8,80,94,0.0,1016,-20,6,164,4,Canada%2C%20Northwest%20Territories
2020-12-30,-25,-30,0.1,0.0,1,100,12:00 AM,12:00 AM,12:00 AM,12:00 AM,-28,-33,-27,-33,12,97,98,0.1,1020,-25,4,332,6,Canada%2C%20Northwest%20Territories
2020-12-31,-32,-36,0.0,0.0,1,89,12:00 AM,12:00 AM,12:00 AM,12:00 AM,-33,-38,-33,-38,8,100,100,0.0,1022,-32,0,282,4,Canada%2C%20Northwest%20Territories
2021-01-01,-34,-36,0.0,0.0,1,79,06:05 PM,02:59 PM,12:00 AM,12:00 AM,-35,-41,-34,-41,13,51,96,0.0,1017,-34,5,151,6,Canada%2C%20Northwest%20Territories
2021-01-02,-32,-39,0.0,0.0,1,71,08:25 PM,02:26 PM,12:00 AM,12:00 AM,-33,-40,-34,-40,16,70,93,0.0,1007,-32,7,70,8,Canada%2C%20Northwest%20Territories
2021-01-03,-25,-26,0.4,0.0,1,64,10:28 PM,02:08 PM,12:00 AM,12:00 AM,-27,-33,-26,-33,16,96,92,0.5,1004,-25,8,48,9,Canada%2C%20Northwest%20Territories
2021-01-04,-27,-35,0.0,0.0,1,57,No moonrise,01:54 PM,12:00 AM,12:00 AM,-28,-34,-28,-34,12,95,93,0.0,1006,-27,8,138,7,Canada%2C%20Northwest%20Territories
2021-01-05,-29,-32,0.1,0.0,1,50,12:23 AM,01:42 PM,12:00 AM,12:00 AM,-31,-31,-30,-31,5,89,93,0.1,999,-29,7,229,3,Canada%2C%20Northwest%20Territories
2021-01-06,-32,-38,0.0,0.0,1,42,02:18 AM,01:29 PM,01:39 PM,02:24 PM,-32,-36,-32,-36,10,89,97,0.0,997,-32,2,237,5,Canada%2C%20Northwest%20Territories
2021-01-07,-20,-29,0.0,0.0,1,35,04:15 AM,01:15 PM,01:27 PM,02:36 PM,-24,-31,-24,-31,23,30,89,0.0,1000,-20,10,160,11,Canada%2C%20Northwest%20Territories
2021-01-08,-11,-19,0.0,0.0,1,28,06:22 AM,12:57 PM,01:18 PM,02:46 PM,-15,-18,-12,-18,24,20,73,0.0,1006,-11,10,167,11,Canada%2C%20Northwest%20Territories
2021-01-09,-10,-19,0.0,0.0,1,20,08:49 AM,12:25 PM,01:10 PM,02:55 PM,-15,-16,-13,-16,13,65,85,0.0,1005,-10,10,230,6,Canada%2C%20Northwest%20Territories
2021-01-10,-14,-20,0.0,0.3,1,13,12:00 AM,12:00 AM,01:03 PM,03:03 PM,-17,-21,-17,-21,18,74,91,0.0,1002,-14,9,79,9,Canada%2C%20Northwest%20Territories
2021-01-11,-15,-24,0.2,0.3,1,6,12:00 AM,12:00 AM,12:57 PM,03:10 PM,-17,-19,-17,-19,9,98,98,0.2,993,-15,8,287,4,Canada%2C%20Northwest%20Territories
2021-01-12,-20,-23,0.4,0.3,1,0,12:00 AM,12:00 AM,12:51 PM,03:17 PM,-21,-27,-21,-27,17,100,99,0.5,996,-20,8,143,9,Canada%2C%20Northwest%20Territories
2021-01-13,-25,-35,0.5,0.3,1,0,12:00 AM,12:00 AM,12:45 PM,03:23 PM,-26,-34,-26,-34,15,100,98,0.6,1008,-25,7,254,9,Canada%2C%20Northwest%20Territories
2021-01-14,-30,-39,0.0,2.9,1,1,02:10 PM,05:23 PM,12:39 PM,03:30 PM,-31,-36,-31,-36,10,54,94,0.0,1027,-30,7,60,5,Canada%2C%20Northwest%20Territories
2021-01-15,-24,-30,0.9,0.4,1,8,01:38 PM,07:41 PM,12:34 PM,03:36 PM,-27,-34,-26,-34,21,86,93,1.0,1018,-24,7,66,11,Canada%2C%20Northwest%20Territories
2021-01-16,-22,-27,0.7,0.4,1,16,01:20 PM,09:36 PM,12:29 PM,03:42 PM,-24,-27,-24,-27,8,98,98,0.8,1017,-22,4,161,4,Canada%2C%20Northwest%20Territories
2021-01-17,-27,-34,0.0,0.4,1,23,01:06 PM,11:19 PM,12:24 PM,03:47 PM,-27,-31,-27,-31,8,96,96,0.0,1015,-27,6,97,4,Canada%2C%20Northwest%20Territories
2021-01-18,-22,-30,0.0,2.9,2,30,12:54 PM,No moonset,12:19 PM,03:53 PM,-24,-30,-24,-30,14,51,92,0.0,1014,-22,10,125,7,Canada%2C%20Northwest%20Territories
2021-01-19,-19,-23,0.3,0.4,1,38,12:42 PM,12:57 AM,12:14 PM,03:59 PM,-21,-30,-21,-30,28,87,96,0.4,1001,-19,8,261,16,Canada%2C%20Northwest%20Territories
2021-01-20,-24,-29,0.3,0.5,1,45,12:31 PM,02:34 AM,12:09 PM,04:04 PM,-25,-29,-25,-29,7,100,97,0.4,1021,-24,7,162,4,Canada%2C%20Northwest%20Territories
2021-01-21,-23,-29,0.0,2.9,1,52,12:18 PM,04:13 AM,12:04 PM,04:09 PM,-25,-30,-24,-30,15,78,92,0.0,1029,-23,9,140,7,Canada%2C%20Northwest%20Territories
2021-01-22,-22,-27,0.0,4.6,2,59,12:01 PM,05:58 AM,11:59 AM,04:14 PM,-24,-31,-23,-31,26,44,87,0.0,1028,-22,10,142,12,Canada%2C%20Northwest%20Territories
2021-01-23,-19,-28,0.0,1.2,1,67,11:35 AM,07:59 AM,11:55 AM,04:20 PM,-24,-31,-22,-31,23,77,84,0.0,1022,-19,10,123,13,Canada%2C%20Northwest%20Territories
2021-01-24,-27,-36,0.1,3.5,1,74,12:00 AM,12:00 AM,11:50 AM,04:25 PM,-30,-34,-29,-34,10,41,86,0.1,1025,-27,8,146,5,Canada%2C%20Northwest%20Territories
2021-01-25,-25,-31,0.7,1.2,1,81,12:00 AM,12:00 AM,11:46 AM,04:30 PM,-25,-32,-26,-32,17,100,98,0.8,1025,-25,5,218,10,Canada%2C%20Northwest%20Territories
2021-01-26,-27,-32,0.5,1.2,1,88,12:00 AM,12:00 AM,11:41 AM,04:35 PM,-29,-38,-29,-38,19,100,99,0.6,1030,-27,6,237,10,Canada%2C%20Northwest%20Territories
2021-01-27,-30,-35,0.3,1.3,1,96,12:00 AM,12:00 AM,11:36 AM,04:40 PM,-32,-37,-32,-37,9,100,99,0.3,1032,-30,3,255,5,Canada%2C%20Northwest%20Territories
2021-01-28,-34,-35,0.0,1.3,1,100,03:01 PM,01:44 PM,11:32 AM,04:45 PM,-35,-41,-34,-41,11,96,96,0.0,1021,-34,1,135,5,Canada%2C%20Northwest%20Territories
2021-01-29,-35,-36,0.0,3.6,1,90,05:52 PM,12:46 PM,11:27 AM,04:50 PM,-36,-39,-35,-39,8,47,92,0.0,1015,-35,10,150,4,Canada%2C%20Northwest%20Territories
2021-01-30,-35,-43,0.0,1.3,1,82,08:01 PM,12:24 PM,11:23 AM,04:55 PM,-36,-39,-36,-39,7,90,94,0.0,1025,-35,7,269,4,Canada%2C%20Northwest%20Territories
2021-01-31,-28,-36,1.0,1.5,1,79,10:01 PM,12:09 PM,11:18 AM,05:00 PM,-29,-36,-30,-36,14,100,98,1.2,1036,-28,2,345,9,Canada%2C%20Northwest%20Territories
2021-02-01,-26,-34,2.3,1.5,1,63,11:58 PM,11:56 AM,11:14 AM,05:04 PM,-28,-40,-28,-40,26,100,97,2.7,1042,-26,5,305,17,Canada%2C%20Northwest%20Territories
2021-02-02,-36,-42,0.0,1.5,1,55,No moonrise,11:44 AM,11:09 AM,05:09 PM,-38,-48,-38,-48,20,100,100,0.0,1045,-36,1,334,10,Canada%2C%20Northwest%20Territories
2021-02-03,-39,-42,0.0,1.5,1,48,01:55 AM,11:30 AM,11:05 AM,05:14 PM,-41,-45,-41,-45,6,99,99,0.0,1041,-39,3,96,3,Canada%2C%20Northwest%20Territories
2021-02-04,-41,-45,0.1,1.5,1,40,03:57 AM,11:14 AM,11:01 AM,05:18 PM,-41,-48,-41,-48,12,85,97,0.1,1037,-41,3,226,6,Canada%2C%20Northwest%20Territories
2021-02-05,-34,-41,0.5,1.7,1,33,06:14 AM,10:48 AM,10:56 AM,05:23 PM,-35,-45,-35,-45,24,83,97,0.6,1042,-34,7,240,13,Canada%2C%20Northwest%20Territories
2021-02-06,-29,-33,0.5,1.7,1,25,12:00 AM,12:00 AM,10:52 AM,05:28 PM,-31,-40,-30,-40,25,100,91,0.6,1032,-29,8,210,14,Canada%2C%20Northwest%20Territories
2021-02-07,-27,-30,1.0,1.7,1,18,12:00 AM,12:00 AM,10:47 AM,05:32 PM,-28,-41,-28,-41,32,100,96,1.2,1041,-27,7,299,20,Canada%2C%20Northwest%20Territories
