date_time,Eritrea_maxtempC,Eritrea_mintempC,Eritrea_totalSnow_cm,Eritrea_sunHour,Eritrea_uvIndex,Eritrea_moon_illumination,Eritrea_moonrise,Eritrea_moonset,Eritrea_sunrise,Eritrea_sunset,Eritrea_DewPointC,Eritrea_FeelsLikeC,Eritrea_HeatIndexC,Eritrea_WindChillC,Eritrea_WindGustKmph,Eritrea_cloudcover,Eritrea_humidity,Eritrea_precipMM,Eritrea_pressure,Eritrea_tempC,Eritrea_visibility,Eritrea_winddirDegree,Eritrea_windspeedKmph,Eritrea_location
2020-12-04,21,13,0.0,7.2,4,67,09:27 PM,09:56 AM,06:36 AM,05:53 PM,11,17,17,17,9,38,73,0.6,1013,21,10,60,5,Eritrea
2020-12-05,20,14,0.0,5.7,4,60,10:23 PM,10:45 AM,06:37 AM,05:53 PM,12,17,17,17,6,46,73,1.6,1013,20,10,95,4,Eritrea
2020-12-06,19,13,0.0,8.7,4,53,11:19 PM,11:33 AM,06:38 AM,05:53 PM,12,16,16,16,11,30,78,0.7,1014,19,10,48,6,Eritrea
2020-12-07,18,12,0.0,8.7,4,46,No moonrise,12:17 PM,06:38 AM,05:54 PM,11,14,14,14,17,37,82,0.4,1015,18,9,59,10,Eritrea
2020-12-08,18,11,0.0,8.7,4,38,12:15 AM,01:00 PM,06:39 AM,05:54 PM,9,13,14,13,20,13,73,0.0,1015,18,10,59,11,Eritrea
2020-12-09,17,11,0.0,8.7,4,31,01:11 AM,01:43 PM,06:39 AM,05:54 PM,9,13,14,13,23,18,75,0.0,1015,17,10,58,13,Eritrea
2020-12-10,17,12,0.0,4.2,3,24,02:07 AM,02:25 PM,06:40 AM,05:55 PM,11,13,14,13,24,63,84,0.7,1014,17,10,64,13,Eritrea
2020-12-11,17,11,0.0,8.7,3,17,03:05 AM,03:10 PM,06:40 AM,05:55 PM,10,13,13,13,21,38,78,0.3,1014,17,10,60,11,Eritrea
2020-12-12,19,10,0.0,8.7,4,9,04:05 AM,03:58 PM,06:41 AM,05:55 PM,8,13,14,13,15,9,70,0.0,1014,19,10,57,8,Eritrea
2020-12-13,21,11,0.0,8.7,5,2,05:08 AM,04:51 PM,06:42 AM,05:56 PM,7,15,16,15,12,4,59,0.0,1013,21,10,56,7,Eritrea
2020-12-14,21,11,0.0,8.7,5,0,06:13 AM,05:48 PM,06:42 AM,05:56 PM,8,16,16,16,9,6,62,0.0,1012,21,10,63,5,Eritrea
2020-12-15,22,12,0.0,8.7,5,0,07:18 AM,06:48 PM,06:43 AM,05:56 PM,7,17,18,17,6,4,55,0.0,1011,22,10,55,4,Eritrea
2020-12-16,21,12,0.0,8.7,5,5,08:20 AM,07:50 PM,06:43 AM,05:57 PM,8,16,17,16,11,6,62,0.0,1013,21,10,48,7,Eritrea
2020-12-17,19,11,0.0,8.7,5,12,09:19 AM,08:50 PM,06:44 AM,05:57 PM,9,15,15,15,10,9,70,0.0,1013,19,10,53,6,Eritrea
2020-12-18,19,10,0.0,8.7,5,20,10:10 AM,09:48 PM,06:44 AM,05:58 PM,9,14,14,14,11,14,72,0.0,1013,19,10,53,6,Eritrea
2020-12-19,18,11,0.0,8.7,5,27,10:56 AM,10:42 PM,06:45 AM,05:58 PM,9,14,14,14,10,13,73,0.0,1013,18,10,58,6,Eritrea
2020-12-20,17,11,0.0,8.7,3,34,11:38 AM,11:33 PM,06:45 AM,05:59 PM,9,14,14,14,15,23,74,0.2,1014,17,10,58,8,Eritrea
2020-12-21,19,12,0.0,8.7,4,41,12:15 PM,No moonset,06:46 AM,05:59 PM,11,15,15,15,15,39,80,0.4,1014,19,10,55,9,Eritrea
2020-12-22,20,13,0.0,11.5,5,49,12:51 PM,12:20 AM,06:46 AM,06:00 PM,10,16,16,16,14,14,71,0.0,1013,20,10,50,8,Eritrea
2020-12-23,21,13,0.0,10.1,4,56,01:26 PM,01:07 AM,06:47 AM,06:00 PM,10,16,17,16,14,25,67,0.5,1012,21,10,49,8,Eritrea
2020-12-24,19,12,0.0,11.5,5,63,02:00 PM,01:53 AM,06:47 AM,06:01 PM,10,15,15,15,14,15,75,0.0,1011,19,10,52,8,Eritrea
2020-12-25,19,12,0.0,11.5,5,70,02:36 PM,02:40 AM,06:48 AM,06:01 PM,10,15,15,15,10,12,74,0.0,1011,19,10,61,5,Eritrea
2020-12-26,21,13,0.0,10.1,4,78,03:15 PM,03:28 AM,06:48 AM,06:02 PM,10,17,17,17,8,24,67,0.3,1011,21,10,72,5,Eritrea
2020-12-27,22,14,0.0,11.5,5,85,03:56 PM,04:17 AM,06:49 AM,06:02 PM,8,18,18,18,10,4,54,0.0,1011,22,10,76,6,Eritrea
2020-12-28,20,14,0.0,11.5,5,92,04:41 PM,05:09 AM,06:49 AM,06:03 PM,2,16,17,16,16,1,40,0.0,1011,20,10,53,9,Eritrea
2020-12-29,23,12,0.0,11.5,5,100,05:32 PM,06:03 AM,06:49 AM,06:03 PM,2,17,18,17,9,1,38,0.0,1012,23,10,62,5,Eritrea
2020-12-30,24,13,0.0,11.5,6,100,06:24 PM,06:57 AM,06:50 AM,06:04 PM,6,18,19,18,6,3,51,0.0,1011,24,10,65,4,Eritrea
2020-12-31,24,13,0.0,8.7,4,89,07:21 PM,07:51 AM,06:50 AM,06:04 PM,9,18,19,18,6,26,59,0.6,1011,24,10,117,4,Eritrea
2021-01-01,22,13,0.0,10.1,4,79,08:18 PM,08:42 AM,06:51 AM,06:05 PM,9,17,17,17,7,15,62,0.1,1011,22,10,68,4,Eritrea
2021-01-02,21,12,0.0,11.6,5,71,09:15 PM,09:31 AM,06:51 AM,06:06 PM,9,16,16,16,9,7,66,0.0,1012,21,10,60,5,Eritrea
2021-01-03,21,11,0.0,11.6,5,64,10:11 PM,10:17 AM,06:51 AM,06:06 PM,9,15,15,15,12,10,68,0.0,1013,21,10,51,7,Eritrea
2021-01-04,20,11,0.0,11.6,5,57,11:07 PM,11:00 AM,06:52 AM,06:07 PM,9,15,15,15,10,10,70,0.0,1013,20,10,60,6,Eritrea
2021-01-05,19,11,0.0,11.6,5,50,No moonrise,11:42 AM,06:52 AM,06:07 PM,9,14,14,14,13,19,74,0.0,1013,19,10,60,7,Eritrea
2021-01-06,19,10,0.0,11.6,5,42,12:01 AM,12:23 PM,06:52 AM,06:08 PM,8,14,14,14,14,9,67,0.0,1013,19,10,57,8,Eritrea
2021-01-07,19,11,0.0,11.6,5,35,12:57 AM,01:06 PM,06:53 AM,06:09 PM,10,14,15,14,12,21,74,0.0,1012,19,10,60,7,Eritrea
2021-01-08,18,11,0.0,11.6,4,28,01:54 AM,01:51 PM,06:53 AM,06:09 PM,9,14,14,14,14,32,75,0.2,1011,18,10,54,8,Eritrea
2021-01-09,20,10,0.0,10.1,4,20,02:54 AM,02:39 PM,06:53 AM,06:10 PM,8,15,16,15,9,25,68,0.1,1011,20,10,112,5,Eritrea
2021-01-10,20,11,0.0,10.1,4,13,03:56 AM,03:33 PM,06:53 AM,06:10 PM,8,15,15,15,7,25,66,0.7,1011,20,10,135,5,Eritrea
2021-01-11,19,10,0.0,8.7,3,6,04:59 AM,04:30 PM,06:54 AM,06:11 PM,9,13,14,13,11,43,74,2.1,1012,19,10,72,7,Eritrea
2021-01-12,18,10,0.0,10.1,3,0,06:02 AM,05:31 PM,06:54 AM,06:11 PM,9,12,13,12,15,46,79,0.5,1014,18,10,62,9,Eritrea
2021-01-13,19,10,0.0,11.6,5,0,07:02 AM,06:32 PM,06:54 AM,06:12 PM,9,14,14,14,10,18,72,0.1,1014,19,10,70,6,Eritrea
2021-01-14,22,12,0.0,11.6,5,1,07:57 AM,07:32 PM,06:54 AM,06:13 PM,6,17,17,17,5,3,54,0.0,1012,22,10,168,4,Eritrea
2021-01-15,22,13,0.0,11.6,5,8,08:46 AM,08:28 PM,06:54 AM,06:13 PM,7,17,17,17,7,3,54,0.0,1012,22,10,109,4,Eritrea
2021-01-16,21,11,0.0,11.6,5,16,09:30 AM,09:22 PM,06:54 AM,06:14 PM,8,16,16,16,7,6,64,0.0,1012,21,10,91,5,Eritrea
2021-01-17,21,11,0.0,11.6,5,23,10:10 AM,10:11 PM,06:54 AM,06:14 PM,9,16,16,16,9,5,64,0.0,1013,21,10,89,5,Eritrea
2021-01-18,18,10,0.0,11.6,4,30,10:47 AM,11:00 PM,06:54 AM,06:15 PM,8,12,13,12,18,13,74,0.0,1014,18,10,55,10,Eritrea
2021-01-19,20,9,0.0,11.6,5,38,11:23 AM,11:47 PM,06:55 AM,06:15 PM,8,13,14,13,15,16,69,0.1,1013,20,10,71,8,Eritrea
2021-01-20,18,10,0.0,10.2,3,45,11:58 AM,No moonset,06:55 AM,06:16 PM,9,13,13,13,16,27,75,0.1,1014,18,10,60,9,Eritrea
2021-01-21,17,12,0.0,10.2,3,52,12:33 PM,12:33 AM,06:55 AM,06:17 PM,11,12,13,12,24,53,86,0.2,1015,17,10,63,13,Eritrea
2021-01-22,21,12,0.0,10.2,4,59,01:11 PM,01:20 AM,06:55 AM,06:17 PM,11,15,15,15,14,37,78,0.3,1013,21,10,76,8,Eritrea
2021-01-23,23,14,0.0,11.6,5,67,01:51 PM,02:09 AM,06:55 AM,06:18 PM,7,18,18,18,9,4,53,0.0,1011,23,10,91,6,Eritrea
2021-01-24,22,14,0.0,11.6,5,74,02:34 PM,02:59 AM,06:54 AM,06:18 PM,7,17,17,17,9,5,56,0.0,1012,22,10,72,6,Eritrea
2021-01-25,21,13,0.0,11.6,5,81,03:22 PM,03:52 AM,06:54 AM,06:19 PM,7,17,17,17,10,5,57,0.0,1013,21,10,62,6,Eritrea
2021-01-26,20,11,0.0,11.6,5,88,04:14 PM,04:46 AM,06:54 AM,06:19 PM,9,15,15,15,13,8,66,0.0,1013,20,10,60,7,Eritrea
2021-01-27,23,13,0.0,11.6,5,96,05:10 PM,05:41 AM,06:54 AM,06:20 PM,5,18,18,18,8,1,47,0.0,1012,23,10,89,5,Eritrea
2021-01-28,23,14,0.0,11.6,6,100,06:07 PM,06:33 AM,06:54 AM,06:20 PM,5,19,19,19,5,0,41,0.0,1012,23,10,84,4,Eritrea
2021-01-29,22,15,0.0,11.6,5,90,07:06 PM,07:25 AM,06:54 AM,06:21 PM,5,18,19,18,12,4,48,0.0,1013,22,10,79,7,Eritrea
2021-01-30,17,10,0.0,10.2,3,82,08:04 PM,08:13 AM,06:54 AM,06:21 PM,8,13,13,13,17,24,73,0.1,1015,17,10,58,9,Eritrea
2021-01-31,20,11,0.0,11.6,5,79,09:01 PM,08:58 AM,06:54 AM,06:22 PM,9,14,14,14,13,14,73,0.0,1013,20,10,68,7,Eritrea
2021-02-01,24,12,0.0,10.2,4,63,09:57 PM,09:41 AM,06:53 AM,06:22 PM,9,17,18,17,9,15,61,0.1,1013,24,10,88,5,Eritrea
2021-02-02,24,15,0.0,11.6,5,55,10:53 PM,10:23 AM,06:53 AM,06:23 PM,8,18,18,18,10,4,54,0.0,1014,24,10,103,6,Eritrea
2021-02-03,22,14,0.0,11.6,5,48,11:50 PM,11:05 AM,06:53 AM,06:23 PM,2,17,18,17,21,1,39,0.0,1013,22,10,60,12,Eritrea
2021-02-04,25,14,0.0,11.6,6,40,No moonrise,11:49 AM,06:53 AM,06:24 PM,0,20,20,20,9,0,28,0.0,1011,25,10,177,5,Eritrea
2021-02-05,22,13,0.0,10.2,4,33,12:48 AM,12:35 PM,06:52 AM,06:24 PM,3,18,18,18,15,12,40,0.4,1012,22,10,277,10,Eritrea
2021-02-06,18,10,0.0,11.6,4,25,01:48 AM,01:26 PM,06:52 AM,06:24 PM,2,13,14,13,8,3,50,0.0,1015,18,10,213,5,Eritrea
2021-02-07,20,7,0.0,11.6,4,18,02:49 AM,02:20 PM,06:52 AM,06:25 PM,3,12,14,12,8,4,56,0.0,1014,20,10,116,5,Eritrea
