date_time,Cyprus_maxtempC,Cyprus_mintempC,Cyprus_totalSnow_cm,Cyprus_sunHour,Cyprus_uvIndex,Cyprus_moon_illumination,Cyprus_moonrise,Cyprus_moonset,Cyprus_sunrise,Cyprus_sunset,Cyprus_DewPointC,Cyprus_FeelsLikeC,Cyprus_HeatIndexC,Cyprus_WindChillC,Cyprus_WindGustKmph,Cyprus_cloudcover,Cyprus_humidity,Cyprus_precipMM,Cyprus_pressure,Cyprus_tempC,Cyprus_visibility,Cyprus_winddirDegree,Cyprus_windspeedKmph,Cyprus_location
2020-11-30,18,14,0.0,5.4,4,100,04:43 PM,06:25 AM,06:36 AM,04:34 PM,11,16,16,16,9,68,75,4.6,1016,18,10,175,6,Cyprus
2020-12-01,18,14,0.0,3.7,4,89,05:25 PM,07:24 AM,06:37 AM,04:34 PM,11,16,16,16,14,64,74,8.0,1014,18,9,131,9,Cyprus
2020-12-02,18,14,0.0,3.7,4,82,06:12 PM,08:21 AM,06:37 AM,04:34 PM,11,16,16,16,13,75,75,5.2,1018,18,10,50,9,Cyprus
2020-12-03,19,14,0.0,8.7,5,75,07:06 PM,09:15 AM,06:38 AM,04:34 PM,11,16,16,16,21,36,73,0.3,1019,19,10,70,14,Cyprus
2020-12-04,19,15,0.0,8.7,4,67,08:05 PM,10:05 AM,06:39 AM,04:34 PM,11,16,16,16,23,52,72,3.3,1017,19,10,75,16,Cyprus
2020-12-05,18,15,0.0,8.7,4,60,09:08 PM,10:49 AM,06:40 AM,04:34 PM,11,16,16,16,18,61,74,3.9,1016,18,10,82,12,Cyprus
2020-12-06,19,13,0.0,8.7,5,53,10:13 PM,11:29 AM,06:41 AM,04:34 PM,10,16,16,16,6,8,69,0.0,1016,19,10,245,4,Cyprus
2020-12-07,18,13,0.0,8.7,5,46,11:19 PM,12:04 PM,06:42 AM,04:34 PM,11,16,15,16,10,8,73,0.0,1017,18,10,192,6,Cyprus
2020-12-08,19,14,0.0,3.7,4,38,No moonrise,12:37 PM,06:43 AM,04:34 PM,12,15,16,15,22,53,79,8.9,1016,19,9,160,14,Cyprus
2020-12-09,18,13,0.0,7.0,4,31,12:25 AM,01:09 PM,06:43 AM,04:34 PM,11,15,15,15,7,66,77,1.7,1021,18,9,238,5,Cyprus
2020-12-10,18,13,0.0,8.7,5,24,01:33 AM,01:41 PM,06:44 AM,04:34 PM,10,15,15,15,8,17,73,0.0,1021,18,10,172,5,Cyprus
2020-12-11,19,14,0.0,8.7,5,17,02:41 AM,02:15 PM,06:45 AM,04:35 PM,10,16,16,16,17,12,71,0.0,1017,19,10,175,10,Cyprus
2020-12-12,18,14,0.0,7.0,4,9,03:53 AM,02:52 PM,06:46 AM,04:35 PM,11,16,16,16,20,40,74,2.3,1013,18,10,134,13,Cyprus
2020-12-13,18,11,0.0,5.4,4,2,05:07 AM,03:35 PM,06:46 AM,04:35 PM,12,15,16,15,23,63,77,2.5,1012,18,10,100,16,Cyprus
2020-12-14,19,12,0.0,3.7,4,0,06:20 AM,04:25 PM,06:47 AM,04:35 PM,11,16,16,16,31,86,72,2.7,1006,19,8,145,22,Cyprus
2020-12-15,14,8,0.0,3.7,3,0,07:30 AM,05:22 PM,06:48 AM,04:36 PM,12,12,13,12,24,77,88,12.2,1006,14,9,102,17,Cyprus
2020-12-16,14,12,0.0,3.7,3,5,08:33 AM,06:24 PM,06:48 AM,04:36 PM,12,11,14,11,48,85,88,38.2,1012,14,8,28,38,Cyprus
2020-12-17,18,11,0.0,8.7,5,12,09:27 AM,07:30 PM,06:49 AM,04:36 PM,10,14,15,14,16,30,73,0.4,1019,18,10,287,10,Cyprus
2020-12-18,18,13,0.0,8.7,5,20,10:12 AM,08:34 PM,06:49 AM,04:37 PM,10,15,15,15,17,7,71,0.0,1021,18,10,288,10,Cyprus
2020-12-19,17,12,0.0,8.7,5,27,10:50 AM,09:38 PM,06:50 AM,04:37 PM,10,14,14,14,11,10,73,0.0,1022,17,10,287,6,Cyprus
2020-12-20,17,12,0.0,8.7,4,34,11:23 AM,10:37 PM,06:51 AM,04:38 PM,9,14,14,14,9,15,72,0.1,1022,17,10,111,6,Cyprus
2020-12-21,16,12,0.0,3.7,3,41,11:51 AM,11:35 PM,06:51 AM,04:38 PM,9,14,13,14,11,57,74,0.3,1021,16,10,179,7,Cyprus
2020-12-22,16,12,0.0,8.7,4,49,12:17 PM,No moonset,06:52 AM,04:39 PM,8,13,13,13,10,26,71,0.0,1019,16,10,232,6,Cyprus
2020-12-23,16,12,0.0,8.7,3,56,12:43 PM,12:30 AM,06:52 AM,04:39 PM,8,13,13,13,10,36,73,0.7,1017,16,10,310,6,Cyprus
2020-12-24,15,11,0.0,8.7,4,63,01:09 PM,01:26 AM,06:53 AM,04:40 PM,5,12,12,12,13,0,62,0.0,1019,15,10,103,8,Cyprus
2020-12-25,15,9,0.0,8.7,4,70,01:37 PM,02:21 AM,06:53 AM,04:40 PM,4,12,12,12,5,3,59,0.0,1023,15,10,145,3,Cyprus
2020-12-26,15,10,0.0,8.7,4,78,02:07 PM,03:18 AM,06:53 AM,04:41 PM,6,12,12,12,17,0,66,0.0,1024,15,10,57,11,Cyprus
2020-12-27,16,11,0.0,8.7,4,85,02:41 PM,04:15 AM,06:54 AM,04:42 PM,7,12,13,12,22,3,68,0.0,1022,16,10,66,14,Cyprus
2020-12-28,16,11,0.0,8.7,4,92,03:21 PM,05:14 AM,06:54 AM,04:42 PM,8,12,13,12,25,14,69,0.0,1019,16,10,75,16,Cyprus
2020-12-29,16,11,0.0,8.7,4,100,04:06 PM,06:12 AM,06:54 AM,04:43 PM,8,13,13,13,19,16,72,0.0,1021,16,10,60,12,Cyprus
2020-12-30,17,12,0.0,8.7,4,100,04:59 PM,07:09 AM,06:55 AM,04:44 PM,8,14,14,14,13,0,69,0.0,1020,17,10,40,8,Cyprus
2020-12-31,17,11,0.0,8.7,4,89,05:58 PM,08:01 AM,06:55 AM,04:45 PM,8,13,13,13,17,2,70,0.0,1018,17,10,71,10,Cyprus
2021-01-01,17,12,0.0,8.7,4,79,07:01 PM,08:48 AM,06:55 AM,04:45 PM,9,14,14,14,13,19,73,0.0,1019,17,10,90,8,Cyprus
2021-01-02,18,13,0.0,8.7,4,71,08:06 PM,09:30 AM,06:55 AM,04:46 PM,10,14,14,14,14,31,74,0.0,1020,18,10,50,9,Cyprus
2021-01-03,18,13,0.0,5.4,4,64,09:12 PM,10:07 AM,06:55 AM,04:47 PM,9,14,15,14,17,31,72,0.0,1019,18,10,41,10,Cyprus
2021-01-04,18,12,0.0,8.7,5,57,10:17 PM,10:40 AM,06:55 AM,04:48 PM,10,14,15,14,15,9,75,0.0,1019,18,10,148,9,Cyprus
2021-01-05,18,13,0.0,8.7,5,50,11:23 PM,11:12 AM,06:55 AM,04:49 PM,10,14,14,14,19,22,75,0.0,1020,18,10,67,12,Cyprus
2021-01-06,18,12,0.0,8.7,4,42,No moonrise,11:43 AM,06:56 AM,04:49 PM,10,14,14,14,12,28,76,0.0,1022,18,10,64,8,Cyprus
2021-01-07,18,12,0.0,8.7,5,35,12:29 AM,12:14 PM,06:56 AM,04:50 PM,10,15,15,15,9,18,76,0.0,1021,18,10,56,6,Cyprus
2021-01-08,18,13,0.0,8.7,5,28,01:38 AM,12:49 PM,06:55 AM,04:51 PM,10,15,15,15,11,12,76,0.0,1020,18,10,84,7,Cyprus
2021-01-09,18,12,0.0,8.7,5,20,02:48 AM,01:28 PM,06:55 AM,04:52 PM,10,14,14,14,11,19,76,0.0,1020,18,10,58,7,Cyprus
2021-01-10,18,11,0.0,8.7,5,13,03:59 AM,02:13 PM,06:55 AM,04:53 PM,9,14,14,14,7,12,71,0.0,1022,18,10,299,4,Cyprus
2021-01-11,18,12,0.0,8.7,5,6,05:09 AM,03:05 PM,06:55 AM,04:54 PM,9,15,15,15,4,11,72,0.0,1024,18,10,210,2,Cyprus
2021-01-12,19,13,0.0,8.7,5,0,06:14 AM,04:04 PM,06:55 AM,04:55 PM,10,15,15,15,17,11,73,0.0,1021,19,10,122,11,Cyprus
2021-01-13,20,13,0.0,7.1,4,0,07:13 AM,05:09 PM,06:55 AM,04:56 PM,11,15,16,15,36,54,73,3.2,1010,20,10,198,22,Cyprus
2021-01-14,15,11,0.0,3.8,3,1,08:02 AM,06:15 PM,06:55 AM,04:57 PM,7,11,12,11,30,64,70,1.0,1006,15,10,249,19,Cyprus
2021-01-15,16,8,0.0,8.7,4,8,08:44 AM,07:20 PM,06:54 AM,04:58 PM,7,11,12,11,28,6,70,0.0,1011,16,10,234,17,Cyprus
2021-01-16,16,11,0.0,7.1,3,16,09:20 AM,08:22 PM,06:54 AM,04:59 PM,9,12,13,12,25,31,78,1.2,1009,16,10,210,16,Cyprus
2021-01-17,14,10,0.0,7.1,3,23,09:50 AM,09:22 PM,06:54 AM,05:00 PM,7,9,12,9,35,39,73,2.5,1006,14,10,249,23,Cyprus
2021-01-18,13,8,0.0,8.7,3,30,10:18 AM,10:19 PM,06:53 AM,05:01 PM,4,7,10,7,31,37,65,7.2,1013,13,10,240,21,Cyprus
2021-01-19,10,8,0.0,5.5,2,38,10:44 AM,11:15 PM,06:53 AM,05:02 PM,6,7,9,7,10,82,84,10.0,1014,10,8,44,8,Cyprus
2021-01-20,9,6,0.0,8.7,2,45,11:10 AM,No moonset,06:53 AM,05:03 PM,-0,5,7,5,20,36,61,2.3,1019,9,10,325,14,Cyprus
2021-01-21,11,5,0.0,8.7,3,52,11:37 AM,12:11 AM,06:52 AM,05:04 PM,-1,7,8,7,8,15,56,0.0,1029,11,10,144,4,Cyprus
2021-01-22,12,6,0.0,8.7,2,59,12:06 PM,01:07 AM,06:52 AM,05:05 PM,3,8,9,8,12,23,69,0.0,1028,12,10,69,8,Cyprus
2021-01-23,13,7,0.0,8.7,4,67,12:38 PM,02:04 AM,06:51 AM,05:06 PM,4,9,10,9,13,10,70,0.0,1023,13,10,51,9,Cyprus
2021-01-24,13,8,0.0,8.7,4,74,01:15 PM,03:02 AM,06:51 AM,05:07 PM,4,9,10,9,17,3,68,0.0,1021,13,10,59,10,Cyprus
2021-01-25,14,5,0.0,8.7,4,81,01:58 PM,04:00 AM,06:50 AM,05:08 PM,5,9,10,9,13,11,70,0.0,1022,14,10,68,8,Cyprus
2021-01-26,15,8,0.0,8.7,4,88,02:48 PM,04:57 AM,06:50 AM,05:09 PM,6,10,11,10,17,20,73,0.0,1021,15,10,116,10,Cyprus
2021-01-27,16,10,0.0,7.1,3,96,03:45 PM,05:52 AM,06:49 AM,05:10 PM,8,12,13,12,27,54,71,0.1,1012,16,10,132,17,Cyprus
2021-01-28,13,8,0.0,4.0,3,100,04:48 PM,06:42 AM,06:48 AM,05:11 PM,4,8,10,8,27,64,66,0.8,1013,13,10,249,18,Cyprus
2021-01-29,12,8,0.0,5.6,2,90,05:54 PM,07:27 AM,06:48 AM,05:12 PM,4,7,9,7,22,66,71,3.2,1013,12,9,297,16,Cyprus
2021-01-30,14,7,0.0,4.0,3,82,07:01 PM,08:06 AM,06:47 AM,05:13 PM,7,9,11,9,35,58,75,7.6,1012,14,10,211,23,Cyprus
2021-01-31,18,10,0.0,8.7,3,79,08:08 PM,08:41 AM,06:46 AM,05:14 PM,10,13,14,13,27,35,76,1.7,1013,18,10,193,16,Cyprus
2021-02-01,16,10,0.0,5.6,3,63,09:16 PM,09:14 AM,06:45 AM,05:15 PM,10,12,13,12,26,40,82,0.5,1020,16,10,87,18,Cyprus
2021-02-02,16,9,0.0,8.7,3,55,10:22 PM,09:45 AM,06:45 AM,05:16 PM,10,12,13,12,28,37,81,0.0,1018,16,10,52,19,Cyprus
2021-02-03,17,10,0.0,8.7,4,48,11:31 PM,10:16 AM,06:44 AM,05:17 PM,10,13,14,13,25,14,77,0.0,1015,17,10,50,16,Cyprus
2021-02-04,17,12,0.0,8.7,4,40,No moonrise,10:50 AM,06:43 AM,05:18 PM,11,14,14,14,19,50,79,2.2,1015,17,10,85,13,Cyprus
2021-02-05,18,12,0.0,8.7,5,33,12:39 AM,11:27 AM,06:42 AM,05:19 PM,9,14,14,14,17,2,72,0.0,1017,18,10,238,10,Cyprus
2021-02-06,19,10,0.0,8.7,5,25,01:48 AM,12:08 PM,06:41 AM,05:20 PM,8,14,14,14,9,7,68,0.0,1019,19,10,275,5,Cyprus
2021-02-07,19,11,0.0,8.7,5,18,02:57 AM,12:57 PM,06:40 AM,05:21 PM,10,14,14,14,5,6,77,0.0,1020,19,10,273,3,Cyprus
